Orthogroup	Microcebus_murinus	Mesocricetus_auratus
OG0009255	XP_012609599.1	XP_040592128.1
OG0009256	XP_020139111.1	XP_040591933.1
OG0009257	XP_020139110.1	XP_005084828.1
OG0009258	XP_020139069.1	XP_040592132.1, XP_040592033.1
OG0009261	XP_012609854.1	XP_012979717.1
OG0009262	XP_012609703.1	XP_012979694.2
OG0009264	XP_012609816.1	XP_040591984.1
OG0009265	XP_012609815.1	XP_005084748.1
OG0009266	XP_012617017.2	XP_005086506.1
OG0009267	XP_012616978.1	XP_005086494.1
OG0009268	XP_012616920.1	XP_005086345.1
OG0009270	XP_012616896.1	XP_005086355.1
OG0009271	XP_012616889.1	XP_040590295.1, XP_005086365.1
OG0009272	XP_012616856.1	XP_005086368.1
OG0009274	XP_012616708.1	XP_040590236.1
OG0009275	XP_012616696.1	XP_040590333.1
OG0009276	XP_012616689.1	XP_040590376.1
OG0009277	XP_012616687.1	XP_040590529.1
OG0009278	XP_012613987.1	XP_021079239.1
OG0009279	XP_012613964.1	XP_040590515.1
OG0009280	XP_012613978.1, XP_012613979.1	XP_005087104.1
OG0009281	XP_012613942.1	XP_040590344.1
OG0009282	XP_012613909.1	XP_040590522.1
OG0009283	XP_012616209.1	XP_005086656.2
OG0009284	XP_012616193.1	XP_040590613.1
OG0009285	XP_012616186.1	XP_040590606.1
OG0009286	XP_012616215.1	XP_005086646.1
OG0009287	XP_012629969.1	XP_021078987.1, XP_005086636.1
OG0009288	XP_012629997.1	XP_005086630.1
OG0009289	XP_012629976.1	XP_005086631.2
OG0009290	XP_020138836.1	XP_005086627.1
OG0009291	XP_020138870.1	XP_005086268.2
OG0009292	XP_012630684.1	XP_005086269.2
OG0009293	XP_012630183.1	XP_040590631.1
OG0009294	XP_012630198.1	XP_040590630.1
OG0009295	XP_012630202.1	XP_005086255.1
OG0009296	XP_012630407.1	XP_012977277.1
OG0009297	XP_012630433.1	XP_005081880.1
OG0009298	XP_012630434.1	XP_040591401.1
OG0009299	XP_012630445.1	XP_005081869.1
OG0009300	XP_012630478.1	XP_021089579.2
OG0009301	XP_012630481.1	XP_021089571.1
OG0009302	XP_012630485.1	XP_040591443.1
OG0009303	XP_012630500.1	NP_001268467.1
OG0009304	XP_012630505.1	XP_040591367.1
OG0009305	XP_012630572.2	XP_040591470.1
OG0009306	XP_012630573.1	XP_040591467.1
OG0009307	XP_012630606.1	XP_005081826.1
OG0009308	XP_012630608.2	XP_040591403.1
OG0009309	XP_012630676.1	XP_040591402.1
OG0009310	XP_020139659.1	XP_005071792.1
OG0009311	XP_012629645.1	XP_005069220.1
OG0009312	XP_012639571.1	XP_040585050.1
OG0009313	XP_012638755.1, XP_012638751.1	XP_005065670.1
OG0009314	XP_012612782.1	XP_040612427.1
OG0009315	XP_012606018.1	XP_005079702.1
OG0009316	XP_012606020.1	XP_005079608.2
OG0009317	XP_020136455.1	XP_012975582.1
OG0009318	XP_012606069.1	XP_005081069.1
OG0009319	XP_012628066.1	XP_005079211.1
OG0009320	XP_012606289.1	XP_005079592.1
OG0009321	XP_012606079.1, XP_012606078.1	XP_005079704.2
OG0009322	XP_012643113.1	XP_005081102.1
OG0009324	XP_020139735.1	XP_005083506.1
OG0009325	XP_012621101.2	XP_005083508.1
OG0009326	XP_012595792.1	XP_040611209.1
OG0009327	XP_012632756.1	XP_005082729.1
OG0009328	XP_012632758.1	XP_040611320.1
OG0009329	XP_012622759.1	XP_005082761.1
OG0009330	XP_012638959.1	XP_040611270.1
OG0009331	XP_012625276.1	XP_040590972.1
OG0009332	XP_012604125.1	XP_005081320.1
OG0009333	XP_020139720.1	XP_040611408.1
OG0009334	XP_012593463.1	XP_040611435.1
OG0009335	XP_012595793.1	XP_040611457.1
OG0009336	XP_012596711.2	XP_012970074.1
OG0009337	XP_012596690.1	XP_005071773.1
OG0009338	XP_012596692.1	XP_040611471.1
OG0009339	XP_012600604.1	XP_040611503.1
OG0009341	XP_012604548.1	XP_005065318.1
OG0009342	XP_012604355.1	XP_040614048.1
OG0009343	XP_012604398.1	XP_040597883.1
OG0009344	XP_012604390.1	XP_005069139.1
OG0009345	XP_012629638.1	XP_040597794.1
OG0009346	XP_012629640.1	XP_005069223.1
OG0009347	XP_012629651.1	XP_005069217.1
OG0009348	XP_012631131.1	XP_040585015.1
OG0009349	XP_012631132.1	XP_040584897.1
OG0009350	XP_012631110.1	XP_005065597.1
OG0009351	XP_020145807.1	XP_040585067.1
OG0009352	XP_020145574.1	XP_012981926.3
OG0009353	XP_012639519.1	XP_005065630.1
OG0009354	XP_012639527.1	XP_040584881.1
OG0009355	XP_012639561.1	XP_005065650.1
OG0009356	XP_012638256.1	XP_005065653.1
OG0009357	XP_012638313.1	XP_005065655.1
OG0009358	XP_020145602.1	XP_040584825.1
OG0009359	XP_012638695.1	XP_040585035.1
OG0009360	XP_012638733.1	XP_040584751.1
OG0009361	XP_012638890.1, XP_020145561.1	XP_005065551.1
OG0009362	XP_020144352.1, XP_020145689.1	XP_040584835.1
OG0009363	XP_020138278.1	XP_040596728.1
OG0009364	XP_012599391.1	XP_040596736.1
OG0009365	XP_012599440.1	XP_005078699.1
OG0009366	XP_012606882.1	XP_005078670.1
OG0009367	XP_012611220.1	XP_040596695.1
OG0009368	XP_012611367.1	XP_005079190.1
OG0009369	XP_012611403.1	XP_005079205.1
OG0009370	XP_012628064.1	XP_005079208.1
OG0009371	XP_012628078.1	XP_040591273.1
OG0009372	XP_012644401.1	XP_005079229.1
OG0009373	XP_012644433.1	XP_040591214.1
OG0009374	XP_012620773.1	XP_005079524.1
OG0009375	XP_012620840.1	XP_040612497.1
OG0009376	XP_012620857.1	XP_005079547.1
OG0009377	XP_012620859.1	XP_040612491.1, XP_040600162.1
OG0009378	XP_012620867.1	XP_012975577.1
OG0009379	XP_020145667.1	XP_005079565.1
OG0009380	XP_012620925.1	XP_005079567.1
OG0009381	XP_012612784.1	XP_040612426.1
OG0009382	XP_012606014.1	XP_005079595.1
OG0009383	XP_012606015.1	XP_040612369.1
OG0009384	XP_012606019.1	XP_005079599.1
OG0009385	XP_012606307.1	XP_012975636.2
OG0009386	XP_020136178.1	XP_005079600.1
OG0009387	XP_012606167.1	XP_005079604.1
OG0009388	XP_012606254.1	XP_040612365.1
OG0009389	XP_012606080.1	XP_040612354.1
OG0009390	XP_012606021.1	XP_012975606.2
OG0009391	XP_012606028.1	XP_005079610.1
OG0009392	XP_012605969.1	XP_005139295.1
OG0009393	XP_012605981.1	XP_040612330.1
OG0009394	XP_012605988.1	XP_005079636.1
OG0009395	XP_012605992.1	XP_040612328.1
OG0009396	XP_020144168.1	XP_040612324.1
OG0009397	XP_012605916.1	XP_021088336.1
OG0009398	XP_012606242.1	XP_005079648.1
OG0009399	XP_012606135.1	XP_040612302.1
OG0009400	XP_012606256.1	XP_040612293.1
OG0009401	XP_012606117.1	XP_005079666.1
OG0009402	XP_012605953.2	XP_040612288.1
OG0009403	XP_012605964.1	XP_040612284.1
OG0009404	XP_020136517.1	XP_040612282.1
OG0009405	XP_012606239.1	XP_012976655.1
OG0009406	XP_012606280.1	XP_005081053.1
OG0009407	XP_012624134.1	XP_005081076.1
OG0009408	XP_020144187.1	XP_021089222.1
OG0009409	XP_012624173.1	XP_040612214.1
OG0009410	XP_012643117.1	XP_021089229.2
OG0009411	XP_012643112.1	XP_021089240.1
OG0009412	XP_020141065.1	XP_012976687.1
OG0009413	XP_020136806.1	XP_005081122.1
OG0009414	XP_012618558.1	XP_040613466.1
OG0009415	XP_012618546.1	XP_040613457.1
OG0009416	XP_020141087.1	XP_040613446.1
OG0009417	XP_012618503.1	XP_005081144.1
OG0009418	XP_012618495.1	XP_040613425.1
OG0009419	XP_012618500.1	XP_005081148.1
OG0009420	XP_012618570.1	XP_012976686.1
OG0009421	XP_012618493.2	XP_040613415.1
OG0009422	XP_020137266.1	XP_040591022.1
OG0009423	XP_012640776.2	XP_005079406.1
OG0009424	XP_012640783.1	XP_005079402.1
OG0009425	XP_012640790.1	XP_005079455.1
OG0009426	XP_012640810.2	XP_040591038.1
OG0009427	XP_012640809.1	XP_005079389.1
OG0009428	XP_012646854.1	XP_005079386.1
OG0009429	XP_012621179.1	XP_005083505.1
OG0009430	XP_020139647.1	XP_040611346.1
OG0009431	XP_012593795.1	XP_005065694.2
OG0009432	XP_012595138.1	XP_040602946.1
OG0009433	XP_012616479.1	XP_012969469.1
OG0009434	XP_020145787.1	XP_040613986.1
OG0009435	XP_012629078.1	XP_040614246.1, XP_040614247.1
OG0009436	XP_012629151.1, XP_012629144.1	XP_040584067.1
OG0009437	XP_012629473.1	XP_040584992.1
OG0009438	XP_012636940.1	XP_005065751.1
OG0009439	XP_012636915.1	XP_005065742.2
OG0009440	XP_012636908.1	XP_005065740.1
OG0009441	XP_012639836.1	XP_040584830.1
OG0009442	XP_020145719.1	XP_040584910.1
OG0009443	XP_012622269.1	XP_012981741.1
OG0009444	XP_012593783.1	XP_005065703.1
OG0009445	XP_012593790.1	XP_012981678.1
OG0009446	XP_012593799.1	XP_040584805.1
OG0009447	XP_012639347.1	XP_040584852.1
OG0009448	XP_012639299.1	XP_040592633.1, XP_005065688.3
OG0009449	XP_012620045.1	XP_005084473.1
OG0009450	XP_012620042.1	XP_005084478.3
OG0009451	XP_012620039.1	XP_012979345.2
OG0009452	XP_012619994.1	XP_040586410.1
OG0009453	XP_012619961.1	XP_005084002.1
OG0009454	XP_020144297.1	XP_005084603.1
OG0009455	XP_012604020.1	XP_005084602.2
OG0009456	XP_012629669.1	XP_040586098.1
OG0009457	XP_012629653.2	XP_005077924.4
OG0009458	XP_012618795.2	XP_040585802.1
OG0009459	XP_012618790.1	XP_005077930.1
OG0009460	XP_012618743.1	XP_005077861.1
OG0009461	XP_012618727.1	XP_040585539.1
OG0009462	XP_012618716.1	XP_005077935.1
OG0009463	XP_020144705.1	XP_021087326.1
OG0009464	XP_012607367.1	XP_040585030.1
OG0009465	XP_020144679.1	XP_005088080.1
OG0009467	XP_012607652.1	XP_005077915.1
OG0009468	XP_012603135.1	XP_005068896.1
OG0009469	XP_012638943.1	XP_040602919.1
OG0009470	XP_012638944.1, XP_020145546.1	XP_005068905.1
OG0009471	XP_012638930.1	XP_005068907.1
OG0009472	XP_012638893.1	XP_040602899.1
OG0009473	XP_012592795.1	XP_005068917.2
OG0009474	XP_012592862.1	XP_005068929.1
OG0009475	XP_012592873.1	XP_040602851.1
OG0009476	XP_012592890.1	XP_005068939.1
OG0009477	XP_012592892.1	XP_012967957.1
OG0009478	XP_012638801.1	XP_005068951.2
OG0009479	XP_012638829.1	XP_040602822.1
OG0009480	XP_012592986.1	XP_005068852.2
OG0009481	XP_012592993.1	XP_040602984.1
OG0009482	XP_012593039.1	XP_005068873.1
OG0009483	XP_012595181.1	XP_005068883.1
OG0009484	XP_012609384.1	XP_021085355.1
OG0009485	XP_012609347.1	XP_040603046.1
OG0009486	XP_012626463.2	XP_005074465.1
OG0009487	XP_012592906.1	XP_012967978.2
OG0009488	XP_012592930.1, XP_012592931.1	NP_001268530.1, XP_040602503.1
OG0009489	XP_012592932.1	XP_005068835.1
OG0009490	XP_012595162.1	XP_012967895.2
OG0009491	XP_012621541.1	XP_040603073.1
OG0009492	XP_012639638.1	XP_012968456.1
OG0009493	XP_012644720.1	XP_005073009.1
OG0009494	XP_012610925.1	XP_012967054.1
OG0009495	XP_012620632.1	XP_040613664.1
OG0009496	XP_012620593.1	XP_012967721.1
OG0009497	XP_012593741.1	XP_040611536.1
OG0009498	XP_012593739.1	XP_005071847.1
OG0009499	XP_012618373.1, XP_012593709.1	XP_040611229.1
OG0009500	XP_020136922.1	XP_012977826.1
OG0009501	XP_012593779.2	XP_005064749.1
OG0009502	XP_012593675.1	XP_040611241.1
OG0009503	XP_012593658.1	XP_005064741.1
OG0009504	XP_012593659.2	XP_005064740.1
OG0009506	XP_012618207.1	XP_040588360.1
OG0009507	XP_012618201.1	XP_005070858.1
OG0009508	XP_020136025.1	XP_005070875.2
OG0009509	XP_012618118.1	XP_012969453.2
OG0009510	XP_012618115.1	XP_005070882.1
OG0009511	XP_012618046.1	XP_005070900.1
OG0009512	XP_012618013.1	XP_040588420.1
OG0009513	XP_012617995.1	XP_040588497.1
OG0009514	XP_020136017.1	XP_012978609.1
OG0009515	XP_012617973.1	XP_040591884.1
OG0009516	XP_012617920.1	XP_040603795.1
OG0009517	XP_012617927.1	XP_005085290.1
OG0009519	XP_012620169.1	XP_005077671.2
OG0009520	XP_012620146.1	XP_005077673.1
OG0009521	XP_020145788.1	XP_040597785.1
OG0009522	XP_012642794.1	XP_040611973.1
OG0009523	XP_020140430.1	XP_012974717.1
OG0009524	XP_012642744.2	XP_005078404.1
OG0009525	XP_012642749.1	XP_040611952.1
OG0009526	XP_012636966.1	XP_012974774.1
OG0009527	XP_012636991.1	XP_005078391.1
OG0009528	XP_012620952.2	XP_005087056.1
OG0009529	XP_012620947.1	XP_040604361.1
OG0009530	XP_012620943.1	XP_040604362.1
OG0009531	XP_012612413.1	XP_040604364.1
OG0009532	XP_012608457.2	XP_005071997.1
OG0009533	XP_012608459.1	XP_040604401.1
OG0009534	XP_012596122.1	XP_005071992.1
OG0009535	XP_012590961.1	XP_005069157.2
OG0009536	XP_012596132.1	XP_005071989.1
OG0009537	XP_012641785.1	XP_021083886.2
OG0009538	XP_012637037.1, XP_012637038.1, XP_012637039.1	XP_005071952.1
OG0009539	XP_012610944.1	XP_040604636.1
OG0009540	XP_020139282.1, XP_012610926.2	XP_005067951.1
OG0009541	XP_012610927.1	XP_005067789.1
OG0009542	XP_012596353.1	XP_005067808.1
OG0009543	XP_020142626.1, XP_012596313.2	XP_005067810.1
OG0009544	XP_012596331.1	XP_040604607.1
OG0009545	XP_012596321.1	XP_005067813.1
OG0009546	XP_012597055.1	XP_040597661.1
OG0009547	XP_012631167.1, XP_012631168.1	XP_005065583.1
OG0009548	XP_012595865.1	XP_005082831.1
OG0009549	XP_012613666.1	XP_005082845.1
OG0009550	XP_012633240.1	XP_040613584.1
OG0009551	XP_012591944.1	XP_005078085.1
OG0009552	XP_012591917.1	XP_040613524.1
OG0009553	XP_012591901.1	XP_040613528.1
OG0009554	XP_012591897.1	XP_005078049.1
OG0009555	XP_012591894.1	XP_040613537.1
OG0009556	XP_012591886.1	XP_012974517.1
OG0009557	XP_012591891.1	XP_005078053.1
OG0009558	XP_012613594.1	XP_005078061.1
OG0009559	XP_012613595.1	XP_040613810.1
OG0009560	XP_012593904.1	XP_040613554.1
OG0009561	XP_012593889.1	XP_005078075.1
OG0009562	XP_020145604.1	XP_040613599.1
OG0009563	XP_012645712.1	XP_005081362.1
OG0009564	XP_012636965.1, XP_012636964.1	XP_040611944.1
OG0009565	XP_012596318.1	XP_040604619.1
OG0009566	XP_012613597.1	XP_005078070.1
OG0009567	XP_012627838.1	XP_040586173.1
OG0009568	XP_012645339.1	XP_005069456.2
OG0009569	XP_012629076.1	NP_001268349.1
OG0009570	XP_012631185.1	XP_005067625.1
OG0009571	XP_020141165.1, XP_020144834.1	XP_040612963.1
OG0009572	XP_012638793.1	XP_005084508.1
OG0009573	XP_012607975.1	XP_012968250.1
OG0009574	XP_012595048.1	XP_012974840.1
OG0009575	XP_020142362.1	XP_005084503.1
OG0009576	XP_012638784.1	XP_005084500.1
OG0009577	XP_012627794.1	XP_005085892.2
OG0009578	XP_012607933.2	XP_005069398.1
OG0009579	XP_012645334.1	XP_040585681.1
OG0009580	XP_012645341.1	XP_005069458.2
OG0009581	XP_012628969.1	XP_005069465.2
OG0009582	XP_012629163.1	XP_005069467.1
OG0009583	XP_012628974.1	XP_040586029.1
OG0009584	XP_012629160.1	XP_040586112.1
OG0009585	XP_012629008.1	XP_005069480.1
OG0009586	XP_012629057.1	XP_040586092.1
OG0009587	XP_020142297.1	XP_040585839.1
OG0009588	XP_012629080.1	XP_005069514.1
OG0009589	XP_012629096.1	XP_040586123.1
OG0009590	XP_012629103.1	XP_040585773.1
OG0009591	XP_012629115.1	XP_012968397.1
OG0009592	XP_012629137.2	XP_012968342.2
OG0009593	XP_012629141.1	NP_001268586.1
OG0009594	XP_012629148.1	XP_040585965.1
OG0009595	XP_012608763.1	XP_005069550.1
OG0009596	XP_012605045.1	XP_005069572.1
OG0009597	XP_012623297.1	XP_005080204.1
OG0009598	XP_012605013.1	XP_021082465.1
OG0009599	XP_012605006.1	XP_040585886.1
OG0009600	XP_012629209.1	XP_040585918.1
OG0009601	XP_020142267.1	XP_005069587.1, XP_040605210.1
OG0009602	XP_012629191.1	XP_005069593.1
OG0009603	XP_012629182.1	XP_040585764.1
OG0009604	XP_012629178.1	XP_005069598.1
OG0009605	XP_012629226.1	XP_040586161.1
OG0009606	XP_012629174.1	XP_005069360.1
OG0009607	XP_012629172.1	XP_012968450.1
OG0009608	XP_012611415.1	XP_040590668.1
OG0009609	XP_012604208.1	XP_012974015.1
OG0009610	XP_012626023.1	XP_005077376.1
OG0009611	XP_020136512.1	XP_040605029.1
OG0009612	XP_012634646.1	XP_040605031.1
OG0009613	XP_012634648.1	XP_040605033.1
OG0009614	XP_012634621.1	XP_040605008.1
OG0009615	XP_012634616.1	XP_040605000.1
OG0009616	XP_020136808.1	XP_005067505.1
OG0009617	XP_012634844.2, XP_012634843.2	XP_012967051.1
OG0009618	XP_012634846.1	XP_005067531.1
OG0009619	XP_012634865.1	XP_005067542.1
OG0009620	XP_012634862.1	XP_005067545.1
OG0009621	XP_012634881.1	XP_040604947.1, XP_005067551.2
OG0009622	XP_012632681.1	XP_040604941.1
OG0009623	XP_012632495.1	XP_040604929.1
OG0009624	XP_012632530.1	XP_005067567.1
OG0009625	XP_012631771.1	XP_040604891.1
OG0009626	XP_012632003.1	XP_040604903.1
OG0009627	XP_012631830.1	XP_040604893.1
OG0009628	XP_012632087.1	XP_005067586.1
OG0009629	XP_012631715.1	XP_040594790.1, XP_005067600.1
OG0009630	XP_012631566.1	XP_005067602.1
OG0009631	XP_012631607.1	XP_040604884.1
OG0009632	XP_012631554.1	XP_005067604.1
OG0009633	XP_012631422.1	XP_012967119.1
OG0009634	XP_012630696.1	XP_040604860.1
OG0009635	XP_012630595.1	XP_005067650.1
OG0009636	XP_012633135.1	XP_040604826.1
OG0009637	XP_012633159.1	XP_005067666.1
OG0009638	XP_020136816.1	XP_021081293.1
OG0009639	XP_012632823.1	XP_012967095.1
OG0009640	XP_012603371.1	XP_005067681.1
OG0009641	XP_012603330.1	XP_040603932.1
OG0009642	XP_012593365.2	XP_005067690.1
OG0009643	XP_012603322.1, XP_012593407.1	XP_040604767.1
OG0009644	XP_012593355.1	XP_005067694.1
OG0009645	XP_012603426.1	XP_021081471.1
OG0009646	XP_012603372.1	XP_040604713.1
OG0009647	XP_012603370.1	XP_005067730.1
OG0009648	XP_012603420.1	XP_005067731.1
OG0009649	XP_012603387.1	XP_012967128.1
OG0009650	XP_012593404.2	XP_012966902.1
OG0009651	XP_012622691.1	XP_040594388.1
OG0009652	XP_012640581.1	XP_005074361.1
OG0009653	XP_012640577.1	XP_021084074.1
OG0009654	XP_012640575.1	XP_040612980.1
OG0009655	XP_012605137.1	XP_005072236.1
OG0009656	XP_020144879.1	XP_005072210.2
OG0009657	XP_012631731.1	XP_040612940.1
OG0009658	XP_012631826.1	XP_012975451.1
OG0009659	XP_012631845.1	XP_005079282.1
OG0009660	XP_012631866.1	XP_040591044.1
OG0009661	XP_012631870.1	XP_005079290.1
OG0009662	XP_012631880.1, XP_012631881.1	XP_040591029.1
OG0009663	XP_012631890.1	XP_040590971.1
OG0009664	XP_012631949.1	XP_040590877.1
OG0009665	XP_012631255.1	XP_005079304.1
OG0009666	XP_012631265.2	XP_005079305.1
OG0009667	XP_012631240.1	XP_005079314.1
OG0009668	XP_020141067.1	XP_005079431.1
OG0009669	XP_020136824.1	XP_021088202.1
OG0009670	XP_012646995.1	XP_021088260.1
OG0009671	XP_012646980.2	XP_040590925.1
OG0009672	XP_012646976.1	XP_005079341.1
OG0009673	XP_012646972.1	XP_012975529.1, XP_040613535.1
OG0009674	XP_012646911.1	XP_005079351.1
OG0009675	XP_020141095.1	XP_012975460.1
OG0009676	XP_012592685.1	XP_012971162.1
OG0009677	XP_012592709.2	XP_005073199.1
OG0009678	XP_020138418.1	XP_012971022.2
OG0009679	XP_012592569.1	XP_021084664.2
OG0009680	XP_020138333.1	XP_012971175.1
OG0009681	XP_012591185.1	XP_005073169.1
OG0009682	XP_012591181.2	XP_012971121.1
OG0009683	XP_012620111.1	XP_005073157.1
OG0009684	XP_020138383.1	XP_005073146.2
OG0009685	XP_012593917.1	XP_040592099.1
OG0009686	XP_020138293.1	XP_005073134.1
OG0009687	XP_012602029.1	XP_040592195.1
OG0009688	XP_012602014.1	XP_005073249.2
OG0009689	XP_012602026.1	XP_005073122.1
OG0009690	XP_012602031.1	XP_005073121.1
OG0009691	XP_012627985.2	XP_005073113.1
OG0009692	XP_012627971.1	XP_040592591.1
OG0009693	XP_012627890.2	XP_040592899.1
OG0009694	XP_012627877.1	XP_040592852.1
OG0009695	XP_012597820.1	XP_040593113.1
OG0009696	XP_012597888.1	XP_005076388.1
OG0009697	XP_020138323.1	XP_040592538.1
OG0009698	XP_012597817.1	XP_005076376.1
OG0009699	XP_012597907.1	XP_040592467.1
OG0009700	XP_012598000.1	XP_040592512.1
OG0009701	XP_012597970.1	XP_005076348.1
OG0009702	XP_012598024.1	XP_040592472.1
OG0009703	XP_012597942.1	XP_021086419.1
OG0009704	XP_012598065.1	XP_040599136.1, XP_040592452.1
OG0009705	XP_012597923.1	XP_005078708.1
OG0009706	XP_012629212.1	XP_040585831.1
OG0009707	XP_012605138.1	XP_040612971.1
OG0009708	XP_012639958.1, XP_012639964.1	XP_040597006.1
OG0009709	XP_012599029.1	XP_005081710.1
OG0009710	XP_012607128.1	XP_040608028.1
OG0009711	XP_012611801.1	XP_040599844.1
OG0009712	XP_012619554.1	XP_040587070.1
OG0009713	XP_012619526.1	XP_012976172.1
OG0009714	XP_012597647.1	XP_040587436.1
OG0009715	XP_012597634.1	XP_040587521.1
OG0009716	XP_012597725.1	XP_005080411.1
OG0009717	XP_012597633.1	XP_005080419.1
OG0009718	XP_012614937.1	XP_012976235.2
OG0009719	XP_012614544.1	XP_005080442.1
OG0009720	XP_012614917.1	XP_040587267.1
OG0009721	XP_012614797.1	XP_040587509.1
OG0009722	XP_012614805.1	XP_005080490.1
OG0009723	XP_012614888.1	XP_005079981.1
OG0009724	XP_020137123.1	XP_040607251.1
OG0009725	XP_012614626.1	XP_005079983.1
OG0009726	XP_020137055.1	XP_005080082.2
OG0009727	XP_012614309.1	XP_005080009.1
OG0009728	XP_012614657.1	XP_012975902.1
OG0009729	XP_012614615.1	XP_005080024.1
OG0009730	XP_012614618.2	XP_040607208.1
OG0009731	XP_012614422.1	XP_005080036.1
OG0009732	XP_012614757.1	XP_040607190.1
OG0009733	XP_012614546.1	XP_005080057.1
OG0009734	XP_012614815.1	XP_005080061.1
OG0009735	XP_012619575.1	XP_005064374.1
OG0009736	XP_012619616.1	XP_040609531.1, XP_040609535.1
OG0009737	XP_012619610.1	XP_005064393.1
OG0009738	XP_012619631.1	XP_005064401.1
OG0009739	XP_012619661.1	XP_005063441.2
OG0009740	XP_012619682.1	XP_012972277.1
OG0009741	XP_012619713.1, XP_012619714.1	XP_021079995.1
OG0009742	XP_012619710.1	XP_005063445.2
OG0009743	XP_012619717.1	XP_005064438.1
OG0009744	XP_020137127.1	XP_005064437.1
OG0009745	XP_012619758.1	XP_005064466.2
OG0009746	XP_012619791.2	XP_040610376.1
OG0009747	XP_012614397.1	XP_012972401.1
OG0009748	XP_012614377.1	XP_040610535.1
OG0009749	XP_012614389.1	XP_040610542.1
OG0009750	XP_012614398.1	XP_040610583.1
OG0009751	XP_012635581.1, XP_012635580.1, XP_012635579.1	XP_005063453.4
OG0009752	XP_012635587.1, XP_012635586.1	XP_040610781.1
OG0009753	XP_012635594.1	XP_040610909.1
OG0009754	XP_012635644.1	XP_040611120.1
OG0009755	XP_012635658.1	XP_005064518.1
OG0009756	XP_012635672.1	XP_040611220.1
OG0009757	XP_012645608.1, XP_020137060.1	XP_040611383.1
OG0009758	XP_012591540.1	XP_040589131.1
OG0009759	XP_012591511.1	XP_005075678.1
OG0009760	XP_012645687.1	XP_012974061.1
OG0009761	XP_012591560.1	XP_005087864.1
OG0009762	XP_020136927.1	XP_040597005.1
OG0009763	XP_012640913.1	XP_040604018.1
OG0009764	XP_020137040.1, XP_012640463.1	XP_040604036.1
