Orthogroup	Microcebus_murinus	Ictidomys_tridecemlineatus
OG0008712	XP_012636800.1	XP_040129767.1
OG0008713	XP_012636801.1	XP_005320815.1
OG0008714	XP_012636825.1	XP_040127935.1
OG0008715	XP_012602447.1, XP_012602446.1	XP_013211986.2
OG0008716	XP_012602421.2	XP_040127785.1
OG0008717	XP_012600040.1	XP_005339120.2
OG0008719	XP_012645512.1	XP_005332367.1
OG0008720	XP_012644731.1	XP_005322967.1
OG0008721	XP_012644723.1	XP_005322971.1
OG0008722	XP_012629549.1, XP_012629550.1	XP_005322987.1
OG0008723	XP_012645470.1	XP_005322989.1
OG0008724	XP_020144413.1	XP_021580580.1
OG0008725	XP_012592638.1	XP_005323008.1
OG0008726	XP_012590812.1	XP_040124033.1
OG0008727	XP_012606949.2	XP_021577208.1
OG0008728	XP_012595475.1	XP_005336068.1
OG0008729	XP_012595445.1	XP_005336079.1
OG0008730	XP_012629687.1	XP_005328677.1
OG0008731	XP_012618654.1	XP_005328695.1
OG0008732	XP_012628320.1	XP_021584334.1
OG0008733	XP_020144291.1	XP_005328723.1
OG0008734	XP_012628288.1	XP_005328721.1
OG0008735	XP_012617435.1	XP_040149771.1, XP_021580840.1
OG0008736	XP_012590861.1	XP_005316884.1
OG0008737	XP_012623754.1	XP_005316805.1
OG0008738	XP_020141527.1, XP_020135733.1	XP_040130264.1
OG0008739	XP_012621798.1	XP_005337185.1
OG0008740	XP_012621854.1	XP_005316455.1
OG0008741	XP_012621865.1	XP_005316459.1
OG0008742	XP_012621905.1	XP_013215120.1, XP_040130662.1
OG0008743	XP_012621909.2	XP_005316480.1
OG0008744	XP_012621914.1	XP_005316483.1
OG0008745	XP_012621940.1	XP_040130473.1
OG0008746	XP_012621968.1	XP_013214480.1
OG0008747	XP_012621978.1	XP_021581739.1
OG0008748	XP_012622017.1	XP_040131198.1
OG0008749	XP_012622069.1	XP_005316540.1
OG0008750	XP_012622105.1	XP_040130163.1
OG0008751	XP_012618997.1	XP_021582261.2
OG0008752	XP_012618983.1	XP_005316599.1
OG0008753	XP_012618965.1, XP_012618966.1	XP_040131536.1
OG0008754	XP_012618976.1	XP_005316602.1
OG0008755	XP_012618964.1	XP_005316608.1
OG0008756	XP_012618943.1	XP_040131324.1
OG0008757	XP_012618923.1	XP_005316636.1
OG0008759	XP_020141500.1	XP_005316646.1
OG0008760	XP_012638558.1, XP_012638557.1, XP_012638559.1	XP_040131328.1
OG0008761	XP_012638545.2	XP_013215021.1
OG0008762	XP_012614050.1	XP_040130814.1
OG0008763	XP_020141600.1	XP_005316751.2
OG0008764	XP_012614184.1	XP_040132241.1
OG0008765	XP_020141742.1	XP_013214778.1
OG0008766	XP_012614139.1	XP_021583466.1
OG0008767	XP_012623797.1	XP_021581197.1
OG0008768	XP_020141656.1	XP_040130288.1
OG0008769	XP_012623737.1	XP_021583653.1
OG0008770	XP_012623713.1	XP_040131447.1
OG0008771	XP_012623690.1	XP_013214471.1
OG0008772	XP_012603661.1	XP_040131337.1
OG0008773	XP_012590938.1	XP_005316853.1
OG0008774	XP_012594823.1	XP_005316896.1
OG0008775	XP_012608303.1	XP_005341468.1
OG0008776	XP_012614068.1	XP_040131855.1
OG0008777	XP_020140275.1	XP_005324380.1
OG0008778	XP_012592609.1	XP_040143132.1
OG0008779	XP_012641443.1	XP_005324377.1
OG0008780	XP_012636370.1	XP_005323594.3
OG0008781	XP_012636336.1	XP_013213286.2
OG0008782	XP_012602506.2	XP_040142927.1
OG0008783	XP_012602463.1	XP_005323578.1
OG0008784	XP_020140352.1	XP_013213228.1
OG0008786	XP_012637226.1	XP_005323539.1
OG0008787	XP_012637232.1	XP_005323533.1
OG0008788	XP_012605302.1	XP_005323525.3
OG0008789	XP_020140313.1	XP_005323513.1
OG0008790	XP_012634533.1	XP_005323501.1
OG0008791	XP_012634518.1	XP_005323496.1
OG0008792	XP_020140302.1	XP_021580939.1
OG0008793	XP_012634514.1	XP_040143042.1
OG0008795	XP_012635532.1	XP_040143103.1
OG0008796	XP_012641828.1	XP_005342082.1
OG0008797	XP_020140078.1	XP_021585382.1
OG0008798	XP_012635207.1, XP_020140075.1	XP_040148920.1
OG0008799	XP_012634489.1	XP_005340771.1
OG0008800	XP_012634445.1	XP_040148953.1
OG0008801	XP_012593846.1	XP_005325805.1
OG0008802	XP_020140160.1	XP_040148998.1
OG0008803	XP_012629527.1	XP_005337607.1
OG0008804	XP_012629466.1	XP_021590383.1
OG0008805	XP_012629503.2	XP_005337584.1
OG0008806	XP_020140939.1	XP_005341991.1
OG0008807	XP_020140119.1	XP_021591632.2
OG0008808	XP_012642643.1, XP_020140858.1	XP_005339373.1
OG0008809	XP_020140169.1	XP_005339764.1
OG0008810	XP_012599501.1	XP_040148213.1
OG0008811	XP_012594472.1	XP_013220044.1
OG0008812	XP_012599777.1	XP_005333347.1
OG0008813	XP_020140295.1	XP_021589883.1
OG0008814	XP_020143504.1	XP_005335129.1
OG0008815	XP_012598536.1	XP_013218222.1
OG0008816	XP_012598520.1	XP_005335119.2
OG0008818	XP_012598549.1	XP_005335118.1
OG0008819	XP_020143444.1	XP_005335115.1
OG0008820	XP_012642887.1	XP_021576332.1
OG0008821	XP_012642979.1	XP_040126289.1
OG0008822	XP_012636018.1	XP_021583636.1, XP_040126239.1
OG0008823	XP_012635985.1	XP_040126221.1
OG0008824	XP_020142768.1	XP_005327714.1
OG0008825	XP_012635949.1	XP_005327721.1
OG0008826	XP_012635946.1	XP_005327723.1
OG0008827	XP_020142598.1	XP_021591298.2
OG0008828	XP_012635891.1	XP_005338932.1
OG0008829	XP_012635892.2	XP_040126510.1
OG0008830	XP_012635820.1, XP_020142507.1	XP_005340340.1
OG0008831	XP_012635787.1	XP_040126170.1
OG0008832	XP_012635768.1	XP_040126359.1
OG0008833	XP_012635732.1	XP_040126522.1
OG0008834	XP_012642928.1	XP_005327649.1
OG0008835	XP_012645726.1	XP_005336810.2
OG0008836	XP_012645728.1	XP_040129318.1
OG0008837	XP_020145811.1	XP_040125424.1
OG0008838	XP_012646585.1	XP_005335572.1
OG0008839	XP_012613192.1	XP_005335246.1
OG0008840	XP_012629616.1	XP_005340784.1
OG0008841	XP_012629573.1	XP_021576177.2
OG0008842	XP_012629607.1	XP_040129328.1
OG0008844	XP_012592425.1	XP_021585479.1
OG0008845	XP_012592333.1	XP_005331094.1
OG0008846	XP_012592337.1	XP_040126117.1
OG0008847	XP_012592345.1	XP_005331091.1
OG0008848	XP_012592311.1	XP_005331088.3
OG0008849	XP_020142172.1	XP_005331082.1, XP_021586007.1
OG0008850	XP_012605274.1	XP_005331078.1
OG0008851	XP_012645104.1	XP_040124213.1
OG0008852	XP_012600629.1	XP_005342431.1
OG0008853	XP_012635697.1	XP_005338475.1
OG0008854	XP_020141715.1	XP_021590908.1, XP_005338346.1
OG0008855	XP_012638225.1	XP_005338351.1
OG0008856	XP_012636744.1, XP_020141838.1, XP_012600112.1	XP_021586841.1
OG0008857	XP_012634657.1	XP_021586838.1
OG0008858	XP_020145812.1	XP_040129321.1
OG0008859	XP_012597502.1, XP_012597508.1, XP_012597506.1, XP_012597505.1, XP_012597504.1, XP_012597503.1, XP_012597507.1	XP_005341981.1
OG0008860	XP_012623955.1	XP_005335211.1
OG0008862	XP_020136005.1	XP_005327563.2
OG0008863	XP_012623847.1	XP_005327555.3
OG0008864	XP_012623846.1	XP_040138109.1
OG0008865	XP_012623843.1	XP_005327552.1
OG0008866	XP_012609051.1	XP_005327543.1
OG0008867	XP_012609026.2, XP_012607090.1	XP_005327539.1
OG0008868	XP_012609158.1	XP_040139602.1
OG0008869	XP_012609027.1	XP_005329182.1
OG0008870	XP_012609071.1	XP_005329208.1
OG0008871	XP_012609148.1, XP_012609149.1	XP_005337078.1
OG0008872	XP_012609096.1	XP_005337080.2
OG0008873	XP_012596862.1	XP_005337089.2
OG0008875	XP_012597470.1	XP_005340201.1
OG0008876	XP_012634934.1	XP_005324453.1
OG0008877	XP_012600738.2	XP_005315837.1
OG0008878	XP_012600717.1	XP_021588413.1
OG0008879	XP_012600701.1	XP_040150280.1
OG0008880	XP_012600680.1	XP_021586224.1
OG0008881	XP_020144064.1	XP_005315815.1
OG0008882	XP_012612499.1	XP_005315755.1
OG0008883	XP_020143975.1	XP_040150385.1
OG0008884	XP_020143971.1	XP_005324640.1
OG0008885	XP_012637379.1	XP_005324639.1, XP_021581591.1
OG0008886	XP_012637392.1	XP_021581661.2
OG0008887	XP_012608875.1	XP_013213730.2
OG0008888	XP_012643901.1	XP_005324744.1
OG0008889	XP_012607578.1	XP_040150740.1
OG0008890	XP_012632368.1	XP_005324425.1
OG0008891	XP_012632458.1	XP_005324394.1
OG0008892	XP_012594527.1	XP_005340924.3
OG0008893	XP_012594494.1	XP_013220048.1
OG0008894	XP_012594481.1	XP_005338957.1
OG0008895	XP_012594480.1, XP_012594479.1	XP_040150631.1
OG0008896	XP_012594414.1	XP_021591359.1
OG0008897	XP_012594350.1	XP_005335162.1
OG0008898	XP_012594333.1	XP_021588799.1
OG0008899	XP_012595666.1	XP_013216330.1
OG0008900	XP_012595661.1	XP_005330549.2
OG0008901	XP_012595619.1	XP_005330566.1
OG0008902	XP_012595744.1	XP_021585664.1
OG0008903	XP_012597399.1	XP_005330598.1
OG0008904	XP_012624120.1	XP_040143243.1
OG0008905	XP_012607841.1, XP_012607842.1	XP_005342978.2
OG0008906	XP_012614730.1	XP_013216269.1
OG0008907	XP_012614841.1	XP_040132542.1
OG0008908	XP_012615648.1	XP_005329551.1
OG0008909	XP_012616455.1	XP_005329548.1
OG0008910	XP_012615325.1	XP_021588660.1
OG0008911	XP_012615324.1	XP_005335015.1
OG0008912	XP_012624104.1	XP_005341013.1
OG0008913	XP_012624066.1	XP_013220967.1
OG0008914	XP_012624044.1	XP_040143239.1
OG0008915	XP_012604649.1	XP_040145004.1
OG0008916	XP_012604644.1	XP_005339442.2
OG0008917	XP_012604162.1	XP_040144993.1
OG0008918	XP_020139979.1	XP_005335034.1
OG0008919	XP_012637251.1	XP_021581239.1
OG0008921	XP_012605504.1	XP_005323413.2
OG0008922	XP_012605132.1	XP_005323395.1
OG0008923	XP_012613648.1	XP_005340707.1
OG0008924	XP_020140829.1	XP_021589112.1
OG0008925	XP_012619105.1	XP_040142853.1
OG0008927	XP_020140668.1	XP_005335587.3
OG0008928	XP_012637908.1	XP_005335600.1
OG0008929	XP_012640257.1	XP_013211389.2
OG0008930	XP_012640222.1	XP_005316046.1
OG0008931	XP_012640136.1	XP_005341211.1
OG0008932	XP_012640131.1	XP_040150053.1
OG0008933	XP_012640059.1	XP_005334865.1
OG0008934	XP_012640040.1	XP_005334851.1
OG0008935	XP_012640035.1	XP_040143666.1
OG0008936	XP_012592117.1	XP_005324011.1
OG0008937	XP_012592134.1	XP_005324021.1
OG0008938	XP_012605168.1	XP_040132528.1
OG0008939	XP_012605141.1	XP_040134006.1
OG0008940	XP_012593631.1	XP_021591209.1
OG0008941	XP_012612405.1	XP_040136678.1
OG0008942	XP_012602056.1	XP_021575456.1
OG0008943	XP_012638150.1	XP_040137170.1
OG0008944	XP_012591713.1	XP_013220582.1
OG0008945	XP_020140652.1	XP_005340004.1
OG0008946	XP_012639798.1	XP_040137866.1
OG0008947	XP_020140541.1	XP_021590348.1
OG0008948	XP_012645781.1	XP_005328884.1
OG0008949	XP_012645546.1	XP_013215611.1
OG0008950	XP_012635460.1	XP_040139651.1, XP_005335906.1
OG0008951	XP_020140673.1	XP_021576158.1
OG0008952	XP_012606009.1	XP_005323479.1
OG0008953	XP_012646488.1	XP_005319448.1
OG0008954	XP_012594936.1	XP_021578066.1
OG0008955	XP_012594576.1, XP_012594571.1	XP_005319564.1, XP_040144855.1, XP_040138918.1
OG0008956	XP_012605880.1	XP_040141165.1
OG0008957	XP_012620251.1	XP_040141789.1, XP_040141779.1
OG0008958	XP_012607768.1, XP_012607765.1	XP_040142032.1
OG0008959	XP_012617421.1	XP_005338561.1
OG0008960	XP_012612744.1	XP_005340645.1
OG0008961	XP_020140824.1	XP_040143415.1
OG0008962	XP_012602410.1	XP_005342135.1
OG0008963	XP_020140543.1	XP_013220891.2
OG0008964	XP_012615526.1, XP_012615527.1	XP_021579247.1
OG0008965	XP_012593223.1	XP_005323727.1
OG0008966	XP_012591833.1	XP_005341107.1
OG0008967	XP_012596791.2	XP_005337104.2
OG0008967	XP_012597520.1	XP_005337110.2
OG0008968	XP_012627638.1	XP_005321119.1
OG0008969	XP_012612861.1	XP_021587349.1
OG0008971	XP_012642074.1	XP_040140799.1, XP_040140800.1, XP_005342581.1
OG0008972	XP_012612592.1	XP_013216802.1
OG0008973	XP_012638404.1	XP_005341287.1
OG0008974	XP_012603617.2	XP_005337231.2
OG0008977	XP_012635722.1	XP_040126164.1
OG0008980	XP_012597964.1	XP_013221953.1
OG0008986	XP_012592770.1	XP_040137482.1
OG0008987	XP_012594222.1	XP_021588832.1
OG0008988	XP_012602132.1, XP_012605314.1, XP_012605313.1, XP_012605309.2, XP_012602097.1, XP_012605331.1	XP_005331657.3
OG0008994	XP_020142724.1	XP_040138762.1
OG0008995	XP_012622973.1	XP_005331233.1
OG0008996	XP_012638011.1	XP_021590335.1
OG0008997	XP_012608915.1	XP_005339264.1
OG0008999	XP_012634960.1	XP_021591540.1
OG0009000	XP_012622215.1	XP_005329042.1
OG0009001	XP_012609578.1	XP_040143424.1
OG0009003	XP_012624370.1	XP_021585086.2
OG0009004	XP_012629087.1	XP_005321604.1
OG0009005	XP_012627246.1	XP_005321206.3
OG0009006	XP_020139837.1	XP_021587296.2
OG0009008	XP_012611355.1, XP_020146127.1	XP_040137603.1
OG0009009	XP_012597366.1	XP_005322281.2
OG0009010	XP_012623794.1	XP_005335288.1
OG0009011	XP_012634864.1	XP_040125420.1
OG0009012	XP_012632305.1	XP_005321490.1
OG0009013	XP_012598304.1	XP_005340302.1
OG0009014	XP_012623551.1	XP_005326671.1
OG0009015	XP_012609228.1	XP_040133790.1
OG0009016	XP_012641599.1	XP_005326717.1
OG0009017	XP_012609718.1	XP_005336705.1
OG0009018	XP_012606536.1	XP_040124576.1
OG0009019	XP_012642183.1	XP_005328177.1
OG0009020	XP_012624028.1	XP_005341904.1
OG0009021	XP_012622708.1	XP_021586752.1
OG0009022	XP_012613727.2	XP_021578482.1
OG0009023	XP_020139397.1	XP_005341394.1
OG0009024	XP_012625913.1	XP_021583345.2
OG0009025	XP_012596660.1	XP_005320455.3
OG0009026	XP_020140823.1	XP_005342062.2
OG0009027	XP_012597456.1, XP_012597464.1, XP_012597449.1	XP_005321291.1
OG0009028	XP_012616868.1	XP_040144110.1
OG0009029	XP_012643608.1	XP_005322626.1
OG0009030	XP_012602245.1	NP_001269178.1
OG0009031	XP_012601493.1	XP_005319497.1
OG0009032	XP_012628750.1	XP_040127753.1
OG0009033	XP_012612127.1	XP_005336870.1
OG0009034	XP_020143479.1	XP_005322404.1
OG0009035	XP_012614230.1	XP_005329524.1
OG0009036	XP_012611755.1	XP_005332675.1
OG0009037	XP_020137649.1, XP_012605922.1	XP_040144161.1
OG0009038	XP_012591530.1	XP_005323773.1
OG0009039	XP_012616998.1	XP_005336635.1
OG0009040	XP_012604089.1	XP_021575359.1
OG0009041	XP_020138458.1	XP_040135516.1
OG0009042	XP_012604965.1	XP_005326515.1
OG0009043	XP_012641776.1	XP_005316307.1
OG0009044	XP_012639342.2	XP_005319896.1
OG0009045	XP_012638569.1	XP_021577086.1
OG0009046	XP_012645479.1	XP_040150008.1
OG0009047	XP_012646617.1	XP_005341750.1
OG0009048	XP_012617580.1	XP_005335834.1
OG0009049	XP_012610160.1	XP_005324925.1
OG0009050	XP_012613805.1	XP_005333112.1
OG0009051	XP_012610150.1	XP_021585268.1
OG0009052	XP_012616058.1	XP_005343161.2
OG0009053	XP_012592525.1	XP_005324854.1
OG0009054	XP_012622288.1	XP_005327088.1, XP_040125751.1
OG0009055	XP_012612799.1	XP_005329450.1
OG0009056	XP_012595746.1	XP_040123734.1
OG0009057	XP_020146050.1	XP_021590414.1
OG0009058	XP_012623445.1	XP_005332482.1
OG0009059	XP_012591703.1	XP_040138021.1
OG0009060	XP_012639076.1	XP_005330975.1
OG0009061	XP_012646429.1	XP_005327762.1
OG0009062	XP_012615155.1	XP_005329566.1
OG0009063	XP_012629578.1	XP_040127876.1
OG0009064	XP_012595075.1	XP_021590353.1
OG0009065	XP_012596511.1	XP_013220081.2
OG0009066	XP_012641620.1	XP_040147195.1
OG0009067	XP_012606152.1	XP_040144068.1
OG0009068	XP_012606189.1	XP_021590075.1
OG0009069	XP_012646841.1	XP_005318899.1
OG0009070	XP_012646806.1	XP_005318880.1
OG0009071	XP_012646816.1	XP_005318873.1
OG0009072	XP_020139379.1	XP_021589495.1
OG0009073	XP_012646038.1	XP_040146360.1
OG0009074	XP_012629461.1	XP_005326210.1
OG0009075	XP_012610648.1	XP_005320651.1
OG0009076	XP_012619253.1, XP_012619252.1	XP_005336087.1
OG0009077	XP_012621269.1	XP_005322025.1
OG0009078	XP_012633706.1, XP_012633707.1	XP_021586264.1
OG0009079	XP_012612506.1	XP_040131344.1
OG0009080	XP_012641394.1	XP_040148268.1
OG0009081	XP_012634225.1	XP_005332605.1
OG0009082	XP_020138357.1	XP_005335483.1
OG0009083	XP_012607800.1	XP_005339475.1
OG0009084	XP_020142740.1	XP_040139628.1
OG0009085	XP_012621098.1	XP_005326460.1
OG0009086	XP_012591132.1	XP_005333056.1
OG0009087	XP_012634936.1	XP_005324455.1
OG0009088	XP_012608627.2	XP_005330217.1
OG0009089	XP_012632735.1	XP_005342027.1
OG0009090	XP_012619684.1	XP_005343060.2
OG0009091	XP_012627661.2	XP_005321128.1
OG0009092	XP_012598832.1	XP_013211198.1
OG0009093	XP_012592384.1	XP_005331119.1
OG0009094	XP_012639707.1	XP_005316317.1
OG0009095	XP_012608079.1	XP_040130460.1
OG0009096	XP_012594879.2	XP_040148597.1
OG0009097	XP_012593057.1	XP_021577882.1
OG0009098	XP_012622993.1	XP_005331263.1
OG0009100	XP_012621733.1	XP_040128057.1
OG0009101	XP_012629695.1	XP_005328684.1
OG0009102	XP_012625472.1	XP_005326305.1
OG0009103	XP_020145872.1	XP_040137821.1
OG0009104	XP_012634069.1	XP_005338687.1
OG0009105	XP_012623066.1	XP_021586246.2
OG0009106	XP_012599822.1	XP_005330384.1
OG0009107	XP_012607483.1	XP_021585293.1
OG0009108	XP_012614306.1	XP_005339773.1
OG0009109	XP_020138389.1	XP_005342589.1
OG0009110	XP_012596212.1	XP_005316781.1
OG0009111	XP_020142976.1	XP_040139530.1
OG0009112	XP_012614178.1	XP_005330378.1
OG0009113	XP_020145312.1	XP_005331141.1
OG0009114	XP_012599281.1	XP_005337822.1
OG0009115	XP_012613163.1	XP_021587436.2
OG0009116	XP_012590988.1	XP_040140533.1
OG0009118	XP_012592003.1	XP_005329823.1
OG0009119	XP_012591220.1	XP_005317923.1
OG0009120	XP_012636097.1	XP_005326808.2
OG0009121	XP_012594979.1	XP_040137785.1
OG0009122	XP_012594978.1	XP_021584474.2
OG0009123	XP_012612973.1	XP_040137719.1
OG0009124	XP_020139391.1	XP_005336173.1
OG0009125	XP_012600089.1	XP_021584759.2
OG0009126	XP_012631668.1	XP_005332858.1
OG0009128	XP_012635844.1	XP_005340327.1
OG0009129	XP_020138276.1, XP_012623967.1	XP_005318199.1
OG0009130	XP_012631879.1	XP_040144241.1, XP_005339307.2
OG0009131	XP_012636657.1	XP_005322906.1
OG0009132	XP_012622870.1	XP_040127965.1, XP_005340744.1
OG0009133	XP_012637043.1	XP_040128883.1
OG0009134	XP_012594607.1	XP_040128466.1
OG0009135	XP_012621554.1	XP_005333781.1
OG0009136	XP_012610902.1, XP_020140179.1, XP_012617539.1	XP_013219326.1
OG0009137	XP_012646833.1	XP_005318895.1
OG0009138	XP_020142696.1	XP_005318661.1
OG0009139	XP_012625215.2	XP_005317198.1
OG0009140	XP_012629442.1	XP_021579508.1
OG0009141	XP_012630155.1	XP_013218878.1
OG0009142	XP_012617162.1	XP_005332150.1
OG0009143	XP_012621328.1	XP_013212454.1
OG0009144	XP_012592027.1	XP_005335419.1
OG0009145	XP_012626344.1	XP_005324164.1
OG0009146	XP_012616692.1	XP_021590842.1, XP_005338239.1
OG0009147	XP_020142966.1	XP_005321415.1
OG0009148	XP_020139765.1	XP_040133498.1
OG0009149	XP_012619866.1	XP_005318225.1
OG0009150	XP_012624795.1	XP_005332071.1
OG0009151	XP_012622167.1	XP_005316582.1
OG0009152	XP_012590917.1	XP_005316865.1
OG0009153	XP_012599685.1	XP_021588827.1
OG0009154	XP_012614010.2	XP_005319724.1
OG0009155	XP_012597576.1	XP_040129694.1, XP_005325624.1
OG0009156	XP_012592560.1	XP_005329123.1
OG0009158	XP_012599772.1	XP_005330424.1
OG0009159	XP_012633103.1	NP_001269181.1, XP_013212922.1
OG0009160	XP_012615580.1	XP_040149450.1, XP_005316140.1
OG0009161	XP_012634600.1	XP_005323636.1
OG0009162	XP_012620810.1	NP_001280676.1, XP_040143160.1
OG0009163	XP_012616565.1	XP_040141143.1
OG0009164	XP_020141473.1	XP_021576593.1
OG0009165	XP_012612847.1	XP_005333596.1
OG0009166	XP_012602351.1	XP_040139621.1
OG0009167	XP_012593556.1	XP_005338711.1
OG0009168	XP_012609378.1	XP_005319989.1
OG0009169	XP_012620240.1	XP_040141689.1
OG0009170	XP_012640796.1	XP_040143865.1
OG0009171	XP_012638690.1	XP_013219681.2
OG0009172	XP_012595686.1	XP_021585606.1
OG0009173	XP_012629593.1	XP_040129327.1
OG0009174	XP_012600249.1	XP_040148666.1
OG0009175	XP_020137414.1	XP_040148793.1
OG0009176	XP_012617894.1	XP_040124174.1
OG0009177	XP_012621392.2	XP_005333788.1
OG0009178	XP_012640719.1	XP_040146923.1
OG0009179	XP_012634190.1	XP_005332582.1
OG0009180	XP_012618691.1	XP_005325063.1
OG0009181	XP_012646726.1, XP_012646729.1, XP_012646727.1	XP_005331315.1, XP_040143523.1
OG0009182	XP_012599913.2, XP_012599914.2, XP_012599912.2	XP_005330456.1, XP_040133740.1
OG0009185	XP_012607946.1	XP_005339572.1
OG0009186	XP_020140125.1	XP_005340950.1
OG0009187	XP_012592171.1	XP_040142090.1
OG0009188	XP_012602160.1	XP_005331665.1
OG0009189	XP_012623969.1	XP_005334907.1
OG0009190	XP_012615166.1	XP_013212350.1
OG0009191	XP_012609280.1	XP_005336138.1
OG0009192	XP_012609311.1	XP_040137985.1
OG0009194	XP_020139178.1, XP_020139194.1	XP_040139658.1
OG0009196	XP_020138932.1	XP_040134916.1
OG0009197	XP_012626361.1	XP_013213497.1
OG0009198	XP_012609595.2, XP_012611029.1	XP_040136001.1
OG0009199	XP_012609906.1	XP_005336701.1
OG0009200	XP_012616863.1	XP_040135558.1, XP_040135557.1, XP_040135551.1
OG0009201	XP_020138930.1	XP_005330706.1
OG0009202	XP_012644374.1	XP_005334421.1
OG0009203	XP_012644362.2	XP_040127696.1
OG0009204	XP_012609943.2	XP_040131358.1
OG0009205	XP_020137711.1	XP_040131382.1
OG0009206	XP_020137817.1	XP_040128121.1
OG0009207	XP_012600927.1	XP_005323092.1
OG0009208	XP_012594908.1	XP_005329852.1
OG0009209	XP_012594887.1	XP_040137996.1
OG0009210	XP_012603513.1	XP_040139320.1
OG0009212	XP_020142815.1	XP_021585137.1
OG0009213	XP_012603515.1	XP_040139323.1, XP_005329870.1
OG0009214	XP_012612265.1	XP_005334900.1
OG0009215	XP_012596397.1	XP_005321426.1
OG0009216	XP_012596385.1	XP_005321427.1
OG0009217	XP_012615029.1	XP_013212364.2
OG0009218	XP_012615044.1	XP_040139410.1
OG0009219	XP_012615090.1	XP_013212370.1
OG0009220	XP_012615121.1	XP_005321477.1
OG0009221	XP_020142930.1	XP_040139464.1
OG0009223	XP_012632283.2	XP_040139510.1
OG0009224	XP_012608691.1	XP_040137982.1
OG0009225	XP_012608726.1, XP_012608728.1, XP_012608725.1	XP_005340907.1
OG0009226	XP_020142770.1	XP_005336146.1
OG0009227	XP_012609304.1	XP_005336144.1
OG0009228	XP_012594573.1	XP_021589461.1
OG0009229	XP_012632977.1	XP_005340578.1
OG0009231	XP_012632972.1	XP_013218340.1
OG0009232	XP_012632963.1	XP_005335435.1
OG0009233	XP_012632937.1	XP_005335430.1
OG0009234	XP_012632936.1	XP_040139198.1
OG0009235	XP_012592007.1, XP_012632916.1	XP_040139200.1
OG0009236	XP_012592050.1	XP_005340406.1
