Orthogroup	Microcebus_murinus	Rattus_norvegicus
OG0009461	XP_012618727.1	XP_063118705.1, NP_001413904.1
OG0009462	XP_012618716.1	NP_001100995.1
OG0009463	XP_020144705.1	XP_008757768.1, NP_001178824.1
OG0009464	XP_012607367.1	NP_001099219.1, XP_006229550.1
OG0009465	XP_020144679.1	NP_001008346.1, XP_017444658.1
OG0009467	XP_012607652.1	NP_058877.1, XP_038964739.1
OG0009468	XP_012603135.1	NP_476457.1
OG0009469	XP_012638943.1	XP_063129012.1, NP_001163926.1
OG0009470	XP_012638944.1, XP_020145546.1	XP_063129733.1, NP_077813.1
OG0009471	XP_012638930.1	NP_543176.2, XP_017454546.1
OG0009472	XP_012638893.1	XP_063129432.1
OG0009473	XP_012592795.1	NP_062212.2, XP_006251413.1
OG0009474	XP_012592862.1	NP_001100697.1, XP_006251318.1
OG0009475	XP_012592873.1	NP_001381661.2, XP_017454805.1
OG0009476	XP_012592890.1	NP_001008340.1
OG0009477	XP_012592892.1	NP_445881.2, XP_006251454.1
OG0009478	XP_012638801.1	XP_038948368.1, NP_001124460.1
OG0009479	XP_012638829.1	NP_001008320.2, XP_063129083.1
OG0009480	XP_012592986.1	NP_001011910.1
OG0009481	XP_012592993.1	XP_038948711.1
OG0009482	XP_012593039.1	XP_008768417.1, NP_446430.1
OG0009483	XP_012595181.1	NP_001101832.1, XP_006251161.1
OG0009484	XP_012609384.1	XP_017454948.1
OG0009485	XP_012609347.1	NP_001012037.1, XP_063129204.1
OG0009486	XP_012626463.2	XP_006251059.1, NP_001099477.2
OG0009487	XP_012592906.1	XP_006251095.1, NP_001414256.1
OG0009488	XP_012592930.1, XP_012592931.1	NP_037012.1
OG0009489	XP_012592932.1	NP_001178526.1, XP_063129005.1
OG0009490	XP_012595162.1	XP_038947650.1, NP_001099482.1
OG0009491	XP_012621541.1	NP_001387845.1
OG0009492	XP_012639638.1	NP_001005547.1, XP_063121188.1
OG0009493	XP_012644720.1	NP_001008334.2, XP_006237762.1
OG0009494	XP_012610925.1	NP_067603.1
OG0009495	XP_012620632.1	XP_063137514.1, NP_001162101.1
OG0009496	XP_012620593.1	NP_001019924.1
OG0009497	XP_012593741.1	XP_063132745.1
OG0009498	XP_012593739.1	NP_001385449.1, XP_063132150.1
OG0009499	XP_012618373.1, XP_012593709.1	XP_017456794.1, NP_001014037.1
OG0009500	XP_020136922.1	XP_038954215.2
OG0009501	XP_012593779.2	XP_008770896.3
OG0009502	XP_012593675.1	NP_071598.1
OG0009503	XP_012593658.1	XP_038953970.2, NP_445862.1
OG0009504	XP_012593659.2	NP_001030091.1, XP_063134028.1
OG0009505	XP_012593638.1	NP_001099668.1
OG0009506	XP_012618207.1	NP_001128048.1, XP_006256417.1
OG0009507	XP_012618201.1	XP_038954673.2, NP_001101094.1
OG0009508	XP_020136025.1	NP_001178649.1
OG0009509	XP_012618118.1	NP_001026797.1
OG0009510	XP_012618115.1	XP_038954515.1, NP_001012480.1
OG0009511	XP_012618046.1	XP_063135559.1, NP_071543.2
OG0009512	XP_012618013.1	NP_001102003.2
OG0009513	XP_012617995.1	NP_955444.2
OG0009514	XP_020136017.1	NP_001387948.1
OG0009515	XP_012617973.1	NP_001102988.1
OG0009516	XP_012617920.1	NP_001101863.1, XP_063131551.1
OG0009517	XP_012617927.1	NP_001101864.1
OG0009519	XP_012620169.1	NP_647547.2
OG0009520	XP_012620146.1	XP_017455818.2, NP_001414431.1
OG0009521	XP_020145788.1	NP_001164005.2, XP_038952769.1
OG0009522	XP_012642794.1	XP_038951356.1, NP_775148.1
OG0009523	XP_020140430.1	NP_001014028.1
OG0009524	XP_012642744.2	NP_071515.1, XP_006253665.1
OG0009525	XP_012642749.1	NP_001013906.1, XP_038951398.1
OG0009526	XP_012636966.1	XP_006253695.1, NP_001019966.1
OG0009527	XP_012636991.1	NP_001099529.1
OG0009528	XP_012620952.2	NP_001136124.1
OG0009529	XP_012620947.1	XP_038942781.1, NP_001178020.1
OG0009530	XP_012620943.1	NP_062079.2, XP_038941664.1
OG0009531	XP_012612413.1	NP_001100464.1, XP_008765804.1
OG0009532	XP_012608457.2	NP_001009621.1
OG0009533	XP_012608459.1	NP_001380704.1
OG0009534	XP_012596122.1	NP_068613.2, XP_006246190.1
OG0009535	XP_012590961.1	NP_775156.2
OG0009536	XP_012596132.1	XP_008765857.1, NP_037089.1
OG0009537	XP_012641785.1	NP_058794.2
OG0009538	XP_012637037.1, XP_012637038.1, XP_012637039.1	NP_001102295.2
OG0009539	XP_012610944.1	XP_063124662.1, NP_001099251.1
OG0009540	XP_020139282.1, XP_012610926.2	XP_006246458.1, NP_001165560.1
OG0009541	XP_012610927.1	XP_038943135.1, NP_001414568.1
OG0009542	XP_012596353.1	XP_063124482.1, NP_647555.2
OG0009543	XP_020142626.1, XP_012596313.2	NP_758838.2
OG0009544	XP_012596331.1	XP_063125679.1, NP_001102501.1
OG0009545	XP_012596321.1	XP_006246365.1, NP_001102296.1
OG0009546	XP_012597055.1	XP_006254879.1, NP_001414025.1
OG0009547	XP_012631167.1, XP_012631168.1	NP_072126.1
OG0009548	XP_012595865.1	NP_001414220.1
OG0009549	XP_012613666.1	NP_001094168.1, XP_006232022.1
OG0009550	XP_012633240.1	NP_062015.2
OG0009551	XP_012591944.1	NP_476487.2
OG0009552	XP_012591917.1	NP_001013931.1
OG0009553	XP_012591901.1	XP_063137806.1, NP_001414115.1
OG0009554	XP_012591897.1	NP_001414626.1
OG0009555	XP_012591894.1	XP_038959469.1
OG0009556	XP_012591886.1	NP_001102647.1, XP_006232086.1
OG0009557	XP_012591891.1	NP_001099886.1
OG0009558	XP_012613594.1	NP_620211.3
OG0009559	XP_012613595.1	NP_114023.1
OG0009560	XP_012593904.1	NP_037000.1, XP_006232107.2
OG0009561	XP_012593889.1	XP_038959013.1
OG0009562	XP_020145604.1	NP_001388751.1, XP_038958141.1
OG0009563	XP_012645712.1	XP_038958504.1, NP_001102015.1
OG0009564	XP_012636965.1, XP_012636964.1	NP_001387629.1
OG0009565	XP_012596318.1	XP_006246440.1
OG0009566	XP_012613597.1	NP_001008311.1
OG0009567	XP_012627838.1	XP_038936576.1, NP_001254710.1
OG0009568	XP_012645339.1	NP_001400408.1
OG0009569	XP_012629076.1	XP_038936831.1, NP_037301.1
OG0009570	XP_012631185.1	NP_695213.1, XP_063124558.1
OG0009571	XP_020141165.1, XP_020144834.1	XP_038967409.1
OG0009572	XP_012638793.1	NP_001414107.1
OG0009573	XP_012607975.1	NP_001381004.1, XP_063121496.1
OG0009574	XP_012595048.1	XP_235959.6, NP_001363879.1
OG0009575	XP_020142362.1	XP_038936588.1, NP_446087.1
OG0009576	XP_012638784.1	NP_037038.1
OG0009577	XP_012627794.1	NP_695214.2
OG0009578	XP_012607933.2	NP_001009344.2, XP_038955076.1
OG0009579	XP_012645334.1	XP_038936865.1, NP_775177.1
OG0009580	XP_012645341.1	NP_001178721.1, XP_006242910.1
OG0009581	XP_012628969.1	NP_001101606.1
OG0009582	XP_012629163.1	NP_001099215.1, XP_038936634.1
OG0009583	XP_012628974.1	NP_001100285.1, XP_063121173.1
OG0009584	XP_012629160.1	XP_006243027.1, NP_001406884.1
OG0009585	XP_012629008.1	NP_955420.1, XP_038936981.1
OG0009586	XP_012629057.1	NP_001129613.1, XP_017451374.2
OG0009587	XP_020142297.1	XP_063121507.1
OG0009588	XP_012629080.1	NP_001102230.1
OG0009589	XP_012629096.1	XP_063121182.1, NP_001121000.1
OG0009590	XP_012629103.1	XP_038938279.1, NP_001414186.1
OG0009591	XP_012629115.1	XP_038937364.1, NP_001101612.1
OG0009592	XP_012629137.2	NP_001258145.2, XP_017451401.1
OG0009593	XP_012629141.1	NP_036870.1
OG0009594	XP_012629148.1	NP_001020448.1
OG0009595	XP_012608763.1	XP_063121811.1, NP_001019972.1
OG0009596	XP_012605045.1	NP_569115.1
OG0009597	XP_012623297.1	XP_006232815.1, NP_113912.1
OG0009598	XP_012605013.1	NP_001128108.1, XP_038937882.1
OG0009599	XP_012605006.1	NP_001414257.1, XP_056840514.1
OG0009600	XP_012629209.1	NP_001005889.2, XP_038937380.1
OG0009601	XP_020142267.1	NP_058822.2
OG0009602	XP_012629191.1	XP_017451519.1, NP_001414214.1
OG0009603	XP_012629182.1	NP_001019436.1, XP_006243139.1
OG0009604	XP_012629178.1	XP_063121006.1, NP_058771.2
OG0009605	XP_012629226.1	NP_073174.1, XP_006243152.1
OG0009606	XP_012629174.1	NP_001382663.1
OG0009607	XP_012629172.1	XP_006243145.1, NP_001178508.1
OG0009608	XP_012611415.1	NP_076446.1, XP_063122177.1
OG0009609	XP_012604208.1	XP_063121112.1, NP_001100268.2
OG0009610	XP_012626023.1	NP_598214.1
OG0009611	XP_020136512.1	NP_001414229.1, XP_237787.4
OG0009612	XP_012634646.1	XP_038941928.1, NP_001100488.2
OG0009613	XP_012634648.1	NP_001007672.1
OG0009614	XP_012634621.1	NP_001129285.1
OG0009615	XP_012634616.1	NP_001414133.1, XP_063125412.1
OG0009616	XP_020136808.1	NP_067601.1
OG0009617	XP_012634844.2, XP_012634843.2	XP_006246813.1, NP_001406027.1
OG0009618	XP_012634846.1	XP_038941918.1, NP_001100486.1
OG0009619	XP_012634865.1	NP_058890.1, XP_017452660.1
OG0009620	XP_012634862.1	XP_038941178.1, NP_150641.2
OG0009621	XP_012634881.1	NP_001099270.1, XP_006246723.1
OG0009622	XP_012632681.1	XP_038941401.1, NP_001005530.1
OG0009623	XP_012632495.1	XP_006246777.1, NP_001165527.1
OG0009624	XP_012632530.1	NP_037023.1, XP_063124528.1
OG0009625	XP_012631771.1	XP_038943240.1, NP_001413970.1
OG0009626	XP_012632003.1	XP_006246766.1, NP_001100482.1
OG0009627	XP_012631830.1	NP_001382047.1, XP_038941100.1
OG0009628	XP_012632087.1	XP_063124711.1, NP_001164020.1
OG0009629	XP_012631715.1	NP_001100481.1, XP_063125101.1
OG0009630	XP_012631566.1	XP_038941376.1, NP_001094117.1
OG0009631	XP_012631607.1	NP_036782.1, XP_006246648.1
OG0009632	XP_012631554.1	NP_036639.2
OG0009633	XP_012631422.1	XP_038941372.1, NP_001099264.2
OG0009634	XP_012630696.1	NP_579854.1
OG0009635	XP_012630595.1	NP_001178852.1, XP_006246832.1
OG0009636	XP_012633135.1	XP_038942500.1, NP_001166845.1
OG0009637	XP_012633159.1	NP_001292053.1
OG0009638	XP_020136816.1	NP_001102502.1
OG0009639	XP_012632823.1	XP_063125087.1, NP_001406525.1
OG0009640	XP_012603371.1	XP_063125978.1, NP_001385926.1
OG0009641	XP_012603330.1	NP_001385944.1
OG0009642	XP_012593365.2	NP_001402701.1
OG0009643	XP_012603322.1, XP_012593407.1	NP_620256.1
OG0009644	XP_012593355.1	NP_001108078.1
OG0009645	XP_012603426.1	NP_001029296.2, XP_006246622.1
OG0009646	XP_012603372.1	NP_001414385.1, XP_038943192.1
OG0009647	XP_012603370.1	NP_001414755.1
OG0009648	XP_012603420.1	XP_038943190.1, NP_001385772.1
OG0009649	XP_012603387.1	NP_001004200.1, XP_038941326.2
OG0009650	XP_012593404.2	NP_001385510.1
OG0009651	XP_012622691.1	XP_006236678.1
OG0009652	XP_012640581.1	XP_008762133.1
OG0009653	XP_012640577.1	NP_001178688.1, XP_038965886.1
OG0009654	XP_012640575.1	NP_076481.1, XP_063144530.1
OG0009655	XP_012605137.1	XP_017448753.1, NP_001100141.1
OG0009656	XP_020144879.1	XP_006238623.1
OG0009657	XP_012631731.1	NP_612517.3
OG0009658	XP_012631826.1	NP_786930.2, XP_017448655.1
OG0009659	XP_012631845.1	XP_063143908.1, NP_001382677.1
OG0009660	XP_012631866.1	XP_006239606.1
OG0009661	XP_012631870.1	XP_006239637.1, NP_001382517.1
OG0009662	XP_012631880.1, XP_012631881.1	XP_002729628.4
OG0009663	XP_012631890.1	XP_038966823.1, NP_446058.1
OG0009664	XP_012631949.1	XP_006239668.1, NP_001386099.1
OG0009665	XP_012631266.1	XP_063143183.1
OG0009665	XP_012631255.1	NP_598215.1
OG0009666	XP_012631265.2	NP_077359.1, XP_038966759.1
OG0009667	XP_012631240.1	NP_001103788.1
OG0009668	XP_020141067.1	XP_038966672.1, NP_001177992.1
OG0009669	XP_020136824.1	XP_038966802.1, NP_445814.1
OG0009670	XP_012646995.1	XP_006239535.1, NP_001131116.1
OG0009671	XP_012646980.2	NP_001386164.1, XP_038967289.1
OG0009672	XP_012646976.1	NP_001101466.1
OG0009673	XP_012646972.1	NP_476438.1
OG0009674	XP_012646911.1	NP_001121046.1, XP_063144522.1
OG0009675	XP_020141095.1	XP_006239449.1
OG0009676	XP_012592685.1	NP_001121010.2
OG0009677	XP_012592709.2	NP_001386039.1
OG0009678	XP_020138418.1	NP_001386024.1, XP_038953808.1
OG0009679	XP_012592569.1	XP_006255832.1, NP_001101923.1
OG0009680	XP_020138333.1	XP_038953934.1, NP_001229556.1
OG0009681	XP_012591185.1	NP_001414476.1, XP_038954133.1
OG0009682	XP_012591181.2	NP_001414235.1, XP_006255794.1
OG0009683	XP_012620111.1	NP_001099660.1, XP_006255797.1
OG0009684	XP_020138383.1	XP_008770818.1, NP_604457.1
OG0009685	XP_012593917.1	XP_063133815.1
OG0009686	XP_020138293.1	NP_445929.2
OG0009687	XP_012602029.1	NP_001401868.1
OG0009688	XP_012602014.1	NP_446100.2, XP_038953354.1
OG0009689	XP_012602026.1	NP_001099659.2, XP_017456726.1
OG0009690	XP_012602031.1	NP_001101921.1, XP_063134212.1
OG0009691	XP_012627985.2	NP_073197.1
OG0009692	XP_012627971.1	XP_038953862.1, NP_001128080.1
OG0009693	XP_012627890.2	NP_001178487.1, XP_038953690.1
OG0009694	XP_012627877.1	NP_001414579.1, XP_038954160.1
OG0009695	XP_012597820.1	NP_001414410.1, XP_038954239.1
OG0009696	XP_012597888.1	NP_663711.1
OG0009697	XP_020138323.1	XP_063134112.1, NP_001414032.1
OG0009698	XP_012597817.1	XP_038953402.1, NP_647544.2
OG0009699	XP_012597907.1	XP_038953400.1, NP_058720.2
OG0009700	XP_012598000.1	NP_001129347.1, XP_017456806.2
OG0009701	XP_012597970.1	XP_063133991.1, NP_001094130.1
OG0009702	XP_012598024.1	XP_017456831.1, NP_001102599.1
OG0009703	XP_012597942.1	XP_008770705.1, NP_001382058.1
OG0009704	XP_012598065.1	XP_006255495.1, NP_001258274.1
OG0009705	XP_012597923.1	NP_112288.1
OG0009706	XP_012629212.1	XP_063121948.1, NP_998794.2
OG0009707	XP_012605138.1	XP_038966509.1, NP_001102732.1
OG0009708	XP_012639958.1, XP_012639964.1	XP_017452543.1, NP_001099231.1
OG0009709	XP_012599029.1	NP_001100451.1, XP_063124980.1
OG0009710	XP_012607128.1	XP_003749424.1
OG0009711	XP_012611801.1	XP_008771890.2
OG0009712	XP_012619554.1	XP_038945214.1, NP_113761.1
OG0009713	XP_012619526.1	NP_001100607.1
OG0009714	XP_012597647.1	NP_446186.2, XP_038944948.1
OG0009715	XP_012597634.1	XP_006249275.1
OG0009716	XP_012597725.1	XP_038945683.1, NP_001121665.1
OG0009717	XP_012597633.1	NP_695217.1
OG0009718	XP_012614937.1	XP_017453990.1
OG0009719	XP_012614544.1	NP_001092263.1, XP_063127653.1
OG0009720	XP_012614917.1	XP_038945138.1, NP_001011902.1
OG0009721	XP_012614797.1	NP_446182.1, XP_006249082.1
OG0009722	XP_012614805.1	NP_001101800.1
OG0009723	XP_012614888.1	NP_001163870.1
OG0009724	XP_020137123.1	NP_001099377.2, XP_063127189.1
OG0009725	XP_012614626.1	XP_017453804.1, NP_001029312.1
OG0009726	XP_020137055.1	XP_063127326.1, NP_001100590.1
OG0009727	XP_012614309.1	XP_017453974.1, NP_001385809.1
OG0009728	XP_012614657.1	XP_038945299.1, NP_001100593.2
OG0009729	XP_012614615.1	XP_038945647.1, NP_001032297.5
OG0009730	XP_012614618.2	NP_001032296.2, XP_038945296.1
OG0009731	XP_012614422.1	XP_038945316.1, NP_001100595.1
OG0009732	XP_012614757.1	XP_063127802.1
OG0009733	XP_012614546.1	XP_038945322.1, NP_001128329.1
OG0009734	XP_012614815.1	NP_001012238.1, XP_038945323.1
OG0009735	XP_012619575.1	XP_038938929.1, NP_001030594.1
OG0009736	XP_012619616.1	NP_620191.1, XP_063134888.1
OG0009737	XP_012619610.1	NP_001102626.1, XP_006230384.1
OG0009738	XP_012619631.1	NP_036832.1
OG0009739	XP_012619661.1	XP_001080034.4
OG0009740	XP_012619682.1	NP_001388702.1
OG0009741	XP_012619713.1, XP_012619714.1	NP_599236.2
OG0009742	XP_012619710.1	XP_063123850.1, NP_001263399.1
OG0009743	XP_012619717.1	NP_001101020.1, XP_006230326.1
OG0009744	XP_020137127.1	NP_620254.1, XP_006230270.1
OG0009745	XP_012619758.1	NP_001102390.1, XP_038941217.1
OG0009746	XP_012619791.2	XP_344963.6
OG0009747	XP_012614397.1	NP_001099765.1
OG0009748	XP_012614377.1	NP_478120.1
OG0009749	XP_012614389.1	NP_085074.2, XP_063131026.1
OG0009750	XP_012614398.1	XP_063119319.1, NP_001007693.1
OG0009751	XP_012635581.1, XP_012635580.1, XP_012635579.1	NP_001388707.1
OG0009752	XP_012635587.1, XP_012635586.1	XP_006230249.1, NP_062031.1
OG0009753	XP_012635594.1	XP_008757969.1, NP_001382086.1
OG0009754	XP_012635644.1	XP_038938800.1, NP_001152965.1, NP_001395706.1
OG0009755	XP_012635658.1	NP_058742.2
OG0009756	XP_012635672.1	NP_001101973.1, XP_006230230.1
OG0009757	XP_012645608.1, XP_020137060.1	XP_038957096.1, NP_001414569.1
OG0009758	XP_012591540.1	NP_653349.1
OG0009759	XP_012591511.1	NP_036917.2, XP_063137596.1
OG0009760	XP_012645687.1	XP_006245910.1, NP_001101731.1
OG0009761	XP_012591560.1	XP_063126086.1, XP_038942942.1
OG0009762	XP_020136927.1	XP_038942785.1, NP_001102996.2
OG0009763	XP_012640913.1	NP_001316127.1
OG0009764	XP_020137040.1, XP_012640463.1	NP_001101733.1
OG0009765	XP_012640514.1	NP_001007722.1
OG0009766	XP_012640651.1	NP_001100442.1, XP_006245816.1
OG0009767	XP_012640765.1	XP_063120532.1, NP_001020927.1
OG0009768	XP_012599218.1	NP_001101734.2, XP_008765714.1
OG0009769	XP_012599142.1	NP_001100446.1
OG0009770	XP_012599123.1	NP_001020035.1
OG0009771	XP_020137074.1	XP_006245867.1, NP_001101736.1
OG0009772	XP_012599202.1	NP_001178568.1, XP_038941088.1
OG0009773	XP_012599203.1	NP_001102852.1
OG0009774	XP_012599304.1	XP_063126147.1, XP_006245896.3
OG0009775	XP_012599155.1	XP_006245893.1, NP_001386347.1
OG0009776	XP_012599299.1	XP_006245933.1, NP_001017377.1
OG0009777	XP_012599033.2	XP_006245957.1, NP_542421.2
OG0009778	XP_012599037.1	NP_001402082.1
OG0009779	XP_012598953.1	XP_220237.4
OG0009780	XP_012598973.1	XP_006245997.1, NP_001093963.1
OG0009781	XP_020136971.1	XP_063125382.1, NP_001414151.1
OG0009782	XP_012593310.1	NP_001099244.1, XP_006245999.1
OG0009783	XP_020136972.1	NP_001013201.1, XP_038942203.1
OG0009785	XP_012593269.1	NP_001100460.1, XP_063125007.1
OG0009786	XP_012593253.2	XP_038941296.1, NP_001099245.2
OG0009787	XP_020136962.1	XP_038941805.1
OG0009788	XP_012607137.1	NP_062143.3
OG0009789	XP_012607042.1	NP_001386147.1
OG0009790	XP_012607029.1	NP_058978.2
OG0009791	XP_012607013.1	XP_006233254.1, NP_001178039.1
OG0009792	XP_012607105.1	NP_001414760.1
OG0009793	XP_012607011.1	NP_001007607.1, XP_006233198.1
OG0009794	XP_012607107.1	XP_008759630.1, NP_001128050.1
OG0009795	XP_012607110.1	XP_063137994.1, NP_001094172.1
OG0009796	XP_012607104.1	XP_063138663.1, NP_001037768.2
OG0009797	XP_012607163.1	NP_001101187.1, XP_006233221.1
OG0009798	XP_012604051.1	XP_038958872.1, NP_001029074.2
OG0009799	XP_012625386.1	XP_063138012.1, NP_001101190.1
OG0009800	XP_012646410.1	NP_001386671.1
OG0009801	XP_012646380.1	NP_001094368.1, XP_038948078.1
OG0009802	XP_012646355.1	NP_001014009.1, XP_006250610.2
OG0009803	XP_012646341.1	XP_017454874.1, NP_001399493.1
OG0009804	XP_012646319.1	XP_038948561.1
OG0009805	XP_012602999.1	XP_063137515.1
OG0009806	XP_012602990.1	NP_001100919.1
OG0009807	XP_012603011.1	XP_017446557.1
OG0009808	XP_012603059.1	NP_001382064.1
OG0009809	XP_012603066.1	NP_001012059.1, XP_038958067.1
OG0009810	XP_020138294.1, XP_020138296.1	NP_001014199.1, XP_038958660.2
OG0009811	XP_012603022.1	XP_038959139.1, NP_112285.1
OG0009812	XP_012606952.1	XP_063138994.1
OG0009813	XP_012642790.1	NP_001032287.1
OG0009814	XP_020138137.1	XP_006233541.1, NP_631977.1, NP_631976.1
OG0009815	XP_012643252.1	XP_008759771.1, NP_001011953.1
OG0009816	XP_012643170.1	XP_063138373.1, NP_001128066.1
OG0009817	XP_012643409.1	XP_038957686.1, NP_036836.1
OG0009818	XP_012643406.1	NP_113804.2
OG0009819	XP_012590792.1	XP_017454474.1, NP_001414573.1
OG0009820	XP_020137944.1, XP_012600829.1	XP_038953261.1
OG0009821	XP_012646680.1	NP_036745.1, XP_006232653.1
OG0009822	XP_012601705.1	NP_001099632.1, XP_063133339.1
OG0009823	XP_012601604.1	XP_017452370.2
OG0009824	XP_012596232.1	XP_063120953.1, NP_599225.1
OG0009825	XP_012599849.2	NP_001100647.1, XP_063128368.1
OG0009826	XP_012599897.1	XP_006249882.1, NP_663716.1
OG0009827	XP_012599873.1	XP_006249990.1, NP_068510.1
OG0009828	XP_020139908.1	XP_008767756.1, NP_612516.2
OG0009829	XP_012616086.1	NP_001094258.1, XP_006249776.1
OG0009830	XP_012637111.1	XP_006250543.1, NP_001007680.1
OG0009831	XP_012637101.1	XP_006250550.1, NP_001102553.1
OG0009832	XP_012637094.1	XP_008768090.1
OG0009833	XP_020141062.1	XP_038946262.1, NP_659560.2
OG0009834	XP_012647070.1	NP_001011906.1, XP_038946396.1
OG0009835	XP_012590860.1	NP_113853.1
OG0009836	XP_012590913.1	XP_038946935.1
OG0009837	XP_012591522.1	XP_038946893.1, NP_001017492.1
OG0009838	XP_012591491.1	NP_001414226.1
OG0009839	XP_012591624.1	XP_038946983.1, NP_071578.2
OG0009840	XP_012592125.1	NP_001100655.2, XP_017454298.1
OG0009841	XP_012591887.2	XP_038946391.1, NP_001099432.4
OG0009842	XP_012628025.1	XP_038947298.1
OG0009843	XP_012628035.1	XP_038946219.1, NP_570841.3
OG0009844	XP_012620504.1	NP_037177.2, XP_038946319.1
OG0009845	XP_012620545.1	NP_001012027.1
OG0009846	XP_012619089.1	XP_038946417.1
OG0009847	XP_012639350.1	XP_063128080.1, NP_612541.1
OG0009848	XP_012633952.1, XP_012639339.1	NP_001103137.1
OG0009849	XP_012639335.1	XP_017454484.1, XP_063128823.1, XP_063128824.1
OG0009850	XP_012600762.1	XP_008767935.2
OG0009851	XP_012600759.1	XP_038946842.1, NP_001033069.2
OG0009852	XP_012606796.1	XP_006250405.1
OG0009853	XP_012606716.1	NP_001178603.1, XP_038946454.1
OG0009854	XP_012606634.1	XP_038946915.1, NP_001020933.1
OG0009855	XP_012606636.1	NP_001258199.1
OG0009856	XP_012606751.1	XP_038947395.1, NP_001385679.1
OG0009857	XP_012601679.1, XP_012606733.1	NP_001119567.1
OG0009858	XP_012606769.1	NP_001099451.1
OG0009859	XP_012623139.1	XP_063138512.1, NP_071548.2
OG0009860	XP_012623178.1	XP_063137903.1, NP_001178638.1
OG0009861	XP_012623182.1	NP_110487.2, XP_006232833.1
OG0009862	XP_012623211.1	NP_001178497.1
OG0009863	XP_012623231.1	NP_001099911.1, XP_008759356.1
OG0009864	XP_012623250.1	XP_063138194.1
OG0009865	XP_012623275.1	NP_001414628.1
OG0009866	XP_012623281.1	NP_446137.1
OG0009867	XP_012623332.1	XP_008759461.1
OG0009868	XP_012623379.1	XP_038958269.1, NP_001008353.1
OG0009869	XP_020141114.1	XP_063138791.1
OG0009870	XP_020141115.1	NP_001178829.1, XP_063138328.1
OG0009871	XP_012646683.1	NP_001029067.1, XP_063137895.1
OG0009872	XP_012646697.1	NP_001395774.1
OG0009873	XP_020137670.1	XP_063133673.1
OG0009874	XP_012600816.1	XP_038952939.1
OG0009875	XP_012645775.1	NP_001157977.1
OG0009876	XP_012645770.1	NP_001100844.1, XP_038952704.1
OG0009877	XP_012645769.2	NP_620219.2, XP_063133151.1
