Orthogroup	Microcebus_murinus	Loxodonta_africana
OG0006809	XP_012601275.1	XP_010585654.1
OG0006810	XP_012601745.1	XP_003407253.1
OG0006811	XP_012602518.1	XP_010585755.1
OG0006812	XP_012602573.1	XP_003407242.1
OG0006813	XP_012625056.1	XP_023397980.1
OG0006814	XP_012624940.1	XP_023398114.1
OG0006815	XP_012610849.1, XP_012594217.1	XP_003412328.1
OG0006816	XP_012605389.1	XP_003421398.1
OG0006817	XP_012605438.1	XP_023396306.1
OG0006818	XP_012644106.1	XP_003412284.1
OG0006819	XP_012644053.1	XP_003412145.1
OG0006820	XP_020142073.1	XP_003412298.1
OG0006821	XP_020142076.1	XP_003412300.1
OG0006822	XP_012645517.2	XP_023406440.1
OG0006823	XP_012645570.1	XP_003412157.1
OG0006824	XP_020142006.1	XP_010599990.1
OG0006825	XP_012613030.1	XP_010600244.1
OG0006826	XP_012613093.1	XP_023415506.1
OG0006827	XP_012612996.1	XP_003419596.1
OG0006828	XP_012613021.1	XP_023415336.1
OG0006829	XP_012612942.1	XP_023415338.1
OG0006830	XP_012633553.1	XP_023415352.1
OG0006831	XP_012633512.1	XP_003419639.1
OG0006832	XP_012633511.1	XP_010597351.1, XP_023415369.1
OG0006833	XP_012633465.1, XP_012633464.1	XP_010597474.2
OG0006834	XP_012633466.1	XP_023415521.1
OG0006835	XP_012633391.1	XP_003419495.1
OG0006836	XP_012633326.1	XP_003419674.1
OG0006837	XP_012639261.1	XP_003417551.1
OG0006838	XP_012621768.1	XP_010588860.2
OG0006840	XP_012614208.1	XP_023398728.1, XP_003405897.1
OG0006841	XP_012635426.1	XP_003405894.2
OG0006842	XP_020144038.1	XP_010584624.1
OG0006843	XP_012603829.1	XP_023403851.1
OG0006844	XP_020139590.1, XP_012601125.1	XP_023397029.1
OG0006845	XP_012626729.1	XP_023403880.1
OG0006847	XP_012604018.1, XP_012604017.1	XP_010588245.1
OG0006848	XP_012640742.1	XP_003409796.1
OG0006849	XP_012640741.1	XP_003410017.2
OG0006850	XP_012640718.2	XP_023403671.1
OG0006851	XP_012616048.1, XP_012616049.1	XP_003409813.1
OG0006852	XP_012616146.1	XP_010588326.1
OG0006853	XP_020139813.1	XP_003409824.1
OG0006854	XP_020140429.1	XP_003409830.1
OG0006855	XP_020140944.1	XP_003410051.1
OG0006856	XP_012621080.1	XP_010588024.1
OG0006857	XP_012626771.1, XP_012626770.1, XP_012626769.1	XP_023403449.1
OG0006858	XP_012626730.1	XP_023403471.1
OG0006859	XP_012626761.1, XP_012626760.1, XP_012626764.1, XP_012626762.1, XP_012626763.1	XP_003409699.1
OG0006860	XP_012626728.1	XP_003409707.1
OG0006861	XP_012626695.1	XP_003409714.1
OG0006862	XP_012626609.1	XP_003409937.1
OG0006863	XP_020138238.1	XP_003409749.1
OG0006864	XP_012596869.1	XP_023407953.1
OG0006865	XP_020139363.1	XP_003413066.1
OG0006866	XP_020139455.1	XP_023407977.1
OG0006867	XP_012591143.1	XP_023408003.1
OG0006868	XP_020139372.1	XP_003413071.1
OG0006869	XP_020140089.1	XP_023408016.1
OG0006870	XP_012613836.1	XP_023408030.1
OG0006871	XP_012613871.1	XP_003413090.1
OG0006872	XP_012613786.1	XP_003413377.2
OG0006873	XP_012645844.1	XP_003413106.1
OG0006874	XP_012645886.1	XP_003413390.1
OG0006875	XP_012645927.1	XP_023407648.1
OG0006876	XP_012645951.1	XP_010591601.1
OG0006877	XP_012645941.1	XP_023408127.1
OG0006878	XP_012646033.1	XP_010591627.1
OG0006879	XP_012646093.1	XP_003413139.1
OG0006880	XP_012646137.1	XP_023408221.1
OG0006881	XP_012646209.1	XP_010599172.1
OG0006882	XP_012645813.1	XP_023396257.1
OG0006883	XP_012617097.1	XP_023396462.1
OG0006885	XP_012624738.1	XP_010599585.1
OG0006886	XP_012601195.1	XP_023397558.1
OG0006887	XP_012601200.1	XP_010600188.2
OG0006888	XP_012601349.1	XP_023397542.1
OG0006889	XP_012641961.1	XP_003421490.1
OG0006890	XP_012600101.2	XP_023406688.1
OG0006891	XP_012620139.1	XP_003423312.1, XP_010599243.1, XP_010597958.1, XP_003423793.1, XP_003423315.1
OG0006892	XP_012642076.1	XP_003421552.1
OG0006893	XP_012590975.1	XP_010590487.2
OG0006894	XP_020142432.1	XP_023410468.1
OG0006895	XP_020142238.1, XP_012634930.1	XP_003415629.1
OG0006896	XP_012600612.1	XP_023414303.1
OG0006897	XP_012594171.1	XP_023414313.1
OG0006898	XP_012591578.1	XP_023414311.1
OG0006899	XP_020142228.1	XP_023414275.1
OG0006900	XP_012599984.1	XP_003418566.2
OG0006901	XP_012600438.1	XP_023394804.1, XP_023414308.1
OG0006902	XP_012600479.1	XP_003420078.1
OG0006903	XP_012600362.1	XP_023394818.1
OG0006904	XP_012636086.1, XP_012621063.1	XP_003412023.1
OG0006906	XP_012612475.1	XP_010597506.1
OG0006907	XP_012595089.1	XP_023410480.1
OG0006908	XP_012607490.1, XP_012607491.1	XP_023408846.1
OG0006909	XP_012592732.1	XP_003412669.1
OG0006910	XP_012592498.1	XP_023403066.1
OG0006911	XP_012641219.1	XP_003409392.2
OG0006912	XP_012634496.1, XP_012634494.1	XP_003409368.1
OG0006913	XP_012611304.1	XP_023403311.1
OG0006914	XP_012607309.1	XP_010592301.2
OG0006915	XP_012600880.1	XP_003414171.1
OG0006916	XP_012607428.1	XP_010592314.2
OG0006918	XP_012621013.1	XP_010592341.1
OG0006919	XP_012620991.1	XP_010591898.1
OG0006920	XP_012638264.1	XP_003416214.1
OG0006921	XP_020141313.1	XP_010594257.1
OG0006922	XP_012625821.1	XP_023403579.1
OG0006923	XP_012600844.1	XP_003415809.3
OG0006924	XP_012611854.1	XP_010593800.1
OG0006925	XP_012597629.1	XP_010593799.2
OG0006927	XP_012625705.1	XP_023403896.1
OG0006928	XP_012622426.1	XP_003415786.1
OG0006929	XP_012622399.1	XP_010598778.1, XP_010598779.1
OG0006930	XP_012622331.1	XP_003420955.2
OG0006931	XP_012643211.1	XP_003420029.1
OG0006932	XP_012604573.1	XP_003420008.1
OG0006933	XP_012638297.1	XP_010594260.1
OG0006934	XP_012642365.1	XP_003416182.1
OG0006935	XP_012610091.1	XP_010589913.1, XP_003411704.1
OG0006936	XP_012598459.1	XP_003411639.1
OG0006937	XP_012614987.1	XP_003411460.1
OG0006938	XP_012610639.1	XP_010589848.1
OG0006939	XP_012610432.1	XP_023405815.1, XP_023405816.1, XP_003411655.1, XP_010589849.1
OG0006940	XP_012610728.1	XP_023405647.1
OG0006941	XP_012610275.1	XP_023405834.1
OG0006942	XP_012610274.1	XP_023405677.1
OG0006943	XP_012610367.1	XP_003411663.2
OG0006944	XP_012610560.1	XP_010589876.1
OG0006945	XP_012610342.1	XP_023405881.1
OG0006946	XP_012610684.1	XP_003418124.1
OG0006947	XP_012610439.1	XP_023405894.1
OG0006948	XP_012610395.1	XP_023405915.1
OG0006949	XP_012610771.1	XP_023405917.1
OG0006950	XP_012610113.1	XP_003411717.1
OG0006951	XP_012610225.1	XP_003411720.1
OG0006953	XP_012610079.1	XP_003411737.1
OG0006954	XP_012610181.1	XP_003411579.2
OG0006955	XP_012610212.1	XP_003411743.1
OG0006956	XP_012610528.1	XP_003411581.2
OG0006957	NP_001296877.1, XP_012610326.1	XP_003411748.1
OG0006958	XP_012610418.1	XP_010589968.1
OG0006959	XP_012610448.1	XP_003411759.1
OG0006960	XP_012610772.1	XP_023406010.1
OG0006961	XP_012610454.1	XP_003411760.1
OG0006962	XP_012610136.1	XP_010589988.1
OG0006963	XP_012629619.2, XP_012636881.2	XP_010589995.1
OG0006964	XP_012636293.1	XP_023406035.1
OG0006965	XP_012636277.1	XP_003411608.1
OG0006966	XP_012636197.1	XP_010590011.1
OG0006967	XP_020137497.1, XP_012635885.1	XP_023405635.1
OG0006968	XP_012598428.1	XP_003411800.1
OG0006969	XP_012598458.1	XP_003411802.2
OG0006970	XP_012615790.1	XP_003411806.1
OG0006971	XP_020137323.1	XP_003411647.1
OG0006972	XP_012621620.1	XP_023394484.1
OG0006973	XP_012607675.2, XP_012616643.1	XP_003419947.1, XP_023394506.1
OG0006974	XP_012616640.1	XP_003419949.1
OG0006976	XP_012625893.1	XP_010597783.1
OG0006977	XP_020137657.1	XP_010599440.2
OG0006978	XP_020137648.1	XP_010590080.2
OG0006979	XP_020138264.1	XP_003412498.1
OG0006980	XP_012630934.1	XP_003412412.1
OG0006981	XP_012594720.1	XP_023406795.1
OG0006982	XP_020146004.1	XP_023407136.1
OG0006983	XP_012603551.1	XP_010590966.1
OG0006984	XP_012603590.1, XP_012603591.1	XP_003409488.1
OG0006985	XP_020146056.1	XP_023408840.1
OG0006986	XP_012634001.1	XP_003414033.1
OG0006987	XP_020135843.1, XP_012626108.1, XP_012626107.1	XP_003415893.1
OG0006988	XP_020135836.1	XP_023410753.1
OG0006989	XP_012608408.1	XP_003412496.1
OG0006990	XP_012630833.1	XP_010590651.1
OG0006991	XP_020138210.1	XP_010590663.1, XP_010590664.1
OG0006992	XP_012629731.1	XP_023406774.1
OG0006993	XP_020138397.1	XP_023406989.1
OG0006994	XP_012594747.1	XP_003412523.1
OG0006995	XP_012594685.1	XP_023406808.1, XP_023406809.1
OG0006996	XP_012647062.1, XP_020143722.1	XP_023413521.1
OG0006997	XP_012611193.1, XP_012611192.1	XP_003417945.1
OG0006998	XP_012611104.1	XP_010599003.1
OG0006999	XP_012611119.1, XP_012611120.1	XP_023396081.1
OG0007000	XP_012607613.1	XP_003409681.1
OG0007001	XP_012619493.1	XP_003419232.1
OG0007002	XP_012637725.2	XP_023395025.1
OG0007003	XP_012637732.1	XP_023395032.1
OG0007004	XP_012637770.1	XP_003420350.1
OG0007005	XP_012633826.1	XP_023395089.1
OG0007006	XP_012612077.1	XP_023415233.1
OG0007007	XP_012612092.1	XP_003419317.1
OG0007008	XP_012611950.1	XP_023415215.1, XP_003419372.1
OG0007009	XP_012612114.1	XP_003419404.1
OG0007010	XP_012612151.1	XP_023415268.1
OG0007011	XP_012632205.1	XP_010597105.1
OG0007012	XP_012631971.1	XP_023415085.1
OG0007013	XP_012632004.1	XP_003419228.1
OG0007014	XP_012632097.1, XP_012632096.1	XP_023415154.1
OG0007015	XP_012632112.1	XP_010597270.1
OG0007016	XP_012632129.1	XP_003419322.1
OG0007017	XP_020140928.1, XP_012632137.1	XP_003419355.1
OG0007018	XP_012618374.1	XP_003409303.1
OG0007019	XP_012618321.1	XP_003409071.1
OG0007020	XP_012628403.1	XP_003409295.1
OG0007021	XP_012618971.1, XP_012618963.1	XP_010595387.1, XP_023412729.1
OG0007022	XP_012634894.1	XP_010589099.1
OG0007023	XP_012638602.1	XP_003410822.1
OG0007024	XP_012638590.1, XP_012638592.1, XP_012638591.1	XP_010589116.1
OG0007025	XP_012638581.1	XP_003410680.1
OG0007026	XP_012615910.1	XP_023404815.1
OG0007027	XP_012615870.1	XP_003410706.1
OG0007028	XP_012611004.1	XP_010589174.2
OG0007029	XP_012609183.1	XP_003405711.1
OG0007030	XP_012640963.1	XP_023410475.1
OG0007031	XP_012640956.1	XP_003405731.1
OG0007032	XP_020143164.1, XP_020142915.1	XP_010593807.1
OG0007033	XP_012644155.1	XP_023410014.1
OG0007034	XP_012600935.1	XP_003405770.1
OG0007035	XP_012601704.1	XP_023410026.1
OG0007036	XP_012602181.1	XP_023411251.1
OG0007037	XP_012603864.1	XP_023411289.1
OG0007038	XP_012617417.1	XP_003405818.1
OG0007039	XP_012617452.1	XP_003405822.1
OG0007040	XP_012618043.1	XP_023412237.1
OG0007041	XP_012619359.1	XP_010599023.1
OG0007042	XP_012619903.1, XP_012638677.1	XP_003405117.1
OG0007043	XP_012603206.1	XP_003410660.1
OG0007044	XP_012602697.1, XP_012602696.1	XP_003410807.1
OG0007045	XP_012634392.1	XP_003418630.1
OG0007046	XP_012622425.1	XP_010587393.1
OG0007047	XP_012622437.1	XP_023402662.1
OG0007048	XP_012623100.1	XP_023402620.1
OG0007049	XP_012623529.1	XP_010587376.1
OG0007050	XP_012623725.1, XP_012623736.1	XP_010587372.1
OG0007051	XP_012624435.1	XP_023402979.1
OG0007052	XP_012625232.1, XP_012625238.1	XP_003409201.1
OG0007053	XP_012626154.1	XP_023402520.1
OG0007054	XP_012626168.1	XP_003409178.1
OG0007055	XP_012627116.1, XP_012627109.1	XP_010587289.1
OG0007056	XP_012627870.1	XP_003408993.1
OG0007057	XP_012630528.1	XP_023402448.1
OG0007058	XP_012630388.1	XP_010587267.1
OG0007059	XP_012636707.1	XP_003421912.1, XP_010599506.1
OG0007061	XP_012635542.1	XP_010599038.1
OG0007062	XP_020144387.1	XP_003408368.1
OG0007064	XP_012592656.1	XP_003408376.1, XP_023401508.1
OG0007065	XP_012600122.1	XP_003408260.1, XP_010601003.2
OG0007066	XP_020144448.1	XP_023401559.1
OG0007067	XP_012595458.1	XP_003408415.1
OG0007068	XP_012605076.1	XP_003408435.1
OG0007069	XP_012628292.1	XP_010586713.1
OG0007070	XP_012628282.1	XP_003408300.1
OG0007071	XP_012590816.1	XP_010586836.1
OG0007072	XP_012621789.1	XP_010596611.1
OG0007073	XP_012621910.2	XP_010596656.1
OG0007074	XP_012620419.2, XP_012622155.1, XP_020141741.1	XP_010597986.1
OG0007075	XP_012622158.1, XP_012622157.1	XP_023394848.1
OG0007076	XP_020141515.1	XP_023395252.1
OG0007077	XP_012609318.1, XP_012607734.2	XP_023395259.1
OG0007078	XP_012638554.1	XP_003418430.1
OG0007079	XP_020142917.1, XP_012638546.1	XP_003418373.1
OG0007080	XP_012638520.1	XP_023414033.1
OG0007081	XP_012638490.1	XP_003418441.1
OG0007082	XP_012638436.1	XP_023414141.1
OG0007083	XP_012638452.2	XP_023414066.1
OG0007085	XP_020141618.1	XP_003418397.1
OG0007086	XP_012614028.1	XP_023414112.1
OG0007087	XP_012614143.1	XP_023414117.1
OG0007088	XP_012623694.1	XP_023408658.1
OG0007089	XP_012603699.1	XP_003413982.1
OG0007090	XP_012603681.1	XP_023408596.1
OG0007091	XP_012590906.1	XP_003413993.1
OG0007092	XP_020141680.1	XP_003413876.1
OG0007093	XP_012594824.1	XP_003413786.1
OG0007094	XP_012641438.1	XP_023403924.1
OG0007095	XP_012596362.1	XP_010588676.1
OG0007096	XP_012641453.1	XP_023403985.1
OG0007097	XP_012641457.1	XP_010588655.1
OG0007098	XP_012636391.1	XP_003410356.1
OG0007099	XP_012602483.1	XP_010588603.1
OG0007100	XP_012602467.1	XP_023404202.1
OG0007101	XP_020140292.1	XP_003410338.1
OG0007102	XP_012638370.1	XP_010596937.2
OG0007103	XP_012637237.2	XP_023414932.1
OG0007104	XP_012634540.1	XP_003419036.1
OG0007105	XP_012634535.1	XP_003419082.1
OG0007106	XP_012634529.2	XP_023414917.1
OG0007107	XP_012635489.1	XP_023396796.1, XP_023396795.1, XP_023396794.1, XP_023396793.1, XP_003421985.1
OG0007108	XP_020140303.1	XP_023396790.1
OG0007109	XP_012619891.1	XP_010588650.1
OG0007110	XP_012621648.1, XP_012621649.1	XP_003410533.2
OG0007111	XP_012621653.1	XP_023404343.1
OG0007112	XP_020140071.1	XP_003410444.1
OG0007113	XP_012634485.1	XP_010588790.1
OG0007114	XP_012593875.1	XP_003410470.1
OG0007115	XP_012629475.1, XP_012629474.1	XP_003414128.1
OG0007116	XP_020140172.1	XP_010592352.1
OG0007117	XP_020140152.1	XP_003414138.1
OG0007118	XP_020140170.1	XP_003414153.1
OG0007119	XP_012622197.1	XP_003414155.1
OG0007120	XP_020140121.1, XP_020140139.1	XP_003414176.1
OG0007121	XP_012600603.1	XP_023409109.1
OG0007122	XP_012600030.1	XP_010592435.1, XP_023409113.1
OG0007123	XP_020142531.1	XP_023407246.1
OG0007124	XP_012606441.1	XP_003410386.1
OG0007125	XP_020140306.1	XP_003410388.1
OG0007126	XP_012598538.1	XP_023414793.1
OG0007127	XP_012635140.1	XP_023414847.1
OG0007128	XP_012635124.1	XP_010596915.1
OG0007130	XP_012643015.1	XP_023407548.1
OG0007131	XP_012643016.1	XP_003413032.2
OG0007132	XP_012636045.1	XP_003413030.1
OG0007133	XP_012636038.1	XP_003412893.1
OG0007134	XP_012635971.1	XP_003413015.2
OG0007135	XP_012635935.1	XP_023407252.1
OG0007136	XP_020145580.1	XP_023407454.1
OG0007137	XP_012635840.1	XP_023407448.1
OG0007138	XP_020142320.1	XP_003412969.1
OG0007139	XP_012646578.1	XP_003407943.1
OG0007141	XP_012592394.1	XP_003413055.2
OG0007143	XP_012605271.1	XP_003412948.1
OG0007144	XP_020136525.1	XP_003412955.1
OG0007145	XP_012638211.1	XP_010594227.1
OG0007146	XP_012591848.1	XP_010594342.1
OG0007147	XP_012591850.1	XP_023411269.1
OG0007148	XP_012623951.1	XP_003417904.1
OG0007149	XP_012623857.1	XP_010595884.1
OG0007150	XP_012593164.1	XP_003417890.1
OG0007151	XP_012608931.1	XP_023411583.1
OG0007153	XP_012591765.1	XP_003421858.1
OG0007154	XP_012609040.1, XP_012609039.1, XP_012609041.1, XP_012609038.1	XP_023413378.1
OG0007155	XP_012637396.1	XP_003406272.1
OG0007156	XP_012600729.1	XP_023398830.1
OG0007157	XP_012591161.1	XP_010584587.1
OG0007158	XP_012615843.1	XP_003405875.1
OG0007159	XP_020143596.1, XP_012616625.1	XP_010601160.1
OG0007160	XP_012608846.1	XP_003406264.1
OG0007161	XP_012641308.1	XP_023398816.1
OG0007162	XP_012641238.1	XP_003406230.1
OG0007163	XP_012634937.1	XP_023398810.1
OG0007164	XP_012632360.1	XP_023398494.1
OG0007165	XP_012632396.1	XP_023398435.1, XP_023398437.1
OG0007166	XP_012632447.1	XP_010600907.1
OG0007167	XP_012594454.1	XP_010600760.1
OG0007168	XP_012607570.1	XP_003406149.1
OG0007169	XP_012597392.1	XP_023396905.1
OG0007170	XP_012624041.1	XP_003415252.3
OG0007171	XP_012614218.1	XP_010588529.1
OG0007172	XP_012615356.1	XP_023403974.1
OG0007173	XP_012615662.1	XP_003410315.1
OG0007174	XP_012615756.1	XP_010588561.1
OG0007175	XP_020140013.1	XP_023394470.1, XP_023394469.1
OG0007176	XP_012624015.1	XP_010593187.1
OG0007177	XP_012624025.1	XP_003415241.1
OG0007178	XP_012646910.1	XP_023394482.1
OG0007179	XP_012593544.1, XP_012593545.1, XP_012593543.1, XP_012593546.1	XP_003418045.2
OG0007180	XP_012617890.1	XP_010598221.1
OG0007181	XP_012646468.1	XP_003414839.1, XP_010592977.1
OG0007182	XP_012619135.1	XP_023397732.1
OG0007183	XP_020140738.1	XP_010600343.1
OG0007184	XP_012640286.1	XP_003416038.2
OG0007185	XP_012640239.1	XP_023410908.1, XP_023410909.1
OG0007186	XP_012640057.1	XP_010594044.1
OG0007187	XP_012640041.1	XP_010594036.1
OG0007188	XP_012592135.1	XP_023413619.1
OG0007189	XP_012637275.1	XP_003418031.1
OG0007190	XP_020140631.1	XP_010596039.2
OG0007191	XP_012605173.1	XP_023413691.1
OG0007192	XP_012593509.1	XP_010596009.1
OG0007193	XP_012593561.1	XP_003418064.1
OG0007194	XP_012607620.1	XP_023397411.1
OG0007195	XP_012643766.1	XP_023395113.1, XP_023395105.1
OG0007196	XP_012603279.1	XP_023395110.1
OG0007197	XP_012591717.2	XP_010591038.2
OG0007198	XP_012591688.1	XP_010591030.1
OG0007199	XP_020140452.1	XP_023407163.1
OG0007200	XP_012622849.1	XP_010597856.1
OG0007201	XP_012622863.2	XP_010599686.1
OG0007202	XP_012622871.1	XP_010599684.1
OG0007203	XP_012614234.1, XP_012614232.1, XP_012614233.1	XP_003422080.2
OG0007204	XP_012643369.1	XP_003422079.1
OG0007205	XP_012606578.1	XP_003414865.1
OG0007206	XP_012605301.1, XP_012605293.1, XP_012605285.1	XP_023409673.1
OG0007207	XP_012612722.1	XP_010599409.1, XP_010599410.1, XP_010599408.1
OG0007208	XP_012612712.1	XP_023396571.1
OG0007209	XP_012612675.1	XP_023396548.1
OG0007210	XP_012612670.1	XP_023396541.1
OG0007211	XP_012612740.1	XP_003421765.1
OG0007212	XP_012614188.1	XP_010588526.1
OG0007213	XP_012592006.1	XP_003404057.1
OG0007214	XP_012614672.1	XP_003416556.1
OG0007215	XP_012593009.1	XP_003411412.2
OG0007216	XP_012641954.1	XP_003421579.1
OG0007217	XP_012609902.1	XP_010599304.2, XP_003405129.1
OG0007219	XP_012608136.2	XP_023396424.1
OG0007219	XP_020141478.1, XP_020141477.1	XP_003421646.1
OG0007223	XP_012631994.1	XP_003419155.1, XP_023415080.1
OG0007225	XP_020142397.1	XP_023415530.1
OG0007228	XP_012605330.1	XP_010599211.1
OG0007229	XP_012600061.1	XP_010587581.2
OG0007232	XP_012597802.1	XP_003417085.1
OG0007233	XP_012625866.1	XP_003420001.1
OG0007234	XP_012629923.1	XP_023399513.1, XP_003406316.1
OG0007235	XP_012624232.1	XP_003407827.1
OG0007236	XP_012599449.1	XP_023397335.1
OG0007237	XP_020137222.1	XP_010599540.1
OG0007238	XP_012594359.1	XP_023397933.1
OG0007239	XP_012598469.1	XP_023405641.1
OG0007240	XP_012625419.1	XP_003407638.1
OG0007241	XP_020143254.1	XP_003410699.1
OG0007242	XP_012638278.1	XP_003416212.1
OG0007243	XP_020140628.1, XP_012622941.1	XP_003409542.1
OG0007244	XP_012615838.1	XP_010584583.1, XP_003405876.2
OG0007245	XP_012633241.1	XP_003408053.1, XP_023401206.1
OG0007246	XP_012644537.1	XP_003407299.1
OG0007247	XP_012615959.1	XP_023404127.1
OG0007248	XP_012604678.1	XP_003415237.1
OG0007249	XP_012601559.1	XP_010585114.1
OG0007250	XP_012608764.1	XP_023413914.1
OG0007251	XP_012620372.1	XP_003405795.1
OG0007252	XP_012639977.1, XP_012639978.1	XP_023397953.1
OG0007253	XP_012610862.1	XP_023406480.1
OG0007254	XP_012619547.1	XP_003416590.1
OG0007255	XP_012618351.1	XP_003409298.1
OG0007256	XP_012646212.1	XP_023396256.1
OG0007257	XP_012636518.1	XP_003411939.1
OG0007258	XP_012612517.1	XP_023400178.1
OG0007259	XP_012647051.1	XP_023413519.1
OG0007260	XP_012605307.1	XP_003408521.1
OG0007261	XP_012635714.1	XP_023405637.1
OG0007262	XP_012622493.1	XP_010586897.1
OG0007263	XP_012623247.1	XP_003415186.1
OG0007265	XP_012613733.1	XP_003408852.1
OG0007266	XP_012638208.1	XP_023411119.1
OG0007267	XP_012603889.1, XP_012603888.1	XP_010587810.1
OG0007268	XP_020137122.1	XP_023414763.1
OG0007269	XP_020142774.1, XP_012594587.1	XP_023395704.1
OG0007270	XP_012642852.1	XP_010588360.1
OG0007271	XP_012620236.1	XP_023395719.1
OG0007272	XP_020138776.1	XP_023414216.1
OG0007273	XP_012638673.1	XP_023406143.1
OG0007274	XP_012618415.1	XP_003412456.1
OG0007275	XP_012597380.1	XP_010597628.1
OG0007276	XP_012617581.1	XP_023408998.1
OG0007277	XP_012615284.1	XP_003419425.1
OG0007278	XP_020145984.1	XP_023407076.1
OG0007279	XP_012607614.1	XP_023403030.1
OG0007280	XP_012616557.1	XP_023400429.1
OG0007281	XP_012616552.2	XP_010585673.1
OG0007282	XP_012630095.1	XP_023395961.1
OG0007283	XP_012646498.1	XP_003408904.1
OG0007284	XP_012602386.1	XP_003421109.1
OG0007285	XP_012604841.1	XP_023413531.1
OG0007286	XP_012622607.1	XP_023405266.1
OG0007287	XP_012604124.1	XP_023404657.1
OG0007288	XP_012639213.1	XP_003417573.1
OG0007289	XP_020139571.1	XP_023396442.1
OG0007290	XP_012612461.1	XP_003419421.1
OG0007291	XP_012642167.1	XP_010592814.2
OG0007292	XP_012640892.1	XP_023401450.1
OG0007293	XP_012644562.1	XP_023406679.1
OG0007294	XP_012608410.1	XP_023406720.1
OG0007295	XP_012604721.1	XP_003419217.1
OG0007296	XP_012595399.1	XP_023394875.1
OG0007297	XP_012611515.1	XP_003421001.1
OG0007298	XP_012596246.1, XP_012596247.1	XP_003417025.1
OG0007299	XP_012645115.1	XP_023407333.1, XP_023407334.1
OG0007300	XP_012605742.1	XP_003404449.1
OG0007301	XP_012592118.1	XP_003422210.1
OG0007302	XP_012634739.2, XP_020143644.1	XP_010595897.1
OG0007303	XP_012608573.1	XP_023413159.1
OG0007304	XP_012639256.1	XP_023412918.1
OG0007305	XP_012642489.1	XP_023415720.1
OG0007306	XP_012635745.1	XP_010591178.1
OG0007307	XP_012624956.1	XP_023398117.1
OG0007308	XP_020141290.1	XP_010587091.2
