Orthogroup	Microcebus_murinus	Myotis_lucifugus
OG0009654	XP_012640575.1	XP_014317551.2
OG0009655	XP_012605137.1	XP_023619421.1
OG0009656	XP_020144879.1	XP_023608552.1
OG0009657	XP_012631731.1	XP_014310145.2
OG0009660	XP_012631866.1	XP_006108375.1
OG0009662	XP_012631881.1	XP_014305139.2
OG0009668	XP_020141067.1	XP_023605019.1
OG0009669	XP_020136824.1	XP_006108310.1
OG0009670	XP_012646995.1	XP_023603051.1
OG0009671	XP_012646980.2	XP_006109827.1
OG0009672	XP_012646976.1	XP_006106526.1
OG0009673	XP_012646972.1	XP_014323755.1
OG0009674	XP_012646911.1	XP_023604120.1
OG0009675	XP_020141095.1	XP_006105345.1
OG0009676	XP_012592685.1	XP_023602772.1
OG0009677	XP_012592709.2	XP_006097421.1
OG0009679	XP_012592569.1	XP_006097417.1
OG0009680	XP_020138333.1	XP_014318580.1
OG0009681	XP_012591185.1	XP_006097394.3
OG0009682	XP_012591181.2	XP_014318597.1
OG0009683	XP_012620111.1	XP_006087071.1
OG0009684	XP_020138383.1	XP_006087145.1
OG0009685	XP_012593917.1	XP_023608316.1
OG0009686	XP_020138293.1	XP_006087097.1
OG0009687	XP_012602029.1	XP_006087106.1, XP_023608349.1
OG0009688	XP_012602014.1	XP_023608350.1
OG0009689	XP_012602026.1	XP_023608318.1
OG0009690	XP_012602031.1	XP_006087115.1
OG0009691	XP_012627985.2	XP_006087129.1
OG0009692	XP_012627971.1	XP_014309837.1
OG0009693	XP_012627890.2	XP_023611829.1
OG0009694	XP_012627877.1	XP_023611865.1
OG0009695	XP_012597820.1	XP_023611774.1
OG0009696	XP_012597888.1	XP_014313403.1, XP_006109484.2
OG0009697	XP_020138323.1	XP_006091209.1
OG0009698	XP_012597817.1	XP_006110197.1
OG0009699	XP_012597907.1	XP_006099517.1
OG0009700	XP_012598000.1	XP_006099497.2
OG0009701	XP_012597970.1	XP_006099480.1
OG0009702	XP_012598024.1	XP_023618902.1
OG0009703	XP_012597942.1	XP_023618824.1
OG0009704	XP_012598065.1	XP_023618847.1
OG0009705	XP_012597923.1	XP_023618915.1
OG0009706	XP_012629212.1	XP_023618753.1
OG0009707	XP_012605138.1	XP_023619415.1
OG0009708	XP_012639958.1, XP_012639964.1	XP_023615972.1
OG0009709	XP_012599029.1	XP_014312827.1
OG0009710	XP_012607128.1	XP_006092690.1
OG0009711	XP_012611801.1	XP_023612897.1
OG0009712	XP_012619554.1	XP_006088268.1
OG0009713	XP_012619526.1	XP_006088342.1
OG0009714	XP_012597647.1	XP_023609181.1
OG0009715	XP_012597634.1	XP_006088347.1
OG0009716	XP_012597725.1	XP_014310872.1
OG0009717	XP_012597633.1	XP_006109665.1
OG0009718	XP_012614937.1	XP_023609189.1
OG0009719	XP_012614544.1	XP_006088329.1
OG0009720	XP_012614917.1	XP_006088331.1
OG0009721	XP_012614797.1	XP_006081092.1
OG0009722	XP_012614805.1	XP_006081096.1
OG0009723	XP_012614888.1	XP_023617205.1
OG0009724	XP_020137123.1	XP_023608478.1
OG0009725	XP_012614626.1	XP_014318870.1
OG0009726	XP_020137055.1	XP_006097763.3
OG0009727	XP_012614309.1	XP_006097766.2
OG0009728	XP_012614657.1	XP_006108672.3
OG0009730	XP_012614618.2	XP_023604662.1
OG0009731	XP_012614422.1	XP_006107066.1
OG0009732	XP_012614757.1	XP_006108603.3
OG0009733	XP_012614546.1	XP_014304938.1
OG0009734	XP_012614815.1	XP_006107354.2
OG0009735	XP_012619575.1	XP_006105006.1
OG0009736	XP_012619616.1	XP_006106103.1
OG0009737	XP_012619610.1	XP_023602651.1
OG0009738	XP_012619631.1	XP_023600558.1
OG0009739	XP_012619661.1	XP_006103533.3
OG0009740	XP_012619682.1	XP_006103522.1
OG0009741	XP_012619713.1, XP_012619714.1	XP_006103415.1, XP_006109147.1
OG0009742	XP_012619710.1	XP_023600424.1
OG0009743	XP_012619717.1	XP_023600389.1
OG0009744	XP_020137127.1	XP_006103411.1
OG0009745	XP_012619758.1	XP_006103381.1
OG0009746	XP_012619791.2	XP_014303026.1
OG0009747	XP_012614397.1	XP_006109119.1, XP_023602213.1
OG0009748	XP_012614377.1	XP_006105425.1
OG0009749	XP_012614389.1	XP_006105427.1
OG0009750	XP_012614398.1	XP_006105423.1
OG0009751	XP_012635580.1, XP_012635579.1	XP_023599514.1
OG0009753	XP_012635594.1	XP_023607337.1
OG0009754	XP_012635644.1	XP_006085926.1
OG0009755	XP_012635658.1	XP_023607243.1
OG0009756	XP_012635672.1	XP_014302997.1
OG0009757	XP_012645608.1, XP_020137060.1	XP_023600149.1
OG0009758	XP_012591540.1	XP_023600152.1
OG0009759	XP_012591511.1	XP_006088251.1
OG0009760	XP_012645687.1	XP_023620879.1
OG0009761	XP_012591560.1	XP_006103814.1
OG0009762	XP_020136927.1	XP_023615988.1
OG0009763	XP_012640913.1	XP_006096415.1, XP_014311281.1
OG0009764	XP_020137040.1, XP_012640463.1	XP_023616005.1
OG0009765	XP_012640514.1	XP_006096392.1
OG0009766	XP_012640651.1	XP_023615976.1
OG0009767	XP_012640765.1	XP_006090441.3
OG0009768	XP_012599218.1	XP_023611079.1
OG0009769	XP_012599142.1	XP_023611080.1
OG0009770	XP_012599123.1	XP_006090452.1
OG0009772	XP_012599202.1	XP_006090478.1
OG0009773	XP_012599203.1	XP_006090477.1
OG0009774	XP_012599304.1	XP_023611031.1
OG0009775	XP_012599155.1	XP_023611042.1
OG0009776	XP_012599299.1	XP_023611073.1
OG0009777	XP_012599033.2	XP_023620248.1
OG0009778	XP_012599037.1	XP_014321771.1
OG0009779	XP_012598953.1	XP_006100927.1
OG0009780	XP_012598973.1	XP_014304554.1
OG0009781	XP_020136971.1	XP_006104990.1
OG0009782	XP_012593310.1	XP_014302651.1
OG0009783	XP_020136972.1	XP_023600697.1
OG0009784	XP_012593297.1	XP_006103711.2
OG0009785	XP_012593269.1	XP_006103727.1
OG0009786	XP_012593253.2	XP_006103742.1
OG0009787	XP_020136962.1	XP_006107264.1
OG0009788	XP_012607137.1	XP_006110201.2
OG0009789	XP_012607042.1	XP_006108325.2, XP_006109095.3, XP_006092633.2
OG0009790	XP_012607029.1	XP_006092650.1
OG0009791	XP_012607013.1	XP_014314526.1
OG0009792	XP_012607105.1	XP_023612863.1
OG0009793	XP_012607011.1	XP_006092665.1
OG0009794	XP_012607107.1	XP_006092659.1
OG0009795	XP_012607110.1	XP_006092668.1, XP_006108907.3
OG0009796	XP_012607104.1	XP_023612786.1
OG0009797	XP_012607163.1	XP_006092676.1
OG0009798	XP_012604051.1	XP_023601943.1
OG0009799	XP_012625386.1	XP_023603716.1
OG0009800	XP_012646410.1	XP_023617617.1
OG0009801	XP_012646380.1	XP_006093257.1
OG0009802	XP_012646355.1	XP_006093242.1
OG0009803	XP_012646341.1	XP_023613447.1
OG0009804	XP_012646319.1	XP_023613400.1
OG0009805	XP_012602999.1	XP_006093971.1
OG0009806	XP_012602990.1	XP_006093977.1
OG0009807	XP_012603011.1	XP_023607575.1
OG0009808	XP_012603059.1	XP_023613942.1
OG0009809	XP_012603066.1	XP_023607571.1
OG0009811	XP_012603022.1	XP_006086208.1
OG0009812	XP_012606952.1	XP_023607552.1
OG0009813	XP_012642790.1	XP_014309042.2
OG0009814	XP_020138137.1	XP_014309033.1
OG0009815	XP_012643252.1	XP_023607512.1
OG0009816	XP_012643170.1	XP_023607577.1
OG0009817	XP_012643409.1	XP_023618320.1
OG0009818	XP_012643406.1	XP_023618327.1
OG0009819	XP_012590792.1	XP_023609699.1
OG0009820	XP_020137944.1, XP_012600829.1	XP_023606565.1
OG0009821	XP_012646680.1	XP_023615076.1
OG0009822	XP_012601705.1	XP_006097455.1
OG0009823	XP_012601604.1	XP_014311759.1
OG0009824	XP_012596232.1	XP_006101128.1
OG0009827	XP_012599873.1	XP_023604648.1
OG0009829	XP_012616086.1	XP_006094930.1, XP_014310027.1
OG0009830	XP_012637111.1	XP_006089959.1
OG0009831	XP_012637101.1	XP_006089951.1
OG0009832	XP_012637094.1	XP_023610582.1
OG0009833	XP_020141062.1	XP_014311547.1
OG0009834	XP_012647070.1	XP_006089033.1
OG0009835	XP_012590860.1	XP_006089037.1
OG0009836	XP_012590913.1	XP_023609700.1
OG0009837	XP_012591522.1	XP_023610496.1
OG0009839	XP_012591624.1	XP_023610501.1
OG0009840	XP_012592125.1	XP_023610514.1
OG0009841	XP_012591887.2	XP_023610579.1
OG0009842	XP_012628025.1	XP_023609764.1
OG0009843	XP_012628035.1	XP_023609799.1
OG0009844	XP_012620504.1	XP_023609787.1
OG0009845	XP_012620545.1	XP_006088985.1
OG0009847	XP_012639350.1	XP_023619038.1
OG0009848	XP_012633952.1, XP_012639339.1	XP_006099662.1
OG0009849	XP_012639335.1	XP_006099661.1
OG0009850	XP_012600762.1	XP_023603139.1
OG0009851	XP_012600759.1	XP_023603140.1
OG0009852	XP_012606796.1	XP_006103260.1
OG0009853	XP_012606716.1	XP_023600281.1
OG0009854	XP_012606634.1	XP_006104180.2
OG0009855	XP_012606636.1	XP_023600793.1, XP_006109561.2, XP_006109156.2
OG0009856	XP_012606751.1	XP_014305831.1
OG0009857	XP_012601679.1, XP_012606733.1	XP_006106493.1
OG0009858	XP_012606769.1	XP_006105165.1
OG0009859	XP_012623139.1	XP_023617295.1
OG0009860	XP_012623178.1	XP_006097853.1
OG0009861	XP_012623182.1	XP_023617403.1
OG0009862	XP_012623211.1	XP_006097864.1
OG0009863	XP_012623231.1	XP_006081245.1
OG0009864	XP_012623250.1	XP_006097883.1
OG0009865	XP_012623275.1	XP_006097897.1
OG0009866	XP_012623281.1	XP_023617399.1
OG0009867	XP_012623332.1	XP_006097939.2
OG0009868	XP_012623379.1	XP_014316621.1
OG0009869	XP_020141111.1	XP_006095159.1
OG0009870	XP_020141115.1	XP_023615073.1
OG0009871	XP_012646683.1	XP_006095199.1
OG0009872	XP_012646697.1	XP_014316675.1
OG0009873	XP_020137670.1	XP_014308027.1
OG0009874	XP_012600816.1	XP_006085190.1
OG0009875	XP_012645775.1	XP_006109748.2
OG0009876	XP_012645770.1	XP_006085194.1
OG0009877	XP_012645769.2	XP_006085201.1
OG0009878	XP_012597596.1	XP_006085227.1
OG0009879	XP_012638017.1	XP_014313811.1
OG0009880	XP_020137945.1	XP_006091732.1
OG0009881	XP_012638014.1	XP_006091733.1
OG0009882	XP_012595899.1	XP_023602807.1, XP_023601498.1
OG0009883	XP_012595893.1	XP_023601496.1, XP_006104528.1
OG0009884	XP_012601719.1	XP_023604480.1
OG0009885	XP_012601536.1	XP_006097445.1
OG0009886	XP_012601677.1	XP_023610040.1
OG0009887	XP_012601691.1	XP_006089335.3
OG0009888	XP_012601649.1	XP_023610027.1
OG0009889	XP_012601733.1	XP_014311813.2
OG0009890	XP_012601505.1	XP_006089371.1
OG0009891	XP_012625336.1	XP_023606564.1
OG0009892	XP_012625343.1	XP_023606605.1
OG0009893	XP_012625352.1	XP_006085167.1
OG0009894	XP_020137928.1	XP_023606615.1
OG0009896	XP_012608852.1	XP_006083169.3
OG0009897	XP_012594092.1	XP_023602617.1
OG0009899	XP_012629378.1	XP_014301021.1
OG0009900	XP_012594039.1	XP_023619870.1, XP_006109546.3
OG0009901	XP_012608238.1	XP_014320979.1
OG0009902	XP_012608246.1	XP_006100150.1
OG0009903	XP_012608181.1	XP_006100156.1
OG0009904	XP_012608072.1	XP_006100112.1
OG0009905	XP_012608293.1	XP_006100102.2
OG0009906	XP_012611516.1	XP_023599442.1
OG0009907	XP_020141442.1	XP_014323108.1
OG0009908	XP_012611468.1	XP_023603871.1, XP_023599433.1
OG0009909	XP_012611476.1	XP_006102303.1
OG0009910	XP_012611477.1, XP_012611478.1	XP_023599441.1
OG0009911	XP_012611491.2	XP_006102346.1
OG0009912	XP_012628899.1	XP_006085909.1
OG0009913	XP_012628889.1	XP_006085946.3
OG0009914	XP_012591959.1	XP_014308802.1
OG0009915	XP_012622494.1	XP_023607262.1
OG0009916	XP_012622495.1	XP_023607264.1
OG0009917	XP_012622508.1	XP_006085876.1
OG0009918	XP_012622518.1	XP_014320287.1
OG0009919	XP_012638235.1	XP_006090798.1
OG0009920	XP_012613366.1	XP_023608823.1
OG0009921	XP_012613371.1	XP_006087868.1
OG0009922	XP_012613424.1	XP_006100308.1
OG0009923	XP_012613349.1	XP_006100305.1
OG0009924	XP_012613346.1	XP_023619625.1
OG0009925	XP_012613406.1	XP_006097040.1
OG0009926	XP_012613491.1	XP_006097016.1
OG0009928	XP_012641056.1	XP_023619190.1
OG0009929	XP_012641058.1	XP_006099843.1
OG0009930	XP_012641067.1	XP_006099837.1
OG0009931	XP_012641137.1	XP_006096109.1
OG0009932	XP_020141347.1	XP_023615675.1
OG0009933	XP_012633129.1	XP_023599686.1
OG0009934	XP_012633192.2	XP_006091028.1
OG0009935	XP_020141309.1	XP_006091045.1
OG0009936	XP_020141297.1	XP_006091100.1
OG0009937	XP_012611574.1	XP_014313254.2
OG0009938	XP_012596595.1	XP_006097658.1
OG0009939	XP_012596681.1	XP_023617107.1
OG0009940	XP_012597268.1	XP_023617104.1
OG0009941	XP_012597409.1	XP_006098507.1
OG0009942	XP_020141271.1	XP_023617949.1
OG0009943	XP_012597473.1	XP_006098505.1, XP_006108618.1
OG0009944	XP_012597562.1	XP_006098500.1
OG0009945	XP_012597568.1	XP_006109704.2
OG0009946	XP_012597718.1	XP_014319549.1
OG0009947	XP_012598003.1	XP_023617951.1
OG0009948	XP_012598119.1	XP_014309693.1
OG0009949	XP_012598350.1	XP_006087014.2
OG0009950	XP_012598371.1	XP_006087011.1
OG0009951	XP_012598559.1	XP_006087020.1
OG0009952	XP_012598636.1	XP_006087023.1
OG0009953	XP_012612266.1	XP_023608262.1
OG0009954	XP_012629452.1	XP_006087044.1
OG0009955	XP_012629448.1	XP_006087046.1
OG0009956	XP_012629444.1	XP_023608285.1
OG0009957	XP_012594043.1	XP_014318097.1, XP_006110166.1
OG0009958	XP_012594057.1	XP_006100570.1
OG0009959	XP_012594045.2	XP_023604016.1
OG0009960	XP_012646502.1	XP_014319403.1
OG0009961	XP_020141214.1	XP_006098348.1
OG0009962	XP_020141700.1	XP_023600384.1, XP_014321448.1
OG0009963	XP_012601803.1	XP_014305499.2
OG0009964	XP_012601922.1	XP_023604184.1
OG0009967	XP_012601902.1	XP_014305957.2
OG0009968	XP_012601817.1	XP_006104871.1
OG0009969	XP_012612235.1	XP_023616766.1
OG0009970	XP_012645186.1	XP_014302935.1
OG0009971	XP_012645218.1	XP_023599975.1
OG0009972	XP_012597211.1	XP_006107194.1
OG0009973	XP_012637545.1	XP_006109217.1
OG0009974	XP_012632754.1	XP_014306323.1
OG0009975	XP_012644903.1	XP_023604522.1
OG0009976	XP_012634320.1	XP_023603677.1
OG0009977	XP_012634156.1	XP_006108694.3
OG0009978	XP_012621220.1	XP_006094995.1, XP_014316490.1
OG0009981	XP_012632744.1	XP_006107226.1
OG0009982	XP_020136756.1	XP_006106694.2
OG0009983	XP_012644853.1	XP_006110146.1
OG0009984	XP_020136739.1	XP_023599498.1
OG0009985	XP_012644919.1	XP_023604518.1
OG0009986	XP_012611743.1	XP_023604880.1
OG0009988	XP_012634370.1	XP_006107070.1
OG0009989	XP_012634302.1	XP_006109954.1
OG0009990	XP_012634289.1	XP_014301356.1
OG0009991	XP_012634274.1	XP_006103499.1
OG0009992	XP_012634264.1	XP_006103494.1
OG0009993	XP_012634233.1	XP_014306611.2, XP_006103478.2
OG0009994	XP_012634209.1	XP_014301370.1
OG0009995	XP_012634207.1	XP_023600507.1
OG0009996	XP_012634205.1	XP_006108693.1
OG0009999	XP_012611607.1	XP_023614845.1
OG0010000	XP_012611610.1	XP_023614819.1
OG0010001	XP_012602756.1	XP_006092497.1
OG0010002	XP_012602927.1	XP_006092510.1
OG0010003	XP_012602721.1	XP_006092213.1
OG0010004	XP_012602745.1	XP_014314170.1
OG0010005	XP_012602714.1	XP_023612507.1
OG0010007	XP_012602772.1	XP_014314179.1
OG0010008	XP_012602831.1	XP_006092238.1
OG0010009	XP_012602844.1	XP_006092241.1
OG0010011	XP_012642198.1	XP_006107876.1
OG0010012	XP_012642186.1	XP_006092516.1
OG0010013	XP_020136570.1	XP_006092518.1
OG0010014	XP_012642150.1	XP_006092333.1
OG0010015	XP_012642147.1	XP_014314265.1
OG0010016	XP_012642144.1	XP_006092343.1
OG0010017	XP_012642098.1	XP_023612617.1
OG0010018	XP_012642114.1	XP_006092356.1
OG0010019	XP_012642093.1	XP_006092358.1
OG0010020	XP_012598684.1	XP_006092386.1
OG0010022	XP_012598706.1	XP_023612655.1
OG0010023	XP_012598623.1	XP_023612739.1
OG0010024	XP_012598638.1	XP_014314258.1
OG0010025	XP_012598653.1	XP_023612672.1
OG0010026	XP_012598655.1	XP_006092419.1
OG0010027	XP_012598733.1	XP_006092446.1
OG0010028	XP_012598695.1	XP_006092526.1
OG0010029	XP_012621206.1	XP_006092471.2
OG0010030	XP_012621208.1	XP_006092472.1
OG0010031	XP_012621209.1	XP_023612741.1
OG0010032	XP_012621231.1	XP_006094997.1
OG0010033	XP_012621289.1	XP_006100886.1
OG0010034	XP_012621314.1	XP_023620149.1
OG0010035	XP_012621320.1	XP_023620134.1
OG0010036	XP_012621373.1	XP_006100831.1
OG0010037	XP_012621386.1	XP_014305826.2
OG0010039	XP_020136499.1	XP_006098963.2
OG0010040	XP_020136524.1	XP_023618372.1
OG0010041	XP_012621419.1	XP_006098968.2
OG0010042	XP_012621430.1	XP_014319965.1
OG0010043	XP_012621444.1	XP_014319966.1
OG0010044	XP_012621435.1	XP_006098971.1
OG0010045	XP_012621492.1	XP_023618365.1
OG0010046	XP_012621496.1	XP_014319977.2
OG0010047	XP_012645140.1	XP_006098995.1, XP_023618380.1
OG0010048	XP_012645153.1	XP_023618378.1
OG0010049	XP_012645178.1	XP_006099011.1
OG0010050	XP_012645192.1	XP_006105325.1
OG0010051	XP_020136671.1	XP_006102911.1
OG0010052	XP_012621724.1	XP_006095638.1
OG0010053	XP_012602214.1	XP_023615366.1
OG0010054	XP_012604031.1	XP_006095654.1
OG0010055	XP_012617680.1	XP_023615375.1
OG0010056	XP_012618624.1	XP_023615368.1
OG0010057	XP_012627775.1	XP_014314157.2
OG0010058	XP_012628456.1	XP_023612591.1
OG0010059	XP_012631852.1	XP_014314162.2
OG0010060	XP_012635436.1	XP_006092313.1
OG0010061	XP_012596412.1	XP_006104015.1, XP_014306385.1
OG0010062	XP_012638085.1	XP_006101968.2
OG0010064	XP_012644526.1	XP_014322817.1, XP_023605210.1
OG0010065	XP_012591015.1	XP_014320808.2
OG0010066	XP_012593827.1	XP_014322915.1
OG0010067	XP_012594264.1	XP_023599277.1, XP_014316566.1
OG0010068	XP_012594619.1	XP_023615274.1
OG0010069	XP_020136527.1	XP_023615333.1
OG0010071	XP_012596025.1	XP_014317059.1
OG0010072	XP_012596026.1	XP_014317063.1
OG0010073	XP_012596034.2	XP_006095590.1
OG0010074	XP_012596035.1	XP_023615241.1
OG0010075	XP_012596181.1	XP_006095603.2
OG0010076	XP_012596275.1	XP_006099255.1
OG0010077	XP_020136433.1	XP_023618596.1
OG0010078	XP_012596243.1	XP_006099240.1
OG0010079	XP_020136421.1	XP_014320197.1
OG0010080	XP_012596097.1	XP_006099235.1
OG0010081	XP_020136451.1	XP_023618571.1
OG0010082	XP_012634765.1	XP_006105195.1
OG0010083	XP_020136427.1	XP_006105208.1
OG0010084	XP_020136809.1	XP_023603461.1
OG0010088	XP_012637485.1	XP_023604297.1
OG0010089	XP_012637531.1	XP_014306693.1, XP_006107689.2
OG0010091	XP_012637570.1	XP_006108463.1
OG0010092	XP_012599515.1	XP_014306447.1, XP_006104472.1, XP_006104478.1
OG0010093	XP_012599597.1, XP_012599598.1	XP_023601454.1
OG0010094	XP_012599558.1	XP_023604814.1
OG0010095	XP_012599581.1	XP_006104461.1
OG0010096	XP_012599596.1, XP_012604702.1	XP_023602498.1
OG0010098	XP_012609963.1	XP_006109831.1
OG0010099	XP_012609976.2	XP_023603849.1
OG0010100	XP_012627685.1, XP_020140497.1	XP_023601716.1
OG0010101	XP_012627683.1	XP_006104834.1
OG0010102	XP_012627603.1	XP_006103209.1
OG0010103	XP_012627500.1	XP_006082249.1, XP_006102138.1
OG0010104	XP_012627449.1	XP_023599287.1
OG0010105	XP_012627419.1	XP_006102159.2
OG0010107	XP_012627388.2	XP_023615906.1
OG0010108	XP_012627325.1	XP_014317689.1
OG0010109	XP_012627320.1	XP_023615904.1
OG0010110	XP_012627302.2	XP_023615903.1
OG0010111	XP_012627304.1	XP_023615871.1
OG0010112	XP_012627237.1	XP_006091187.1
OG0010113	XP_012611657.2	XP_014305880.1
OG0010114	XP_020136663.1	XP_023600536.1
OG0010115	XP_012593117.1	XP_023617845.1
OG0010117	XP_012637863.1	XP_006096927.1
OG0010118	XP_012644173.1	XP_006095536.1
OG0010119	XP_012606494.1, XP_012623892.1	XP_023618548.1
OG0010120	XP_012608507.1	XP_006093739.1
OG0010121	XP_012608831.1	XP_006093721.1, XP_014315451.1
OG0010122	XP_012608930.1	XP_006093757.1
OG0010123	XP_012609221.1	XP_006093708.1
OG0010124	XP_012609238.1	XP_006093709.1
OG0010125	XP_012609429.1	XP_023613797.1
OG0010126	XP_012632486.1	XP_023613709.1
OG0010127	XP_012632546.1	XP_006093629.1
OG0010128	XP_012632556.1	XP_006093612.1
OG0010129	XP_020143107.1	XP_023613731.1
OG0010130	XP_012632599.1	XP_006093600.1
OG0010131	XP_012637829.1	XP_014318215.1, XP_006108703.1
OG0010132	XP_012637834.1	XP_006096911.1
OG0010133	XP_012637844.1	XP_023616433.1
OG0010134	XP_020143118.1	XP_014318209.1, XP_006109574.2
OG0010135	XP_020143126.1	XP_023616437.1
OG0010136	XP_012637868.1	XP_014319082.1, XP_023617422.1
OG0010137	XP_020143133.1, XP_012637880.1	XP_006097955.1
OG0010138	XP_012594299.1	XP_006095519.1
OG0010139	XP_012594300.1	XP_006095518.1
OG0010140	XP_020143564.1	XP_023603703.1
OG0010141	XP_020143307.1	XP_023602984.1
OG0010142	XP_012644982.1	XP_023603750.1
OG0010144	XP_012645006.1	XP_023604468.1
OG0010145	XP_012612503.1	XP_006109073.3
OG0010147	XP_012613128.2	XP_023603391.1
OG0010148	XP_020143402.1, XP_020143401.1	XP_006108071.2
OG0010149	XP_012597175.1	XP_023602822.1
OG0010150	XP_012597252.1	XP_006107644.1
OG0010151	XP_012597098.1	XP_023618023.1
OG0010152	XP_020143303.1	XP_006109860.1, XP_023604844.1
OG0010153	XP_012597352.1	XP_014319623.1
OG0010154	XP_012597237.1	XP_006098595.1
OG0010155	XP_012597234.1	XP_023618039.1
OG0010156	XP_012597221.1	XP_006098598.1
OG0010157	XP_012597216.1	XP_006098599.1
OG0010158	XP_012597117.1	XP_006098607.1
OG0010159	XP_012597131.1	XP_006098614.1
OG0010160	XP_012597141.1	XP_006105714.1
OG0010161	XP_012597142.1	XP_014303242.2
OG0010162	XP_012597373.1	XP_014304305.1
OG0010163	XP_012597197.1	XP_023603638.1
OG0010164	XP_012597205.1	XP_023599551.1
OG0010165	XP_012597300.1	XP_023599557.1, XP_006102476.1
OG0010166	XP_012597351.1	XP_023599548.1
OG0010167	XP_012597280.1	XP_006102468.1
OG0010168	XP_012642637.1	XP_006102459.1, XP_006109212.2
OG0010169	XP_012642626.2	XP_023599544.1
OG0010170	XP_012642623.1	XP_006102453.3
OG0010171	XP_012594302.1	XP_023612976.1
OG0010172	XP_012642551.1	XP_023613039.1, XP_006092768.1
OG0010173	XP_012628249.1	XP_014314632.1
OG0010174	XP_012628225.1	XP_023612974.1
OG0010175	XP_012628208.1	XP_006092799.1
OG0010176	XP_012628203.1	XP_014314650.1
OG0010177	XP_012593065.1	XP_023607144.1
OG0010178	XP_012593084.1	XP_006085807.2
OG0010179	XP_012593096.1	XP_006103059.1
OG0010180	XP_012595979.1	XP_006100754.1
OG0010181	XP_012642486.1	XP_023617239.1
OG0010182	XP_012642405.1	XP_006102856.1
OG0010183	XP_012642400.1	XP_006102861.1
OG0010184	XP_012642366.1	XP_014323597.1
OG0010185	XP_012611765.1	XP_006083478.1
OG0010186	XP_012611879.1	XP_014303258.1
OG0010187	XP_012611837.1	XP_023603066.1
OG0010188	XP_012611295.2	XP_023601870.1
OG0010189	XP_012611164.1	XP_023602769.1
OG0010190	XP_012611062.1	XP_023601851.1
OG0010191	XP_012610889.1	XP_006083429.1
