Orthogroup	Mesocricetus_auratus	Myotis_lucifugus
OG0006887	XP_040595045.1	XP_023599051.1, XP_014311511.1
OG0006888	XP_005083406.1	XP_006093344.1, XP_023599072.1
OG0006889	XP_012981601.1	XP_006094701.3
OG0006890	XP_005064864.1	XP_006109994.1
OG0006891	XP_005074125.1	XP_006094582.1
OG0006892	XP_005087325.1	XP_006094611.1
OG0006893	XP_012978316.2	XP_006094847.1
OG0006894	XP_005084090.1	XP_023613058.1
OG0006895	XP_040591187.1	XP_006092929.1
OG0006896	XP_005085423.1	XP_023613133.1
OG0006898	XP_021085148.1	XP_006098527.1, XP_014312986.1, XP_014308998.1
OG0006899	XP_005073999.1	XP_006091129.1
OG0006900	XP_012971706.1	XP_006091127.1
OG0006901	XP_021085131.1	XP_023611692.1
OG0006902	XP_005074025.1	XP_023613185.1
OG0006903	XP_012971796.1	XP_006094576.1
OG0006904	XP_005087776.1	XP_023613899.1
OG0006907	XP_005084100.1, XP_040591200.1	XP_006092858.1
OG0006908	XP_005067418.1	XP_023616617.1
OG0006909	XP_012969520.1	XP_023604874.1
OG0006910	XP_040608411.1	XP_006096430.1
OG0006911	XP_005070376.1	XP_014309001.2
OG0006912	XP_040604092.1, XP_005070370.1	XP_006086102.1
OG0006913	XP_040599241.1	XP_023619956.1
OG0006914	XP_040596527.1	XP_006101519.1
OG0006915	XP_005068177.2	XP_023606101.1
OG0006916	XP_005077409.1	XP_023608233.1
OG0006917	XP_040589517.1	XP_014309692.1
OG0006918	XP_040589325.1	XP_023599262.1, XP_014306292.2, XP_023604534.1
OG0006919	XP_005082679.1	XP_006102103.1
OG0006920	XP_021089037.1, XP_040595786.1	XP_014311299.1
OG0006921	XP_012974442.2	XP_023618673.1, XP_014320269.1
OG0006922	XP_012977642.1	XP_006100676.1
OG0006923	XP_005075055.1	XP_006097161.1
OG0006924	XP_005082401.1	XP_006099818.1
OG0006925	XP_040596069.1	XP_023619169.1
OG0006926	XP_040596070.1, XP_021089911.1	XP_006099815.1
OG0006927	XP_005082373.1	XP_014323142.2
OG0006929	XP_012974275.1	XP_006083737.1, XP_014306129.1
OG0006930	XP_005074890.1	XP_006083763.1
OG0006931	XP_040596299.1	XP_023605335.1
OG0006932	XP_012970282.1	XP_014306895.1
OG0006933	XP_040610335.1	XP_006088724.1
OG0006934	XP_021087389.1	XP_006090385.1
OG0006935	XP_040602470.1	XP_014312058.1
OG0006936	XP_005085026.1	XP_006091406.1, XP_023611948.1
OG0006937	XP_040602331.1	XP_023608983.1
OG0006939	XP_005068708.1, XP_040602264.1	XP_006096484.1
OG0006941	XP_005068539.1	XP_006096467.1
OG0006942	XP_005068691.1	XP_006096465.1
OG0006943	XP_012967812.1	XP_006096451.1
OG0006944	XP_012967829.1	XP_023616056.1
OG0006945	XP_040602401.1	XP_023610107.1
OG0006946	XP_040602431.1	XP_006089452.1
OG0006947	XP_040602445.1	XP_006089459.1
OG0006948	XP_040602460.1, XP_040602459.1	XP_023610133.1
OG0006949	XP_040602471.1, XP_005086136.1	XP_006089630.1
OG0006950	XP_040588860.1	XP_006089491.1
OG0006951	XP_040589006.1	XP_006089508.1
OG0006952	XP_005084677.1	XP_006089530.1
OG0006953	XP_040588579.1	XP_006089541.1
OG0006954	XP_040588999.1	XP_023610262.1
OG0006955	XP_005084663.1	XP_006089572.1
OG0006956	XP_040588880.1	XP_006089579.1
OG0006957	XP_040588645.1	XP_023610264.1
OG0006958	XP_012979545.1	XP_006089586.1
OG0006959	XP_005082713.1	XP_023599237.1
OG0006960	XP_005082711.2	XP_023599241.1, XP_014306677.2
OG0006961	XP_012977933.1	XP_006085230.1
OG0006962	XP_005082703.1	XP_006085241.1
OG0006963	XP_040588841.1	XP_023606573.1, XP_023612037.1
OG0006964	XP_040588775.1	XP_023612036.1
OG0006965	XP_005085060.1	XP_023612021.1, XP_006091481.1
OG0006966	XP_040589035.1	XP_006091478.1
OG0006967	XP_040588960.1	XP_023611995.1
OG0006969	XP_040588687.1	XP_023611949.1
OG0006970	XP_040588684.1	XP_023617493.1
OG0006971	XP_021085394.1	XP_023617523.1
OG0006972	XP_005074481.1	XP_023617516.1
OG0006973	XP_005074514.1	XP_006099158.1
OG0006974	XP_005074511.1	XP_014320133.1
OG0006975	XP_005074528.1	XP_006095480.1
OG0006976	XP_005074539.1	XP_023615191.1, XP_023615192.1
OG0006977	XP_005074654.1	XP_023601283.1
OG0006978	XP_005074470.1	XP_023612027.1, XP_023604912.1
OG0006980	XP_005075303.3	XP_023608881.1
OG0006981	XP_040590270.1	XP_006100785.1
OG0006982	XP_040610365.1	XP_014308503.1
OG0006983	XP_005077521.1	XP_006085619.1
OG0006985	XP_040596490.1	XP_006092171.1
OG0006986	XP_021085859.1	XP_023606884.1
OG0006987	XP_005075219.1	XP_006081952.1
OG0006988	XP_005075209.1	XP_006081957.1, XP_023609266.1
OG0006989	XP_005075331.1	XP_023608826.1
OG0006990	XP_040596549.1	XP_006082007.1
OG0006991	XP_021085862.1	XP_023614871.1
OG0006992	XP_040594152.1	XP_023614887.1
OG0006993	XP_040593409.1	XP_014321654.1
OG0006994	XP_005071068.1	XP_006100794.1
OG0006995	XP_005071036.1	XP_014323788.1
OG0006996	XP_040609032.1	XP_006082712.1
OG0006997	XP_012977567.1	XP_014322434.1, XP_006083049.1
OG0006998	XP_040608912.1	XP_023599933.1
OG0006999	XP_005077248.1	XP_023599157.1
OG0007000	XP_005083219.1	XP_006083673.1
OG0007001	XP_005070795.2	XP_014301637.2
OG0007002	XP_040587340.1	XP_006103895.1
OG0007003	XP_040587478.1	XP_023601847.1, XP_006094945.1
OG0007004	XP_040587013.1	XP_006099081.1
OG0007005	XP_040587634.1, XP_040587633.1	XP_006099094.1
OG0007006	XP_021088005.1	XP_014319374.1, XP_006109239.1
OG0007007	XP_040587121.1	XP_006096623.2
OG0007008	XP_040587461.1	XP_023616180.1
OG0007009	XP_005079006.1	XP_023616175.1
OG0007010	XP_040587495.1	XP_006098376.1
OG0007012	XP_005077584.1	XP_006106906.1
OG0007013	XP_005077578.1	XP_006107520.1
OG0007015	XP_005077609.1	XP_014320507.2
OG0007016	XP_005077610.1	XP_006099584.1
OG0007017	XP_005077616.2	XP_023618989.1
OG0007018	XP_040601556.1	XP_014301230.1
OG0007019	XP_040601520.1	XP_023600761.1
OG0007020	XP_012965832.1	XP_006096691.1
OG0007021	XP_005067359.1	XP_006095789.1
OG0007022	XP_040608846.1, XP_012973887.1	XP_023612503.1
OG0007023	XP_005084154.2	XP_023615723.1
OG0007024	XP_012979077.1	XP_014317527.1
OG0007025	XP_012979080.3	XP_023615717.1
OG0007026	XP_040595187.1	XP_023605734.1
OG0007027	XP_040593146.1	XP_006084240.1
OG0007028	XP_005087188.2	XP_006084297.2
OG0007029	XP_005072946.1	XP_006084337.1
OG0007030	XP_005072966.2	XP_006090738.1
OG0007031	XP_005072972.1	XP_023611296.1
OG0007032	XP_040599550.1	XP_023600118.1
OG0007033	XP_005067184.1	XP_023605262.1, XP_014309560.1
OG0007034	XP_005067190.1, XP_021081137.1	XP_006086793.1
OG0007035	XP_040609858.1	XP_014309557.2
OG0007036	XP_040609851.1	XP_006086783.1
OG0007037	XP_021081144.1	XP_014313635.1
OG0007038	XP_005067288.1	XP_006091604.1
OG0007039	XP_005067294.1	XP_006091612.1
OG0007040	XP_012966740.1	XP_014317214.1
OG0007041	XP_005067385.1	XP_006095816.1
OG0007042	XP_040609639.1	XP_006095860.1
OG0007043	XP_005066108.1	XP_023607064.1
OG0007044	XP_005066125.2	XP_006092206.1
OG0007045	XP_040595080.1	XP_023620473.1
OG0007046	XP_005063668.2	XP_006090060.1
OG0007047	XP_012973526.1	XP_014312412.1
OG0007048	XP_005063653.2	XP_006090031.1
OG0007049	XP_005063627.1	XP_006090010.1
OG0007050	XP_005063621.1	XP_014312372.2, XP_006109186.1
OG0007051	XP_040599770.1, XP_040599777.1, XP_040599772.1	XP_014322597.1
OG0007052	XP_005063562.1	XP_023615583.1
OG0007053	XP_040599155.1	XP_006095996.1
OG0007054	XP_005063538.1, XP_040599187.1	XP_014317410.1
OG0007055	XP_040598638.1	XP_006088192.1
OG0007056	XP_021082708.1, XP_005063194.1	XP_023609138.1
OG0007057	XP_040598135.1, XP_005085395.1	XP_023609100.1
OG0007058	XP_040598071.1	XP_023609165.1
OG0007059	XP_005064366.1	XP_006107346.2
OG0007061	XP_040588182.1	XP_006096020.1
OG0007062	XP_040597405.1	XP_023606670.1
OG0007063	XP_040597401.1	XP_006085370.1
OG0007064	XP_005066275.1	XP_023611247.1, XP_006090683.1
OG0007065	XP_040603021.1, XP_021080905.1	XP_023611198.1
OG0007066	XP_005066761.1	XP_006109125.3, XP_006086421.1
OG0007067	XP_012966341.1	XP_006102196.1, XP_023599331.1
OG0007068	XP_012966423.1	XP_014315182.1
OG0007069	XP_021080536.2	XP_006102254.3, XP_014303015.2
OG0007071	XP_040597343.1	XP_006109909.2, XP_023602026.1, XP_014306734.1, XP_014308856.1
OG0007072	XP_040601946.1	XP_006087545.1, XP_006087543.1
OG0007073	XP_005064777.1	XP_023613368.1
OG0007074	XP_005068589.1	XP_006109705.1
OG0007075	XP_040602116.1	XP_023602309.1
OG0007076	XP_005068519.1	XP_006086034.1
OG0007077	XP_021082488.1	XP_006086022.1
OG0007078	XP_005073792.1	XP_006085994.1
OG0007079	XP_005073799.1	XP_006085985.1
OG0007080	XP_040595581.1, XP_040595582.1	XP_006085978.1
OG0007081	XP_040596175.1, XP_005075522.1	XP_006085964.1, XP_023611649.1
OG0007082	XP_005075533.1, XP_012972923.1	XP_006104743.1
OG0007083	XP_040596178.1	XP_006104734.1
OG0007084	XP_012972881.2	XP_014318762.1
OG0007085	XP_005075576.1	XP_014315275.1
OG0007086	XP_005075586.1	XP_006093461.1
OG0007087	XP_005075600.1	XP_006093453.1
OG0007088	XP_012968476.1	XP_006087896.1
OG0007089	NP_001268569.1, XP_040585612.1	XP_006087923.1
OG0007090	XP_005069660.1	XP_006087924.2
OG0007091	XP_005069641.1	XP_023608905.1
OG0007092	XP_012968258.1	XP_006087965.1
OG0007094	XP_040606297.1	XP_006093772.1
OG0007095	XP_040606529.1	XP_023620361.1
OG0007096	XP_005068268.1	XP_014318342.1
OG0007097	XP_040606501.1	XP_006097072.1
OG0007098	XP_005073881.1	XP_023604810.1
OG0007099	XP_040606417.1, XP_040606416.1	XP_014302135.1
OG0007100	XP_040606409.1	XP_023601372.1
OG0007102	XP_005073858.2	XP_006101916.1
OG0007103	XP_040606332.1	XP_014322432.1, XP_023600966.1
OG0007104	XP_021083152.1	XP_014303069.1
OG0007105	XP_040588373.1, XP_040588372.1	XP_006105474.1
OG0007106	XP_040588095.1	XP_023619343.1
OG0007107	XP_040588434.1	XP_023619298.1
OG0007108	XP_021083112.2, NP_001268478.1	XP_023601736.1
OG0007109	XP_005073922.1	XP_014317414.1, XP_023611120.1
OG0007110	XP_021090213.1	XP_023601750.1, XP_023620615.1
OG0007111	XP_040607729.1, XP_012978061.1	XP_014322181.1
OG0007112	XP_005082873.1	XP_006101443.1
OG0007113	XP_040607710.1	XP_006096655.1
OG0007114	XP_040607654.1	XP_014321206.1
OG0007115	XP_005076113.1	XP_014307572.1
OG0007116	XP_005076109.1	XP_006084676.1
OG0007117	XP_005076427.1	XP_023606060.1
OG0007118	XP_040603456.1	XP_006084631.1
OG0007119	XP_040603452.1	XP_006084627.1
OG0007120	XP_040603397.1	XP_023606071.1
OG0007121	XP_040603364.1	XP_023603144.1
OG0007122	XP_005068207.1	XP_006103563.1
OG0007123	XP_021083699.2	XP_023613073.1
OG0007124	XP_005076817.1	XP_023611123.1
OG0007126	XP_040606554.1	XP_006094752.1
OG0007127	XP_040606584.1	XP_023617859.1, XP_023604619.1
OG0007128	XP_040606630.1	XP_006098422.2
OG0007129	XP_021085573.1	XP_014316135.1
OG0007130	XP_005074800.1	XP_006096893.1
OG0007131	XP_021085531.2	XP_023616422.1
OG0007132	XP_040606749.1, XP_005071543.1	XP_006090965.1
OG0007133	XP_005071550.1	XP_006090971.1
OG0007134	XP_005071577.1	XP_006091004.1
OG0007135	XP_040606787.1	XP_023613124.1, XP_006107721.1, XP_023613072.1
OG0007136	XP_040606831.1	XP_014314723.1
OG0007137	XP_040606843.1	XP_023613065.1
OG0007138	XP_040606261.1	XP_006084836.1
OG0007139	XP_040613632.1, XP_040613633.1	XP_006095450.1
OG0007140	XP_040610456.1, XP_040610457.1	XP_006084958.1
OG0007141	XP_040607029.1	XP_023606394.1
OG0007142	XP_005071690.1	XP_023606382.1
OG0007143	XP_040606987.1	XP_023606271.1, XP_006109404.1
OG0007144	XP_005071674.1	XP_006084876.1
OG0007145	XP_040608588.1	XP_023599769.1
OG0007146	XP_040610517.1	XP_014304848.1
OG0007147	XP_040610530.1	XP_023609653.1, XP_014306157.2
OG0007148	XP_012966034.1	XP_023607132.1, XP_006085780.1
OG0007149	XP_005066453.1	XP_023607151.1
OG0007150	XP_040611766.1	XP_023618798.1
OG0007151	NP_001297502.1, XP_040611161.1	XP_014314822.1
OG0007152	XP_040612133.1	XP_023602431.1, XP_014306189.2, XP_014303284.2, XP_023602432.1
OG0007153	XP_040607430.1	XP_014320059.1
OG0007154	XP_040611801.1	XP_023613161.1
OG0007155	XP_040601499.1	XP_014323594.1
OG0007156	XP_005069055.1	XP_006083285.1, XP_006109165.2
OG0007157	XP_012968098.1	XP_006083276.1
OG0007158	NP_001297504.1, XP_040600777.1	XP_006083271.1
OG0007159	XP_005065237.1	XP_023599353.1
OG0007160	XP_040601524.1	XP_023599255.1
OG0007161	XP_040601590.1	XP_023599196.1
OG0007162	XP_005065168.1	XP_006083092.1
OG0007163	XP_021089649.1	XP_014322418.1
OG0007164	XP_040609598.1	XP_023618849.1, XP_014305752.1
OG0007165	XP_005080973.1	XP_023618867.1
OG0007166	XP_040609541.1	XP_023615658.1
OG0007167	XP_012969108.1	XP_014317151.1
OG0007168	XP_005070622.1	XP_006082515.1
OG0007169	XP_040609177.1	XP_006082636.1
OG0007171	XP_040593477.1, XP_005073426.1	XP_006109003.1, XP_014318248.2
OG0007172	XP_040594840.1	XP_006094895.2
OG0007173	XP_040594087.1	XP_006094905.1
OG0007174	XP_005079906.1	XP_023614744.1
OG0007175	XP_005082491.2	XP_006094367.1, XP_023600854.1
OG0007176	XP_005087822.1	XP_023600367.1
OG0007178	XP_005082494.1	XP_006094371.1
OG0007179	XP_012979940.1	XP_006097290.3
OG0007180	XP_012981367.2	XP_006096211.1
OG0007181	XP_021079377.1	XP_006082262.1
OG0007184	XP_005074225.1	XP_023600775.1
OG0007185	XP_012971846.1	XP_014311215.1
OG0007186	XP_021087416.2	XP_006085684.1
OG0007187	XP_005087905.1	XP_006085694.1
OG0007188	XP_040586294.1, XP_005080627.1	XP_006090618.1
OG0007189	XP_005080618.1	XP_006090620.1, XP_014312904.1
OG0007190	XP_040589671.1	XP_014312908.2
OG0007191	XP_012980428.1	XP_006097193.1
OG0007192	XP_005085183.1	XP_006097231.1
OG0007193	XP_040589657.1	XP_006097250.1
OG0007194	XP_040589631.1	XP_014318501.1
OG0007197	XP_040600169.1	XP_023620380.1
OG0007198	XP_040600178.1	XP_014321330.1
OG0007199	NP_001268498.1	XP_023605505.1, XP_023605503.1, XP_006090743.1, XP_023620827.1
OG0007200	XP_005072553.1	XP_006084746.1
OG0007201	XP_012970687.2	XP_023606207.1
OG0007202	XP_040600317.1	XP_006084737.1
OG0007204	XP_005076778.1	XP_014315405.1
OG0007205	XP_005076756.1	XP_006082337.1
OG0007206	XP_005082545.1	XP_023614363.1
OG0007207	XP_012981323.1	XP_006087764.1
OG0007208	XP_005077054.1	XP_006087761.1
OG0007209	XP_005070335.2	XP_014310362.2
OG0007210	XP_012981304.1, NP_001268286.1	XP_006087734.1
OG0007211	XP_040600721.1	XP_006087837.1
OG0007213	XP_005065780.1	XP_023606025.1, XP_023606026.1, XP_023606027.1, XP_014307401.1, XP_023606024.1, XP_006109400.1
OG0007214	XP_005080454.1	XP_006106268.1
OG0007216	XP_005074135.1	XP_014316177.2, XP_014306260.1
OG0007217	XP_040610210.1, XP_040610585.1	XP_006101363.1, XP_006101382.1
OG0007218	XP_040606696.1, XP_040606698.1	XP_023614468.1
OG0007223	XP_012974176.1	XP_023603980.1
OG0007229	XP_012974238.1	XP_023604627.1
OG0007232	XP_005076374.1	XP_006099525.1
OG0007233	XP_005074557.1	XP_023600741.1
OG0007234	XP_005081511.2	XP_014309920.1
OG0007235	XP_005075184.1	XP_006091147.1
OG0007237	XP_040589333.1	XP_006101728.1
OG0007238	XP_005070707.1	XP_023618985.1
OG0007239	XP_012979845.1	XP_023612029.1
OG0007240	XP_005078832.1	XP_006102759.1
OG0007241	XP_005066065.1	XP_023605748.1, XP_014307114.1
OG0007242	XP_005079722.1	XP_006088703.1
OG0007243	XP_040608155.1	XP_023615078.1
OG0007244	XP_040601386.1	XP_006083274.1
OG0007245	XP_005078035.1	XP_006090208.1
OG0007246	XP_005078128.1	XP_006090548.1
OG0007247	XP_005079917.1	XP_006094927.1
OG0007248	XP_005078274.1	XP_014318288.1
OG0007249	XP_012979687.1	XP_023601492.1
OG0007250	XP_005069552.1	XP_023613688.1
OG0007251	XP_005066967.1	XP_006091554.1
OG0007253	XP_005064924.1	XP_023600738.1
OG0007254	XP_040587337.1	XP_006088271.1
OG0007255	XP_005063745.2	XP_006096694.1
OG0007257	XP_005085005.1	XP_006096067.1
OG0007260	XP_005080579.1	XP_006099325.1
OG0007261	XP_005085078.1	XP_014313586.1, XP_006091459.1
OG0007262	XP_040598993.1, XP_005080570.1	XP_006085882.1
OG0007263	XP_005080191.1	XP_006097878.1
OG0007264	XP_012966077.1	XP_006097783.1, XP_006105269.1
OG0007265	XP_040598603.1	XP_006087033.1
OG0007266	NP_001268296.1	XP_023610943.1
OG0007267	XP_005077157.1	XP_006103701.1
OG0007268	NP_001268600.1, XP_021082817.1	XP_023620598.1
OG0007269	XP_012971181.1	XP_006089268.1
OG0007270	NP_001268768.1, XP_012969560.1	XP_023613880.1
OG0007271	XP_005085603.1	XP_006082133.1
OG0007272	XP_040607871.1	XP_006098160.1
OG0007273	XP_040589347.1	XP_006108528.3, XP_023604287.1
OG0007274	XP_012966217.2	XP_023607591.1
OG0007275	XP_040610058.1	XP_006105710.1
OG0007276	XP_005067967.1	XP_006100236.1
OG0007277	XP_005063873.1	XP_006091886.1
OG0007278	XP_040601821.1, NP_001268288.1	XP_023604729.1
OG0007279	XP_040607357.1	XP_006085550.1
OG0007280	XP_040584583.1	XP_023619371.1, XP_006109534.1
OG0007281	XP_005080993.2	XP_023619567.1
OG0007282	XP_005088171.1	XP_006107803.1, XP_006105212.1
OG0007283	XP_005139288.2	XP_014319415.1
OG0007284	XP_005084923.1	XP_014322089.1
OG0007285	XP_005082592.3	XP_014319123.1
OG0007286	XP_040613034.1	XP_014312238.1
OG0007287	XP_040611394.1	XP_006093801.1
OG0007288	XP_040590769.1, XP_005077798.1	XP_014311180.1
OG0007290	XP_005063878.2	XP_023612158.1
OG0007291	XP_005070161.1	XP_006092332.1
OG0007292	XP_040586579.1	XP_023613541.1
OG0007293	XP_040601686.1	XP_023612300.1
OG0007294	XP_012972662.1	XP_014313421.1, XP_006109774.2
OG0007295	XP_005070820.1	XP_006108082.1
OG0007296	XP_005085947.2	XP_006087806.1
OG0007297	XP_005085643.1	XP_006102335.1
OG0007298	XP_005067454.1	XP_006099238.1
OG0007299	XP_040606977.1	XP_006084878.3
OG0007300	XP_005086580.2, XP_040589178.1	XP_023610076.1
OG0007301	XP_005080634.1	XP_006083015.1
OG0007302	XP_040608979.1	XP_023614978.1
OG0007303	XP_005079872.1	XP_023613714.1
OG0007305	XP_005067004.1	XP_006106870.1
OG0007306	XP_005071632.1	XP_006110092.1, XP_023608305.1
OG0007307	XP_040607422.1	XP_023604800.1
OG0007308	XP_005084042.3	XP_014309740.1
OG0007309	XP_040613669.1	XP_023607707.1, XP_006081523.1
OG0007310	XP_005082181.1	XP_006091175.1
OG0007311	XP_005073667.1	XP_023603435.1
OG0007312	XP_005139373.2	XP_006091942.1
OG0007313	XP_005072231.2	XP_023619423.1, XP_014308497.1
OG0007314	XP_012976241.1	XP_023609187.1
OG0007315	XP_005080059.3	XP_014305981.1
OG0007316	XP_040607543.1	XP_023607551.1
OG0007317	XP_005077805.1	XP_023612996.1, XP_023612995.1, XP_023612994.1
OG0007318	XP_005066619.1	XP_006086314.1
OG0007319	XP_005078951.1	XP_006102778.1, XP_023599804.1
OG0007320	XP_005075295.1	XP_023614888.1
OG0007321	XP_005086977.1	XP_006087726.1
OG0007322	XP_005081878.1	XP_006098701.1
OG0007323	XP_005074529.1	XP_023615190.1
OG0007324	XP_005072203.1	XP_023608550.1
OG0007325	XP_040588557.1	XP_023604588.1
OG0007326	XP_005070896.1	XP_006100013.1
OG0007327	XP_040589611.1	XP_023611149.1
OG0007328	XP_040593680.1	XP_006088079.1
OG0007329	XP_005066672.1	XP_006086239.1, XP_023605102.1
OG0007330	XP_005067023.1	XP_006102463.1
OG0007331	XP_005079912.1	XP_006087487.1, XP_006094918.1
OG0007332	XP_040602015.1	XP_006093122.1
OG0007333	XP_021086986.2	XP_023601827.1
OG0007335	XP_021078705.1	XP_014321319.1
OG0007336	XP_012969287.2	XP_023618954.1
OG0007337	XP_005067032.1	XP_006102474.1
OG0007338	XP_005082296.1	XP_006082367.1
OG0007339	XP_040596568.1	XP_006085572.1
OG0007340	XP_012976730.1	XP_006107379.2
OG0007341	XP_005084407.1	XP_014320158.1
OG0007344	XP_040594562.1	XP_023619033.1
OG0007345	XP_040584849.1	XP_006092934.1
OG0007346	XP_005066043.1	XP_006105406.1
OG0007347	XP_040586272.1	XP_023604122.1
OG0007348	XP_005075993.1	XP_014321703.1
OG0007349	XP_040600528.1	XP_006082165.3
OG0007350	XP_005078198.2	XP_023600789.1
OG0007351	XP_040610112.1	XP_014323230.1
OG0007352	XP_005081387.1	XP_014302702.2
OG0007353	XP_040611142.1, XP_040599582.1	XP_006086829.1
OG0007354	XP_040610131.1	XP_014304343.1
OG0007355	XP_005139302.2	XP_023601811.1
OG0007358	XP_040590229.1	XP_023600632.1
OG0007359	XP_021087258.1	XP_023611518.1
OG0007360	XP_012967807.1	XP_006086058.1
OG0007361	XP_040592602.1	XP_006087137.3
OG0007362	XP_005086692.1, XP_040613041.1	XP_006089841.1
OG0007363	XP_021083584.1	XP_014320592.1
OG0007364	XP_012980031.1	XP_006085211.1
OG0007365	XP_040610384.1	XP_014310563.1
OG0007366	XP_021087606.1	XP_023616467.1
OG0007367	XP_005086364.1	XP_006108062.1
OG0007368	XP_040597327.1	XP_006100830.1
OG0007370	XP_005078271.1	XP_006096971.1
OG0007371	XP_005065409.1	XP_006091737.1
OG0007372	XP_040603968.1	XP_023612735.1, XP_023612778.1, XP_023612736.1
OG0007373	XP_005086553.2	XP_006085327.1
OG0007374	XP_021082567.1, XP_012968565.1	XP_006108132.3
OG0007375	XP_005076033.1	XP_006095025.1, XP_006100895.1
OG0007376	XP_005076041.1	XP_006095021.1
OG0007378	XP_040613343.1	XP_023614572.1
OG0007380	XP_005063848.1	XP_006092093.1
OG0007381	XP_005087326.1	XP_006094612.1, XP_014306553.1
OG0007382	XP_005069296.1	XP_023603372.1, XP_023603374.1
OG0007383	XP_005074151.1	XP_006094675.1
OG0007384	XP_005063864.1	XP_006091889.1
OG0007385	XP_005065071.1	XP_006092135.1
OG0007386	XP_005073351.1	XP_023609945.1
OG0007387	XP_005078495.1	XP_014322427.1
OG0007388	XP_005068364.2	XP_006093194.1
OG0007389	XP_005088307.2	XP_006108514.1
OG0007390	XP_040597619.1	XP_023608364.1
OG0007391	XP_005063784.1	XP_006104350.1, XP_014305646.2
OG0007392	XP_040594306.1	XP_006096987.1
OG0007393	XP_040590088.1, XP_040589267.1, XP_040589269.1	XP_014305395.1
OG0007396	XP_005065473.1	XP_006097459.1
OG0007397	XP_005065455.1	XP_006090855.1
OG0007398	NP_001268328.1	XP_006096416.1, XP_006090850.1
OG0007399	XP_005065449.1	XP_006090849.1
OG0007400	XP_005081500.1	XP_006087238.1
OG0007401	XP_021085499.2	XP_006087193.2
OG0007402	XP_005074720.1	XP_006087186.1
OG0007403	XP_005065863.1	XP_023605868.1
OG0007404	XP_005065872.1	XP_006084523.1
OG0007405	XP_005065782.1	XP_006084521.1
OG0007406	XP_005065787.1	XP_006084487.1
