Orthogroup	Mesocricetus_auratus	Echinops_telfairi
OG0006615	XP_040585166.1	XP_004704394.2
OG0006616	XP_040585271.1	XP_045139759.1
OG0006617	XP_040585546.1, XP_040585547.1, XP_040585545.1	XP_045139764.1
OG0006618	XP_040591190.1, XP_005075446.1	XP_004704409.1, XP_045152091.1
OG0006619	XP_005075463.1	XP_012860562.2
OG0006620	XP_005077310.1	XP_004699828.1
OG0006621	XP_021082934.1	XP_004710276.2
OG0006622	XP_040586818.1	XP_004696082.2
OG0006623	XP_005070442.2	XP_045152566.1, XP_004710247.1
OG0006624	XP_021082971.1	XP_004710312.1
OG0006625	XP_005071159.1	XP_045150019.1
OG0006626	XP_040610040.1	XP_045146292.1
OG0006627	XP_005077344.2	XP_045141620.1
OG0006628	XP_040604433.1	XP_004696890.1
OG0006629	XP_005069178.1	XP_030744737.1
OG0006630	XP_040597744.1	XP_004696637.1
OG0006631	XP_005071895.1	XP_004696675.1
OG0006632	XP_021090116.1, XP_021090119.1	XP_004696694.1
OG0006633	XP_040614025.1	XP_004696703.1
OG0006634	XP_021087905.1	XP_030741243.1
OG0006635	XP_012975040.1, XP_021087940.1	XP_004711074.1
OG0006636	XP_005078808.1	XP_004711060.2
OG0006637	XP_040594879.1	XP_004711055.1
OG0006638	XP_005078786.2	XP_004711043.1
OG0006639	XP_005078772.1	XP_004711126.2
OG0006640	XP_021086565.1	XP_004711025.1
OG0006641	XP_005076550.1	XP_004711017.2
OG0006642	XP_012979914.1	XP_045152562.1
OG0006643	XP_040613340.1	XP_012862689.3, XP_045152527.1, XP_045152528.1
OG0006644	XP_012972576.1	XP_045152478.1
OG0006645	XP_005075162.1	XP_004712610.1, XP_045152598.1
OG0006646	XP_005067774.1	XP_004699759.1
OG0006647	XP_040595876.1	XP_045150687.1
OG0006648	XP_005078837.2	XP_004712507.1, XP_004712509.1
OG0006649	XP_040594647.1	XP_004711136.2
OG0006650	XP_005087674.1	XP_004711742.1
OG0006651	XP_012981826.1	XP_045148539.1
OG0006652	XP_005086862.1	XP_004711754.1
OG0006653	XP_040588164.1, XP_040588163.1	XP_045148946.1
OG0006654	XP_040587967.1, XP_040587968.1	XP_004711773.1
OG0006655	XP_040587961.1	XP_045148199.1
OG0006656	XP_040588401.1	XP_045148407.1, XP_004711780.1
OG0006658	XP_005084917.1	XP_004711806.1
OG0006659	XP_005084932.1	XP_004704589.1, XP_045148883.1, XP_004717293.1
OG0006660	XP_040588015.1	XP_004710788.1
OG0006661	XP_021091480.1	XP_004710873.1
OG0006662	XP_040588112.1	XP_004710792.1
OG0006663	XP_040588431.1	XP_045150716.1
OG0006664	XP_005072457.1	XP_045150710.1
OG0006665	XP_012970526.1	XP_004710839.2
OG0006666	XP_012970514.2	XP_004710921.1
OG0006667	XP_021084226.1	XP_004710844.1
OG0006668	XP_040585566.1	XP_045150208.1, XP_012862231.2
OG0006669	XP_040585451.1	XP_045150766.1
OG0006670	XP_040597265.1, XP_005072354.1	XP_045150693.1
OG0006672	XP_040585262.1	XP_030742640.1
OG0006673	XP_005073759.2	XP_045150320.1
OG0006674	XP_021084992.1	XP_045150309.1, XP_045154641.1, XP_030740929.1, XP_045144210.1
OG0006675	XP_005073753.1, XP_040595961.1	XP_012859157.1
OG0006676	XP_040592670.1	XP_004715571.1
OG0006677	XP_005073744.1	XP_004696587.2
OG0006678	XP_040589104.1, XP_040589103.1	XP_045150249.1
OG0006679	XP_005070466.1	XP_004710951.1
OG0006680	XP_040589109.1	XP_045150584.1
OG0006681	XP_040589110.1	XP_004696286.1
OG0006682	XP_040584074.1	XP_045150666.1, XP_045150539.1
OG0006684	XP_005073323.1	XP_004702253.1
OG0006686	XP_021085069.1	XP_004696976.1
OG0006687	XP_040612612.1	XP_004705009.1
OG0006688	XP_005072710.1	XP_004697759.1
OG0006689	XP_021084378.2	XP_004697498.2
OG0006690	XP_040586238.1	XP_004697710.1, XP_045145702.1
OG0006692	XP_040592385.1	XP_045142807.1
OG0006693	XP_040592213.1	XP_045154041.1
OG0006694	XP_005086048.1	XP_045142663.1
OG0006695	XP_012980660.1	XP_045142634.1
OG0006697	XP_005086060.2, XP_040592267.1	XP_045148166.1, XP_045148977.1
OG0006698	XP_040592265.1	XP_004697403.1
OG0006699	XP_005069617.1	XP_004699770.1, XP_045141763.1
OG0006700	XP_005069618.1	XP_004699769.2
OG0006701	XP_005074416.1	XP_045139988.1
OG0006702	XP_040603111.1	XP_045140129.1
OG0006703	XP_005080839.1	XP_004706341.2
OG0006705	XP_005078100.1	XP_004707828.1
OG0006706	XP_005067766.1	XP_030744584.2, XP_012860675.1
OG0006707	XP_005067932.1	XP_004697328.1, XP_012860683.1
OG0006709	XP_021089924.1	XP_045144859.1
OG0006710	XP_040584540.1	XP_012861397.2
OG0006711	XP_040584620.1, XP_040584621.1	XP_004707853.1
OG0006712	XP_005083644.1	XP_045144828.1
OG0006713	XP_012978958.1	XP_012860109.1
OG0006714	XP_040591744.1, XP_040597085.1	XP_045144690.1
OG0006716	XP_040584465.1	XP_045144916.1
OG0006717	XP_040602512.1	XP_004702790.1, XP_045144885.1, XP_045144886.1
OG0006718	XP_012973711.1	XP_004702810.1
OG0006719	XP_005076859.1	XP_004702914.2, XP_045144889.1
OG0006721	XP_040585861.1	XP_004702825.1
OG0006722	XP_021087774.2	XP_004708210.2
OG0006723	XP_012974565.1	XP_045144869.1
OG0006724	XP_040584589.1	XP_004707920.1
OG0006725	XP_005087542.1	XP_004698924.3, XP_004718005.4
OG0006726	XP_012981484.1	XP_045144672.1
OG0006727	XP_012967331.1	XP_004700461.1
OG0006728	XP_040612563.1	XP_045154989.1
OG0006729	XP_021084055.1, XP_005072192.1	XP_045147692.1
OG0006730	XP_005072157.1	XP_045147696.1
OG0006731	XP_040612890.1, XP_012970277.1, XP_040612889.1, XP_040612888.1	XP_045147697.1
OG0006732	XP_005072138.1	XP_004699511.1
OG0006733	XP_040612815.1	XP_045148063.1
OG0006734	XP_040612786.1	XP_004699751.1
OG0006735	XP_040591713.1	XP_045143661.1
OG0006736	XP_040592616.1	XP_045144155.1
OG0006737	XP_005068115.2	XP_004700490.1
OG0006738	XP_040610864.1	XP_004700831.1
OG0006739	XP_040610917.1	XP_004700473.1
OG0006740	XP_005068065.1	XP_004700447.1, XP_045139469.1, XP_045145479.1
OG0006741	XP_040610953.1, XP_040610951.1	XP_004700446.1
OG0006742	XP_040588157.1, XP_040611081.1, XP_040586198.1	XP_045141939.1, XP_012859509.1
OG0006743	XP_012974330.1, XP_005077784.1, XP_021087272.1	XP_004708754.1
OG0006744	XP_005076220.1	XP_030743068.1
OG0006745	XP_005076207.1	XP_004708786.1
OG0006746	XP_021085880.1	XP_004707782.1
OG0006747	XP_012966966.1	XP_004708234.2
OG0006748	XP_040596361.1	XP_030741123.1
OG0006749	XP_005083135.1	XP_045144670.1
OG0006750	XP_005083148.2	XP_004714072.1
OG0006751	XP_040584634.1	XP_004714016.2
OG0006752	XP_040596796.1, XP_040597178.1, XP_040596942.1	XP_030741025.1
OG0006753	XP_005082461.1	XP_004707960.1
OG0006754	XP_040584658.1	XP_004707882.2
OG0006755	XP_012977727.2	XP_004707953.1
OG0006756	XP_005067783.1, XP_005067784.1	XP_004696917.1, XP_045140550.1
OG0006759	XP_005084261.1	XP_045145960.1
OG0006760	XP_021080764.1	XP_030740518.1
OG0006761	XP_040596625.1	XP_045142795.1
OG0006762	XP_005066620.1	XP_045142671.1
OG0006763	XP_005066662.1	XP_045142743.1
OG0006765	XP_012966259.2	XP_030740449.1
OG0006766	XP_040587887.1	XP_012863524.1
OG0006767	XP_012966323.1	XP_045142720.1, XP_045142719.1
OG0006768	XP_021080860.1	XP_045142504.1
OG0006769	XP_040587771.1	XP_004696189.1
OG0006770	XP_040587730.1	XP_045142508.1
OG0006771	NP_001268507.1	XP_004696070.1
OG0006772	XP_040586935.1	XP_045142564.1
OG0006773	XP_021091526.1	XP_004696090.1
OG0006774	XP_005079113.1	XP_012859301.1
OG0006775	XP_040586895.1	XP_045142527.1
OG0006776	XP_040586749.1	XP_045142524.1
OG0006777	XP_040586962.1	XP_004696126.1
OG0006778	XP_021084898.1	XP_045150096.1
OG0006780	XP_040586857.1	XP_045142954.1
OG0006781	XP_040586778.1	XP_045142962.1
OG0006782	XP_005073675.1	XP_004711175.1
OG0006783	XP_040595021.1	XP_045141650.1
OG0006784	XP_012967816.1	XP_045139775.1
OG0006785	XP_005068652.1	XP_004707981.1
OG0006786	XP_040602203.1, XP_040602202.1	XP_045143038.1
OG0006787	XP_005068659.1	XP_004707990.1
OG0006788	XP_005068661.1	XP_045143020.1, XP_045143019.1, XP_004707991.1
OG0006789	XP_005076154.1	XP_045139783.1
OG0006790	XP_012974701.1	XP_045139927.1
OG0006791	XP_012974703.1	XP_045142515.1
OG0006792	XP_040593252.1	XP_045144701.1, XP_030740431.1
OG0006793	XP_040593393.1	XP_004696135.1
OG0006794	XP_021086593.1	XP_045144584.1, XP_045150468.1, XP_004699204.1
OG0006795	XP_021086587.2	XP_045139636.1
OG0006796	XP_005076574.1	XP_004714923.1
OG0006797	XP_021086655.1	XP_004714926.2
OG0006798	XP_012979273.2	XP_045148309.1, XP_045139648.1
OG0006799	XP_005084277.1	XP_004714933.1
OG0006800	XP_040608092.1	XP_004714932.1
OG0006801	XP_040608121.1	XP_045139641.1
OG0006802	XP_040608169.1	XP_030743024.1
OG0006803	XP_005063391.2	XP_004717275.1
OG0006804	XP_005088088.1	XP_004713614.1
OG0006805	XP_040599207.1, XP_005076289.1	XP_004702832.1
OG0006806	XP_040595330.1	XP_012861452.1
OG0006807	XP_040611552.1	XP_004708220.2
OG0006808	XP_005071890.1	XP_004708213.1
OG0006809	XP_040599129.1	XP_004702642.1
OG0006810	XP_012973291.1	XP_045144826.1
OG0006811	XP_040591129.1	XP_004702662.1
OG0006813	XP_005064290.2	XP_004717212.1
OG0006814	XP_005063402.1	XP_045146350.1
OG0006815	XP_005064926.1	XP_045146942.1
OG0006816	XP_005063856.1	XP_004714978.2
OG0006817	XP_005065143.1	XP_045153035.1
OG0006818	XP_005065015.1	XP_045147641.1, XP_004707625.1, XP_004708498.1
OG0006819	XP_005065014.1	XP_004708497.2
OG0006820	XP_021087520.1	XP_045146965.1
OG0006821	XP_040601757.1	XP_045146824.1
OG0006822	XP_040601790.1	XP_045147011.1
OG0006823	XP_005064953.1	XP_004708484.1
OG0006824	XP_040607171.1, XP_012968023.3	XP_045146360.1
OG0006825	XP_040606636.1	XP_045153055.1
OG0006826	XP_005064140.1	XP_004713640.1
OG0006827	XP_040606145.1	XP_004713771.1
OG0006828	XP_005064089.1, XP_040605914.1, XP_040605899.1	XP_004713611.1
OG0006829	XP_012970537.1, XP_005064084.1	XP_045153207.1
OG0006830	XP_005064049.1	XP_004713741.1
OG0006831	XP_012967454.1	XP_004713732.1
OG0006832	XP_012976480.1, XP_040605085.1	XP_045153255.1
OG0006834	XP_040604889.1	XP_004713719.3
OG0006835	XP_040604629.1	XP_004713710.1
OG0006836	XP_012973622.1	XP_004713557.1
OG0006837	NP_001268473.1, XP_040590721.1	XP_004708803.1
OG0006838	XP_005069727.1	XP_004712201.1
OG0006839	XP_005069758.1	XP_004716542.2
OG0006840	XP_040601265.1	XP_045154884.1, XP_045154887.1
OG0006841	XP_040601271.1	XP_045154358.1
OG0006842	XP_005069021.1	XP_004703877.1
OG0006843	XP_005076447.1, XP_040603512.1	XP_045145933.1
OG0006844	XP_040593310.1	XP_004714459.2
OG0006845	XP_012972419.1	XP_045153643.1
OG0006846	XP_005083382.1	XP_045155948.1
OG0006847	XP_021083390.1	XP_004702432.1
OG0006848	XP_040593777.1	XP_045146041.1
OG0006850	XP_040594301.1	XP_004702443.2
OG0006851	XP_040594751.1	XP_004702306.1
OG0006852	XP_040594262.1	XP_004702321.2
OG0006853	XP_005066226.1	XP_004714167.1
OG0006854	XP_012980465.1	XP_030741462.2
OG0006855	XP_012969639.1	XP_045146058.1
OG0006856	XP_005077734.2	XP_004702452.1
OG0006857	XP_005074966.1, XP_012972514.1	XP_004715228.1
OG0006858	XP_021085635.1	XP_045153645.1
OG0006859	XP_021085640.1	XP_004715225.1
OG0006860	XP_040595446.1	XP_045153340.1
OG0006861	XP_012972420.1	XP_045153366.1, XP_004715210.1
OG0006862	XP_040595765.1, XP_021085667.1, XP_005075029.1	XP_004704038.2, XP_045153598.1, XP_045153599.1
OG0006863	XP_040595655.1	XP_045153632.1
OG0006864	XP_040597974.1	XP_004705292.1
OG0006865	XP_040598007.1	XP_004705310.1
OG0006866	XP_012980710.1	XP_004705584.1
OG0006867	XP_005086171.1	XP_045154960.1
OG0006868	XP_040598052.1	XP_004698194.1
OG0006869	XP_021079253.1	XP_045155100.1
OG0006870	XP_040598092.1	XP_045145623.1
OG0006871	XP_040598112.1	XP_045145624.1
OG0006872	XP_040590785.1	XP_045145701.1
OG0006873	XP_040592715.1, XP_012975353.2	XP_004715640.1
OG0006874	XP_012981627.1	XP_045145650.1
OG0006876	XP_040592704.1	XP_004715574.1
OG0006877	XP_005087383.1	XP_004700343.1
OG0006878	XP_005078578.1	XP_045146221.1
OG0006879	XP_005078608.1	XP_004716858.2
OG0006880	XP_040585716.1	XP_004716910.2
OG0006881	XP_005085316.1	XP_004717379.1
OG0006882	XP_005085328.2	XP_030741533.1
OG0006883	XP_012976950.1	XP_045156018.1
OG0006884	XP_005081434.2, XP_021089360.2	XP_004714315.1
OG0006885	XP_040594141.1	XP_045156070.1
OG0006886	XP_005083383.2	XP_012862861.1, XP_004717047.1, XP_045156031.1, XP_045156032.1
OG0006887	XP_040595045.1	XP_045155958.1
OG0006888	XP_005083406.1	XP_030744132.2
OG0006889	XP_012981601.1	XP_012863893.1
OG0006890	XP_005064864.1	XP_004708308.1
OG0006891	XP_005074125.1	XP_004708955.1
OG0006892	XP_005087325.1	XP_004717101.1, XP_004717094.1
OG0006893	XP_012978316.2	XP_004711657.1
OG0006894	XP_005084090.1	XP_012861709.2
OG0006895	XP_040591187.1	XP_012860550.1
OG0006896	XP_005085423.1	XP_004708943.1
OG0006898	XP_021085148.1	XP_030742287.1
OG0006899	XP_005073999.1	XP_045149020.1
OG0006900	XP_012971706.1	XP_004708996.1
OG0006901	XP_021085131.1	XP_045149022.1
OG0006902	XP_005074025.1	XP_004708895.2
OG0006903	XP_012971796.1	XP_045149004.1
OG0006904	XP_005087776.1	XP_004711646.1
OG0006906	XP_040603231.1	XP_012863259.1
OG0006907	XP_005084100.1, XP_040591200.1	XP_004709135.2
OG0006908	XP_005067418.1	XP_004704350.1
OG0006909	XP_012969520.1	XP_045144990.1
OG0006910	XP_040608411.1	XP_045143090.1, XP_045143091.1
OG0006911	XP_005070376.1	XP_004704437.2, XP_045139722.1
OG0006912	XP_040604092.1, XP_005070370.1	XP_004709833.1
OG0006913	XP_040599241.1	XP_045139700.1
OG0006914	XP_040596527.1	XP_004704336.1
OG0006915	XP_005068177.2	XP_004703286.1
OG0006916	XP_005077409.1	XP_045139928.1
OG0006917	XP_040589517.1	XP_045139745.1
OG0006918	XP_040589325.1	XP_012860542.1
OG0006919	XP_005082679.1	XP_004704370.1
OG0006920	XP_021089037.1, XP_040595786.1	XP_012861574.1
OG0006921	XP_012974442.2	XP_012861714.3
OG0006922	XP_012977642.1	XP_030742802.1, XP_045150986.1
OG0006923	XP_005075055.1	XP_004704125.1
OG0006924	XP_005082401.1	XP_004708737.1
OG0006925	XP_040596069.1	XP_012861594.1
OG0006926	XP_021089911.1	XP_004708733.2
OG0006927	XP_005082373.1	XP_030742793.2
OG0006929	XP_012974275.1	XP_004704067.1
OG0006930	XP_005074890.1	XP_004704234.1
OG0006931	XP_040596299.1	XP_045143390.1
OG0006932	XP_012970282.1	XP_030740660.1
OG0006933	XP_040610335.1	XP_045150940.1
OG0006934	XP_021087389.1	XP_030743508.2
OG0006935	XP_040602470.1	XP_004698281.1
OG0006936	XP_005085026.1	XP_004698365.1
OG0006937	XP_040602331.1	XP_004698213.4
OG0006939	XP_005068708.1, XP_040602264.1	XP_004697915.1
OG0006940	XP_005068542.1	XP_045151476.1
OG0006941	XP_005068539.1	XP_004698233.1
OG0006942	XP_005068691.1	XP_045151405.1
OG0006943	XP_012967812.1	XP_045151214.1
OG0006944	XP_012967829.1	XP_045144114.1, XP_045151219.1
OG0006945	XP_040602401.1	XP_004697946.1
OG0006946	XP_040602431.1	XP_004697961.1
OG0006947	XP_040602445.1	XP_004697969.1
OG0006948	XP_040602460.1, XP_040602459.1	XP_004697976.1
OG0006949	XP_040602471.1, XP_005086136.1	XP_004698282.1
OG0006950	XP_040588860.1	XP_004697993.1
OG0006951	XP_040589006.1	XP_004698296.1
OG0006952	XP_005084677.1	XP_004698014.1
OG0006953	XP_040588579.1	XP_004698015.1
OG0006954	XP_040588999.1	XP_045151100.1
OG0006955	XP_005084663.1	XP_004698029.1
OG0006956	XP_040588880.1	XP_045151499.1
OG0006957	XP_040588645.1	XP_045151447.1, XP_045151449.1
OG0006958	XP_012979545.1	XP_030742931.2
OG0006959	XP_005082713.1	XP_004698037.1
OG0006960	XP_005082711.2	XP_030742929.2
OG0006961	XP_012977933.1	XP_045151067.1
OG0006962	XP_005082703.1	XP_012864128.2
OG0006963	XP_040588841.1	XP_045151431.1
OG0006964	XP_040588775.1	XP_045151199.1
OG0006965	XP_005085060.1	XP_004698061.1
OG0006966	XP_040589035.1	XP_045151279.1, XP_004698336.1
OG0006967	XP_040588960.1	XP_004698342.2
OG0006968	XP_005085031.1, XP_040588577.1	XP_045151097.1
OG0006969	XP_040588687.1	XP_045151074.1
OG0006970	XP_040588684.1	XP_045151350.1
OG0006971	XP_021085394.1	XP_004698108.1
OG0006972	XP_005074481.1	XP_045151081.1
OG0006973	XP_005074514.1	XP_045151416.1
OG0006974	XP_005074511.1	XP_045151317.1
OG0006975	XP_005074528.1	XP_004717196.1
OG0006976	XP_005074539.1	XP_004717189.2
OG0006977	XP_005074654.1	XP_045152865.1
OG0006978	XP_005074470.1	XP_004698368.1
OG0006980	XP_005075303.3	XP_004707679.2
OG0006981	XP_040590270.1	XP_004707648.1
OG0006982	XP_040610365.1	XP_004711328.1
OG0006983	XP_005077521.1	XP_004711302.1
OG0006984	XP_040610349.1	XP_004715477.1
OG0006985	XP_040596490.1	XP_004714876.1
OG0006986	XP_021085859.1	XP_004714890.1
OG0006987	XP_005075219.1	XP_012860635.1
OG0006988	XP_005075209.1	XP_030740428.1
OG0006989	XP_005075331.1	XP_004707704.1
OG0006991	XP_021085862.1	XP_012861351.1
OG0006992	XP_040594152.1	XP_004707757.1
OG0006993	XP_040593409.1	XP_045142780.1
OG0006994	XP_005071068.1	XP_004707653.1
OG0006995	XP_005071036.1	XP_004707636.1
OG0006996	XP_040609032.1	XP_004701738.1
OG0006997	XP_012977567.1	XP_004701748.1
OG0006998	XP_040608912.1	XP_004701758.2
OG0006999	XP_005077248.1	XP_004701757.1
OG0007000	XP_005083219.1	XP_045149933.1
OG0007001	XP_005070795.2	XP_004716759.1
OG0007002	XP_040587340.1	XP_004709651.2
OG0007003	XP_040587478.1	XP_045147642.1
OG0007005	XP_040587634.1, XP_040587633.1	XP_004709631.1
OG0007006	XP_021088005.1	XP_004709610.1
OG0007008	XP_040587461.1	XP_012861898.3
OG0007009	XP_005079006.1	XP_004709599.1
OG0007010	XP_040587495.1	XP_004709594.1
OG0007011	XP_005087210.2, XP_005070803.1	XP_004699433.1, XP_004716397.1, XP_045150669.1
OG0007012	XP_005077584.1	XP_045147475.1
OG0007013	XP_005077578.1	XP_012859724.1
OG0007014	XP_005077654.2	XP_045145561.1, XP_004716378.1
OG0007015	XP_005077609.1	XP_004716414.2
OG0007016	XP_005077610.1	XP_004716379.1
OG0007017	XP_005077616.2	XP_012863677.2
OG0007018	XP_040601556.1	XP_004701148.1
OG0007019	XP_040601520.1	XP_004701423.1
OG0007020	XP_012965832.1	XP_004701416.1
OG0007021	XP_005067359.1	XP_004711396.1
OG0007022	XP_040608846.1, XP_012973887.1	XP_045151844.1
OG0007023	XP_005084154.2	XP_004717703.1
OG0007026	XP_040595187.1	XP_045151950.1, XP_045151951.1
OG0007027	XP_040593146.1	XP_004708194.1
OG0007028	XP_005087188.2	XP_004717678.1, XP_045149218.1
OG0007029	XP_005072946.1	XP_012862953.1
OG0007030	XP_005072966.2	XP_004713840.2
OG0007031	XP_005072972.1	XP_004713864.1, XP_030740973.2
OG0007032	XP_040599550.1	XP_045144409.1
OG0007033	XP_005067184.1	XP_045152323.1
OG0007034	XP_005067190.1, XP_021081137.1	XP_045143232.1
OG0007035	XP_040609858.1	XP_045143176.1
OG0007036	XP_040609851.1	XP_004711580.1
OG0007037	XP_021081144.1	XP_045143198.1
OG0007038	XP_005067288.1	XP_004711451.1
OG0007039	XP_005067294.1	XP_045143301.1
OG0007040	XP_012966740.1	XP_030740600.2
OG0007041	XP_005067385.1	XP_004716928.1
OG0007042	XP_040609639.1	XP_004716951.1
OG0007043	XP_005066108.1	XP_012862028.2
OG0007044	XP_005066125.2	XP_004710527.2
OG0007045	XP_040595080.1	XP_045146190.1
OG0007046	XP_005063668.2	XP_012859665.1
OG0007047	XP_012973526.1	XP_045147312.1
OG0007048	XP_005063653.2	XP_004701079.3
OG0007049	XP_005063627.1	XP_004701065.1
OG0007050	XP_005063621.1	XP_045147507.1
OG0007051	XP_040599770.1, XP_040599777.1, XP_040599772.1	XP_045147543.1
OG0007052	XP_005063562.1	XP_030741879.1
OG0007053	XP_040599155.1	XP_004700997.1, XP_045147301.1
OG0007054	XP_005063538.1, XP_040599187.1	XP_004700998.1
OG0007055	XP_040598638.1	XP_004701338.1
OG0007056	XP_021082708.1, XP_005063194.1	XP_045147278.1
OG0007057	XP_040598135.1, XP_005085395.1	XP_012859719.1
OG0007058	XP_040598071.1	XP_004700969.1
OG0007059	XP_005064366.1	XP_004700946.2
OG0007061	XP_040588182.1	XP_045140488.1
OG0007062	XP_040597405.1	XP_004697634.1
OG0007063	XP_040597401.1	XP_004697638.1
OG0007064	XP_005066275.1	XP_004697600.1, XP_045155891.1
OG0007065	XP_040603021.1, XP_021080905.1	XP_004697588.2
OG0007066	XP_005066761.1	XP_004697800.1
OG0007067	XP_012966341.1	XP_004697548.1
OG0007068	XP_012966423.1	XP_004697775.1
OG0007069	XP_021080536.2	XP_045143274.1
OG0007070	XP_040596830.1	XP_004697524.1
OG0007071	XP_040597343.1	XP_004717960.2
OG0007072	XP_040601946.1	XP_004712736.1
OG0007073	XP_005064777.1	XP_004712813.2
OG0007074	XP_005068589.1	XP_045142395.1
OG0007075	XP_040602116.1	XP_004709549.1
OG0007076	XP_005068519.1	XP_045142387.1
OG0007078	XP_005073792.1	XP_045150288.1, XP_004709493.1
OG0007079	XP_005073799.1	XP_030740371.1
OG0007080	XP_040595581.1, XP_040595582.1	XP_004709500.1
OG0007081	XP_040596175.1, XP_005075522.1	XP_004709508.1
OG0007082	XP_005075533.1, XP_012972923.1	XP_004709518.1
OG0007083	XP_040596178.1	XP_030740375.1
OG0007084	XP_012972881.2	XP_045142412.1
OG0007085	XP_005075576.1	XP_004716345.1
OG0007086	XP_005075586.1	XP_004718119.1, XP_045147070.1
OG0007087	XP_005075600.1	XP_012862549.3
OG0007088	XP_012968476.1	XP_045141684.1
OG0007089	NP_001268569.1, XP_040585612.1	XP_004712090.2
OG0007090	XP_005069660.1	XP_004712091.1
OG0007091	XP_005069641.1	XP_004712101.1
OG0007092	XP_012968258.1	XP_045141736.1, XP_004712032.1, XP_045141737.1
OG0007093	XP_040585871.1	XP_045141610.1
OG0007094	XP_040606297.1	XP_045140776.1
OG0007096	XP_005068268.1	XP_045140448.1
OG0007097	XP_040606501.1	XP_004711366.1
OG0007098	XP_005073881.1	XP_004711342.1
OG0007099	XP_040606417.1, XP_040606416.1	XP_045140384.1
OG0007100	XP_040606409.1	XP_004697012.1
OG0007102	XP_005073858.2	XP_045140688.1
OG0007103	XP_040606332.1	XP_045140545.1
OG0007104	XP_021083152.1	XP_012860795.1
OG0007105	XP_040588373.1, XP_040588372.1	XP_045139569.1, XP_004696959.1
OG0007106	XP_040588095.1	XP_030744696.1
OG0007107	XP_040588434.1	XP_045140400.1
OG0007108	XP_021083112.2, NP_001268478.1	XP_012861085.3
OG0007109	XP_005073922.1	XP_004713140.1
OG0007110	XP_021090213.1	XP_004703518.2
OG0007111	XP_040607729.1, XP_012978061.1	XP_045140253.1
