Orthogroup	Mesocricetus_auratus	Canis_lupus_familiaris
OG0005573	XP_005085850.1	XP_038400657.1, XP_038400656.1
OG0005574	XP_040591684.1	XP_038400670.1
OG0005575	XP_021078442.1	XP_038400709.1
OG0005576	XP_021084466.1	XP_038400783.1
OG0005577	XP_040598771.1	XP_038400963.1
OG0005578	XP_005072785.1, XP_040609820.1	XP_038400991.1
OG0005579	XP_005086451.1	XP_038401157.1
OG0005580	XP_005086465.2	XP_038401163.1
OG0005581	XP_040598701.1	XP_038401165.1
OG0005582	XP_005086460.1	XP_038401201.1
OG0005583	XP_005084055.2	XP_038401332.1
OG0005584	XP_005084053.1	XP_038435779.1, XP_038401362.1
OG0005585	XP_040598604.1	XP_038401390.1
OG0005586	XP_005068492.1	XP_038401408.1
OG0005587	XP_040598449.1	XP_038401631.1
OG0005588	XP_040598351.1, XP_005068376.1	XP_038401759.1
OG0005589	XP_005068351.1	XP_038401878.1
OG0005590	XP_005068349.1	XP_038401891.1
OG0005591	XP_005070977.2	XP_038425627.1, XP_038401994.1, XP_038426099.1, XP_038445600.1
OG0005592	XP_040606158.1	XP_038402134.1
OG0005593	XP_040606155.1	XP_038402142.1
OG0005594	XP_005069844.2	XP_038402191.1
OG0005595	XP_005069849.1	XP_038402200.1
OG0005596	XP_040606116.1	XP_038402241.1
OG0005597	XP_021082711.1	XP_038402403.1
OG0005598	XP_005069961.1	XP_038402479.1
OG0005599	XP_012968839.1	XP_038402523.1, XP_038402524.1, XP_038402522.1
OG0005600	XP_005069976.1	XP_038402545.1
OG0005601	XP_012968817.1	XP_038402547.1, XP_038402546.1
OG0005602	XP_005070004.2, XP_012968602.1, XP_040605968.1, XP_021082764.1	XP_038402581.1
OG0005603	XP_012968812.1	XP_038402678.1, XP_038402677.1, XP_038402675.1
OG0005604	XP_005070186.2	XP_038402958.1
OG0005605	XP_012968704.1	XP_038402997.1
OG0005606	XP_005076025.1	XP_038403304.1
OG0005607	XP_012973102.1	XP_038403334.1
OG0005608	XP_040605397.1	XP_038403734.1
OG0005609	XP_012973098.1, XP_012973099.1	XP_038403801.1, XP_038403799.1, XP_038403802.1
OG0005610	XP_005076948.1	XP_038403874.1
OG0005611	XP_040607416.1, XP_005076950.1	XP_038403876.1
OG0005612	XP_005076996.1, XP_040605267.1, XP_012973840.1	XP_038404018.1
OG0005613	XP_012973797.1	XP_038404023.1
OG0005614	XP_012973737.1	XP_038404103.1
OG0005615	XP_040605127.1	XP_038404267.1
OG0005616	XP_040605105.1	XP_038404305.1
OG0005617	XP_040605097.1	XP_038404376.1
OG0005618	XP_040605043.1	XP_038404484.1
OG0005619	XP_005067489.1	XP_038404491.1
OG0005620	XP_040605039.1	XP_038404500.1
OG0005621	XP_005083772.1	XP_038404587.1
OG0005622	XP_005083736.1, XP_040602072.1	XP_038404643.1
OG0005623	XP_005083701.1	XP_038404677.1
OG0005624	XP_005083706.1	XP_038404707.1
OG0005625	XP_005085445.1	XP_038404747.1, XP_038427347.1
OG0005626	XP_005085457.1	XP_038404763.1
OG0005627	XP_040601082.1	XP_038404791.1
OG0005628	XP_040601061.1	XP_038404817.1
OG0005629	XP_005087727.1	XP_038404929.1
OG0005630	XP_040600945.1	XP_038404985.1
OG0005631	XP_040601002.1	XP_038405068.1
OG0005632	XP_005085527.1	XP_038405127.1, XP_038405128.1
OG0005634	XP_005087596.1	XP_038405192.1
OG0005635	XP_040591479.1	XP_038405276.1
OG0005636	XP_005082153.1	XP_038405353.1
OG0005637	XP_012975745.2	XP_038405518.1, XP_038405519.1, XP_038405520.1, XP_038405521.1
OG0005638	XP_005079755.2	XP_038405530.1
OG0005639	XP_040610641.1	XP_038405618.1
OG0005640	XP_040610669.1, XP_040610668.1	XP_038405696.1
OG0005641	XP_005079819.1	XP_038405722.1
OG0005642	XP_040610707.1	XP_038405765.1
OG0005643	XP_005081546.1	XP_038405916.1, XP_038445496.1
OG0005644	XP_040609973.1, XP_040609972.1	XP_038406169.1
OG0005645	XP_040610010.1	XP_038406233.1
OG0005646	XP_040610026.1, XP_040610025.1, XP_040610019.1	XP_038406253.1
OG0005647	XP_012966588.1	XP_038406258.1
OG0005648	XP_005067077.1	XP_038406354.1
OG0005649	XP_040608676.1	XP_038406364.1
OG0005650	XP_040608681.1	XP_038406369.1, XP_038406367.1, XP_038406372.1, XP_038406370.1, XP_038406371.1
OG0005651	XP_021081059.1	XP_038406418.1
OG0005652	XP_012966510.2	XP_038406603.1
OG0005653	XP_005083853.1	XP_038406697.1
OG0005654	XP_012972824.1	XP_038406837.1
OG0005655	XP_005077321.1	XP_038407098.1
OG0005656	XP_040593025.1	XP_038407479.1
OG0005657	XP_040604453.1	XP_038407648.1
OG0005658	XP_005071905.1	XP_038407688.1
OG0005659	XP_040597782.1	XP_038407754.1
OG0005660	XP_005069158.1	XP_038407937.1
OG0005661	XP_012975117.1	XP_038408610.1, XP_038408611.1
OG0005662	XP_040595758.1	XP_038408619.1, XP_038408621.1, XP_038408620.1
OG0005663	XP_005078797.1	XP_038408831.1
OG0005664	XP_040613262.1	XP_038409152.1
OG0005665	XP_040591600.1, XP_040612844.1	XP_038409189.1
OG0005666	XP_040596090.1	XP_038409214.1
OG0005668	XP_021084234.2	XP_038409259.1
OG0005669	XP_040596391.1	XP_038409286.1
OG0005670	XP_005073298.1	XP_038409291.1
OG0005671	XP_012981816.2	XP_038409386.1
OG0005672	XP_005086887.1	XP_038409487.1
OG0005673	XP_012981290.1	XP_038409529.1
OG0005674	XP_005086936.1	XP_038409539.1
OG0005675	XP_005084925.1, XP_021091502.1	XP_038409692.1
OG0005676	XP_005084971.1, XP_012979768.1	XP_038409831.1
OG0005677	XP_040588446.1	XP_038409845.1
OG0005678	XP_040585429.1, XP_040585428.1, XP_040585427.1	XP_038409911.1
OG0005679	XP_005072439.1	XP_038409975.1
OG0005680	XP_040585258.1	XP_038409979.1
OG0005681	XP_005072403.1	XP_038410054.1
OG0005682	XP_005072389.1	XP_038410105.1
OG0005684	XP_005075474.1	XP_038410332.1
OG0005685	XP_012972756.1	XP_038410346.1
OG0005686	XP_040596088.1, XP_021084981.1, XP_040596089.1	XP_038410569.1
OG0005687	XP_005073723.1	XP_038410573.1
OG0005688	XP_005073721.1	XP_038410575.1
OG0005689	XP_040584291.1	XP_038410823.1
OG0005690	XP_040586305.1	XP_038411071.1
OG0005691	XP_005072708.1	XP_038411073.1
OG0005692	XP_005072705.1	XP_038411087.1
OG0005693	XP_005072686.1	XP_038411241.1
OG0005694	XP_005072675.1	XP_038430689.1, XP_038411276.1
OG0005695	XP_005072669.2	XP_038411310.1
OG0005696	XP_040586418.1	XP_038411315.1
OG0005697	XP_040591506.1	XP_038411525.1
OG0005698	XP_040592382.1, XP_040592383.1, XP_040592384.1	XP_038411571.1, XP_038411570.1
OG0005700	XP_040602517.1	XP_038411901.1
OG0005701	XP_012976502.1	XP_038411958.1
OG0005702	XP_005080869.1	XP_038411985.1
OG0005703	XP_040603142.1	XP_038412019.1
OG0005704	XP_040584377.1, NP_001297506.1	XP_038412525.1
OG0005705	XP_040584458.1	XP_038412576.1
OG0005706	XP_040584492.1, XP_040584493.1	XP_038412823.1
OG0005707	XP_021090263.1, XP_012978134.1, XP_012978135.1	XP_038412836.1
OG0005708	XP_005087236.1	XP_038413063.1
OG0005709	XP_005076873.1	XP_038413126.1
OG0005710	XP_021089155.1	XP_038413369.1
OG0005711	XP_040612903.1	XP_038413505.1, XP_038413502.1
OG0005712	XP_005072133.1	XP_038413507.1
OG0005713	XP_005087068.1	XP_038413528.1
OG0005714	XP_005084422.1	XP_038413779.1
OG0005715	XP_040612568.1	XP_038413843.1
OG0005716	XP_040612561.1	XP_038413852.1
OG0005717	XP_012981965.1	XP_038413910.1
OG0005719	XP_005072173.1	XP_038413997.1
OG0005720	XP_012970293.1, XP_021084038.1	XP_038414060.1, XP_038414061.1
OG0005721	XP_012970297.1	XP_038414166.1
OG0005722	XP_005087087.1	XP_038414358.1
OG0005723	XP_005087070.2	XP_038414407.1
OG0005724	XP_021081655.1	XP_038414415.1
OG0005725	XP_005068108.1	XP_038414457.1
OG0005726	XP_012967328.1	XP_038414559.1, XP_038414560.1
OG0005727	XP_040610999.1	XP_038414661.1
OG0005728	XP_040611005.1	XP_038414664.1
OG0005729	XP_040598240.1, XP_005068043.2	XP_038414736.1
OG0005730	XP_040611072.1	XP_038414793.1
OG0005731	XP_012973225.1	XP_038415013.1, XP_038415014.1
OG0005732	XP_040608565.1	XP_038415062.1
OG0005733	XP_021090084.2	XP_038415138.1
OG0005734	XP_040584229.1	XP_038415173.1, XP_038415430.1, XP_038424439.1
OG0005735	XP_005083114.2	XP_038415209.1
OG0005736	XP_040584566.1	XP_038415342.1
OG0005737	XP_012977711.1	XP_038415384.1
OG0005738	XP_040602685.1	XP_038415514.1
OG0005739	XP_005087303.1	XP_038415656.1
OG0005740	XP_012981562.1	XP_038415658.1
OG0005741	XP_012966326.1	XP_038415869.1
OG0005742	XP_021080825.1	XP_038416110.1
OG0005743	XP_005066706.1	XP_038416234.1
OG0005744	XP_005066707.1	XP_038416237.1
OG0005745	XP_005066723.2	XP_038416323.1, XP_038416324.1
OG0005746	XP_005066732.1	XP_038416355.1
OG0005747	XP_005082082.1	XP_038416570.1
OG0005748	XP_005082081.1	XP_038416583.1
OG0005749	XP_040586943.1	XP_038416669.1
OG0005750	XP_012977400.1	XP_038416672.1
OG0005751	XP_040586665.1	XP_038416680.1
OG0005752	XP_012971417.1	XP_038416966.1, XP_038416967.1
OG0005753	XP_005073618.2	XP_038445272.1, XP_038417053.1
OG0005754	XP_021084916.1	XP_038417099.1
OG0005755	XP_040585403.1	XP_038417293.1, XP_038417291.1, XP_038417296.1, XP_038417295.1, XP_038417292.1, XP_038417294.1
OG0005756	XP_040601227.1, XP_012978725.1, XP_005083804.1	XP_038417419.1
OG0005757	XP_040594605.1	XP_038417585.1
OG0005758	XP_005078376.1	XP_038417657.1
OG0005759	XP_040594297.1	XP_038442510.1, XP_038417718.1
OG0005760	XP_005076572.1	XP_038417810.1
OG0005761	XP_005076569.1, XP_012973599.1, XP_040608084.1	XP_038417829.1, XP_038417830.1
OG0005762	XP_040608085.1	XP_038417832.1, XP_038417831.1
OG0005763	XP_021091101.1, XP_040608150.1	XP_038418060.1
OG0005764	XP_005084325.2	XP_038418063.1, XP_038418064.1
OG0005766	XP_040606176.1	XP_038418431.1
OG0005767	XP_040605837.1, XP_005064087.1	XP_038418437.1
OG0005768	XP_012976540.1	XP_038418669.1
OG0005769	XP_005080924.1	XP_038418728.1
OG0005770	XP_040591069.1	XP_038418737.1
OG0005771	XP_040584588.1	XP_038418792.1
OG0005772	XP_012970161.1	XP_038418885.1
OG0005773	XP_005064939.1	XP_038418914.1
OG0005774	XP_005063861.1	XP_038419096.1
OG0005775	XP_005065140.1	XP_038419163.1, XP_038419164.1
OG0005776	XP_005065135.1	XP_038419174.1
OG0005777	XP_005064991.1	XP_038419308.1
OG0005778	XP_005064971.2	XP_038419377.1, XP_038419376.1
OG0005779	XP_005064958.1	XP_038419386.1
OG0005780	XP_005064190.1	XP_038419528.1
OG0005781	XP_040597745.1, NP_001268601.1	XP_038419540.1
OG0005782	XP_021083017.2	XP_038419556.1
OG0005783	XP_005064168.1	XP_038419582.1
OG0005784	XP_005064150.3	XP_038419654.1
OG0005785	XP_005064139.1	XP_038419668.1
OG0005786	XP_005064136.1	XP_038419670.1
OG0005787	XP_005063976.1	XP_038420027.1
OG0005788	XP_012970193.3	XP_038420040.1
OG0005789	XP_040604345.1	XP_038420083.1
OG0005790	XP_040603723.1, XP_040603717.1, XP_040603721.1	XP_038420301.1
OG0005791	XP_005065065.1	XP_038420409.1
OG0005792	XP_040590768.1	XP_038420476.1, XP_038420481.1, XP_038420477.1, XP_038420479.1, XP_038420478.1, XP_038420480.1
OG0005793	XP_005077542.1	XP_038420523.1
OG0005794	XP_040610420.1	XP_038420676.1
OG0005795	XP_005076122.1	XP_038420694.1
OG0005796	XP_005065363.1	XP_038420781.1, XP_038420780.1, XP_038420779.1
OG0005797	XP_005065358.1	XP_038420786.1
OG0005798	NP_001268535.1	XP_038420905.1
OG0005799	XP_005069081.1	XP_038421040.1
OG0005800	XP_012968057.1	XP_038421065.1, XP_038421066.1, XP_038421067.1
OG0005801	XP_005069014.2	XP_038421128.1
OG0005802	XP_012976926.1	XP_038421269.1
OG0005803	XP_005074960.1	XP_038421284.1
OG0005804	XP_012969584.2	XP_038421423.1
OG0005805	XP_040593662.1	XP_038421455.1
OG0005806	XP_005071223.1	XP_038421487.1
OG0005807	XP_005066182.1	XP_038421565.1, XP_038421564.1
OG0005808	XP_012965941.1	XP_038421586.1, XP_038421585.1
OG0005809	XP_021080493.1	XP_038421609.1
OG0005810	XP_005066206.1	XP_038421673.1, XP_038421672.1
OG0005812	XP_005071273.1	XP_038421760.1
OG0005813	XP_005076452.1	XP_038421862.1
OG0005815	NP_001268778.1, XP_040602479.1	XP_038422075.1
OG0005816	XP_040603727.1	XP_038422095.1
OG0005817	NP_001268279.1	XP_038422105.1
OG0005818	XP_005085276.3	XP_038422157.1
OG0005819	XP_012972462.1	XP_038422208.1
OG0005820	XP_021085630.1	XP_038422326.1
OG0005821	XP_005074968.1	XP_038422336.1
OG0005822	XP_040595799.1	XP_038422378.1
OG0005823	XP_012972443.1	XP_038422503.1
OG0005824	XP_040597978.1	XP_038422668.1
OG0005825	XP_005086179.2	XP_038422754.1
OG0005826	XP_012980780.1	XP_038422784.1
OG0005827	XP_021079615.2	XP_038422843.1
OG0005828	XP_005083428.2	XP_038422948.1
OG0005829	XP_005083427.2	XP_038422951.1
OG0005830	XP_040592658.1	XP_038422989.1, XP_038422990.1
OG0005831	XP_005087362.1	XP_038423040.1
OG0005832	XP_005087364.1	XP_038423044.1, XP_038423045.1, XP_038423043.1, XP_038423046.1
OG0005834	XP_021083104.1	XP_038437676.1
OG0005834	XP_040591261.1	XP_038423090.1
OG0005835	XP_012981609.1, XP_005087385.1, XP_040592709.1	XP_038423091.1
OG0005836	XP_040586024.1	XP_038423202.1
OG0005837	XP_040587016.1	XP_038423327.1
OG0005838	XP_021089379.1	XP_038423449.1, XP_038423450.1, XP_038423447.1, XP_038423448.1
OG0005839	XP_005083320.1	XP_038423728.1
OG0005840	XP_040587568.1, XP_040594189.1	XP_038423738.1
OG0005841	XP_005083355.1	XP_038423867.1
OG0005842	XP_005083379.2	XP_038423949.1
OG0005843	XP_040595044.1, XP_012965799.1	XP_038423967.1
OG0005844	XP_040593870.1	XP_038423972.1
OG0005845	XP_040601503.1	XP_038440790.1
OG0005846	XP_040589212.1, XP_040589213.1, XP_040589215.1, XP_040589214.1, XP_040589216.1, XP_040589211.1	XP_038424056.1
OG0005847	XP_012973982.1	XP_038424144.1, XP_038424143.1
OG0005848	XP_021090892.1	XP_038424231.1
OG0005849	XP_012979005.2	XP_038424265.1
OG0005850	XP_040584102.1	XP_038424471.1
OG0005851	XP_040614067.1	XP_038424544.1
OG0005852	XP_040614055.1	XP_038424555.1
OG0005853	XP_040613451.1	XP_038424718.1, XP_038424719.1
OG0005854	NP_001269052.1	XP_038424722.1
OG0005855	XP_012981580.2	XP_038424779.1
OG0005856	XP_005087511.1	XP_038424789.1
OG0005858	XP_005075818.2	XP_038424924.1, XP_038424923.1, XP_038424925.1
OG0005859	XP_012975403.1	XP_038436035.1, XP_038425052.1, XP_038442398.1
OG0005860	XP_040601933.1	XP_038425206.1
OG0005861	NP_001274542.1	XP_038425443.1
OG0005862	XP_012969483.1	XP_038425473.1
OG0005863	XP_005071009.1	XP_038425510.1, XP_038425511.1
OG0005864	XP_005071000.1	XP_038425534.1
OG0005865	XP_040609459.1	XP_038425647.1
OG0005866	XP_021082921.1	XP_038425684.1
OG0005867	XP_040600474.1	XP_038425830.1
OG0005868	XP_005079490.1	XP_038425904.1
OG0005869	XP_005073377.1	XP_038426008.1
OG0005870	XP_040589527.1	XP_038426030.1
OG0005871	XP_012977899.1	XP_038426047.1
OG0005873	XP_005082426.1	XP_038426191.1
OG0005874	XP_012977675.1	XP_038426425.1
OG0005875	XP_040595852.1	XP_038426447.1, XP_038426446.1
OG0005876	XP_012977613.1, NP_001268636.1	XP_038426478.1
OG0005877	XP_040595574.1	XP_038426480.1
OG0005878	XP_005082367.2	XP_038426509.1
OG0005879	XP_021089163.1	XP_038426615.1
OG0005880	XP_005077719.1	XP_038426693.1
OG0005881	XP_021083994.2	XP_038426898.1
OG0005882	XP_040596114.1	XP_038426926.1, XP_038426925.1
OG0005883	XP_040595787.1	XP_038427080.1
OG0005884	XP_012974447.1	XP_038427159.1
OG0005885	XP_005077988.1	XP_038427203.1
OG0005886	XP_005072606.1	XP_038427263.1
OG0005887	XP_040596278.1	XP_038427271.1
OG0005888	XP_005072628.1	XP_038427374.1
OG0005889	XP_021082044.1	XP_038427520.1
OG0005890	XP_005068732.1	XP_038427577.1
OG0005891	XP_040602250.1	XP_038427655.1
OG0005892	XP_005068692.1	XP_038427669.1
OG0005893	XP_040602214.1	XP_038427724.1, XP_038427723.1
OG0005894	XP_005072595.1	XP_038427763.1
OG0005895	XP_005084695.1	XP_038427971.1
OG0005896	XP_040588559.1	XP_038428198.1
OG0005897	XP_040588728.1	XP_038428281.1
OG0005898	XP_040588791.1	XP_038428299.1
OG0005899	XP_040588660.1	XP_038428356.1
OG0005900	XP_040588653.1	XP_038428395.1
OG0005901	XP_005074487.1	XP_038428520.1
OG0005902	XP_040589059.1	XP_038428539.1
OG0005903	XP_005074503.1	XP_038428541.1
OG0005904	XP_040588843.1	XP_038428608.1
OG0005905	XP_005074555.1	XP_038428668.1
OG0005906	XP_005074572.1	XP_038428717.1
OG0005907	XP_040602237.1	XP_038428908.1
OG0005908	XP_005087689.1	XP_038429058.1, XP_038429057.1
OG0005909	XP_040607334.1	XP_038429270.1
OG0005910	XP_012972701.1	XP_038429480.1
OG0005911	XP_040596650.1, XP_012972679.1	XP_038429582.1
OG0005912	XP_040596497.1	XP_038429605.1
OG0005913	XP_005075312.1	XP_038429635.1
OG0005914	XP_005075300.1	XP_038429679.1
OG0005915	XP_005071057.1	XP_038429795.1
OG0005916	XP_021090016.2, XP_040609162.1, XP_005082571.2	XP_038429903.1, XP_038429902.1, XP_038429904.1
OG0005917	XP_012973904.1	XP_038430352.1
OG0005918	XP_040596560.1	XP_038430423.1
OG0005919	XP_005070807.1	XP_038430458.1
OG0005920	XP_040587101.1, XP_040599698.1	XP_038430758.1
OG0005921	XP_040587097.1	XP_038430806.1
OG0005922	XP_012976388.2	XP_038430992.1
OG0005923	XP_040587496.1	XP_038431097.1
OG0005924	XP_040587083.1, XP_040587084.1	XP_038431105.1
OG0005925	XP_005078996.2	XP_038431319.1
OG0005926	XP_005078993.1	XP_038431339.1
OG0005927	XP_005078987.1	XP_038431355.1
OG0005928	XP_005078981.1	XP_038431382.1
OG0005929	XP_012981970.1	XP_038431465.1
OG0005930	XP_040602731.1	XP_038431526.1
OG0005931	XP_040602744.1	XP_038431550.1
OG0005932	XP_005068969.1, XP_005081451.1	XP_038431592.1
OG0005934	XP_040602787.1	XP_038431627.1
OG0005935	XP_012969397.1	XP_038431706.1
OG0005937	XP_040606266.1, XP_012974151.3	XP_038431765.1, XP_038445588.1
OG0005938	XP_040607095.1	XP_038431865.1
OG0005939	XP_012974120.1, XP_005077619.1, XP_040607075.1	XP_038431907.1
OG0005940	XP_021090967.2	XP_038432456.1
OG0005941	XP_040595188.1	XP_038432523.1
OG0005942	XP_005066074.1, XP_040593222.1, XP_012965962.1	XP_038432568.1
OG0005943	XP_005066077.1	XP_038432582.1
OG0005944	XP_005066088.1	XP_038432621.1, XP_038432620.1
OG0005945	XP_040594254.1, XP_040592060.1	XP_038432631.1
OG0005946	XP_021080386.1, XP_040594720.1	XP_038432669.1
OG0005947	XP_005087191.1	XP_038432695.1
OG0005948	XP_040599351.1, XP_005072921.1	XP_038432732.1
OG0005949	XP_005072942.1	XP_038432784.1
OG0005950	XP_005067215.1	XP_038433385.1
OG0005951	XP_005067239.1	XP_038433435.1
OG0005952	XP_040609675.1	XP_038433711.1
OG0005953	XP_040609674.1	XP_038433716.1
OG0005954	XP_005066997.1	XP_038433778.1
OG0005955	XP_005079724.2	XP_038433811.1, XP_038433812.1
OG0005956	XP_005066100.1	XP_038433818.1
OG0005957	XP_005077716.1	XP_038434005.1
OG0005958	XP_005063720.1	XP_038434110.1
OG0005959	XP_040599676.1, XP_040600586.1	XP_038434295.1
OG0005960	XP_005063616.2	XP_038434433.1
OG0005961	XP_005064354.1	XP_038434932.1
OG0005962	XP_005064317.1	XP_038435100.1
OG0005963	XP_040598267.1	XP_038435162.1
OG0005964	XP_012981789.1	XP_038435269.1
OG0005965	XP_005066817.1	XP_038435418.1
OG0005966	XP_005066830.1, XP_021080925.1	XP_038435492.1, XP_038435493.1
OG0005967	XP_005088363.2	XP_038435690.1
OG0005968	XP_040601943.1	XP_038435842.1, XP_038435841.1
OG0005969	XP_021086752.1	XP_038435848.1
OG0005970	XP_021086658.2	XP_038435944.1
OG0005971	XP_040601981.1	XP_038435988.1
OG0005972	XP_040602036.1	XP_038436089.1
OG0005973	XP_040602099.1	XP_038436208.1
OG0005974	XP_005073786.1	XP_038436370.1
OG0005975	XP_040595841.1	XP_038436423.1
OG0005976	XP_040595718.1	XP_038436471.1
OG0005977	XP_005075610.2	XP_038436687.1
OG0005978	XP_005069653.1	XP_038436915.1
OG0005979	XP_005069620.1	XP_038437015.1
OG0005980	XP_040596095.1	XP_038437036.1
OG0005981	XP_021081742.2	XP_038437175.1
OG0005982	XP_040606384.1	XP_038437362.1
OG0005983	XP_040606337.1	XP_038437436.1
OG0005984	XP_040606325.1	XP_038437459.1
OG0005985	XP_040588165.1	XP_038437497.1
OG0005986	XP_040607850.1	XP_038437688.1
OG0005987	XP_005082872.1	XP_038437846.1
OG0005988	XP_005082871.1	XP_038437851.1
OG0005989	XP_021089657.1	XP_038437896.1
OG0005990	XP_040607673.1, XP_040607674.1	XP_038437969.1
OG0005991	XP_005076426.1	XP_038438113.1
OG0005992	XP_040603413.1, XP_040603412.1	XP_038438219.1
OG0005993	XP_040603386.1	XP_038438259.1
OG0005994	XP_040600744.1	XP_038438532.1, XP_038444665.1
OG0005995	XP_005074826.1	XP_038438693.1
OG0005996	XP_040595342.1, XP_005074816.1	XP_038438740.1
OG0005997	XP_021085555.1	XP_038438767.1
OG0005999	XP_021083654.1	XP_038438904.1
OG0006000	XP_005071584.1	XP_038438984.1
OG0006001	XP_040613677.1	XP_038439308.1
OG0006002	XP_040610468.1	XP_038439336.1
OG0006003	XP_040610431.1	XP_038439411.1
OG0006004	XP_040606955.1	XP_038439608.1
OG0006005	XP_005066477.1	XP_038439930.1
OG0006006	XP_040611752.1	XP_038439991.1
OG0006007	XP_005066405.1	XP_038440127.1
OG0006008	XP_040611864.1	XP_038440176.1, XP_038440175.1
OG0006009	XP_040611868.1	XP_038440177.1
OG0006010	XP_040611650.1, XP_040611651.1	XP_038440226.1
OG0006011	XP_005065170.1	XP_038440449.1
OG0006012	XP_012968021.1, NP_001268609.1	XP_038440468.1
OG0006013	XP_021082241.1	XP_038440574.1
OG0006014	XP_040601460.1	XP_038440703.1
OG0006015	XP_005065201.1	XP_038440851.1
OG0006016	XP_005065189.2	XP_038440870.1
OG0006017	XP_040609182.1	XP_038441046.1
OG0006018	XP_012979422.1, XP_021091225.1	XP_038441116.1
OG0006019	XP_040609566.1, XP_012976562.1, XP_005080971.1	XP_038441145.1, XP_038441144.1
OG0006020	XP_040609512.1	XP_038441226.1
OG0006021	XP_040609477.1, XP_040609475.1, XP_005070659.1, XP_012969201.1, XP_040609476.1	XP_038441303.1
OG0006022	XP_021083087.1	XP_038441354.1
OG0006023	XP_012969250.1	XP_038441421.1
OG0006024	XP_021083078.1	XP_038441477.1
OG0006025	XP_005070594.1	XP_038441575.1
OG0006027	XP_040609273.1	XP_038441648.1
OG0006028	XP_040609250.1	XP_038441669.1
OG0006029	XP_005070547.1	XP_038441679.1, XP_038441678.1, XP_038441680.1
OG0006030	XP_005070545.1	XP_038441681.1
OG0006031	XP_005070507.1	XP_038441794.1
OG0006032	XP_005070573.1	XP_038441834.1
OG0006033	XP_005071491.2	XP_038441852.1, XP_038441850.1, XP_038441851.1, XP_038441849.1
