Orthogroup	Myotis_lucifugus	Saimiri_boliviensis_boliviensis
OG0006964	XP_023612036.1	XP_003936451.1
OG0006965	XP_023612021.1, XP_006091481.1	XP_003936453.1
OG0006966	XP_006091478.1	XP_010345194.1, XP_039323805.1
OG0006967	XP_023611995.1	XP_003936463.1
OG0006969	XP_023611949.1	XP_003936532.1
OG0006970	XP_023617493.1	XP_003932600.1
OG0006971	XP_023617523.1	XP_039335657.1
OG0006972	XP_023617516.1	XP_010341414.2
OG0006973	XP_006099158.1	XP_003932643.2
OG0006974	XP_014320133.1	XP_039335545.1, XP_039331576.1, XP_039317715.1, XP_003938209.2
OG0006975	XP_006095480.1	XP_003932666.2, XP_039322587.1
OG0006976	XP_023615191.1, XP_023615192.1	XP_039335335.1, XP_003933372.1
OG0006977	XP_023601283.1	XP_010341506.1
OG0006978	XP_023612027.1, XP_023604912.1	XP_003932743.3
OG0006980	XP_023608881.1	XP_010346076.1
OG0006981	XP_006100785.1	XP_039317063.1, XP_010346005.1
OG0006982	XP_014308503.1	XP_003934450.3
OG0006983	XP_006085619.1	XP_010343277.1
OG0006985	XP_006092171.1	XP_003919789.1
OG0006986	XP_023606884.1	XP_039329238.1
OG0006987	XP_006081952.1	XP_003928198.1
OG0006988	XP_006081957.1, XP_023609266.1	XP_039335116.1
OG0006989	XP_023608826.1	XP_010330375.1
OG0006990	XP_006082007.1	XP_003937257.1
OG0006991	XP_023614871.1	XP_010346058.2
OG0006992	XP_023614887.1	XP_010346044.2
OG0006993	XP_014321654.1	XP_010346040.1
OG0006994	XP_006100794.1	XP_039317133.1, XP_003937212.1
OG0006995	XP_014323788.1	XP_003937195.1
OG0006996	XP_006082712.1	XP_003936775.1
OG0006997	XP_014322434.1, XP_006083049.1	XP_003936808.1
OG0006998	XP_023599933.1	XP_039325980.1
OG0006999	XP_023599157.1	XP_039326036.1
OG0007000	XP_006083673.1	XP_010343316.2
OG0007001	XP_014301637.2	XP_003944942.1
OG0007002	XP_006103895.1	XP_003932210.1
OG0007003	XP_023601847.1, XP_006094945.1	XP_003932214.1
OG0007004	XP_006099081.1	XP_039328411.1
OG0007005	XP_006099094.1	XP_039327520.1
OG0007006	XP_014319374.1, XP_006109239.1	XP_010341134.1
OG0007007	XP_006096623.2	XP_003932248.1
OG0007008	XP_023616180.1	XP_039327545.1
OG0007009	XP_023616175.1	XP_010341190.1
OG0007010	XP_006098376.1	XP_003932324.2
OG0007012	XP_006106906.1	XP_039318346.1
OG0007013	XP_006107520.1	XP_003925531.1, XP_039318483.1
OG0007015	XP_014320507.2	XP_010328778.1
OG0007016	XP_006099584.1	XP_039318402.1
OG0007017	XP_023618989.1	XP_039318487.1, XP_003942697.1
OG0007018	XP_014301230.1	XP_010331615.2
OG0007019	XP_023600761.1	XP_003922492.1
OG0007020	XP_006096691.1	XP_003922480.1
OG0007021	XP_006095789.1	XP_003939279.1
OG0007022	XP_023612503.1	XP_010331258.2
OG0007023	XP_023615723.1	XP_010328337.2
OG0007024	XP_014317527.1	XP_003942232.2
OG0007025	XP_023615717.1	XP_039317645.1, XP_039335707.1, XP_003932647.2
OG0007026	XP_023605734.1	XP_003942211.2
OG0007027	XP_006084240.1	XP_039317651.1
OG0007028	XP_006084297.2	XP_003934546.2
OG0007029	XP_006084337.1	XP_003934597.1
OG0007030	XP_006090738.1	XP_039317681.1
OG0007031	XP_023611296.1	XP_003926610.2
OG0007033	XP_023605262.1, XP_014309560.1	XP_003926700.2
OG0007034	XP_006086793.1	XP_003926714.1
OG0007035	XP_014309557.2	XP_039317492.1
OG0007036	XP_006086783.1	XP_039317679.1
OG0007037	XP_014313635.1	XP_003941524.1
OG0007038	XP_006091604.1	XP_039327580.1
OG0007039	XP_006091612.1	XP_010348105.1
OG0007040	XP_014317214.1	XP_003939219.1
OG0007041	XP_006095816.1	XP_003939290.1
OG0007042	XP_006095860.1	XP_010348222.1
OG0007043	XP_023607064.1	XP_039318471.1
OG0007044	XP_006092206.1	XP_003934530.1
OG0007045	XP_023620473.1	XP_010338938.1
OG0007046	XP_006090060.1	XP_003922409.1
OG0007047	XP_014312412.1	XP_010331542.1
OG0007048	XP_006090031.1	XP_003922385.2
OG0007049	XP_006090010.1	XP_010331676.1
OG0007050	XP_014312372.2, XP_006109186.1	XP_003922357.1
OG0007051	XP_014322597.1	XP_003922333.2
OG0007052	XP_023615583.1	XP_003922303.2, XP_010331437.2, XP_003922304.2
OG0007053	XP_006095996.1	XP_010331408.1
OG0007054	XP_014317410.1	XP_003922270.1
OG0007055	XP_006088192.1	XP_003922246.1
OG0007056	XP_023609138.1	XP_003922235.1
OG0007057	XP_023609100.1	XP_039320979.1
OG0007059	XP_006107346.2	XP_039321260.1, XP_039326282.1
OG0007060	XP_023618434.1, XP_023618433.1	XP_039321046.1
OG0007061	XP_006096020.1	XP_003939459.1
OG0007062	XP_023606670.1	XP_039320819.1
OG0007063	XP_006085370.1	XP_003935573.1
OG0007064	XP_023611247.1, XP_006090683.1	XP_003943593.2
OG0007066	XP_006109125.3, XP_006086421.1	XP_003942671.1
OG0007067	XP_006102196.1, XP_023599331.1	XP_010349186.1
OG0007068	XP_014315182.1	XP_003940569.1
OG0007069	XP_006102254.3, XP_014303015.2	XP_039320572.1
OG0007071	XP_006109909.2	XP_010349734.1
OG0007072	XP_006087545.1, XP_006087543.1	XP_003935801.1
OG0007073	XP_023613368.1	XP_039318850.1
OG0007074	XP_006109705.1	XP_003928964.1
OG0007075	XP_023602309.1	XP_039325206.1
OG0007076	XP_006086034.1	XP_003928907.1
OG0007077	XP_006086022.1	XP_010337789.1
OG0007078	XP_006085994.1	XP_039325749.1, XP_003935640.1
OG0007079	XP_006085985.1	XP_039318742.1
OG0007080	XP_006085978.1	XP_003935652.1
OG0007081	XP_006085964.1, XP_023611649.1	XP_003929026.1
OG0007082	XP_006104743.1	XP_039325017.1
OG0007083	XP_006104734.1	XP_010337926.1
OG0007084	XP_014318762.1	XP_039324640.1
OG0007085	XP_014315275.1	XP_003940951.1
OG0007086	XP_006093461.1	XP_039325044.1
OG0007087	XP_006093453.1	XP_003940937.2
OG0007088	XP_006087896.1	XP_003929709.1
OG0007089	XP_006087923.1	XP_003944209.1
OG0007090	XP_006087924.2	XP_039324672.1
OG0007091	XP_023608905.1	XP_039324856.1
OG0007092	XP_006087965.1	XP_003943050.1
OG0007094	XP_006093772.1	XP_003934363.2
OG0007095	XP_006090612.1	XP_003928362.1
OG0007096	XP_014318342.1	XP_039336392.1
OG0007097	XP_006097072.1	XP_039336390.1, XP_039336389.1
OG0007098	XP_023604810.1	XP_003927722.1
OG0007099	XP_014302135.1	XP_039336321.1
OG0007100	XP_023601372.1	XP_039336316.1
OG0007102	XP_006101916.1	XP_010336591.1
OG0007103	XP_014322432.1, XP_023600966.1	XP_010336559.1
OG0007104	XP_014303069.1	XP_039336438.1
OG0007105	XP_006105474.1	XP_039336355.1
OG0007106	XP_023619343.1	XP_010336523.1
OG0007107	XP_023619298.1	XP_039336465.1
OG0007108	XP_023601736.1	XP_039336366.1
OG0007109	XP_014317414.1, XP_023611120.1	XP_010343191.1
OG0007110	XP_023601750.1, XP_023620615.1	XP_003929507.2
OG0007111	XP_014322181.1	XP_010338378.1
OG0007112	XP_006101443.1	XP_003929597.2, XP_039329228.1, XP_039317250.1, XP_039324710.1
OG0007113	XP_006096655.1	XP_039324129.1
OG0007114	XP_014321206.1	XP_003929576.1
OG0007115	XP_014307572.1	XP_010333103.1
OG0007116	XP_006084676.1	XP_010333099.2
OG0007117	XP_023606060.1	XP_003924040.1
OG0007118	XP_006084631.1	XP_039324425.1
OG0007119	XP_006084627.1	XP_003924021.1, XP_039331602.1
OG0007120	XP_023606071.1	XP_003923994.1
OG0007121	XP_023603144.1	XP_039324380.1, XP_039324378.1, XP_039324379.1, XP_039324376.1
OG0007122	XP_006103563.1	XP_003932032.1, XP_010340910.1
OG0007123	XP_023613073.1	XP_010339915.2
OG0007124	XP_023611123.1	XP_039336553.1
OG0007126	XP_006094752.1	XP_039333204.1
OG0007127	XP_023617859.1, XP_023604619.1	XP_039323978.1, XP_039333588.1
OG0007128	XP_006098422.2	XP_039333067.1
OG0007129	XP_014316135.1	XP_039333314.1
OG0007130	XP_006096893.1	XP_010344271.1
OG0007131	XP_023616422.1	XP_003935487.2
OG0007132	XP_006090965.1	XP_003935472.1
OG0007133	XP_006090971.1	XP_003935535.2
OG0007134	XP_006091004.1	XP_003941692.1
OG0007135	XP_023613124.1, XP_006107721.1, XP_023613072.1	XP_003941705.2
OG0007136	XP_014314723.1	XP_039317905.1
OG0007137	XP_023613065.1	XP_010339732.2
OG0007138	XP_006084836.1	XP_003927063.1
OG0007139	XP_006095450.1	XP_003932550.1
OG0007140	XP_006084958.1	XP_010335892.1
OG0007141	XP_023606394.1	XP_010335921.1
OG0007143	XP_023606271.1, XP_006109404.1	XP_039334772.1
OG0007144	XP_006084876.1	XP_003927037.2
OG0007145	XP_023599769.1	XP_010334019.1, XP_003925033.1
OG0007146	XP_014304848.1	XP_039319398.1, XP_010333974.1
OG0007147	XP_023609653.1, XP_014306157.2	XP_039336265.1
OG0007148	XP_023607132.1, XP_006085780.1	XP_039318619.1
OG0007150	XP_023618798.1	XP_039318626.1, XP_039318627.1, XP_010336383.1
OG0007151	XP_014314822.1	XP_010336351.2, XP_010336352.2, XP_039331308.1
OG0007152	XP_023602431.1, XP_014306189.2, XP_014303284.2, XP_023602432.1	XP_003927333.2
OG0007154	XP_023613161.1	XP_003931288.1, XP_039318656.1
OG0007155	XP_014323594.1	XP_010350376.1
OG0007156	XP_006083285.1, XP_006109165.2	XP_003921992.2
OG0007157	XP_006083276.1	XP_003921986.1, XP_010328010.1
OG0007158	XP_006083271.1	XP_003921978.2
OG0007159	XP_023599353.1	XP_039326055.1
OG0007160	XP_023599255.1	XP_010344993.2, XP_003921900.2
OG0007161	XP_023599196.1	XP_039326040.1
OG0007162	XP_006083092.1	XP_039325671.1
OG0007163	XP_014322418.1	XP_039325869.1
OG0007164	XP_023618849.1, XP_014305752.1	XP_039325810.1
OG0007165	XP_023618867.1	XP_003940856.1
OG0007167	XP_014317151.1	XP_010334732.1
OG0007168	XP_006082515.1	XP_003925652.2
OG0007169	XP_006082636.1	XP_039326076.1
OG0007170	XP_023600374.1	XP_003938038.2
OG0007171	XP_006109003.1, XP_014318248.2	XP_003938355.1
OG0007172	XP_006094895.2	XP_039322435.1
OG0007173	XP_006094905.1	XP_010347292.1
OG0007174	XP_023614744.1	XP_010339323.1
OG0007175	XP_006094367.1, XP_023600854.1	XP_039319363.1
OG0007176	XP_023600367.1	XP_003938021.2
OG0007178	XP_006094371.1	XP_003930389.1
OG0007179	XP_006097290.3	XP_003939599.1
OG0007180	XP_006096211.1	XP_010330195.2, XP_039323193.1, XP_039323192.1
OG0007181	XP_006082262.1	XP_010339991.1, XP_003931099.1
OG0007184	XP_023600775.1	XP_003920351.2
OG0007185	XP_014311215.1	XP_003920550.3
OG0007186	XP_006085684.1	XP_003924140.1
OG0007187	XP_006085694.1	XP_039331457.1
OG0007188	XP_006090618.1	XP_010333121.1
OG0007189	XP_006090620.1, XP_014312904.1	XP_039331610.1
OG0007190	XP_014312908.2	XP_010348438.1, XP_010348439.1
OG0007191	XP_006097193.1	XP_010348460.2
OG0007192	XP_006097231.1	XP_003939589.1
OG0007193	XP_006097250.1	XP_003939606.1
OG0007194	XP_014318501.1	XP_010348548.1
OG0007195	XP_006097281.1	XP_039331556.1, XP_039331606.1
OG0007197	XP_023620380.1	XP_010329184.1
OG0007198	XP_014321330.1	XP_003943124.1
OG0007199	XP_023605505.1, XP_023605503.1, XP_006090743.1, XP_023620827.1	XP_039331372.1
OG0007200	XP_006084746.1	XP_003940179.1
OG0007201	XP_023606207.1	XP_010349152.1, XP_010349154.1, XP_010349153.1
OG0007202	XP_006084737.1	XP_003940187.1
OG0007203	XP_006084729.1, XP_023606204.1	XP_010349177.1
OG0007204	XP_014315405.1	XP_010330492.1
OG0007205	XP_006082337.1	XP_010344688.1
OG0007206	XP_023614363.1	XP_003935898.1
OG0007207	XP_006087764.1	XP_010330064.1, XP_010330063.1
OG0007208	XP_006087761.1	XP_003926657.2
OG0007209	XP_014310362.2	XP_039320001.1
OG0007210	XP_006087734.1	XP_010330092.1
OG0007211	XP_006087837.1	XP_039319841.1
OG0007213	XP_023606025.1, XP_023606026.1, XP_023606027.1, XP_014307401.1, XP_023606024.1, XP_006109400.1	XP_003932495.1
OG0007214	XP_006106268.1	XP_003934332.1
OG0007215	XP_006108833.2, XP_006101581.1	XP_003927500.1
OG0007216	XP_014316177.2, XP_014306260.1	XP_010332541.1
OG0007219	XP_023608638.1	XP_010333412.1, XP_003924423.1
OG0007223	XP_023603980.1	XP_039318478.1
OG0007228	XP_006091892.1, XP_014313972.1	XP_003920208.1
OG0007229	XP_023604627.1	XP_039333747.1, XP_010339137.2, XP_010338908.1, XP_003930047.1
OG0007232	XP_006099525.1	XP_010345123.1
OG0007233	XP_023600741.1	XP_039335508.1
OG0007234	XP_014309920.1	XP_039319452.1
OG0007235	XP_006091147.1	XP_003925236.2
OG0007237	XP_006101728.1	XP_039333978.1
OG0007238	XP_023618985.1	XP_003925677.1
OG0007239	XP_023612029.1	XP_003936524.1
OG0007240	XP_006102759.1	XP_039330898.1
OG0007241	XP_023605748.1, XP_014307114.1	XP_039317647.1, XP_003944911.1
OG0007242	XP_006088703.1	XP_010334090.1
OG0007243	XP_023615078.1	XP_003942012.1
OG0007244	XP_006083274.1	XP_010327930.1
OG0007245	XP_006090208.1	XP_003925954.1
OG0007246	XP_006090548.1	XP_003921065.1
OG0007247	XP_006094927.1	XP_003930485.2
OG0007248	XP_014318288.1	XP_003938005.1
OG0007249	XP_023601492.1	XP_010333806.1
OG0007250	XP_023613688.1	XP_003923742.2
OG0007251	XP_006091554.1	XP_003927822.2
OG0007253	XP_023600738.1	XP_003920037.1
OG0007254	XP_006088271.1	XP_039316260.1
OG0007255	XP_006096694.1	XP_003922485.1
OG0007257	XP_006096067.1	XP_003927254.1
OG0007260	XP_006099325.1	XP_003928858.1
OG0007261	XP_014313586.1, XP_006091459.1	XP_003936491.1, XP_010345212.1
OG0007262	XP_006085882.1	XP_010333240.1
OG0007263	XP_006097878.1	XP_003937871.2
OG0007264	XP_006097783.1	XP_010336370.1
OG0007265	XP_006087033.1	XP_003924663.1, XP_039324976.1
OG0007266	XP_023610943.1	XP_010334025.1
OG0007267	XP_006103701.1	XP_003933303.1
OG0007268	XP_023620598.1	XP_039334144.1
OG0007269	XP_006089268.1	XP_003938668.1
OG0007270	XP_023613880.1	XP_010348415.2
OG0007271	XP_006082133.1	XP_003931199.1
OG0007272	XP_006098160.1	XP_039316865.1
OG0007273	XP_023604287.1	NP_001266919.1
OG0007274	XP_023607591.1	XP_010347006.2
OG0007275	XP_006105710.1	XP_003932904.1, XP_010341746.1
OG0007276	XP_006100236.1	XP_010337185.2
OG0007277	XP_006091886.1	XP_039326363.1
OG0007278	XP_023604729.1	XP_010328359.1
OG0007279	XP_006085550.1	XP_039329367.1
OG0007280	XP_023619371.1, XP_006109534.1	XP_003921101.2
OG0007281	XP_023619567.1	XP_003921112.2
OG0007282	XP_006107803.1, XP_006105212.1	XP_003944354.1
OG0007283	XP_014319415.1	XP_039325333.1
OG0007284	XP_014322089.1	XP_039323864.1, XP_039326529.1
OG0007285	XP_014319123.1	XP_010339456.1
OG0007286	XP_014312238.1	XP_039329646.1
OG0007287	XP_006093801.1	XP_039334927.1
OG0007288	XP_014311180.1	XP_003928041.1
OG0007290	XP_023612158.1	XP_003920231.1
OG0007291	XP_006092332.1	XP_010329790.2
OG0007292	XP_023613541.1	XP_003933743.1
OG0007293	XP_023612300.1	XP_010332576.2
OG0007294	XP_014313421.1, XP_006109774.2	XP_010330370.2
OG0007295	XP_006108082.1	XP_039318307.1
OG0007296	XP_006087806.1	XP_003939131.1
OG0007297	XP_006102335.1	XP_003924346.1
OG0007298	XP_006099238.1	XP_010338270.1
OG0007299	XP_006084878.3	XP_003927036.1
OG0007300	XP_023610076.1	XP_003926383.1
OG0007301	XP_006083015.1	XP_003924104.1, XP_010333129.1
OG0007302	XP_023614978.1	XP_039325652.1
OG0007303	XP_023613714.1	XP_010348249.1
OG0007305	XP_006106870.1	XP_010341809.1, XP_003932964.1
OG0007306	XP_006110092.1, XP_023608305.1	XP_003926236.1
OG0007307	XP_023604800.1	XP_039327109.1
OG0007308	XP_014309740.1	XP_010333643.2
OG0007309	XP_023607707.1, XP_006081523.1	XP_039325013.1
OG0007310	XP_006091175.1	XP_003925220.1
OG0007311	XP_023603435.1	XP_003926850.2
OG0007312	XP_006091942.1	XP_003945343.2
OG0007313	XP_023619423.1, XP_014308497.1	XP_003921571.1
OG0007314	XP_023609187.1	XP_039316548.1
OG0007315	XP_014305981.1	XP_010329944.1
OG0007316	XP_023607551.1	XP_039330029.1
OG0007317	XP_023612996.1, XP_023612995.1, XP_023612994.1	XP_003932972.1
OG0007318	XP_006086314.1	XP_003938179.1
OG0007319	XP_006102778.1, XP_023599804.1	XP_003943848.1
OG0007320	XP_023614888.1	XP_010346065.1
OG0007321	XP_006087726.1	XP_003943951.2
OG0007322	XP_006098701.1	XP_003937431.1
OG0007323	XP_023615190.1	XP_010341445.1
OG0007324	XP_023608593.1, XP_023608550.1	XP_010347174.1
OG0007325	XP_023604588.1	XP_039335269.1
OG0007326	XP_006100013.1	XP_003928682.2
OG0007327	XP_023611149.1	XP_003939536.1
OG0007328	XP_006088079.1	XP_039331055.1, XP_010339923.1
OG0007329	XP_006086239.1, XP_023605102.1	XP_039317049.1
OG0007330	XP_006102463.1	XP_039332887.1, XP_039318968.1
OG0007331	XP_006087487.1, XP_006094918.1	XP_003930487.1
OG0007332	XP_006093122.1	XP_010344501.2
OG0007333	XP_023601827.1	XP_010331910.1
OG0007334	XP_023609046.1	XP_003925279.1
OG0007335	XP_014321319.1	XP_039322799.1
OG0007336	XP_023618954.1	XP_039318284.1
OG0007337	XP_006102474.1	XP_039319033.1
OG0007338	XP_006082367.1	XP_003936772.1
OG0007339	XP_006085572.1	XP_039322892.1, XP_010334652.1
OG0007340	XP_006107379.2	XP_039329581.1
OG0007341	XP_014320158.1	XP_010344754.1, XP_010345873.2
OG0007344	XP_023619033.1	XP_003928140.1
OG0007345	XP_006092934.1	XP_003935134.1
OG0007346	XP_006105406.1	XP_003927179.1
OG0007347	XP_023604122.1	XP_010342527.1
OG0007348	XP_014321703.1	XP_003942893.1
OG0007349	XP_006082165.3	XP_003931173.2
OG0007350	XP_023600789.1	XP_003930338.1
OG0007351	XP_014323230.1	XP_039318963.1
OG0007352	XP_014302702.2	XP_039322310.1
OG0007353	XP_006086829.1	XP_010335649.1
OG0007354	XP_014304343.1	XP_003932941.2
OG0007355	XP_023601811.1	XP_039334226.1
OG0007358	XP_023600632.1	XP_039322051.1
OG0007359	XP_023611518.1	XP_010345324.1
OG0007360	XP_006086058.1	XP_039325208.1
OG0007361	XP_006087137.3	XP_003939951.2
OG0007362	XP_006089841.1	XP_039329478.1
OG0007363	XP_014320592.1	XP_039315917.1
OG0007364	XP_006085211.1	XP_003924759.1
OG0007365	XP_014310563.1	XP_003943103.1
OG0007366	XP_023616467.1	NP_001289592.1
OG0007367	XP_006108062.1	XP_039321810.1
OG0007368	XP_006100830.1	XP_010331586.1
OG0007369	XP_014309077.1	XP_039316935.1
OG0007370	XP_006096971.1	XP_003937977.1
OG0007371	XP_006091737.1	XP_010333772.1
OG0007372	XP_023612735.1, XP_023612778.1, XP_023612736.1	XP_039332855.1
OG0007373	XP_006085327.1	XP_003940902.1
OG0007374	XP_006108132.3	XP_010345019.1, XP_039334966.1
OG0007375	XP_006095025.1, XP_006100895.1	XP_003942859.1
OG0007376	XP_006095021.1	XP_010328954.1
OG0007378	XP_023614572.1	XP_003923434.2
OG0007380	XP_006092093.1	XP_003920199.2
OG0007381	XP_006094612.1, XP_014306553.1	XP_010332945.2
OG0007382	XP_023603372.1, XP_023603374.1	XP_003923921.1, XP_003923920.1
OG0007384	XP_006091889.1	XP_003920218.1
OG0007385	XP_006092135.1	XP_039326303.1
OG0007386	XP_023609945.1	XP_010347604.2
OG0007387	XP_014322427.1	XP_039331180.1
OG0007388	XP_006093194.1	XP_003933399.1, XP_039333525.1
OG0007389	XP_006108514.1	XP_010349290.2
OG0007390	XP_023608364.1	XP_003926080.1
OG0007391	XP_006104350.1, XP_014305646.2	XP_039317403.1
OG0007393	XP_014305395.1	XP_039321708.1
OG0007396	XP_006097459.1	XP_039319577.1
OG0007397	XP_006090855.1	XP_003926033.1
OG0007398	XP_006096416.1, XP_006090850.1	XP_003926039.1
OG0007399	XP_006090849.1	XP_010335025.1
OG0007400	XP_006087238.1	XP_003926058.1
OG0007401	XP_006087193.2	XP_003945193.2
OG0007403	XP_023605868.1	XP_003932488.2
OG0007404	XP_006084523.1	XP_003932503.1
OG0007405	XP_006084521.1	XP_003932504.1
OG0007406	XP_006084487.1	XP_010335866.1
OG0007407	XP_006084471.1	XP_039323875.1
OG0007408	XP_006084440.1	XP_039323369.1
OG0007409	XP_006089218.1	XP_039323900.1
OG0007410	XP_023600753.1	XP_039323880.1
OG0007411	XP_006103821.1	XP_010342619.2
OG0007412	XP_023600757.1	XP_003933822.1
OG0007414	XP_023602636.1	XP_039323513.1
OG0007415	XP_006103460.1	XP_003933833.1
OG0007416	XP_023604151.1	XP_039323660.1
OG0007418	XP_006089270.1	XP_003938666.1
OG0007419	XP_006089284.3	XP_003932418.1
OG0007420	XP_006089287.1	XP_003922393.1, XP_039325038.1, XP_039323325.1
OG0007421	XP_014316586.1	XP_003932467.2
OG0007422	XP_014322420.1	XP_039331050.1, XP_039331170.1
OG0007423	XP_023607501.1, XP_023599316.1	XP_010350176.1
OG0007424	XP_006086903.1	XP_010349015.1
OG0007425	XP_006086875.1	XP_003921006.2
OG0007426	XP_006086878.1	XP_003920902.1
OG0007427	XP_006086867.1	XP_003935672.1
OG0007428	XP_014315824.1	XP_039317205.1
OG0007429	XP_006094178.1	XP_003935711.1
OG0007430	XP_023599394.1	XP_003938250.2
OG0007432	XP_014323063.1	XP_003938256.1
OG0007433	XP_006103447.1	XP_010330673.1, XP_039321951.1
OG0007434	XP_023617071.1	XP_039333754.1
OG0007435	XP_023600470.1	XP_010330665.1
OG0007436	XP_023604317.1	XP_039322653.1
OG0007437	XP_023602224.1	XP_039322507.1
OG0007438	XP_023603753.1	XP_039322960.1
OG0007439	XP_006105455.1	XP_039322712.1
OG0007440	XP_006109590.1, XP_006109474.2	XP_003944722.1
OG0007446	XP_023603783.1	XP_010349405.1
OG0007447	XP_006107852.1	XP_039322915.1
OG0007448	XP_023604017.1	XP_010349372.1, XP_003940394.1
OG0007449	XP_006108095.1	XP_010349352.1
OG0007450	XP_006108139.1	XP_010349346.2
OG0007451	XP_023604486.1	XP_039321612.1
OG0007452	XP_023603537.1	XP_003940374.1
OG0007453	XP_023603529.1	XP_003940373.1
OG0007454	XP_023603330.1, XP_006109247.1	XP_039322832.1
OG0007455	XP_006106070.2, XP_023604870.1	XP_039321360.1
OG0007456	XP_023604267.1	XP_010349284.1
OG0007457	XP_006109466.1	XP_003940287.1
OG0007458	XP_006103661.1	XP_003943249.2
OG0007459	XP_006103648.1	XP_039322069.1
OG0007460	XP_014323467.2	XP_039321828.1
OG0007461	XP_023599735.1, XP_006109361.1	XP_039322183.1
OG0007462	XP_023604245.1	XP_039321782.1
OG0007463	XP_006096783.1	XP_039322922.1
OG0007464	XP_006096768.1	XP_010329272.2
OG0007465	XP_006096762.1	XP_003943183.1, XP_039336057.1
OG0007466	XP_006096750.1	XP_003943168.1
OG0007467	XP_006096729.1	XP_039331345.1, XP_003937499.1, XP_039320584.1
OG0007468	XP_023616333.1	XP_039321849.1
OG0007469	XP_006096721.1	XP_039321837.1
OG0007470	XP_023616331.1	XP_003937484.2
OG0007471	XP_023618104.1	XP_039321813.1
OG0007472	XP_023618120.1	XP_010346260.1
OG0007473	XP_006098734.1	XP_010346235.1
OG0007474	XP_014319757.1	XP_039323122.1
OG0007475	XP_006098749.1	XP_003937390.2
OG0007476	XP_006096032.1	XP_010346177.1
OG0007477	XP_014317466.1	XP_003937364.2
OG0007478	XP_023608365.1	XP_039319528.1
OG0007479	XP_023609337.1	XP_039334491.1
OG0007480	XP_006081473.1	XP_003925849.1
OG0007481	XP_006097512.1	XP_010342818.1
