Orthogroup	Myotis_lucifugus	Sarcophilus_harrisii
OG0008715	XP_006099043.1	XP_031812934.1
OG0008716	XP_014320041.1	XP_031805265.1
OG0008717	XP_023617082.1	XP_031812130.1
OG0008718	XP_014317314.2	XP_023352346.1
OG0008719	XP_006108485.3, XP_014309201.1	XP_031802262.1
OG0008720	XP_006085335.1, XP_006109056.1	XP_031802255.1
OG0008721	XP_006085338.1	XP_003759823.1
OG0008722	XP_006085356.1	XP_012396766.1
OG0008723	XP_023606752.1, XP_023606753.1, XP_023606754.1	XP_003759804.1
OG0008724	XP_014312971.1	XP_031802201.1
OG0008725	XP_006109310.1, XP_023611268.1	XP_012396740.1
OG0008726	XP_006086408.1	XP_012396711.1
OG0008727	XP_006086403.1	XP_003759745.2
OG0008728	XP_006086343.1	XP_031802090.1
OG0008729	XP_023599332.1, XP_006109034.1	XP_031802088.1
OG0008730	XP_023601925.1	XP_023351719.2
OG0008731	XP_006103605.1	XP_031802819.1
OG0008732	XP_006105954.1	XP_031802847.1
OG0008733	XP_006102250.1	XP_031802859.1, XP_031802860.1
OG0008734	XP_006102248.1	XP_003760300.2
OG0008735	XP_014301431.1	XP_031802876.1
OG0008736	XP_006087968.1	XP_003755043.1, XP_031812419.1
OG0008737	XP_014310567.2	XP_031805227.1
OG0008738	XP_014310253.2	XP_031807888.1
OG0008739	XP_006087554.1	XP_031807895.1
OG0008740	XP_023613379.1	XP_012401667.1
OG0008741	XP_006093077.2	XP_012401646.1
OG0008742	XP_014314929.1	XP_023356317.1
OG0008743	XP_023613246.1	XP_031807971.1
OG0008744	XP_006093100.3	XP_023356220.1
OG0008745	XP_023613256.1	XP_031808000.1
OG0008746	XP_023613279.1	XP_031808012.1
OG0008747	XP_006093126.1	XP_031808011.1
OG0008748	XP_023613302.1	XP_031808024.1
OG0008749	XP_006093149.1	XP_012402076.2
OG0008750	XP_023613355.1	XP_031808066.1
OG0008751	XP_023607451.1	XP_031810996.1
OG0008752	XP_006086056.1	XP_003755972.1
OG0008753	XP_023607442.1	XP_031811031.1
OG0008754	XP_006109862.1	XP_012400783.2
OG0008755	XP_023607441.1	XP_012400948.1
OG0008756	XP_006086030.1	XP_031811053.1
OG0008757	XP_006086015.1	XP_003755985.1
OG0008758	XP_023607403.1	XP_031811072.1
OG0008759	XP_023607361.1	XP_031811090.1, XP_031811091.1
OG0008760	XP_023607356.1	XP_031811092.1
OG0008761	XP_014308907.1	XP_031811101.1
OG0008762	XP_023613597.1	XP_023353554.1
OG0008763	XP_023613590.1	XP_031811237.1
OG0008764	XP_023613585.1	XP_012398759.1
OG0008765	XP_006093443.1	XP_012398804.2
OG0008766	XP_023613583.1	XP_003755724.3
OG0008767	XP_006104748.1	XP_003755735.1
OG0008768	XP_023608856.1	XP_031811146.1
OG0008769	XP_023608935.1	XP_031812170.1
OG0008770	XP_023608858.1	XP_031812188.1
OG0008772	XP_023608937.1	XP_031812510.1
OG0008773	XP_014310504.1	XP_031812477.1
OG0008774	XP_023604687.1	XP_031812657.1
OG0008775	XP_006087589.1	XP_012399557.1
OG0008776	XP_023613628.1	XP_012398974.2
OG0008777	XP_006097067.1	XP_012399796.1
OG0008778	XP_014315489.1	XP_031814695.1
OG0008779	XP_006097068.1	XP_031815124.1
OG0008781	XP_014306355.2	XP_012402229.1
OG0008782	XP_014302140.1	XP_012402231.2
OG0008783	XP_006104336.1	XP_003763469.1
OG0008784	XP_014302042.1	XP_003763464.2
OG0008785	XP_023599099.1	XP_003763442.1
OG0008786	XP_006101601.2	XP_012399794.1
OG0008787	XP_006101597.1	XP_031815061.1
OG0008788	XP_006108865.2, XP_023602030.1	XP_003763393.2
OG0008789	XP_006103959.1	XP_012399838.1, XP_003763453.3
OG0008790	XP_023619349.1, XP_006099967.1	XP_031815073.1
OG0008791	XP_023619306.1	XP_003770581.2
OG0008792	XP_006099978.3	XP_031824200.1
OG0008793	XP_023619319.1	XP_012405664.1
OG0008794	XP_023619318.1	XP_031824647.1
OG0008795	XP_014302545.1	XP_031824152.1
OG0008797	XP_023602144.1	XP_031797675.1
OG0008798	XP_023603620.1	XP_031799865.1
OG0008799	XP_023616231.1	XP_031798996.1
OG0008800	XP_023619649.1	XP_031799696.1
OG0008801	XP_014315804.1	XP_031798951.1
OG0008802	XP_006100357.1	XP_023361529.1
OG0008803	XP_006084724.1	XP_031797225.1
OG0008805	XP_006084674.1	XP_031798610.1
OG0008806	XP_006084651.1	XP_031797461.1
OG0008807	XP_023606149.1	XP_031798756.1
OG0008808	XP_006084618.1	XP_031799249.1
OG0008809	XP_006084587.1	XP_012407506.1
OG0008810	XP_023602138.1	XP_031798742.1
OG0008811	XP_006082469.1	XP_031814195.1
OG0008812	XP_023600580.1	XP_031797905.1
OG0008813	XP_006090600.2	XP_031814726.1
OG0008814	XP_006094754.1	XP_003766411.1
OG0008815	XP_006094753.1	XP_031815412.1
OG0008816	XP_006094747.1	XP_031815420.1
OG0008817	XP_006094748.1	XP_031815423.1
OG0008818	XP_006098444.3, XP_006094744.1	XP_031815430.1
OG0008819	XP_023617873.1, XP_006098432.1	XP_012399942.1
OG0008820	XP_023614432.1	XP_031815502.1
OG0008821	XP_023614476.1	XP_003763641.2
OG0008822	XP_006090979.1	XP_023354818.1
OG0008823	XP_014306645.1, XP_023611572.1	XP_031815583.1
OG0008824	XP_006091006.1	XP_031817145.1
OG0008825	XP_006091014.1	XP_031815591.1
OG0008826	XP_006091018.1	XP_031815592.1
OG0008832	XP_023606261.1	XP_031813184.1
OG0008833	XP_023606263.1	XP_031819453.1
OG0008834	XP_006094514.1	XP_003763634.2
OG0008835	XP_023608046.1	XP_023351687.2
OG0008836	XP_023608054.1	XP_031802142.1
OG0008837	XP_014316898.1	XP_003759672.1
OG0008838	XP_006095456.1	XP_031801981.1, XP_031794470.1
OG0008839	XP_023611726.1	XP_031801969.1
OG0008840	XP_006081526.2	XP_023351664.1
OG0008841	XP_006081525.1	XP_031801963.1
OG0008842	XP_006081508.1	XP_031801937.1
OG0008843	XP_006084954.1	XP_003766088.1
OG0008844	XP_006084935.1	XP_031813589.1
OG0008845	XP_023606276.1	XP_031823960.1
OG0008846	XP_023606275.1	XP_031823947.1
OG0008847	XP_006084900.1	XP_031823958.1
OG0008848	XP_023606274.1	XP_031823945.1
OG0008849	XP_006084891.2	XP_031823937.1
OG0008850	XP_006084884.1	XP_003770332.1
OG0008851	XP_023606270.1, XP_006084866.1	XP_031813392.1
OG0008852	XP_023606325.1	XP_031813282.1
OG0008853	XP_006084977.1	XP_031813259.1
OG0008854	XP_023599767.1	XP_031813453.1
OG0008855	XP_006102737.2	XP_031813462.1, XP_031813461.1
OG0008856	XP_006088924.1	XP_031813495.1
OG0008857	XP_023609679.1	XP_031816978.1
OG0008858	XP_006081632.1	XP_031801968.1
OG0008860	XP_006085782.1	XP_012397131.1
OG0008861	XP_014308603.1	XP_023352138.1, XP_031802798.1
OG0008862	XP_006085763.1	XP_012397142.1
OG0008863	XP_006099397.2	XP_031802783.1
OG0008864	XP_023618773.1	XP_031802774.1
OG0008865	XP_006099401.1	XP_031802772.1
OG0008866	XP_006105265.1	XP_031802748.1
OG0008867	XP_023600862.1	XP_012397117.3
OG0008868	XP_023613168.1	XP_023352112.1
OG0008869	XP_006091833.1	XP_003760211.1
OG0008870	XP_014315513.1	XP_031802648.1
OG0008871	XP_023617620.1	XP_031802645.1, XP_031802644.1
OG0008872	XP_006106532.1	XP_031802639.1
OG0008876	XP_023617888.1	XP_031816209.1
OG0008877	XP_006091307.1	XP_023354988.1
OG0008878	XP_006091311.1	XP_003763924.1
OG0008879	XP_023601516.1	XP_012400196.1
OG0008880	XP_014301601.1	XP_023355005.1
OG0008881	XP_023601364.1	XP_031816447.1
OG0008882	XP_014301237.1	XP_031816394.1
OG0008883	XP_023599501.1	XP_031816339.1
OG0008884	XP_023600732.1	XP_031816326.1
OG0008886	XP_014323701.1	XP_023355053.1
OG0008887	XP_014301868.2	XP_003764044.2
OG0008888	XP_023600045.1	XP_012400320.1
OG0008889	XP_006082523.1	XP_031814045.1, XP_031814042.1
OG0008890	XP_014316399.2	XP_031816156.1
OG0008891	XP_006082789.1	XP_031816094.1
OG0008892	XP_014316719.1	XP_012400369.1
OG0008893	XP_006082459.1	XP_031814211.1
OG0008894	XP_014316890.1	XP_031814210.1, XP_031814208.1, XP_031814209.1
OG0008895	XP_023604138.1, XP_023615970.1	XP_012401780.1, XP_003775343.2
OG0008896	XP_014317247.1	XP_023356458.1
OG0008897	XP_006082496.1	XP_031814097.1
OG0008898	XP_023619009.1	XP_023356442.1
OG0008899	XP_023617310.1	XP_031813883.1
OG0008900	XP_006082600.1	XP_031813879.1
OG0008901	XP_006082614.3	XP_031813857.1
OG0008902	XP_023617428.1	XP_031813839.1
OG0008903	XP_023617583.1	XP_023356581.1, XP_031813823.1
OG0008904	XP_023600364.1	XP_012403063.2
OG0008905	XP_006096953.1	XP_031822698.1
OG0008906	XP_014316388.1	XP_023357683.1, XP_023357684.1
OG0008907	XP_023614761.1	XP_003767682.4
OG0008908	XP_006094904.1	XP_031793106.1
OG0008909	XP_006094908.1	XP_003767690.2
OG0008910	XP_006094373.1	XP_003767761.1
OG0008911	XP_006094375.1	XP_003767763.2
OG0008912	XP_006103840.1	XP_031792663.1
OG0008913	XP_023604446.1	XP_023357516.1
OG0008914	XP_023600363.1	XP_003769704.1
OG0008916	XP_023616493.1	XP_012403452.1
OG0008917	XP_014318232.1	XP_031824541.1
OG0008918	XP_006094392.1	XP_031824442.1
OG0008918	XP_023603065.1	XP_031793232.1
OG0008919	XP_023617615.1	XP_031815262.1
OG0008920	XP_023605225.1, XP_006097275.3	XP_031800514.1
OG0008922	XP_023612512.1, XP_006082275.1	XP_031800277.1
OG0008923	XP_006087711.1	XP_031800259.1
OG0008928	XP_023601203.1	XP_012401555.2
OG0008929	XP_023609486.1	XP_031814845.1
OG0008930	XP_006088646.1, XP_014311208.1	XP_003765609.1
OG0008931	XP_014311163.2	XP_023356075.1
OG0008932	XP_023609454.1	XP_031814762.1
OG0008933	XP_006103244.1, XP_014308522.1	XP_023354696.1
OG0008934	XP_006085702.1	XP_031815329.1
OG0008935	XP_006085709.1	XP_012399903.1
OG0008936	XP_023620532.1, XP_023598987.1	XP_031815296.1
OG0008937	XP_023611171.1	XP_031815290.1
OG0008938	XP_023611177.1	XP_031814939.1
OG0008939	XP_023616696.1	XP_031800237.1
OG0008941	XP_006097270.1	XP_012408906.2
OG0008942	XP_023615780.1	XP_031800966.1
OG0008943	XP_006106797.1, XP_023615810.1	XP_031800178.1
OG0008945	XP_006082936.1	XP_031800431.1, XP_031800430.1
OG0008947	XP_006082893.2	XP_003774937.1
OG0008948	XP_006082876.1	XP_031800612.1
OG0008951	XP_023606221.1	XP_023362912.1, XP_003775074.1
OG0008952	XP_023612628.1	XP_012408630.2
OG0008953	XP_023614264.1	XP_003775068.1
OG0008954	XP_006082251.1	XP_031800493.1
OG0008956	XP_006082187.1	XP_012408695.1
OG0008958	XP_023613408.1	XP_031800688.1
OG0008962	XP_006096227.1	XP_031800830.1
OG0008963	XP_006096215.1	XP_031800952.1
OG0008967	XP_023602428.1	XP_023358478.1
OG0008968	XP_006103233.2	XP_031810643.1, XP_031810640.1, XP_031810641.1, XP_031810644.1
OG0008969	XP_023599618.1	XP_023362365.1
OG0008970	XP_014322140.1	XP_003772509.1, XP_003770952.1
OG0008971	XP_006094613.1	XP_003764892.1, XP_031817343.1
OG0008972	XP_014308348.1	XP_031796622.1
OG0008973	XP_014303083.1	XP_031800634.1
OG0008977	XP_023605018.1	XP_031813186.1
OG0008979	XP_023614542.1, XP_023614543.1, XP_023604954.1	XP_003767038.2, XP_012400698.1
OG0008980	XP_023618866.1, XP_023618835.1	XP_031806150.1
OG0008981	XP_006103614.1	XP_031816955.1
OG0008986	XP_023604430.1	XP_003764617.1
OG0008987	XP_014321547.1	XP_031800267.1, XP_012408632.1
OG0008988	XP_023604411.1, XP_014306481.1, XP_014305469.1, XP_006092105.2	XP_031797562.1
OG0008994	XP_006090791.1	XP_031820566.1
OG0008995	XP_014316762.1	XP_003769963.1
OG0008996	XP_014313822.1	XP_031802345.1
OG0008997	XP_023613153.1, XP_006108801.3	XP_031817288.1
OG0008998	XP_023620622.1	XP_031823726.1
OG0008999	XP_006088747.1	XP_003771507.1
OG0009000	XP_006081354.1	XP_031822039.1
OG0009002	XP_006097880.1	XP_031822604.1
OG0009003	XP_006088075.1	XP_003761459.2
OG0009004	XP_014314158.1	XP_031822387.1
OG0009005	XP_006091193.3	XP_031810109.1
OG0009006	XP_014316090.1	XP_003772896.1
OG0009007	XP_006094394.2	XP_031807184.1
OG0009008	XP_006100697.1	XP_012402703.1
OG0009009	XP_006098605.2	XP_003772600.2
OG0009010	XP_023610594.1	XP_031812104.1
OG0009011	XP_023599854.1	XP_023358549.1
OG0009012	XP_006109695.1	XP_031824362.1
OG0009013	XP_006103072.1	XP_003758665.1
OG0009014	XP_006094813.1	XP_023360701.1
OG0009015	XP_006093795.1	XP_031795774.1
OG0009016	XP_006101087.1	XP_031795271.1
OG0009017	XP_006108542.2	XP_031819285.1
OG0009018	XP_006092243.1	XP_023358245.1
OG0009019	XP_023612726.1	XP_003768450.1
OG0009020	XP_006103331.2	XP_003769701.1
OG0009021	XP_006099290.3	XP_031824225.1
OG0009022	XP_014315680.1	XP_031799353.1
OG0009023	XP_006104762.1, XP_014305765.1	XP_023361411.1
OG0009024	XP_014316950.1	XP_003757693.1
OG0009025	XP_023609364.1	XP_031795854.1
OG0009026	XP_023615755.1	XP_031800587.1
OG0009027	XP_006098506.1	XP_003756274.1
OG0009029	XP_006104644.1	XP_031807282.1
OG0009030	XP_006101310.1	XP_003769031.1
OG0009031	XP_006107977.1	XP_003771554.1
OG0009032	XP_006088874.1	XP_031796496.1
OG0009033	XP_006096608.2	XP_031804577.1
OG0009034	XP_006084129.1	XP_003772640.1
OG0009035	XP_014316481.1	XP_003767705.3
OG0009036	XP_006097988.1, XP_006108168.1	XP_003768700.1
OG0009037	XP_023616792.1	XP_031818279.1
OG0009038	XP_014300965.1	XP_012398193.1
OG0009040	XP_006105136.1	XP_003769734.2
OG0009042	XP_014318897.1	XP_023356570.1
OG0009043	XP_006093384.1	XP_031802976.1
OG0009044	XP_023603846.1	XP_003767453.1
OG0009045	XP_006084194.1	XP_003771257.1
OG0009046	XP_023607679.1	XP_023351794.1
OG0009047	XP_006090428.1	XP_012404625.1
OG0009048	XP_023619559.1	XP_003756529.1
OG0009049	XP_006091542.1	XP_031793901.1
OG0009050	XP_006108899.3, XP_023619073.1	XP_003761012.1
OG0009052	XP_014306812.1	XP_031810879.1
OG0009053	XP_014309010.2	XP_003765868.3
OG0009054	XP_014306892.1	XP_031815620.1
OG0009055	XP_006102989.1	XP_003758015.1
OG0009057	XP_014305189.1	XP_031816652.1, XP_031816651.1
OG0009058	XP_023620587.1	XP_031795026.1
OG0009059	XP_006082974.1	XP_031800950.1
OG0009060	XP_023608749.1	XP_031799258.1
OG0009061	XP_014319247.1	XP_003769716.1
OG0009062	XP_006094889.1	XP_031793085.1
OG0009063	XP_014308422.1	XP_031801960.1
OG0009064	XP_006098367.1	XP_031816713.1
OG0009065	XP_023601614.1	XP_003768955.1
OG0009067	XP_023599193.1	XP_031818425.1
OG0009068	XP_006102039.1	XP_012400782.1
OG0009069	XP_014304490.1	XP_031820815.1
OG0009070	XP_006105529.1	XP_031799720.1
OG0009071	XP_006105515.1	XP_003769003.3
OG0009072	XP_014321242.1	XP_031803566.1
OG0009073	XP_006104622.1	XP_031803436.1
OG0009074	XP_006081270.1	XP_003759881.1
OG0009075	XP_006089623.1	XP_031809978.1
OG0009076	XP_006102060.1	XP_031804640.1
OG0009077	XP_006095023.1	XP_031822115.1
OG0009078	XP_023604295.1	XP_031797885.1
OG0009079	XP_006106528.1	XP_031811403.1
OG0009080	XP_023600088.1	XP_031799394.1
OG0009081	XP_006103477.1	XP_003768524.1
OG0009082	XP_006097405.1	XP_031806011.1
OG0009083	XP_014318245.1	XP_031822694.1
OG0009084	XP_023613479.1	XP_003770611.2
OG0009085	XP_023615329.1	XP_012405546.3
OG0009086	XP_023619750.1	XP_012397612.1
OG0009087	XP_023617889.1, XP_014303241.1	XP_003764081.2
OG0009088	XP_023601101.1	XP_003769399.1
OG0009089	XP_006106690.1	XP_003768923.1
OG0009090	XP_014301389.1, XP_014301402.1	XP_031800540.1
OG0009091	XP_023601714.1	XP_003757447.1, XP_031810665.1, XP_031810664.1
OG0009092	XP_006098637.1	XP_031820626.1
OG0009093	XP_014307780.1, XP_006084924.1	XP_031823981.1
OG0009094	XP_023613559.1, XP_006093399.1	XP_023352217.1
OG0009095	XP_023600707.1, XP_006100108.2	XP_031810904.1
OG0009096	XP_023601457.1, XP_006106132.2	XP_031798172.1
OG0009097	XP_006104485.1	XP_031799799.1
OG0009098	XP_014316800.1	XP_012405199.1
OG0009099	XP_006095318.1	XP_012405166.1
OG0009100	XP_023610603.1	XP_023350833.1
OG0009101	XP_006105124.1	XP_003759713.1
OG0009102	XP_006102775.1	XP_031801220.1
OG0009103	XP_014308386.1	XP_031816697.1, XP_031816698.1
OG0009104	XP_023606921.1	XP_003764483.2
OG0009105	XP_006095346.1	XP_031824582.1
OG0009106	XP_014303822.1	XP_023357655.1
OG0009107	XP_023608237.1	XP_003765790.3
OG0009108	XP_006097756.1	XP_003761508.2
OG0009110	XP_014321913.1	XP_031811195.1
OG0009112	XP_014322793.2, XP_006107927.1	XP_012403253.1
OG0009113	XP_014310934.2	XP_003771673.1
OG0009114	XP_006090530.1	XP_031801498.1
OG0009115	XP_006109214.2, XP_006101675.1	XP_031797555.1
OG0009116	XP_006094841.1	XP_031797201.1
OG0009117	XP_006094151.1	XP_031797770.1
OG0009118	XP_006084533.1	XP_003769506.1
OG0009119	XP_023617709.1	XP_031818125.1
OG0009120	XP_006093882.1	XP_031797563.1
OG0009121	XP_023600109.1	XP_003771445.1
OG0009122	XP_014300913.1	XP_031794349.1
OG0009123	XP_006109262.2	XP_031796695.1
OG0009124	XP_006104128.1	XP_031803352.1
OG0009125	XP_006097604.1	XP_031812563.1
OG0009126	XP_006105562.3	XP_031821300.1
OG0009127	XP_006092708.1	XP_031797722.1, XP_031797723.1
OG0009128	XP_023613089.1	XP_031800335.1
OG0009129	XP_023602248.1	XP_031810279.1
OG0009130	XP_006107718.1	XP_031818899.1, XP_031818898.1
OG0009131	XP_023611660.1	XP_031808471.1
OG0009132	XP_006084740.1	XP_003775075.1
OG0009133	XP_006089143.1	XP_031809454.1
OG0009134	XP_006101274.1	XP_003755370.1
OG0009135	XP_006090082.1	XP_031811945.1
OG0009137	XP_006107093.1	XP_003770500.1
OG0009138	XP_006099765.1	XP_031797774.1
OG0009139	XP_023610489.1	XP_003765843.1
OG0009140	XP_006106548.1, XP_006108446.1	XP_003756227.1
OG0009141	XP_023616309.1	XP_031817476.1
OG0009142	XP_006101181.1	XP_012399547.1
OG0009144	XP_006095114.1	XP_003769482.1
OG0009145	XP_014309593.1	XP_003761679.1
OG0009146	XP_014306085.1	XP_031819126.1
OG0009147	XP_023609924.1	XP_003769577.1
OG0009148	XP_023613840.1	XP_031795767.1
OG0009149	XP_014303493.1	XP_031810335.1
OG0009150	XP_006101193.1	XP_031804103.1
OG0009151	XP_006086079.1	XP_031808098.1
OG0009152	XP_006087952.1, XP_006093858.1	XP_031812476.1
OG0009153	XP_006081534.2	XP_012396651.1
OG0009154	XP_023618904.1	XP_031801999.1
OG0009155	XP_023606642.1	XP_003759614.1
OG0009156	XP_006091746.1	XP_031802352.1
OG0009157	XP_006097454.1	XP_003760058.1
OG0009159	XP_006096092.1	XP_003756377.1
OG0009161	XP_023600912.1	XP_012399814.1
OG0009162	XP_023614295.1	XP_031818170.1
OG0009163	XP_023613670.1	XP_031817062.1
OG0009164	XP_023608611.1	XP_031810865.1
OG0009165	XP_006107150.2, XP_023599625.1	XP_031797708.1
OG0009166	XP_023602341.1	XP_031820911.1, XP_031820910.1, XP_031820913.1, XP_031820912.1
OG0009167	XP_023616676.1	XP_031800498.1
OG0009168	XP_006088554.1	XP_031797401.1
OG0009169	XP_014313744.1	XP_003774855.1
OG0009170	XP_014301580.2, XP_006107675.1	XP_031813155.1
OG0009171	XP_006088951.1	XP_023356601.1, XP_012402065.1
OG0009172	XP_023619102.1	XP_031813914.1
OG0009173	XP_006081515.1	XP_031801952.1
OG0009174	XP_023604888.1	XP_003773462.3
OG0009176	XP_006083087.1	XP_031813305.1
OG0009177	XP_023610681.1	XP_031811912.1
OG0009178	XP_006083891.1	XP_003762491.2
OG0009179	XP_014305048.1	XP_023358263.1
OG0009180	XP_006095770.1	XP_012407092.1
OG0009181	XP_023614986.1, XP_006095220.1	XP_003768084.1
OG0009182	XP_006106403.1	XP_012403246.1
OG0009185	XP_023603373.1	XP_012400563.2, XP_012400562.1
OG0009187	XP_006109129.1, XP_006088091.1	XP_031793173.1, XP_012398127.2
OG0009188	XP_006091979.1	XP_003774033.1, XP_003774847.1
OG0009189	XP_014307448.1	XP_003769565.1
OG0009190	XP_006089306.1	XP_023359034.2
OG0009191	XP_006089260.1	XP_003769442.2
OG0009193	XP_023609958.1	XP_031820192.1
OG0009196	XP_023602724.1	XP_031817522.1
OG0009197	XP_023608096.1	XP_031801191.1
OG0009198	XP_006106893.1	XP_012402394.2
OG0009199	XP_006107055.2, XP_006109376.1	XP_031819304.1
OG0009201	XP_014305026.2	XP_031810268.1
OG0009202	XP_006097463.1	XP_031802608.1
OG0009203	XP_014318661.1	XP_012397042.2
OG0009204	XP_023611391.1	XP_023352048.2
OG0009205	XP_006090838.1	XP_023352043.1
OG0009206	XP_006104058.1	XP_012399569.1
OG0009207	XP_006087197.1	XP_003760018.1
OG0009208	XP_006084499.1	XP_012404810.1
OG0009209	XP_023605973.1	XP_031824449.1
OG0009210	XP_006084482.1	XP_003769542.1
OG0009211	XP_006084479.1, XP_006084478.1, XP_014307354.1	XP_023358997.1
OG0009212	XP_023605967.1	XP_031820054.1
OG0009213	XP_023605954.1	XP_031820052.1
OG0009214	XP_006084457.1, XP_006093053.1	XP_031793533.1
OG0009215	XP_006103667.1	XP_012404864.1
OG0009216	XP_014323072.1	XP_023359038.1
OG0009217	XP_023613945.1	XP_031793438.1
OG0009218	XP_023613980.1	XP_031793435.1
OG0009219	XP_023613991.1	XP_031793434.1
OG0009220	XP_023600758.1	XP_031793401.1
OG0009221	XP_023600481.1	XP_031824247.1
OG0009223	XP_014304596.2	XP_031793329.1
OG0009224	XP_006089241.1	XP_003769428.1
OG0009225	XP_023609937.1	XP_023358951.1
OG0009226	XP_023609969.1	XP_031820226.1
OG0009227	XP_006089265.1	XP_031820225.1
OG0009228	XP_006089275.1	XP_031820209.1
OG0009229	XP_023609976.1	XP_003769459.1
OG0009230	XP_023609972.1	XP_031824271.1
OG0009231	XP_023609962.1	XP_012404778.1
OG0009232	XP_006089302.1	XP_031820177.1
OG0009233	XP_006095134.1	XP_031820170.1
OG0009234	XP_023614898.1	XP_003769464.1
OG0009235	XP_014316594.2	XP_031820157.1
OG0009236	XP_023614895.1	XP_031820143.1
OG0009237	XP_023606040.1	XP_031820115.1
OG0009238	XP_023620792.1	XP_023353072.1
OG0009239	XP_023620788.1	XP_031793555.1
OG0009240	XP_006101485.1	XP_003761358.3
OG0009241	XP_006100075.1	XP_023353442.1
OG0009242	XP_006086908.1	XP_031801342.1
OG0009243	XP_023608158.1	XP_031801385.1
OG0009244	XP_006086861.1	XP_031799478.1
OG0009245	XP_023608097.1	XP_003761698.1
OG0009246	XP_023620333.1, XP_023605233.1	XP_031799717.1
OG0009247	XP_023601377.1	XP_003761708.1
OG0009248	XP_006094174.1	XP_003761712.2
OG0009249	XP_014315886.1	XP_023354361.1
OG0009250	XP_023601477.1	XP_012396466.2
OG0009251	XP_014302262.2	XP_031799634.1
OG0009252	XP_023600341.1	XP_031795124.1
OG0009257	XP_023604559.1	XP_031817691.1
OG0009258	XP_006107534.1	XP_031819265.1
OG0009260	XP_023604019.1	XP_031819301.1
OG0009263	XP_006107061.1	XP_031819309.1
OG0009265	XP_006110057.1	XP_031819311.1
OG0009267	XP_023603329.1	XP_031819746.1
OG0009268	XP_023604615.1	XP_031819687.1
OG0009269	XP_023603021.1	XP_031819769.1
OG0009270	XP_023603020.1	XP_031819742.1
OG0009272	XP_014303628.1	XP_031819080.1, XP_031819093.1
OG0009274	XP_006102235.2	XP_031817543.1
