Orthogroup	Myotis_lucifugus	Canis_lupus_familiaris
OG0009449	XP_006106061.1	XP_038388556.1
OG0009450	XP_006108454.1	XP_038388564.1
OG0009451	XP_014305384.2	XP_038388565.1
OG0009452	XP_014301827.1	XP_038388621.1
OG0009453	XP_023604995.1, XP_023600648.1	XP_038388651.1
OG0009454	XP_023599912.1	XP_038388657.1
OG0009455	XP_014323627.1	XP_038388669.1
OG0009456	XP_023599817.1	XP_038388687.1
OG0009457	XP_023599814.1	XP_038388701.1
OG0009459	XP_023604390.1	XP_038388772.1
OG0009460	XP_014305518.1	XP_038388801.1
OG0009461	XP_006105822.1	XP_038388813.1
OG0009462	XP_006108109.1, XP_006104796.1	XP_038388837.1
OG0009463	XP_023601657.1	XP_038388843.1
OG0009465	XP_023604578.1	XP_038388922.1
OG0009469	XP_023602175.1	XP_038389022.1
OG0009470	XP_023602178.1	XP_038389023.1
OG0009471	XP_023604882.1, XP_023603428.1	XP_038389025.1
OG0009472	XP_023603421.1	XP_038389035.1
OG0009473	XP_014305369.2	XP_038389095.1
OG0009474	XP_014306739.2	XP_038389167.1
OG0009475	XP_014301941.2	XP_038389186.1
OG0009476	XP_014305700.1	XP_038389193.1
OG0009478	XP_023604556.1	XP_038389214.1
OG0009479	XP_014305749.1	XP_038389232.1
OG0009480	XP_006108073.2	XP_038389234.1
OG0009481	XP_014322409.1	XP_038389251.1
OG0009482	XP_006096668.1	XP_038389302.1
OG0009483	XP_014305380.1	XP_038389312.1
OG0009484	XP_023609401.1	XP_038389359.1
OG0009485	XP_006088561.1	XP_038389388.1
OG0009486	XP_006088579.1	XP_038389433.1
OG0009487	XP_014315140.1	XP_038389475.1
OG0009488	XP_023613508.1	XP_038389491.1
OG0009489	XP_006093334.1	XP_038389493.1
OG0009490	XP_006108363.3	XP_038389629.1
OG0009491	XP_006088546.1	XP_038389630.1
OG0009492	XP_006087983.1	XP_038436987.1, XP_038389636.1
OG0009493	XP_006086816.1	XP_038433135.1, XP_038389657.1
OG0009494	XP_006089164.1	XP_038389680.1
OG0009495	XP_023608369.1	XP_038389685.1
OG0009496	XP_006096680.1	XP_038389698.1
OG0009497	XP_023604744.1, XP_014301126.1	XP_038389761.1
OG0009498	XP_006108323.1, XP_023600325.1	XP_038389766.1
OG0009499	XP_014302322.1	XP_038389799.1
OG0009500	XP_023605035.1, XP_023601521.1	XP_038389804.1
OG0009501	XP_014302314.1, XP_014306266.1	XP_038389814.1
OG0009502	XP_006086782.1, XP_006105835.1, XP_006109472.2	XP_038389836.1
OG0009503	XP_023605123.1, XP_014303344.2	XP_038389844.1
OG0009504	XP_023602469.1	XP_038389848.1
OG0009505	XP_023603107.1	XP_038389866.1, XP_038389865.1
OG0009506	XP_023610376.1	XP_038389957.1
OG0009507	XP_006089773.1	XP_038389961.1
OG0009508	XP_006105390.1	XP_038390075.1
OG0009510	XP_014304194.1, XP_023603789.1	XP_038390090.1
OG0009511	XP_006100030.1	XP_038390178.1
OG0009512	XP_023610907.1	XP_038390202.1
OG0009513	XP_023610893.1	XP_038390214.1
OG0009514	XP_006090321.1	XP_038390254.1
OG0009515	XP_014312624.1	XP_038390261.1, XP_038426464.1
OG0009516	XP_023620168.1	XP_038390386.1
OG0009517	XP_006100906.1	XP_038390395.1
OG0009518	XP_023617879.1	XP_038390419.1
OG0009519	XP_014321009.2	XP_038390431.1
OG0009520	XP_014321001.1	XP_038390433.1
OG0009521	XP_023611768.1, XP_006109430.3	XP_038390524.1
OG0009522	XP_006081687.1	XP_038390553.1
OG0009523	XP_023608941.1	XP_038390569.1
OG0009524	XP_006081663.1	XP_038390602.1
OG0009525	XP_006081664.1	XP_038390607.1
OG0009526	XP_014309916.1	XP_038390622.1
OG0009527	XP_006097737.1	XP_038390637.1
OG0009529	XP_023601233.1	XP_038390684.1
OG0009530	XP_023601228.1	XP_038390687.1
OG0009531	XP_023620273.1	XP_038390700.1
OG0009532	XP_023618084.1	XP_038390760.1
OG0009533	XP_006098656.1	XP_038390763.1
OG0009534	XP_006098659.1	XP_038390768.1, XP_038390767.1
OG0009535	XP_023605195.1	XP_038390769.1, XP_038407938.1
OG0009536	XP_023618089.1	XP_038390770.1
OG0009537	XP_006089119.1	XP_038390801.1
OG0009538	XP_006089142.1	XP_038390853.1
OG0009539	XP_006089148.1	XP_038390861.1
OG0009540	XP_006089152.1	XP_038390864.1
OG0009541	XP_023609856.1	XP_038390871.1
OG0009542	XP_006089182.1	XP_038390906.1
OG0009543	XP_006089183.1	XP_038390912.1
OG0009544	XP_014311664.1	XP_038390913.1
OG0009545	XP_006089187.1	XP_038390918.1
OG0009546	XP_023616979.1	XP_038391009.1
OG0009547	XP_014306363.2	XP_038391029.1
OG0009548	XP_023603984.1, XP_006108634.3	XP_038391050.1
OG0009549	XP_014316900.1	XP_038391118.1
OG0009550	XP_006090211.1	XP_038391166.1
OG0009551	XP_006090198.2	XP_038391193.1
OG0009552	XP_014312530.1	XP_038391207.1
OG0009553	XP_023610782.1	XP_038391212.1
OG0009554	XP_023610776.1	XP_038391228.1
OG0009555	XP_023610817.1, XP_014306289.2	XP_038391235.1
OG0009556	XP_023610759.1	XP_038391240.1
OG0009557	XP_006090182.1	XP_038391251.1
OG0009558	XP_014312510.1	XP_038415109.1, XP_038391284.1
OG0009559	XP_006090163.1	XP_038391286.1
OG0009560	XP_006090153.1	XP_038391324.1
OG0009561	XP_006081542.2	XP_038391333.1
OG0009562	XP_006081554.1	XP_038391368.1
OG0009563	XP_006081559.1	XP_038391369.1
OG0009564	XP_023608500.1	XP_038391381.1
OG0009566	XP_006090223.1	XP_038391397.1
OG0009567	XP_006101834.1	XP_038391415.1
OG0009568	XP_006110039.2	XP_038391430.1, XP_038391429.1
OG0009569	XP_006104370.1	XP_038391438.1
OG0009571	XP_023608597.1	XP_038391471.1
OG0009572	XP_023617752.1	XP_038391489.1
OG0009573	XP_023599014.1	XP_038391493.1
OG0009574	XP_014319421.1	XP_038391529.1
OG0009575	XP_006098303.1	XP_038391558.1
OG0009576	XP_006098304.1	XP_038391559.1
OG0009577	XP_014303985.1	XP_038391615.1
OG0009578	XP_006106913.1	XP_038391743.1
OG0009579	XP_006105484.2	XP_038391778.1
OG0009580	XP_006109371.1, XP_023602022.1	XP_038391785.1
OG0009581	XP_006105312.1	XP_038391818.1
OG0009582	XP_006105315.2	XP_038391824.1
OG0009583	XP_023604790.1	XP_038391833.1
OG0009584	XP_023603514.1	XP_038391851.1
OG0009585	XP_006110221.1	XP_038391876.1
OG0009586	XP_014306167.1	XP_038391904.1
OG0009587	XP_023601386.1	XP_038391916.1
OG0009588	XP_023601390.1	XP_038391931.1
OG0009589	XP_023604325.1	XP_038391938.1
OG0009590	XP_023600064.1	XP_038391945.1
OG0009591	XP_023600070.1	XP_038391971.1
OG0009592	XP_023600072.1	XP_038391972.1
OG0009593	XP_023600077.1	XP_038391981.1
OG0009594	XP_023603476.1, XP_014323813.1, XP_023604282.1	XP_038391984.1
OG0009595	XP_006093535.1	XP_038392057.1
OG0009597	XP_006097903.1	XP_038392126.1, XP_038399051.1
OG0009598	XP_014315357.1	XP_038392127.1
OG0009599	XP_023613661.1	XP_038392131.1
OG0009600	XP_023618745.1	XP_038392166.1
OG0009602	XP_014322278.1	XP_038392190.1
OG0009603	XP_023620685.1	XP_038392200.1
OG0009604	XP_023600604.1	XP_038392211.1
OG0009605	XP_006103617.1	XP_038392214.1
OG0009606	XP_014301447.1	XP_038392217.1
OG0009607	XP_023600605.1, XP_023600606.1	XP_038392226.1
OG0009608	XP_006098900.1	XP_038392248.1
OG0009609	XP_023618290.1	XP_038392251.1
OG0009610	XP_006094735.1, XP_014316251.1	XP_038392279.1
OG0009611	XP_023602099.1	XP_038392311.1
OG0009612	XP_006105336.1	XP_038392315.1
OG0009613	XP_006105334.1	XP_038392324.1
OG0009614	XP_006100731.1	XP_038392357.1
OG0009615	XP_006100727.1	XP_038392359.1
OG0009616	XP_014321575.2	XP_038392379.1
OG0009617	XP_006102812.1	XP_038392442.1
OG0009618	XP_006102815.1	XP_038392461.1
OG0009619	XP_023599855.1	XP_038392491.1
OG0009620	XP_023599835.1	XP_038392500.1
OG0009621	XP_014323578.1	XP_038392507.1
OG0009622	XP_006109951.2	XP_038392538.1
OG0009623	XP_006108003.1	XP_038392556.1
OG0009624	XP_006107998.1	XP_038392565.1
OG0009625	XP_006105560.1	XP_038392602.1
OG0009626	XP_014303117.1	XP_038392608.1
OG0009627	XP_006105555.1	XP_038392612.1
OG0009628	XP_014306258.1	XP_038392631.1
OG0009629	XP_006105573.1	XP_038392635.1
OG0009630	XP_006105575.1	XP_038392637.1
OG0009631	XP_014305341.2	XP_038392642.1
OG0009632	XP_006107896.1	XP_038392648.1
OG0009633	XP_006102643.1	XP_038392696.1
OG0009634	XP_023599691.1	XP_038392770.1
OG0009635	XP_023602914.1	XP_038392783.1
OG0009636	XP_006099794.1	XP_038392811.1
OG0009637	XP_014320698.1	XP_038392814.1
OG0009638	XP_006099801.1	XP_038392818.1
OG0009639	XP_023605014.1, XP_023604103.1	XP_038392849.1
OG0009640	XP_006097436.1	XP_038392872.1
OG0009641	XP_014318631.1	XP_038392880.1
OG0009642	XP_006101450.1	XP_038392943.1
OG0009643	XP_023620643.1	XP_038392944.1
OG0009644	XP_006101456.1	XP_038392956.1
OG0009645	XP_006105817.1	XP_038392986.1
OG0009646	XP_006103914.1	XP_038393013.1
OG0009647	XP_014301684.1	XP_038393024.1
OG0009648	XP_023600831.1	XP_038393025.1
OG0009649	XP_014302612.1	XP_038393055.1
OG0009650	XP_014301748.1	XP_038393057.1
OG0009651	XP_006089876.2	XP_038393082.1
OG0009652	XP_006096170.1	XP_038393323.1
OG0009653	XP_006096163.1	XP_038393340.1
OG0009654	XP_014317551.2	XP_038393347.1
OG0009655	XP_023619421.1	XP_038393363.1
OG0009656	XP_023608552.1	XP_038393418.1
OG0009657	XP_014310145.2	XP_038393434.1
OG0009660	XP_006108375.1	XP_038393534.1
OG0009662	XP_014305139.2	XP_038393548.1
OG0009668	XP_023605019.1	XP_038393674.1
OG0009669	XP_006108310.1	XP_038393680.1
OG0009670	XP_023603051.1	XP_038393732.1
OG0009671	XP_006109827.1	XP_038393739.1
OG0009672	XP_006106526.1	XP_038393743.1
OG0009673	XP_014323755.1	XP_038393765.1
OG0009674	XP_023604120.1	XP_038393834.1
OG0009675	XP_006104982.1, XP_006105345.1	XP_038393872.1
OG0009676	XP_023602772.1	XP_038393910.1
OG0009677	XP_006097421.1	XP_038393941.1
OG0009679	XP_006097417.1	XP_038393970.1
OG0009680	XP_014318580.1	XP_038394001.1
OG0009681	XP_006097394.3	XP_038394018.1
OG0009682	XP_014318597.1	XP_038394023.1
OG0009683	XP_006087071.1	XP_038394054.1
OG0009684	XP_006087145.1	XP_038394070.1
OG0009685	XP_023608316.1	XP_038394092.1
OG0009686	XP_006087097.1	XP_038394100.1
OG0009687	XP_006087106.1, XP_023608349.1	XP_038394133.1
OG0009688	XP_023608350.1	XP_038394137.1
OG0009689	XP_023608318.1	XP_038394155.1
OG0009690	XP_006087115.1	XP_038394174.1
OG0009692	XP_014309837.1	XP_038394225.1
OG0009693	XP_023611829.1	XP_038394298.1
OG0009694	XP_023611865.1	XP_038394317.1
OG0009695	XP_023611774.1	XP_038394394.1
OG0009696	XP_014313403.1, XP_006109484.2	XP_038394414.1
OG0009697	XP_006091209.1	XP_038394418.1
OG0009698	XP_006110197.1	XP_038394443.1
OG0009699	XP_006099517.1	XP_038394470.1
OG0009700	XP_006099497.2	XP_038394488.1
OG0009701	XP_006099480.1	XP_038394515.1
OG0009702	XP_023618902.1	XP_038394534.1
OG0009703	XP_023618824.1	XP_038394597.1
OG0009704	XP_023618847.1	XP_038394612.1, XP_038394611.1
OG0009705	XP_023618915.1	XP_038394695.1
OG0009706	XP_023618753.1	XP_038394725.1
OG0009707	XP_023619415.1	XP_038394740.1
OG0009708	XP_023615972.1	XP_038394800.1
OG0009709	XP_014312827.1	XP_038394804.1
OG0009710	XP_006092690.1	XP_038394824.1
OG0009711	XP_023612897.1	XP_038394880.1, XP_038442543.1
OG0009712	XP_006088268.1	XP_038394907.1
OG0009713	XP_006088342.1	XP_038394933.1
OG0009714	XP_023609181.1	XP_038394981.1
OG0009715	XP_006088347.1	XP_038395021.1
OG0009716	XP_014310872.1	XP_038395044.1
OG0009717	XP_006109665.1	XP_038395050.1
OG0009718	XP_023609189.1	XP_038395088.1
OG0009719	XP_006088329.1	XP_038395110.1
OG0009720	XP_006088331.1	XP_038395127.1
OG0009721	XP_006081092.1	XP_038395226.1
OG0009722	XP_006081096.1	XP_038395233.1
OG0009723	XP_023617205.1	XP_038395376.1
OG0009724	XP_023608478.1	XP_038395380.1
OG0009725	XP_014318870.1	XP_038395382.1
OG0009726	XP_006097763.3	XP_038395414.1
OG0009727	XP_006097766.2	XP_038395420.1
OG0009728	XP_006108672.3	XP_038395494.1
OG0009730	XP_023604662.1	XP_038395513.1
OG0009731	XP_006107066.1	XP_038395575.1
OG0009732	XP_006108603.3	XP_038395598.1
OG0009733	XP_014304938.1	XP_038395642.1
OG0009734	XP_006107354.2	XP_038395650.1
OG0009735	XP_006105006.1	XP_038395653.1
OG0009736	XP_006106103.1	XP_038395673.1
OG0009737	XP_023602651.1	XP_038395681.1
OG0009738	XP_023600558.1	XP_038395708.1
OG0009739	XP_006103533.3	XP_038395726.1
OG0009740	XP_006103522.1	XP_038395740.1
OG0009741	XP_006103415.1, XP_006109147.1	XP_038395768.1
OG0009742	XP_023600424.1	XP_038395774.1
OG0009743	XP_023600389.1	XP_038395779.1
OG0009744	XP_006103411.1	XP_038395785.1
OG0009745	XP_006103381.1	XP_038395832.1
OG0009746	XP_014303026.1	XP_038395855.1
OG0009747	XP_006109119.1, XP_023602213.1	XP_038395881.1
OG0009748	XP_006105425.1	XP_038395882.1
OG0009749	XP_006105427.1	XP_038395891.1
OG0009750	XP_006105423.1	XP_038395896.1
OG0009753	XP_023607337.1	XP_038395942.1
OG0009754	XP_006085926.1	XP_038395963.1
OG0009755	XP_023607243.1	XP_038395973.1
OG0009756	XP_014302997.1	XP_038395999.1
OG0009757	XP_023600149.1	XP_038396068.1
OG0009758	XP_023600152.1	XP_038396121.1, XP_038396125.1
OG0009759	XP_006088251.1	XP_038396166.1
OG0009760	XP_023620879.1	XP_038396188.1
OG0009761	XP_006103814.1	XP_038396243.1
OG0009762	XP_023615988.1	XP_038396251.1
OG0009763	XP_006096415.1, XP_014311281.1	XP_038396267.1, XP_038415108.1
OG0009764	XP_023616005.1	XP_038396323.1
OG0009765	XP_006096392.1	XP_038396324.1
OG0009766	XP_023615976.1	XP_038396333.1
OG0009767	XP_006090441.3	XP_038396352.1
OG0009768	XP_023611079.1	XP_038396380.1
OG0009769	XP_023611080.1	XP_038396402.1
OG0009770	XP_006090452.1	XP_038396419.1
OG0009772	XP_006090478.1	XP_038396478.1
OG0009773	XP_006090477.1	XP_038396482.1
OG0009774	XP_023611031.1	XP_038396501.1
OG0009775	XP_023611042.1	XP_038396519.1
OG0009776	XP_023611073.1	XP_038396578.1
OG0009777	XP_023620248.1	XP_038396659.1
OG0009778	XP_014321771.1	XP_038396660.1
OG0009779	XP_006100927.1	XP_038396758.1
OG0009780	XP_014304554.1	XP_038396773.1
OG0009781	XP_006104990.1	XP_038396789.1
OG0009782	XP_014302651.1	XP_038396802.1
OG0009783	XP_023600697.1	XP_038396818.1
OG0009784	XP_006103711.2	XP_038396833.1
OG0009785	XP_006103727.1	XP_038396863.1
OG0009786	XP_006103742.1	XP_038396879.1
OG0009787	XP_006107264.1	XP_038396904.1
OG0009788	XP_006110201.2	XP_038396958.1, XP_038396957.1, XP_038396956.1
OG0009789	XP_006108325.2, XP_006109095.3, XP_006092633.2	XP_038396974.1
OG0009790	XP_006092650.1	XP_038397008.1
OG0009791	XP_014314526.1	XP_038397014.1
OG0009792	XP_023612863.1	XP_038397019.1
OG0009793	XP_006092665.1	XP_038397027.1
OG0009794	XP_006092659.1	XP_038433335.1, XP_038397028.1
OG0009795	XP_006092668.1, XP_006108907.3	XP_038397036.1
OG0009796	XP_023612786.1	XP_038397050.1
OG0009797	XP_006092676.1	XP_038397063.1
OG0009798	XP_023601943.1	XP_038397154.1
OG0009799	XP_023603716.1	XP_038397164.1
OG0009800	XP_023617617.1	XP_038397228.1
OG0009801	XP_006093257.1	XP_038397264.1
OG0009802	XP_006093242.1	XP_038397290.1
OG0009803	XP_023613447.1	XP_038397325.1
OG0009804	XP_023613400.1	XP_038397355.1
OG0009805	XP_006093971.1	XP_038397394.1
OG0009806	XP_006093977.1	XP_038397403.1
OG0009807	XP_023607575.1	XP_038397426.1
OG0009808	XP_023613942.1	XP_038397430.1
OG0009809	XP_023607571.1	XP_038397440.1
OG0009811	XP_006086208.1	XP_038397480.1
OG0009812	XP_023607552.1	XP_038397503.1
OG0009813	XP_014309042.2	XP_038397512.1
OG0009814	XP_014309033.1	XP_038397530.1
OG0009815	XP_023607512.1	XP_038397562.1
OG0009816	XP_023607577.1	XP_038397574.1
OG0009817	XP_023618320.1	XP_038397588.1
OG0009818	XP_023618327.1	XP_038397591.1
OG0009819	XP_023609699.1	XP_038397672.1
OG0009820	XP_023606565.1	XP_038397713.1
OG0009821	XP_023615076.1	XP_038397736.1
OG0009822	XP_006097455.1	XP_038397743.1
OG0009823	XP_014311759.1	XP_038397744.1
OG0009824	XP_006101128.1	XP_038436716.1, XP_038397748.1
OG0009827	XP_023604648.1	XP_038397876.1
OG0009829	XP_006094930.1, XP_014310027.1	XP_038397925.1
OG0009830	XP_006089959.1	XP_038398006.1
OG0009831	XP_006089951.1	XP_038398017.1
OG0009832	XP_023610582.1, XP_006109513.1	XP_038398038.1
OG0009833	XP_014311547.1	XP_038398083.1
OG0009834	XP_006089033.1	XP_038398111.1
OG0009835	XP_006089037.1	XP_038398124.1
OG0009836	XP_023609700.1	XP_038398127.1
OG0009837	XP_023610496.1	XP_038398208.1
OG0009839	XP_023610501.1	XP_038398222.1
OG0009840	XP_023610514.1	XP_038398245.1
OG0009841	XP_023610579.1	XP_038398246.1
OG0009842	XP_023609764.1	XP_038398282.1
OG0009843	XP_023609799.1	XP_038398293.1
OG0009844	XP_023609787.1	XP_038398359.1
OG0009845	XP_006088985.1	XP_038398401.1
OG0009846	XP_006097818.1	XP_038398504.1
OG0009847	XP_023619038.1	XP_038398533.1
OG0009848	XP_006099662.1	XP_038398541.1
OG0009849	XP_006099661.1	XP_038398557.1
OG0009850	XP_023603139.1	XP_038398582.1
OG0009851	XP_023603140.1	XP_038398586.1
OG0009852	XP_006103260.1	XP_038398604.1
OG0009853	XP_023600281.1	XP_038398617.1
OG0009854	XP_006104180.2	XP_038398699.1
OG0009855	XP_023600793.1, XP_006109561.2, XP_006109156.2	XP_038398710.1
OG0009856	XP_014305831.1	XP_038398742.1
OG0009857	XP_006106493.1	XP_038398757.1
OG0009858	XP_006105165.1	XP_038398803.1, XP_038430451.1
OG0009859	XP_023617295.1	XP_038398902.1
OG0009860	XP_006097853.1	XP_038398934.1
OG0009861	XP_023617403.1	XP_038398941.1
OG0009862	XP_006097864.1	XP_038398968.1
OG0009863	XP_006097875.1, XP_006081245.1	XP_038398991.1
OG0009864	XP_006097883.1	XP_038398995.1
OG0009865	XP_006097897.1	XP_038399029.1
OG0009866	XP_023617399.1	XP_038399038.1
OG0009867	XP_006097939.2	XP_038399098.1
OG0009868	XP_014316621.1	XP_038399131.1
OG0009869	XP_006095159.1	XP_038399152.1
OG0009870	XP_023615073.1	XP_038399197.1
OG0009871	XP_006095199.1	XP_038399212.1
OG0009872	XP_014316675.1	XP_038399226.1
OG0009873	XP_014308027.1	XP_038399259.1
OG0009874	XP_006085190.1	XP_038399279.1
OG0009875	XP_006109748.2	XP_038399293.1
OG0009876	XP_006085194.1	XP_038399295.1
OG0009877	XP_006085201.1	XP_038399299.1
OG0009878	XP_006085227.1	XP_038399437.1
OG0009879	XP_014313811.1	XP_038399521.1
OG0009880	XP_006091732.1	XP_038399529.1
OG0009881	XP_006091733.1	XP_038399533.1
OG0009882	XP_023602807.1, XP_023601498.1	XP_038399550.1
OG0009883	XP_023601496.1, XP_006104528.1	XP_038399554.1
OG0009884	XP_023604480.1	XP_038399561.1
OG0009885	XP_006097445.1	XP_038399625.1
OG0009886	XP_023610040.1	XP_038399738.1
OG0009887	XP_006089335.3	XP_038399764.1
OG0009888	XP_023610027.1	XP_038399810.1
OG0009889	XP_014311813.2	XP_038399835.1
OG0009890	XP_006089371.1	XP_038399843.1
OG0009891	XP_023606564.1	XP_038399904.1
OG0009892	XP_023606605.1	XP_038399908.1
OG0009893	XP_006085167.1	XP_038399920.1
OG0009894	XP_023606615.1	XP_038399921.1
OG0009895	XP_014305513.2, XP_014323341.1	XP_038399944.1
OG0009896	XP_006083169.3	XP_038440806.1, XP_038399970.1
OG0009897	XP_023602617.1	XP_038399981.1
OG0009899	XP_014301021.1	XP_038400041.1
OG0009900	XP_023619870.1, XP_006109546.3	XP_038400063.1
OG0009901	XP_014320979.1	XP_038400072.1
OG0009902	XP_006100150.1	XP_038400075.1
OG0009903	XP_006100156.1	XP_038400083.1
OG0009904	XP_006100112.1	XP_038400135.1
OG0009905	XP_006100102.2	XP_038400153.1
OG0009906	XP_023599442.1	XP_038400185.1
OG0009907	XP_014323108.1	XP_038400200.1
OG0009908	XP_023603871.1, XP_023599433.1	XP_038400213.1
OG0009909	XP_006102303.1	XP_038400236.1
OG0009910	XP_023599441.1	XP_038400268.1
OG0009911	XP_006102346.1	XP_038400282.1
OG0009912	XP_006085909.1	XP_038400345.1
OG0009913	XP_006085946.3	XP_038400363.1
OG0009914	XP_014308802.1	XP_038400411.1
OG0009915	XP_023607262.1	XP_038400468.1
OG0009916	XP_023607264.1	XP_038400472.1
OG0009917	XP_006085876.1	XP_038400478.1
OG0009918	XP_014320287.1	XP_038400495.1
OG0009919	XP_006090798.1	XP_038400526.1
OG0009920	XP_023608823.1	XP_038400557.1
OG0009921	XP_006087868.1	XP_038400575.1
OG0009922	XP_006100308.1	XP_038400592.1
OG0009923	XP_006100305.1	XP_038400593.1
OG0009924	XP_023619625.1	XP_038400605.1
OG0009925	XP_006097040.1	XP_038400653.1
OG0009926	XP_006097016.1	XP_038400688.1
OG0009928	XP_023619190.1	XP_038400727.1
OG0009929	XP_006099843.1	XP_038400730.1
OG0009930	XP_006099837.1	XP_038400732.1
OG0009931	XP_006096109.1	XP_038400788.1
OG0009932	XP_023615675.1	XP_038400793.1
OG0009933	XP_023599686.1	XP_038400841.1
OG0009934	XP_006091028.1	XP_038400880.1
OG0009935	XP_006091045.1	XP_038400892.1
OG0009936	XP_006091100.1	XP_038400976.1
OG0009937	XP_014313254.2	XP_038401036.1
OG0009938	XP_006097658.1	XP_038401091.1
OG0009939	XP_023617107.1	XP_038401109.1
OG0009940	XP_023617104.1	XP_038401178.1
OG0009941	XP_006098507.1	XP_038401189.1
OG0009942	XP_023617949.1	XP_038401193.1
OG0009943	XP_006098505.1, XP_006108618.1	XP_038401194.1
OG0009944	XP_006098500.1	XP_038401199.1
OG0009945	XP_006109704.2	XP_038401214.1
OG0009946	XP_014319549.1	XP_038401229.1
OG0009947	XP_023617951.1	XP_038401272.1
OG0009948	XP_014309693.1	XP_038401284.1
OG0009949	XP_006087014.2	XP_038401329.1
OG0009950	XP_006087011.1	XP_038401330.1
OG0009951	XP_006087020.1	XP_038401350.1
OG0009952	XP_006087023.1	XP_038401361.1
OG0009953	XP_023608262.1	XP_038401363.1
OG0009954	XP_006087044.1	XP_038401423.1
OG0009955	XP_006087046.1	XP_038401425.1
OG0009956	XP_023608285.1	XP_038401431.1
OG0009957	XP_014318097.1, XP_006110166.1	XP_038401509.1
OG0009958	XP_006100570.1	XP_038401511.1
OG0009959	XP_023604016.1	XP_038401517.1
OG0009960	XP_014319403.1	XP_038401585.1
OG0009961	XP_006098348.1	XP_038401599.1
OG0009962	XP_023600384.1, XP_014321448.1	XP_038401681.1
OG0009963	XP_014305499.2	XP_038401726.1
OG0009964	XP_023604184.1	XP_038401809.1
OG0009967	XP_014305957.2	XP_038401874.1
OG0009968	XP_006104871.1	XP_038401911.1
OG0009969	XP_023616766.1	XP_038441833.1, XP_038401927.1
OG0009970	XP_014302935.1	XP_038401960.1
OG0009971	XP_023599975.1	XP_038401962.1
OG0009972	XP_006107194.1	XP_038401964.1, XP_038406482.1
OG0009973	XP_006109217.1	XP_038401985.1
OG0009974	XP_014306323.1	XP_038401997.1
