Orthogroup	Rattus_norvegicus	Ursus_americanus
OG0008525	NP_001100755.2, XP_038949340.1	XP_045666858.1
OG0008527	XP_063130431.1, NP_001094155.1	XP_045666953.1
OG0008528	XP_006243669.1, NP_036772.2	XP_045647911.1
OG0008529	NP_695211.2	XP_045668660.1
OG0008530	XP_063137858.1, NP_001414611.1	XP_045668225.1
OG0008531	XP_063140457.1, NP_001019485.1	XP_045666851.1
OG0008532	NP_001385955.1	XP_045654258.1, XP_045654259.1, XP_045654257.1
OG0008533	XP_038938632.1, NP_001406593.1	XP_045654192.1
OG0008534	XP_038938659.1, NP_001414641.1	XP_045654116.1
OG0008535	NP_001385628.1	XP_045654099.1
OG0008536	NP_001386256.1, XP_063121732.1	XP_045632080.1
OG0008537	NP_671743.2	XP_045647607.1
OG0008538	XP_038950366.1, NP_062147.2	XP_045647673.1
OG0008539	XP_038950099.1, NP_446463.2	XP_045647683.1
OG0008540	NP_068533.2	XP_045647829.1
OG0008541	NP_036865.1	XP_045647832.1
OG0008542	XP_006243656.1, NP_001292169.1	XP_045647868.1
OG0008543	NP_001099948.1, XP_006232237.1	XP_045668929.1
OG0008544	XP_017446621.1, NP_112305.1	XP_045668976.1
OG0008545	XP_008759090.1, NP_001101134.1	XP_045668904.1
OG0008546	NP_001002853.1, XP_008759213.1	XP_045668632.1
OG0008547	NP_001014193.1, XP_008759273.1	XP_045667801.1
OG0008548	XP_006232539.1, NP_001101150.1	XP_045667753.1
OG0008549	XP_038937737.1	XP_045630441.1
OG0008550	XP_038960535.1, NP_001100001.1	XP_045666555.1
OG0008551	XP_063139908.1, NP_001101261.2	XP_045666029.1
OG0008552	NP_446249.1, XP_063139043.1	XP_045665847.1
OG0008553	NP_001402609.1	XP_045665456.1
OG0008554	NP_001414528.1, XP_063139871.1	XP_045665400.1
OG0008555	XP_038960957.1, NP_001014071.1	XP_045665251.1
OG0008556	NP_001099987.1	XP_045665113.1
OG0008558	NP_071776.1	XP_045664644.1
OG0008559	NP_598256.2	XP_045664332.1
OG0008560	NP_001386430.1	XP_045663623.1
OG0008561	NP_001099996.1, XP_038960528.1	XP_045663565.1
OG0008562	NP_001103058.1, XP_038961811.1	XP_045666524.1
OG0008563	NP_001162014.1, XP_006235373.1	XP_045662679.1
OG0008564	XP_038961545.1, NP_001094248.1	XP_045662669.1
OG0008565	NP_757377.1	XP_045662657.1
OG0008566	NP_001101264.2, XP_017447272.1	XP_045662097.1
OG0008567	NP_445914.2, XP_006235513.1	XP_045661803.1
OG0008568	NP_001020041.1	XP_045660549.1
OG0008569	NP_001101267.1, XP_008760567.1	XP_045660596.1
OG0008570	NP_001101269.1	XP_045660640.1, XP_045660639.1, XP_045660638.1
OG0008571	XP_008760693.1, NP_733766.2	XP_045660661.1
OG0008572	NP_001100009.1	XP_045660672.1
OG0008573	NP_036781.1	XP_045660673.1
OG0008574	XP_038960138.1, NP_599227.2	XP_045660749.1
OG0008575	NP_001093956.2, XP_063139241.1	XP_045660736.1
OG0008576	XP_038960352.1, NP_062034.2	XP_045660727.1
OG0008577	NP_445906.1	XP_045660685.1
OG0008578	NP_077039.3	XP_045627511.1
OG0008579	NP_001100017.1, XP_006235739.1	XP_045664396.1
OG0008580	NP_001406465.1, XP_063139047.1	XP_045664384.1, XP_045664382.1
OG0008581	NP_001029062.1	XP_045664385.1
OG0008582	NP_001258183.1	XP_045670587.1
OG0008583	XP_038961478.1, NP_999624.1	XP_045651348.1
OG0008584	NP_570091.1, XP_063140748.1	XP_045651322.1
OG0008585	NP_001389099.1	XP_045651276.1
OG0008586	NP_001257495.1	XP_045651501.1
OG0008587	NP_001102083.1, XP_038961483.1	XP_045650855.1
OG0008588	XP_006235802.1, NP_476439.1	XP_045650169.1
OG0008589	NP_001006959.1	XP_045645747.1
OG0008590	NP_037139.1, XP_006252258.1	XP_045630028.1
OG0008591	XP_006252158.1, NP_036899.1	XP_045629961.1
OG0008592	NP_001102020.1, XP_006232397.1	XP_045652875.1
OG0008593	XP_038945081.1, NP_001011901.1	XP_045652966.1
OG0008594	NP_001015030.1	XP_045652982.1
OG0008595	NP_001382558.1, XP_038949068.1	XP_045653074.1
OG0008596	XP_038949233.1, NP_001178614.1	XP_045652668.1
OG0008597	NP_001102263.1	XP_045653117.1
OG0008598	NP_942059.1	XP_045654634.1
OG0008599	XP_063131053.1, NP_446176.4	XP_045655335.1
OG0008600	NP_062111.1	XP_045655364.1
OG0008601	NP_001020922.1, XP_006252250.1	XP_045655331.1
OG0008602	NP_001013150.1, XP_038949260.1	XP_045630051.1, XP_045630050.1
OG0008603	XP_008769028.1, XP_038949857.1	XP_045630039.1
OG0008604	XP_006252195.1, NP_001101853.1	XP_045630060.1
OG0008605	XP_006252200.1, NP_001102341.1	XP_045630011.1
OG0008606	NP_001358941.1, XP_038949266.1	XP_045629987.1
OG0008607	NP_001099517.2, XP_038949076.1	XP_045630012.1
OG0008608	NP_001013151.1, XP_017455188.2	XP_045630024.1
OG0008610	NP_062071.1, XP_063130250.1	XP_045630089.1
OG0008611	XP_063130503.1	XP_045630091.1
OG0008612	NP_036730.1, XP_063131124.1	XP_045649813.1
OG0008613	XP_008765568.1, NP_001406602.1	XP_045650165.1
OG0008614	XP_008765499.1, NP_001007756.1	XP_045649950.1
OG0008615	NP_001386261.1, XP_038940662.1	XP_045649949.1
OG0008616	NP_001012204.1, XP_017452029.1	XP_045649937.1
OG0008617	NP_872612.1, XP_063123776.1, NP_955789.2	XP_045649920.1
OG0008618	XP_038940084.1, NP_113861.1	XP_045651860.1
OG0008619	NP_001263635.1, NP_001257588.1, NP_085914.2	XP_045651848.1
OG0008620	NP_001009825.1, XP_008765584.1	XP_045651840.1
OG0008624	XP_063127436.1, NP_001100619.1	XP_045670628.1
OG0008625	NP_001380734.1	XP_045634614.1
OG0008626	XP_038945368.1	XP_045634387.1
OG0008627	XP_006249417.1, NP_001128238.1	XP_045633947.1
OG0008628	NP_001100610.1, XP_008767450.1	XP_045633873.1
OG0008629	NP_001387897.1, XP_038945165.1	XP_045633791.1
OG0008630	XP_038946061.1	XP_045633367.1
OG0008631	XP_063127605.1, NP_001400511.1	XP_045632526.1
OG0008632	NP_001406720.1, XP_038946100.1	XP_045632088.1
OG0008633	XP_038945636.1, NP_001333235.1	XP_045647578.1
OG0008634	NP_036946.1	XP_045647520.1, XP_045669504.1
OG0008635	NP_001099222.2, XP_017453738.1	XP_045647513.1
OG0008636	XP_003751248.1	XP_045647575.1
OG0008637	XP_063127668.1, NP_001102537.1	XP_045647433.1, XP_045647432.1
OG0008638	XP_006249640.2	XP_045647163.1, XP_045647164.1
OG0008639	XP_038947484.1, NP_446101.1	XP_045647212.1
OG0008640	NP_001388549.1, XP_038948379.1	XP_045647217.1
OG0008641	NP_001094200.1	XP_045647248.1
OG0008642	NP_001099485.1, XP_017454608.1	XP_045647343.1
OG0008643	XP_038947914.1, NP_001100699.1	XP_045647384.1
OG0008644	XP_008771089.1, NP_037321.1	XP_045658420.1
OG0008645	XP_038954314.1, NP_446297.1	XP_045658432.1
OG0008646	XP_006256380.1	XP_045658463.1
OG0008647	XP_063126396.1, NP_001099336.1	XP_045671136.1
OG0008648	NP_059003.1	XP_045671076.1
OG0008649	XP_006248791.1, NP_001099330.1	XP_045671130.1
OG0008650	NP_001401943.1	XP_045658497.1
OG0008651	NP_001019911.1, XP_017453390.1	XP_045658395.1
OG0008652	XP_063143914.1, NP_062136.1, XP_038956737.1	XP_045658337.1
OG0008653	XP_006231358.1, NP_001108520.1	XP_045658325.1
OG0008654	NP_001386025.1	XP_045630916.1
OG0008655	NP_620801.1	XP_045632476.1
OG0008656	XP_038963797.1, NP_001178014.2, NP_001402811.1	XP_045631201.1
OG0008657	NP_001101353.2	XP_045630904.1
OG0008658	NP_001381811.1	XP_045630706.1
OG0008659	NP_037223.2, XP_038963056.1	XP_045637120.1
OG0008660	NP_001008316.1, XP_006237413.1	XP_045637085.1
OG0008661	XP_038963937.1, NP_001005897.2	XP_045637149.1
OG0008662	XP_006237373.1, NP_001102822.1	XP_045637187.1
OG0008663	XP_006237154.1, NP_001102823.1	XP_045637329.1
OG0008664	XP_038963837.1, NP_001102122.1	XP_045637354.1
OG0008665	XP_038963388.1, NP_001100095.1	XP_045637384.1
OG0008666	XP_017448340.1, NP_059032.1	XP_045637344.1
OG0008667	NP_001012234.1, XP_063142523.1	XP_045637333.1
OG0008668	XP_063142768.1, NP_001387811.1	XP_045667725.1
OG0008669	NP_001093969.1	XP_045667820.1
OG0008670	XP_063137095.1, XP_017450511.1, NP_001102462.1	XP_045657205.1
OG0008671	NP_001258099.1, XP_063119467.1, XP_038964487.2	XP_045657177.1
OG0008672	NP_851604.2	XP_045657168.1
OG0008673	NP_001100262.1, XP_038934842.1	XP_045657126.1
OG0008674	NP_001258172.1, XP_006257410.1	XP_045657086.1
OG0008675	NP_001128105.1, XP_063120217.1	XP_045657075.1
OG0008676	NP_071517.1	XP_045657050.1
OG0008677	XP_038936305.1	XP_045656693.1
OG0008678	XP_038934171.1	XP_045656989.1
OG0008679	NP_001100265.1, XP_063119457.1	XP_045656897.1
OG0008680	NP_036787.2, XP_038934359.1	XP_045656890.1
OG0008681	NP_001101585.1, XP_006242458.1	XP_045656850.1
OG0008682	XP_038934334.1, NP_631929.2	XP_045656847.1
OG0008683	NP_001401880.1	XP_045656805.1
OG0008684	NP_001101588.1, XP_063119754.1	XP_045656806.1
OG0008685	NP_072158.1, XP_038945604.1	XP_045658799.1
OG0008686	NP_631932.4	XP_045658801.1
OG0008687	NP_001414587.1, XP_006252822.1	XP_045665926.1
OG0008688	XP_006252796.1, NP_001100766.1	XP_045665850.1
OG0008689	NP_001388603.1	XP_045665824.1
OG0008690	NP_001123354.1	XP_045665969.1
OG0008691	XP_038936561.1, NP_001101077.2	XP_045665822.1
OG0008692	XP_006231394.1, NP_001178846.1	XP_045666012.1
OG0008693	NP_001341044.1, XP_006231387.1	XP_045666011.1
OG0008694	XP_063143395.1	XP_045640935.1
OG0008695	NP_445742.2	XP_045640922.1
OG0008696	XP_008758646.1, NP_001004261.1	XP_045640587.1
OG0008697	NP_001032426.1	XP_045658816.1
OG0008698	NP_571979.1	XP_045658890.1, XP_045658891.1
OG0008699	NP_001388036.1	XP_045658909.1
OG0008700	NP_001099833.1, XP_006231513.1	XP_045658915.1
OG0008701	NP_073191.1, XP_006231621.1	XP_045658952.1
OG0008702	NP_001011942.1, XP_006231533.1	XP_045658974.1
OG0008703	NP_001402769.1	XP_045659309.1
OG0008704	XP_345042.5	XP_045659003.1
OG0008705	NP_001101081.2, XP_063121392.1	XP_045659040.1
OG0008706	XP_038940654.1, NP_001014191.1	XP_045658808.1
OG0008707	XP_006231731.1, NP_001127977.1	XP_045659186.1
OG0008708	NP_110456.2, XP_038944728.1	XP_045659211.1
OG0008709	NP_062210.1, XP_038944534.1	XP_045659213.1
OG0008710	NP_001017464.1, XP_017444909.1	XP_045658805.1
OG0008711	NP_001099776.1, XP_038963576.1	XP_045665289.1
OG0008712	XP_063123970.1, NP_001009706.1	XP_045628587.1
OG0008713	XP_006230507.1	XP_045628593.1
OG0008714	NP_001414222.1	XP_045665471.1
OG0008715	XP_038957181.1	XP_045665336.1
OG0008716	XP_006230561.1, NP_001414053.1	XP_045665332.1
OG0008717	XP_063131208.1, NP_001164064.1	XP_045665933.1
OG0008718	NP_001401120.1, XP_063142171.1	XP_045658784.1
OG0008719	NP_001101371.1, XP_006237856.1	XP_045645047.1
OG0008720	XP_063143256.1, NP_037138.1	XP_045645043.1
OG0008721	NP_001385932.1, XP_063143343.1	XP_045645042.1
OG0008722	NP_058835.2, XP_006237897.1	XP_045645016.1
OG0008723	NP_037074.1	XP_045645110.1
OG0008724	NP_112342.1, XP_006232250.1	XP_045644967.1
OG0008725	NP_001012218.1, XP_006232243.1	XP_045644961.1
OG0008726	XP_063144228.1, NP_001019450.1	XP_045666124.1
OG0008727	NP_001128435.1, XP_008761699.1	XP_045666099.1
OG0008728	XP_038959128.1, NP_077815.2	XP_045662024.1
OG0008729	XP_038959523.1	XP_045662023.1
OG0008730	NP_001094115.3, XP_063138930.1, XP_038957738.1	XP_045662001.1
OG0008731	NP_476545.2, XP_038965094.1	XP_045661957.1
OG0008732	NP_001101386.3, XP_038965736.1	XP_045661912.1
OG0008733	XP_063143352.1, NP_001414770.1	XP_045661881.1
OG0008734	XP_006237935.1, NP_001102126.1	XP_045661882.1
OG0008735	XP_008763639.1, NP_113828.1	XP_045661856.1
OG0008736	XP_038937398.1, NP_001101621.1	XP_045651258.1
OG0008737	NP_001414589.1	XP_045651263.1
OG0008738	NP_001386447.1, XP_006234769.1	XP_045671726.1
OG0008739	NP_001094457.1	XP_045671854.1
OG0008740	XP_063140803.1, NP_445930.1	XP_045672295.1
OG0008741	XP_006234818.1, NP_001101229.2	XP_045628410.1
OG0008742	NP_001099969.1	XP_045626911.1
OG0008743	NP_001248333.1	XP_045626951.1
OG0008744	XP_063140436.1, NP_001333352.1, XP_038956101.1	XP_045627047.1
OG0008745	XP_038960269.1, NP_058788.1	XP_045627108.1
OG0008746	XP_063139146.1, NP_001139312.1	XP_045627336.1
OG0008747	XP_006234844.1, NP_001012186.2	XP_045627365.1
OG0008748	NP_001414759.1, XP_017447698.1	XP_045627523.1
OG0008749	NP_001386209.1	XP_045627912.1
OG0008750	NP_001012220.1, XP_008760409.1	XP_045628093.1
OG0008751	XP_006234992.1, NP_001013223.2	XP_045668029.1
OG0008752	XP_063140608.1, NP_001177994.1	XP_045668113.1
OG0008753	XP_006234971.2, NP_001013942.2	XP_045668026.1
OG0008754	XP_006234963.1	XP_045668024.1
OG0008755	XP_038962769.1	XP_045668055.1
OG0008756	NP_001101240.1, XP_006234982.1	XP_045668079.1
OG0008757	NP_001011997.1, XP_063121251.1	XP_045667994.1
OG0008758	NP_113958.1	XP_045667996.1
OG0008759	NP_001129191.1, XP_038937067.1	XP_045668069.1
OG0008760	NP_775169.4	XP_045668068.1
OG0008761	XP_063121619.1, NP_001101636.3	XP_045668044.1
OG0008762	XP_063121593.1, NP_001407845.1	XP_045666642.1
OG0008763	NP_001009697.1, XP_038937434.1	XP_045666663.1
OG0008764	NP_001402636.1, XP_038937673.1	XP_045666681.1
OG0008765	NP_001381020.1	XP_045666580.1
OG0008766	XP_006243304.1, NP_001102472.2	XP_045666560.1
OG0008767	XP_006243271.1, NP_001014114.1	XP_045666723.1
OG0008768	XP_038938357.1	XP_045651247.1
OG0008769	XP_063120884.1, NP_599162.2	XP_045651237.1
OG0008770	XP_006243259.1, NP_001386186.1	XP_045651235.1
OG0008771	XP_063122252.1, NP_001103106.1	XP_045651254.1
OG0008772	NP_001406461.1, XP_038938341.1	XP_045651209.1
OG0008773	XP_006243233.1, NP_001102471.1	XP_045651159.1
OG0008774	NP_001009668.1	XP_045651068.1
OG0008775	XP_017455258.1, NP_001000973.1	XP_045644511.1, XP_045645099.1
OG0008776	XP_063121579.1, NP_001388063.1	XP_045666668.1
OG0008777	NP_001099365.1, XP_063126502.1	XP_045641668.1
OG0008778	XP_063126810.1, NP_071524.2	XP_045641379.1
OG0008779	NP_001401990.1	XP_045641628.1
OG0008780	XP_063126501.1, NP_001129306.1	XP_045641657.1
OG0008781	XP_063126660.1, NP_001100581.1	XP_045641489.1
OG0008782	NP_001099363.2, XP_063126497.1	XP_045641495.1
OG0008783	NP_620238.1	XP_045641527.1
OG0008784	XP_038943899.1, NP_001107219.1	XP_045641541.1
OG0008785	XP_063126652.1, NP_001100578.1	XP_045669468.1
OG0008786	XP_006248239.1, NP_001100577.2	XP_045669469.1
OG0008787	NP_955405.1	XP_045669442.1
OG0008788	NP_955423.1, XP_008766794.1	XP_045669519.1
OG0008789	NP_072129.2	XP_045630117.1
OG0008790	NP_001012073.1	XP_045630131.1
OG0008791	NP_037322.1, XP_008771020.1	XP_045632311.1
OG0008792	XP_038954482.1, NP_001011559.2	XP_045632316.1
OG0008793	XP_006256314.1, NP_001008352.1	XP_045632331.1
OG0008794	XP_063135683.1	XP_045632301.1
OG0008795	NP_001413931.1, XP_038955131.1	XP_045632924.1
OG0008796	NP_001178645.1, XP_006233330.1	XP_045655036.1
OG0008797	NP_001178778.1, XP_038958644.1	XP_045654601.1
OG0008798	XP_017446825.1, NP_001414630.1	XP_045655085.1
OG0008799	XP_038958650.1, NP_001107254.2	XP_045655175.1
OG0008800	XP_063138291.1, NP_001408015.1	XP_045648789.1, XP_045655195.1
OG0008801	XP_063137738.1, NP_001004228.1	XP_045648454.1
OG0008802	NP_001004090.2, XP_038958654.1	XP_045648158.1
OG0008803	XP_017448392.1, NP_077355.2	XP_045647921.1
OG0008804	NP_001128094.1, XP_017448291.1	XP_045647902.1
OG0008805	NP_001102101.1, XP_006236646.1	XP_045647713.1
OG0008806	XP_038947590.1, NP_932166.1	XP_045647303.1
OG0008807	NP_001164022.3, XP_038947754.1	XP_045646904.1
OG0008808	XP_006250719.1, NP_001094034.1	XP_045646589.1
OG0008809	NP_001385845.1, XP_063129372.1	XP_045646258.1
OG0008810	XP_038948590.1	XP_045645926.1
OG0008811	NP_001102777.2, XP_038940017.1	XP_045662453.1
OG0008812	XP_038947795.1, NP_001100680.1	XP_045649465.1
OG0008813	XP_038944563.1, NP_112348.2	XP_045641359.1
OG0008814	NP_001099360.1	XP_045641596.1
OG0008815	NP_569103.2, XP_038943849.1	XP_045641327.1
OG0008816	XP_017453601.2, NP_001414163.1	XP_045641317.1
OG0008817	XP_063126480.1, NP_001013888.1	XP_045641323.1
OG0008818	XP_038944121.1, NP_001029298.1	XP_045641311.1
OG0008819	XP_006248279.2	XP_045641309.1
OG0008820	XP_038944805.1	XP_045641178.1
OG0008821	XP_017453412.1, NP_001094123.1	XP_045641119.1
OG0008822	XP_008766990.2	XP_045641058.1
OG0008823	XP_063126449.1, NP_001099348.1	XP_045668634.1
OG0008824	NP_001121008.2, XP_063126593.1	XP_045668453.1
OG0008825	NP_001386205.1, XP_063126711.1, XP_063126168.1	XP_045668583.1
OG0008826	NP_942021.2, XP_017453411.1	XP_045668702.1
OG0008827	NP_114451.2, XP_038944566.1	XP_045668648.1
OG0008828	NP_671480.2	XP_045668697.1
OG0008829	XP_063126341.1, NP_001408226.1	XP_045668692.1
OG0008830	NP_001099343.1, XP_038944039.1	XP_045668511.1
OG0008831	XP_006248510.1, NP_001020166.1	XP_045668584.1
OG0008832	NP_001099342.1	XP_045668570.1
OG0008833	NP_001029178.1	XP_045668688.1
OG0008834	NP_071988.2	XP_045641143.1
OG0008835	NP_001101128.3, XP_006232152.2	XP_045643110.1
OG0008836	XP_038959491.1, NP_001406498.1	XP_045643109.1
OG0008837	NP_001178494.1, XP_038958155.1	XP_045643104.1, XP_045643103.1
OG0008838	NP_001004078.1	XP_045643093.1
OG0008839	NP_001414572.1, XP_038955308.1	XP_045663945.1
OG0008840	XP_006227824.1, NP_001102349.1	XP_045663954.1
OG0008841	XP_038937140.1, NP_001094205.1	XP_045663956.1
OG0008842	NP_001387005.1, XP_006227862.1	XP_045663978.1
OG0008843	NP_001032260.1	XP_045644660.1
OG0008844	NP_001413956.1	XP_045632645.1
OG0008845	NP_001408372.1	XP_045632552.1
OG0008846	XP_006248615.1, NP_112395.1	XP_045632616.1
OG0008848	XP_006248619.1, NP_476475.1	XP_045632640.1
OG0008849	NP_598290.1	XP_045632569.1
OG0008850	NP_001037744.1, XP_038944552.1	XP_045632643.1
OG0008851	NP_596919.1, NP_001316829.1	XP_045667207.1
OG0008852	XP_063126379.1, NP_001161312.1	XP_045667176.1
OG0008853	NP_001178586.1, XP_038944228.1	XP_045668555.1
OG0008854	NP_001032262.2	XP_045667524.1
OG0008855	NP_001101151.1	XP_045667428.1
OG0008856	NP_001038161.1, XP_017446519.1	XP_045644571.1
OG0008857	NP_001178632.1, XP_063137830.1	XP_045644575.1
OG0008858	NP_001358944.1, XP_038965999.1	XP_045663946.1
OG0008860	XP_017456091.2	XP_045656544.1
OG0008861	NP_001004214.1, XP_006253929.1	XP_045667485.1
OG0008862	XP_063132656.1, NP_001032283.1	XP_045667467.1
OG0008863	NP_001258012.1	XP_045667558.1
OG0008864	XP_017456089.1, NP_001014167.1	XP_045667619.1
OG0008865	NP_001386283.1	XP_045667627.1
OG0008866	XP_006253851.1, NP_001093981.1	XP_045667546.1
OG0008867	NP_001258259.1	XP_045667655.1
OG0008868	NP_001100815.1, XP_063132455.1	XP_045667599.1
OG0008869	NP_001163805.1, XP_038951602.1	XP_045667474.1
OG0008870	XP_038951428.1, NP_001131098.2	XP_045651679.1
OG0008871	NP_001099579.2, XP_038951436.1	XP_045651673.1
OG0008872	XP_008769853.1, NP_001093982.1	XP_045656468.1
OG0008873	NP_072169.1	XP_045656432.1
OG0008876	XP_063139491.1, NP_001385621.1	XP_045662229.1
OG0008877	NP_620790.2, XP_038960174.1	XP_045637556.1
OG0008878	XP_006234264.1, NP_001012086.1	XP_045637576.1
OG0008879	XP_006234266.1, NP_001002854.1	XP_045637301.1
OG0008880	NP_001414075.1	XP_045637177.1
OG0008881	XP_006234296.1	XP_045636851.1
OG0008882	XP_063140669.1, NP_579823.1	XP_045636445.1
OG0008883	NP_001019482.1, XP_006234402.1	XP_045635987.1
OG0008884	NP_001385857.1	XP_045635904.1
OG0008885	XP_008760176.1	XP_045635912.1
OG0008886	NP_001101282.2, XP_038961094.1	XP_045635751.1
OG0008887	NP_001386684.1	XP_045662113.1
OG0008888	NP_001004229.1	XP_045662227.1
OG0008890	XP_008765297.1, NP_001103438.2, NP_036701.3	XP_045662306.1
OG0008891	XP_003750747.1	XP_045662351.1, XP_045662350.1, XP_045662352.1, XP_045662353.1
OG0008892	NP_001258120.1, XP_063123261.1	XP_045662384.1
OG0008893	NP_001020881.2, XP_017451943.1	XP_045662416.1
OG0008894	NP_001029036.1	XP_045662427.1
OG0008896	NP_536332.1, XP_006245013.1	XP_045662479.1
OG0008897	NP_001102269.1	XP_045662529.1
OG0008898	NP_001414608.1	XP_045662538.1, XP_045662539.1, XP_045662540.1
OG0008899	XP_006245306.1, NP_001094230.1	XP_045633502.1
OG0008900	NP_001020916.1, XP_006245307.1	XP_045633615.1
OG0008901	XP_063122605.1, NP_446333.2	XP_045633557.1
OG0008902	XP_063123050.1, NP_001100392.2	XP_045633480.1
OG0008903	XP_038939903.1, NP_997691.1	XP_045631280.1
OG0008904	NP_001094152.1, XP_038946723.1	XP_045640437.1
OG0008905	NP_001178759.1	XP_045640554.1
OG0008906	XP_063128143.1, NP_001099421.1	XP_045643514.1
OG0008907	NP_001153786.1	XP_045643505.1
OG0008908	NP_001102538.1	XP_045643465.1
OG0008909	XP_063128015.1, NP_001276729.1	XP_045643842.1, XP_045644514.1, XP_045645132.1
OG0008910	NP_112393.2	XP_045665576.1
OG0008911	NP_001009702.1	XP_045665575.1
OG0008912	NP_058931.1, XP_006250277.1	XP_045665644.1
OG0008913	NP_001100665.1, XP_006250281.1	XP_045640401.1
OG0008914	XP_063128614.1, NP_001102545.1	XP_045640242.1
OG0008915	NP_001178602.1, XP_063128199.1	XP_045640545.1
OG0008916	NP_001099443.1, XP_006250346.1	XP_045640600.1
OG0008917	NP_997489.2, XP_006232737.1	XP_045639788.1
OG0008919	NP_001094437.1	XP_045659620.1
OG0008920	NP_067702.1	XP_045659836.1
OG0008921	XP_003752171.2, NP_001414747.1	XP_045657248.1
OG0008922	NP_851599.1	XP_045632496.1
OG0008923	NP_001099816.1	XP_045649664.1
OG0008924	XP_063127048.1, NP_001414625.1	XP_045669600.1
OG0008925	XP_063136589.1, XP_008768137.1, NP_604460.2	XP_045669621.1
OG0008926	NP_001094274.1, XP_063135570.1	XP_045669563.1
OG0008928	XP_038955571.1, NP_001100428.1	XP_045669553.1
OG0008929	XP_008771386.3, NP_001100431.1	XP_045656637.1
OG0008930	NP_001387965.1	XP_045661014.1
OG0008931	NP_001030107.1, XP_038955765.1	XP_045633971.1
OG0008932	XP_038955441.1, NP_852031.1	XP_045660008.1
OG0008933	NP_445964.1, XP_017457660.1	XP_045660965.1
OG0008934	NP_001100051.1	XP_045643073.1
OG0008935	XP_038956049.1, NP_445931.1	XP_045635537.1
OG0008936	NP_001012227.2, XP_038955885.1	XP_045646423.1
OG0008937	NP_037210.1	XP_045631687.1
OG0008938	XP_006256699.1, NP_001387931.1	XP_045659575.1
OG0008939	XP_063136393.1	XP_045646391.1
OG0008940	NP_001014131.1, XP_038955717.1	XP_045660905.1
