Orthogroup	Rattus_norvegicus	Echinops_telfairi
OG0007031	XP_017448086.1, NP_001004234.1	XP_004713864.1, XP_030740973.2
OG0007032	XP_063141989.1, NP_001011970.1	XP_045144409.1
OG0007033	XP_063119437.1, NP_001178718.2	XP_045152323.1
OG0007034	NP_001030112.1	XP_045143232.1
OG0007035	NP_001408244.1, XP_038936261.1	XP_045143176.1
OG0007036	NP_001258168.1	XP_004711580.1
OG0007037	XP_008763957.1, NP_001387930.1	XP_045143198.1
OG0007038	NP_001102222.1, XP_063120031.1	XP_004711451.1
OG0007039	XP_006257416.1, NP_001178544.1	XP_045143301.1
OG0007040	NP_001401877.1	XP_030740600.2
OG0007041	NP_001030113.1, XP_006242491.1	XP_004716928.1
OG0007042	NP_001101587.1	XP_004716951.1
OG0007043	NP_001101354.1, XP_006237308.2	XP_012862028.2
OG0007044	XP_063142179.1, NP_001178680.2	XP_004710527.2
OG0007045	NP_001100086.1, XP_017448072.1	XP_045146190.1
OG0007046	NP_001388769.1	XP_012859665.1
OG0007047	NP_072109.2, XP_017445154.3	XP_045147312.1
OG0007048	NP_001101059.1	XP_004701079.3
OG0007049	NP_001402738.1, XP_063126095.1	XP_004701065.1
OG0007050	NP_001101065.1	XP_045147507.1
OG0007051	XP_006231511.1, NP_001099832.2	XP_045147543.1
OG0007052	NP_599197.2, XP_006231494.1	XP_030741879.1
OG0007053	XP_006231652.1, NP_001012071.1, NP_001406671.1	XP_004700997.1, XP_045147301.1
OG0007054	NP_001007603.1, XP_038964778.1	XP_004700998.1
OG0007055	NP_001032741.1, XP_063124828.1	XP_004701338.1
OG0007056	XP_017445888.2, NP_001414678.1	XP_045147278.1
OG0007057	XP_038958090.1, NP_037293.2	XP_012859719.1
OG0007058	NP_001073173.2	XP_004700969.1
OG0007059	NP_001099771.1	XP_004700946.2
OG0007060	XP_063137091.1	XP_045147305.1
OG0007061	NP_001020315.1, XP_063135531.1	XP_045140488.1
OG0007062	XP_063143968.1	XP_004697634.1
OG0007063	NP_001102439.1, XP_017449019.2	XP_004697638.1
OG0007064	NP_001099895.2	XP_004697600.1, XP_045155891.1
OG0007065	XP_006237820.1	XP_004697588.2
OG0007066	NP_001012482.1, XP_006237791.1	XP_004697800.1
OG0007067	NP_001385995.1, XP_063138108.1	XP_004697548.1
OG0007068	XP_038965346.1, NP_001100108.1	XP_004697775.1
OG0007069	XP_038965339.1, NP_001292209.1	XP_045143274.1
OG0007070	XP_063143349.1, NP_001263370.1	XP_004697524.1
OG0007071	NP_001102728.1	XP_004717960.2
OG0007072	NP_062155.1	XP_004712736.1
OG0007073	XP_006234828.1, NP_001101231.1	XP_004712813.2
OG0007074	XP_017446963.1, NP_058748.2	XP_045142395.1
OG0007075	NP_077055.2, XP_063140673.1	XP_004709549.1
OG0007076	NP_001099972.1, XP_006234978.1	XP_045142387.1
OG0007077	XP_038938300.1	XP_012861828.3
OG0007078	NP_001014234.2	XP_045150288.1, XP_004709493.1
OG0007079	NP_001007011.1, XP_006243391.1	XP_030740371.1
OG0007080	NP_001120962.1, XP_006243388.1	XP_004709500.1
OG0007081	NP_075249.1, XP_006243424.1	XP_004709508.1
OG0007082	XP_006243440.1, NP_001101633.1	XP_004709518.1
OG0007083	XP_006243432.1, NP_001100305.1	XP_030740375.1
OG0007084	NP_001414296.1	XP_045142412.1
OG0007085	XP_038944696.1, XP_063122306.1, NP_445863.1	XP_004716345.1
OG0007086	NP_001166842.1, XP_038937752.1	XP_004718119.1, XP_045147070.1
OG0007087	NP_001101631.1, XP_063121585.1	XP_012862549.3
OG0007088	XP_017451050.1, NP_001004443.1	XP_045141684.1
OG0007089	NP_058982.1	XP_004712090.2
OG0007090	XP_063121548.1, NP_001101623.1	XP_004712091.1
OG0007091	NP_001020182.2	XP_004712101.1
OG0007092	NP_001101622.1	XP_045141736.1, XP_004712032.1, XP_045141737.1
OG0007093	XP_038937889.1, NP_001102764.1	XP_045141610.1
OG0007094	NP_001099369.1	XP_045140776.1
OG0007096	NP_001386136.1	XP_045140448.1
OG0007097	NP_062163.2	XP_004711366.1
OG0007098	NP_001385931.1	XP_004711342.1
OG0007099	NP_001386195.1	XP_045140384.1
OG0007100	NP_001129568.1, XP_038944174.1, NP_062100.2	XP_004697012.1
OG0007101	NP_714946.2	XP_004697006.1
OG0007102	NP_001019912.1, XP_063126487.1	XP_045140688.1
OG0007103	XP_006248246.1, NP_001121154.1	XP_045140545.1
OG0007104	XP_038954930.1, NP_001121155.1	XP_012860795.1
OG0007105	NP_001389415.1, XP_038955102.1, NP_113957.2	XP_045139569.1, XP_004696959.1
OG0007106	NP_001004225.1	XP_030744696.1
OG0007107	XP_006256337.1	XP_045140400.1
OG0007108	XP_006256362.1, NP_001094211.1	XP_012861085.3
OG0007109	XP_038944695.1, NP_001385811.1	XP_004713140.1
OG0007110	XP_006232069.1	XP_004703518.2
OG0007111	NP_077071.1, XP_063138678.1	XP_045140253.1
OG0007113	NP_446209.1	XP_004703353.2
OG0007114	NP_001099946.1	XP_004703334.1
OG0007115	NP_001414136.1, XP_001071128.2	XP_045140267.1
OG0007116	NP_001292109.1	XP_004703486.1, XP_045140089.1
OG0007117	NP_987089.2, XP_006250684.1	XP_004703309.1
OG0007118	NP_112521.2	XP_004703300.1
OG0007119	NP_001099466.1, XP_063128967.1	XP_030743694.1, XP_004703298.1
OG0007120	NP_058801.1, XP_063128949.1	XP_004703279.2
OG0007121	XP_006250785.1, NP_001094359.1	XP_045140285.1
OG0007122	XP_063129130.1, NP_001012035.2	XP_045140290.1
OG0007123	XP_063126583.1, NP_001406542.1	XP_030740679.1
OG0007124	NP_113752.2, XP_006248038.1	XP_004706494.1
OG0007125	XP_038944648.1, NP_001406458.1	XP_045142199.1
OG0007126	XP_006248271.1, NP_997485.2	XP_004716809.1
OG0007127	XP_017453608.1	XP_045142081.1
OG0007128	XP_038944302.1, NP_001100567.1	XP_004706434.1
OG0007129	XP_063126773.1, NP_001020203.1	XP_045142131.1
OG0007130	NP_001292082.1, XP_008766981.1	XP_004706467.1, XP_045142129.1
OG0007131	NP_058836.1	XP_004706468.1
OG0007132	XP_006248430.1, NP_001019424.1	XP_004706472.1, XP_045142141.1
OG0007133	NP_001007677.1	XP_004706554.2, XP_045145517.1
OG0007134	XP_063126829.1, NP_113860.2	XP_004712281.1
OG0007135	NP_001178588.1	XP_045143450.1
OG0007136	XP_038944853.1, NP_001414018.1	XP_045143539.1
OG0007137	XP_063126582.1, NP_001388326.1	XP_045143432.1
OG0007138	NP_571980.2	XP_004713458.1
OG0007139	XP_063137824.1, NP_001101129.1	XP_045141226.1
OG0007140	XP_038957910.1, NP_001013932.1	XP_004708657.1
OG0007141	NP_001102527.1, XP_063126779.1	XP_045152331.1
OG0007142	NP_001002815.2	XP_030743213.2
OG0007143	NP_076479.1, XP_008767027.1	XP_004713480.1, XP_045139673.1
OG0007144	NP_001015021.1	XP_004713474.1
OG0007145	XP_063137661.1, NP_001013933.1	XP_004704168.1
OG0007146	XP_038954063.1, NP_001395786.1, NP_001102018.1	XP_004704140.1
OG0007147	NP_001386011.1	XP_045153372.1
OG0007148	NP_001099578.1, XP_006253961.1	XP_004712216.1
OG0007149	NP_001020890.1, XP_063132654.1	XP_004711817.1
OG0007150	XP_006253885.1, NP_001013157.1	XP_012862431.1
OG0007151	NP_001014166.1, NP_001382539.1	XP_045153768.1
OG0007152	XP_038952368.1	XP_012862665.2
OG0007153	NP_997707.2, XP_038954399.1	XP_004717354.1
OG0007155	NP_001094001.1	XP_004703796.1
OG0007156	XP_038960407.1, NP_001094307.1	XP_045154042.1
OG0007157	NP_001020860.1	XP_045148542.1
OG0007158	NP_001102669.1, XP_038961599.1	XP_045154002.1
OG0007159	NP_001178666.1	XP_004703829.1
OG0007160	NP_001007800.1, XP_063140192.1	XP_045147505.1, XP_004703945.1, XP_045145644.1
OG0007161	NP_114457.1, XP_038962312.1	XP_045150514.1
OG0007162	NP_113806.1, XP_038961669.1	XP_004701530.2
OG0007163	XP_038962371.1	XP_045152454.1
OG0007164	NP_001128114.1, XP_038940060.1	XP_045152482.1
OG0007165	NP_001381259.1	XP_045152500.1
OG0007166	NP_598212.1	XP_004701575.1
OG0007167	NP_001101690.1, XP_006245037.1	XP_012859774.1, XP_045151370.1
OG0007168	XP_006245142.1	XP_004701627.1
OG0007169	NP_001178740.1, XP_038939308.1	XP_004701697.1
OG0007170	NP_001300997.1, NP_058723.2	XP_004716598.2
OG0007171	NP_542429.1	XP_045154117.1
OG0007172	XP_063128604.1, NP_001102539.1	XP_004700172.1
OG0007173	XP_017454278.2, NP_001100642.1	XP_045154124.1
OG0007174	NP_001388305.1	XP_030743648.1
OG0007175	XP_038946508.1, NP_001035244.2	XP_004699965.1
OG0007176	NP_001292576.1, NP_001076049.1, NP_872609.2, NP_001292575.1, XP_038946439.1	XP_004716586.2
OG0007177	NP_001102946.1	XP_004716582.1
OG0007178	XP_038946511.1, NP_001099455.1	XP_004699961.1
OG0007179	XP_017457644.1, NP_001102845.1	XP_004713223.1
OG0007181	XP_063135845.1, NP_036626.1	XP_004710143.1
OG0007184	NP_001413974.1, XP_017457773.1	XP_045146693.1
OG0007185	XP_006256947.1, NP_001178932.1	XP_045146694.1
OG0007186	XP_038955572.1, NP_001013982.1	XP_004710048.2
OG0007187	NP_001102487.2, XP_006257092.1	XP_045146659.1
OG0007188	XP_038956946.1, NP_001385666.1	XP_004714623.1
OG0007189	XP_063136112.1, NP_001119758.2	XP_045145346.1
OG0007190	NP_001100422.1, XP_017457465.1	XP_045144249.1
OG0007191	XP_038955504.1, NP_001258194.1	XP_004713250.2
OG0007192	NP_001385676.1	XP_004713227.1
OG0007193	NP_001099218.1, XP_038955337.1	XP_004713211.1
OG0007194	NP_001178659.1, XP_017457554.1	XP_045144255.1
OG0007196	NP_001401661.1	XP_004713256.1
OG0007198	XP_006257126.1, NP_001100414.1	XP_004716756.1
OG0007199	NP_001178652.1, XP_038955671.1	XP_045152942.1
OG0007200	XP_063136257.1, NP_001012230.1	XP_004711243.1
OG0007201	XP_008771655.1, NP_001382005.1, NP_076461.2	XP_045146530.1
OG0007202	NP_001102290.2	XP_004711261.4
OG0007205	NP_001388066.1	XP_004710084.1
OG0007206	NP_113996.2	XP_045154505.1
OG0007207	NP_001101050.1	XP_045141426.1
OG0007208	NP_001020583.1	XP_012864027.3, XP_004709060.2
OG0007209	NP_112357.1, XP_038956018.1	XP_045141472.1, XP_045141473.1, XP_004717655.1
OG0007210	NP_001401663.1, XP_006229655.1	XP_045141395.1
OG0007211	XP_038956010.1, NP_001178032.1	XP_045141416.1
OG0007212	XP_038946364.1, NP_001257775.1, NP_001257777.1, NP_001073157.1, NP_001257776.1	XP_004700152.1
OG0007213	NP_599155.1	XP_004702221.1
OG0007214	XP_006249217.1, NP_001100605.1	XP_004705670.1
OG0007215	XP_038948409.1, NP_110475.1	XP_045140324.1
OG0007216	NP_001001021.1	XP_004717536.1
OG0007217	NP_001000072.1, NP_001000704.1	XP_004717923.2, XP_004717885.1
OG0007218	XP_038944639.2, XP_038944819.1, XP_038944820.1	XP_030740293.2, XP_045142085.1
OG0007220	XP_017448518.1, NP_001386682.1	XP_045148815.1, XP_030742089.1, XP_045148816.1
OG0007221	XP_003750288.3	XP_045143959.1
OG0007223	NP_001099335.1, XP_006248668.1	XP_045147136.1
OG0007224	XP_063120343.1, NP_001382896.1	XP_045149041.1
OG0007232	XP_038953784.1, NP_001004277.1	XP_004704880.1
OG0007234	NP_058689.2	XP_004703082.1
OG0007235	NP_062051.2	XP_004712642.1
OG0007236	NP_036872.1, XP_038957255.1	XP_045146386.1
OG0007238	XP_006245099.1, NP_072132.1	XP_045152616.1
OG0007239	XP_006235573.1, NP_599187.1	XP_045151422.1
OG0007240	XP_063143795.1, NP_001402852.1	XP_045145115.1
OG0007241	NP_068630.1	XP_045151957.1, XP_045151956.1
OG0007242	XP_063137358.1, NP_036665.2	XP_045150945.1
OG0007243	XP_063138510.1, NP_068618.2	XP_030743020.1
OG0007244	NP_036839.2, XP_063139195.1	XP_004703845.2
OG0007245	NP_114465.3, XP_006232058.1	XP_004698127.1
OG0007246	NP_037208.1, XP_038963054.1	XP_004707851.1
OG0007247	NP_036986.2, XP_008767648.1	XP_004700179.2
OG0007248	XP_038946913.1, NP_001102548.1	XP_004716575.1
OG0007249	XP_038952535.1, NP_705888.2	XP_045152078.1
OG0007250	NP_036679.1	XP_004712873.1
OG0007251	NP_036726.1, XP_063119053.1	XP_004711547.1
OG0007252	NP_037147.1	XP_030741171.2
OG0007253	NP_001030310.2, XP_063139305.1, NP_001289018.1, NP_058911.2	XP_004708350.2
OG0007254	NP_058711.3, XP_063127108.1	XP_004705989.2
OG0007255	NP_113794.1	XP_045147205.1
OG0007256	NP_112388.1, XP_006248845.1	XP_004717381.1
OG0007257	XP_038968120.1, NP_001101485.2	XP_004696099.1
OG0007258	NP_001129249.1	XP_004702717.1
OG0007259	XP_038938997.1, NP_037155.2	XP_045150271.1
OG0007260	NP_001102493.1	XP_004699007.1
OG0007261	XP_063139248.1, NP_775132.1	XP_045151358.1
OG0007262	NP_037225.1, XP_006240178.1	XP_004716645.1, XP_004699001.1
OG0007263	NP_001099912.1	XP_004714743.1
OG0007264	XP_038951806.1, NP_001008891.2	XP_045143310.1
OG0007265	NP_037020.2, XP_038967730.2	XP_004699115.1
OG0007266	NP_445842.1, XP_038959195.1	XP_045153601.1
OG0007267	NP_037021.1	XP_004699284.1
OG0007268	NP_112412.1, XP_038948298.1	XP_012860926.1
OG0007269	NP_073198.1, XP_038954981.1	XP_045150499.1
OG0007271	NP_036715.1, XP_038955375.1	XP_004715420.1
OG0007272	XP_063138015.1, NP_001101191.1	XP_045147972.1
OG0007273	NP_001414017.1, XP_006253445.1	XP_030740514.2
OG0007274	NP_037240.2, XP_008769537.1	XP_004696563.1
OG0007275	NP_113712.1, XP_063119066.1	XP_004700319.1
OG0007277	NP_058858.1	XP_004714983.1
OG0007278	NP_058950.1	XP_004714118.1
OG0007279	NP_113730.2, XP_038945468.1	XP_045149945.1
OG0007280	NP_113694.1, XP_006236159.2	XP_045144872.1
OG0007281	NP_571989.3	XP_012861385.1
OG0007282	NP_001008847.1, XP_038954421.1	XP_004710787.1, XP_004711787.2, XP_004711786.2
OG0007283	XP_008763083.1, NP_110478.1	XP_004699161.1
OG0007284	XP_006256163.1, NP_446264.1	XP_004711892.1
OG0007285	NP_058946.2, XP_063122887.1	XP_004701728.1
OG0007286	XP_038965192.1, NP_036728.2	XP_045147667.1
OG0007287	XP_038951987.1, NP_001094471.1	XP_012863576.2
OG0007288	NP_036682.1	XP_004708760.1
OG0007289	NP_001007558.1, XP_038939395.1	XP_045156001.1
OG0007290	XP_038935788.1, NP_001386381.1	XP_004715087.1
OG0007291	NP_036783.2, XP_063124497.1	XP_004707274.2
OG0007292	NP_112250.2	XP_004697442.1
OG0007293	NP_001099960.1, XP_063139363.1	XP_045146877.1
OG0007294	NP_653331.1, XP_006252251.1	XP_004707698.1
OG0007295	XP_063135316.1, NP_001034544.1	XP_004716428.1
OG0007296	NP_001388114.1, XP_063136230.1	XP_004715673.2
OG0007297	NP_695227.2, XP_063130103.1	XP_004698967.2
OG0007298	NP_808788.1	XP_030744039.1
OG0007299	XP_063126840.1, NP_001103023.1	XP_004713476.1
OG0007300	XP_003750716.3, NP_001414261.1	XP_004696375.1, XP_045146080.1
OG0007301	NP_076455.2	XP_004714617.1
OG0007302	XP_063123589.1, NP_001414426.1	XP_045150325.1
OG0007303	NP_001414117.1, XP_038935935.1	XP_004700634.2
OG0007304	XP_006255471.1, NP_001387995.1	XP_045151728.1
OG0007305	NP_037326.2, NP_001292806.1	XP_004700776.1
OG0007306	NP_620178.1	XP_004712338.2
OG0007307	NP_001101033.1	XP_004717224.2
OG0007308	NP_113908.4	XP_004698804.2
OG0007309	NP_036826.1	XP_045141219.1
OG0007310	NP_001011965.1	XP_004718130.3
OG0007311	NP_037072.1, XP_017449535.2	XP_045142994.1
OG0007313	NP_001005558.1	XP_004699703.3
OG0007314	NP_113764.1, XP_063127299.1	XP_004705681.1
OG0007315	NP_036933.2, XP_038945035.1	XP_045141858.1
OG0007316	NP_599235.3, XP_063137292.1	XP_045148149.1
OG0007317	XP_038953398.1, NP_036712.1	XP_004700779.2
OG0007318	XP_063131318.1, NP_001014772.2	XP_030740525.1
OG0007319	NP_001100146.2	XP_012862645.2
OG0007320	NP_058887.2, XP_006252169.1	XP_004707674.1
OG0007321	NP_446000.1	XP_004717619.1
OG0007322	XP_008757388.1, NP_997690.1	XP_004715862.1
OG0007323	NP_942075.1	XP_004717195.1
OG0007324	NP_001102443.1, XP_017449026.1	XP_004699469.1
OG0007325	NP_001102081.2, XP_063140304.1	XP_004716103.2
OG0007326	NP_059026.2	XP_004701203.1
OG0007327	NP_001414526.1, XP_038956287.1	XP_045144211.1
OG0007328	NP_001020868.1	XP_004711003.1
OG0007329	XP_017455622.1, NP_001100787.2	XP_004696546.3
OG0007330	NP_063969.1	XP_004700712.1, XP_012859619.1, XP_004705349.1
OG0007331	XP_063128601.1, NP_001017489.1	XP_004699902.1
OG0007332	NP_001101234.2, XP_038960869.1	XP_045143996.1
OG0007333	XP_038968360.1, NP_001012136.1	XP_012859368.2, XP_012861918.1
OG0007334	XP_038966179.1, NP_001020192.1	XP_004711006.1
OG0007335	NP_001017507.1, XP_006252989.1	XP_004705299.1
OG0007336	XP_038954388.1, NP_037112.2	XP_012863690.2, XP_045145557.1
OG0007337	XP_063119388.1, NP_001029306.1	XP_004700301.1
OG0007338	NP_001389132.1	XP_045150257.1
OG0007339	NP_001028857.2	XP_045142187.1, XP_012863235.1
OG0007340	NP_001094009.1, XP_063143542.1	XP_045154880.1
OG0007341	NP_001258253.1	XP_004705005.1
OG0007342	XP_038957865.1, NP_001099881.1	XP_004703772.2
OG0007343	NP_059045.2, NP_663769.1	XP_045139489.1
OG0007344	NP_067716.1, XP_008767899.1	XP_004706807.1
OG0007345	XP_063131972.1, NP_476533.2	XP_030742306.1
OG0007346	NP_001020219.1, XP_006237059.1	XP_004717971.3
OG0007347	XP_038934711.1, NP_001011991.1	XP_004697440.1
OG0007348	XP_008766335.1, NP_001137367.1	XP_004707177.2
OG0007349	NP_445953.1, XP_006257593.1	XP_045151902.1
OG0007350	NP_112349.2, XP_006250467.1	XP_045153849.1, XP_004700025.1
OG0007351	XP_038934274.1, NP_598283.1	XP_004700355.1, XP_004700356.2
OG0007352	XP_038934959.1, NP_001258374.1	XP_004717396.1
OG0007353	NP_001100098.1, XP_006237738.1	XP_012859425.1
OG0007354	NP_037327.2	XP_004700766.2
OG0007355	NP_037014.2, XP_063124527.1	XP_004705844.1
OG0007356	NP_062230.1	XP_004701985.2
OG0007357	XP_063139284.1, NP_001163050.1	XP_004710612.2
OG0007358	XP_006228444.1, NP_113696.1	XP_045148630.1
OG0007359	XP_063131762.1, NP_072153.2	XP_045145873.1
OG0007360	NP_114013.2, XP_006234997.1	XP_012861784.1
OG0007361	XP_038934110.1, NP_955410.1, XP_038953561.1	XP_004704597.1
OG0007362	NP_445918.1, XP_006238514.1	XP_012859286.2
OG0007363	NP_037246.2, XP_006250212.1	XP_045153896.1
OG0007364	XP_006254550.1, NP_075247.1	XP_045151976.1
OG0007365	XP_038958186.1, NP_001101143.2	XP_030742393.1
OG0007366	XP_038946447.1, NP_001099441.1	XP_004718097.3
OG0007367	NP_036662.1	XP_045148972.1
OG0007368	XP_063126021.1	XP_004707167.1
OG0007369	NP_001357926.1	XP_004696238.1
OG0007370	NP_777353.1, XP_063128201.1	XP_004716568.1
OG0007371	NP_001099631.2, XP_038953214.1	XP_045152116.1
OG0007373	NP_001305671.1, XP_038965287.1	XP_004697611.1
OG0007374	XP_063137445.1, NP_037264.2	XP_004716543.1
OG0007375	NP_001008822.1, XP_063125193.1	XP_004707197.1
OG0007376	NP_001008821.1, XP_017452622.1	XP_004707201.1
OG0007377	NP_001000505.1	XP_004715071.1, XP_004715075.1, XP_004715073.1
OG0007378	XP_006229952.1, NP_001000542.1	XP_004717585.1
OG0007379	NP_001000395.1	XP_004712670.1, XP_004716539.1
OG0007380	NP_001001275.1, NP_001001048.1	XP_004715031.2
OG0007381	NP_001000164.1	XP_004717095.1
OG0007383	NP_001000145.1	XP_004717551.1
OG0007384	NP_001000247.1	XP_004715070.1, XP_004714979.2
OG0007385	NP_001000927.1, XP_017447822.2	XP_004708549.2
OG0007386	NP_001102808.1	XP_012859949.1
OG0007387	NP_001099568.2, XP_006253555.1	XP_045145370.1
OG0007388	NP_001381466.1	XP_030740866.1
OG0007389	NP_001101943.1, XP_038937634.1	XP_004710658.3
OG0007390	NP_598254.2	XP_045152016.1
OG0007391	XP_038964915.1, NP_001099828.1	XP_004714605.1
OG0007392	NP_001258166.1	XP_004699882.1
OG0007394	NP_001119748.1, XP_006228318.1	XP_004715772.2
OG0007395	XP_038949990.1	XP_004710719.1
OG0007396	NP_001094443.2	XP_004715987.1
OG0007397	XP_008770443.2, NP_001414593.1	XP_004715989.1
OG0007398	XP_063133614.1, NP_071581.1	XP_004703103.1
OG0007399	NP_001008344.1, XP_063133359.1	XP_004703196.1
OG0007400	NP_714955.2, XP_038946338.1	XP_004703089.1
OG0007401	XP_038953340.1, NP_001387562.1	XP_004703066.2
OG0007402	XP_006254889.1	XP_045152089.1
OG0007403	NP_001414693.1, XP_220095.5	XP_004710998.1
OG0007404	NP_001027569.1	XP_004702045.1
OG0007405	XP_038966351.1, NP_001100921.1	XP_030742711.2
OG0007406	XP_038965037.1, NP_446235.3	XP_030742686.2
OG0007407	NP_001129331.1, XP_006227719.1	XP_045150522.1
OG0007408	NP_001414508.1, XP_038957407.1	XP_030742707.1
OG0007409	NP_001388219.1	XP_004702007.1
OG0007410	XP_063144474.1, NP_001399489.1	XP_030742697.1
OG0007411	NP_036802.1	XP_004701978.1
OG0007412	XP_063122219.1, NP_001382522.1	XP_030742721.1
OG0007413	XP_038957011.1, NP_036829.1	XP_045150473.1
OG0007414	NP_001388382.1	XP_045150351.1
OG0007415	NP_001376167.1	XP_004701973.1
OG0007416	XP_038946709.1, NP_001094478.1	XP_004701964.1
OG0007417	NP_001162607.1, XP_006227981.1	XP_004702138.1
OG0007418	NP_001403310.1	XP_004702265.1
OG0007419	XP_006256567.1, NP_113882.1	XP_004702093.1
OG0007420	NP_110459.1, XP_063135625.1	XP_004702098.1
OG0007421	XP_063120697.1, NP_001413968.1	XP_045150592.1
OG0007422	NP_001073409.1, XP_006253556.1	XP_004714666.1
OG0007423	NP_001413960.1, XP_006253593.1	XP_045145353.1
OG0007424	XP_006238343.1, NP_001166904.1	XP_004713967.2
OG0007425	XP_038957309.1	XP_045144522.1
OG0007426	NP_683690.2, XP_063138445.1	XP_045139498.1
OG0007427	NP_001007738.1, XP_038967029.1	XP_004713872.1
OG0007428	XP_063124572.1, NP_001004446.1	XP_004714508.1
OG0007429	XP_038957323.1	XP_004714512.1
OG0007430	XP_038952165.1, NP_001414036.1	XP_045154581.1
OG0007432	NP_001100804.1	XP_004713979.1
OG0007433	NP_001387852.1	XP_045148261.1
OG0007434	NP_062225.1	XP_004716298.1
OG0007435	NP_001264172.1	XP_045148292.1
OG0007436	NP_476477.1	XP_004715708.1
OG0007437	XP_008757183.1, NP_001178875.2	XP_045148321.1
OG0007438	NP_001128450.2, XP_038966897.1	XP_030742107.1
OG0007439	XP_038937443.1, NP_001101938.1	XP_045148322.1
OG0007440	NP_062223.1, XP_006228349.1	XP_045148319.1
OG0007441	XP_008756971.1, NP_542425.1	XP_004715732.1
OG0007443	XP_063117832.1, NP_001100978.2	XP_004706413.2
OG0007444	XP_008757576.1, NP_001014040.2	XP_045145208.1
OG0007445	NP_001094160.1, XP_006229118.1	XP_045148560.1
OG0007446	XP_006229253.1	XP_045148891.1, XP_045148893.1, XP_045148892.1
OG0007447	NP_001028878.1, XP_006229162.1	XP_045148569.1
OG0007448	XP_063134261.1	XP_045148570.1
OG0007449	XP_006229164.1, NP_001386570.1	XP_045148438.1
OG0007450	NP_598230.2	XP_045148683.1, XP_004710706.1
OG0007451	NP_954532.1, XP_038968075.1	XP_045148576.1
OG0007453	XP_001076631.2, XP_006229273.1	XP_045148758.1
OG0007454	NP_001388510.1, XP_038956746.1	XP_045148920.1
OG0007455	NP_001414244.1, XP_063129249.1	XP_030742196.1
OG0007456	NP_001099699.1, XP_038959871.1	XP_045148600.1
OG0007457	NP_001102880.1, XP_063129728.1	XP_045148612.1
