Orthogroup	Rattus_norvegicus	Sus_scrofa
OG0008246	XP_038958566.1, NP_001102022.1	XP_020957147.1
OG0008247	XP_063137662.1, NP_001385592.1	XP_005653637.1
OG0008248	XP_006232609.1, NP_001386453.1	XP_020957145.1
OG0008249	NP_001008724.1	XP_020957142.1
OG0008250	XP_006232587.1, NP_036691.2	XP_005666850.1, NP_001231453.1
OG0008251	NP_112607.1	XP_020956944.1
OG0008252	NP_001101155.1	XP_005666723.1
OG0008253	NP_001019943.1	XP_003129062.3
OG0008254	XP_017455527.1, NP_001162573.1	XP_003129060.1
OG0008256	XP_038964568.1	XP_020934065.1, NP_001090976.2
OG0008257	XP_063141466.1	XP_020934242.1
OG0008258	NP_001102094.2	NP_001231814.1
OG0008259	NP_001101325.1, XP_008761004.1	XP_003134655.2
OG0008260	XP_038963001.1, NP_036819.1	XP_020934167.1, NP_999211.1
OG0008261	XP_001072378.2	XP_003134674.3
OG0008262	XP_063142572.1, NP_001382682.1	XP_020934845.1
OG0008263	NP_001017461.1, XP_038948146.1	XP_003134939.5
OG0008264	XP_063129296.1, NP_001094440.1	XP_003134934.1
OG0008265	XP_006236022.1, NP_001178897.1	XP_020934126.1, NP_001177209.1
OG0008266	XP_038963092.1, NP_775158.1	XP_020934529.1
OG0008267	XP_063142011.1, NP_001382565.1	XP_020934882.1
OG0008268	NP_037348.1, XP_063141720.1	NP_001274775.1
OG0008269	NP_113788.1, XP_038967789.1	XP_020934820.1
OG0008270	NP_001389399.1, XP_056840862.1	XP_020933393.1, XP_020933947.1
OG0008271	NP_058837.2	XP_020933913.1
OG0008272	XP_063131856.1, NP_445807.2	NP_001093405.1, XP_020932827.1
OG0008273	XP_038951143.1, NP_001406603.1	XP_020933394.1
OG0008274	XP_017455634.1, NP_001004107.1	XP_020931335.1, XP_020936968.1
OG0008275	NP_001012158.1, XP_038950589.1	XP_005671827.1
OG0008276	XP_038950478.1, NP_001014025.2	XP_020931809.1
OG0008277	NP_001100790.1, XP_063131512.1	XP_003133417.1
OG0008278	NP_001099556.1	NP_001231674.1, XP_020930261.1
OG0008279	XP_038950572.1, NP_001014165.1	XP_020930691.1
OG0008280	XP_006253286.1, NP_001100786.1	XP_020931626.1
OG0008281	NP_001020038.1, XP_063131305.1	XP_020933729.1
OG0008282	NP_114007.1, XP_063131847.1	NP_001177099.1
OG0008283	NP_001414634.1, XP_063131589.1	XP_013839511.2
OG0008284	NP_001014022.1	XP_003133380.3
OG0008285	NP_001099553.1	XP_003133390.1
OG0008286	NP_001102581.1, XP_063131713.1	XP_003359512.3
OG0008287	NP_001386354.1	XP_013839444.1, NP_001137173.1
OG0008288	XP_006253462.1, NP_001413962.1	XP_020932155.1
OG0008289	NP_001020222.1	XP_020943618.1
OG0008290	NP_001099540.1	NP_001230114.1, XP_020934724.1
OG0008291	XP_038968721.1, NP_001258190.1	XP_003125453.6
OG0008292	XP_006240026.1, NP_001385710.1	XP_003354999.2
OG0008293	NP_001013055.1, XP_006240006.1	XP_020944072.1
OG0008294	XP_006240047.1, NP_001101486.2	XP_020943531.1
OG0008295	NP_037185.1	XP_020943521.1
OG0008296	XP_006239975.1, NP_001094187.1	XP_005655328.2
OG0008297	NP_037158.1	NP_001230119.1, XP_020941348.1
OG0008298	NP_445938.1	XP_020943394.1, XP_020943397.1, XP_020943395.1
OG0008299	NP_001100182.1, NP_001401841.1	XP_020943392.1
OG0008300	XP_038968412.1, NP_001007010.1	XP_020943389.1
OG0008301	NP_114061.1, XP_017449537.1	XP_020943367.1
OG0008302	XP_001067558.2	XP_003125343.1
OG0008303	XP_038967734.1	XP_020941367.1
OG0008304	NP_620253.1, XP_063117606.1	XP_020943332.1
OG0008305	NP_620210.1	XP_020941555.1, NP_001020394.1
OG0008306	XP_038967747.1, NP_001162572.1	XP_020943328.1
OG0008307	NP_001025088.1	NP_001231806.1, XP_005655303.1
OG0008308	XP_038968068.1	XP_020943620.1
OG0008308	NP_001388251.1, NP_001032277.1	XP_013851658.1
OG0008309	NP_001004282.1	XP_020944000.1
OG0008310	NP_001099975.1	XP_020942743.1
OG0008311	XP_063141056.1	XP_005662334.1
OG0008312	NP_001101242.1, XP_063139826.1	XP_020942684.1
OG0008315	XP_006236690.1, NP_001102102.1	NP_001090964.1, XP_020941196.1
OG0008316	NP_113787.1, XP_008761199.1	XP_003124973.2
OG0008317	NP_001128190.2, XP_038964069.1	NP_001229959.1, XP_020941344.1
OG0008318	XP_038963242.1, NP_001100066.1	XP_020942951.1
OG0008319	XP_063141849.1, NP_001007648.1	NP_001230307.1
OG0008320	NP_659552.1	XP_003124992.1
OG0008321	NP_001025069.1	XP_003354803.2
OG0008322	NP_036867.1	NP_001116459.1
OG0008323	XP_038963514.2, NP_001101336.1	XP_020942983.1
OG0008324	XP_006236781.1	XP_003125062.3
OG0008325	XP_038964650.1, NP_001386477.1	XP_013851483.2
OG0008326	NP_695210.1, XP_038963069.1	XP_003354820.2
OG0008327	NP_062054.1, XP_038963128.1	XP_003125080.1
OG0008328	NP_001414366.1, XP_006233162.1	XP_020945665.1
OG0008329	NP_620231.1, XP_038957689.1	NP_001116548.1, XP_020944090.1
OG0008330	NP_001026815.1	XP_020945611.1, XP_001928381.3
OG0008331	XP_038959865.2	XP_020946483.1
OG0008332	XP_038958862.1, NP_001382063.1	XP_001927858.5
OG0008333	XP_006233018.1	XP_001927895.1
OG0008334	XP_063138648.1, NP_001178025.1	NP_001230375.1
OG0008335	NP_001020290.1, XP_063137949.1	XP_005655456.1
OG0008336	NP_001007698.1, XP_017446388.1	XP_005663542.1
OG0008337	XP_006232920.1, NP_059004.1	XP_020945531.1
OG0008338	NP_001121659.1, XP_038958623.1	XP_001928046.4
OG0008339	NP_001019473.1	NP_001230430.1
OG0008340	NP_001316822.1	XP_020945522.1
OG0008341	XP_017446802.1, NP_001414201.1	XP_013852579.1
OG0008342	NP_001386656.1	XP_005663496.1
OG0008343	XP_006233145.1, NP_001101180.1	XP_020946393.1
OG0008344	XP_006230599.1, NP_001099787.1	XP_020938211.1
OG0008345	XP_006251533.1	XP_020935000.1
OG0008346	XP_038967818.1	XP_020957916.1
OG0008346	NP_808789.1	NP_001026963.1
OG0008347	NP_071790.1	XP_003130289.1
OG0008348	XP_038962809.1, NP_001096825.2	XP_013835265.2
OG0008349	NP_001100047.2, XP_063141779.1	XP_020958200.1
OG0008350	XP_038963828.1, NP_001099786.1	XP_020938203.1
OG0008351	NP_114455.2	XP_020938823.1
OG0008352	NP_001381465.1, XP_063139776.1	XP_003122917.2
OG0008353	NP_001099963.1, XP_006234703.1	XP_003122919.1
OG0008354	XP_006234715.1, NP_001178782.1	XP_013849927.1
OG0008355	NP_058965.3, XP_038960584.1	XP_020938721.1
OG0008356	NP_001099196.1	NP_001231306.1
OG0008357	XP_063139036.1, NP_001258275.1	XP_013849808.1
OG0008358	NP_001099788.2, XP_038963906.1	XP_020938226.1
OG0008359	NP_001385572.1	XP_020938306.1
OG0008360	NP_113774.2	XP_020938351.1
OG0008361	XP_006230964.1, NP_001102968.1	XP_003122502.1
OG0008362	NP_001034189.1, XP_063142894.1	XP_003122542.3
OG0008363	XP_038935348.1, NP_001101039.1	XP_003353805.1
OG0008364	XP_008758396.1, NP_113926.1	XP_020938459.1
OG0008365	XP_038957256.1	NP_001231186.1
OG0008366	NP_001178490.1, XP_038948570.1	XP_005660760.2
OG0008367	XP_038964401.1, NP_001123485.1	XP_013849589.2
OG0008368	NP_001099800.1	XP_003122620.3
OG0008369	XP_006230972.1	XP_003353841.2
OG0008370	NP_742042.1	NP_999280.1
OG0008371	NP_647553.2, XP_006230739.1	NP_001191699.1
OG0008372	NP_112622.1, XP_008758465.1	NP_999620.1, XP_005660832.1
OG0008373	XP_006231062.1, NP_001388229.1	NP_001230324.1
OG0008374	XP_063124424.1, NP_001012171.2	XP_020932556.1
OG0008375	NP_001385543.1	XP_020938584.1
OG0008376	NP_783167.2, XP_006231083.1	XP_005660890.2
OG0008377	XP_006236681.1, NP_001100064.1	XP_003129271.1
OG0008378	XP_038953937.1	XP_020938133.1
OG0008379	NP_598280.1, XP_006244797.1	XP_020931600.1
OG0008380	XP_063128639.1, NP_068530.1	XP_005671695.2
OG0008381	NP_001100639.2, XP_038946597.1	NP_001302641.1, XP_005671700.2
OG0008382	XP_038947206.1	XP_020931106.1, XP_020931104.1, XP_020931105.1
OG0008383	NP_112377.1, XP_038947043.1	NP_001191831.1, XP_020930277.1
OG0008384	NP_071541.2	NP_998938.1
OG0008385	XP_038946353.1, NP_001178598.1	XP_020931280.1
OG0008386	NP_112306.1	NP_001231490.1
OG0008387	NP_001013939.1, XP_063139338.1	XP_020931994.1
OG0008388	NP_001395698.1, XP_063140176.1, NP_001102051.1	XP_020931741.1
OG0008389	NP_001019481.1, XP_038961597.1	XP_001926735.1
OG0008390	NP_001009409.1	XP_003134357.1
OG0008391	XP_038966783.1, NP_114192.1	NP_001231343.2
OG0008392	NP_001257984.1, XP_006252959.1	NP_001230746.1, XP_020933515.1
OG0008393	NP_001102854.1	XP_003123160.3
OG0008394	NP_001103061.1, XP_038935853.1	XP_020939854.1
OG0008395	XP_006236947.2	XP_020954605.1
OG0008396	XP_006236925.1, NP_001101343.2	XP_003483287.1
OG0008397	XP_063142718.1, NP_445774.1	XP_020925047.1
OG0008398	NP_001093943.1	XP_003132444.1
OG0008400	XP_038964194.1	XP_005669862.1
OG0008401	XP_038963786.1, NP_001020593.1	XP_020924978.1
OG0008402	XP_017448066.1, NP_001164036.1	XP_020925468.1
OG0008403	XP_063141950.1	XP_020923905.1
OG0008403	NP_001100085.2	NP_001193464.1
OG0008404	NP_001102109.1, XP_038963755.1	XP_013837365.2, NP_001231861.1
OG0008405	XP_006237039.1, NP_446097.1	XP_020924933.1
OG0008406	XP_063141918.1, NP_001128185.1	XP_003132372.3
OG0008407	XP_038964958.1	XP_020926489.1
OG0008408	NP_001094220.1	XP_003132357.4
OG0008409	NP_001102720.2	XP_003358539.3
OG0008410	XP_063142147.1, NP_001101347.1	XP_013837305.2
OG0008411	NP_076464.1, XP_063130688.1	XP_020924828.1
OG0008412	NP_599183.2, XP_063130015.1	XP_020926426.1
OG0008413	NP_001007621.1	NP_001231327.1
OG0008414	NP_001100758.1, XP_006251842.1	XP_020924720.1
OG0008415	XP_038950369.1, NP_001127939.1	XP_020924668.1
OG0008416	NP_001386013.1, XP_038951064.1	NP_001128438.1
OG0008417	XP_038950157.1	XP_020926372.1
OG0008418	NP_942069.1, XP_038950546.1	XP_020924610.1
OG0008419	NP_001414233.1, XP_008769275.1	XP_020924549.1
OG0008420	NP_001100762.1, XP_006252668.1	XP_001925271.3
OG0008421	XP_038938543.1	XP_003132302.3
OG0008422	NP_001258235.1	XP_003132297.1
OG0008423	XP_038950112.1, NP_001028827.2	XP_020924545.1
OG0008425	XP_038937508.1	XP_020924490.1
OG0008426	XP_038937516.1, NP_001400759.1	XP_001925178.2
OG0008427	XP_006243800.1, NP_001094018.1	XP_005669645.1
OG0008428	XP_006243873.1, NP_001102251.1	NP_001231470.1
OG0008429	NP_001128484.1, XP_063121069.1	XP_005669562.1, NP_001230117.1
OG0008430	XP_001055346.3	XP_005669595.2
OG0008431	NP_001102583.1, XP_017451302.1	XP_013837121.1
OG0008432	NP_001001516.1, XP_006243855.1	XP_020923941.1, NP_001258643.1
OG0008433	NP_064465.1, NP_001029143.1	NP_001230535.1
OG0008434	NP_062157.2, NP_598413.1	XP_020924391.1
OG0008435	XP_006248598.1, NP_476460.1	NP_001070689.1
OG0008436	XP_038937591.1, NP_001106208.1	XP_020924297.1
OG0008437	XP_063121379.1, NP_001008330.1	NP_001231103.1
OG0008438	NP_001414288.1, XP_063131800.1	XP_020939127.1
OG0008439	XP_006252883.1, NP_001164075.1	NP_001139458.1, XP_013842921.1
OG0008440	XP_008769296.1, NP_001020142.2	XP_020939235.1
OG0008441	XP_038950640.1, NP_001012212.1	XP_003123521.1, XP_020939244.1
OG0008442	XP_038950410.1, NP_001037704.1	NP_001230846.1, XP_005661254.2
OG0008443	XP_038935721.1, NP_064472.3	XP_020939290.1
OG0008444	XP_063119230.1, NP_001178705.1	XP_003123478.1
OG0008445	XP_038953429.1, NP_001265404.1	XP_003123421.3
OG0008446	XP_038953892.1, NP_075251.1	XP_020939356.1
OG0008447	NP_733767.1	NP_001039144.1, XP_005661293.1
OG0008448	NP_001387869.1, NP_001387871.1	XP_003123408.2
OG0008449	XP_063133899.1, NP_001010947.1	XP_003123394.3
OG0008450	NP_001013892.2, XP_008770587.1	NP_001230379.1, XP_020935622.1
OG0008451	XP_006255306.1, NP_058865.2	NP_001231403.1
OG0008452	NP_786938.2	XP_020936103.1, NP_001193283.1
OG0008453	XP_038937997.1, NP_071586.2	XP_003123257.3
OG0008455	NP_001102224.1	XP_003123269.2
OG0008456	NP_001381304.1, XP_038937853.1	NP_001231250.1
OG0008457	XP_038937979.1, NP_068528.1	XP_020937095.1, NP_001098758.1
OG0008458	NP_001100171.1	NP_001231300.1
OG0008459	XP_038945693.1, NP_001182174.1	NP_001090935.1
OG0008460	XP_038945826.1	XP_020932835.1, NP_001137589.1
OG0008461	XP_008767178.1	XP_003123246.1
OG0008462	NP_001388134.1, XP_063127731.1	XP_020939555.1
OG0008463	NP_954546.1, XP_038935346.1	NP_001033733.1
OG0008464	XP_017451808.1, NP_001100343.1	NP_001233175.1, XP_020934768.1
OG0008465	NP_001007712.1	XP_003123159.3
OG0008466	NP_001100344.1, XP_038939063.1	XP_020939647.1
OG0008467	XP_038939066.1	XP_020939654.1
OG0008468	XP_063123779.1, NP_001128456.1	XP_005661361.1
OG0008469	XP_038964604.1, XP_063122896.1, NP_001386131.1	NP_001090932.1
OG0008470	NP_001386258.1	NP_001026948.1, XP_020937666.1
OG0008471	XP_063123795.1, NP_001102891.1	NP_001302611.1, XP_005661393.1
OG0008472	XP_038934945.1, NP_001101543.1	XP_013850231.1
OG0008473	NP_113969.1, XP_006241080.1	XP_003123103.1
OG0008474	NP_001101544.2	NP_001012296.1, XP_020937622.1
OG0008475	NP_001102200.1	XP_005654765.1
OG0008476	NP_113755.1, XP_038934488.1	XP_020939783.1
OG0008477	XP_063119791.1, NP_001388002.1	XP_003123073.1
OG0008478	XP_063119492.1, NP_001094189.1	XP_020939857.1
OG0008479	NP_001096831.1	XP_020939870.1
OG0008480	XP_063119491.1, NP_001012114.2	XP_020939873.1
OG0008481	XP_234937.3	XP_020939876.1
OG0008482	NP_570842.1, XP_038934254.1	NP_001033725.1, XP_020937733.1
OG0008483	XP_006240921.1, NP_001100236.1	XP_020939959.1
OG0008484	NP_640345.1, XP_008763377.1	XP_005661484.2, NP_001137195.1
OG0008485	XP_063140335.1, NP_001099732.1	XP_020938932.1
OG0008486	NP_001102906.2	NP_001161123.1, XP_013834590.1
OG0008487	XP_008764219.2	XP_020957993.1
OG0008488	XP_006242584.1, NP_001101593.1	XP_003129845.1
OG0008489	NP_001400401.1, XP_038936706.1	XP_020957992.1
OG0008490	XP_008757868.1, NP_001258720.1	XP_005667251.1
OG0008491	NP_445869.2	XP_003129749.1
OG0008492	XP_063141061.1, NP_001385667.1	XP_003129750.1
OG0008493	NP_036835.2	XP_020937433.1, NP_001231305.1
OG0008494	XP_063141115.1, NP_001009290.1	NP_001231672.1
OG0008495	XP_017444674.2, NP_001101007.1	XP_003482610.2
OG0008496	XP_017444439.1, NP_001178531.1	XP_020918146.1
OG0008497	XP_063123241.1, NP_942070.1	XP_020918147.1
OG0008498	XP_063123246.1, NP_001178767.1	XP_003357238.3
OG0008500	NP_001414292.1	XP_020957942.1
OG0008501	XP_006229953.1, NP_072161.1	XP_005653714.3
OG0008502	XP_006230004.1, NP_001101014.2	XP_020917992.1
OG0008503	XP_063137045.1	XP_020917970.1
OG0008504	NP_001264231.1	XP_020917931.1
OG0008505	XP_063138137.1, NP_037209.1	XP_020917927.1
OG0008506	NP_001012358.1, XP_063123491.1	XP_003129438.1
OG0008507	NP_001011933.1, XP_006230079.1	NP_001239354.1, XP_005661175.1
OG0008508	NP_001386573.1	XP_013849960.2
OG0008509	XP_063140226.1, NP_001102058.1	XP_003122956.1
OG0008510	XP_008757911.1, NP_001012345.1	NP_001153552.1, XP_020938111.1
OG0008511	XP_063130972.1	XP_020921450.1
OG0008512	XP_008768984.1, NP_001007008.1	NP_001231421.1, XP_020920798.1
OG0008513	XP_006252189.1	XP_020920808.1
OG0008513	NP_001014792.1	NP_001177159.1
OG0008514	XP_006252358.1, NP_001398968.1	XP_020920984.1
OG0008515	NP_001128199.1, XP_006252373.1	XP_013835974.2
OG0008516	XP_038948873.1, NP_446069.1	XP_001929181.1
OG0008517	XP_063130903.1, NP_001163942.1, XP_006252378.1	XP_020921252.1
OG0008518	NP_001381722.1, XP_038949523.1	XP_020921282.1
OG0008519	NP_446218.1, XP_008769062.1	XP_020921299.1
OG0008520	XP_006252439.1, NP_001100749.1	XP_020921306.1
OG0008521	XP_006252467.1, NP_001292348.1	XP_020921317.1
OG0008522	XP_038949303.1, NP_001014019.1	XP_003357907.2
OG0008523	NP_001386486.1	XP_003131066.1
OG0008524	XP_038949465.1, NP_001101859.1	XP_003131086.3
OG0008525	NP_001100755.2, XP_038949340.1	XP_020921027.1
OG0008526	NP_001258333.1	XP_020921032.1
OG0008527	XP_063130431.1, NP_001094155.1	XP_020921514.1
OG0008528	XP_006243669.1, NP_036772.2	NP_999616.1
OG0008529	NP_695211.2	XP_003358662.2
OG0008530	XP_063137858.1, NP_001414611.1	XP_020925348.1
OG0008531	XP_063140457.1, NP_001019485.1	XP_020933912.1
OG0008532	NP_001385955.1	XP_020927215.1
OG0008533	XP_038938632.1, NP_001406593.1	XP_020927322.1
OG0008534	XP_038938659.1, NP_001414641.1	XP_020926068.1
OG0008535	NP_001385628.1	XP_003132181.1
OG0008536	NP_001386256.1, XP_063121732.1	XP_013836982.2
OG0008537	NP_671743.2	XP_020927082.1
OG0008538	XP_038950366.1, NP_062147.2	XP_020926997.1
OG0008539	XP_038950099.1, NP_446463.2	XP_003132111.3
OG0008540	NP_068533.2	XP_005669941.1, XP_020925190.1
OG0008541	NP_036865.1	XP_005669939.1, NP_001026959.1
OG0008542	XP_006243656.1, NP_001292169.1	XP_005669972.2
OG0008543	NP_001099948.1, XP_006232237.1	XP_003358653.2
OG0008544	XP_017446621.1, NP_112305.1	XP_020925254.1
OG0008545	XP_008759090.1, NP_001101134.1	NP_001092058.1, XP_020923832.1
OG0008546	NP_001002853.1, XP_008759213.1	XP_020925283.1, XP_020925282.1
OG0008547	NP_001014193.1, XP_008759273.1	XP_020925368.1
OG0008548	XP_006232539.1, NP_001101150.1	XP_003358689.3
OG0008549	XP_038937737.1	XP_003132130.2
OG0008550	XP_038960535.1, NP_001100001.1	NP_001094500.1
OG0008551	XP_063139908.1, NP_001101261.2	XP_003483988.2
OG0008552	NP_446249.1, XP_063139043.1	XP_020933074.1
OG0008553	NP_001402609.1	XP_020933488.1
OG0008554	NP_001414528.1, XP_063139871.1	XP_020933695.1
OG0008555	XP_038960957.1, NP_001014071.1	XP_020933909.1
OG0008556	NP_001099987.1	XP_003134305.1
OG0008558	NP_071776.1	NP_001278854.1
OG0008559	NP_598256.2	NP_001165225.1, XP_020932916.1
OG0008560	NP_001386430.1	XP_013840660.2
OG0008561	NP_001099996.1, XP_038960528.1	XP_013840664.1
OG0008562	NP_001103058.1, XP_038961811.1	XP_020932886.1, NP_001230184.1
OG0008563	NP_001162014.1, XP_006235373.1	XP_020933765.1
OG0008564	XP_038961545.1, NP_001094248.1	XP_020933351.1
OG0008565	NP_757377.1	XP_020933022.1
OG0008566	NP_001101264.2, XP_017447272.1	XP_013840744.1
OG0008567	NP_445914.2, XP_006235513.1	NP_001129982.1, XP_005672944.1
OG0008568	XP_038960552.1, NP_001020041.1	NP_001302689.1
OG0008569	NP_001101267.1, XP_008760567.1	XP_020933527.1
OG0008570	NP_001101269.1	NP_001121932.1
OG0008571	XP_008760693.1, NP_733766.2	XP_020933455.1
OG0008572	NP_001100009.1	XP_020933255.1
OG0008573	NP_036781.1	XP_020932950.1, NP_999449.1
OG0008574	XP_038960138.1, NP_599227.2	XP_001928848.1
OG0008575	NP_001093956.2, XP_063139241.1	XP_020933024.1
OG0008576	XP_038960352.1, NP_062034.2	XP_020933392.1
OG0008577	NP_445906.1	NP_001107748.1
OG0008578	NP_077039.3	NP_001186818.1
OG0008579	NP_001100017.1, XP_006235739.1	NP_001107173.1
OG0008580	NP_001406465.1, XP_063139047.1	XP_005673090.1, NP_001107171.1
OG0008581	NP_001029062.1	NP_001103902.1, XP_005673089.1
OG0008582	NP_001258183.1	XP_005673120.1, NP_001107170.1
OG0008583	XP_038961478.1, NP_999624.1	XP_005673121.1, NP_001103646.1
OG0008584	NP_570091.1, XP_063140748.1	XP_020933809.1
OG0008585	NP_001389099.1	XP_003360098.4
OG0008586	NP_001257495.1	XP_020933872.1
OG0008587	NP_001102083.1, XP_038961483.1	XP_020933896.1
OG0008588	XP_006235802.1, NP_476439.1	XP_020933299.1
OG0008589	NP_001006959.1	XP_003129136.1
OG0008590	NP_037139.1, XP_006252258.1	NP_001231405.1, XP_005670508.1
OG0008591	XP_006252158.1, NP_036899.1	NP_999439.1
OG0008592	NP_001102020.1, XP_006232397.1	XP_005668407.1, NP_001193276.1
OG0008593	XP_038945081.1, NP_001011901.1	NP_001090973.1, XP_020920751.1
OG0008594	NP_001015030.1	XP_003130967.1
OG0008595	NP_001382558.1, XP_038949068.1	XP_020921096.1
OG0008596	XP_038949233.1, NP_001178614.1	XP_020921066.1
OG0008597	NP_001102263.1	XP_003483651.1
OG0008598	NP_942059.1	XP_020928513.1
OG0008599	NP_446176.4	XP_020929838.1
OG0008600	NP_062111.1	XP_013845749.1
OG0008601	NP_001020922.1, XP_006252250.1	XP_020928379.1, XP_003359103.1, XP_013845755.1
OG0008602	NP_001013150.1, XP_038949260.1	XP_005670510.1
OG0008603	XP_008769028.1, XP_038949857.1	XP_001928638.2
OG0008604	XP_006252195.1, NP_001101853.1	XP_001927221.3
OG0008605	XP_006252200.1, NP_001102341.1	XP_003132863.3
OG0008606	NP_001358941.1, XP_038949266.1	XP_020929395.1
OG0008607	NP_001099517.2, XP_038949076.1	XP_020929774.1, XP_020929773.1
OG0008608	NP_001013151.1, XP_017455188.2	XP_020928859.1
OG0008611	XP_063130503.1	XP_013845711.1
OG0008612	NP_036730.1, XP_063131124.1	NP_999451.1, XP_020927833.1
OG0008613	XP_008765568.1, NP_001406602.1	XP_020931114.1
OG0008614	XP_008765499.1, NP_001007756.1	XP_020930625.1
OG0008615	NP_001386261.1, XP_038940662.1	XP_020931009.1
OG0008616	NP_001012204.1, XP_017452029.1	XP_020930617.1
OG0008617	NP_872612.1, XP_063123776.1, NP_955789.2	XP_003133833.1
OG0008618	XP_038940084.1, NP_113861.1	NP_001037994.1, XP_020930374.1
OG0008619	NP_001263635.1, NP_001257588.1, NP_085914.2	XP_003133882.3
OG0008620	NP_001009825.1, XP_008765584.1	NP_001230831.1, XP_005654258.1
OG0008624	XP_063127436.1, NP_001100619.1	XP_005670570.2
OG0008625	NP_001380734.1	XP_003359136.2
OG0008626	XP_038945368.1	XP_020929651.1
OG0008627	XP_006249417.1, NP_001128238.1	XP_013838254.1
OG0008628	NP_001100610.1, XP_008767450.1	XP_020929741.1
OG0008629	NP_001387897.1, XP_038945165.1	XP_020927667.1, NP_001177083.1
OG0008630	XP_038946061.1	NP_001230638.1
OG0008631	XP_063127605.1, NP_001400511.1	XP_020929868.1
OG0008632	NP_001406720.1, XP_038946100.1	XP_020928779.1
OG0008633	XP_038945636.1, NP_001333235.1	XP_020928116.1
OG0008634	NP_036946.1	NP_001177150.1
OG0008635	NP_001099222.2, XP_017453738.1	XP_001925413.1
OG0008636	XP_003751248.1	XP_001928864.5
OG0008637	XP_063127668.1, NP_001102537.1	XP_001929209.4
OG0008638	XP_006249640.2	XP_020929341.1
OG0008639	XP_038947484.1, NP_446101.1	XP_013845834.1
OG0008640	NP_001388549.1, XP_038948379.1	XP_020928935.1
OG0008641	NP_001094200.1	XP_005670843.2
OG0008642	NP_001099485.1, XP_017454608.1	XP_003133023.2
OG0008643	XP_038947914.1, NP_001100699.1	XP_003359204.1
OG0008644	XP_008771089.1, NP_037321.1	XP_020927952.1
OG0008645	XP_038954314.1, NP_446297.1	XP_001929289.1
