Orthogroup	Rattus_norvegicus	Canis_lupus_familiaris
OG0006914	NP_062203.2, XP_063130717.1	XP_038425887.1
OG0006915	XP_063129121.1	XP_038438217.1
OG0006916	NP_001101872.1, XP_006253527.1	XP_038425977.1
OG0006917	NP_001401970.1, NP_001017508.1	XP_038425991.1
OG0006918	NP_058839.1	XP_038426028.1
OG0006919	NP_001020889.1, XP_008769619.1	XP_038426058.1
OG0006920	XP_008764676.1, NP_073168.1	XP_038426119.1
OG0006921	NP_001001518.1	XP_038426123.1
OG0006922	NP_001178731.1	XP_038426181.1
OG0006923	NP_001258313.1	XP_038426330.1
OG0006924	XP_006244150.2, NP_001100336.1	XP_038444769.1, XP_038426397.1
OG0006925	XP_038936902.1, NP_062138.1	XP_038426400.1
OG0006926	XP_006244213.1	XP_038426418.1
OG0006927	NP_036817.1, XP_038936772.1	XP_038426487.1
OG0006928	XP_038939092.1, NP_001100350.1	XP_038426682.1
OG0006929	NP_001012047.1, XP_006252671.1	XP_038426722.1
OG0006930	NP_064457.2, NP_001128373.1, XP_038937950.1	XP_038426780.1
OG0006931	XP_006243693.1, NP_001101649.1	XP_038426889.1
OG0006932	XP_343455.4	XP_038426940.1
OG0006933	NP_001102973.1, XP_063138634.1	XP_038427126.1
OG0006934	NP_112382.2	XP_038427213.1
OG0006935	NP_001102678.1, XP_006235414.1	XP_038427297.1
OG0006936	NP_001102076.1, NP_001386770.1	XP_038427312.1
OG0006937	XP_006235179.2, NP_113743.1	XP_038427469.1
OG0006938	XP_006235125.1	XP_038427621.1
OG0006939	NP_001400637.1	XP_038427632.1
OG0006940	NP_076457.1, XP_006235103.1	XP_038427661.1
OG0006941	NP_001101244.1	XP_038427677.1
OG0006942	XP_038960509.1, NP_001099982.1	XP_038427678.1
OG0006943	NP_036895.2, XP_006235068.1	XP_038427697.1
OG0006944	NP_001020903.1, XP_063140235.1	XP_038427716.1
OG0006945	XP_017447079.1, NP_001099995.1	XP_038427769.1
OG0006946	XP_017447568.1, NP_445924.1	XP_038427846.1
OG0006947	NP_001020820.1, XP_006235346.1	XP_038427876.1, XP_038427877.1
OG0006948	NP_001383278.1	XP_038427899.1
OG0006949	XP_063140458.1, NP_001102679.2	XP_038427927.1, XP_038427926.1
OG0006950	XP_038961257.1, NP_853668.1	XP_038427991.1
OG0006951	NP_037094.1	XP_038428022.1
OG0006952	NP_001182419.1	XP_038428079.1
OG0006953	XP_006235466.1, NP_001101265.1	XP_038428095.1, XP_038445518.1
OG0006954	XP_063140461.1, NP_001165589.1	XP_038428126.1
OG0006955	NP_001013944.1	XP_038428139.1
OG0006956	NP_001020939.1, XP_006235437.1	XP_038428144.1
OG0006957	NP_001178672.1, XP_038961015.1	XP_038428168.1
OG0006958	XP_006235441.1, NP_113886.1	XP_038428192.1
OG0006959	XP_006235474.1, NP_001092197.1	XP_038428217.1
OG0006960	NP_001004079.1, XP_038960554.1	XP_038428222.1
OG0006961	NP_001258139.1, XP_006235478.2	XP_038428228.1
OG0006962	NP_037319.2, XP_038960315.1	XP_038428245.1
OG0006963	NP_001100006.1, XP_006235587.1	XP_038428287.1
OG0006965	XP_063139459.1, NP_001008313.1	XP_038428329.1
OG0006966	XP_038960158.1, NP_569083.1	XP_038428331.1
OG0006967	NP_446406.1, XP_006235571.1	XP_038428358.1
OG0006968	NP_001128427.1	XP_038428431.1
OG0006969	NP_074057.2	XP_038428434.1
OG0006970	NP_001102077.1, XP_063140295.1	XP_038428478.1, XP_038428476.1, XP_038428477.1
OG0006971	NP_037318.2	XP_038428497.1
OG0006972	NP_001020452.2, XP_063139954.1	XP_038428501.1
OG0006973	NP_963966.1	XP_038428558.1
OG0006974	XP_063139042.1	XP_038428559.1
OG0006975	XP_063140362.1	XP_038428605.1
OG0006976	XP_038961075.1, NP_001101276.2	XP_038428658.1
OG0006977	XP_038960623.1, NP_001292205.1	XP_038428804.1
OG0006978	NP_001129190.1, XP_038961066.1	XP_038428925.1
OG0006979	NP_001012042.1	XP_038428948.1
OG0006980	NP_596911.1	XP_038428949.1
OG0006981	XP_038949537.1, NP_059038.1	XP_038429003.1
OG0006982	NP_001232907.1	XP_038429097.1
OG0006983	XP_063138716.1, NP_620227.2	XP_038429130.1
OG0006984	XP_006232431.1, NP_001103050.1	XP_038429153.1
OG0006985	NP_620791.1, XP_038948909.1	XP_038429387.1
OG0006986	NP_077352.2	XP_038429448.1
OG0006987	NP_001162576.1, XP_063131294.1	XP_038429510.1
OG0006988	NP_277034.1	XP_038429532.1
OG0006989	XP_063130686.1, NP_072119.2	XP_038429574.1
OG0006990	NP_001101852.1, XP_063130499.1	XP_038442553.1, XP_038429669.1
OG0006991	XP_006252179.1, NP_001100743.1	XP_038429703.1
OG0006992	XP_017455117.1, NP_001381600.1	XP_038429714.1
OG0006993	NP_001386437.1	XP_038429729.1
OG0006994	NP_001163943.1, XP_006252330.1	XP_038429744.1
OG0006995	NP_001388203.1	XP_038429832.1
OG0006996	NP_446060.1, XP_063123860.1	XP_038430143.1, XP_038430141.1
OG0006997	NP_067723.1	XP_038430302.1
OG0006998	XP_006245596.1, NP_001386126.1	XP_038430387.1
OG0006999	XP_038939058.1, NP_059008.1	XP_038430392.1, XP_038430391.1
OG0007001	XP_008771154.1, NP_001099853.1	XP_038430455.1
OG0007002	NP_058929.1	XP_038430893.1
OG0007003	NP_001094149.1, XP_063127396.1	XP_038430908.1
OG0007004	NP_001099403.1	XP_038430968.1
OG0007005	XP_063127408.1, NP_001385719.1	XP_038431034.1
OG0007006	NP_001100614.1, XP_038945420.1	XP_038431141.1
OG0007007	XP_341093.4	XP_038431196.1
OG0007008	NP_001100617.2, XP_063127419.1	XP_038431227.1
OG0007009	XP_006249513.1, NP_001178595.1	XP_038431309.1
OG0007010	NP_001376188.1, XP_038945203.1	XP_038431330.1
OG0007011	NP_112313.1, XP_063126236.1, XP_038956762.1	XP_038431745.1
OG0007012	NP_001100550.1, XP_006248671.1	XP_038431779.1, XP_038431783.1
OG0007013	XP_038944840.1, NP_001101794.1	XP_038431802.1
OG0007014	NP_001100548.1	XP_038431880.1, XP_038431881.1
OG0007015	XP_003751144.5	XP_038431895.1, XP_038431896.1
OG0007016	XP_008767086.2, NP_001099333.2	XP_038431897.1
OG0007017	NP_077358.1, XP_006248771.1	XP_038431905.1
OG0007018	XP_063128022.1, NP_001099201.3	XP_038431954.1
OG0007019	NP_446098.1, XP_006231325.1	XP_038431962.1
OG0007020	XP_063127799.1, NP_001178884.1	XP_038431992.1
OG0007021	NP_001119754.1	XP_038432107.1
OG0007022	XP_063123411.1, NP_001414530.1	XP_038432358.1
OG0007023	XP_006237567.1	XP_038432418.1
OG0007024	NP_001385850.1	XP_038432449.1
OG0007025	NP_001005557.1, XP_006237550.1	XP_038432451.1
OG0007026	NP_001178714.1, XP_063142265.1	XP_038432510.1
OG0007027	NP_001381275.1, NP_058924.2	XP_038432556.1
OG0007028	NP_001103030.1	XP_038432704.1
OG0007029	XP_063141704.1, NP_037302.1	XP_038432797.1
OG0007030	NP_001388474.1, XP_038963389.1	XP_038432893.1
OG0007031	XP_017448086.1, NP_001004234.1	XP_038432909.1
OG0007032	XP_063141989.1, NP_001011970.1	XP_038433052.1
OG0007033	XP_063119437.1, NP_001178718.2	XP_038433235.1
OG0007034	NP_001030112.1	XP_038433301.1
OG0007035	NP_001408244.1, XP_038936261.1	XP_038433305.1
OG0007036	NP_001258168.1	XP_038433330.1
OG0007037	XP_008763957.1, NP_001387930.1	XP_038433342.1
OG0007038	NP_001102222.1, XP_063120031.1	XP_038433549.1
OG0007039	XP_006257416.1, NP_001178544.1	XP_038433559.1
OG0007040	NP_001401877.1	XP_038433636.1
OG0007041	NP_001030113.1, XP_006242491.1	XP_038433721.1
OG0007042	NP_001101587.1	XP_038433779.1
OG0007043	NP_001101354.1, XP_006237308.2	XP_038433819.1
OG0007044	XP_063142179.1, NP_001178680.2	XP_038433820.1
OG0007045	NP_001100086.1, XP_017448072.1	XP_038434053.1
OG0007046	NP_001388769.1	XP_038434268.1
OG0007047	NP_072109.2, XP_017445154.3	XP_038434271.1
OG0007048	NP_001101059.1	XP_038434360.1
OG0007050	NP_001101065.1	XP_038434421.1
OG0007051	XP_006231511.1, NP_001099832.2	XP_038434473.1
OG0007052	NP_599197.2, XP_006231494.1	XP_038434553.1
OG0007053	XP_006231652.1, NP_001012071.1, NP_001406671.1	XP_038434653.1
OG0007054	NP_001007603.1, XP_038964778.1	XP_038434656.1
OG0007055	NP_001032741.1, XP_063124828.1	XP_038434722.1
OG0007056	XP_017445888.2, NP_001414678.1	XP_038434782.1
OG0007057	XP_038958090.1, NP_037293.2	XP_038434826.1
OG0007058	NP_001073173.2	XP_038434840.1
OG0007059	NP_001099771.1	XP_038434915.1, XP_038437025.1
OG0007060	XP_063137091.1	XP_038435138.1
OG0007061	NP_001020315.1, XP_063135531.1	XP_038435190.1, XP_038437644.1
OG0007062	XP_063143968.1, NP_001102124.1	XP_038435302.1
OG0007063	NP_001102439.1, XP_017449019.2	XP_038435308.1
OG0007064	NP_001099895.2	XP_038435335.1, XP_038435336.1
OG0007065	NP_001020866.1	XP_038435397.1
OG0007066	NP_001012482.1, XP_006237791.1	XP_038435447.1
OG0007067	NP_001385995.1, XP_063138108.1	XP_038435540.1
OG0007068	XP_038965346.1, NP_001100108.1	XP_038435659.1
OG0007069	XP_038965339.1, NP_001292209.1	XP_038435715.1
OG0007070	XP_063143349.1, NP_001263370.1	XP_038435733.1
OG0007071	NP_001102728.1	XP_038435784.1
OG0007072	NP_062155.1	XP_038435887.1, XP_038435888.1, XP_038435889.1
OG0007073	XP_006234828.1, NP_001101231.1	XP_038436020.1
OG0007074	XP_017446963.1, NP_058748.2	XP_038436223.1
OG0007075	NP_077055.2, XP_063140673.1	XP_038436224.1
OG0007076	NP_001099972.1, XP_006234978.1	XP_038436330.1
OG0007077	XP_038938300.1, NP_001386241.1	XP_038436345.1
OG0007078	NP_001014234.2	XP_038436393.1
OG0007079	NP_001007011.1, XP_006243391.1	XP_038436405.1
OG0007080	NP_001120962.1, XP_006243388.1	XP_038436418.1
OG0007081	NP_075249.1, XP_006243424.1	XP_038436465.1
OG0007082	XP_006243440.1, NP_001101633.1	XP_038436493.1
OG0007083	XP_006243432.1, NP_001100305.1	XP_038436505.1
OG0007084	NP_001414296.1	XP_038436522.1
OG0007085	XP_038944696.1, XP_063122306.1, NP_445863.1	XP_038436577.1
OG0007086	NP_001166842.1, XP_038937752.1	XP_038436630.1
OG0007087	NP_001101631.1, XP_063121585.1	XP_038436652.1
OG0007088	XP_017451050.1, NP_001004443.1	XP_038436825.1
OG0007089	NP_058982.1	XP_038436891.1
OG0007090	XP_063121548.1, NP_001101623.1	XP_038436892.1
OG0007091	NP_001020182.2	XP_038436955.1, XP_038436954.1, XP_038436953.1
OG0007092	NP_001101622.1	XP_038436973.1
OG0007093	XP_038937889.1, NP_001102764.1	XP_038437013.1, XP_038437014.1, XP_038437011.1, XP_038437012.1
OG0007094	NP_001099369.1	XP_038437044.1
OG0007095	XP_038944379.1, NP_001040567.1	XP_038437117.1
OG0007096	NP_001386136.1	XP_038437181.1
OG0007097	NP_062163.2	XP_038437191.1, XP_038437189.1, XP_038437190.1
OG0007098	NP_001385931.1	XP_038437251.1, XP_038437250.1, XP_038437253.1, XP_038437252.1, XP_038437254.1
OG0007099	NP_001386195.1	XP_038437319.1
OG0007100	NP_001129568.1, XP_038944174.1, NP_062100.2	XP_038437329.1
OG0007101	XP_006248103.1	XP_038437358.1
OG0007102	NP_001019912.1, XP_063126487.1	XP_038437380.1, XP_038437379.1
OG0007103	XP_006248246.1, NP_001121154.1	XP_038437442.1
OG0007104	XP_038954930.1, NP_001121155.1	XP_038437522.1
OG0007105	NP_001389415.1, XP_038955102.1, NP_113957.2	XP_038437529.1
OG0007106	NP_001004225.1	XP_038437544.1
OG0007107	XP_006256337.1	XP_038437588.1
OG0007108	XP_006256362.1, NP_001094211.1	XP_038437621.1
OG0007109	XP_038944695.1, NP_001385811.1	XP_038437654.1
OG0007110	XP_006232069.1	XP_038437831.1
OG0007111	NP_077071.1, XP_063138678.1	XP_038437832.1
OG0007112	NP_001382509.1, NP_001382508.1	XP_038437848.1
OG0007113	NP_446209.1	XP_038437901.1
OG0007114	NP_001099946.1	XP_038437987.1
OG0007115	NP_001414136.1, XP_001071128.2	XP_038438066.1
OG0007116	NP_001292109.1	XP_038438078.1
OG0007117	NP_987089.2, XP_006250684.1	XP_038438114.1
OG0007118	NP_112521.2	XP_038438166.1
OG0007119	NP_001099466.1, XP_063128967.1	XP_038438181.1
OG0007120	NP_058801.1, XP_063128949.1	XP_038438241.1
OG0007121	XP_006250785.1, NP_001094359.1	XP_038438312.1
OG0007122	XP_063129130.1, NP_001012035.2	XP_038438357.1
OG0007123	XP_063126583.1, NP_001406542.1	XP_038438420.1, XP_038439040.1
OG0007124	NP_113752.2, XP_006248038.1	XP_038438429.1
OG0007125	XP_038944648.1, NP_001406458.1	XP_038438442.1
OG0007126	XP_006248271.1, NP_997485.2	XP_038438489.1
OG0007127	XP_017453608.1	XP_038438547.1
OG0007128	XP_038944302.1, NP_001100567.1	XP_038438608.1
OG0007129	XP_063126773.1, NP_001020203.1	XP_038438686.1
OG0007130	NP_001292082.1, XP_008766981.1	XP_038438791.1
OG0007131	NP_058836.1	XP_038438794.1
OG0007132	XP_006248430.1, NP_001019424.1	XP_038438853.1
OG0007133	NP_001007677.1	XP_038438859.1
OG0007134	XP_063126829.1, NP_113860.2	XP_038438928.1
OG0007135	NP_001178588.1	XP_038438957.1
OG0007136	XP_038944853.1, NP_001414018.1	XP_038439022.1
OG0007137	XP_063126582.1, NP_001388326.1	XP_038439038.1
OG0007138	NP_571980.2	XP_038439198.1
OG0007139	XP_063137824.1, NP_001101129.1	XP_038439261.1
OG0007140	XP_038957910.1, NP_001013932.1	XP_038439346.1
OG0007141	NP_001102527.1, XP_063126779.1	XP_038439441.1
OG0007143	NP_076479.1, XP_008767027.1	XP_038439547.1
OG0007144	NP_001015021.1	XP_038439566.1
OG0007145	XP_063137661.1, NP_001013933.1	XP_038439682.1
OG0007146	XP_038954063.1, NP_001395786.1, NP_001102018.1	XP_038439810.1
OG0007147	NP_001386011.1	XP_038439828.1
OG0007148	NP_001099578.1, XP_006253961.1	XP_038439928.1
OG0007149	NP_001020890.1, XP_063132654.1	XP_038439976.1
OG0007150	XP_006253885.1, NP_001013157.1	XP_038440016.1
OG0007151	NP_001014166.1, NP_001382539.1	XP_038440106.1
OG0007152	XP_038952368.1	XP_038440258.1
OG0007153	NP_997707.2, XP_038954399.1	XP_038440403.1
OG0007154	NP_001138493.1, XP_038951935.1	XP_038440422.1
OG0007155	NP_001094001.1	XP_038440436.1
OG0007156	XP_038960407.1, NP_001094307.1	XP_038440557.1
OG0007157	NP_001020860.1	XP_038440580.1
OG0007158	NP_001102669.1, XP_038961599.1	XP_038440595.1
OG0007159	NP_001178666.1	XP_038440633.1
OG0007160	NP_001007800.1, XP_063140192.1	XP_038440811.1
OG0007161	NP_114457.1, XP_038962312.1	XP_038440898.1
OG0007162	NP_113806.1, XP_038961669.1	XP_038440973.1
OG0007163	XP_038962371.1	XP_038444766.1, XP_038440983.1
OG0007164	NP_001128114.1, XP_038940060.1	XP_038441100.1
OG0007165	NP_001381259.1	XP_038441136.1
OG0007166	XP_063122686.1	XP_038441186.1
OG0007167	NP_001101690.1, XP_006245037.1	XP_038441300.1
OG0007168	XP_006245142.1	XP_038441503.1
OG0007169	NP_001178740.1, XP_038939308.1	XP_038441800.1
OG0007170	NP_058723.2	XP_038441854.1
OG0007171	NP_542429.1	XP_038441871.1
OG0007172	XP_063128604.1, NP_001102539.1	XP_038441963.1
OG0007173	XP_017454278.2, NP_001100642.1	XP_038441986.1
OG0007174	NP_001388305.1	XP_038441992.1
OG0007175	XP_038946508.1, NP_001035244.2	XP_038442098.1
OG0007176	NP_001292576.1, NP_001076049.1, NP_872609.2, NP_001292575.1, XP_038946439.1	XP_038442228.1
OG0007177	NP_001102946.1	XP_038442245.1
OG0007178	XP_038946511.1, NP_001099455.1	XP_038442364.1
OG0007179	XP_017457644.1, NP_001102845.1	XP_038442433.1
OG0007180	XP_006256830.1, NP_001101722.1	XP_038442439.1
OG0007181	XP_063135845.1, NP_036626.1	XP_038442521.1, XP_038442520.1
OG0007183	XP_038955289.1, NP_001387848.1	XP_038442650.1
OG0007184	NP_001413974.1, XP_017457773.1	XP_038442739.1
OG0007185	XP_006256947.1, NP_001178932.1	XP_038442783.1
OG0007186	XP_038955572.1, NP_001013982.1	XP_038443005.1
OG0007187	NP_001102487.2, XP_006257092.1	XP_038443017.1
OG0007188	XP_038956946.1, NP_001385666.1	XP_038443102.1
OG0007189	XP_063136112.1, NP_001119758.2	XP_038443122.1
OG0007190	NP_001100422.1, XP_017457465.1	XP_038443154.1
OG0007191	XP_038955504.1, NP_001258194.1	XP_038443172.1, XP_038443174.1, XP_038443173.1
OG0007192	NP_001385676.1	XP_038443296.1
OG0007193	NP_001099218.1, XP_038955337.1	XP_038443309.1
OG0007194	NP_001178659.1, XP_017457554.1	XP_038443382.1
OG0007196	NP_001401661.1	XP_038443450.1
OG0007197	XP_038955618.1, NP_001101319.2	XP_038443533.1
OG0007198	XP_006257126.1, NP_001100414.1	XP_038443556.1
OG0007199	NP_001178652.1, XP_038955671.1	XP_038443614.1
OG0007200	XP_063136257.1, NP_001012230.1	XP_038443784.1
OG0007201	XP_008771655.1, NP_001382005.1, NP_076461.2	XP_038443790.1
OG0007202	NP_001102290.2	XP_038443803.1
OG0007205	NP_001388066.1	XP_038443922.1
OG0007206	NP_113996.2	XP_038444020.1
OG0007207	NP_001101050.1	XP_038444570.1
OG0007208	NP_001020583.1	XP_038444578.1
OG0007209	NP_112357.1, XP_038956018.1	XP_038444611.1
OG0007210	NP_001401663.1, XP_006229655.1	XP_038444613.1
OG0007211	XP_038956010.1, NP_001178032.1	XP_038444633.1
OG0007232	XP_038953784.1, NP_001004277.1	NP_001002940.1
OG0007233	NP_001071118.2, XP_038961541.1	NP_001002942.1
OG0007234	NP_058689.2	NP_001002949.1
OG0007235	NP_062051.2	NP_001002950.2
OG0007236	NP_036872.1, XP_038957255.1	NP_001002966.1
OG0007238	XP_006245099.1, NP_072132.1	NP_001002972.1
OG0007239	XP_006235573.1, NP_599187.1	NP_001002982.1
OG0007240	XP_063143795.1, NP_001402852.1	NP_001002985.1
OG0007241	NP_068630.1	NP_001003004.1
OG0007242	XP_063137358.1, NP_036665.2	NP_001003005.2
OG0007243	XP_063138510.1, NP_068618.2	NP_001003016.2
OG0007244	NP_036839.2, XP_063139195.1	NP_001003044.1
OG0007245	NP_114465.3, XP_006232058.1	NP_001003054.1
OG0007246	NP_037208.1, XP_038963054.1	NP_001003070.1
OG0007247	NP_036986.2, XP_008767648.1	NP_001003077.1
OG0007248	XP_038946913.1, NP_001102548.1	NP_001003084.1
OG0007249	XP_038952535.1, NP_705888.2	NP_001003107.2
OG0007250	NP_036679.1	NP_001003110.1
OG0007251	NP_036726.1, XP_063119053.1	NP_001003129.1
OG0007252	NP_037147.1	NP_001003131.1
OG0007253	NP_001030310.2, XP_063139305.1, NP_001289018.1, NP_058911.2	NP_001003138.2
OG0007254	NP_058711.3, XP_063127108.1	NP_001003191.1
OG0007255	NP_113794.1	NP_001003192.1
OG0007256	NP_112388.1, XP_006248845.1	NP_001003216.1
OG0007257	XP_038968120.1, NP_001101485.2	NP_001003218.1
OG0007258	NP_001129249.1	NP_001003225.1
OG0007259	XP_038938997.1, NP_037155.2	NP_001003230.1
OG0007260	NP_001102493.1	NP_001003231.2
OG0007261	XP_063139248.1, NP_775132.1	NP_001003241.1
OG0007262	NP_037225.1, XP_006240178.1	NP_001003260.1
OG0007263	NP_001099912.1	NP_001003269.1
OG0007264	XP_038951806.1, NP_001008891.2	NP_001003270.1
OG0007265	NP_037020.2, XP_038967730.2	NP_001003285.1
OG0007266	NP_445842.1, XP_038959195.1	NP_001003293.2
OG0007267	NP_037021.1	NP_001003298.1
OG0007268	NP_112412.1, XP_038948298.1	NP_001003304.2
OG0007269	XP_038954981.1	NP_001003332.1
OG0007271	NP_036715.1, XP_038955375.1	NP_001003357.2
OG0007272	XP_063138015.1, NP_001101191.1	NP_001003360.2
OG0007273	NP_001414017.1, XP_006253445.1	NP_001003366.1
OG0007274	NP_037240.2, XP_008769537.1	NP_001003377.1
OG0007275	NP_113712.1, XP_063119066.1	NP_001003383.1
OG0007276	NP_446280.1	NP_001003384.1
OG0007277	NP_058858.1	XP_038445052.1, NP_001005759.1
OG0007278	NP_058950.1	NP_001005869.1
OG0007279	NP_113730.2, XP_038945468.1	NP_001006654.2
OG0007280	NP_113694.1, XP_006236159.2	NP_001007144.1
OG0007281	NP_571989.3	NP_001010997.2
OG0007282	NP_001008847.1, XP_038954421.1	NP_001011723.1
OG0007283	XP_008763083.1, NP_110478.1	NP_001014306.1
OG0007284	XP_006256163.1, NP_446264.1	NP_001018644.1
OG0007285	NP_058946.2, XP_063122887.1	NP_001019804.1
OG0007286	XP_038965192.1, NP_036728.2	NP_001019805.1
OG0007287	XP_038951987.1, NP_001094471.1	NP_001020440.1
OG0007288	NP_036682.1	NP_001026802.1
OG0007289	NP_001007558.1, XP_038939395.1	NP_001033757.1
OG0007290	XP_038935788.1, NP_001386381.1	NP_001041493.1
OG0007291	NP_036783.2, XP_063124497.1	NP_001041496.1
OG0007292	NP_112250.2	NP_001041569.1
OG0007293	NP_001099960.1, XP_063139363.1	NP_001041571.1
OG0007294	NP_653331.1, XP_006252251.1	NP_001041577.1
OG0007295	XP_063135316.1, NP_001034544.1	NP_001041579.1
OG0007296	NP_001388114.1, XP_063136230.1	NP_001041590.1
OG0007297	NP_695227.2, XP_063130103.1	NP_001041699.2
OG0007298	NP_808788.1	NP_001071056.2
OG0007299	XP_063126840.1, NP_001103023.1	NP_001074370.1
OG0007300	XP_003750716.3, NP_001414261.1	NP_001091027.1
OG0007301	NP_076455.2	NP_001093761.1
OG0007302	XP_063123589.1, NP_001414426.1	NP_001096685.1
OG0007303	NP_001414117.1, XP_038935935.1	NP_001096686.1
OG0007304	XP_006255471.1, NP_001387995.1	NP_001103430.1
OG0007305	NP_037326.2, NP_001292806.1	NP_001104237.1
OG0007306	NP_620178.1	NP_001106639.2
OG0007307	NP_001101033.1	NP_001108112.1
OG0007308	NP_113908.4	NP_001116117.1
OG0007309	NP_036826.1	NP_001129972.1
OG0007310	NP_001011965.1	NP_001136142.1
OG0007311	NP_037072.1, XP_017449535.2	NP_001153156.1
OG0007312	NP_001108411.1, NP_001308221.1	NP_001157978.1
OG0007313	NP_001005558.1	NP_001161131.1
OG0007314	NP_113764.1, XP_063127299.1	XP_038416167.1, NP_001171276.1
OG0007315	NP_036933.2	NP_001177101.1
OG0007316	NP_599235.3, XP_063137292.1	NP_001177417.1
OG0007317	XP_038953398.1, NP_036712.1	NP_001181898.1
OG0007318	XP_063131318.1, NP_001014772.2	NP_001182331.1
OG0007319	NP_001100146.2	NP_001182617.1
OG0007320	NP_058887.2, XP_006252169.1	NP_001182772.1
OG0007321	NP_446000.1	NP_001184001.1
OG0007322	XP_008757388.1, NP_997690.1	NP_001184046.1
OG0007323	NP_942075.1	NP_001184072.1
OG0007324	NP_001102443.1, XP_017449026.1	NP_001184088.1
OG0007325	NP_001102081.2, XP_063140304.1	NP_001184100.1
OG0007326	NP_059026.2	NP_001184111.1
OG0007327	NP_001414526.1, XP_038956287.1	NP_001184114.1
OG0007328	NP_001020868.1	NP_001186059.1
OG0007329	XP_017455622.1, NP_001100787.2	NP_001188260.1
OG0007330	NP_063969.1	NP_001188417.1
OG0007331	XP_063128601.1, NP_001017489.1	NP_001189417.1
OG0007332	NP_001101234.2, XP_038960869.1	NP_001191165.1
OG0007333	XP_038968360.1, NP_001012136.1	NP_001191772.1, XP_038444723.1
OG0007334	XP_038966179.1	NP_001191932.1
OG0007335	NP_001017507.1, XP_006252989.1	NP_001192132.1
OG0007336	XP_038954388.1, NP_037112.2	NP_001229661.1
OG0007337	XP_063119388.1, NP_001029306.1	NP_001238869.1
OG0007338	NP_001389132.1	XP_038444142.1, NP_001238872.1
OG0007339	NP_001028857.2	NP_001239090.1
OG0007340	NP_001094009.1, XP_063143542.1	NP_001239146.1
OG0007341	NP_001258253.1	NP_001239206.1
OG0007342	XP_038957865.1, NP_001099881.1	NP_001239252.1
OG0007343	NP_059045.2, NP_663769.1	NP_001239266.1
