Orthogroup	Rattus_norvegicus	Urocitellus_parryii
OG0006517	XP_038949221.1, NP_001092273.1	XP_026261900.1
OG0006518	NP_001011916.1	XP_026261825.1
OG0006519	XP_038949060.1, NP_001007622.1	XP_026261890.1
OG0006520	NP_001386378.1	XP_026261918.1
OG0006521	NP_001414529.1, XP_063130620.1	XP_026261822.1
OG0006522	XP_006240140.1, NP_001100196.1	XP_026270209.1
OG0006523	XP_006240160.1, NP_058979.1	XP_026269640.1
OG0006524	NP_001100206.2, XP_063117749.1	XP_026268439.1
OG0006525	XP_063117773.1, NP_001029305.1, XP_038956106.1	XP_026246884.1, XP_026246885.1
OG0006526	NP_001178945.1, XP_006240242.1	XP_026246835.1
OG0006527	XP_017449716.1, NP_001009831.1	XP_026246825.1
OG0006528	NP_112294.1	XP_026239923.1
OG0006529	XP_038968650.1, NP_001157872.1	XP_026265825.1
OG0006530	XP_038968891.1, NP_001316312.1	XP_026265832.1
OG0006531	XP_063117640.1, NP_703202.1	XP_026240960.1
OG0006532	XP_038969186.1, NP_001414255.1	XP_026240892.1
OG0006533	XP_006240311.1, NP_071953.2, XP_063141058.1	XP_026240869.1
OG0006534	NP_001013966.1, XP_038967940.1	XP_026240990.1
OG0006535	NP_071546.1	XP_026240913.1
OG0006536	NP_001382520.1, XP_038968210.1	XP_026240920.1
OG0006537	NP_001102185.1, XP_006240348.1	XP_026240967.1
OG0006538	NP_064701.1, NP_001102747.1	XP_026238014.1, XP_026238015.1
OG0006539	XP_006240360.1, NP_001156625.1	XP_026246812.1
OG0006540	NP_001101510.1	XP_026257192.1
OG0006541	XP_063117806.1, NP_001011983.1	XP_026257078.1
OG0006542	NP_001100214.1, XP_006240395.1	XP_026257380.1
OG0006543	XP_006240428.1, NP_037306.1	XP_026257416.1
OG0006544	XP_006240557.1, NP_001102191.2	XP_026250023.1
OG0006545	XP_006240545.1, NP_954550.1	XP_026250016.1
OG0006546	XP_343108.4	XP_026255201.1
OG0006547	NP_001128102.1, XP_038968659.1	XP_026240863.1
OG0006548	NP_758831.1	XP_026242587.1
OG0006549	XP_017447625.3	XP_026266162.1
OG0006550	NP_001100525.1, XP_006247592.1	XP_026264021.1
OG0006551	NP_001395598.1	XP_026242899.1
OG0006551	XP_038943769.1	XP_026242901.1
OG0006552	NP_001004131.1	XP_026242795.1
OG0006553	NP_001128501.1, XP_063125593.1	XP_026244804.1
OG0006554	XP_038942368.1, NP_001101780.1	XP_026266574.1
OG0006555	NP_001101778.1, XP_006247871.1	XP_026260631.1
OG0006556	NP_001012237.1	XP_026262434.1
OG0006557	NP_001102318.1	XP_026267590.1
OG0006558	NP_001101770.1, XP_017452891.1	XP_026264031.1
OG0006559	NP_001178579.1	XP_026268198.1
OG0006560	NP_446120.1, XP_008766153.1	XP_026268203.1
OG0006561	NP_001380697.1	XP_026242812.1
OG0006562	NP_001007012.1, XP_063125609.1	XP_026242887.1
OG0006563	XP_063124868.1, NP_116002.1	XP_026242847.1
OG0006564	NP_001413938.1, XP_038943657.1	XP_026242766.1
OG0006565	NP_001103090.1, XP_038942817.1	XP_026242727.1
OG0006566	XP_008766207.2	XP_026242680.1
OG0006568	NP_001401265.1, XP_063124774.1	XP_026263132.1
OG0006569	NP_001406492.1, XP_017453169.1	XP_026263129.1
OG0006570	XP_006247152.1, NP_001129393.1	XP_026263141.1
OG0006571	XP_038941491.1	XP_026263109.1
OG0006572	NP_114191.1	XP_026253824.1
OG0006573	XP_063125603.1, NP_001166901.1	XP_026253808.1
OG0006574	NP_001402006.1	XP_026267667.1
OG0006575	XP_006247031.1	XP_026267671.1
OG0006576	XP_063125324.1, NP_001132978.1	XP_026244645.1
OG0006577	XP_063124738.1, NP_001094118.2	XP_026244778.1
OG0006578	XP_038942261.1	XP_026244534.1
OG0006579	XP_038943275.1, NP_001385940.1	XP_026244580.1
OG0006580	NP_653339.2, XP_038960180.1	XP_026270971.1
OG0006581	NP_476538.2	XP_026270962.1
OG0006582	NP_001020901.1, XP_006233686.1	XP_026251247.1
OG0006583	XP_038969142.1, XP_576917.1, XP_006252854.1, XP_006233743.1, NP_001013153.2	XP_026238587.1
OG0006584	XP_063139551.1	XP_026251288.1
OG0006585	NP_001414209.1, XP_006233948.1	XP_026251189.1
OG0006586	XP_006233862.1, NP_001101295.1	XP_026251299.1
OG0006587	NP_001100035.1, XP_063139553.1	XP_026251333.1
OG0006588	XP_063140034.1, NP_001101301.2	XP_026242345.1
OG0006589	XP_006234077.1, NP_001413997.1	XP_026242056.1
OG0006590	XP_038935806.1, NP_001258178.1	XP_026254242.1
OG0006591	XP_006240843.1, NP_001028242.1	XP_026254110.1
OG0006592	NP_001414181.1, XP_006240867.1	XP_026254112.1
OG0006593	NP_001124009.1	XP_026254259.1
OG0006594	XP_006241525.1, NP_001164037.2	XP_026254042.1
OG0006595	NP_001178918.1, XP_063120177.1	XP_026254135.1
OG0006596	NP_446045.1	XP_026251984.1
OG0006597	XP_038935869.1, NP_077377.2	XP_026254192.1
OG0006598	XP_038935065.1, NP_001387976.1	XP_026248745.1
OG0006599	NP_059009.2, XP_006241419.1	XP_026242468.1
OG0006600	NP_001381922.1	XP_026242386.1
OG0006601	XP_006242248.1	XP_026269345.1
OG0006602	NP_001401907.1, XP_063120214.1	XP_026269386.1
OG0006603	NP_001100259.1, XP_008763910.2	XP_026269305.1
OG0006604	XP_063120016.1, NP_001032285.1	XP_026269366.1
OG0006605	NP_001388807.1, XP_038936251.1	XP_026250067.1
OG0006606	XP_006242222.1, NP_001123972.1	XP_026250107.1
OG0006607	XP_063120012.1, NP_001269253.1	XP_026250143.1
OG0006608	NP_001128356.1, XP_006242154.1	XP_026250100.1
OG0006609	NP_001124046.1, XP_006242172.1	XP_026250079.1
OG0006610	NP_113932.2, XP_017450591.2	XP_026267282.1
OG0006612	XP_006241267.1, NP_001386701.1	XP_026253013.1
OG0006613	NP_001008517.1	XP_026267123.1, XP_026267121.1, XP_026267124.1, XP_026267122.1
OG0006614	NP_446405.1, XP_038938875.1	XP_026264407.1
OG0006615	NP_001177996.1, XP_006244913.1	XP_026235320.1, XP_026235319.1
OG0006616	NP_001101684.2, XP_038939510.1	XP_026235324.1
OG0006618	XP_063123728.1, NP_001182417.1	XP_026235083.1
OG0006619	NP_001389005.1, XP_063122962.1	XP_026269864.1
OG0006620	XP_038968722.1, NP_064461.1	XP_026266784.1
OG0006621	XP_008768689.2, NP_001020311.2	XP_026255714.1
OG0006623	NP_001303806.1, NP_150238.1	XP_026242951.1
OG0006624	XP_063129305.1, NP_001040559.1	XP_026243012.1
OG0006625	XP_038962998.1, NP_036803.1	XP_026260926.1
OG0006626	NP_064469.4, XP_063120240.1	XP_026261698.1
OG0006627	XP_038967735.1, NP_037110.1	XP_026241542.1
OG0006628	NP_001385696.1	XP_026236449.1
OG0006629	NP_001400932.1	XP_026251978.1
OG0006630	NP_001178626.1, XP_063133372.1	XP_026251985.1
OG0006631	NP_001009622.1	XP_026268857.1
OG0006632	NP_001101896.1	XP_026257016.1
OG0006633	XP_063133287.1, NP_001094128.2	XP_026257043.1
OG0006634	NP_001382561.1	XP_026235381.1
OG0006635	XP_063143978.1, NP_001382535.1	XP_026235158.1
OG0006636	NP_001414143.1, XP_006238204.1	XP_026270586.1
OG0006637	XP_006238128.1, NP_001101405.1	XP_026235769.1
OG0006638	XP_006238092.2, NP_036907.2	XP_026270921.1
OG0006639	NP_958428.2	XP_026235461.1
OG0006640	NP_835196.2, XP_038965774.1	XP_026270410.1
OG0006641	XP_038965049.1, NP_446165.1	XP_026246909.1
OG0006642	XP_063143378.1	XP_026246890.1
OG0006643	NP_001028865.2, XP_038965393.1	XP_026249084.1
OG0006644	NP_001398788.1, XP_063143421.1	XP_026249141.1
OG0006645	NP_536730.1, XP_006238334.1	XP_026264434.1
OG0006646	NP_001385509.1	XP_026236569.1, XP_026236568.1
OG0006647	NP_058882.1	XP_026267015.1, XP_026250172.1
OG0006648	NP_001000408.1	XP_026236075.1
OG0006649	NP_001386103.1	XP_026235730.1
OG0006650	NP_001009178.1	XP_026246956.1, XP_026270121.1
OG0006651	NP_997663.1, XP_038954724.1	XP_026270115.1
OG0006652	XP_006256110.1, NP_997627.1	XP_026271184.1
OG0006653	XP_063135082.1, NP_997706.1	XP_026271129.1
OG0006654	NP_001128463.1	XP_026271176.1
OG0006656	NP_001004070.1, XP_006256040.1	XP_026271218.1
OG0006658	NP_001401671.1, NP_997703.1, XP_017457076.1	XP_026239270.1
OG0006659	XP_063135098.1	XP_026239397.1
OG0006660	XP_038954749.1, NP_001020897.1	XP_026239277.1
OG0006661	NP_001101084.2, XP_063135199.1	XP_026239303.1
OG0006662	NP_001101085.1, XP_006256191.1	XP_026239220.1
OG0006663	NP_001094303.1	XP_026239400.1
OG0006664	NP_001178930.1	XP_026239503.1
OG0006665	XP_038939436.1, NP_001178511.2	XP_026239202.1, XP_026239198.1
OG0006666	XP_038939445.1, NP_001258159.1	XP_026239494.1
OG0006667	NP_001007802.1	XP_026239352.1
OG0006668	NP_001414364.1, XP_008765128.2	XP_026250236.1
OG0006669	XP_038938942.1, NP_620810.1	XP_026250212.1
OG0006670	NP_852140.2, XP_038939466.1	XP_026250247.1
OG0006672	NP_001100368.1, XP_063122943.1	XP_026247126.1, XP_026247127.1
OG0006673	NP_037274.1, XP_038938461.1	XP_026265316.1
OG0006674	XP_006243498.1, NP_001100312.2	XP_026265311.1
OG0006675	NP_001102848.1	XP_026266158.1
OG0006676	XP_063133901.1, NP_001093975.1	XP_026255466.1
OG0006677	NP_062140.1	XP_026266654.1
OG0006678	NP_001263986.1, XP_006256664.1	XP_026258299.1
OG0006679	NP_062182.1	XP_026262652.1
OG0006680	NP_112614.2	XP_026245385.1
OG0006681	NP_001385949.1	XP_026245448.1
OG0006682	XP_038955142.1	XP_026245435.1
OG0006683	NP_445899.1, XP_063135648.1	XP_026250845.1
OG0006684	NP_077344.1	XP_026270776.1
OG0006685	XP_008771203.1, NP_001099863.2	XP_026270771.1, XP_026270773.1
OG0006686	NP_001002802.1, XP_038944130.1	XP_026255191.1
OG0006687	NP_001020869.1, XP_063143819.1	XP_026249204.1
OG0006688	NP_001124022.1, XP_006241605.1	XP_026239162.1
OG0006689	XP_006241668.1, NP_001128355.1	XP_026240339.1
OG0006690	NP_001020047.1, XP_017450247.1	XP_026262919.1
OG0006691	XP_063120535.1	XP_026258827.1
OG0006692	XP_063119927.1, NP_001164068.2	XP_026258835.1
OG0006693	NP_001013122.1, XP_063119350.1	XP_026265607.1
OG0006694	NP_445889.2, XP_063120405.1	XP_026265672.1
OG0006695	NP_001124044.1, XP_008763809.1	XP_026265662.1
OG0006696	NP_001395050.1	XP_026265584.1
OG0006697	NP_001123965.1, XP_008763787.1	XP_026265542.1
OG0006698	XP_008763803.1, NP_001129368.1	XP_026265699.1
OG0006699	XP_006243134.1, NP_001100293.1	XP_026256366.1
OG0006700	NP_058977.1, XP_038936898.1	XP_026256285.1
OG0006701	NP_067703.1	XP_026241640.1
OG0006702	NP_001100684.1, XP_006250960.1	XP_026240997.1
OG0006704	NP_001094360.1	XP_026258381.1
OG0006705	NP_113918.2	XP_026244511.1
OG0006706	NP_001386475.1, XP_038942233.1	XP_026237962.1
OG0006707	NP_001291304.1, XP_006246600.1	XP_026235743.1
OG0006708	XP_038962870.1, NP_446327.1	XP_026248569.1
OG0006709	XP_017448014.1, NP_001100058.1	XP_026248570.1
OG0006710	NP_036939.2	XP_026248580.1
OG0006711	NP_001102696.1, XP_006236282.1	XP_026267472.1
OG0006712	NP_001102815.1, XP_063142677.1	XP_026270353.1
OG0006713	NP_001382511.1	XP_026255129.1
OG0006714	XP_008760907.1, NP_001032170.2	XP_026238534.1
OG0006715	NP_001118240.1, XP_063141633.1, NP_036798.1	XP_026247349.1
OG0006716	XP_063142739.1	XP_026247332.1
OG0006717	XP_006236539.1, NP_569097.1	XP_026256018.1, XP_026256019.1
OG0006718	NP_001013228.1	XP_026257348.1
OG0006719	NP_001102706.1	XP_026257320.1, XP_026257321.1
OG0006720	XP_006236618.1	XP_026257318.1
OG0006721	NP_001129271.1	XP_026243429.1
OG0006722	XP_235936.7, NP_001414565.1	XP_026243403.1
OG0006723	NP_001094433.1, XP_038963199.1	XP_026244524.1
OG0006724	NP_113839.1	XP_026244512.1
OG0006725	XP_223986.6	XP_026267819.1
OG0006726	NP_001102700.1, XP_063142577.1	XP_026266955.1
OG0006727	NP_001101557.1	XP_026253870.1, XP_026253872.1
OG0006728	NP_001304110.1, XP_008762247.1	XP_026249181.1
OG0006729	NP_808792.1, XP_006238577.1	XP_026238432.1
OG0006730	XP_038965157.1	XP_026266458.1
OG0006731	XP_063144183.1, NP_001382057.1	XP_026266454.1
OG0006732	XP_006238781.1, NP_001103036.1	XP_026253452.1
OG0006733	NP_598293.2, XP_063143187.1	XP_026253533.1, XP_026253534.1
OG0006734	NP_001119769.2, XP_008762273.1	XP_026253511.1
OG0006735	NP_072113.1, XP_038949568.1	XP_026267777.1
OG0006736	NP_001334590.1, XP_006251970.1	XP_026269976.1, XP_026269977.1
OG0006737	NP_001101562.2, XP_006241383.1	XP_026252792.1
OG0006738	XP_006241379.1, NP_277020.2	XP_026252790.1
OG0006739	NP_001014105.2, XP_038935023.1	XP_026253537.1
OG0006740	NP_001100251.2	XP_026253109.1
OG0006741	XP_017450160.1, NP_665723.1	XP_026252735.1
OG0006742	NP_001375432.1	XP_026254399.1
OG0006743	NP_001101915.1	XP_026248519.1, XP_026248518.1
OG0006744	NP_071616.1	XP_026240553.1
OG0006745	NP_445748.1, XP_063137429.1	XP_026251742.1
OG0006746	XP_006252243.1, NP_001076806.1	XP_026254662.1
OG0006747	NP_036720.2	XP_026255252.1
OG0006748	NP_001178540.1, XP_006236439.1	XP_026268505.1
OG0006749	NP_852036.1, XP_063141836.1	XP_026265177.1
OG0006750	NP_001009174.1, XP_017448227.1	XP_026268509.1
OG0006751	NP_001102095.1, XP_038963710.1	XP_026261206.1
OG0006752	XP_006236392.1, NP_001020216.1	XP_026254358.1
OG0006753	XP_063141638.1, NP_058762.1	XP_026254354.1
OG0006754	XP_006236344.1	XP_026235697.1, XP_026238485.1
OG0006755	NP_001009709.1	XP_026235699.1
OG0006756	XP_008765930.1, NP_001121053.1	XP_026236263.1
OG0006757	XP_006236475.1, NP_001121066.1	XP_026238592.1
OG0006758	XP_006236503.1, NP_001029095.1	XP_026266969.1
OG0006759	NP_001101314.2, XP_063142007.1	XP_026261971.1
OG0006760	NP_001094040.1, XP_038950514.1	XP_026265098.1
OG0006761	XP_038949542.1, NP_064462.2	XP_026254692.1
OG0006762	NP_001017444.1	XP_026260478.1
OG0006763	XP_063131309.1, NP_001414000.1	XP_026259284.1
OG0006764	NP_001178483.1, XP_006253297.1	XP_026269828.1
OG0006765	NP_072141.2, NP_001128158.1, XP_038950738.1	XP_026245217.1
OG0006766	XP_038950822.1	XP_026245276.1
OG0006767	NP_001014164.1, XP_008769487.1	XP_026245280.1
OG0006768	NP_001101870.1, XP_063131585.1	XP_026245281.1
OG0006770	NP_001002852.1, XP_006253157.1	XP_026238124.1
OG0006771	NP_037192.1	XP_026253994.1, XP_026253923.1
OG0006772	NP_001102174.2, XP_063118139.1	XP_026253450.1
OG0006773	NP_001014221.1, XP_017449730.2	XP_026248860.1
OG0006774	XP_006239960.1, NP_001101484.1	XP_026259156.1
OG0006775	NP_001100183.1, XP_038967847.1	XP_026247007.1
OG0006777	NP_001003958.1	XP_026271030.1
OG0006778	XP_038968365.1	XP_026239763.1
OG0006779	NP_001414138.1	XP_026261467.1
OG0006780	NP_001020304.1	XP_026269790.1
OG0006781	XP_008762649.1	XP_026261630.1
OG0006782	NP_001034124.2	XP_026265926.1
OG0006783	XP_038968076.1, NP_001101478.1	XP_026266789.1
OG0006786	NP_001101241.1, XP_006235035.1	XP_026235838.1
OG0006787	XP_038961392.1, NP_001178783.1	XP_026235836.1
OG0006788	XP_063139824.1, NP_001012090.1	XP_026235750.1
OG0006789	XP_006236747.1, NP_001406453.1	XP_026269903.1
OG0006790	XP_006236764.1, NP_001128026.1	XP_026253224.1
OG0006791	XP_038963258.1, NP_997677.1	XP_026253196.1
OG0006792	XP_063141881.1, NP_001020821.1	XP_026237941.1
OG0006793	NP_001386474.1, XP_063142123.1	XP_026260881.1, XP_026260879.1
OG0006794	XP_003751901.3, XP_063137246.1	XP_026249943.1
OG0006795	NP_001099926.1	XP_026249981.1
OG0006796	XP_038957991.1, NP_001099924.2	XP_026263072.1
OG0006797	NP_001019415.1	XP_026263075.1
OG0006798	XP_006233069.1, NP_001399478.1	XP_026269497.1
OG0006799	XP_006233064.1, NP_775117.2	XP_026269498.1
OG0006800	NP_113808.1	XP_026269489.1
OG0006801	NP_001102030.2, XP_038958628.1	XP_026236776.1
OG0006802	NP_001258104.1, XP_006232975.1	XP_026259766.1
OG0006803	NP_001406772.1, XP_017445763.1	XP_026267093.1
OG0006804	NP_001006974.2	XP_026252327.1
OG0006805	XP_008762798.1, NP_062087.1	XP_026251576.1
OG0006806	XP_006236640.1, NP_001102100.1	XP_026268004.1
OG0006807	NP_001099587.1, XP_017455974.1	XP_026266424.1
OG0006808	NP_942087.2, XP_017456125.1	XP_026243426.1
OG0006809	XP_063117971.1, NP_001101490.2	XP_026263895.1
OG0006810	NP_001129275.1, XP_038968553.1	XP_026251568.1
OG0006811	NP_110467.1	XP_026240745.1
OG0006813	XP_038934839.1, NP_001101031.1	XP_026237702.1
OG0006814	XP_006230602.1, NP_001028863.1	XP_026235122.1
OG0006815	NP_001101225.2	XP_026260372.1
OG0006816	NP_037298.2	XP_026262287.1
OG0006817	XP_006234526.1, NP_001178668.1	XP_026262291.1
OG0006818	NP_001304259.1, NP_001099958.2	XP_026254953.1
OG0006819	XP_038960822.1, NP_001101215.1	XP_026254959.1
OG0006820	NP_001028879.1, XP_006234592.1	XP_026254895.1
OG0006821	XP_017447664.2, NP_001413857.1	XP_026254894.1
OG0006822	XP_063140963.1	XP_026254901.1
OG0006823	XP_063139107.1, NP_596896.2	XP_026254898.1
OG0006824	NP_445777.2	XP_026269424.1
OG0006825	XP_038964049.1	XP_026269930.1
OG0006826	XP_038939635.1, NP_001008370.1	XP_026252203.1
OG0006827	XP_006230902.1, NP_001075449.1	XP_026252396.1
OG0006828	XP_038935371.1, NP_001121014.1	XP_026252218.1
OG0006829	NP_001009605.1, XP_063142899.1	XP_026252295.1
OG0006830	NP_954888.1, XP_038935449.1	XP_026252329.1
OG0006831	NP_001101043.1, XP_006230867.1	XP_026252359.1
OG0006832	XP_006230868.1, NP_001009689.1	XP_026252242.1
OG0006833	NP_852044.1	XP_026252303.1, XP_026252302.1
OG0006834	NP_598303.1, XP_063131610.1	XP_026252378.1
OG0006835	XP_006230696.1, NP_446256.3	XP_026270249.1
OG0006836	XP_063144093.1, XP_038949715.1, NP_001014016.1	XP_026270203.1
OG0006837	NP_001101914.1, XP_038953749.1	XP_026248510.1
OG0006838	NP_001099899.1	XP_026241955.1
OG0006839	NP_937842.1	XP_026267550.1
OG0006840	NP_001004280.1, XP_006234220.2	XP_026244380.1
OG0006841	XP_038962181.1, NP_001414673.1	XP_026244045.1
OG0006842	NP_001012085.1	XP_026244294.1
OG0006843	NP_001100721.1, XP_038949170.1	XP_026267064.1
OG0006844	NP_001103079.1, XP_063120353.1	XP_026270526.1
OG0006845	NP_062019.2	XP_026239792.1
OG0006846	XP_038934911.1, NP_001101540.1, NP_001375436.1	XP_026269709.1
OG0006847	NP_037178.1	XP_026238736.1
OG0006848	XP_008761439.1	XP_026238883.1
OG0006849	XP_008761485.1	XP_026238900.1
OG0006850	NP_001029192.2	XP_026238842.1
OG0006851	NP_001019954.1	XP_026238790.1
OG0006852	NP_001071141.1, XP_006237098.1	XP_026238898.1
OG0006853	XP_038964350.1, NP_112302.1	XP_026238805.1
OG0006854	XP_038964701.1, NP_001414037.1	XP_026264807.1
OG0006855	XP_063142152.1, NP_001414730.1	XP_026253619.1
OG0006856	XP_063131698.1, NP_001178866.1	XP_026244422.1
OG0006857	NP_076490.1	XP_026239694.1
OG0006858	XP_006243753.1, NP_001178509.1	XP_026239540.1, XP_026239539.1
OG0006859	NP_445768.1	XP_026239542.1
OG0006860	XP_008764736.3	XP_026239578.1, XP_026239582.1, XP_026239583.1, XP_026239581.1, XP_026239579.1
OG0006861	XP_006243771.1, NP_037106.1	XP_026239552.1
OG0006862	XP_006243851.1, NP_001014120.2	XP_026239690.1
OG0006863	XP_008764949.1, NP_001400771.1	XP_026245704.1, XP_026245705.1, XP_026245703.1
OG0006864	NP_001013903.2, XP_006252949.1	XP_026245727.1
OG0006865	XP_063131232.1, NP_001032257.1	XP_026245806.1
OG0006866	XP_063131231.1, NP_001013902.2	XP_026245567.1
OG0006867	NP_062186.1, XP_038950717.1	XP_026245815.1
OG0006868	NP_036987.2, XP_008769286.1	XP_026245760.1
OG0006869	NP_001028859.1, XP_038950222.1	XP_026245843.1
OG0006870	XP_038950547.1, NP_001025092.1	XP_026245611.1
OG0006871	NP_036810.1	XP_026245771.1
OG0006872	XP_063133837.1	XP_026255395.1
OG0006873	XP_038968958.1, NP_942023.1	XP_026255458.1, XP_026255457.1
OG0006874	XP_063134240.1, NP_001102366.1	XP_026255405.1
OG0006875	XP_063129827.1, XP_006255353.1, NP_001178486.1	XP_026255406.1
OG0006876	NP_001004207.1	XP_026255389.1
OG0006877	NP_001099416.1, XP_063133902.1	XP_026255445.1
OG0006878	XP_006242695.1, NP_001100276.1	XP_026255450.1, XP_026255451.1
OG0006879	NP_001094483.2	XP_026255444.1
OG0006880	NP_001015017.1, XP_006242705.1	XP_026255577.1
OG0006881	XP_038944986.1, NP_620809.1	XP_026270739.1
OG0006882	NP_001029096.1, NP_598234.2	XP_026270715.1
OG0006883	NP_001386285.1, XP_006244419.1	XP_026260088.1
OG0006884	XP_006244410.1, NP_445923.1	XP_026260006.1
OG0006885	NP_001012115.1	XP_026260203.1
OG0006886	NP_001101538.1, XP_006240970.1	XP_026269783.1
OG0006887	NP_058861.3	XP_026269742.1
OG0006888	NP_001103352.1	XP_026269745.1
OG0006889	NP_001000168.1	XP_026237990.1
OG0006890	NP_001382531.1	XP_026268056.1
OG0006891	NP_001000541.1	XP_026256696.1
OG0006892	NP_001000163.1	XP_026256801.1
OG0006893	XP_063131123.1, NP_976079.1	XP_026261077.1
OG0006894	NP_001257478.1, NP_955429.1, XP_038937279.1, NP_001257477.1	XP_026251872.1
OG0006895	NP_001101598.1	XP_026269667.1
OG0006896	XP_038961727.1, NP_001013918.1	XP_026257307.1
OG0006897	XP_038961788.1, NP_001099748.1	XP_026238253.1
OG0006898	NP_001414361.1, XP_008757879.2	XP_026240438.1
OG0006899	XP_063141081.1, NP_001029299.1	XP_026243089.1
OG0006900	XP_038957008.1, NP_001387186.1	XP_026243090.1
OG0006901	XP_006229858.1	XP_026243091.1
OG0006902	XP_038969147.1, NP_001178559.1	XP_026243095.1
OG0006903	XP_063123299.1	XP_026256871.1
OG0006904	XP_038956901.1, NP_001414622.1	XP_026270279.1
OG0006905	XP_063131328.1	XP_026267439.1
OG0006906	NP_851596.1	XP_026267415.1
OG0006907	XP_063122231.1, NP_001385730.1	XP_026251906.1
OG0006908	NP_001100378.1, XP_017451836.1	XP_026256223.1
OG0006909	NP_954515.1, XP_008769067.1	XP_026249461.1
OG0006910	NP_001100751.1	XP_026253875.1
OG0006911	NP_001101860.2, XP_063130538.1	XP_026256048.1
OG0006912	NP_001099527.1	XP_026268510.1
OG0006913	XP_038948942.1, NP_001099229.2	XP_026255369.1
OG0006914	NP_062203.2, XP_063130717.1	XP_026255083.1
OG0006915	XP_063129121.1	XP_026264783.1
OG0006916	NP_001101872.1, XP_006253527.1	XP_026255145.1
OG0006918	NP_058839.1	XP_026270945.1
OG0006919	NP_001020889.1, XP_008769619.1	XP_026238132.1
OG0006920	XP_008764676.1, NP_073168.1	XP_026240838.1
OG0006921	NP_001001518.1	XP_026263937.1
OG0006922	NP_001178731.1	XP_026263843.1
OG0006923	NP_001258313.1	XP_026261781.1, XP_026261765.1, XP_026261772.1
OG0006924	XP_006244150.2, NP_001100336.1	XP_026257411.1
OG0006925	XP_038936902.1, NP_062138.1	XP_026257414.1
OG0006927	NP_036817.1, XP_038936772.1	XP_026263866.1
OG0006928	XP_038939092.1, NP_001100350.1	XP_026244322.1
OG0006929	NP_001012047.1, XP_006252671.1	XP_026257813.1
OG0006930	NP_064457.2, NP_001128373.1, XP_038937950.1	XP_026239714.1
