Orthogroup	Ictidomys_tridecemlineatus	Rattus_norvegicus
OG0006045	XP_005316042.1	XP_017457609.1, NP_001178842.1
OG0006046	XP_005316043.1	NP_001100432.1
OG0006047	XP_005316047.1	NP_113949.2, XP_063136182.1
OG0006048	XP_005316391.1	XP_063135244.1, NP_001414106.1
OG0006049	XP_021584671.2	NP_808796.1, XP_017457576.1
OG0006050	XP_040131596.1	NP_001388147.1
OG0006051	XP_005324082.1	NP_001104252.1, NP_062006.1
OG0006052	XP_013219876.2	XP_006256683.1
OG0006053	XP_021591178.1	NP_620209.2, XP_008771290.2
OG0006054	XP_005338701.1	XP_006256763.1, NP_001100425.1
OG0006055	XP_013219878.1	XP_006256799.1
OG0006056	XP_005338751.3	NP_001401322.1
OG0006057	XP_005339840.1	NP_001108499.1, XP_038955731.1
OG0006058	XP_005331818.1	XP_006257284.1
OG0006059	XP_040139586.1	NP_001101713.1, XP_038955645.1
OG0006060	XP_005319400.1	NP_001106213.1, XP_006257558.1
OG0006061	XP_013211458.2	XP_038955773.1, NP_001101726.2
OG0006062	XP_005319354.1	XP_006257619.1, NP_786939.1
OG0006063	XP_040140112.1	NP_001100440.1
OG0006064	XP_021576109.1	NP_579822.1, XP_038955468.1
OG0006065	XP_005340714.1	NP_058702.1
OG0006067	XP_040138799.1	XP_063136446.1
OG0006068	XP_005340764.1	NP_001388178.1
OG0006069	XP_040128018.1	XP_038943111.1
OG0006070	XP_021576575.1	XP_008772009.1, NP_996538.1
OG0006071	XP_005329869.1	NP_001093117.1
OG0006072	XP_021577932.1	XP_008761102.1, NP_001007646.1
OG0006073	XP_040133819.1	XP_006245898.1
OG0006074	XP_013220650.1, XP_005340376.1	NP_001041314.1, XP_038950336.1
OG0006075	XP_040124310.1, XP_005332778.2, XP_040124311.1	NP_001017481.1, XP_063124900.1
OG0006076	XP_005320907.1	NP_001000767.1, NP_001000236.1, XP_003749051.1
OG0006077	NP_001269186.1	XP_038940067.1, NP_062236.3
OG0006078	XP_005339188.1	NP_001070824.1, NP_001013220.1, XP_063138299.1
OG0006079	XP_005335469.1	NP_001099665.1
OG0006080	XP_040135444.1, XP_040135445.1, XP_040135443.1	NP_059060.1
OG0006083	XP_005338895.1	NP_001000277.1, NP_001001117.1, NP_001000896.1, NP_999625.1, NP_001001116.1, NP_999621.1, NP_001001424.1, NP_001001423.1, NP_001000510.1
OG0006084	XP_005342380.1	NP_001406952.1, XP_008757662.1, XP_006229108.1, NP_001014039.1, NP_001406937.1, XP_063142945.1
OG0006089	XP_040140097.1, XP_005333552.1	NP_001008511.2
OG0006090	XP_005324790.1	XP_063143142.1, NP_446370.3
OG0006091	XP_005329202.1	XP_038952015.1, NP_001382599.1
OG0006092	XP_021587505.1	NP_598216.3
OG0006093	XP_005323597.1	XP_063126359.1, NP_058746.1
OG0006094	XP_021579972.1	NP_001108494.1, XP_063129055.1
OG0006095	XP_021591218.1	XP_006252076.1, NP_113847.1
OG0006096	XP_040149055.1	XP_063137409.1, NP_036974.2
OG0006097	XP_005321819.1	NP_001007600.1
OG0006098	XP_005335145.1	NP_113862.1, XP_006245098.1
OG0006099	XP_005324571.1	XP_063117655.1, NP_058912.1
OG0006100	XP_005325533.1	NP_445811.1, XP_063126056.1
OG0006101	XP_005325669.1	NP_058790.1, XP_008758976.1
OG0006102	XP_013221926.1	NP_114185.3, XP_038964378.1
OG0006103	XP_005326715.1	XP_006235929.3, NP_446401.1
OG0006104	XP_021576098.2	XP_063135888.1, NP_062009.1
OG0006105	XP_005316449.1	NP_001099967.1, XP_063123984.1
OG0006106	XP_021577204.1	NP_036930.1
OG0006107	XP_021588650.1	NP_037248.2
OG0006108	XP_005320756.1	XP_063131831.1, NP_114470.1
OG0006109	XP_005325216.1	NP_113728.1
OG0006110	XP_005327004.1	NP_112297.1, XP_006243920.1
OG0006111	XP_013211259.1	XP_006244622.1, NP_113872.1
OG0006112	XP_013215507.1	NP_001013063.1
OG0006113	XP_005326399.2	NP_001102130.1, XP_006238135.1
OG0006114	XP_021578137.2	NP_446152.2
OG0006115	XP_040146463.1, XP_021586640.1, XP_040146462.1	XP_063127494.1, NP_001032280.1
OG0006116	XP_040133462.1	XP_006250535.1, NP_058776.2
OG0006117	XP_021590614.1	NP_001400942.1, XP_063124484.1
OG0006118	XP_005334228.1	XP_006248036.1
OG0006119	XP_005339929.1, XP_040146848.1	NP_037165.1
OG0006120	XP_005324849.1	NP_059029.1, XP_006252493.1
OG0006121	XP_040137999.1	XP_006227699.1, NP_037202.2
OG0006122	XP_005324480.1	XP_063120265.1, NP_068615.1
OG0006123	XP_040124893.1	NP_036646.2, XP_008766314.1
OG0006124	XP_005339075.1	NP_997655.1
OG0006125	XP_021581404.2	NP_001164077.1
OG0006127	XP_040145081.1	XP_038966621.1, NP_113820.1
OG0006128	XP_021586100.1	NP_113748.1
OG0006129	XP_040145848.1	NP_001101662.1
OG0006130	XP_040129313.1	NP_001101123.1
OG0006131	XP_005332195.1	NP_001103405.1
OG0006132	XP_040137858.1	NP_690059.1, XP_038950167.1
OG0006133	XP_005336884.1	NP_001099226.1, XP_063127302.1, NP_058932.1
OG0006134	XP_005325966.1	NP_001102567.1, XP_006251717.1
OG0006135	XP_013222059.1	NP_942036.1
OG0006136	XP_021577460.1	NP_852048.1, XP_017451925.1
OG0006137	XP_005336081.1	NP_037069.1
OG0006139	XP_021589007.2	NP_001041316.1, XP_017456734.2
OG0006140	XP_005318355.1	NP_001099647.1, XP_063133973.1
OG0006141	XP_005335411.1	XP_038946657.1
OG0006142	XP_005338440.1	NP_113746.1
OG0006143	XP_040137775.1	NP_067722.2, XP_038935756.1
OG0006144	XP_040126027.1, XP_005332522.1	XP_063138711.1, NP_114464.1
OG0006145	XP_013211642.1	XP_063128669.1, NP_001389285.1
OG0006146	XP_005325305.1	NP_001011959.2
OG0006147	XP_005327324.2	NP_059011.1, XP_006254664.1
OG0006148	XP_021581293.2, XP_040143638.1, XP_040136045.1	NP_001382061.1
OG0006149	XP_005325668.2	NP_062065.2, NP_001077380.1
OG0006150	XP_005320568.1	NP_001005556.1, XP_006235096.1
OG0006151	XP_013220151.1, XP_005322842.1	XP_038968200.1, NP_001004444.1
OG0006152	XP_005332520.3	NP_663714.2, XP_017446121.1
OG0006153	XP_005335972.1, XP_005335979.1, XP_005335981.1, XP_021589370.1, XP_005335966.1	NP_062000.1
OG0006154	XP_040148477.1, XP_013211672.1	NP_001165591.1, XP_038947853.1
OG0006155	XP_040125266.1, XP_005332832.1	NP_036883.1, XP_063124525.1
OG0006156	XP_005316051.3	XP_038955582.1, NP_001012006.1
OG0006157	XP_005341748.1	NP_001414259.1, XP_038956840.1
OG0006158	XP_005335821.1	NP_067704.1, XP_017452990.1
OG0006159	XP_005336019.1	XP_006229328.1
OG0006160	XP_005319966.1	XP_006251064.1, NP_001139507.1
OG0006161	XP_005325743.1	NP_036932.1
OG0006162	XP_013214312.1	NP_037217.3
OG0006163	XP_021581801.1	NP_001257714.1
OG0006164	XP_040139758.1	NP_446313.2, XP_008761976.1
OG0006165	XP_005338375.1	NP_001028244.1, XP_038937855.1, XP_038952175.1, NP_075211.2
OG0006166	XP_005340588.2	NP_446268.2, NP_001029187.1
OG0006167	XP_013221323.1	XP_063117837.1, NP_001100979.1
OG0006168	XP_040133590.1	XP_038946496.1, NP_001139300.1
OG0006169	XP_005330089.1	XP_006234630.1, NP_001101218.1
OG0006170	XP_005334828.1	XP_063143116.1, NP_001191808.1
OG0006171	XP_005319328.1	NP_001389216.1
OG0006172	XP_005318059.1	NP_663708.1, XP_063143232.1
OG0006173	XP_005325083.1	NP_001100264.2
OG0006174	XP_005331896.1	NP_579833.1, XP_063122601.1
OG0006175	XP_005327290.1	XP_063133291.1, NP_001099627.1
OG0006176	XP_013220726.1	NP_001014210.1
OG0006178	XP_040143651.1	XP_038957714.2, NP_001028837.1
OG0006179	XP_040135534.1, XP_005336627.1	NP_786934.1, XP_038959836.1
OG0006180	XP_005333540.1	NP_001030115.1, XP_063125948.1
OG0006181	XP_005316570.1	NP_036644.1, XP_063139144.1
OG0006182	XP_013217598.1	XP_063143544.1, NP_001017450.1
OG0006183	XP_005333100.1	NP_001121550.1
OG0006184	XP_005333900.1	NP_062028.1
OG0006185	XP_021581159.1	NP_036729.2, XP_006243421.1
OG0006186	XP_013222017.1	NP_112624.1
OG0006187	XP_005330583.1	NP_058745.2, XP_017451765.1
OG0006190	XP_005341754.1, XP_005341760.1	NP_001001076.1
OG0006191	XP_005339072.1	XP_038954358.1, NP_542947.1
OG0006192	XP_021576812.1	NP_001102546.1, XP_017454387.1
OG0006193	XP_005331335.1	NP_112354.1, XP_038959165.1
OG0006195	XP_005329306.1, XP_005329315.1	XP_017448226.1, NP_001000992.1
OG0006198	XP_021586328.1	NP_001000307.1, XP_063139356.1
OG0006199	XP_005337229.2	NP_001000378.1, XP_578154.3
OG0006201	XP_005338039.1	NP_001000092.1
OG0006202	XP_005338204.1	NP_001102379.1, XP_063125122.1
OG0006203	XP_013217889.1	XP_006255059.1, XP_038952496.1
OG0006204	XP_040131405.1	XP_017454252.1, NP_001012755.1
OG0006205	XP_040128205.1	XP_063128286.1, NP_001129339.1
OG0006206	XP_021580612.2	XP_017456613.1
OG0006207	XP_005323114.1	XP_038952516.2, NP_036973.1
OG0006208	XP_005323118.1	NP_062148.1
OG0006209	XP_040139267.1	NP_001387757.1
OG0006210	XP_021585498.1	NP_001099896.1
OG0006211	XP_021579559.2	NP_001101932.2
OG0006212	XP_005321430.1	XP_006227895.1, NP_001017447.1
OG0006213	XP_021579586.1	NP_001406778.1, XP_038957420.1
OG0006214	XP_005321440.1	NP_001099676.1
OG0006215	XP_005321450.2	NP_899163.1
OG0006216	XP_005321461.1	XP_006227949.1, NP_001102607.1
OG0006217	XP_005321464.1	NP_112608.1
OG0006218	XP_005321476.1	XP_063132985.1, NP_001006996.1
OG0006219	XP_040139476.1	XP_038945075.1
OG0006220	XP_013212382.2	NP_001099680.1
OG0006221	XP_013218688.1	NP_001157629.1
OG0006222	XP_040139178.1	NP_001070021.1
OG0006223	XP_040126880.1, XP_040131282.1	NP_001387628.1, XP_038952187.1
OG0006224	XP_021588640.1	XP_008769651.1, NP_001012346.2
OG0006225	XP_005337493.1	NP_001414340.1, XP_038952343.2
OG0006226	XP_005324171.1	XP_063141355.1, NP_001014128.1, XP_038943862.1
OG0006227	XP_005328016.1	NP_001414664.1, XP_006231317.1
OG0006228	XP_005320931.1	NP_001178745.3
OG0006229	XP_021579369.1	XP_006253777.1, NP_001178485.1
OG0006231	XP_040127147.1	XP_008769757.1, NP_001008556.2
OG0006232	XP_005320924.1	NP_114005.2
OG0006233	XP_021579137.1	XP_008769712.1, NP_001099573.1
OG0006234	XP_005321188.4	NP_001389422.1
OG0006235	XP_005342265.1, XP_040135188.1, XP_040135189.1	NP_001303988.1
OG0006236	XP_040135758.1	NP_001178874.1
OG0006237	XP_040135759.1	XP_063132699.1
OG0006238	XP_013218970.1	XP_006229131.1, NP_001100982.1
OG0006239	XP_040136113.1	XP_038944191.1, NP_001129701.1
OG0006240	XP_005336787.2	XP_063136781.1, NP_073634.2
OG0006241	XP_021589819.1, XP_040136129.1	NP_733836.1
OG0006242	XP_040135907.1, XP_005336679.1, XP_013218985.1	XP_006228384.1
OG0006243	XP_013218959.1	NP_001019439.1, XP_038947878.1
OG0006244	XP_005336641.1	NP_001100928.2, XP_003748823.1
OG0006245	XP_040135961.1	NP_001375441.1
OG0006246	XP_040135581.1, XP_040134917.1	XP_038956763.1
OG0006247	XP_021590863.1	XP_063127863.1, NP_001019465.2
OG0006248	XP_005338240.2	NP_001129214.3, XP_006228472.2
OG0006249	XP_040136085.1	XP_017444606.1, NP_001100958.1
OG0006250	XP_040135712.1, XP_013218860.2	XP_006228715.1, NP_001099711.1
OG0006251	XP_005336529.2	NP_072116.1, XP_063128849.1
OG0006252	XP_021575990.2	NP_001099199.2, XP_038944303.1
OG0006253	XP_040135793.1	NP_058886.1, XP_006228886.1
OG0006254	XP_021585759.2	XP_006228958.1, NP_001102805.1
OG0006255	XP_005330698.2	NP_001100976.1
OG0006256	XP_040133560.1	XP_038952120.1, NP_001387707.1
OG0006257	XP_005334345.1	XP_038951908.1, NP_001102352.1
OG0006258	XP_005334341.1	NP_001257346.1, XP_063132532.1
OG0006259	XP_005334356.1	XP_038951670.1, NP_001094045.1
OG0006260	XP_021585902.1	NP_997473.2
OG0006261	XP_040134681.1	NP_001102353.1, XP_038951911.1
OG0006262	XP_005320327.1	NP_446329.1, XP_063132097.1
OG0006263	XP_005320354.1	NP_001263650.1, XP_038952055.1
OG0006264	XP_021583397.1	XP_063133140.1, NP_446409.2
OG0006265	XP_005327351.1	XP_038952506.1, NP_899158.3
OG0006266	XP_005327369.1	NP_001014034.2, XP_006254637.1
OG0006267	XP_005324287.1, XP_040129754.1	XP_006254695.1, NP_001013077.1
OG0006268	XP_005324281.1	XP_006254722.1, NP_001382069.1
OG0006269	XP_005324276.1	NP_001014172.3
OG0006270	XP_021578134.1	XP_038959084.1, NP_001244207.1
OG0006271	XP_021578190.1	NP_001256968.1, XP_006232002.1
OG0006272	XP_005319615.1	XP_038957511.1, NP_446422.2
OG0006273	XP_005319591.1	XP_038958755.1, NP_001128233.1
OG0006274	XP_040127667.1	NP_001178561.1, XP_063137759.1
OG0006275	XP_005329016.1	NP_001013925.2
OG0006276	XP_005329014.1	NP_001396302.1, NP_997478.1
OG0006277	XP_040129511.1	NP_001414575.1, XP_006231893.1
OG0006278	XP_021576450.2	XP_038954076.1
OG0006279	XP_005318286.1	NP_001101907.1, XP_006255178.1
OG0006280	XP_013221718.1	NP_001414073.1
OG0006281	XP_005318205.1	NP_001014174.1
OG0006282	XP_040144256.1	XP_038965257.1, NP_001257910.1
OG0006283	XP_021590819.1	XP_038940883.1, XP_038967180.1, NP_001386121.1
OG0006284	XP_005317740.1	NP_037047.2
OG0006285	XP_040145089.1	XP_038967229.1, NP_001414367.1
OG0006286	XP_005317582.1	NP_001386005.1
OG0006287	XP_005317576.1	NP_001128170.1
OG0006288	XP_013217923.2	NP_001258383.1
OG0006288	XP_040143927.1	XP_038965613.1
OG0006289	XP_005317500.3	NP_742040.1, XP_063144421.1
OG0006290	XP_040143855.1	NP_001386034.1
OG0006291	XP_040133521.1	XP_063125946.1, NP_001395857.1
OG0006292	XP_005320229.1	NP_001102619.1, XP_006229507.1
OG0006293	XP_021583361.1, XP_005327282.1	XP_063133166.1, NP_036859.2
OG0006294	XP_005327372.3	XP_038939705.1, NP_001101705.2
OG0006295	XP_013214956.1	NP_001102975.1, XP_038959076.1
OG0006296	XP_040129649.1	XP_006231837.1, NP_113895.1
OG0006297	XP_040131465.1	NP_001100990.1, XP_006229362.1
OG0006298	XP_040137757.1	XP_006241434.1
OG0006299	XP_005320151.1	XP_008757722.1, NP_001401110.1
OG0006300	XP_040131748.1, XP_040131746.1	XP_063118733.1, NP_001128434.1
OG0006301	XP_005320206.1, XP_040146929.1	XP_038943555.1, NP_001029072.2
OG0006302	XP_005320215.1	XP_006229494.1, NP_001032736.1
OG0006303	XP_040131673.1	XP_006229517.1
OG0006304	XP_021578585.1	NP_001100997.1, XP_008757749.1
OG0006305	XP_005320223.2	XP_006229525.1, NP_001414170.1
OG0006307	XP_021578596.1	NP_942062.1, XP_063118773.1
OG0006308	XP_021578505.1	XP_017446003.1, NP_001102386.1
OG0006309	XP_021578621.1	NP_001101004.1
OG0006310	XP_005316934.1	NP_596907.1
OG0006311	XP_040148627.1	XP_006251202.1, NP_001102858.1
OG0006312	XP_005319043.1	NP_001106836.1
OG0006313	XP_021577847.1	NP_001102882.1
OG0006315	XP_005319085.1	NP_001005884.1
OG0006316	XP_005319028.1	NP_001381611.1
OG0006317	XP_021577786.1, XP_005319030.1, XP_021577785.1, XP_021577784.1	NP_001012151.1, XP_063129426.1
OG0006318	XP_005319969.1	XP_038948677.1, NP_001385965.1, XP_237514.6
OG0006319	XP_040148491.1	NP_001388358.1, XP_063129415.1
OG0006320	XP_040148791.1	XP_003751367.2
OG0006321	XP_005319115.1, XP_040148812.1	NP_074055.1
OG0006322	XP_005320119.1	XP_038964730.1, NP_001099811.1
OG0006323	XP_005316921.1	NP_001380768.1, NP_001040566.1
OG0006324	XP_040145101.1	NP_001020442.1
OG0006325	XP_005320479.1	NP_001012166.1, XP_063134237.1
OG0006326	XP_040134638.1	XP_038952033.1, NP_110491.2
OG0006327	XP_005320426.1	NP_067720.1
OG0006328	XP_040134458.1	NP_001414118.1, XP_063134149.1
OG0006329	XP_013217872.1	NP_001101092.1, XP_038954660.1
OG0006330	XP_005326027.2	NP_001376551.1, XP_063135356.1
OG0006331	XP_005326022.1	NP_001032278.1
OG0006332	XP_013214362.1, XP_005326009.1	NP_001129279.1
OG0006333	XP_040129617.1	NP_001007740.1
OG0006333	XP_005326005.1	XP_006256512.1
OG0006334	XP_040128381.1	NP_001102641.1, XP_006256527.1
OG0006335	XP_040128474.1	XP_038954692.1, NP_001376166.1
OG0006336	XP_040128957.1	XP_038955143.1
OG0006337	XP_021582412.1	XP_038948913.1, NP_058738.1
OG0006338	XP_005325950.1	XP_006251701.3
OG0006339	XP_005338604.1	NP_036992.2
OG0006340	XP_005340604.1	NP_113876.2, XP_063131761.1
OG0006341	XP_005333811.3	NP_001128321.1
OG0006342	XP_040129117.1, XP_040129118.1, XP_021587265.1	NP_037162.1
OG0006343	XP_005333226.1	NP_665716.2
OG0006344	XP_021587262.1	NP_001103374.1, XP_006253668.1
OG0006345	XP_005333197.1	NP_001040560.1
OG0006346	XP_005333198.3	XP_038945839.1, NP_001099572.1
OG0006347	XP_040129261.1	NP_001013876.2
OG0006348	XP_005340795.1	NP_001100922.1, XP_006227846.1
OG0006349	XP_005325481.3	NP_001178847.1, XP_038942472.1
OG0006350	XP_021581327.1	NP_001020847.1
OG0006351	XP_040128992.1	NP_001387758.1
OG0006352	XP_005324236.1	XP_038952470.1, NP_446241.1
OG0006353	XP_005324249.1	NP_001358950.1, XP_006254881.1
OG0006354	XP_040129144.1	XP_038958502.1, NP_001041373.2
OG0006355	XP_040128639.1	NP_001005384.2, XP_038958118.1
OG0006356	XP_005317120.1	NP_001094412.1
OG0006357	XP_040128645.1	XP_008758985.1, NP_001099887.1
OG0006358	XP_005342810.2, XP_005325695.1	XP_006257761.1, NP_001099888.1
OG0006359	XP_040129509.1	NP_001099889.1, XP_006232120.1
OG0006360	XP_005325706.1	NP_001127908.1
OG0006361	XP_021576135.1	NP_001162102.1, XP_006232141.1
OG0006362	XP_040129307.1	NP_071636.2, XP_038958967.1
OG0006363	XP_040129312.1	XP_038957876.1, NP_001099890.2
OG0006364	XP_005322796.1	NP_001025207.1, XP_038949214.1
OG0006365	XP_040141247.1	NP_001005546.1
OG0006366	XP_021585797.1	XP_017451354.1, NP_059050.2
OG0006367	XP_040141459.1	XP_063121805.1, NP_001380794.1
OG0006368	XP_005330819.2	NP_001020455.1
OG0006369	XP_040141446.1	NP_068515.1
OG0006370	XP_005339581.1, XP_005339580.1	NP_077054.1
OG0006371	XP_040141331.1	XP_038938253.1
OG0006372	XP_040141315.1	NP_036704.1, XP_017450943.1
OG0006373	XP_005328380.1	NP_001101610.2
OG0006374	XP_021584194.2	XP_038937361.2, NP_001101611.1
OG0006375	XP_040141163.1	XP_006243066.1, NP_001004246.1
OG0006376	XP_005334286.1	XP_008764517.1, NP_001382076.1
OG0006377	XP_005334306.2	NP_001178926.1, XP_006243111.1
OG0006378	XP_021588086.1	NP_001101616.1, XP_006243135.1
OG0006379	XP_013215682.1	XP_063118246.1, NP_001128475.1
OG0006380	XP_013219228.1	NP_001002820.1, XP_063125639.1
OG0006381	XP_005337419.2	NP_001139010.1, XP_063125915.1
OG0006382	XP_005337430.1	NP_001386515.1
OG0006383	XP_021587000.1	NP_001101749.1
OG0006384	XP_005332823.1	NP_001386488.1
OG0006385	XP_005332842.1	NP_001099266.2
OG0006386	XP_040125288.1	NP_446444.1, XP_063124387.1
OG0006387	XP_021587065.1	XP_017453033.1, NP_113708.2
OG0006388	XP_005332924.1	XP_038941902.1, NP_001094438.2
OG0006389	XP_040125498.1	NP_001019910.1
OG0006390	XP_021576227.1	XP_063125079.1, NP_001178574.1
OG0006391	XP_005341555.1	XP_038943534.1
OG0006392	XP_005339496.1	NP_001008507.1, XP_006246534.1
OG0006393	XP_021590505.1	NP_001028881.1, XP_063144018.1
OG0006395	XP_040149352.1, XP_021582492.1	XP_038965825.1, NP_001101416.1
OG0006396	XP_040145046.1	NP_001100140.1
OG0006397	XP_040144630.1, XP_040144629.1, XP_005326104.2	NP_001178690.1, XP_063143794.1
OG0006398	XP_040143667.1	NP_001014094.1, XP_006239641.1
OG0006399	XP_005339319.1	XP_006239611.1, NP_001029064.2
OG0006400	XP_021591581.2	NP_001102898.1, XP_063144464.1
OG0006401	XP_021591607.2	NP_001102167.1
OG0006402	XP_005339278.1	XP_063144213.1, NP_001014284.1
OG0006403	XP_005334834.1	NP_001094484.1, XP_038966718.1
OG0006404	XP_013217687.1	NP_112366.2, XP_063144543.1
OG0006405	XP_005334779.1	NP_001139533.1
OG0006406	XP_021588482.2	NP_062568.2, XP_038966608.1
OG0006407	XP_005335482.1	XP_008770833.1, NP_001100909.1
OG0006408	XP_040134947.1	NP_001388017.1
OG0006409	XP_021577430.1	XP_038954049.1
OG0006410	XP_005318476.1	XP_008770736.1, NP_001100900.1
OG0006411	XP_021577386.1	NP_036714.2
OG0006412	XP_040135293.1	XP_006255632.4, NP_599220.2
OG0006413	XP_005318420.1	XP_006255624.1, NP_001009640.1
OG0006414	XP_040134842.1	XP_063133872.1, NP_387499.1
OG0006415	XP_021577299.1	NP_001025199.1, XP_038953533.1
OG0006416	XP_021576476.1	NP_001012055.1, XP_063134045.1
OG0006417	XP_040135049.1	NP_001099636.1, XP_063133906.1
OG0006418	XP_021577245.1	XP_008770481.1, NP_001387907.1
OG0006419	XP_005318313.1	NP_445845.2, XP_017456869.1
OG0006420	XP_005326094.1	XP_038967064.1
OG0006421	XP_040135932.1, XP_005335517.1	NP_001178938.1, XP_063134331.1
OG0006422	XP_005327218.1	NP_001128110.1
OG0006423	XP_040133306.1	NP_067588.2, XP_006249307.1
OG0006424	XP_013215482.3	XP_038945146.1, NP_001020283.1
OG0006425	XP_040148078.1, XP_040132696.1	NP_001100606.2, XP_063127358.1
OG0006426	XP_040133736.1	XP_006249245.1, NP_001101802.1
OG0006427	XP_005328658.2	NP_001380635.1
OG0006428	XP_005328563.1, XP_021584251.1	NP_062249.1, XP_006249246.2
OG0006429	XP_021584221.1	NP_001100602.1, XP_006249206.1
OG0006430	XP_005328508.1	NP_001037749.1
OG0006431	XP_040132867.1	XP_063127845.1
OG0006432	XP_005342765.1, XP_005328501.1	XP_038945903.1, XP_038945906.1, XP_038945907.1, XP_038946030.1, XP_038945908.1
OG0006433	XP_005339792.1	XP_002727980.1, XP_063127322.1
OG0006434	XP_005339780.1	NP_001032268.1, XP_017453805.1
OG0006435	XP_021575384.1	NP_036995.1
OG0006436	XP_040134592.1	XP_038945291.1, NP_001100592.1
OG0006437	XP_005340115.1	XP_038945113.1, NP_001099381.1
OG0006438	XP_005328624.1	NP_036944.2, XP_006230280.1
OG0006439	XP_005323944.1, XP_013213445.1	NP_001071143.1, XP_038941232.1
OG0006440	XP_013213381.1	NP_703201.1, XP_006230281.1
OG0006441	XP_021581185.1	NP_001012478.1, XP_063142351.1
OG0006442	XP_040134666.1	NP_001013255.2, XP_038941192.1
OG0006443	XP_005323985.3	NP_001102389.1, XP_038941189.1
OG0006444	XP_040134505.1	XP_006230242.1
OG0006446	XP_021581095.1	NP_596912.2, XP_003750827.1, XP_038943532.1, XP_063136995.1
OG0006447	XP_005327244.1	XP_008765712.1, NP_001101732.2
OG0006449	XP_040134498.1	NP_036705.3
OG0006450	XP_040134569.1	XP_063125353.1, NP_001019961.2
OG0006451	XP_021590549.1, XP_005337795.1	XP_008765747.1, NP_001358619.1
OG0006452	XP_040134103.1	XP_038942595.1, NP_596872.3
OG0006453	XP_040133809.1	NP_001386402.1
OG0006454	XP_040134493.1	NP_113822.2, XP_038942644.1
OG0006455	XP_005337820.1	XP_063125983.1, NP_077360.2
OG0006456	XP_005337818.1	XP_038941273.1, NP_001093962.1, NP_001171976.1
OG0006457	XP_005337830.1	NP_001385721.1, XP_006245944.1
OG0006458	XP_021590603.1	NP_001414031.1, XP_063125898.1
