Orthogroup	Ictidomys_tridecemlineatus	Saimiri_boliviensis_boliviensis
OG0010126	XP_005335719.1	XP_003926506.2
OG0010127	XP_040136365.1	XP_003926522.1
OG0010128	XP_021589207.1	XP_003926527.2
OG0010129	XP_005335749.1	XP_003926538.1
OG0010130	XP_005335761.2	XP_003926551.1
OG0010131	XP_005328744.1	XP_003926567.2
OG0010132	XP_005328748.1	XP_003926570.1
OG0010133	XP_005328752.1	XP_010335577.2
OG0010134	XP_040136309.1	XP_039328372.1
OG0010135	XP_040136303.1	XP_003926580.2
OG0010136	XP_013215576.1	XP_003926587.3
OG0010137	XP_040136272.1	XP_010335589.1
OG0010138	XP_005330472.1	XP_039327770.1
OG0010139	XP_021585585.2	XP_010336736.1
OG0010140	XP_005330488.3, XP_040136237.1	XP_039328084.1
OG0010141	XP_040137712.1	XP_039318944.1
OG0010142	XP_021588711.1	XP_039319217.1
OG0010143	XP_005335058.1	XP_039319132.1
OG0010144	XP_013218181.1	XP_003932826.1
OG0010145	XP_005335076.1	XP_039319211.1
OG0010147	XP_005338642.2	XP_039319124.1
OG0010148	XP_040132958.1	XP_039319001.1
OG0010149	XP_005338636.1	XP_039318918.1, XP_010331275.2
OG0010150	XP_005338633.3	XP_003932851.1
OG0010151	XP_040137729.1	XP_003932869.1
OG0010152	XP_005322263.1	XP_039329493.1, XP_039318945.1
OG0010153	XP_013212726.1	XP_003932880.1
OG0010154	XP_005322270.1	XP_003932884.1
OG0010155	XP_005322274.1	XP_003932886.1
OG0010156	XP_021580075.2	XP_039319127.1
OG0010157	XP_005322278.2	XP_039319193.1
OG0010158	XP_005322284.1	XP_010341724.1
OG0010159	XP_040146840.1, XP_040133661.1	XP_039319229.1
OG0010160	XP_021580084.1	XP_010341738.1
OG0010161	XP_040133773.1	XP_010341744.1
OG0010162	XP_005322297.1	XP_039319109.1
OG0010163	XP_013212777.2	XP_039319206.1
OG0010164	XP_040133879.1	XP_010341762.1
OG0010165	XP_040134102.1	XP_039319029.1
OG0010166	XP_040137734.1	XP_039318983.1
OG0010167	XP_005322322.1	XP_039319147.1
OG0010168	XP_005322328.1	XP_003932930.2
OG0010169	XP_005322493.1	XP_039319016.1
OG0010170	XP_005322333.1	XP_003932935.1
OG0010171	XP_040134495.1	XP_010341816.2
OG0010172	XP_005322361.1	XP_003932968.1
OG0010173	XP_021580136.1	XP_039318966.1
OG0010174	XP_040134824.1	XP_003929694.1
OG0010175	XP_005322507.1	XP_003929691.1
OG0010176	XP_005322390.1	XP_003929688.1
OG0010177	XP_021576288.2	XP_010332045.2
OG0010178	XP_040126820.1	XP_003922817.1
OG0010179	XP_005339141.1	XP_010331935.2
OG0010180	XP_013219803.1	XP_003922838.2
OG0010181	XP_021589690.1	XP_010350382.2
OG0010182	XP_005339651.1	XP_039331423.1
OG0010183	XP_005339649.3	XP_010350334.2
OG0010184	XP_040126684.1	XP_039330207.1
OG0010185	XP_005324578.1	XP_003926813.1
OG0010186	XP_040126977.1	XP_003926812.3
OG0010187	XP_005324575.1	XP_003926809.2
OG0010188	XP_005324558.1	XP_003926796.1
OG0010189	XP_005324547.2	XP_003926794.3
OG0010190	XP_021581504.1	XP_039334435.1
OG0010191	XP_040126933.1	XP_003922064.3, XP_039318563.1
OG0010192	XP_005324527.1	XP_003922800.2
OG0010193	XP_005322053.1	XP_039319940.1
OG0010194	XP_040127252.1	XP_010331901.2
OG0010195	XP_005322080.1	XP_003922775.1
OG0010196	XP_013212616.1	XP_039316866.1
OG0010197	XP_005322094.1	XP_003922768.1
OG0010198	XP_005322097.1	XP_003922766.1
OG0010199	XP_013212626.3	XP_039332206.1
OG0010200	XP_005322110.1	XP_003922752.1
OG0010201	XP_005322160.1	XP_010331810.1
OG0010202	XP_013212681.1	XP_039319252.1
OG0010203	XP_040146378.1	XP_039322138.1
OG0010204	XP_005343110.3	XP_039331297.1, XP_003922704.3, XP_039331299.1
OG0010205	XP_005322185.1	XP_003922690.1
OG0010206	XP_005322186.1	XP_003922902.2
OG0010207	XP_021591714.1	XP_003920727.1
OG0010208	XP_040141837.1	XP_039331130.1
OG0010209	XP_005337682.1	XP_003933520.1
OG0010210	XP_005340941.1	XP_010331035.1
OG0010211	XP_013215241.1	XP_003933064.1
OG0010212	XP_005339390.1	XP_039316478.1
OG0010213	XP_013218561.1	XP_039316679.1
OG0010214	XP_005335787.1	XP_039316247.1
OG0010215	XP_040128184.1	XP_010344885.1
OG0010216	XP_005339540.1	XP_010338021.1
OG0010217	XP_013220274.1	XP_010338010.2
OG0010218	XP_005339552.1	XP_003920728.2
OG0010219	XP_040128204.1	XP_003920712.1
OG0010220	XP_005330930.1	XP_003920710.1
OG0010221	XP_005330853.1	XP_039316930.1
OG0010222	XP_040129282.1	XP_039326912.1
OG0010223	XP_005330937.1	XP_039327386.1
OG0010224	XP_021585918.1	XP_003920698.1, XP_010337611.1
OG0010225	XP_021585925.1	XP_010337567.1
OG0010226	XP_021581324.1	XP_003920969.3
OG0010227	XP_005324201.1	XP_003920685.2
OG0010228	XP_005335849.1	XP_010337345.1
OG0010229	XP_013218556.1	XP_010337221.1
OG0010230	XP_021587278.1	XP_039325032.1
OG0010231	XP_005333243.1	XP_039323309.1
OG0010232	XP_040129278.1	XP_039327269.1
OG0010233	XP_021587285.1	XP_039325509.1
OG0010234	XP_005328026.1	XP_003928222.1
OG0010235	XP_005320958.1	XP_003925230.1
OG0010236	XP_021583865.1	XP_003928243.1, XP_039331472.1
OG0010237	XP_040141690.1	XP_039330797.1
OG0010238	XP_040141732.1	XP_039330987.1
OG0010239	XP_040139737.1	XP_003928196.2
OG0010240	XP_021583884.1	XP_003928194.1
OG0010241	XP_005335952.1	XP_039330795.1
OG0010242	XP_005335959.1	XP_010337024.1
OG0010243	XP_040141780.1	XP_003928178.2
OG0010244	XP_040141782.1	XP_003928176.2
OG0010245	XP_005334245.1	XP_003939766.1
OG0010246	XP_005326229.1	XP_003939778.1
OG0010247	XP_005326245.1	XP_039330696.1
OG0010248	XP_005326250.1	XP_003939793.2
OG0010249	XP_040141859.1	XP_003944988.1
OG0010250	XP_021582620.1	XP_039331156.1
OG0010251	XP_040141948.1	XP_010329988.1
OG0010252	XP_013214497.1	XP_010329985.1
OG0010253	XP_013214529.1	XP_003943838.1
OG0010254	XP_040141969.1	XP_003943837.1
OG0010255	XP_040141971.1	XP_003943836.1
OG0010256	XP_005326351.1	XP_003940106.1
OG0010257	XP_040142023.1	XP_003940124.2
OG0010258	XP_005326370.1	XP_039330925.1
OG0010259	XP_005326385.1, XP_005334711.1	XP_010349129.1
OG0010260	XP_005326395.1	XP_003940152.2
OG0010261	XP_005329793.1	XP_003925304.1
OG0010262	XP_021585060.1	XP_010334294.1
OG0010263	XP_005329791.1	XP_010334293.1
OG0010264	XP_005329789.1	XP_003925301.1
OG0010265	XP_005329787.1	XP_003925299.1
OG0010266	XP_005329785.3	XP_003925297.1
OG0010267	XP_005329784.3	XP_010334458.2
OG0010268	XP_005329756.1	XP_010334259.2
OG0010269	XP_021585036.1	XP_003925267.2
OG0010270	XP_005329737.1	XP_003925260.1
OG0010271	XP_005329735.1	XP_010334230.2
OG0010272	XP_005320935.1	XP_003925255.1
OG0010273	XP_040142143.1	XP_003925244.1
OG0010274	XP_005320967.1	XP_010334193.2
OG0010275	XP_005326414.1	XP_010349134.2
OG0010276	XP_005329775.1	XP_003925285.1
OG0010277	XP_005341110.2	XP_039323781.1
OG0010278	XP_013222046.2	XP_003923032.2
OG0010279	XP_040138553.1	XP_003923038.1
OG0010280	XP_005318658.1	XP_010332276.2
OG0010281	XP_040137993.1	XP_003932485.1
OG0010282	XP_005341101.1	XP_010330931.1
OG0010283	XP_005339064.1	XP_003944399.1
OG0010284	XP_021591410.1	XP_010330568.1
OG0010285	XP_040138304.1	XP_003944391.1
OG0010286	XP_005339040.1	XP_003944382.2
OG0010287	XP_005339022.1	XP_010330549.1
OG0010288	XP_005318877.1	XP_010332319.2
OG0010289	XP_005318886.1	XP_039323912.1
OG0010290	XP_013222034.1	XP_003923182.1
OG0010291	XP_040138394.1	XP_010332326.1
OG0010292	XP_005318858.1	XP_003923369.2
OG0010293	XP_021577687.1	XP_003923208.1
OG0010294	XP_040138436.1	XP_039323331.1
OG0010295	XP_005318833.1	XP_039323341.1
OG0010296	XP_040138505.1	XP_003923246.2
OG0010297	XP_021577455.1	XP_039323665.1
OG0010298	XP_005318942.1, XP_040138523.1	XP_010332405.1
OG0010299	XP_005318790.2	XP_039323452.1
OG0010300	XP_005318788.1	XP_003923290.1
OG0010301	XP_040138550.1	XP_003923342.3
OG0010302	XP_005318755.1	XP_010332156.2
OG0010303	XP_021577590.1	XP_003923047.3
OG0010304	XP_021577588.1	XP_010332162.1
OG0010305	XP_005318747.1	XP_003923050.1
OG0010306	XP_005318730.1	XP_039321096.1
OG0010307	XP_021577558.2	XP_039323802.1
OG0010308	XP_005318716.1	XP_003923069.1
OG0010309	XP_013211268.2	XP_010332484.2
OG0010310	XP_013211233.1	XP_003923099.1
OG0010311	XP_005318693.1, XP_040134182.1	XP_003923101.1
OG0010312	XP_005318692.1	XP_010332231.1
OG0010313	XP_040138659.1	XP_003923105.2
OG0010314	XP_040137956.1	XP_039323134.1
OG0010315	XP_040138669.1	XP_003923116.1
OG0010316	XP_005318917.1	XP_039323531.1
OG0010317	XP_005318656.1	XP_010332281.1, XP_039331492.1
OG0010318	XP_040138695.1, XP_021577518.1	XP_010332285.1, XP_003923140.1
OG0010319	XP_013211185.1	XP_010332294.2, XP_003923145.2
OG0010320	XP_005318630.1	XP_039323833.1
OG0010321	XP_005318608.1	XP_039323740.1
OG0010322	XP_005318600.1	XP_003926423.1
OG0010323	XP_040138782.1	XP_039323907.1
OG0010324	XP_005341324.1	XP_010335387.1
OG0010325	XP_005324830.1	XP_003923321.1
OG0010326	XP_005324789.1	XP_003923005.1
OG0010327	XP_005324781.1	XP_003922993.1
OG0010328	XP_013213782.1	XP_003922992.1
OG0010329	XP_005324764.1	XP_003922981.2
OG0010330	XP_021581740.1	XP_003922977.1
OG0010331	XP_005324752.1	XP_010332083.1
OG0010332	XP_040147331.1	XP_010332069.1
OG0010333	XP_040139096.1	XP_003935984.2
OG0010334	XP_021585396.1	XP_039323450.1
OG0010335	XP_005330196.1	XP_010344797.2
OG0010336	XP_005330234.4, XP_040149994.1	XP_010344759.2
OG0010337	XP_013216172.1	XP_039323305.1, XP_003936013.1
OG0010338	XP_040139144.1	XP_003936015.1
OG0010339	XP_005330226.1	XP_039323437.1
OG0010340	XP_005337475.1	XP_010344781.1
OG0010341	XP_021590303.1	XP_010344791.1
OG0010342	XP_040139556.1	XP_039322875.1
OG0010343	XP_005342551.1	XP_003943482.1
OG0010344	XP_005320073.1	XP_039324172.1
OG0010345	XP_040148280.1	XP_003931943.1
OG0010346	XP_005333360.1	XP_003931970.1, XP_039324415.1
OG0010347	XP_005333356.1	XP_003931977.2
OG0010348	XP_040149737.1	XP_003940729.1
OG0010349	XP_005316342.1	XP_039320694.1
OG0010350	XP_005316305.1	XP_010347573.1
OG0010351	XP_040149648.1	XP_039320550.1
OG0010352	XP_005316274.1	XP_003933164.1
OG0010353	XP_040149636.1	XP_010342016.2
OG0010354	XP_040149631.1	XP_003933151.3
OG0010355	XP_013212512.1	XP_039320684.1
OG0010356	XP_005316245.1	XP_039320438.1, XP_039324234.1
OG0010357	XP_005316243.1	XP_003933142.1
OG0010358	XP_005316419.2	XP_039320568.1
OG0010359	XP_021578238.2	XP_039320858.1
OG0010360	XP_005316218.1	XP_003933765.1
OG0010361	XP_005316205.1	XP_039320275.1
OG0010362	XP_040149552.1	XP_039320588.1, XP_039334733.1
OG0010363	XP_005316195.1	XP_003933742.1
OG0010364	XP_005316189.1	XP_039320724.1
OG0010365	XP_005316186.1, XP_021579640.1	XP_010334310.1
OG0010366	XP_040149476.1	XP_039320792.1
OG0010367	XP_005316406.2	XP_003942116.2
OG0010368	XP_040137946.1, XP_040149423.1	XP_039320738.1
OG0010369	XP_021579098.1	XP_039320349.1
OG0010370	XP_005316105.1	XP_003942100.2
OG0010371	XP_005316108.1	XP_039320348.1
OG0010372	XP_005316101.1	XP_039320449.1
OG0010373	XP_040149422.1	XP_039320483.1
OG0010374	XP_021578931.1	XP_039320393.1
OG0010375	XP_005316093.1	XP_039320397.1
OG0010376	XP_005316080.1	XP_039320668.1
OG0010377	XP_013211708.1	XP_003941020.1
OG0010378	XP_005320023.1	XP_003933701.1
OG0010379	XP_021578387.1	XP_039324197.1
OG0010380	XP_005320043.1	XP_003933684.1, XP_039333456.1
OG0010381	XP_013211727.1	XP_039324099.1
OG0010382	XP_013211694.1	XP_010342447.1
OG0010383	XP_040148311.1	XP_039324275.1
OG0010384	XP_005331772.1	XP_039324498.1
OG0010385	XP_021586335.2	XP_003931940.2
OG0010386	XP_005331766.1	XP_003931946.1
OG0010387	XP_040148086.1	XP_010340883.1
OG0010388	XP_021587323.1	XP_003932010.2
OG0010389	XP_005333306.1	XP_010340893.2
OG0010390	XP_040149583.1, XP_005316416.1	XP_003933751.2
OG0010391	XP_040147542.1	XP_003921087.1
OG0010393	XP_040146830.1	XP_010344023.1
OG0010394	XP_040127844.1	XP_010344210.2
OG0010395	XP_040127847.1, XP_005342613.1	XP_039320257.1, XP_039320256.1
OG0010396	XP_005341335.1	XP_039320195.1
OG0010397	XP_005331159.2	XP_010341383.1
OG0010398	XP_013216529.1	XP_039328768.1
OG0010399	XP_005331170.1	XP_039328997.1
OG0010400	XP_040147380.1	XP_010344553.2
OG0010401	XP_005340072.1	XP_003921207.1
OG0010402	XP_040146806.1	XP_039328609.1
OG0010403	XP_005340597.2	XP_003921253.1
OG0010404	XP_021586392.1	XP_039328603.1
OG0010405	XP_005331868.1	XP_003921273.1
OG0010406	XP_005331867.1	XP_003921270.1
OG0010407	XP_005328833.1	XP_003938716.2
OG0010408	XP_040147676.1	XP_010343623.2
OG0010409	XP_021584422.1	XP_003934780.1
OG0010410	XP_005319153.1	XP_039328972.1, XP_039321313.1
OG0010411	XP_005319162.1	XP_003935171.1
OG0010412	XP_005319163.1	XP_010343973.2
OG0010413	XP_005319169.3	XP_010343982.1
OG0010414	XP_040147730.1	XP_010344005.2
OG0010415	XP_005319221.1	XP_003935230.2
OG0010416	XP_005319218.1	XP_010344017.1
OG0010417	XP_021577936.1	XP_003935239.1
OG0010418	XP_005319338.1	XP_010339592.1
OG0010419	XP_005319237.1	XP_003930773.1
OG0010420	XP_021577952.1	XP_010339601.1
OG0010421	XP_040147778.1	XP_010339610.2
OG0010422	XP_021575959.1	XP_010342362.2
OG0010423	XP_005340476.1	XP_003921128.1
OG0010424	XP_005332360.1	XP_003921119.1
OG0010425	XP_040147504.1	XP_003921116.1
OG0010426	XP_040147522.1	XP_039328770.1
OG0010427	XP_021586698.1	XP_003921100.2
OG0010428	XP_005332327.1	XP_010342119.1
OG0010429	XP_005333997.1	XP_003921085.1
OG0010430	XP_005317947.1	XP_003937023.2
OG0010431	XP_040144412.1	XP_010345796.1
OG0010432	XP_013220027.1	XP_003937029.1
OG0010433	XP_005317924.1	XP_003937055.1
OG0010434	XP_013220373.1	XP_039330531.1
OG0010435	XP_040144337.1	XP_039330487.1
OG0010436	XP_005317905.1	XP_039329730.1
OG0010437	XP_040144333.1	XP_003937081.3
OG0010438	XP_021591346.1	XP_039330224.1
OG0010439	XP_005317888.1	XP_010345883.1
OG0010440	XP_021591286.1	XP_039329985.1
OG0010441	XP_005317871.1	XP_003937558.1
OG0010442	XP_005317840.1	XP_003937589.1
OG0010443	XP_005318196.1	XP_039330049.1
OG0010444	XP_013214406.1	XP_039329588.1
OG0010445	XP_005326119.1	XP_039329929.1
OG0010446	XP_005326173.1	XP_003921599.1
OG0010447	XP_040144562.1	XP_039329921.1
OG0010449	XP_005318042.1	XP_003936940.1
OG0010450	XP_005318043.1	XP_003936944.1
OG0010451	XP_021575802.1	XP_039329879.1
OG0010453	XP_040130444.1, XP_005318029.1	XP_010345722.1
OG0010454	XP_005318027.1	XP_003936957.2, XP_039321158.1
OG0010455	XP_013218644.1, XP_040144503.1	XP_010345887.2
OG0010456	XP_005318010.1	XP_010345740.2
OG0010457	XP_021575668.1	XP_003936964.1
OG0010458	XP_040144451.1	XP_010345755.1
OG0010459	XP_021575364.1	XP_039329416.1
OG0010460	XP_005317961.1	XP_003937008.1
OG0010461	XP_013218266.3	XP_039329732.1
OG0010462	XP_005341458.1	XP_039318796.1
OG0010463	XP_021576610.1	XP_003924422.1
OG0010464	XP_005341538.1	XP_010333381.1
OG0010465	XP_005338057.2	XP_003927880.2
OG0010466	XP_005324511.1	XP_003927892.1
OG0010467	XP_040136192.1	XP_039328358.1
OG0010468	XP_005324490.1	XP_010336786.1
OG0010469	XP_040137750.1	XP_003929626.2
OG0010470	XP_005324501.1	XP_003929629.1
OG0010471	XP_040135740.1	XP_003929634.1
OG0010472	XP_005324510.1	XP_039328053.1
OG0010473	XP_021580161.1	XP_010338510.1
OG0010475	XP_005322417.1	XP_003929662.1
OG0010476	XP_013212753.1	XP_039328150.1
OG0010477	XP_005322411.1, XP_040135190.1	XP_010338526.2
OG0010478	XP_040135136.1	XP_003929669.1
OG0010479	XP_005327613.1	XP_003928064.1
OG0010481	XP_005327590.1	XP_003928039.1
OG0010482	XP_040148833.1	XP_039335100.1
OG0010483	XP_005337657.1	XP_003928027.1
OG0010484	XP_013219380.1	XP_010336897.1
OG0010485	XP_021585953.1	XP_003927988.1
OG0010486	XP_005330991.1	XP_039335119.1
OG0010487	XP_021585973.2	XP_003927980.2
OG0010488	XP_021584762.1	XP_003942763.1
OG0010489	XP_013215786.1	XP_039335128.1
OG0010490	XP_021576451.1	XP_039335132.1
OG0010491	XP_005324487.1	XP_003927920.1
OG0010492	XP_040135986.1	XP_010336788.1
OG0010493	XP_040149166.1	XP_039335140.1
OG0010494	XP_021576461.1	XP_039328686.1
OG0010495	XP_040123984.1	XP_003935600.1
OG0010497	XP_005330850.1	XP_003935604.2
OG0010498	XP_021577171.1	XP_003944659.1
OG0010499	XP_005319314.1, XP_021578009.1	XP_003930889.3
OG0010500	XP_005326693.1	XP_010338738.1
OG0010501	XP_005326684.1	XP_003929878.1
OG0010502	XP_040147265.1	XP_003929846.3
OG0010503	XP_021586812.1	XP_003929831.1
OG0010504	XP_005332494.1	XP_003929818.1
OG0010505	XP_021586820.1	XP_039328845.1
OG0010506	XP_021586819.1	XP_010338684.2
OG0010507	XP_021586817.1	XP_039328820.1
OG0010508	XP_021586794.2	XP_003929797.1
OG0010509	XP_005332460.1	XP_003921020.1
OG0010510	XP_040127787.1	XP_003935335.2
OG0010511	XP_005319313.1	XP_039318092.1
OG0010512	XP_013211383.1	XP_010339656.1
OG0010513	XP_005326722.1	XP_003929918.1
OG0010514	XP_040147178.1	XP_010338800.1
OG0010515	XP_040147172.1	XP_003929936.1
OG0010516	XP_021582962.2	XP_039328619.1
OG0010518	XP_040147140.1	XP_039328670.1
OG0010519	XP_040147684.1	XP_003941895.1
OG0010520	XP_040149331.1	XP_010344431.2, XP_010344409.1
OG0010521	XP_005340357.1	XP_003942428.1
OG0010522	XP_005340379.1	XP_039319320.1
OG0010523	XP_040124480.1	XP_003942447.1
OG0010524	XP_040125884.1	XP_039319339.1
OG0010525	XP_005341188.1	XP_039319306.1
OG0010526	XP_005333867.1	XP_003927129.1
OG0010527	XP_021590990.1	XP_010347047.2
OG0010528	XP_040124567.1	XP_039319313.1
OG0010529	XP_005338439.1	XP_039319287.1
OG0010530	XP_005338434.1	XP_039319302.1
OG0010531	XP_005338435.1	XP_010347003.1
OG0010532	XP_040124859.1	XP_039319290.1
OG0010533	XP_005340439.2	XP_039319321.1
OG0010534	XP_005340426.1	XP_003938137.1
OG0010535	XP_005330834.1	XP_003944104.1
OG0010536	XP_040123953.1	XP_039317021.1
OG0010537	XP_040125543.1	XP_003935605.1
OG0010538	XP_005330857.1	XP_003935606.1
OG0010539	XP_005329244.1	XP_003933866.2
OG0010540	XP_005329250.1	XP_003933872.1
OG0010541	XP_005329283.1	XP_003933899.1
OG0010542	XP_021584741.1	XP_039324300.1
OG0010543	XP_005326821.1	XP_003919924.1
OG0010544	XP_005342590.1	XP_003944657.1
OG0010545	XP_040147942.1	XP_003940755.2
OG0010546	XP_040147250.1	XP_003929875.1
OG0010547	XP_005322678.1	XP_003935271.1
OG0010548	XP_005339670.1	XP_003941308.1
OG0010549	XP_005322244.1	XP_003922900.1
OG0010550	XP_021586249.2	XP_039315932.1, XP_039315931.1
OG0010551	XP_040143515.1	XP_003941953.1, XP_010327974.1
OG0010552	XP_040127104.1	XP_003939480.1
OG0010553	XP_005327400.1	XP_003927282.1
OG0010554	XP_005327414.1	XP_039316512.1
OG0010555	XP_040127216.1	XP_039336252.1
OG0010556	XP_021583458.1	XP_039316687.1
OG0010557	XP_040127256.1	XP_003935263.2
OG0010558	XP_040126842.1	XP_010344050.2
OG0010559	XP_040127292.1	XP_039316756.1
OG0010560	XP_005322702.2	XP_039336047.1
OG0010561	XP_005322701.1	XP_003935292.1
OG0010562	XP_013212806.1	XP_003935296.1
OG0010563	XP_005322648.1	XP_010344076.1
OG0010564	XP_040127329.1	XP_010344078.1
OG0010565	XP_005322641.1	XP_039318876.1, XP_039318870.1
OG0010566	XP_021580309.1	XP_039318488.1
OG0010567	XP_040127394.1	XP_039334464.1
OG0010568	XP_040127405.1	XP_003941625.1
OG0010569	XP_013212869.1	XP_039330341.1
OG0010570	XP_005322604.1	XP_003941621.2
OG0010571	XP_005322597.1	XP_003941614.1
OG0010572	XP_005322574.1	XP_039330554.1, XP_039335999.1
OG0010573	XP_005322580.1	XP_003941599.1
OG0010574	XP_013212857.1	XP_003941586.3
OG0010575	XP_005322558.1	XP_003941583.1
OG0010576	XP_040126845.1	XP_039319849.1
OG0010577	XP_013212879.1	XP_003944028.1
OG0010578	XP_005322524.1	XP_039334957.1
OG0010579	XP_005322522.1	XP_003944023.1
OG0010580	XP_005322518.1	XP_003926869.1
OG0010581	XP_005336612.1	XP_039333694.1
OG0010582	XP_021589764.1	XP_039319678.1
OG0010583	XP_040127079.1	XP_003926865.1
OG0010584	XP_005336602.1	XP_003926858.1
OG0010585	XP_005336601.1	XP_003926859.1
OG0010586	XP_040126858.1	XP_010350312.1
OG0010587	XP_005340294.1	XP_003942538.1
OG0010588	XP_005340299.1	XP_039333674.1
OG0010589	XP_005338523.2	XP_003942563.1
OG0010590	XP_005338487.1	XP_010328653.2
OG0010591	XP_040126854.1	XP_003942566.1
OG0010592	XP_005338490.1	XP_010328659.1
OG0010593	XP_040126571.1	XP_039332167.1
OG0010594	XP_040127552.1	XP_003942188.1
OG0010595	XP_005338511.1	XP_039331737.1, XP_003942182.1
OG0010596	XP_021591016.2	XP_003942183.1
OG0010598	XP_005329449.1	XP_003922615.2
OG0010599	XP_021584821.2	XP_010331717.1
OG0010600	XP_021584817.1	XP_010331731.1
OG0010601	XP_040127193.1	XP_039316119.1
OG0010602	XP_013215826.1	XP_039319834.1
OG0010603	XP_040127198.1	XP_039317017.1
OG0010604	XP_005322215.1	XP_003922657.1
OG0010605	XP_040127156.1	XP_003922663.1
OG0010606	XP_005322206.1	XP_039319322.1
OG0010607	XP_040145025.1	XP_039316902.1
OG0010608	XP_013218136.1	XP_003933554.1
OG0010609	XP_040145023.1	XP_003933560.2
OG0010610	XP_040143275.1	XP_039316781.1
OG0010611	XP_040145022.1	XP_039316792.1
OG0010612	XP_040145020.1	XP_003933570.2
OG0010613	XP_005334982.1	XP_003933576.1
OG0010614	XP_040145018.1	XP_003933579.1
OG0010615	XP_005334988.1	XP_003933582.1
OG0010616	XP_040143169.1	XP_003944837.1
OG0010617	XP_005341363.1	XP_003944438.1
OG0010618	XP_005341369.1	XP_039315846.1
OG0010619	XP_005341372.1	XP_003944428.2
OG0010620	XP_005331207.1	XP_003942023.2
OG0010621	XP_021584467.1, XP_021586087.2	XP_039316160.1
OG0010622	XP_005331221.1	XP_010328047.1
OG0010623	XP_005331229.1, XP_040146854.1	XP_003942011.1
OG0010624	XP_005331231.1	XP_003942010.2, XP_010328042.2
OG0010626	XP_040143512.1	XP_039316023.1
OG0010627	XP_040145056.1	XP_039316020.1
OG0010628	XP_005331301.1	XP_003941957.2
OG0010629	XP_040143302.1	XP_010342341.2
OG0010630	XP_021590437.1	XP_003933514.1
OG0010631	XP_013219780.3	XP_039333000.1
OG0010632	XP_021586308.1, XP_040140273.1, XP_040140272.1	XP_003920494.3
OG0010635	XP_040147864.1	XP_003930848.1
OG0010636	XP_040147869.1, XP_005337605.1	XP_003930851.1
