Orthogroup	Canis_lupus_familiaris	Microcebus_murinus
OG0006283	XP_038387180.1	XP_012620872.1
OG0006284	XP_038387304.1	XP_012606313.1
OG0006285	XP_038387608.1	XP_020136692.1
OG0006286	XP_038387725.1	XP_012643161.1
OG0006287	XP_038387741.1	XP_012609526.2
OG0006288	XP_038387743.1	XP_020141066.1
OG0006289	XP_038387965.1	XP_012646863.1
OG0006290	XP_038387967.1	XP_012646861.1
OG0006291	XP_038387996.1	XP_012644234.1
OG0006292	XP_038388022.1	XP_012618714.1
OG0006293	XP_038388078.1	XP_020145782.1
OG0006294	XP_038388099.1, XP_038401967.1	XP_012645696.1
OG0006295	XP_038388346.1	XP_012639825.1
OG0006296	XP_038388397.1	XP_012622230.1
OG0006297	XP_038388496.1	XP_020144649.1
OG0006299	XP_038388645.1	XP_012619976.1
OG0006300	XP_038388776.1	XP_020144691.1
OG0006301	XP_038388786.1	XP_012618757.2
OG0006302	XP_038388790.1	XP_012618740.1
OG0006303	XP_038388805.1	XP_020144695.1
OG0006304	XP_038388806.1	XP_020144303.1
OG0006305	XP_038388818.1	XP_020144696.1
OG0006306	XP_038388825.1, XP_038388826.1, XP_038388824.1	XP_020144703.1
OG0006307	XP_038388850.1	XP_012618702.1
OG0006308	XP_038388900.1	XP_012618656.1
OG0006309	XP_038388912.1	XP_012607189.1
OG0006310	XP_038388951.1	XP_012607685.1
OG0006311	XP_038389003.1	XP_012603143.1
OG0006312	XP_038389014.1	XP_020137600.1
OG0006313	XP_038389185.1	XP_012592880.1
OG0006314	XP_038389191.1	XP_012592882.1
OG0006315	XP_038389195.1	XP_012592903.1
OG0006316	XP_038389314.1	XP_012595142.1
OG0006317	XP_038389321.1	XP_012595154.1
OG0006318	XP_038389407.1	XP_012609434.1
OG0006319	XP_038389447.1	XP_012622716.1
OG0006320	XP_038389552.1	XP_012638837.1
OG0006321	XP_038389591.1	XP_012638871.1
OG0006322	XP_038389612.1	XP_012620066.1
OG0006323	XP_038389618.1	XP_012593841.1
OG0006324	XP_038413875.1, XP_038389688.1	XP_012620722.1
OG0006325	XP_038389694.1	XP_012619813.2
OG0006326	XP_038389747.1	XP_020136923.1
OG0006327	XP_038389813.1	XP_012593697.1
OG0006328	XP_038389816.1	XP_012593692.1
OG0006329	XP_038389938.1	XP_012618209.1
OG0006330	XP_038390061.1	XP_012618133.1
OG0006331	XP_038399942.1, XP_038424123.1, XP_038390083.1	XP_012618119.1
OG0006332	XP_038390125.1	XP_012618087.1
OG0006334	XP_038390139.1	XP_012618068.1
OG0006335	XP_038390148.1	XP_012618062.1
OG0006336	XP_038390150.1	XP_012618057.1
OG0006337	XP_038390286.1	XP_012615368.1
OG0006338	XP_038390337.1	XP_012615343.1
OG0006339	XP_038390402.1	XP_012617953.1
OG0006340	XP_038390459.1	XP_012643487.1
OG0006341	XP_038390460.1, XP_038390461.1	XP_012643453.1
OG0006342	XP_038390560.1	XP_012642785.1
OG0006343	XP_038390582.1	XP_012642783.1
OG0006344	XP_038390593.1	XP_020140399.1
OG0006345	XP_038390635.1, XP_038396182.1	XP_020139874.1
OG0006346	XP_038390636.1	XP_012636983.1
OG0006347	XP_038390658.1	XP_012620966.1
OG0006348	XP_038390724.1, XP_038439315.1	XP_020145813.1, XP_012593061.1
OG0006349	XP_038390796.1	XP_012641794.1, XP_012641795.1
OG0006350	XP_038390947.1, XP_038437814.1	XP_012646643.1
OG0006351	XP_038390948.1	XP_020139232.1
OG0006352	XP_038390995.1, XP_038390994.1	XP_012597082.1
OG0006353	XP_038391017.1	XP_012597041.2
OG0006354	XP_038391152.1	XP_012633234.1, XP_012633235.1
OG0006355	XP_038391195.1	XP_020145658.1
OG0006356	XP_038391205.1, XP_038429307.1	XP_012597760.2
OG0006357	XP_038391253.1	XP_012591881.1
OG0006358	XP_038391256.1	XP_012591878.1
OG0006359	XP_038391295.1	XP_012613585.1
OG0006360	XP_038391316.1	XP_012613592.1
OG0006361	XP_038391340.1	XP_012620633.1
OG0006362	XP_038391357.1	XP_020145603.1
OG0006363	XP_038391398.1	XP_020145641.1
OG0006364	XP_038391402.1	XP_012641069.1
OG0006365	XP_038391437.1	XP_012629067.1
OG0006366	XP_038391540.1	XP_020142364.1
OG0006367	XP_038391607.1	XP_012627772.1
OG0006368	XP_038391630.1	XP_012627790.1
OG0006369	XP_038391659.1	XP_012638756.1
OG0006370	XP_038391741.1	XP_012607973.1, XP_012607972.1
OG0006371	XP_038391780.1	XP_012645338.2
OG0006372	XP_038391806.1	XP_012628953.1
OG0006373	XP_038391928.1	XP_012629082.1, XP_012629083.1
OG0006374	XP_038391942.1	XP_012629102.1
OG0006375	XP_038392066.1	XP_012616588.1
OG0006376	XP_038392098.1	XP_012605028.1
OG0006377	XP_038444976.1, XP_038392137.1	XP_012605060.1
OG0006378	XP_038392169.1	XP_012629203.1
OG0006379	XP_038392246.1	XP_020142262.1
OG0006380	XP_038392341.1	XP_012634603.1
OG0006381	XP_038392495.1, XP_038392497.1, XP_038392499.1, XP_038392496.1, XP_038392498.1	XP_012634878.2
OG0006382	XP_038392517.1	XP_012634887.1
OG0006383	XP_038392532.1, XP_038392531.1	XP_012632633.1
OG0006384	XP_038392567.1	XP_012632358.1
OG0006385	XP_038392583.1	XP_012632170.1, XP_012632179.1
OG0006386	XP_038392604.1	XP_012631938.1, XP_012631945.1, XP_012631952.1
OG0006387	XP_038392767.1	XP_012630743.1
OG0006388	XP_038392796.1	XP_012616668.1
OG0006389	XP_038392877.1, XP_038392878.1, XP_038392879.1	XP_012603452.1, XP_012603451.1
OG0006390	XP_038392959.1	XP_012593321.1
OG0006391	XP_038392996.1	XP_012603433.1
OG0006392	XP_038393072.1	XP_012593379.1
OG0006393	XP_038393219.1	XP_020144579.1
OG0006394	XP_038393264.1, XP_038393265.1, XP_038393263.1	XP_012622538.1
OG0006395	XP_038393295.1	XP_012640597.1
OG0006396	XP_038393342.1	XP_012640576.1
OG0006397	XP_038393419.1	XP_012631756.1
OG0006398	XP_038393479.1	XP_012631829.1
OG0006399	XP_038393525.1	XP_012631851.1
OG0006400	XP_038393542.1	XP_012631874.1
OG0006402	XP_038393660.1	XP_020141068.1
OG0006403	XP_038393687.1	XP_012625177.2, XP_020141100.1
OG0006404	XP_038393709.1	XP_012647006.1
OG0006405	XP_038393721.1	XP_020141096.1
OG0006406	XP_038393729.1	XP_012646991.1
OG0006407	XP_038393995.1	XP_012592607.1, XP_012592608.1
OG0006408	XP_038394000.1	XP_020138343.1
OG0006409	XP_038394139.1	XP_012602024.1
OG0006410	XP_038394264.1	XP_012627919.1
OG0006411	XP_038394383.1	XP_012597989.1
OG0006412	XP_038394389.1	XP_012597986.1
OG0006413	XP_038394422.1	XP_012597855.1
OG0006414	XP_038394540.1	XP_012597995.1
OG0006415	XP_038394603.1	XP_012598051.1
OG0006416	XP_038394666.1	XP_012598129.1
OG0006417	XP_038394706.1	XP_012598026.1, XP_012598027.1
OG0006418	XP_038394710.1	XP_012598128.1
OG0006419	XP_038394721.1	XP_012636987.1
OG0006420	XP_038394741.1	XP_012631780.1
OG0006421	XP_038394751.1	XP_012593918.2
OG0006422	XP_038394802.1	XP_012640832.1
OG0006423	XP_038394917.1	XP_012619546.1
OG0006424	XP_038394952.1	XP_012619522.1
OG0006425	XP_038394955.1	XP_012619816.1
OG0006426	XP_038394977.1	XP_020136999.1, XP_012597646.1
OG0006427	XP_038395032.1	XP_012597703.1
OG0006428	XP_038395087.1	XP_012614656.1
OG0006429	XP_038395199.1	XP_012614848.1, XP_012614847.1, XP_020137061.1, XP_012614845.1
OG0006430	XP_038395203.1	XP_012614849.1
OG0006431	XP_038395207.1	XP_012614832.2
OG0006433	XP_038395346.1	XP_012614496.1
OG0006434	XP_038395388.1, XP_038395386.1, XP_038395387.1	XP_012614885.1
OG0006435	XP_038395389.1, XP_038395391.1, XP_038395390.1	XP_020137108.1
OG0006436	XP_038395474.1	XP_012614274.1
OG0006437	XP_038395491.1	XP_012614664.1
OG0006438	XP_038395657.1	XP_012619584.1
OG0006439	XP_038395668.1, XP_038395669.1	XP_012619587.1
OG0006440	XP_038395709.1	XP_012619642.1
OG0006441	XP_038395743.1	XP_020137238.1
OG0006442	XP_038395892.1	XP_020137146.1
OG0006443	XP_038395958.1	XP_012635625.1
OG0006444	XP_038395978.1	XP_012635663.1
OG0006445	XP_038395992.1	XP_012635665.1
OG0006446	XP_038396198.1	XP_020136958.1
OG0006447	XP_038396268.1	XP_012639927.1, XP_012639918.1
OG0006448	XP_038396286.1	XP_020137196.1
OG0006449	XP_038396326.1, XP_038396328.1	XP_012640607.1
OG0006450	XP_038396335.1	XP_012640676.1
OG0006451	XP_038396495.1	XP_020137210.1
OG0006452	XP_038396497.1	XP_012599128.1
OG0006453	XP_038445007.1	XP_012599179.1
OG0006454	XP_038396544.1	XP_012599154.1
OG0006455	XP_038396558.1	XP_012599273.1
OG0006456	XP_038396559.1	XP_012599276.1
OG0006457	XP_038396580.1	XP_012599237.1
OG0006458	XP_038396649.1	XP_012599057.1
OG0006459	XP_038396705.1	XP_012598954.1
OG0006460	XP_038396785.1	XP_012598896.2
OG0006461	XP_038396823.1	XP_012593291.1, XP_012593290.1
OG0006462	XP_038396875.1	XP_012593247.1
OG0006463	XP_038396920.1, XP_038444793.1	XP_020136969.1
OG0006464	XP_038396997.1	XP_012607045.1
OG0006465	XP_038397139.1	XP_012604103.1
OG0006466	XP_038397167.1	XP_012646466.1
OG0006467	XP_038397379.1	XP_012604695.1
OG0006468	XP_038397571.1	XP_012643367.2
OG0006469	XP_038397573.1	XP_012643243.1
OG0006470	XP_038397587.1	XP_020144522.1
OG0006471	XP_038397640.1	XP_012614457.1, XP_012614456.1
OG0006472	XP_038397687.1	XP_012615980.1
OG0006473	XP_038397715.1	XP_020137816.1
OG0006474	XP_038397788.1	XP_012599778.1
OG0006475	XP_038397818.1	XP_012599903.1
OG0006477	XP_038397901.1	XP_012599935.1
OG0006478	XP_038397999.1	XP_012637127.1
OG0006479	XP_038398068.1	XP_020140049.1
OG0006480	XP_038398237.1, XP_038398238.1	XP_012591797.1
OG0006481	XP_038398239.1	XP_012591877.1
OG0006482	XP_038398349.1	XP_012620493.1
OG0006483	XP_038398391.1	XP_012620539.1
OG0006484	XP_038398409.1	XP_012620548.1
OG0006485	XP_038398424.1	XP_012620558.1, XP_012620560.1
OG0006486	XP_038398436.1	XP_012620577.1
OG0006487	XP_038398458.1, XP_038398463.1, XP_038398462.1	XP_012620589.1
OG0006488	XP_038398499.1	XP_012620624.1
OG0006489	XP_038398563.1	XP_012639333.1, XP_012639334.1
OG0006490	XP_038398574.1	XP_012639297.1
OG0006491	XP_038398681.1	XP_012606758.1
OG0006492	XP_038398698.1	XP_012606695.1
OG0006493	XP_038398807.1	XP_012606763.1
OG0006494	XP_038398868.1	XP_012623118.1, XP_012623119.1
OG0006495	XP_038398907.1	XP_012623150.1, XP_012623151.1
OG0006496	XP_038398975.1	XP_012623202.1
OG0006497	XP_038398999.1	XP_012623252.1
OG0006498	XP_038399009.1	XP_020140732.1
OG0006499	XP_038399072.1	XP_012623320.1
OG0006500	XP_038399120.1	XP_012623378.1
OG0006501	XP_038399248.1, XP_038399247.1, XP_038399246.1	XP_012646627.1
OG0006502	XP_038399250.1, XP_038399249.1	XP_012646730.1
OG0006503	XP_038399300.1	XP_012645768.1
OG0006504	XP_038399412.1	XP_012597594.1
OG0006505	XP_038399539.1	XP_020137786.1
OG0006506	XP_038399602.1	XP_012601621.1
OG0006507	XP_038399830.1	XP_012601594.1
OG0006508	XP_038399836.1	XP_012601631.1
OG0006509	XP_038399873.1	XP_012625305.1
OG0006510	XP_038399975.1	XP_012598773.1
OG0006511	XP_038399987.1	XP_012601970.1
OG0006512	XP_038400002.1	XP_012608084.1
OG0006513	XP_038400017.1	XP_012613451.2
OG0006514	XP_038400059.1	XP_020141199.1
OG0006515	XP_038400077.1	XP_012608142.1
OG0006516	XP_038400151.1	XP_012608086.1, XP_012608085.1
OG0006517	XP_038400156.1	XP_012608195.1
OG0006518	XP_038400212.1	XP_012611467.1
OG0006519	XP_038400240.1, XP_038400239.1	XP_012611501.1
OG0006520	XP_038444159.1, XP_038400252.1	XP_012611503.1
OG0006521	XP_038400271.1	XP_012611482.1, XP_012611480.1, XP_012611479.1
OG0006522	XP_038400310.1	XP_012628929.2, XP_012628927.2, XP_012628928.2, XP_012628926.2
OG0006523	XP_038400418.1, XP_038415168.1	XP_012591962.1
OG0006524	XP_038400548.1, XP_038407536.1, XP_038412433.1	XP_012638254.2
OG0006525	XP_038400584.1	XP_012613372.1
OG0006526	XP_038400597.1	XP_012613344.1
OG0006527	XP_038400600.1	XP_012613348.2
OG0006528	XP_038400686.1	XP_012613487.1
OG0006529	XP_038400776.1, XP_038400777.1	XP_012641112.1
OG0006530	XP_038400787.1	XP_012641133.1
OG0006531	XP_038400801.1	XP_012633098.1
OG0006532	XP_038400836.1	XP_020141342.1
OG0006533	XP_038400848.1	XP_012593628.2, XP_020141706.1
OG0006534	XP_038400864.1	XP_012633160.1
OG0006535	XP_038400886.1	XP_012633187.1
OG0006536	XP_038400949.1	XP_012636572.1
OG0006537	XP_038400986.1	XP_020141705.1
OG0006538	XP_038401020.1, XP_038401019.1	XP_020141292.1
OG0006539	XP_038401022.1	XP_012636649.1
OG0006540	XP_038401150.1	XP_020141263.1, XP_012596881.1, XP_020141265.1, XP_020141264.1
OG0006541	XP_038401169.1	XP_012597143.1
OG0006542	XP_038401195.1	XP_012597511.1
OG0006543	XP_038401266.1	XP_012597859.1
OG0006544	XP_038401529.1, XP_038401528.1	XP_012594060.1, XP_012594059.1, XP_012594061.1
OG0006545	XP_038401535.1	XP_012594073.1
OG0006547	XP_038401903.1	XP_012633210.1, XP_012633207.1
OG0006548	XP_038401959.1	XP_012645182.1
OG0006549	XP_038401996.1	XP_012627226.1
OG0006550	XP_038402022.1	XP_012642092.1, XP_012637971.1
OG0006551	XP_038402061.1	XP_012621261.1
OG0006552	XP_038402063.1	XP_012621519.1, XP_012621277.1, XP_012621275.1
OG0006553	XP_038402082.1	XP_012596271.1
OG0006554	XP_038402271.1	XP_020136644.1
OG0006555	XP_038402435.1	XP_012634365.1
OG0006556	XP_038402702.1	XP_012602893.2
OG0006557	XP_038423414.1	XP_012646242.1
OG0006558	XP_038403016.1	XP_012642213.1
OG0006559	XP_038403078.1	XP_012642137.1
OG0006560	XP_038403113.1	XP_012642118.1
OG0006561	XP_038403306.1	XP_020136626.1
OG0006562	XP_038403339.1	XP_012621339.1
OG0006563	XP_038403390.1	XP_012621393.1
OG0006564	XP_038403436.1	XP_012621412.1
OG0006565	XP_038403455.1	XP_012621436.1
OG0006566	XP_038403587.1	XP_012645220.1
OG0006567	XP_038403756.1	XP_012611276.1
OG0006568	XP_038403794.1	XP_012619035.1
OG0006569	XP_038403803.1	XP_020136588.1
OG0006570	XP_038403810.1	XP_012620021.1
OG0006571	XP_038403825.1	XP_012620936.1
OG0006572	XP_038403894.1	XP_012625952.1
OG0006573	XP_038403904.1	XP_012629787.1
OG0006574	XP_038404030.1, XP_038404028.1, XP_038404027.1, XP_038404029.1	XP_012644406.1
OG0006575	XP_038404045.1	XP_012645008.1
OG0006576	XP_038404082.1	XP_012592395.1
OG0006577	XP_038404163.1, XP_038404162.1	XP_012596154.1
OG0006578	XP_038404233.1	XP_012596184.2
OG0006579	XP_038404369.1	XP_012596024.2
OG0006580	XP_038404520.1	XP_012639898.1
OG0006581	XP_038404527.1	XP_012639901.1
OG0006582	XP_038404634.1	XP_012639980.1
OG0006583	XP_038404711.1	XP_012637496.1
OG0006584	XP_038404833.1	XP_012599559.1
OG0006585	XP_038404865.1	XP_012599547.1
OG0006586	XP_038404879.1	XP_012599586.1
OG0006587	XP_038404885.1	XP_012599538.1
OG0006588	XP_038404913.1	XP_012599534.1
OG0006589	XP_038405237.1	XP_012627399.1
OG0006590	XP_038405487.1	XP_012632482.1
OG0006591	XP_038405529.1	XP_020143156.1
OG0006592	XP_038405573.1	XP_012608858.2
OG0006593	XP_038405671.1	XP_012632473.1, XP_012632472.1
OG0006594	XP_038405701.1	XP_012632527.1
OG0006595	XP_038405726.1	XP_012632561.1
OG0006596	XP_038405744.1, XP_038413538.1	XP_012632581.1, XP_012632578.1, XP_012632580.1
OG0006597	XP_038405747.1	XP_020143114.1
OG0006598	XP_038405813.1	XP_012637837.1
OG0006599	XP_038405919.1	XP_012644183.1
OG0006600	XP_038405946.1	XP_012594307.1
OG0006601	XP_038406011.1	XP_012644970.1
OG0006602	XP_038406019.1	XP_012644967.1
OG0006603	XP_038406039.1	XP_012644989.1
OG0006604	XP_038406111.1	XP_012645035.1
OG0006605	XP_038406131.1	XP_012612342.1
OG0006606	XP_038406137.1	XP_012612478.1
OG0006607	XP_038406198.1	XP_012613113.2
OG0006608	XP_038406218.1	XP_020143304.1
OG0006609	XP_038406261.1	XP_012597255.1
OG0006610	XP_038406547.1	XP_012597364.1
OG0006611	XP_038406671.1	XP_012607669.1
OG0006612	XP_038406732.1	XP_012628200.1
OG0006613	XP_038406822.1	XP_012593113.2
OG0006614	XP_038406856.1	XP_012595981.1
OG0006615	XP_038406918.1	XP_012595920.1
OG0006616	XP_038406920.1	XP_012595912.1
OG0006617	XP_038406998.1	XP_020141860.1, XP_012642440.1, XP_012642441.1
OG0006618	XP_038407007.1	XP_012628585.1, XP_012642449.1
OG0006619	XP_038407077.1	XP_012642382.1
OG0006620	XP_038407081.1	XP_012612017.1
OG0006621	XP_038407186.1	XP_012633244.1
OG0006622	XP_038407282.1, XP_038416693.1	XP_012637764.1
OG0006623	XP_038407344.1	XP_012620360.1
OG0006624	XP_038407382.1	XP_012620401.1
OG0006625	XP_038407476.1	XP_012605618.1
OG0006626	XP_038407495.1	XP_012597183.2
OG0006627	XP_038407511.1	XP_012610818.1
OG0006628	XP_038407615.1	XP_012594000.1, XP_020140177.1, XP_020140178.1
OG0006629	XP_038407872.1	XP_012644026.1
OG0006630	XP_038407900.1	XP_012616173.1
OG0006631	XP_038408124.1	XP_020138024.1
OG0006632	XP_038408216.1	XP_012604503.1
OG0006633	XP_038408243.1	XP_012604424.1
OG0006634	XP_038408697.1	XP_012625461.1
OG0006635	XP_038408755.1	XP_012625389.1
OG0006636	XP_038408793.1, XP_038408795.1, XP_038408794.1	XP_012624545.1
OG0006637	XP_038408806.1	XP_012624535.1
OG0006638	XP_038408852.1	XP_012624463.1
OG0006639	XP_038408877.1	XP_012624434.1, XP_012624432.1, XP_012624433.1
OG0006640	XP_038408927.1	XP_012592274.1
OG0006641	XP_038408963.1	XP_012592234.1
OG0006642	XP_038408997.1	XP_012592204.1
OG0006643	XP_038409068.1	XP_012624355.1
OG0006644	XP_038409132.1	XP_012624282.1
OG0006645	XP_038409163.1	XP_012624231.1
OG0006646	XP_038414322.1, XP_038409212.1	XP_012631295.1
OG0006647	XP_038409274.1, XP_038409273.1, XP_038409213.1	XP_012616331.1
OG0006648	XP_038409217.1	XP_012625437.1
OG0006649	XP_038409221.1	XP_012624487.1
OG0006650	XP_038409240.1	XP_012596603.1
OG0006651	XP_038430446.1	XP_012591788.1
OG0006652	XP_038409420.1	XP_012596504.1
OG0006653	XP_038409504.1	XP_012596619.1
OG0006654	XP_038409513.1, XP_038409514.1	XP_012596584.1
OG0006655	XP_038409527.1	XP_012596524.2
OG0006656	XP_038409545.1	XP_012596561.1
OG0006657	XP_038409582.1	XP_012596398.2
OG0006658	XP_038409665.1	XP_012646770.1
OG0006660	XP_038409776.1	XP_020142565.1
OG0006661	XP_038409780.1	XP_012602257.1
OG0006663	XP_038409833.1	XP_012602307.1
OG0006664	XP_038409932.1	XP_012616275.1
OG0006665	XP_038410057.1	XP_012628589.1
OG0006666	XP_038410064.1, XP_038410063.1	XP_012628586.1
OG0006667	XP_038410097.1	XP_012628560.1
OG0006668	XP_038410153.1	XP_012598803.1
OG0006669	XP_038410188.1	XP_012600280.1
OG0006670	XP_038410192.1	XP_012600277.1
OG0006671	XP_038410291.1	XP_012636250.1, XP_012636248.1, XP_012636249.1
OG0006672	XP_038410366.1	XP_012608011.1
OG0006673	XP_038410469.1	XP_020142689.1
OG0006674	XP_038410476.1	XP_012598590.1
OG0006675	XP_038410495.1	XP_012646616.2, XP_020142684.1
OG0006676	XP_038410498.1	XP_020139625.1
OG0006677	XP_038410533.1	XP_012624585.1, XP_012624584.1
OG0006678	XP_038410732.1	XP_012594267.1
OG0006679	XP_038410739.1, XP_038410740.1	XP_020142660.1, XP_020142659.1
OG0006680	XP_038410753.1	XP_012608618.2
OG0006681	XP_038410769.1	XP_012608628.1
OG0006682	XP_038410821.1	XP_012608537.1
OG0006683	XP_038410927.1	XP_020142742.1
OG0006684	XP_038410938.1	XP_012608681.1
OG0006685	XP_038410940.1	XP_012608605.1
OG0006686	XP_038437462.1	XP_012613992.2
OG0006687	XP_038411019.1, XP_038413767.1	XP_012635293.1, XP_012612252.2
OG0006688	XP_038411067.1	XP_012617448.1
OG0006689	XP_038411242.1	XP_012639709.1
OG0006690	XP_038411429.1	XP_012640821.1
OG0006691	XP_038411583.1	XP_012607193.1
OG0006692	XP_038411592.1	XP_012607204.1
OG0006693	XP_038411676.1	XP_012608346.1
OG0006694	XP_038411752.1	XP_012615719.1
OG0006695	XP_038411775.1	XP_012615643.1
OG0006696	XP_038411780.1	XP_020144334.1
OG0006697	XP_038411781.1	XP_012615657.1
OG0006698	XP_038411793.1	XP_012615484.1, XP_012615485.1
OG0006699	XP_038411856.1	XP_012594863.1
OG0006700	XP_038411857.1	XP_012594866.1
OG0006701	XP_038411880.1	XP_012629329.2
OG0006702	XP_038411968.1	XP_020140879.1
OG0006703	XP_038412012.1	XP_020140206.1
OG0006704	XP_038412211.1, XP_038412212.1, XP_038420435.1	XP_012641384.1
OG0006705	XP_038413401.1, XP_038412325.1	XP_020145345.1
OG0006706	XP_038412344.1	XP_020146086.1
OG0006707	XP_038412376.1	XP_012634050.2
OG0006708	XP_038412395.1	XP_012595200.1
OG0006709	XP_038412403.1	XP_012595195.1
OG0006710	XP_038412482.1	XP_012644639.1
OG0006711	XP_038412532.1	XP_012644580.1
OG0006712	XP_038412596.1	XP_012634982.1
OG0006713	XP_038412681.1	XP_012635050.1
OG0006714	XP_038412696.1	XP_012635066.1
OG0006715	XP_038412812.1	XP_012612633.1
OG0006716	XP_038412821.1, XP_038412819.1, XP_038412822.1, XP_038412820.1	XP_012612605.1
OG0006717	XP_038413099.1	XP_012628805.1
OG0006718	XP_038413147.1	XP_012591333.1, XP_012591332.1, XP_012591334.1
OG0006719	XP_038413152.1	XP_012591323.1
OG0006721	XP_038413242.1	XP_020145490.1
OG0006722	XP_038413266.1	XP_020145494.1
OG0006723	XP_038413414.1	XP_020145339.1
OG0006724	XP_038413443.1, XP_038413442.1, XP_038413444.1	XP_012607296.1
OG0006725	XP_038413524.1	XP_012608250.1
OG0006726	XP_038415544.1, XP_038413530.1	XP_012623635.2
OG0006727	XP_038413535.1, XP_038413534.1	XP_012609341.1, XP_012609340.1
OG0006728	XP_038413848.1	XP_012620689.1
OG0006729	XP_038413943.1	XP_012631705.1
OG0006730	XP_038414033.1	XP_012631579.1
OG0006731	XP_038414035.1	XP_012631577.1
OG0006732	XP_038414065.1	XP_012631549.2
OG0006733	XP_038414182.1	XP_012631792.1
OG0006734	XP_038414214.1	XP_012631405.1
OG0006735	XP_038414335.1	XP_012608277.1, XP_012608276.1
OG0006736	XP_038414392.1	XP_012608089.1
OG0006737	XP_038414441.1	XP_012605834.1
OG0006738	XP_038414455.1	XP_012605788.1
OG0006739	XP_038414549.1	XP_012643449.1, XP_020143299.1
OG0006740	XP_038414595.1	XP_012630741.1
OG0006741	XP_038414598.1	XP_012630742.1
OG0006742	XP_038414800.1	XP_012628165.1
OG0006743	XP_038414823.1	XP_012639252.1
OG0006744	XP_038415006.1	XP_012639092.1
OG0006745	XP_038415019.1	XP_012639067.1, XP_012639068.1
OG0006746	XP_038429589.1, XP_038415161.1	XP_012630926.1
OG0006747	XP_038415176.1	XP_012618881.1
OG0006748	XP_038415225.1	XP_020145282.1
OG0006749	XP_038415265.1	XP_012623544.1
OG0006750	XP_038415285.1	XP_012623519.1, XP_012623520.1
OG0006751	XP_038415303.1	XP_012623508.1, XP_012623507.1
OG0006752	XP_038415350.1	XP_012623423.1
OG0006753	XP_038415370.1, XP_038415371.1	XP_012600191.1
