Orthogroup	Canis_lupus_familiaris	Ictidomys_tridecemlineatus
OG0009747	XP_038395881.1	XP_005323854.1
OG0009748	XP_038395882.1	XP_005323843.1
OG0009749	XP_038395891.1	XP_040134508.1
OG0009750	XP_038395896.1	XP_021581150.1
OG0009752	XP_038395933.1	XP_040132975.1
OG0009753	XP_038395942.1	XP_021581132.2
OG0009754	XP_038395963.1	XP_005323806.1
OG0009755	XP_038395973.1	XP_040133840.1, XP_005323802.1
OG0009756	XP_038395999.1	XP_005323792.1
OG0009757	XP_038396068.1	XP_040133422.1
OG0009758	XP_038396121.1, XP_038396125.1	XP_021581227.1
OG0009759	XP_038396166.1	XP_005323765.1
OG0009760	XP_038396188.1	XP_005323757.2
OG0009761	XP_038396243.1	XP_005323739.1
OG0009762	XP_038396251.1	XP_021581206.1
OG0009763	XP_038396267.1, XP_038415108.1	XP_040133389.1
OG0009764	XP_038396323.1	XP_005327233.1
OG0009765	XP_038396324.1	XP_040133266.1
OG0009766	XP_038396333.1	XP_021583352.2
OG0009767	XP_038396352.1	XP_021583321.2
OG0009768	XP_038396380.1	XP_005327209.1
OG0009769	XP_038396402.1	XP_021583305.1
OG0009770	XP_038396419.1	XP_005327202.1
OG0009771	XP_038396422.1	XP_040134274.1
OG0009772	XP_038396478.1	XP_040133801.1
OG0009773	XP_038396482.1	XP_005337789.1
OG0009774	XP_038396501.1	XP_005337799.1
OG0009775	XP_038396519.1	XP_005337809.1
OG0009776	XP_038396578.1	XP_005337825.1
OG0009777	XP_038396659.1	XP_021590608.2
OG0009779	XP_038396758.1	XP_021590653.1
OG0009780	XP_038396773.1	XP_021590662.1
OG0009781	XP_038396789.1	XP_040134576.1
OG0009782	XP_038396802.1	XP_005323691.1
OG0009783	XP_038396818.1	XP_005323693.1
OG0009784	XP_038396833.1	XP_021581052.1
OG0009785	XP_038396863.1	XP_040134423.1
OG0009786	XP_038396879.1	XP_040134111.1
OG0009787	XP_038396904.1	XP_040132959.1
OG0009788	XP_038396958.1, XP_038396957.1, XP_038396956.1	XP_005338181.1
OG0009789	XP_038396974.1	XP_005338168.1
OG0009790	XP_038397008.1	XP_005338139.1
OG0009791	XP_038397014.1	XP_013219589.2
OG0009792	XP_038397019.1	XP_013219612.2
OG0009793	XP_038397027.1	XP_005338135.1
OG0009794	XP_038433335.1, XP_038397028.1	XP_005338127.1
OG0009795	XP_038397036.1	XP_040143378.1
OG0009796	XP_038397050.1	XP_040143386.1
OG0009797	XP_038397063.1	XP_021590826.2
OG0009798	XP_038397154.1	XP_005339741.1
OG0009799	XP_038397164.1	XP_040144961.1
OG0009800	XP_038397228.1	XP_005327769.1
OG0009801	XP_038397264.1	XP_005327775.1
OG0009802	XP_038397290.1	XP_005327786.1
OG0009803	XP_038397325.1	XP_040145132.1
OG0009804	XP_038397355.1	XP_005327799.1
OG0009805	XP_038397394.1	XP_021591499.1
OG0009806	XP_038397403.1	XP_005341357.1
OG0009807	XP_038397426.1	XP_005334122.1
OG0009808	XP_038397430.1	XP_005316068.1, XP_005334124.1
OG0009809	XP_038397440.1	XP_005334125.1
OG0009810	XP_038397474.1	XP_021587925.2
OG0009811	XP_038397480.1	XP_005334130.1
OG0009812	XP_038397503.1	XP_040144865.1
OG0009813	XP_038397512.1	XP_005330763.1
OG0009814	XP_038397530.1	XP_005330756.2
OG0009815	XP_038397562.1	XP_005330746.1
OG0009816	XP_038397574.1	XP_021585795.2
OG0009817	XP_038397588.1	XP_005332398.1
OG0009818	XP_038397591.1	XP_005332396.1
OG0009819	XP_038397672.1	XP_021578269.1
OG0009820	XP_038397713.1	XP_013221598.1
OG0009821	XP_038397736.1	XP_013216643.1
OG0009822	XP_038397743.1	XP_013215664.2
OG0009823	XP_038397744.1	XP_013219139.1
OG0009824	XP_038436716.1, XP_038397748.1	XP_013215315.1
OG0009825	XP_038397784.1	XP_005330390.1
OG0009826	XP_038397810.1	XP_005330399.1
OG0009827	XP_038397876.1	XP_005330440.1
OG0009828	XP_038397880.1	XP_040134477.1
OG0009829	XP_038397925.1	XP_040133851.1
OG0009830	XP_038398006.1	XP_005329489.1
OG0009831	XP_038398017.1	XP_005329482.1
OG0009832	XP_038398038.1	XP_005329474.1
OG0009833	XP_038398083.1	XP_013211647.1
OG0009834	XP_038398111.1	XP_005319796.1
OG0009835	XP_038398124.1	XP_005319791.1
OG0009836	XP_038398127.1	XP_040133294.1
OG0009837	XP_038398208.1	XP_021578376.1
OG0009839	XP_038398222.1	XP_005319750.1
OG0009840	XP_038398245.1	XP_013211621.2
OG0009841	XP_038398246.1	XP_040132914.1
OG0009842	XP_038398282.1	XP_040134252.1
OG0009843	XP_038398293.1	XP_005319810.1
OG0009844	XP_038398359.1	XP_021578309.1
OG0009845	XP_038398401.1	XP_005319843.1
OG0009846	XP_038398504.1	XP_040134353.1
OG0009847	XP_038398533.1	XP_021578355.1
OG0009848	XP_038398541.1	XP_005319897.1
OG0009849	XP_038398557.1	XP_005319898.1
OG0009850	XP_038398582.1	XP_021578381.1
OG0009851	XP_038398586.1	XP_040133841.1
OG0009852	XP_038398604.1	XP_040134460.1
OG0009853	XP_038398617.1	XP_040134463.1
OG0009854	XP_038398699.1	XP_005326618.1
OG0009855	XP_038398710.1	XP_021582851.2
OG0009856	XP_038398742.1	XP_005326598.1
OG0009857	XP_038398757.1	XP_021582841.1
OG0009858	XP_038398803.1	XP_013214677.1
OG0009859	XP_038398902.1	XP_005331466.1
OG0009860	XP_038398934.1	XP_005331450.1
OG0009861	XP_038398941.1	XP_021586216.1
OG0009862	XP_038398968.1	XP_005331436.1
OG0009863	XP_038398991.1	XP_005331427.1
OG0009864	XP_038398995.1	XP_040143625.1
OG0009865	XP_038399029.1	XP_013216658.1
OG0009866	XP_038399038.1	XP_005331406.1
OG0009867	XP_038399098.1	XP_005331506.1
OG0009868	XP_038399131.1	XP_005331367.1
OG0009869	XP_038399152.1	XP_005331505.2
OG0009870	XP_038399197.1	XP_040145058.1
OG0009871	XP_038399212.1	XP_005331330.1
OG0009872	XP_038399226.1	XP_021586154.2
OG0009873	XP_038399259.1	XP_013214186.1
OG0009874	XP_038399279.1	XP_021582195.1
OG0009875	XP_038399293.1	XP_021582228.1
OG0009876	XP_038399295.1	XP_040129330.1
OG0009877	XP_038399299.1	XP_005325608.1
OG0009878	XP_038399437.1	XP_005325629.1
OG0009879	XP_038399521.1	XP_021590331.1
OG0009880	XP_038399529.1	XP_005337515.1
OG0009881	XP_038399533.1	XP_005337518.1
OG0009882	XP_038399550.1	XP_021584605.1
OG0009883	XP_038399554.1	XP_013215677.1
OG0009884	XP_038399561.1	XP_040126361.1
OG0009885	XP_038399625.1	XP_040130569.1
OG0009886	XP_038399738.1	XP_040126457.1
OG0009887	XP_038399764.1	XP_013219078.1
OG0009888	XP_038399810.1	XP_040131230.1
OG0009889	XP_038399835.1	XP_040126533.1
OG0009890	XP_038399843.1	XP_040126608.1
OG0009891	XP_038399904.1	XP_040126199.1
OG0009892	XP_038399908.1	XP_005323130.1
OG0009893	XP_038399920.1	XP_005323134.1
OG0009894	XP_038399921.1	XP_040129212.1
OG0009896	XP_038440806.1, XP_038399970.1	XP_005324664.1
OG0009897	XP_038399981.1	XP_040130255.1
OG0009898	XP_038399992.1	XP_013218004.2
OG0009899	XP_038400041.1	XP_005339225.3
OG0009900	XP_038400063.1	XP_005339202.1
OG0009901	XP_038400072.1	XP_005338854.1
OG0009902	XP_038400075.1	XP_005338855.1
OG0009903	XP_038400083.1	XP_013219956.1
OG0009904	XP_038400135.1	XP_005338821.2
OG0009905	XP_038400153.1	XP_005338811.2
OG0009906	XP_038400185.1	XP_040131608.1
OG0009907	XP_038400200.1	XP_005338788.1
OG0009908	XP_038400213.1	XP_005338777.1
OG0009909	XP_038400236.1	XP_005338778.1
OG0009910	XP_038400268.1	XP_013219929.1
OG0009911	XP_038400282.1	XP_005338857.1
OG0009912	XP_038400345.1	XP_021580360.1
OG0009913	XP_038400363.1	XP_005322721.1
OG0009914	XP_038400411.1	XP_005322737.1
OG0009915	XP_038400468.1	XP_040132442.1
OG0009916	XP_038400472.1	XP_040131296.1
OG0009917	XP_038400478.1	XP_005322758.1
OG0009918	XP_038400495.1	XP_040131235.1
OG0009919	XP_038400526.1	XP_040130788.1
OG0009920	XP_038400557.1	XP_021586356.1
OG0009921	XP_038400575.1	XP_040131125.1
OG0009922	XP_038400592.1	XP_005342913.3
OG0009923	XP_038400593.1	XP_013212985.1
OG0009924	XP_038400605.1	XP_040131088.1
OG0009925	XP_038437664.1	NP_001269189.1
OG0009926	XP_038400688.1	XP_005338016.1
OG0009927	XP_038400696.1	XP_005338012.1
OG0009928	XP_038400727.1	XP_021580404.2
OG0009929	XP_038400730.1	XP_005322789.1
OG0009930	XP_038400732.1	XP_005322794.1
OG0009931	XP_038400788.1	XP_005322814.1
OG0009932	XP_038400793.1	XP_040131627.1
OG0009933	XP_038400841.1	XP_013212949.2
OG0009934	XP_038400880.1	XP_005322851.3
OG0009935	XP_038400892.1	XP_005322859.1
OG0009936	XP_038400976.1	XP_013212974.1
OG0009937	XP_038401036.1	XP_040132028.1
OG0009938	XP_038401091.1	XP_005321256.1
OG0009939	XP_038401109.1	XP_040130452.1
OG0009940	XP_038401178.1	XP_005321386.2
OG0009941	XP_038401189.1	XP_013212255.2
OG0009942	XP_038401193.1	XP_021579449.1
OG0009943	XP_038401194.1	XP_005321292.1
OG0009944	XP_038401199.1	XP_005321296.2
OG0009945	XP_038401214.1	XP_005321389.1
OG0009946	XP_038401229.1	XP_005321304.1
OG0009947	XP_038401272.1	XP_021579480.1
OG0009948	XP_038401284.1	XP_005321391.3
OG0009949	XP_038401329.1	XP_040130714.1
OG0009950	XP_038401330.1	XP_040130717.1
OG0009951	XP_038401350.1	XP_040132279.1
OG0009952	XP_038401361.1	XP_040130409.1
OG0009953	XP_038401363.1	XP_021579527.1
OG0009954	XP_038401423.1	XP_021579396.2
OG0009955	XP_038401425.1	XP_005321358.1
OG0009956	XP_038401431.1	XP_021579499.1
OG0009957	XP_038401509.1	XP_005339207.1
OG0009958	XP_038401511.1	XP_021591514.1
OG0009959	XP_038401517.1	XP_040130529.1
OG0009960	XP_038401585.1	XP_021587747.1
OG0009961	XP_038401599.1	XP_005333984.1
OG0009962	XP_038401681.1	XP_021576358.2
OG0009963	XP_038401726.1	XP_005341066.1
OG0009964	XP_038401809.1	XP_021588437.1
OG0009965	XP_038401842.1	XP_040129824.1
OG0009966	XP_038401860.1	XP_005334749.1
OG0009967	XP_038401874.1	XP_040131431.1
OG0009968	XP_038401911.1	XP_005341059.1
OG0009969	XP_038441833.1, XP_038401927.1	XP_021586407.1
OG0009970	XP_038401960.1	XP_005321734.1
OG0009971	XP_038401962.1	XP_040124856.1
OG0009972	XP_038401964.1, XP_038406482.1	XP_005322306.1
OG0009973	XP_038401985.1	XP_013219038.1
OG0009974	XP_038401997.1	XP_040124243.1
OG0009975	XP_038402001.1	XP_005332790.1
OG0009976	XP_038402012.1	XP_005332643.1
OG0009977	XP_038402013.1	XP_021586874.1
OG0009978	XP_038402027.1	XP_005321909.1
OG0009979	XP_038402065.1	XP_005321840.1
OG0009980	XP_038402066.1	XP_005321834.1
OG0009981	XP_038402108.1	XP_005342035.2, XP_040124223.1
OG0009982	XP_038402110.1	XP_005342030.3
OG0009983	XP_038402211.1	XP_013217130.1
OG0009984	XP_038402257.1	XP_021586956.1, XP_040124281.1
OG0009985	XP_038402269.1	XP_005332703.1
OG0009986	XP_038402296.1	XP_040124300.1
OG0009987	XP_038402306.1	XP_005332686.1
OG0009988	XP_038402439.1	XP_005332663.1
OG0009989	XP_038402495.1	XP_040124574.1
OG0009990	XP_038402499.1	XP_040124368.1
OG0009991	XP_038402511.1	XP_013217111.1
OG0009992	XP_038402543.1	XP_040124396.1
OG0009993	XP_038402548.1	XP_005332606.1
OG0009994	XP_038402569.1	XP_005332595.1
OG0009995	XP_038402571.1	XP_005332594.1
OG0009996	XP_038402573.1	XP_005332753.1
OG0009997	XP_038402630.1	XP_040124430.1
OG0009998	XP_038402632.1	XP_005336032.2
OG0009999	XP_038402646.1	XP_005336041.1
OG0010000	XP_038402651.1	XP_040124450.1
OG0010001	XP_038402748.1	XP_005328282.1
OG0010002	XP_038402787.1	XP_013215372.1
OG0010003	XP_038402823.1	XP_021584083.1
OG0010004	XP_038402834.1	XP_005328250.1
OG0010005	XP_038402847.1	XP_021584074.1
OG0010006	XP_038402852.1	XP_005328242.1
OG0010007	XP_038402859.1	XP_021584063.1
OG0010008	XP_038402876.1	XP_005328235.3
OG0010009	XP_038402882.1	XP_005328230.1
OG0010010	XP_038402961.1, XP_038402913.1	XP_040124830.1
OG0010011	XP_038403020.1	XP_021584012.2
OG0010012	XP_038403025.1	XP_021584006.1
OG0010013	XP_038403032.1	XP_021584018.2
OG0010014	XP_038403043.1	XP_040124651.1
OG0010015	XP_038403062.1	XP_040124652.1
OG0010016	XP_038403073.1	XP_005328159.1
OG0010017	XP_038403109.1	XP_005328150.1
OG0010018	XP_038403118.1	XP_005328147.1
OG0010019	XP_038403122.1	XP_005328312.1
OG0010020	XP_038403141.1	XP_021579935.1
OG0010021	XP_038403155.1	XP_021579933.1
OG0010022	XP_038403163.1	XP_040124683.1
OG0010023	XP_038403178.1	XP_021579817.1
OG0010024	XP_038403184.1	XP_005321945.1
OG0010025	XP_038403198.1	XP_005321938.1
OG0010026	XP_038403201.1	XP_005321936.1
OG0010027	XP_038403226.1	XP_021579918.1
OG0010028	XP_038403230.1	XP_005321925.1
OG0010029	XP_038403274.1	XP_005321914.1
OG0010030	XP_038403275.1	XP_005321912.1
OG0010031	XP_038403276.1	XP_005321911.1
OG0010032	XP_038403281.1	XP_040124724.1
OG0010033	XP_038403307.1	XP_005321880.1
OG0010034	XP_038403325.1	XP_005321869.1
OG0010035	XP_038403328.1	XP_021579871.1
OG0010036	XP_038403373.1	XP_021579854.1
OG0010037	XP_038403386.1	XP_040126444.1
OG0010038	XP_038403396.1	XP_005321809.1
OG0010039	XP_038403414.1	XP_040124779.1
OG0010040	XP_038403435.1	XP_021579693.2
OG0010041	XP_038403440.1	XP_005321804.2
OG0010042	XP_038403449.1	XP_005321800.1
OG0010043	XP_038403452.1, XP_038403451.1	XP_005321798.2
OG0010044	XP_038403453.1	XP_005322010.1
OG0010045	XP_038403508.1	XP_040126446.1
OG0010046	XP_038403519.1, XP_038403520.1	XP_005321774.1
OG0010047	XP_038403531.1	XP_005321764.1
OG0010048	XP_038403540.1	XP_005321757.1
OG0010049	XP_038403560.1	XP_005321747.1
OG0010050	XP_038403563.1	XP_005321731.1
OG0010051	XP_038403673.1	XP_005321665.1
OG0010052	XP_038403683.1	XP_005321661.1
OG0010053	XP_038403736.1	XP_005321653.1
OG0010054	XP_038403753.1	XP_013212587.3
OG0010055	XP_038403775.1	XP_040124959.1, XP_040124958.1
OG0010056	XP_038403788.1	XP_005321645.1
OG0010057	XP_038403885.1	XP_013212502.1
OG0010058	XP_038403888.1	XP_040126455.1
OG0010059	XP_038403918.1	XP_005321595.1
OG0010060	XP_038403955.1	XP_040125042.1
OG0010061	XP_038403986.1	XP_021579681.2
OG0010062	XP_038403995.1	XP_021579706.1
OG0010063	XP_038404007.1	XP_005321547.2
OG0010064	XP_038404033.1	XP_040125065.1
OG0010065	XP_038404069.1	XP_005327835.1
OG0010066	XP_038404108.1	XP_005327851.1
OG0010067	XP_038404116.1	XP_013215223.2
OG0010068	XP_038404117.1	XP_005327855.1
OG0010069	XP_038404121.1	XP_040126461.1
OG0010070	XP_038404165.1	XP_005327877.1
OG0010071	XP_038404170.1	XP_021583758.1
OG0010072	XP_038404172.1	XP_005327882.1
OG0010073	XP_038404193.1	XP_005327884.1
OG0010074	XP_038404201.1	XP_040125122.1
OG0010075	XP_038404227.1	XP_040125140.1
OG0010076	XP_038404374.1	XP_040125202.1
OG0010077	XP_038404399.1	XP_005327955.1
OG0010078	XP_038404408.1	XP_005327962.1
OG0010079	XP_038404420.1	XP_040126466.1
OG0010080	XP_038404424.1	XP_005327964.1
OG0010081	XP_038404427.1	XP_040125219.1
OG0010082	XP_038404475.1	XP_005337357.1
OG0010083	XP_038404492.1	XP_021590240.1
OG0010084	XP_038404496.1	XP_040126478.1
OG0010085	XP_038404515.1	XP_021589974.1
OG0010086	XP_038404583.1	XP_005336934.1
OG0010087	XP_038404608.1	XP_005336946.1
OG0010088	XP_038404680.1	XP_005336988.1
OG0010089	XP_038404722.1	XP_021589955.2
OG0010090	XP_038404759.1	XP_005337023.1
OG0010091	XP_038404788.1	XP_005337007.1
OG0010092	XP_038404814.1	XP_040139773.1
OG0010093	XP_038404825.1	XP_013212120.1
OG0010094	XP_038404846.1	XP_021579348.1
OG0010095	XP_038404856.1	XP_040139772.1
OG0010096	XP_038404925.1	XP_005321149.1
OG0010097	XP_038404945.1	XP_005321239.1
OG0010098	XP_038404951.1	XP_005321237.1
OG0010099	XP_038404960.1	XP_040139770.1
OG0010100	XP_038404986.1	XP_040142428.1
OG0010101	XP_038405001.1	XP_005321130.1
OG0010102	XP_038405078.1	XP_040142383.1
OG0010103	XP_038405170.1	XP_005321066.1
OG0010104	XP_038405210.1	XP_005321048.1
OG0010105	XP_038405222.1	XP_021579234.1
OG0010106	XP_038405259.1	XP_040142268.1
OG0010107	XP_038405261.1	XP_040139764.1
OG0010108	XP_038405316.1	XP_021579206.1
OG0010109	XP_038405317.1	XP_040142236.1
OG0010110	XP_038405333.1	XP_005321000.1
OG0010111	XP_038405334.1	XP_040142217.1
OG0010112	XP_038405390.1	XP_040142190.1
OG0010113	XP_038405411.1	XP_040124309.1, XP_021586864.2
OG0010114	XP_038405415.1	XP_040124577.1
OG0010115	XP_038405456.1	XP_005340083.1
OG0010116	XP_038405478.1	XP_005322184.1
OG0010117	XP_038405493.1	XP_005328765.1
OG0010118	XP_038405496.1	XP_040136261.1
OG0010119	XP_038405499.1	XP_040136233.1
OG0010120	XP_038405522.1	XP_021589146.1
OG0010121	XP_038405570.1	XP_005335677.1
OG0010122	XP_038405594.1	XP_040136403.1
OG0010123	XP_038405600.1	XP_005335687.2
OG0010124	XP_038405602.1	XP_005335688.1
OG0010125	XP_038405643.1	XP_021589178.1
OG0010126	XP_038405675.1	XP_005335719.1
OG0010127	XP_038405713.1, XP_038406838.1	XP_040136365.1
OG0010128	XP_038405734.1	XP_021589207.1
OG0010129	XP_038405736.1	XP_005335749.1
OG0010130	XP_038405757.1	XP_005335761.2
OG0010131	XP_038405808.1	XP_005328744.1
OG0010132	XP_038405815.1	XP_005328748.1
OG0010133	XP_038405841.1	XP_005328752.1
OG0010134	XP_038405846.1	XP_040136309.1
OG0010135	XP_038405856.1	XP_040136303.1
OG0010136	XP_038405882.1	XP_013215576.1
OG0010137	XP_038405895.1	XP_040136272.1
OG0010138	XP_038405945.1	XP_005330472.1
OG0010139	XP_038405947.1	XP_021585585.2
OG0010140	XP_038405962.1	XP_005330488.3, XP_040136237.1
OG0010141	XP_038405998.1	XP_040137712.1
OG0010142	XP_038406033.1	XP_021588711.1
OG0010143	XP_038406053.1	XP_005335058.1
OG0010144	XP_038406058.1	XP_013218181.1
OG0010145	XP_038406138.1	XP_005335076.1
OG0010147	XP_038406202.1	XP_005338642.2
OG0010148	XP_038406225.1	XP_040132958.1
OG0010149	XP_038406243.1	XP_005338636.1
OG0010150	XP_038406257.1	XP_005338633.3
OG0010151	XP_038406319.1	XP_040137729.1
OG0010152	XP_038406351.1	XP_005322263.1
OG0010153	XP_038406360.1	XP_013212726.1
OG0010154	XP_038406373.1	XP_005322270.1
OG0010155	XP_038406374.1	XP_005322274.1
OG0010156	XP_038406377.1	XP_040126431.1, XP_021580075.2
OG0010157	XP_038406380.1	XP_005322278.2
OG0010158	XP_038406400.1	XP_005322284.1
OG0010159	XP_038406417.1	XP_040146840.1, XP_040133661.1
OG0010160	XP_038406446.1	XP_021580084.1
OG0010161	XP_038406449.1	XP_040133773.1
OG0010162	XP_038406459.1	XP_005322297.1
OG0010163	XP_038406473.1	XP_013212777.2
OG0010164	XP_038406484.1	XP_040133879.1
OG0010165	XP_038406551.1	XP_040134102.1
OG0010166	XP_038406555.1	XP_040137734.1
OG0010167	XP_038406562.1	XP_005322322.1
OG0010168	XP_038406571.1	XP_005322328.1
OG0010169	XP_038406579.1	XP_005322493.1
OG0010170	XP_038406580.1	XP_005322333.1
OG0010171	XP_038406630.1	XP_040134495.1
OG0010172	XP_038406654.1	XP_005322361.1
OG0010173	XP_038406678.1	XP_021580136.1
OG0010174	XP_038406714.1	XP_040134824.1
OG0010175	XP_038406730.1	XP_005322507.1
OG0010176	XP_038406733.1	XP_005322390.1
OG0010177	XP_038406762.1	XP_021576288.2
OG0010178	XP_038406788.1	XP_040126820.1
OG0010179	XP_038406805.1	XP_005339141.1
OG0010180	XP_038406832.1	XP_013219803.1
OG0010181	XP_038406939.1	XP_021589690.1
OG0010182	XP_038407043.1	XP_005339651.1
OG0010183	XP_038407044.1	XP_005339649.3
OG0010184	XP_038407046.1	XP_040126684.1
OG0010185	XP_038407085.1	XP_005324578.1
OG0010186	XP_038407093.1	XP_040126977.1
OG0010187	XP_038407097.1	XP_005324575.1
OG0010188	XP_038407139.1	XP_005324558.1
OG0010189	XP_038407156.1	XP_005324547.2
OG0010190	XP_038407162.1	XP_021581504.1
OG0010191	XP_038407170.1	XP_040126933.1
OG0010192	XP_038407171.1	XP_005324527.1
OG0010193	XP_038407182.1	XP_005322053.1
OG0010194	XP_038407203.1	XP_040127252.1
OG0010195	XP_038407230.1	XP_005322080.1
OG0010196	XP_038407258.1	XP_013212616.1
OG0010197	XP_038407263.1	XP_005322094.1
OG0010198	XP_038407280.1	XP_005322097.1
OG0010199	XP_038407291.1	XP_013212626.3
OG0010200	XP_038407328.1	XP_005322110.1
OG0010201	XP_038407422.1	XP_005322160.1
OG0010202	XP_038407493.1	XP_013212681.1
OG0010203	XP_038423195.1, XP_038407516.1	XP_040146378.1
OG0010204	XP_038407520.1	XP_005343110.3
OG0010205	XP_038407521.1	XP_005322185.1
OG0010206	XP_038407522.1	XP_005322186.1
OG0010207	XP_038407530.1	XP_021591714.1
OG0010208	XP_038407552.1	XP_040141837.1
OG0010209	XP_038418291.1, XP_038407566.1	XP_005337682.1
OG0010210	XP_038407620.1	XP_005340941.1
OG0010211	XP_038407630.1	XP_013215241.1
OG0010212	XP_038407634.1	XP_005339390.1
OG0010213	XP_038407736.1	XP_013218561.1
OG0010214	XP_038407737.1	XP_005335787.1
OG0010215	XP_038407747.1	XP_040128184.1
OG0010216	XP_038407761.1	XP_005339540.1
OG0010217	XP_038407766.1	XP_013220274.1
OG0010218	XP_038407781.1	XP_005339552.1
OG0010219	XP_038407820.1	XP_040128204.1
OG0010220	XP_038407858.1	XP_005330930.1
OG0010221	XP_038416176.1	XP_005330853.1
OG0010222	XP_038407874.1	XP_040129282.1
OG0010223	XP_038407899.1	XP_005330937.1
OG0010224	XP_038407922.1	XP_021585918.1
OG0010225	XP_038407930.1	XP_021585925.1
OG0010226	XP_038407984.1	XP_021581324.1
OG0010227	XP_038407986.1	XP_005324201.1
OG0010228	XP_038408010.1	XP_005335849.1
OG0010229	XP_038408039.1	XP_013218556.1
OG0010230	XP_038408126.1	XP_021587278.1
OG0010231	XP_038408130.1	XP_005333243.1
OG0010232	XP_038408152.1	XP_040129278.1
OG0010233	XP_038408167.1	XP_021587285.1
OG0010234	XP_038408253.1	XP_005328026.1
OG0010235	XP_038408256.1, XP_038409177.1	XP_005320958.1
OG0010236	XP_038408268.1	XP_021583865.1
OG0010237	XP_038408269.1	XP_040141690.1
OG0010238	XP_038408321.1	XP_040141732.1
OG0010239	XP_038408356.1	XP_040139737.1
OG0010240	XP_038408361.1	XP_021583884.1
OG0010241	XP_038408414.1	XP_005335952.1
OG0010242	XP_038408432.1	XP_005335959.1
OG0010243	XP_038408436.1	XP_040141780.1
OG0010244	XP_038445536.1, XP_038408439.1	XP_040141782.1
OG0010245	XP_038408494.1	XP_005334245.1
OG0010246	XP_038408521.1	XP_005326229.1
OG0010247	XP_038408528.1	XP_005326245.1
OG0010248	XP_038408540.1	XP_005326250.1
OG0010249	XP_038408575.1	XP_040141859.1
OG0010250	XP_038408612.1, XP_038409216.1	XP_021582620.1
OG0010251	XP_038408672.1	XP_040141948.1
OG0010252	XP_038408699.1	XP_013214497.1
OG0010253	XP_038408711.1	XP_013214529.1
OG0010254	XP_038408723.1	XP_040141969.1
OG0010255	XP_038408731.1	XP_040141971.1
OG0010256	XP_038408781.1	XP_005326351.1
