Orthogroup	Canis_lupus_familiaris	Mus_musculus
OG0005635	XP_038405276.1	NP_796319.1, XP_006498038.1, NP_001349848.1, NP_001277554.1, NP_001349850.1
OG0005636	XP_038405353.1	NP_666233.2, NP_001349885.1, NP_001349887.1, XP_006498058.1
OG0005637	XP_038405518.1, XP_038405519.1, XP_038405520.1, XP_038405521.1	NP_034402.1
OG0005638	XP_038405530.1	XP_030101251.1
OG0005639	XP_038405618.1	XP_006513643.1
OG0005640	XP_038405696.1	NP_001092259.1
OG0005641	XP_038405722.1	NP_473438.1, NP_001346209.1
OG0005642	XP_038405765.1	NP_001345899.1
OG0005643	XP_038405916.1, XP_038445496.1	NP_001345696.1, NP_031662.2
OG0005644	XP_038406169.1	NP_057923.2, XP_036015118.1
OG0005645	XP_038406233.1	NP_001345570.1
OG0005646	XP_038406253.1	NP_075964.1, XP_030104585.1
OG0005647	XP_038406258.1	NP_001258340.1, NP_001258342.1, NP_083004.1, NP_001258341.1, NP_001258343.1
OG0005648	XP_038406354.1	NP_081013.1
OG0005649	XP_038406364.1	NP_001345551.1
OG0005650	XP_038406369.1, XP_038406367.1, XP_038406372.1, XP_038406370.1, XP_038406371.1	NP_001157792.1, XP_006520805.1
OG0005651	XP_038406418.1	NP_001276371.1, NP_034945.1
OG0005652	XP_038406603.1	NP_038673.2, NP_001317615.1
OG0005653	XP_038406697.1	NP_082985.2
OG0005654	XP_038406837.1	XP_006495688.1, NP_796058.1
OG0005655	XP_038407098.1	XP_006524064.1, NP_001157095.1, NP_001157096.1, NP_666096.3, NP_001157094.1
OG0005656	XP_038407479.1	XP_030111511.1, NP_083521.2
OG0005657	XP_038407648.1	NP_001334391.1
OG0005658	XP_038407688.1	XP_006532904.1, NP_766145.1
OG0005659	XP_038407754.1	NP_001299834.1, XP_030106191.1
OG0005660	XP_038407937.1	NP_001120810.1, NP_613066.2
OG0005661	XP_038408610.1, XP_038408611.1	XP_006537872.1
OG0005662	XP_038408619.1, XP_038408621.1, XP_038408620.1	NP_001171051.1, NP_001257360.1, NP_001257361.1
OG0005663	XP_038408831.1	NP_068683.1
OG0005664	XP_038409152.1	NP_996992.1, XP_006538167.1, NP_062387.2
OG0005665	XP_038409189.1	XP_036018409.1, NP_080973.1
OG0005666	XP_038409214.1	NP_033866.4
OG0005668	XP_038409259.1	NP_659105.2
OG0005669	XP_038409286.1	XP_006537675.1, NP_032101.3
OG0005670	XP_038409291.1	NP_951013.1
OG0005671	XP_038409386.1	XP_006523598.1, NP_001185760.1
OG0005672	XP_038409487.1	NP_001411919.1, NP_035820.3
OG0005673	XP_038409529.1	NP_033910.2, XP_006523594.1
OG0005674	XP_038409539.1	NP_063926.1
OG0005675	XP_038409692.1	NP_766615.1
OG0005676	XP_038409831.1	XP_006525077.1, NP_076223.3
OG0005677	XP_038409845.1	NP_083067.1
OG0005678	XP_038409911.1	XP_006525162.1, NP_690036.4
OG0005679	XP_038409975.1	NP_031658.1, NP_001075104.1, NP_001075105.1
OG0005680	XP_038409979.1	NP_001397116.1
OG0005681	XP_038410054.1	XP_006524986.1, NP_780377.1
OG0005682	XP_038410105.1	NP_001397083.1
OG0005684	XP_038410332.1	NP_796209.2
OG0005685	XP_038410346.1	NP_032948.1
OG0005686	XP_038410569.1	XP_006511233.1, NP_848853.2
OG0005687	XP_038410573.1	NP_001387706.1, NP_077157.2
OG0005688	XP_038410575.1	NP_955020.2, XP_030100298.1
OG0005689	XP_038410823.1	XP_006512633.1, NP_612188.1
OG0005690	XP_038411071.1	NP_032313.2
OG0005691	XP_038411073.1	XP_006520118.1, NP_663444.2
OG0005692	XP_038411087.1	NP_001355594.1
OG0005693	XP_038411241.1	NP_073559.3, NP_001157938.1
OG0005694	XP_038411276.1	NP_778174.1
OG0005695	XP_038411310.1	NP_766404.1
OG0005696	XP_038411315.1	NP_796199.1, XP_006521143.1
OG0005697	XP_038411525.1	XP_006521456.1, NP_808487.2
OG0005698	XP_038411571.1, XP_038411570.1	NP_775541.1, XP_006520990.1
OG0005699	XP_038411782.1	NP_001263251.1, NP_001395003.1
OG0005700	XP_038411901.1	XP_036021473.1, NP_076273.1
OG0005701	XP_038411958.1	NP_598682.2
OG0005702	XP_038411985.1	NP_081226.1
OG0005703	XP_038412019.1	NP_001153051.1, NP_001153049.1
OG0005704	XP_038412525.1	NP_031620.1
OG0005705	XP_038412576.1	NP_543123.2, XP_036008299.1
OG0005706	XP_038412823.1	XP_006505094.1, NP_001032954.1
OG0005707	XP_038412836.1	NP_001289282.1
OG0005708	XP_038413063.1	NP_001334142.1
OG0005709	XP_038413126.1	XP_036021932.1
OG0005710	XP_038413369.1	XP_006505098.1, NP_112475.1
OG0005711	XP_038413505.1, XP_038413502.1	XP_006503156.1, NP_758500.2
OG0005712	XP_038413507.1	NP_001020738.1, NP_570935.3, XP_017175446.1
OG0005713	XP_038413528.1	NP_065260.2
OG0005714	XP_038413779.1	NP_080836.3
OG0005715	XP_038413843.1	NP_700451.2, XP_011238780.1
OG0005716	XP_038413852.1	NP_694817.2, XP_036020430.1
OG0005717	XP_038413910.1	NP_062690.2, NP_001157263.1
OG0005718	XP_038413965.1	NP_666262.2
OG0005719	XP_038413997.1	NP_038904.1
OG0005720	XP_038414060.1, XP_038414061.1	NP_001158029.1
OG0005721	XP_038414166.1	XP_036020311.1, NP_573513.2, NP_001153053.1, NP_001303676.1
OG0005722	XP_038414358.1	NP_001122106.1, XP_006518907.1
OG0005723	XP_038414407.1	NP_056587.2
OG0005724	XP_038414415.1	NP_056596.1
OG0005725	XP_038414457.1	NP_001355665.1
OG0005726	XP_038414559.1, XP_038414560.1	NP_031910.1, NP_001366385.1
OG0005727	XP_038414661.1	NP_598429.1, XP_006513434.1
OG0005728	XP_038414664.1	XP_030101220.1
OG0005729	XP_038414736.1	NP_080135.2, XP_030100660.1
OG0005730	XP_038414793.1	XP_030100815.1, NP_619614.1
OG0005731	XP_038415013.1, XP_038415014.1	NP_001397372.1
OG0005732	XP_038415062.1	NP_848788.2, XP_030108393.1, NP_001240648.1
OG0005733	XP_038415138.1	NP_001106821.1, XP_006508880.1, NP_795925.1, NP_001273398.1
OG0005734	XP_038415173.1, XP_038415430.1, XP_038424439.1	NP_081532.1
OG0005735	XP_038415209.1	NP_001404551.1, NP_598435.1
OG0005736	XP_038415342.1	NP_001094977.1
OG0005737	XP_038415384.1	NP_001397613.1
OG0005738	XP_038415514.1	NP_001139780.1
OG0005739	XP_038415656.1	NP_001240821.1
OG0005740	XP_038415658.1	XP_006535849.1, NP_071863.1
OG0005741	XP_038415869.1	NP_032898.2, XP_036009719.1
OG0005742	XP_038416110.1	NP_001193778.1
OG0005743	XP_038416234.1	XP_017168016.1, NP_062708.1
OG0005744	XP_038416237.1	NP_038550.2, XP_017168059.1
OG0005745	XP_038416323.1, XP_038416324.1	NP_080554.1, XP_006509546.1
OG0005746	XP_038416355.1	NP_032417.3, XP_011240477.1
OG0005747	XP_038416570.1	NP_001153215.1
OG0005748	XP_038416583.1	NP_742046.2
OG0005749	XP_038416669.1	NP_061283.2
OG0005750	XP_038416672.1	XP_006515238.1, NP_080623.2
OG0005751	XP_038416680.1	XP_006515114.1, NP_065639.2
OG0005752	XP_038416966.1, XP_038416967.1	NP_001408377.1
OG0005753	XP_038445272.1, XP_038417053.1	XP_006504224.1, NP_598517.1
OG0005754	XP_038417099.1	NP_084455.2
OG0005755	XP_038417293.1, XP_038417291.1, XP_038417296.1, XP_038417295.1, XP_038417292.1, XP_038417294.1	XP_006495909.1, NP_700457.1
OG0005756	XP_038417419.1	NP_001139560.1, NP_062324.2, NP_001139559.1
OG0005757	XP_038417585.1	NP_291084.1, XP_006506870.1
OG0005758	XP_038417657.1	XP_011239547.1, NP_032664.1
OG0005759	XP_038442510.1, XP_038417718.1	NP_062415.1
OG0005760	XP_038417810.1	NP_919324.2, NP_001159424.1, XP_011238402.1, NP_001159425.1
OG0005761	XP_038417829.1, XP_038417830.1	NP_780761.1
OG0005762	XP_038417832.1, XP_038417831.1	NP_001397040.1
OG0005763	XP_038418060.1	NP_082207.2
OG0005764	XP_038418063.1, XP_038418064.1	XP_036018952.1, NP_659148.2, NP_001288634.1
OG0005766	XP_038418431.1	XP_036017598.1, NP_653115.1
OG0005767	XP_038418437.1	NP_705781.1, XP_011246921.1
OG0005768	XP_038418669.1	XP_006535868.1, NP_081260.1
OG0005769	XP_038418728.1	NP_083253.1
OG0005770	XP_038418737.1	NP_035333.2, NP_001343520.1, NP_001343521.1, XP_036020804.1, NP_001343519.1
OG0005771	XP_038418792.1	XP_030109906.1, NP_083158.3
OG0005772	XP_038418885.1	NP_058570.1
OG0005773	XP_038418914.1	NP_001292187.1
OG0005774	XP_038419096.1	NP_001361597.1, NP_034951.2
OG0005775	XP_038419163.1, XP_038419164.1	XP_036018484.1
OG0005776	XP_038419174.1	XP_011237707.1, NP_001408002.1, NP_892035.2, NP_001129553.1, NP_001408001.1, NP_001408000.1
OG0005777	XP_038419308.1	XP_006499230.1, NP_001171201.1, NP_001342208.1, NP_038867.2
OG0005778	XP_038419377.1, XP_038419376.1	NP_001403867.1, NP_031725.1
OG0005779	XP_038419386.1	XP_006499317.1, NP_001277702.1
OG0005780	XP_038419528.1	NP_001272419.1, XP_006508567.1, NP_001272418.1, NP_032698.1
OG0005781	XP_038419540.1	NP_077251.1
OG0005782	XP_038419556.1	XP_006508582.1, NP_001106844.3, NP_001074839.3
OG0005783	XP_038419582.1	NP_001334465.2
OG0005784	XP_038419654.1	NP_001390539.1, NP_001390538.1, NP_062322.3, NP_001154900.2
OG0005785	XP_038419668.1	NP_001263213.1, NP_057875.1, NP_001396683.1, NP_001396682.1, XP_036017297.1
OG0005786	XP_038419670.1	NP_080165.1
OG0005787	XP_038420027.1	NP_064308.2
OG0005788	XP_038420040.1	NP_036151.1
OG0005789	XP_038420083.1	XP_006526704.1
OG0005790	XP_038420301.1	XP_006527365.1, NP_598450.1, NP_001355113.1
OG0005791	XP_038420409.1	NP_666855.1, NP_001011835.1
OG0005792	XP_038420476.1, XP_038420481.1, XP_038420477.1, XP_038420479.1, XP_038420478.1, XP_038420480.1	NP_081830.2
OG0005793	XP_038420523.1	NP_058554.1
OG0005794	XP_038420676.1	NP_062383.2
OG0005795	XP_038420694.1	NP_765987.2, XP_006506591.1
OG0005796	XP_038420781.1, XP_038420780.1, XP_038420779.1	NP_001020552.1
OG0005797	XP_038420786.1	NP_036076.2, XP_036017049.1
OG0005798	XP_038420905.1	NP_034896.1
OG0005799	XP_038421040.1	NP_001385605.1
OG0005800	XP_038421065.1, XP_038421066.1, XP_038421067.1	NP_001342225.1
OG0005801	XP_038421128.1	NP_892039.1, XP_011237506.1
OG0005802	XP_038421269.1	NP_001152995.1
OG0005803	XP_038421284.1	NP_082645.1
OG0005804	XP_038421423.1	XP_006506457.1, NP_061232.1
OG0005805	XP_038421455.1	NP_032018.2, XP_006505593.1, NP_001074906.1
OG0005806	XP_038421487.1	NP_766318.2, XP_030111207.1
OG0005807	XP_038421565.1, XP_038421564.1	NP_848818.1
OG0005808	XP_038421586.1, XP_038421585.1	NP_001334285.1
OG0005809	XP_038421609.1	NP_665825.2, NP_001029201.1
OG0005810	XP_038421673.1, XP_038421672.1	NP_598687.1
OG0005811	XP_038421694.1	NP_536696.4
OG0005812	XP_038421760.1	XP_006505790.1, NP_032805.2
OG0005813	XP_038421862.1	NP_001413985.1
OG0005815	XP_038422075.1	XP_006518538.1
OG0005816	XP_038422095.1	NP_598522.4
OG0005817	XP_038422105.1	XP_006518648.1, NP_001411400.1
OG0005818	XP_038422157.1	NP_001295393.1
OG0005819	XP_038422208.1	NP_067542.3, XP_006511842.1
OG0005820	XP_038422326.1	XP_006511717.1, NP_001400491.1, NP_033100.2
OG0005821	XP_038422336.1	NP_035764.2
OG0005822	XP_038422378.1	NP_001346357.1, XP_030100576.1, NP_084351.1
OG0005823	XP_038422503.1	NP_001406571.1
OG0005824	XP_038422668.1	XP_030099615.1, NP_001355320.1, NP_081757.1
OG0005825	XP_038422754.1	NP_001317616.1, NP_035949.2
OG0005826	XP_038422784.1	NP_001411735.1
OG0005827	XP_038422843.1	XP_011240619.1
OG0005828	XP_038422948.1	NP_001028335.1
OG0005829	XP_038422951.1	XP_030100875.1
OG0005830	XP_038422989.1, XP_038422990.1	NP_033081.3
OG0005831	XP_038423040.1	NP_080064.3, XP_006531355.1
OG0005832	XP_038423044.1, XP_038423045.1, XP_038423043.1, XP_038423046.1	NP_032561.2, XP_006530807.1
OG0005834	XP_038423090.1	NP_001001493.1
OG0005835	XP_038423091.1	NP_001182460.1
OG0005836	XP_038423202.1	XP_011240868.1, NP_001185723.2
OG0005837	XP_038423327.1	NP_001346052.1
OG0005838	XP_038423449.1, XP_038423450.1, XP_038423447.1, XP_038423448.1	NP_001002842.2
OG0005839	XP_038423728.1	XP_006513357.1
OG0005840	XP_038423738.1	NP_081657.1
OG0005841	XP_038423867.1	NP_663396.1, XP_017169383.1
OG0005842	XP_038423949.1	XP_017169541.1, NP_079589.2
OG0005843	XP_038423967.1	NP_031751.1
OG0005844	XP_038423972.1	XP_036011628.1
OG0005845	XP_038440790.1	NP_766253.2
OG0005845	XP_038424046.1	NP_001346931.1
OG0005846	XP_038424056.1	NP_001108559.1
OG0005847	XP_038424144.1, XP_038424143.1	XP_036010831.1, NP_001164258.1
OG0005848	XP_038424231.1	XP_017168908.1, NP_795950.3
OG0005849	XP_038424265.1	NP_082555.2, NP_001344328.1, NP_001344329.1
OG0005850	XP_038424471.1	NP_079684.2
OG0005851	XP_038424544.1	XP_011239939.1
OG0005852	XP_038424555.1	NP_001405392.1, NP_057929.1
OG0005853	XP_038424718.1, XP_038424719.1	NP_033840.2, XP_011239959.1
OG0005854	XP_038424722.1	NP_001075148.1, XP_017167892.1, NP_001269017.1
OG0005855	XP_038424779.1	NP_001371113.1
OG0005856	XP_038424789.1	NP_001229294.1, NP_001229292.1, NP_950174.1, XP_006508314.1, NP_001229293.1
OG0005858	XP_038424924.1, XP_038424923.1, XP_038424925.1	XP_006508115.1, NP_001035790.1
OG0005859	XP_038436035.1, XP_038425052.1, XP_038442398.1	NP_598612.1, NP_001036117.1, XP_030102424.1
OG0005860	XP_038425206.1	NP_001277715.1, NP_766567.1
OG0005861	XP_038425443.1	NP_780325.1
OG0005862	XP_038425473.1	XP_006519609.1, NP_081857.1, NP_001391566.1
OG0005863	XP_038425510.1, XP_038425511.1	NP_080490.3
OG0005864	XP_038425534.1	NP_780578.1
OG0005867	XP_038425830.1	XP_017171477.1
OG0005868	XP_038425904.1	NP_082927.1, XP_006519573.1, NP_001347528.1, NP_001347527.1
OG0005869	XP_038426008.1	NP_056619.1
OG0005870	XP_038426030.1	XP_006508824.1, NP_848823.2
OG0005871	XP_038426047.1	XP_036009778.1, NP_758486.1
OG0005873	XP_038426191.1	NP_080455.1
OG0005874	XP_038426425.1	NP_001034454.1, NP_032640.1
OG0005875	XP_038426447.1, XP_038426446.1	XP_036010724.1, NP_848791.3
OG0005876	XP_038426478.1	NP_001271437.1, NP_001397165.1
OG0005877	XP_038426480.1	NP_001369764.1, XP_006512311.1, NP_001344275.2, NP_081191.1
OG0005878	XP_038426509.1	XP_006512442.1, NP_083371.2
OG0005879	XP_038426615.1	NP_001276691.1, NP_001276689.1, NP_001276690.1
OG0005880	XP_038426693.1	NP_001271275.1, XP_030101284.1
OG0005881	XP_038426898.1	NP_035008.2
OG0005882	XP_038426926.1, XP_038426925.1	XP_006511307.3, NP_001070892.1
OG0005883	XP_038427080.1	XP_011241021.1
OG0005884	XP_038427159.1	NP_775574.1
OG0005885	XP_038427203.1	NP_001258964.1
OG0005886	XP_038427263.1	NP_473409.1
OG0005887	XP_038427271.1	NP_001365395.1
OG0005888	XP_038427374.1	NP_080701.1
OG0005889	XP_038427520.1	XP_011238131.1, NP_001153112.1, NP_780434.1, NP_001153113.1
OG0005890	XP_038427577.1	XP_006499570.1, NP_932146.2
OG0005891	XP_038427655.1	XP_036015809.1, NP_035556.3
OG0005892	XP_038427669.1	XP_006499667.1, NP_001074631.1
OG0005893	XP_038427724.1, XP_038427723.1	NP_899085.3
OG0005894	XP_038427763.1	NP_938085.1, NP_001278003.1
OG0005895	XP_038427971.1	NP_001291457.1, NP_057870.3
OG0005896	XP_038428198.1	XP_006499126.1
OG0005897	XP_038428281.1	NP_001278083.1, XP_006499721.1, NP_038759.1, NP_001278081.1
OG0005898	XP_038428299.1	NP_001359507.1
OG0005899	XP_038428356.1	XP_006500130.1, NP_080272.1, NP_001278084.1
OG0005900	XP_038428395.1	NP_001405664.1, NP_082237.1, XP_006500256.1, NP_001405663.1
OG0005901	XP_038428520.1	XP_006499044.1, NP_035331.3
OG0005902	XP_038428539.1	NP_001341907.1, NP_056546.2
OG0005903	XP_038428541.1	XP_006500549.1, NP_780512.2
OG0005904	XP_038428608.1	NP_067369.2
OG0005905	XP_038428668.1	NP_079807.1
OG0005906	XP_038428717.1	XP_017173482.1, NP_653083.2
OG0005907	XP_038428908.1	NP_001157001.1, XP_006498639.2, NP_291093.2
OG0005908	XP_038429058.1, XP_038429057.1	NP_062522.1, XP_006509236.1
OG0005909	XP_038429270.1	NP_083740.1
OG0005910	XP_038429480.1	NP_619593.2
OG0005911	XP_038429582.1	NP_067455.5
OG0005912	XP_038429605.1	NP_001240641.1
OG0005913	XP_038429635.1	NP_067433.1
OG0005914	XP_038429679.1	XP_017171415.1
OG0005915	XP_038429795.1	XP_006519501.1, NP_001157554.1, NP_080221.3
OG0005916	XP_038429903.1, XP_038429902.1, XP_038429904.1	XP_006496548.1
OG0005917	XP_038430352.1	NP_001153412.1, NP_765999.3, XP_006529940.1
OG0005918	XP_038430423.1	NP_665836.2
OG0005919	XP_038430458.1	NP_034157.1
OG0005920	XP_038430758.1	XP_036021341.1
OG0005921	XP_038430806.1	XP_017176501.1, NP_063928.2
OG0005922	XP_038430992.1	XP_011246524.1
OG0005923	XP_038431097.1	NP_001405187.1, NP_665852.1, XP_030110373.1, NP_001405185.1
OG0005924	XP_038431105.1	NP_663540.1, XP_006530361.1
OG0005925	XP_038431319.1	NP_001411684.1
OG0005926	XP_038431339.1	NP_035807.2, NP_001035781.1, XP_006530347.1
OG0005927	XP_038431355.1	XP_011246495.1
OG0005928	XP_038431382.1	XP_017176417.1, NP_796266.2
OG0005929	XP_038431465.1	NP_598794.2
OG0005930	XP_038431526.1	NP_001349808.1, XP_036017630.1
OG0005931	XP_038431550.1	NP_083734.1, NP_001404894.1, XP_011242079.1
OG0005932	XP_038431592.1	XP_006514934.1, XP_006524320.1, NP_001347132.1, NP_808387.2
OG0005934	XP_038431627.1	XP_006514957.1
OG0005935	XP_038431706.1	XP_006514350.1, NP_001346201.1, NP_001346199.1, NP_001346200.1
OG0005936	XP_038431724.1, XP_038443690.1	NP_080371.1
OG0005937	XP_038431765.1, XP_038445588.1	NP_058678.1, XP_017172433.1, NP_058679.1
OG0005938	XP_038431865.1	NP_001365953.1
OG0005939	XP_038431907.1	NP_849253.2
OG0005940	XP_038432456.1	NP_997093.2, XP_011239406.1
OG0005941	XP_038432523.1	XP_006506337.2, NP_001034758.1, NP_001289707.1, NP_848902.4, NP_001289708.1
OG0005942	XP_038432568.1	NP_001342149.1
OG0005943	XP_038432582.1	XP_036021745.1, NP_660112.1
OG0005944	XP_038432621.1, XP_038432620.1	NP_033909.1
OG0005945	XP_038432631.1	NP_631964.1
OG0005946	XP_038432669.1	NP_058666.1
OG0005947	XP_038432695.1	NP_064369.1
OG0005948	XP_038432732.1	NP_001342615.1, NP_080054.1
OG0005949	XP_038432784.1	XP_006505565.1, NP_001275556.1, NP_001275557.1, NP_034258.1
OG0005950	XP_038433385.1	XP_036015418.1
OG0005951	XP_038433435.1	NP_033963.1
OG0005952	XP_038433711.1	XP_006520581.1
OG0005953	XP_038433716.1	NP_653130.2, NP_001343504.1, XP_006520357.1
OG0005954	XP_038433778.1	NP_109645.1, NP_001398913.1, XP_036015534.1
OG0005955	XP_038433811.1, XP_038433812.1	NP_001316419.1, NP_031527.1, NP_001316418.1
OG0005956	XP_038433818.1	NP_083006.1
OG0005957	XP_038434005.1	NP_036090.2
OG0005958	XP_038434110.1	NP_001156943.1
OG0005959	XP_038434295.1	NP_766427.1, XP_017173689.1
OG0005960	XP_038434433.1	NP_082305.1
OG0005961	XP_038434932.1	XP_011240190.1, NP_080931.1
OG0005962	XP_038435100.1	NP_067277.2
OG0005963	XP_038435162.1	NP_001002238.1, NP_001002241.1, NP_113564.2, NP_001002240.1, XP_006527536.1
OG0005964	XP_038435269.1	XP_006538179.1, NP_064353.2
OG0005965	XP_038435418.1	XP_006495610.1, NP_001011873.1
OG0005966	XP_038435492.1, XP_038435493.1	NP_444421.3
OG0005967	XP_038435690.1	NP_001091701.1, NP_001277320.1, NP_001091700.1, NP_001028625.1, NP_001277316.1
OG0005968	XP_038435842.1, XP_038435841.1	NP_991352.2
OG0005969	XP_038435848.1	NP_034360.2
OG0005970	XP_038435944.1	XP_006500238.1
OG0005971	XP_038435988.1	NP_001038988.1, XP_006499328.1
OG0005972	XP_038436089.1	NP_001171270.1, NP_031627.2
OG0005973	XP_038436208.1	NP_001277920.1, NP_997615.1
OG0005974	XP_038436370.1	XP_006510998.1, NP_001074791.1
OG0005975	XP_038436423.1	NP_033385.2, XP_006511082.1
OG0005976	XP_038436471.1	NP_001344840.1, NP_080613.1, NP_079966.2, XP_006511412.1
OG0005977	XP_038436687.1	NP_001395541.1, XP_006511049.1
OG0005978	XP_038436915.1	NP_001397105.1
OG0005979	XP_038437015.1	XP_006511522.1, NP_082325.2
OG0005980	XP_038437036.1	NP_780694.3
OG0005981	XP_038437175.1	NP_038946.2, XP_006523118.1
OG0005982	XP_038437362.1	NP_001104491.1
OG0005983	XP_038437436.1	NP_062410.1
OG0005984	XP_038437459.1	XP_006522949.1, NP_112451.1
OG0005985	XP_038437497.1	XP_036016291.1
OG0005986	XP_038437688.1	NP_536699.2
OG0005987	XP_038437846.1	NP_033941.3
OG0005988	XP_038437851.1	NP_080055.3, XP_036019122.1
OG0005989	XP_038437896.1	NP_001156927.1
OG0005990	XP_038437969.1	XP_030108199.1, NP_001357791.1
OG0005991	XP_038438113.1	NP_001345943.1, XP_036020670.1, NP_034227.3, NP_001345945.1
OG0005992	XP_038438219.1	XP_006535252.1, NP_001156507.1, NP_080697.2
OG0005993	XP_038438259.1	NP_542439.1
OG0005994	XP_038438532.1, XP_038444665.1	NP_001346340.1
OG0005995	XP_038438693.1	NP_067471.1, NP_067472.1, XP_006522497.1, NP_067470.1
OG0005996	XP_038438740.1	NP_080678.1
OG0005997	XP_038438767.1	NP_001403844.1
OG0005999	XP_038438904.1	NP_001108084.1, NP_001108083.1, NP_001108085.1, NP_766028.2, XP_006521947.1
OG0006000	XP_038438984.1	NP_076076.2
OG0006001	XP_038439308.1	XP_006517472.1, NP_878259.1
OG0006002	XP_038439336.1	XP_017174903.1, NP_001182003.1
OG0006003	XP_038439411.1	NP_076133.3
OG0006004	XP_038439608.1	XP_006522644.1, NP_780374.1
OG0006005	XP_038439930.1	XP_011242630.1
OG0006006	XP_038439991.1	NP_001103801.1, NP_035998.2, XP_006516736.1
OG0006007	XP_038440127.1	NP_076043.2
OG0006008	XP_038440176.1, XP_038440175.1	XP_006516976.1
OG0006009	XP_038440177.1	XP_036013726.1, NP_080176.2
OG0006010	XP_038440226.1	NP_001271448.1, NP_001271449.1, NP_031743.3, NP_001104580.1, XP_011242567.1
OG0006011	XP_038440449.1	NP_035486.1
OG0006012	XP_038440468.1	NP_001139292.1, NP_034404.3
OG0006013	XP_038440574.1	NP_035659.1
OG0006014	XP_038440703.1	NP_083556.2, XP_006500392.1
OG0006015	XP_038440851.1	NP_001103679.1, NP_081409.1, XP_006500208.1
OG0006016	XP_038440870.1	NP_035032.1
OG0006017	XP_038441046.1	NP_032807.3, NP_001152992.1
OG0006018	XP_038441116.1	NP_001295195.1, NP_035617.1
OG0006019	XP_038441145.1, XP_038441144.1	NP_598571.2
OG0006020	XP_038443218.1	NP_080100.1, XP_017177555.1
OG0006021	XP_038441303.1	NP_001153420.2
OG0006022	XP_038441354.1	NP_081683.3, NP_001344225.1, NP_001303623.1, XP_036009489.1, NP_001303624.1
OG0006023	XP_038441421.1	NP_001074519.2, XP_006496361.1
OG0006024	XP_038441477.1	NP_291041.2
OG0006025	XP_038441575.1	NP_034284.1, XP_006495755.1
OG0006026	XP_038441618.1	NP_001297588.1
OG0006027	XP_038441648.1	NP_081430.3
OG0006028	XP_038441669.1	XP_006495846.1
OG0006029	XP_038441679.1, XP_038441678.1, XP_038441680.1	NP_001014974.1, XP_006496287.1
OG0006030	XP_038441681.1	NP_714966.1, XP_006496051.1
OG0006031	XP_038441794.1	NP_031962.2, XP_006496470.1
OG0006032	XP_038441834.1	NP_001263338.1, NP_001263337.1, XP_006495760.1, NP_034363.1
