Orthogroup	Canis_lupus_familiaris	Urocitellus_parryii
OG0009004	NP_001003006.2	XP_026253834.1
OG0009005	NP_001003023.1	XP_026266150.1
OG0009006	NP_001003027.1	XP_026258349.1
OG0009007	NP_001003034.1	XP_026260197.1
OG0009008	NP_001003036.1	XP_026255216.1
OG0009009	NP_001003038.1	XP_026261763.1
OG0009010	NP_001003081.1	XP_026250687.1
OG0009011	NP_001003083.1	XP_026236529.1
OG0009012	NP_001003092.1	XP_026248939.1
OG0009014	NP_001003124.1	XP_026265189.1
OG0009015	NP_001003148.2	XP_026263915.1
OG0009016	NP_001003158.2	XP_026235586.1
OG0009017	NP_001003160.1	XP_026261993.1
OG0009018	NP_001003162.1	XP_026264051.1
OG0009019	NP_001003163.1	XP_026268200.1
OG0009020	NP_001003171.2	XP_026236383.1
OG0009021	NP_001003176.1	XP_026265734.1
OG0009022	NP_001003181.1	XP_026241438.1
OG0009023	NP_001003188.1	XP_026236326.1
OG0009024	NP_001003208.1	XP_026268036.1
OG0009025	NP_001003211.2	XP_026247602.1
OG0009026	NP_001003212.1	XP_026270835.1
OG0009027	NP_001003242.2	XP_026257560.1
OG0009028	NP_001003256.1, XP_038388006.1	XP_026259557.1
OG0009029	NP_001003277.2	XP_026246903.1
OG0009030	NP_001003287.1	XP_026239512.1
OG0009031	NP_001003294.1	XP_026251548.1
OG0009032	NP_001003301.1	XP_026269133.1
OG0009033	NP_001003320.1	XP_026259216.1
OG0009034	NP_001003327.1	XP_026253432.1
OG0009035	NP_001003341.1	XP_026243196.1
OG0009036	NP_001003348.1	XP_026264212.1
OG0009037	NP_001003362.1	XP_026247561.1
OG0009038	NP_001003371.2	XP_026258288.1
OG0009039	NP_001003373.1	XP_026266254.1
OG0009040	NP_001003385.1	XP_026235208.1
OG0009041	NP_001003969.1	XP_026251482.1
OG0009042	NP_001005254.1	XP_026252077.1
OG0009043	NP_001005754.1	XP_026240338.1
OG0009044	NP_001005758.1	XP_026261049.1
OG0009045	NP_001006646.1	XP_026238623.1
OG0009046	NP_001006652.2	XP_026250969.1
OG0009047	NP_001006949.1	XP_026267032.1
OG0009048	NP_001006951.1	XP_026255986.1
OG0009049	NP_001006952.1	XP_026256440.1
OG0009050	NP_001007124.1	XP_026245715.1
OG0009051	NP_001007264.1	XP_026238971.1
OG0009052	NP_001008552.1	XP_026238906.1
OG0009053	NP_001011556.1	XP_026263292.1
OG0009054	NP_001011558.1	XP_026239682.1
OG0009055	NP_001012637.1	XP_026253232.1
OG0009056	NP_001013873.1	XP_026246160.1
OG0009057	NP_001014298.1	XP_026250713.1
OG0009058	NP_001014769.1	XP_026261192.1
OG0009059	NP_001014770.1	XP_026255776.1
OG0009060	NP_001018044.1	XP_026240458.1
OG0009061	NP_001019811.1	XP_026265406.1
OG0009062	NP_001020439.1	XP_026243210.1
OG0009063	NP_001026800.2	XP_026235825.1
OG0009064	NP_001026804.1	XP_026250469.1
OG0009065	NP_001028682.1	XP_026271231.1
OG0009066	NP_001028683.1	XP_026235570.1
OG0009067	NP_001033737.1	XP_026247477.1
OG0009068	NP_001041501.1	XP_026247501.1
OG0009069	NP_001041550.1	XP_026238367.1
OG0009070	XP_038412303.1, NP_001041553.1	XP_026239249.1
OG0009071	NP_001041566.1	XP_026239341.1
OG0009072	NP_001041575.1	XP_026255631.1
OG0009073	NP_001041576.1	XP_026255620.1
OG0009074	NP_001041582.1	XP_026241678.1
OG0009075	NP_001070825.1	XP_026257904.1
OG0009076	NP_001074366.1	XP_026264322.1
OG0009077	NP_001075890.1	XP_026242810.1
OG0009078	NP_001091014.1	XP_026263367.1
OG0009080	NP_001091020.1	XP_026258350.1
OG0009081	NP_001093413.1	XP_026260597.1
OG0009082	NP_001093760.1	XP_026257663.1
OG0009083	NP_001104236.2	XP_026263788.1
OG0009084	NP_001104238.1	XP_026271076.1
OG0009085	NP_001104239.1	XP_026251840.1
OG0009086	NP_001104275.1	XP_026245586.1
OG0009087	NP_001108077.1	XP_026256519.1
OG0009088	NP_001108097.1	XP_026245397.1
OG0009089	NP_001108111.1	XP_026237138.1
OG0009090	NP_001108208.1	XP_026256122.1
OG0009091	NP_001116326.1	XP_026242290.1
OG0009092	NP_001120971.1	XP_026250219.1
OG0009093	NP_001121572.1	XP_026245185.1
OG0009094	NP_001121658.1	XP_026240332.1
OG0009095	NP_001123909.2	XP_026261774.1
OG0009097	NP_001124309.1	XP_026258672.1
OG0009098	NP_001130035.1	XP_026259670.1
OG0009099	NP_001130036.1	XP_026259672.1
OG0009100	NP_001130037.1	XP_026253108.1
OG0009101	NP_001138644.1	XP_026238700.1
OG0009102	NP_001138646.1	XP_026271067.1
OG0009103	NP_001139452.1	XP_026250720.1
OG0009104	NP_001139453.1	XP_026250729.1
OG0009105	NP_001153234.1	XP_026259879.1
OG0009106	NP_001153897.1	XP_026252980.1
OG0009107	NP_001155182.1	XP_026255959.1
OG0009108	NP_001155185.1	XP_026259959.1
OG0009110	NP_001164300.2	XP_026264599.1
OG0009111	NP_001171274.1	XP_026270347.1
OG0009112	NP_001171278.1	XP_026252949.1
OG0009113	NP_001171932.1	XP_026248565.1
OG0009114	NP_001180228.2	XP_026241301.1
OG0009115	NP_001181899.1	XP_026252282.1
OG0009116	NP_001182538.1	XP_026239890.1
OG0009117	NP_001184025.1	XP_026253898.1
OG0009118	XP_038444932.1, NP_001184075.1	XP_026237215.1
OG0009119	NP_001184099.1	XP_026268694.1
OG0009120	NP_001184120.1	XP_026254781.1
OG0009121	NP_001184242.1	XP_026248129.1
OG0009122	NP_001184243.1	XP_026248107.1
OG0009123	NP_001191336.1	XP_026250088.1
OG0009124	NP_001191368.1	XP_026255482.1
OG0009125	NP_001192042.1	XP_026255329.1
OG0009126	NP_001192097.1	XP_026246349.1
OG0009127	NP_001229646.1	XP_026245246.1
OG0009128	NP_001238873.1	XP_026249492.1
OG0009129	NP_001239063.1	XP_026262672.1
OG0009130	NP_001239254.1	XP_026270674.1
OG0009131	NP_001239272.1	XP_026246811.1
OG0009132	NP_001239296.1	XP_026266310.1
OG0009133	NP_001241644.1	XP_026244108.1
OG0009134	NP_001243414.1	XP_026269409.1, XP_026239994.1
OG0009135	NP_001245268.1	XP_026253177.1
OG0009136	NP_001257899.1	XP_026260983.1
OG0009137	NP_001257999.1	XP_026239434.1
OG0009138	NP_001271384.1	XP_026250252.1
OG0009139	NP_001271395.1	XP_026255975.1
OG0009140	NP_001271398.1	XP_026258351.1
OG0009141	NP_001271399.1	XP_026267966.1
OG0009142	NP_001271423.1	XP_026260224.1
OG0009143	NP_001273791.1	XP_026242495.1
OG0009144	NP_001273896.1	XP_026236608.1
OG0009145	NP_001273899.1	XP_026245039.1
OG0009146	NP_001273911.1	XP_026259504.1
OG0009147	NP_001273921.1	XP_026257739.1
OG0009148	NP_001273959.1	XP_026263523.1
OG0009149	NP_001273968.1	XP_026248034.1
OG0009150	NP_001274007.1	XP_026260144.1
OG0009151	NP_001274013.1	XP_026247790.1
OG0009152	NP_001274020.1	XP_026243524.1
OG0009153	NP_001274029.1	XP_026252853.1
OG0009154	NP_001274046.1	XP_026249383.1
OG0009155	NP_001274084.1	XP_026255793.1
OG0009158	NP_001274090.1	XP_026252943.1
OG0009159	NP_001274092.1	XP_026240962.1
OG0009160	NP_001276356.1	XP_026265623.1
OG0009161	NP_001277050.1	XP_026265894.1
OG0009162	NP_001280588.1	XP_026262614.1
OG0009163	NP_001295412.1	XP_026248322.1
OG0009164	NP_001300702.1	XP_026269968.1
OG0009165	NP_001300710.1	XP_026252185.1
OG0009166	NP_001300735.1	XP_026239288.1
OG0009167	NP_001300736.1	XP_026262534.1
OG0009168	NP_001300738.1	XP_026241384.1
OG0009169	NP_001300760.1	XP_026261394.1
OG0009170	NP_001300780.1	XP_026253668.1
OG0009171	NP_001300790.1	XP_026259436.1
OG0009172	NP_001300791.1	XP_026246131.1
OG0009173	NP_001300798.1	XP_026237309.1
OG0009174	NP_001300802.1	XP_026251110.1
OG0009175	NP_001300812.1	XP_026235222.1
OG0009176	NP_001301026.1	XP_026237748.1
OG0009177	NP_001301029.1	XP_026253106.1
OG0009178	NP_001301035.1	XP_026238844.1
OG0009179	NP_001301066.1	XP_026260614.1
OG0009180	NP_001332969.1	XP_026254568.1
OG0009181	NP_001349529.1	XP_026268778.1
OG0009182	NP_001362312.1	XP_026252908.1
OG0009184	NP_001375681.1	XP_026242351.1
OG0009185	NP_001375713.1	XP_026260327.1
OG0009186	NP_001375887.1	XP_026238448.1
OG0009187	NP_001376059.1	XP_026246938.1
OG0009188	NP_001376134.1	XP_026236242.1
OG0009189	XP_038381407.1	XP_026253381.1
OG0009190	XP_038381410.1	XP_026257742.1
OG0009191	XP_038381419.1	XP_026249877.1
OG0009192	XP_038381420.1	XP_026249870.1
OG0009193	XP_038381424.1	XP_026236546.1
OG0009194	XP_038381453.1	XP_026235009.1
OG0009196	XP_038381478.1	XP_026259470.1
OG0009197	XP_038381544.1	XP_026245075.1
OG0009199	XP_038381575.1, XP_038381574.1	XP_026262212.1
OG0009200	XP_038381584.1	XP_026259647.1
OG0009201	XP_038381608.1	XP_026247031.1
OG0009202	XP_038381628.1	XP_026236918.1
OG0009203	XP_038381644.1	XP_026268243.1
OG0009204	XP_038381693.1	XP_026244455.1
OG0009205	XP_038381739.1	XP_026244459.1
OG0009206	XP_038381755.1	XP_026244460.1
OG0009207	XP_038381853.1	XP_026248996.1
OG0009208	XP_038382038.1	XP_026247635.1
OG0009209	XP_038382043.1	XP_026247646.1
OG0009210	XP_038382065.1	XP_026247661.1
OG0009211	XP_038382076.1	XP_026247685.1
OG0009212	XP_038382079.1	XP_026247690.1
OG0009213	XP_038382113.1	XP_026247658.1
OG0009214	XP_038382182.1	XP_026253405.1
OG0009215	XP_038382246.1	XP_026255735.1
OG0009216	XP_038382253.1	XP_026255724.1
OG0009217	XP_038382340.1	XP_026249642.1
OG0009218	XP_038382352.1	XP_026249615.1
OG0009219	XP_038382357.1	XP_026249622.1
OG0009220	XP_038382417.1	XP_026238458.1
OG0009221	XP_038382439.1	XP_026248933.1
OG0009223	XP_038382480.1	XP_026236637.1
OG0009224	XP_038382551.1, XP_038402868.1	XP_026270769.1
OG0009225	XP_038382552.1	XP_026270778.1
OG0009226	XP_038382567.1	XP_026249883.1
OG0009227	XP_038382569.1	XP_026249853.1
OG0009228	XP_038382589.1	XP_026249866.1
OG0009229	XP_038382625.1, XP_038382626.1	XP_026237254.1
OG0009230	XP_038382628.1	XP_026237134.1
OG0009231	XP_038382647.1	XP_026236984.1
OG0009232	XP_038382651.1	XP_026237044.1
OG0009233	XP_038382659.1	XP_026237319.1
OG0009234	XP_038382661.1	XP_026237054.1
OG0009235	XP_038382677.1	XP_026236525.1
OG0009236	XP_038382696.1	XP_026237307.1
OG0009237	XP_038382719.1	XP_026236939.1
OG0009238	XP_038382748.1	XP_026236274.1
OG0009239	XP_038382769.1	XP_026236273.1
OG0009240	XP_038382784.1	XP_026257773.1
OG0009241	XP_038382897.1	XP_026268260.1
OG0009242	XP_038382918.1	XP_026269504.1
OG0009243	XP_038382970.1	XP_026249813.1
OG0009244	XP_038383034.1	XP_026245034.1
OG0009245	XP_038383041.1	XP_026245033.1
OG0009247	XP_038383091.1	XP_026262241.1
OG0009248	XP_038383100.1	XP_026262240.1
OG0009249	XP_038383192.1	XP_026247288.1
OG0009250	XP_038383223.1	XP_026267681.1
OG0009251	XP_038383229.1	XP_026243563.1
OG0009252	XP_038383253.1	XP_026263173.1
OG0009253	XP_038383815.1	XP_026237156.1
OG0009254	XP_038383982.1, XP_038383976.1	XP_026262108.1
OG0009255	XP_038383993.1	XP_026262136.1
OG0009256	XP_038384017.1	XP_026261984.1, XP_026238632.1
OG0009257	XP_038384025.1	XP_026262048.1
OG0009258	XP_038384121.1	XP_026262209.1
OG0009259	XP_038384135.1	XP_026262189.1
OG0009260	XP_038384187.1	XP_026261998.1
OG0009261	XP_038384221.1	XP_026262037.1
OG0009262	XP_038384250.1	XP_026262154.1
OG0009263	XP_038384289.1	XP_026262218.1
OG0009264	XP_038384292.1	XP_026262201.1
OG0009265	XP_038384298.1	XP_026262093.1, XP_026262092.1
OG0009266	XP_038384350.1	XP_026266241.1
OG0009267	XP_038384405.1	XP_026266202.1
OG0009268	XP_038384459.1	XP_026259534.1
OG0009269	XP_038384483.1	XP_026259464.1
OG0009270	XP_038384486.1	XP_026259544.1
OG0009271	XP_038384529.1	XP_026259599.1
OG0009272	XP_038384530.1	XP_026259603.1
OG0009273	XP_038384559.1, XP_038384561.1, XP_038384560.1, XP_038384562.1	XP_026259473.1
OG0009274	XP_038384617.1	XP_026259648.1
OG0009275	XP_038384635.1	XP_026259508.1
OG0009276	XP_038384636.1	XP_026259656.1
OG0009277	XP_038384637.1	XP_026259476.1
OG0009278	XP_038384648.1	XP_026259479.1
OG0009279	XP_038384654.1	XP_026259597.1
OG0009280	XP_038384682.1	XP_026259555.1
OG0009281	XP_038384689.1	XP_026259574.1
OG0009282	XP_038384715.1	XP_026259612.1
OG0009283	XP_038384732.1	XP_026236802.1
OG0009284	XP_038384733.1	XP_026236818.1
OG0009285	XP_038384739.1	XP_026236810.1
OG0009286	XP_038384750.1	XP_026236817.1
OG0009287	XP_038384754.1	XP_026267374.1
OG0009288	XP_038384759.1	XP_026267336.1
OG0009289	XP_038384761.1	XP_026267357.1
OG0009290	XP_038384773.1	XP_026267338.1
OG0009291	XP_038384862.1	XP_026267956.1
OG0009292	XP_038384863.1	XP_026267955.1
OG0009293	XP_038384910.1	XP_026267949.1
OG0009294	XP_038384920.1	XP_026267953.1
OG0009295	XP_038384930.1	XP_026267965.1
OG0009296	XP_038385145.1	XP_026235879.1
OG0009297	XP_038385169.1	XP_026235895.1
OG0009298	XP_038385179.1	XP_026235872.1
OG0009299	XP_038385182.1	XP_026235882.1
OG0009300	XP_038385207.1	XP_026235847.1
OG0009301	XP_038385215.1	XP_026235898.1
OG0009302	XP_038385243.1	XP_026235901.1
OG0009303	XP_038385264.1	XP_026247087.1
OG0009304	XP_038385275.1	XP_026246984.1
OG0009305	XP_038385323.1	XP_026247018.1
OG0009306	XP_038385339.1	XP_026247005.1
OG0009307	XP_038385377.1	XP_026247003.1
OG0009308	XP_038385381.1	XP_026246979.1
OG0009309	XP_038385387.1	XP_026247063.1
OG0009310	XP_038385500.1	XP_026247574.1
OG0009311	XP_038385507.1, XP_038445640.1	XP_026240121.1
OG0009312	XP_038385511.1	XP_026246599.1
OG0009313	XP_038385513.1	XP_026249046.1
OG0009314	XP_038385517.1	XP_026247529.1
OG0009315	XP_038385518.1	XP_026247376.1
OG0009316	XP_038385520.1	XP_026247546.1
OG0009317	XP_038385522.1	XP_026259366.1
OG0009318	XP_038385523.1	XP_026259423.1
OG0009319	XP_038385562.1	XP_026248060.1
OG0009320	XP_038385568.1	XP_026247509.1
OG0009321	XP_038385569.1	XP_026247551.1
OG0009322	XP_038385576.1	XP_026268821.1
OG0009323	XP_038385582.1, XP_038385581.1, XP_038385580.1, XP_038385579.1	XP_026256552.1
OG0009324	XP_038385590.1	XP_026264870.1
OG0009325	XP_038385606.1	XP_026260959.1
OG0009326	XP_038385637.1	XP_026260954.1
OG0009327	XP_038385658.1	XP_026264358.1
OG0009328	XP_038385661.1	XP_026264342.1
OG0009329	XP_038385729.1	XP_026256976.1
OG0009330	XP_038385801.1	XP_026260949.1
OG0009331	XP_038385886.1	XP_026266389.1
OG0009332	XP_038385916.1	XP_026263539.1
OG0009333	XP_038385945.1	XP_026263926.1
OG0009334	XP_038409276.1, XP_038386018.1	XP_026266043.1
OG0009335	XP_038386057.1	XP_026264346.1
OG0009336	XP_038386084.1	XP_026247579.1
OG0009337	XP_038386090.1	XP_026247600.1
OG0009338	XP_038386110.1	XP_026247587.1
OG0009339	XP_038386143.1	XP_026268424.1
OG0009340	XP_038386160.1	XP_026268177.1
OG0009341	XP_038386247.1	XP_026240175.1
OG0009342	XP_038386253.1	XP_026240271.1
OG0009343	XP_038386276.1, XP_038415093.1	XP_026240123.1
OG0009344	XP_038386281.1	XP_026240166.1
OG0009345	XP_038386475.1	XP_026240127.1
OG0009346	XP_038386481.1	XP_026240189.1
OG0009347	XP_038386508.1	XP_026240290.1
OG0009348	XP_038386534.1	XP_026241715.1
OG0009349	XP_038386538.1	XP_026241723.1
OG0009350	XP_038386557.1	XP_026241708.1
OG0009351	XP_038386615.1	XP_026258340.1
OG0009352	XP_038386622.1	XP_026258344.1
OG0009353	XP_038386639.1	XP_026246637.1
OG0009354	XP_038386655.1	XP_026246629.1
OG0009355	XP_038386682.1	XP_026246602.1
OG0009356	XP_038386689.1	XP_026246666.1, XP_026246667.1, XP_026246665.1
OG0009357	XP_038386699.1	XP_026246650.1
OG0009358	XP_038386723.1	XP_026249015.1
OG0009359	XP_038386731.1	XP_026249051.1
OG0009360	XP_038386737.1	XP_026249052.1
OG0009361	XP_038386752.1	XP_026249074.1
OG0009362	XP_038386778.1	XP_026259884.1
OG0009363	XP_038386816.1	XP_026251441.1
OG0009364	XP_038386825.1	XP_026251484.1
OG0009365	XP_038386833.1	XP_026251493.1
OG0009366	XP_038386896.1	XP_026251430.1
OG0009367	XP_038386931.1	XP_026251492.1
OG0009368	XP_038386939.1	XP_026251467.1
OG0009369	XP_038386948.1	XP_026248065.1
OG0009370	XP_038386949.1	XP_026248084.1
OG0009371	XP_038386969.1	XP_026248090.1
OG0009372	XP_038387006.1	XP_026248031.1
OG0009373	XP_038387029.1	XP_026266011.1
OG0009374	XP_038387069.1	XP_026262643.1
OG0009375	XP_038387130.1	XP_026262621.1
OG0009376	XP_038387158.1, XP_038445459.1	XP_026262625.1
OG0009377	XP_038387160.1	XP_026262629.1
OG0009378	XP_038387165.1	XP_026262637.1
OG0009379	XP_038387236.1, XP_038387235.1	XP_026247538.1
OG0009380	XP_038387239.1	XP_026247480.1
OG0009381	XP_038387268.1	XP_026247542.1
OG0009382	XP_038387293.1	XP_026247557.1
OG0009383	XP_038387306.1	XP_026247425.1
OG0009384	XP_038387311.1	XP_026247519.1
OG0009385	XP_038387312.1	XP_026247539.1
OG0009386	XP_038387316.1	XP_026247377.1
OG0009387	XP_038387322.1	XP_026247520.1
OG0009388	XP_038387324.1	XP_026247530.1
OG0009389	XP_038387337.1	XP_026247563.1
OG0009390	XP_038387344.1	XP_026247380.1
OG0009391	XP_038387345.1	XP_026247473.1
OG0009392	XP_038387389.1	XP_026247382.1
OG0009393	XP_038387405.1	XP_026247383.1
OG0009394	XP_038387413.1	XP_026247415.1
OG0009395	XP_038387416.1	XP_026247521.1
OG0009396	XP_038387430.1	XP_026247423.1
OG0009397	XP_038388025.1, XP_038387461.1	XP_026247489.1
OG0009398	XP_038387474.1	XP_026247565.1
OG0009399	XP_038387490.1	XP_026259367.1, XP_026247385.1
OG0009400	XP_038387531.1	XP_026259400.1, XP_026259399.1
OG0009401	XP_038394841.1, XP_038387532.1	XP_026259412.1
OG0009402	XP_038387551.1	XP_026259408.1
OG0009403	XP_038387555.1	XP_026259364.1
OG0009404	XP_038387556.1	XP_026259361.1
OG0009405	XP_038387558.1	XP_026259418.1
OG0009406	XP_038387563.1	XP_026259369.1
OG0009407	XP_038387600.1	XP_026259376.1
OG0009408	XP_038387606.1	XP_026259425.1
OG0009409	XP_038387651.1	XP_026268798.1
OG0009410	XP_038387672.1	XP_026268813.1
OG0009411	XP_038387695.1	XP_026268797.1
OG0009412	XP_038387726.1	XP_026256581.1
OG0009413	XP_038387740.1	XP_026256646.1
OG0009414	XP_038387758.1	XP_026256627.1
OG0009415	XP_038387767.1	XP_026256645.1
OG0009416	XP_038387808.1	XP_026256634.1
OG0009417	XP_038387833.1	XP_026256558.1
OG0009418	XP_038387840.1	XP_026256568.1
OG0009419	XP_038387844.1, XP_038387845.1	XP_026256614.1
OG0009421	XP_038387848.1	XP_026266094.1
OG0009422	XP_038387894.1	XP_026253655.1
OG0009423	XP_038387905.1	XP_026253681.1
OG0009424	XP_038387916.1	XP_026253732.1
OG0009425	XP_038387940.1	XP_026253705.1
OG0009426	XP_038387947.1	XP_026253684.1
OG0009427	XP_038387954.1	XP_026253745.1
OG0009428	XP_038387959.1	XP_026253746.1
OG0009429	XP_038387980.1	XP_026264901.1
OG0009430	XP_038387986.1	XP_026256973.1
OG0009431	XP_038388013.1	XP_026259904.1
OG0009432	XP_038388040.1	XP_026251117.1
OG0009434	XP_038388071.1	XP_026257027.1
OG0009435	XP_038388177.1	XP_026241665.1
OG0009436	XP_038435777.1, XP_038388179.1	XP_026241679.1
OG0009437	XP_038388247.1	XP_026241698.1
OG0009438	XP_038388304.1	XP_026264562.1
OG0009439	XP_038388307.1	XP_026264815.1
OG0009440	XP_038388325.1	XP_026264812.1, XP_026264811.1
OG0009441	XP_038388335.1	XP_026250343.1
OG0009442	XP_038388362.1, XP_038388363.1	XP_026250336.1
OG0009443	XP_038388365.1	XP_026250346.1
OG0009444	XP_038388415.1	XP_026249067.1
OG0009445	XP_038388416.1	XP_026249032.1
OG0009446	XP_038388440.1	XP_026259907.1
OG0009447	XP_038388447.1	XP_026259883.1
OG0009448	XP_038388467.1	XP_026259890.1
OG0009449	XP_038388556.1	XP_026250494.1
OG0009450	XP_038388564.1	XP_026250496.1
OG0009451	XP_038388565.1	XP_026250497.1
OG0009452	XP_038388621.1	XP_026250499.1
OG0009453	XP_038388651.1	XP_026250522.1
OG0009454	XP_038388657.1	XP_026249840.1
OG0009455	XP_038388669.1	XP_026249834.1
OG0009456	XP_038388687.1	XP_026268451.1
OG0009458	XP_038388759.1	XP_026243928.1
OG0009459	XP_038388772.1	XP_026243975.1
OG0009460	XP_038388801.1	XP_026243932.1
OG0009461	XP_038388813.1	XP_026243927.1
OG0009462	XP_038388837.1	XP_026244040.1
OG0009463	XP_038388843.1	XP_026244023.1
OG0009464	XP_038388913.1	XP_026243959.1
OG0009465	XP_038388922.1	XP_026243963.1
OG0009466	XP_038388933.1, XP_038388932.1	XP_026243898.1
OG0009467	XP_038388934.1	XP_026256307.1
OG0009469	XP_038389022.1	XP_026251027.1
OG0009470	XP_038389023.1	XP_026251028.1
OG0009471	XP_038389025.1	XP_026251127.1
OG0009472	XP_038389035.1	XP_026250999.1
OG0009473	XP_038389095.1	XP_026251076.1
OG0009474	XP_038389167.1	XP_026251119.1
OG0009475	XP_038389186.1	XP_026250998.1
OG0009476	XP_038389193.1	XP_026236175.1
OG0009477	XP_038389198.1	XP_026236172.1
OG0009478	XP_038389214.1	XP_026236171.1
OG0009479	XP_038389232.1	XP_026235241.1
OG0009480	XP_038389234.1	XP_026258858.1
OG0009481	XP_038389251.1	XP_026258735.1
OG0009482	XP_038389302.1	XP_026259120.1
OG0009483	XP_038389312.1	XP_026259724.1
OG0009484	XP_038389359.1	XP_026242770.1
OG0009485	XP_038389388.1	XP_026241747.1
OG0009486	XP_038389433.1	XP_026241693.1
OG0009487	XP_038389475.1	XP_026258891.1
OG0009488	XP_038389491.1	XP_026259222.1
OG0009489	XP_038389493.1	XP_026258879.1
OG0009490	XP_038389629.1	XP_026251060.1
OG0009491	XP_038389630.1	XP_026243103.1
OG0009492	XP_038436987.1, XP_038389636.1	XP_026243605.1
OG0009493	XP_038433135.1, XP_038389657.1	XP_026271026.1
OG0009494	XP_038389680.1	XP_026244136.1
OG0009495	XP_038389685.1	XP_026249423.1
OG0009496	XP_038389698.1	XP_026252815.1
OG0009497	XP_038389761.1	XP_026268521.1
OG0009498	XP_038389766.1	XP_026268282.1
OG0009499	XP_038389799.1	XP_026269253.1
OG0009500	XP_038389804.1	XP_026268532.1
OG0009501	XP_038389814.1	XP_026268032.1
OG0009502	XP_038389836.1	XP_026268844.1
OG0009503	XP_038389844.1	XP_026269279.1
OG0009504	XP_038389848.1	XP_026269296.1
OG0009505	XP_038389866.1, XP_038389865.1	XP_026269265.1
OG0009506	XP_038389957.1	XP_026249525.1
OG0009507	XP_038389961.1	XP_026249505.1
OG0009508	XP_038390075.1	XP_026250443.1
OG0009509	XP_038390084.1	XP_026250450.1
OG0009510	XP_038390090.1	XP_026250414.1
OG0009511	XP_038390178.1	XP_026261586.1
OG0009512	XP_038390202.1	XP_026261576.1
OG0009513	XP_038390214.1	XP_026261594.1
OG0009514	XP_038390254.1	XP_026245957.1
OG0009515	XP_038390261.1, XP_038426464.1	XP_026246029.1
OG0009516	XP_038390386.1	XP_026245972.1
OG0009517	XP_038390395.1	XP_026246069.1
OG0009518	XP_038390419.1	XP_026262441.1
OG0009519	XP_038390431.1	XP_026252843.1
