Orthogroup	Canis_lupus_familiaris	Loxodonta_africana
OG0005870	XP_038426030.1	XP_023408983.1
OG0005871	XP_038426047.1	XP_010591900.1
OG0005872	XP_038426129.1	XP_023411127.1
OG0005873	XP_038426191.1	XP_023403582.1
OG0005874	XP_038426425.1	XP_023410575.1
OG0005875	XP_038426447.1, XP_038426446.1	XP_003409983.1
OG0005876	XP_038426478.1	XP_003409766.1
OG0005877	XP_038426480.1	XP_003409980.3
OG0005878	XP_038426509.1	XP_010588450.1
OG0005879	XP_038426615.1	XP_003415774.1
OG0005880	XP_038426693.1	XP_003421159.1, XP_003415788.1
OG0005881	XP_038426898.1	XP_003420026.1
OG0005882	XP_038426926.1, XP_038426925.1	XP_023394612.1
OG0005883	XP_038427080.1	XP_010594270.1
OG0005884	XP_038427159.1	XP_023411181.1
OG0005885	XP_038427203.1	XP_003416186.1, XP_010594239.1, XP_010594238.1
OG0005886	XP_038427263.1	XP_023405721.1
OG0005887	XP_038427271.1	XP_003415768.1
OG0005888	XP_038427374.1	XP_003411792.1
OG0005889	XP_038427520.1	XP_003411505.1
OG0005890	XP_038427577.1	XP_003411606.2
OG0005891	XP_038427655.1	XP_023405824.1
OG0005892	XP_038427669.1	XP_023405675.1
OG0005893	XP_038427724.1, XP_038427723.1	XP_010589882.1
OG0005894	XP_038427763.1	XP_010589886.1
OG0005895	XP_038427971.1	XP_023404497.1, XP_023405694.1
OG0005896	XP_038428198.1	XP_003411752.1
OG0005897	XP_038428281.1	XP_023406030.1
OG0005898	XP_038428299.1	XP_023406031.1
OG0005899	XP_038428356.1	XP_023406046.1
OG0005901	XP_038428520.1	XP_010597732.1
OG0005902	XP_038428539.1	XP_010597742.2
OG0005903	XP_038428541.1	XP_003419945.1
OG0005904	XP_038428608.1	XP_023394530.1
OG0005905	XP_038428668.1	XP_003419971.1
OG0005906	XP_038428717.1	XP_003421820.1
OG0005907	XP_038428908.1	XP_010589859.1
OG0005908	XP_038429058.1, XP_038429057.1	XP_023407124.1
OG0005909	XP_038429270.1	XP_023408843.1
OG0005910	XP_038429480.1	XP_023408864.1, XP_010592222.1
OG0005911	XP_038429582.1	XP_010590840.1
OG0005912	XP_038429605.1	XP_023406733.1
OG0005913	XP_038429635.1	XP_003412505.1
OG0005914	XP_038429679.1	XP_003412508.1
OG0005915	XP_038429795.1	XP_003412526.1, XP_023406793.1
OG0005916	XP_038429903.1, XP_038429902.1, XP_038429904.1	XP_023413597.1
OG0005917	XP_038430352.1	XP_003421214.2
OG0005918	XP_038430423.1	XP_003414043.1
OG0005919	XP_038430458.1	XP_003419180.1
OG0005920	XP_038430758.1	XP_023394978.1
OG0005921	XP_038430806.1	XP_023394994.1
OG0005922	XP_038430992.1	XP_010598202.2
OG0005923	XP_038431097.1	XP_023415250.1
OG0005924	XP_038431105.1	XP_003419330.2
OG0005925	XP_038431319.1	XP_003419407.1
OG0005926	XP_038431339.1	XP_003419410.1
OG0005928	XP_038431382.1	XP_023415210.1
OG0005929	XP_038431465.1	XP_003419136.1
OG0005930	XP_038431526.1	XP_010597052.1, XP_003419118.1
OG0005931	XP_038431550.1	XP_010597049.2, XP_023415012.1
OG0005932	XP_038431592.1	XP_010597041.1
OG0005933	XP_038431626.1	XP_003419241.1
OG0005934	XP_038431627.1	XP_023415092.1
OG0005935	XP_038431706.1	XP_023415091.1
OG0005936	XP_038431724.1, XP_038443690.1	XP_003419200.1
OG0005937	XP_038431765.1, XP_038445588.1	XP_023415265.1
OG0005938	XP_038431865.1	XP_010597006.1
OG0005939	XP_038431907.1	XP_003419348.1
OG0005940	XP_038432456.1	XP_023404807.1
OG0005941	XP_038432523.1	XP_003410688.1
OG0005942	XP_038432568.1	XP_003410705.1
OG0005943	XP_038432582.1	XP_010589153.1, XP_003410710.1
OG0005944	XP_038432621.1, XP_038432620.1	XP_023404849.1
OG0005946	XP_038432669.1	XP_003410857.1
OG0005947	XP_038432695.1	XP_010589171.1
OG0005948	XP_038432732.1	XP_003405384.2
OG0005949	XP_038432784.1	XP_003405709.1
OG0005950	XP_038433385.1	XP_023411421.1
OG0005951	XP_038433435.1	XP_023411605.1
OG0005952	XP_038433711.1	XP_023412767.1
OG0005953	XP_038433716.1	XP_023412769.1
OG0005954	XP_038433778.1	XP_003405527.1
OG0005955	XP_038433811.1, XP_038433812.1	XP_023412975.1
OG0005956	XP_038433818.1	XP_023404735.1
OG0005957	XP_038434005.1	XP_010587585.2
OG0005958	XP_038434110.1	XP_010587415.1
OG0005959	XP_038434295.1	XP_003409262.1
OG0005960	XP_038434433.1	XP_003409229.1
OG0005961	XP_038434932.1	XP_003419709.1, XP_003419714.1
OG0005962	XP_038435100.1	XP_010597550.1
OG0005963	XP_038435162.1	XP_003408992.1
OG0005964	XP_038435269.1	XP_003420048.1
OG0005965	XP_038435418.1	XP_023401550.1
OG0005966	XP_038435492.1, XP_038435493.1	XP_003408401.1
OG0005967	XP_038435690.1	XP_023401635.1
OG0005968	XP_038435842.1, XP_038435841.1	XP_003418683.1
OG0005969	XP_038435848.1	XP_003418684.1, XP_023414541.1
OG0005970	XP_038435944.1	XP_023414412.1, XP_023414409.1
OG0005971	XP_038435988.1	XP_023414424.1
OG0005972	XP_038436089.1	XP_003418723.1
OG0005973	XP_038436208.1	XP_003420208.1
OG0005974	XP_038436370.1	XP_023395270.1
OG0005975	XP_038436423.1	XP_010596294.1
OG0005976	XP_038436471.1	XP_003418380.1
OG0005978	XP_038436915.1	XP_023408676.1
OG0005979	XP_038437015.1	XP_003413885.1
OG0005980	XP_038437036.1	XP_023414029.1, XP_023414030.1
OG0005981	XP_038437175.1	XP_023403902.1
OG0005983	XP_038437436.1	XP_003419067.1, XP_010589780.1
OG0005984	XP_038437459.1	XP_010596961.1
OG0005985	XP_038437497.1	XP_023414902.1
OG0005986	XP_038437688.1	XP_023404380.1
OG0005987	XP_038437846.1	XP_023404340.1
OG0005988	XP_038437851.1	XP_023404339.1, XP_010588806.1, XP_010588807.1
OG0005989	XP_038437896.1	XP_003410431.2
OG0005990	XP_038437969.1	XP_023404268.1
OG0005991	XP_038438113.1	XP_003414140.1
OG0005992	XP_038438219.1	XP_003414170.1
OG0005993	XP_038438259.1	XP_003414180.1
OG0005994	XP_038438532.1, XP_038444665.1	XP_023396504.1
OG0005995	XP_038438693.1	XP_023396174.1
OG0005997	XP_038438767.1	XP_010591250.1
OG0005999	XP_038438904.1	XP_023407517.1
OG0006000	XP_038438984.1	XP_023407251.1
OG0006001	XP_038439308.1	XP_010600331.1
OG0006002	XP_038439336.1	XP_023411253.1
OG0006003	XP_038439411.1	XP_003412925.1
OG0006004	XP_038439608.1	XP_003412964.1
OG0006005	XP_038439930.1	XP_003417910.2
OG0006006	XP_038439991.1	XP_010595852.1
OG0006007	XP_038440127.1	XP_003416509.1
OG0006008	XP_038440176.1, XP_038440175.1	XP_003416501.1
OG0006009	XP_038440177.1	XP_010594491.1
OG0006010	XP_038440226.1	XP_023411523.1
OG0006011	XP_038440449.1	XP_003406011.1
OG0006012	XP_038440468.1	XP_023398710.1
OG0006013	XP_038440574.1	XP_010584588.1
OG0006014	XP_038440703.1	XP_003405845.1, XP_010601144.1
OG0006015	XP_038440851.1	XP_003406024.1
OG0006016	XP_038440870.1	XP_003406250.2
OG0006017	XP_038441046.1	XP_010599964.1
OG0006018	XP_038441116.1	XP_003406211.1
OG0006019	XP_038441145.1, XP_038441144.1	XP_003406207.1
OG0006020	XP_038443218.1	XP_010600858.1
OG0006021	XP_038441303.1	XP_003406182.1
OG0006022	XP_038441354.1	XP_003406176.1
OG0006023	XP_038441421.1	XP_003406164.1
OG0006024	XP_038441477.1	XP_003406154.1
OG0006025	XP_038441575.1	XP_023397612.1, XP_023397616.1
OG0006026	XP_038441618.1	XP_010600377.1
OG0006027	XP_038441648.1	XP_003406114.1, XP_023397356.1
OG0006028	XP_038441669.1	XP_003405949.1
OG0006029	XP_038441679.1, XP_038441678.1, XP_038441680.1	XP_003406107.1
OG0006030	XP_038441681.1	XP_010600273.1, XP_023397193.1, XP_023397192.1
OG0006032	XP_038441834.1	XP_003406126.1
OG0006033	XP_038441852.1, XP_038441850.1, XP_038441851.1, XP_038441849.1	XP_003415065.2
OG0006034	XP_038441917.1	XP_003410297.1
OG0006035	XP_038442003.1	XP_003410317.1
OG0006036	XP_038442042.1, XP_038442043.1	XP_023404944.1
OG0006037	XP_038442140.1	XP_010593232.1
OG0006038	XP_038442212.1	XP_010593200.1
OG0006039	XP_038442224.1	XP_023409963.1, XP_010593196.1
OG0006040	XP_038442279.1	XP_003415232.2
OG0006041	XP_038442345.1	XP_003410993.1
OG0006042	XP_038442425.1	XP_023413711.1
OG0006043	XP_038442622.1	XP_023398303.1
OG0006044	XP_038442785.1	XP_003416030.1
OG0006045	XP_038442791.1	XP_003416028.2
OG0006046	XP_038442796.1	XP_003416025.1
OG0006047	XP_038442798.1	XP_010594073.1
OG0006048	XP_038442852.1	XP_010594136.2
OG0006049	XP_038443053.1, XP_038443054.1	XP_010594031.1
OG0006050	XP_038443151.1	XP_023413728.1, XP_023413725.1, XP_023413727.1
OG0006051	XP_038443240.1	XP_023413615.1
OG0006052	XP_038443249.1	XP_023413668.1
OG0006053	XP_038443266.1, XP_038443267.1, XP_038443265.1	XP_010596068.1
OG0006054	XP_038443284.1	XP_023413666.1
OG0006055	XP_038443312.1	XP_010595995.1
OG0006056	XP_038443372.1	XP_003418076.2
OG0006057	XP_038443453.1	XP_003420417.2
OG0006059	XP_038443774.1	XP_003420070.1
OG0006060	XP_038444160.1	XP_003414810.1
OG0006061	XP_038444192.1	XP_023409609.1
OG0006062	XP_038444235.1	XP_023395726.1
OG0006063	XP_038444328.1	XP_003420548.3
OG0006064	XP_038444577.1	XP_023396509.1
OG0006065	XP_038444656.1	XP_010599375.1
OG0006066	XP_038444682.1	XP_003421793.1
OG0006067	XP_038444739.1	XP_003412799.2
OG0006068	XP_038444749.1	XP_003422096.1
OG0006089	NP_001002936.1	XP_010597378.2
OG0006090	NP_001002988.1	XP_003404412.1
OG0006091	NP_001003015.1	XP_003416503.1
OG0006092	NP_001003020.1	XP_003415760.1
OG0006093	NP_001003035.1	XP_010588622.1
OG0006094	NP_001003055.1	XP_003417605.1
OG0006095	NP_001003079.1	XP_003421051.2
OG0006096	NP_001003094.2	XP_023404279.1
OG0006097	NP_001003100.2	XP_003414729.1
OG0006098	NP_001003106.1	XP_003406166.1
OG0006099	NP_001003109.1	XP_003416152.1
OG0006101	NP_001003123.1	XP_010586423.1
OG0006102	NP_001003127.1	XP_003405656.1
OG0006103	NP_001003145.1	XP_010588478.2
OG0006104	NP_001003177.1	XP_023396508.1
OG0006105	XP_038440555.1, XP_038418382.1	XP_003418698.1
OG0006106	NP_001003253.1	XP_023396837.1
OG0006107	NP_001003290.1	XP_023403266.1
OG0006108	NP_001003319.2	XP_023402447.1
OG0006109	NP_001003323.1	XP_003420554.1
OG0006110	NP_001003364.1	XP_003410144.1, XP_010588081.1
OG0006111	NP_001003367.1	XP_010585712.2
OG0006112	NP_001003967.1	XP_023411592.1
OG0006113	NP_001003968.1	XP_023400944.1
OG0006114	NP_001005257.1	XP_023401414.1
OG0006115	NP_001005259.1	XP_003421361.2
OG0006116	NP_001005756.1	XP_003410330.1
OG0006117	NP_001006651.1	XP_010595717.1
OG0006118	NP_001006950.1	XP_023403939.1
OG0006119	NP_001007142.1	XP_010597018.1
OG0006120	NP_001010943.2	XP_010587703.1
OG0006121	NP_001012395.1	XP_010586057.1
OG0006122	NP_001012753.1	XP_010597500.1
OG0006123	NP_001013434.1	XP_003414318.2, XP_010592788.1
OG0006124	XP_038418736.1, NP_001014398.1	XP_003422265.1
OG0006125	NP_001020568.1	XP_023406177.1
OG0006127	NP_001026803.1	XP_023407810.1
OG0006128	NP_001029168.1	XP_003409534.1
OG0006129	NP_001032730.1	XP_003415818.1
OG0006130	NP_001033036.1	XP_023401175.1
OG0006131	NP_001034143.1	XP_023396266.1
OG0006132	NP_001041498.1	NP_001317410.1
OG0006133	NP_001041557.1	XP_003419319.1
OG0006134	XP_038399966.1, NP_001041560.1	XP_003408948.1
OG0006135	NP_001041564.1	XP_003421115.2
OG0006136	NP_001041568.1	XP_010587189.1
OG0006137	NP_001041578.1	XP_023415062.1
OG0006138	NP_001041584.1	XP_010596188.1
OG0006139	NP_001041585.1	XP_023413757.1
OG0006140	NP_001041586.1	XP_023412313.1
OG0006141	NP_001074976.1	XP_023404903.1
OG0006142	NP_001091011.1	XP_003412582.1
OG0006143	NP_001093414.1	XP_023411275.1
OG0006144	NP_001093415.1	XP_003416283.1
OG0006145	NP_001103283.1	XP_023405004.1
OG0006146	NP_001103385.1	XP_023406061.1
OG0006147	NP_001103427.1	XP_003404577.2
OG0006148	NP_001103428.1	XP_010585841.1
OG0006149	NP_001108590.1	XP_010586424.2
OG0006150	NP_001116081.1	XP_010589851.1
OG0006151	NP_001116803.1	XP_010586989.1
OG0006152	NP_001124308.1	XP_003416282.1
OG0006153	NP_001129259.1	XP_003407384.1
OG0006154	NP_001139615.1	XP_010589713.1
OG0006155	NP_001152799.1	XP_023411921.1
OG0006156	NP_001158732.1	XP_023410960.1
OG0006158	NP_001161485.1	XP_023403971.1
OG0006159	NP_001161885.1	XP_010590485.1
OG0006160	NP_001166598.1	XP_003411439.1, XP_023405563.1
OG0006161	NP_001180602.1	XP_003416190.1
OG0006162	NP_001181881.1	XP_023402866.1
OG0006163	NP_001182076.1	XP_023411593.1
OG0006164	NP_001182078.1	XP_003407830.1
OG0006165	NP_001183983.1	XP_003410703.3
OG0006166	NP_001184071.1	XP_003407192.1
OG0006167	NP_001184092.1, NP_001184091.1	XP_010584852.1
OG0006168	NP_001184105.1	XP_023405132.1
OG0006169	NP_001184118.1	XP_003412312.1
OG0006170	NP_001191858.1	XP_003413522.1
OG0006171	NP_001193361.1	XP_003407103.1
OG0006172	NP_001193862.1	XP_003411241.1
OG0006173	NP_001238878.1	XP_010595396.1
OG0006174	NP_001239068.1, XP_038434130.1	XP_023397456.1
OG0006175	NP_001239220.1, XP_038420733.1, XP_038432011.1	XP_003405058.1
OG0006176	NP_001239304.1	XP_023403834.1
OG0006177	NP_001243387.1, NP_001243368.1	XP_023397770.1, XP_010600379.1, XP_023397766.1
OG0006178	NP_001271366.1	XP_003415205.3
OG0006179	NP_001271379.1	XP_003406759.1
OG0006180	NP_001271402.1	XP_003419491.1
OG0006181	NP_001271408.1	XP_010597990.1
OG0006182	NP_001271412.1	XP_023407818.1
OG0006183	NP_001274000.1, XP_038404377.1, NP_001274001.1	XP_003413088.1
OG0006184	NP_001274002.1	XP_003409822.1
OG0006185	NP_001274019.1	XP_010596311.1
OG0006186	NP_001274054.1	XP_003417088.1
OG0006187	NP_001276362.1	XP_010600017.1
OG0006188	NP_001300709.1	XP_010594237.1
OG0006189	NP_001300764.1	XP_023397764.1, XP_003422878.1
OG0006190	NP_001300765.1	XP_003405121.1
OG0006191	NP_001300778.1	XP_003422262.1
OG0006192	NP_001300782.1	XP_010593186.2
OG0006193	XP_038392159.1, NP_001300788.1	XP_010594187.1, XP_023409766.1
OG0006194	NP_001375525.1	XP_003421434.1, XP_003421433.1, XP_010599224.1, XP_023396335.1, XP_023396324.1, XP_023396323.1
OG0006195	NP_001375694.1	XP_003409133.2
OG0006196	NP_001375743.1, XP_038402085.1	XP_003417044.1, XP_003417045.2
OG0006197	NP_001375788.1	XP_023409205.1
OG0006198	NP_001375896.1	XP_003423164.2, XP_023397988.1
OG0006199	NP_001375906.1	XP_003423712.2
OG0006200	NP_001375975.1, NP_001375972.1	XP_010600384.1, XP_023398253.1, XP_023398438.1, XP_023398434.1, XP_010595843.2, XP_023398401.1, XP_003405551.1, XP_003405568.2
OG0006201	XP_038435797.1, NP_001376030.1, NP_001376062.1	XP_003423732.2, XP_003418747.2
OG0006203	XP_038381667.1	XP_003406289.2
OG0006204	XP_038381762.1	XP_003406305.1
OG0006205	XP_038381779.1	XP_010584996.1
OG0006206	XP_038381807.1	XP_003406323.1
OG0006207	XP_038381898.1	XP_023399552.1
OG0006208	XP_038381908.1	XP_003406342.1
OG0006209	XP_038381971.1	XP_003404052.1
OG0006210	XP_038439359.1, XP_038382209.1	XP_003412919.1
OG0006211	XP_038382251.1	XP_023403467.1
OG0006212	XP_038382262.1	XP_003404290.1
OG0006213	XP_038382266.1	XP_023402812.1
OG0006214	XP_038382286.1	XP_003404124.2
OG0006215	XP_038382350.1	XP_023406564.1
OG0006216	XP_038382367.1	XP_023415109.1
OG0006217	XP_038382376.1	XP_010597173.1
OG0006218	XP_038382410.1	XP_023415140.1
OG0006219	XP_038382448.1	XP_023415126.1
OG0006220	XP_038382460.1	XP_010597165.1
OG0006221	XP_038382574.1	XP_003404303.1
OG0006222	XP_038382614.1	XP_023394552.1
OG0006223	XP_038382776.1	XP_003407687.2
OG0006224	XP_038382794.1	XP_003407745.1
OG0006225	XP_038382848.1	XP_003407809.1
OG0006226	XP_038382987.1	XP_010585804.1
OG0006227	XP_038383201.1	XP_003407402.1
OG0006228	XP_038383299.1	XP_010598939.2
OG0006229	XP_038383303.1	XP_023396005.1
OG0006231	XP_038383335.1	XP_003421137.1
OG0006232	XP_038383336.1	XP_010598948.1
OG0006233	XP_038383338.1	XP_023395996.1
OG0006234	XP_038383339.1	XP_010598951.1
OG0006235	XP_038383628.1	XP_003406917.2
OG0006236	XP_038383701.1	XP_023399877.1
OG0006237	XP_038383802.1	XP_023399343.1
OG0006238	XP_038384177.1	XP_010584812.1
OG0006239	XP_038384202.1	XP_023399830.1
OG0006240	XP_038384293.1, XP_038384294.1	XP_010585264.1
OG0006241	XP_038384299.1	XP_003406581.2
OG0006242	XP_038384324.1	XP_023399820.1
OG0006243	XP_038384325.1	XP_003406544.1
OG0006244	XP_038384355.1, XP_038384354.1, XP_038384356.1	XP_010584778.1
OG0006245	XP_038384436.1	XP_023399813.1
OG0006247	XP_038384531.1	XP_023398929.1
OG0006248	XP_038384620.1, XP_038384618.1	XP_003406466.1
OG0006249	XP_038384630.1	XP_023398874.1
OG0006250	XP_038384876.1	XP_010598618.2
OG0006251	XP_038384893.1	XP_010598614.1, XP_003420871.1
OG0006252	XP_038384935.1	XP_023395597.1
OG0006253	XP_038385271.1	XP_010598607.1
OG0006254	XP_038385409.1	XP_023411410.1
OG0006255	XP_038385445.1	XP_003416430.2
OG0006256	XP_038385779.1	XP_003410605.1
OG0006257	XP_038385850.1	XP_023404583.1
OG0006259	XP_038385871.1	XP_023404586.1
OG0006260	XP_038385947.1	XP_023404661.1
OG0006262	XP_038386047.1	XP_003410629.1
OG0006263	XP_038386106.1	XP_003410641.1
OG0006264	XP_038386258.1	XP_003404588.1
OG0006265	XP_038386274.1	XP_023405424.1, XP_023405428.1
OG0006266	XP_038386278.1	XP_003404597.1
OG0006267	XP_038386402.1, XP_038386404.1	XP_010589729.1
OG0006268	XP_038386411.1	XP_023405940.1
OG0006269	XP_038386426.1	XP_003404625.1, XP_010589792.1
OG0006270	XP_038386548.1	XP_010586448.1
OG0006271	XP_038386553.1, XP_038386555.1, XP_038386554.1	XP_010586449.1
OG0006272	XP_038386656.1	XP_023401278.1
OG0006273	XP_038386703.1	XP_010586494.1
OG0006274	XP_038386741.1	XP_010586509.2
OG0006275	XP_038386750.1, XP_038386748.1, XP_038386751.1, XP_038386749.1	XP_010586511.2
OG0006276	XP_038386754.1	XP_010586512.1
OG0006277	XP_038386786.1	XP_003408005.1
OG0006278	XP_038386882.1	XP_010594448.2
OG0006279	XP_038386887.1	XP_023411329.1, XP_003416332.1
OG0006280	XP_038386936.1	XP_010594381.1
OG0006281	XP_038387059.1	XP_023411442.1
OG0006282	XP_038387129.1	XP_010593481.1
OG0006283	XP_038387180.1	XP_003415508.2
OG0006284	XP_038387304.1	XP_003415481.1
OG0006285	XP_038387608.1	XP_023408240.1
OG0006286	XP_038387725.1	XP_003413483.1
OG0006287	XP_038387741.1	XP_003413179.1
OG0006288	XP_038387743.1	XP_010591365.1
OG0006289	XP_038387965.1	XP_023408258.1
OG0006291	XP_038387996.1	XP_023404500.1
OG0006292	XP_038388022.1	XP_010592106.1
OG0006293	XP_038388078.1	XP_003404787.1
OG0006294	XP_038388099.1, XP_038401967.1	XP_010591874.1
OG0006295	XP_038388346.1	XP_003408032.3
OG0006296	XP_038388397.1	XP_010586540.1
OG0006297	XP_038388496.1	XP_003420690.1
OG0006298	XP_038405900.1, XP_038388527.1	XP_010597028.1
OG0006299	XP_038388645.1	XP_010592155.1
OG0006300	XP_038388776.1	XP_023408783.1
OG0006301	XP_038388786.1	XP_003413933.1, XP_010591731.1
OG0006302	XP_038388790.1	XP_003413931.1
OG0006303	XP_038388805.1	XP_023408780.1
OG0006304	XP_038388806.1	XP_023408777.1
OG0006305	XP_038388818.1	XP_023408609.1
OG0006306	XP_038388825.1, XP_038388826.1, XP_038388824.1	XP_023408768.1, XP_003413922.2
OG0006307	XP_038388850.1	XP_010592102.1
OG0006308	XP_038388900.1	XP_010592094.1
OG0006309	XP_038388912.1	XP_023408604.1
OG0006310	XP_038388951.1	XP_003413903.1
OG0006311	XP_038389003.1	XP_023397693.1
OG0006312	XP_038389014.1	XP_003422787.1
OG0006313	XP_038389185.1	XP_003411308.1
OG0006314	XP_038389191.1	XP_023405528.1
OG0006315	XP_038389195.1	XP_010589653.2
OG0006316	XP_038389314.1	XP_003411316.1
OG0006317	XP_038389321.1	XP_023405555.1
OG0006318	XP_038389407.1	XP_003411349.1, XP_010589715.1
OG0006319	XP_038389447.1	XP_023405627.1
OG0006320	XP_038389552.1	XP_023405489.1
OG0006321	XP_038389591.1	XP_010589658.1
OG0006322	XP_038389612.1	XP_023395416.1
OG0006323	XP_038389618.1	XP_023408600.1
OG0006324	XP_038413875.1, XP_038389688.1	XP_010593498.1
OG0006325	XP_038389694.1	XP_023409726.1
OG0006326	XP_038389747.1	XP_023405075.1
OG0006327	XP_038389813.1	XP_003410946.1
OG0006328	XP_038389816.1	XP_023404917.1
OG0006329	XP_038389938.1	XP_003409329.1
OG0006330	XP_038390061.1	XP_023402774.1
OG0006331	XP_038399942.1, XP_038424123.1, XP_038390083.1	XP_003409350.1
OG0006332	XP_038390125.1	XP_003409090.1
OG0006333	XP_038390127.1	XP_003409358.1
OG0006334	XP_038390139.1	XP_023402798.1
OG0006335	XP_038390148.1	XP_003409096.1
OG0006336	XP_038390150.1	XP_023402811.1
OG0006338	XP_038390337.1	XP_003409116.1
OG0006339	XP_038390402.1	XP_003418633.1
OG0006340	XP_038390459.1	XP_023414338.1
OG0006341	XP_038390460.1, XP_038390461.1	XP_003418648.1
OG0006342	XP_038390560.1	XP_003404736.1
OG0006343	XP_038390582.1	XP_010591129.2
OG0006344	XP_038390593.1	XP_003404731.1
OG0006345	XP_038390635.1, XP_038396182.1	XP_003404724.1
OG0006346	XP_038390636.1	XP_003404940.1
OG0006347	XP_038390658.1	XP_003404714.1
OG0006348	XP_038390724.1, XP_038439315.1	XP_010600333.2
OG0006349	XP_038390796.1	XP_010590578.1
OG0006350	XP_038390947.1, XP_038437814.1	XP_003404652.1
OG0006351	XP_038390948.1	XP_003404651.1
OG0006352	XP_038390995.1, XP_038390994.1	XP_003404638.1
OG0006353	XP_038391017.1	XP_003404635.1
OG0006354	XP_038391152.1	XP_003407945.1
OG0006355	XP_038391195.1	XP_023401403.1
OG0006356	XP_038391205.1, XP_038429307.1	XP_003414003.1
OG0006357	XP_038391253.1	XP_023401187.1
OG0006358	XP_038391256.1	XP_023401183.1
OG0006359	XP_038391295.1	XP_023401180.1
OG0006360	XP_038391316.1	XP_003407992.1
OG0006361	XP_038391340.1	XP_003407927.3
OG0006362	XP_038391357.1	XP_010586382.1
OG0006363	XP_038391398.1	XP_003407928.1
OG0006364	XP_038391402.1	XP_003408716.1
OG0006365	XP_038391437.1	XP_023413962.1
OG0006366	XP_038391540.1	XP_023412813.1
OG0006367	XP_038391607.1	XP_023412828.1
OG0006368	XP_038391630.1	XP_003417526.1
OG0006369	XP_038391659.1	XP_003417529.1
OG0006370	XP_038391741.1	XP_023412863.1
OG0006371	XP_038391780.1	XP_003418249.1
OG0006372	XP_038391806.1	XP_003418245.1
OG0006373	XP_038391928.1	XP_023413957.1
OG0006374	XP_038391942.1	XP_023413917.1
OG0006375	XP_038392066.1	XP_010596250.1
OG0006377	XP_038444976.1, XP_038392137.1	XP_003415670.1
