Orthogroup	Sus_scrofa	Urocitellus_parryii
OG0005669	XP_013848140.2	XP_026266985.1
OG0005670	XP_003121402.2, XP_020921969.1, NP_001302746.1	XP_026245454.1
OG0005671	XP_005665790.1, NP_001116577.1	XP_026270085.1
OG0005672	NP_001182307.1	XP_026271148.1
OG0005673	NP_001116561.1	XP_026271123.1
OG0005674	XP_005665882.1, NP_001121957.1	XP_026271171.1
OG0005675	XP_001925794.2, XP_020954264.1	XP_026239394.1, XP_026239393.1
OG0005676	NP_001230456.1	XP_026239346.1
OG0005677	XP_001924245.3	XP_026239325.1
OG0005678	XP_013833351.2	XP_026239229.1
OG0005679	NP_001072146.1	XP_026239273.1
OG0005680	XP_020954346.1	XP_026239336.1
OG0005681	XP_005666076.1	XP_026239216.1
OG0005682	XP_003128460.3	XP_026239359.1
OG0005683	XP_013833459.1	XP_026250268.1
OG0005684	XP_001925236.1	XP_026254751.1
OG0005685	XP_020953756.1, NP_001231093.1	XP_026254734.1
OG0005686	XP_005659463.2	XP_026267110.1
OG0005687	XP_013848110.2	XP_026266581.1
OG0005688	XP_013848113.1	XP_026267141.1
OG0005689	XP_020946618.1	XP_026245442.1
OG0005690	XP_001928988.1	XP_026239933.1
OG0005691	XP_003125595.2	XP_026239258.1
OG0005692	XP_001928833.3	XP_026239378.1
OG0005693	XP_001925286.2	XP_026240320.1
OG0005694	NP_001230382.1	XP_026240327.1
OG0005695	XP_020944649.1	XP_026249674.1
OG0005696	XP_020946235.1	XP_026249669.1
OG0005697	XP_020944523.1	XP_026263527.1
OG0005698	XP_013851898.1	XP_026258860.1
OG0005700	XP_013834094.1	XP_026241504.1, XP_026241510.1, XP_026241493.1
OG0005701	XP_020956237.1	XP_026241523.1, XP_026241532.1
OG0005702	XP_005666697.1	XP_026242562.1
OG0005703	XP_020956872.1	XP_026241212.1, XP_026241202.1
OG0005704	XP_003134753.1	XP_026267466.1
OG0005705	XP_013841101.1	XP_026244489.1
OG0005706	XP_020919053.1	XP_026247318.1
OG0005707	XP_020958078.1	XP_026247339.1, XP_026247338.1
OG0005708	XP_020934674.1	XP_026256006.1
OG0005709	XP_013841201.2	XP_026263252.1
OG0005710	XP_013846291.2	XP_026266085.1
OG0005711	XP_003128029.1, XP_005656223.1	XP_026238453.1
OG0005712	XP_020952375.1	XP_026253592.1
OG0005713	XP_003128620.1	XP_026270026.1
OG0005714	XP_020951630.1	XP_026249205.1
OG0005715	NP_001181903.1	XP_026249180.1
OG0005716	NP_001181901.1, XP_020948943.1	XP_026249149.1
OG0005717	XP_020949906.1	XP_026262689.1
OG0005718	XP_003482130.1	XP_026237530.1
OG0005719	XP_003482134.1	XP_026238186.1
OG0005720	XP_020952357.1, XP_020952356.1, NP_001001769.1	XP_026266468.1
OG0005721	XP_020952404.1	XP_026253571.1
OG0005722	XP_003362045.1, XP_020954975.1	XP_026270017.1
OG0005723	XP_020954946.1	XP_026270022.1
OG0005724	NP_001231246.1, XP_005664048.1, NP_001231245.1	XP_026246633.1
OG0005725	XP_020948470.1	XP_026252757.1
OG0005726	XP_020948689.1	XP_026254449.1, XP_026254439.1
OG0005727	NP_001157984.1	XP_026252965.1
OG0005728	XP_020948653.1	XP_026254501.1
OG0005729	NP_001026954.1, XP_020946863.1	XP_026253144.1
OG0005730	XP_020948306.1, XP_020938087.1	XP_026253999.1
OG0005731	XP_005666849.1, NP_999315.1	XP_026240529.1
OG0005733	XP_003133364.3	XP_026236335.1
OG0005734	XP_020918221.1	XP_026243064.1
OG0005735	XP_020919258.1	XP_026265167.1
OG0005736	XP_020934464.1, XP_020934465.1, XP_020934463.1	XP_026261208.1
OG0005737	XP_020934426.1	XP_026254333.1
OG0005738	XP_005673382.1	XP_026255275.1
OG0005739	XP_020934519.1	XP_026235579.1, XP_026235580.1, XP_026235581.1
OG0005740	NP_001231265.1	XP_026235585.1
OG0005741	NP_999219.1	XP_026265121.1
OG0005742	XP_005671873.1, XP_005671874.1, XP_020930521.1	XP_026269837.1
OG0005743	XP_003134235.3	XP_026245218.1
OG0005744	XP_003134241.1	XP_026245260.1, XP_026245261.1
OG0005745	XP_020930191.1, NP_001230495.2	XP_026245290.1
OG0005746	XP_020931281.1	XP_026256386.1
OG0005747	XP_020943617.1, XP_020943615.1, XP_020943616.1, XP_020943614.1	XP_026268648.1
OG0005748	XP_003125449.1	XP_026268645.1
OG0005749	XP_020943529.1	XP_026254589.1
OG0005750	XP_003481337.1	XP_026243177.1
OG0005751	XP_020943517.1	XP_026263550.1
OG0005752	XP_013851722.1	XP_026261367.1
OG0005753	XP_003125337.3	XP_026261707.1
OG0005754	XP_020943324.1	XP_026237348.1
OG0005755	XP_003124887.2	XP_026269882.1
OG0005757	XP_020942987.1	XP_026253247.1, XP_026253248.1
OG0005758	XP_020943021.1	XP_026253227.1
OG0005759	XP_003125091.3	XP_026260907.1
OG0005760	XP_001929378.1	XP_026263082.1
OG0005761	XP_020945630.1, XP_020945629.1	XP_026263068.1
OG0005762	XP_020946485.1	XP_026263069.1
OG0005763	XP_003355245.1	XP_026259750.1
OG0005764	XP_013852644.1	XP_026259798.1
OG0005765	XP_020944067.1	XP_026252424.1
OG0005766	XP_020938413.1	XP_026252368.1
OG0005767	XP_003122544.1	XP_026252406.1
OG0005768	XP_013835277.2	XP_026251519.1
OG0005769	XP_013835269.1	XP_026240760.1
OG0005770	XP_020958212.1	XP_026240731.1
OG0005771	XP_020919135.1	XP_026240764.1
OG0005772	XP_003122437.2	XP_026235151.1
OG0005773	XP_003122904.1	XP_026260012.1
OG0005774	NP_001254821.1	XP_026267424.1
OG0005775	XP_020938695.1	XP_026262367.1
OG0005776	XP_020938703.1	XP_026262351.1
OG0005777	NP_001095284.1, XP_005660976.1	XP_026254926.1
OG0005778	XP_003122876.1	XP_026254976.1
OG0005779	XP_003122879.2	XP_026254963.1
OG0005780	XP_005660644.3, NP_001272905.1	XP_026267067.1
OG0005781	XP_020938297.1	XP_026267077.1
OG0005782	XP_020938304.1	XP_026269937.1
OG0005783	XP_005654697.1, XP_020938344.1	XP_026252274.1
OG0005784	XP_003122484.4	XP_026252286.1
OG0005785	XP_003122504.1	XP_026252207.1
OG0005786	XP_013849481.2	XP_026252268.1
OG0005787	XP_003480728.1	XP_026270226.1
OG0005788	NP_999309.1	XP_026270185.1
OG0005789	XP_020938549.1	XP_026270197.1
OG0005790	XP_020938589.1	XP_026263431.1
OG0005791	XP_020937777.1	XP_026235373.1
OG0005792	XP_020956325.1	XP_026248491.1
OG0005793	XP_003357069.1, XP_005656589.1	XP_026241972.1, XP_026241971.1
OG0005794	XP_005666948.1, NP_001139221.1	XP_026267534.1
OG0005795	XP_003482496.1	XP_026267549.1
OG0005796	XP_005671890.1	XP_026244271.1
OG0005797	XP_003359485.2, XP_005671692.1	XP_026244548.1
OG0005798	NP_001243295.1	XP_026266377.1
OG0005799	XP_020931491.1	XP_026244635.1
OG0005800	XP_003133297.1	XP_026244282.1
OG0005801	XP_020931917.1	XP_026260911.1, XP_026244461.1
OG0005802	XP_003123110.1	XP_026260231.1
OG0005803	NP_001230630.1	XP_026239794.1
OG0005804	XP_020923976.1, NP_001135461.1	XP_026266691.1
OG0005805	XP_020925041.1	XP_026270866.1
OG0005806	NP_001231231.1	XP_026238901.1
OG0005807	XP_020924999.1, XP_020925000.1	XP_026238880.1
OG0005808	XP_003132411.4	XP_026238902.1
OG0005809	XP_020925467.1	XP_026238764.1
OG0005810	NP_001177124.2, XP_020923909.1	XP_026238759.1
OG0005811	XP_020926756.1	XP_026238827.1
OG0005812	XP_020924881.1	XP_026248467.1
OG0005813	XP_020924833.1	XP_026253634.1
OG0005814	XP_020924656.1	XP_026244329.1
OG0005815	XP_013837229.1	XP_026244444.1
OG0005816	XP_020924122.1	XP_026244450.1
OG0005817	XP_020923924.1, NP_001193278.1	XP_026244415.1
OG0005819	XP_005669675.1	XP_026239756.1
OG0005820	XP_013837168.1	XP_026239689.1
OG0005821	XP_013837163.1	XP_026248849.1, XP_026239793.1
OG0005822	XP_003132254.1	XP_026239685.1, XP_026239684.1
OG0005823	XP_005669546.1	XP_026245547.1
OG0005824	XP_020939088.1	XP_026245850.1
OG0005825	NP_001167527.1	XP_026245663.1
OG0005826	XP_020939165.1	XP_026245563.1
OG0005827	XP_020939226.1	XP_026245606.1
OG0005828	XP_005652958.1	XP_026245876.1
OG0005829	XP_005652963.1	XP_026245841.1, XP_026245842.1
OG0005830	XP_020939363.1	XP_026255439.1
OG0005831	XP_003123388.3	XP_026255429.1
OG0005832	XP_005652937.2	XP_026255521.1
OG0005833	XP_020923101.1	XP_026255573.1
OG0005834	NP_001001645.1	XP_026255393.1
OG0005835	XP_020939390.1	XP_026255643.1
OG0005836	XP_013850137.1	XP_026255614.1
OG0005837	XP_013842795.2	XP_026270723.1
OG0005838	XP_020939546.1	XP_026267636.1
OG0005839	XP_013850230.1	XP_026260161.1
OG0005840	XP_020939756.1	XP_026260146.1
OG0005841	XP_003123047.3	XP_026270457.1, XP_026270456.1, XP_026270455.1
OG0005842	XP_003123039.1	XP_026269733.1
OG0005843	XP_003354007.2	XP_026269772.1
OG0005844	XP_005661418.1	XP_026269700.1, XP_026269699.1
OG0005845	NP_001153080.1, XP_020930231.1	XP_026245300.1
OG0005846	XP_005674615.2	XP_026239929.1
OG0005847	XP_003129849.3, XP_020957996.1	XP_026248246.1
OG0005848	XP_020918298.1	XP_026251876.1
OG0005849	XP_013834712.2	XP_026238098.1, XP_026269666.1
OG0005850	XP_020918213.1	XP_026243125.1
OG0005851	XP_020918170.1	XP_026243137.1
OG0005852	XP_003482613.1	XP_026243043.1
OG0005853	XP_003129663.2	XP_026256850.1
OG0005855	XP_020958326.1	XP_026256834.1
OG0005856	XP_020918010.1	XP_026270152.1
OG0005857	XP_005653694.2	XP_026270785.1
OG0005859	XP_020953114.1	XP_026245997.1
OG0005860	XP_020938898.1	XP_026239898.1
OG0005861	XP_003482935.2	XP_026249439.1
OG0005862	XP_020921050.1	XP_026236826.1
OG0005863	XP_020921267.1, XP_020921268.1, XP_020921269.1	XP_026267749.1
OG0005864	XP_020921278.1	XP_026238321.1
OG0005866	NP_001070695.1	XP_026263288.1
OG0005867	XP_020921039.1	XP_026255566.1
OG0005868	XP_013836098.1, NP_001239134.1	XP_026255667.1
OG0005869	XP_020921597.1	XP_026270937.1
OG0005870	XP_020921632.1	XP_026270939.1
OG0005871	NP_001254780.1, XP_005653892.1	XP_026238347.1
OG0005872	NP_001230281.1, XP_005654090.1	XP_026248726.1
OG0005873	NP_001012407.1	XP_026263838.1
OG0005874	XP_013836936.1	XP_026257408.1
OG0005875	XP_005669433.2, XP_003358428.2	XP_026257383.1
OG0005877	XP_020926779.1	XP_026263902.1
OG0005878	XP_005669477.1	XP_026263853.1
OG0005879	XP_005669361.2	XP_026262475.1
OG0005880	NP_001230545.1, XP_020935509.1	XP_026243048.1, XP_026244402.1
OG0005881	NP_001131102.1, XP_020923974.1	XP_026237920.1
OG0005882	XP_013837506.1, XP_003358616.1	XP_026240777.1
OG0005883	XP_020925252.1	XP_026240801.1
OG0005884	XP_020925288.1, XP_020925285.1, XP_020925287.1, XP_020925286.1, XP_020925284.1	XP_026263967.1
OG0005885	XP_005669986.1, NP_001231174.1	XP_026248715.1
OG0005886	XP_003359967.1	XP_026248845.1
OG0005887	XP_020927142.1	XP_026261119.1
OG0005888	XP_020933076.1	XP_026256509.1
OG0005889	XP_020933661.1	XP_026253445.1
OG0005890	XP_020933257.1	XP_026241612.1
OG0005891	XP_020932962.1, NP_999511.1	XP_026241615.1
OG0005892	XP_020933215.1	XP_026265526.1
OG0005893	XP_005672850.1	XP_026265506.1
OG0005894	NP_001231372.1, XP_005672864.1	XP_026257893.1
OG0005895	NP_001011727.1	XP_026238970.1
OG0005896	XP_020933628.1	XP_026238960.1
OG0005897	XP_020933818.1	XP_026239037.1
OG0005898	XP_020933198.1	XP_026239055.1
OG0005899	NP_001177088.1, XP_005673016.1	XP_026264087.1
OG0005900	XP_005673031.1	XP_026264132.1
OG0005901	NP_001106906.1, XP_020932935.1	XP_026246748.1
OG0005902	XP_013840917.1, NP_001108144.1	XP_026246716.1
OG0005903	XP_020932861.1, NP_001108145.1	XP_026237481.1, XP_026246744.1, XP_026237116.1
OG0005904	NP_001116688.1	XP_026262575.1
OG0005905	XP_013840970.1, NP_001107169.1, XP_005666588.1	XP_026268039.1
OG0005906	XP_020933873.1	XP_026263631.1
OG0005907	XP_020933045.1	XP_026241611.1
OG0005908	XP_005668435.2	XP_026238328.1
OG0005909	XP_020921208.1	XP_026244200.1
OG0005911	NP_999169.1, XP_005658678.1	XP_026254684.1
OG0005912	XP_020928290.1	XP_026254643.1
OG0005913	XP_001928822.1	XP_026254656.1
OG0005914	XP_013845734.1	XP_026254693.1
OG0005915	XP_020928412.1	XP_026253286.1
OG0005916	XP_013840006.2	XP_026265329.1
OG0005917	XP_020931374.1	XP_026270536.1
OG0005918	XP_020921095.1	XP_026250742.1
OG0005919	NP_001230486.1	XP_026268318.1, XP_026268338.1
OG0005920	XP_020927922.1	XP_026258747.1
OG0005921	XP_020929731.1	XP_026258756.1
OG0005922	XP_020928185.1	XP_026241777.1
OG0005923	XP_020928923.1	XP_026267858.1
OG0005924	XP_001928337.1	XP_026267863.1
OG0005925	XP_001929245.2	XP_026264961.1, XP_026264960.1, XP_026264962.1
OG0005926	XP_003132973.1	XP_026265002.1
OG0005927	XP_001929364.2	XP_026265016.1
OG0005928	XP_020928070.1	XP_026264995.1
OG0005929	XP_020929683.1	XP_026267983.1
OG0005930	NP_001123450.1	XP_026269132.1
OG0005932	XP_013838521.1	XP_026264713.1
OG0005934	XP_005670924.2	XP_026264684.1
OG0005935	XP_020927956.1	XP_026268326.1
OG0005937	NP_001068585.1	XP_026257546.1
OG0005938	XP_020928349.1	XP_026257528.1
OG0005939	XP_020928451.1	XP_026257513.1
OG0005940	XP_020948104.1	XP_026263025.1, XP_026238067.1
OG0005941	XP_003126579.1	XP_026259013.1
OG0005942	XP_005652652.1	XP_026259034.1
OG0005943	XP_003355641.2	XP_026258989.1
OG0005944	XP_020948053.1	XP_026271063.1
OG0005946	XP_013843852.2	XP_026235106.1
OG0005947	XP_020946754.1, NP_001302723.1	XP_026266676.1
OG0005948	NP_001302597.1, XP_020946698.1	XP_026267897.1
OG0005949	XP_020946507.1, NP_001093410.1	XP_026265083.1
OG0005950	XP_020948263.1	XP_026256414.1
OG0005951	XP_003481609.2	XP_026262813.1
OG0005952	XP_020947371.1, XP_020947373.1, XP_020947374.1	XP_026254603.1
OG0005953	NP_001192256.1, XP_013838104.1	XP_026254405.1
OG0005954	XP_020946573.1, NP_001245230.1	XP_026254620.1
OG0005955	XP_013853049.2	XP_026242368.1
OG0005957	XP_013838905.2	XP_026266633.1
OG0005958	XP_003483576.1	XP_026253129.1
OG0005959	XP_020928305.1	XP_026250630.1
OG0005960	XP_001929430.4, XP_020927996.1	XP_026250685.1, XP_026250686.1
OG0005961	XP_020929244.1, XP_003483618.2	XP_026239981.1
OG0005962	XP_003483625.2	XP_026266073.1
OG0005963	XP_020929372.1	XP_026244920.1
OG0005964	XP_013852210.1	XP_026264271.1
OG0005965	XP_001924703.1	XP_026253104.1
OG0005966	XP_001926844.1	XP_026235834.1
OG0005967	XP_001924873.4	XP_026237069.1
OG0005968	XP_020955567.1	XP_026248697.1
OG0005969	XP_020953975.1	XP_026248535.1
OG0005970	XP_020953608.1	XP_026249195.1
OG0005971	XP_020953318.1	XP_026247944.1
OG0005972	NP_999336.2, XP_013848567.1	XP_026248597.1
OG0005973	XP_020952153.1	XP_026246076.1
OG0005974	XP_005659654.1	XP_026247194.1
OG0005975	NP_001231528.1, XP_013848406.1	XP_026240693.1
OG0005976	XP_020929237.1	XP_026240579.1
OG0005977	XP_020955903.1	XP_026240660.1
OG0005978	XP_001927959.3	XP_026243490.1
OG0005979	XP_020954667.1	XP_026256346.1
OG0005980	XP_001928527.1	XP_026269191.1
OG0005981	XP_020926481.1	XP_026267745.1
OG0005982	NP_001233181.1, XP_020924070.1	XP_026249335.1
OG0005983	XP_013838046.2, NP_001231386.1	XP_026255185.1
OG0005985	XP_005654136.2	XP_026265854.1
OG0005986	XP_020956357.1	XP_026236328.1
OG0005987	XP_005656604.1	XP_026235312.1
OG0005988	XP_020957335.1	XP_026235311.1
OG0005989	XP_020957357.1	XP_026258957.1, XP_026258955.1
OG0005990	XP_020957388.1, XP_020957387.1	XP_026253893.1
OG0005991	NP_001090891.1, XP_020955917.1	XP_026235418.1
OG0005992	NP_001230759.1, XP_013853934.1	XP_026264792.1
OG0005994	NP_001136140.1	XP_026237737.1
OG0005995	XP_020926053.1	XP_026251887.1
OG0005996	XP_003132730.3	XP_026250269.1
OG0005997	XP_020926017.1	XP_026250905.1
OG0005998	NP_001231626.1, XP_020924073.1	XP_026251691.1
OG0005999	XP_020925943.1	XP_026251072.1
OG0006000	XP_013837830.2	XP_026250178.1
OG0006001	NP_001116678.1, XP_020932178.1	XP_026238326.1
OG0006002	XP_020925520.1	XP_026238614.1
OG0006003	XP_020925546.1	XP_026238708.1
OG0006004	XP_013837732.1	XP_026245195.1
OG0006005	XP_013844388.1	XP_026254706.1
OG0006006	XP_020953529.1, NP_001106914.1	XP_026262898.1
OG0006007	XP_020955857.1, XP_020955856.1	XP_026240421.1
OG0006008	XP_001927879.1, XP_013832914.1	XP_026257969.1
OG0006009	XP_020955891.1, XP_001927944.1, XP_005665664.1	XP_026257981.1
OG0006010	NP_001106486.1	XP_026263477.1
OG0006011	XP_020930171.1, NP_001230259.1	XP_026247809.1
OG0006012	XP_020931434.1	XP_026257258.1
OG0006013	XP_020930949.1	XP_026248907.1
OG0006014	XP_005671975.1	XP_026245345.1
OG0006015	XP_005672029.1, NP_001231192.1	XP_026261420.1
OG0006016	XP_005672038.1	XP_026247828.1
OG0006017	XP_020931018.1	XP_026246162.1
OG0006018	XP_020930342.1, NP_001184234.1	XP_026244831.1
OG0006019	XP_020930482.1	XP_026264633.1
OG0006020	XP_020930173.1, NP_001231422.1	XP_026261137.1, XP_026247133.1
OG0006021	XP_020931838.1	XP_026261111.1
OG0006022	XP_020931218.1	XP_026261135.1
OG0006023	XP_020930701.1	XP_026250383.1
OG0006024	NP_001090956.1, XP_020930154.1	XP_026250389.1
OG0006025	XP_020931627.1	XP_026259138.1
OG0006026	NP_999168.1	XP_026235785.1
OG0006027	XP_020931861.1	XP_026246081.1, XP_026246079.1, XP_026246080.1, XP_026246078.1
OG0006028	NP_999217.1, XP_020930334.1, XP_020930397.1	XP_026246109.1
OG0006029	XP_020932143.1	XP_026246234.1
OG0006030	NP_999242.1	XP_026246144.1
OG0006031	XP_020930224.1	XP_026246105.1
OG0006032	XP_003133690.2	XP_026258130.1
OG0006033	XP_020946469.1	XP_026237251.1
OG0006034	XP_020918886.1, XP_020918887.1, XP_013845023.2	XP_026252986.1
OG0006035	XP_020918962.1	XP_026243252.1
OG0006036	XP_020919748.1	XP_026246499.1
OG0006037	XP_020945144.1	XP_026265305.1
OG0006038	XP_003125708.1	XP_026236361.1, XP_026236360.1
OG0006039	XP_001927817.1	XP_026236384.1
OG0006040	XP_001928904.2	XP_026263735.1
OG0006041	XP_020920133.1	XP_026262923.1
OG0006042	XP_020935032.1, NP_001106528.1	XP_026243371.1
OG0006043	XP_020936604.1, XP_020937869.1	XP_026238310.1
OG0006044	XP_013841366.2	XP_026250928.1
OG0006045	XP_005673472.1, NP_001230632.1	XP_026252539.1
OG0006046	NP_001230417.1, XP_020935055.1, NP_001230418.1	XP_026252510.1
OG0006047	XP_001928417.1	XP_026252543.1
OG0006048	XP_005673518.1	XP_026252550.1
OG0006049	XP_020935868.1, XP_003360299.3, XP_020935869.1	XP_026265288.1
OG0006050	XP_020935073.1, NP_001230635.1	XP_026243339.1
OG0006051	NP_001135460.1, XP_005657845.1	XP_026237147.1
OG0006052	XP_005657857.1	XP_026262483.1
OG0006053	XP_020935140.1, NP_001230411.1	XP_026262531.1
OG0006054	XP_020935491.1	XP_026262478.1
OG0006055	XP_020936327.1	XP_026262504.1
OG0006056	NP_999304.1	XP_026262500.1
OG0006057	XP_001927933.2	XP_026263213.1
OG0006058	XP_013841747.2	XP_026266296.1
OG0006059	XP_001924554.3	XP_026266299.1
OG0006060	XP_003135404.1	XP_026269405.1
OG0006061	XP_020935353.1	XP_026269606.1
OG0006062	XP_001926045.1	XP_026269675.1
OG0006063	NP_001230137.1	XP_026248016.1
OG0006064	XP_020935326.1	XP_026268565.1
OG0006065	XP_020936403.1	XP_026236864.1
OG0006066	NP_001231909.1	XP_026270840.1
OG0006067	XP_020935339.1	XP_026268371.1
OG0006068	XP_020935513.1	XP_026235924.1
OG0006070	NP_001161128.1	XP_026270006.1
OG0006071	XP_003353244.2	XP_026247686.1
OG0006072	XP_020934140.1	XP_026257329.1
OG0006073	XP_020944039.1	XP_026241417.1
OG0006074	NP_001138491.1	XP_026265128.1, XP_026265127.1, XP_026265129.1
OG0006076	XP_020928974.1, XP_020928768.1, XP_020929629.1, XP_003133291.3	XP_026237975.1
OG0006077	NP_001295402.1	XP_026255118.1
OG0006079	XP_013849823.1	XP_026257694.1
OG0006083	XP_020936932.1, XP_020937657.1	XP_026269156.1
OG0006089	XP_005660752.2, NP_001163992.1	XP_026270184.1
OG0006090	NP_999611.1, XP_020939170.1	XP_026267076.1
OG0006091	NP_001230604.1	XP_026257977.1
OG0006092	XP_005658871.1, XP_003361840.1	XP_026262576.1
OG0006093	NP_001177351.1	XP_026249353.1
OG0006094	XP_020943139.1	XP_026242991.1
OG0006095	XP_020954865.1	XP_026261889.1
OG0006096	NP_999185.1, XP_020956120.1	XP_026266418.1
OG0006097	NP_001123427.1	XP_026242802.1
OG0006098	NP_999314.1	XP_026250386.1
OG0006099	NP_001116514.1	XP_026241482.1
OG0006100	NP_001161113.1	XP_026244087.1
OG0006101	XP_020932226.1, NP_999419.2	XP_026237627.1, XP_026271270.1
OG0006102	XP_003126523.1	XP_026266669.1
OG0006103	XP_020934418.1	XP_026235582.1
OG0006104	NP_999397.1, XP_013841963.1	XP_026268596.1
OG0006105	XP_003121650.1	XP_026246798.1
OG0006106	XP_003124869.4	XP_026238450.1
OG0006107	XP_005663611.1, NP_999533.1	XP_026249958.1
OG0006108	NP_001136369.1	XP_026244966.1
OG0006109	XP_020935171.1, NP_001157475.1	XP_026247999.1
OG0006110	NP_001116588.1, XP_005669625.1	XP_026239647.1
OG0006111	XP_013833437.2	XP_026250241.1
OG0006112	NP_001154906.1, XP_020941579.1	XP_026252734.1
OG0006113	NP_001003922.1	XP_026243649.1
OG0006114	NP_001019866.1	XP_026249382.1
OG0006115	NP_001020385.1, XP_020937589.1	XP_026267634.1
OG0006116	NP_999413.2	XP_026243213.1
OG0006117	XP_013843264.1, NP_001233131.1	XP_026241400.1
OG0006119	NP_001157493.1, XP_020927760.1	XP_026266436.1, XP_026237825.1
OG0006120	XP_005668533.1, NP_001033091.1	XP_026271056.1, XP_026271055.1
OG0006121	XP_020927911.1	XP_026253421.1
OG0006122	NP_999434.2, XP_020946800.1	XP_026253027.1
OG0006123	XP_005657013.1	XP_026238229.1, XP_026242620.1
OG0006124	NP_001138852.1	XP_026271238.1
OG0006125	XP_020940625.1	XP_026240296.1
OG0006126	XP_020952870.1	XP_026247036.1
OG0006127	XP_003127666.1	XP_026256641.1
OG0006128	XP_005663523.1, NP_999467.1	XP_026259860.1
OG0006129	XP_020927212.1	XP_026262062.1
OG0006130	XP_003483856.1	XP_026245941.1
OG0006131	XP_003123247.1	XP_026267632.1
OG0006132	NP_001038056.1	XP_026270934.1
OG0006133	XP_003132938.1	XP_026259177.1
OG0006134	NP_001020393.1	XP_026246012.1
OG0006135	NP_001004039.1, NP_001107177.1	XP_026239460.1
OG0006136	XP_020940314.1	XP_026252598.1
OG0006137	XP_003483492.1, XP_013838442.1	XP_026264323.1
OG0006138	XP_003357349.2	XP_026248344.1
OG0006139	XP_020949159.1, NP_999120.1	XP_026257709.1
OG0006140	XP_003126987.2	XP_026269042.1
OG0006141	XP_020919948.1	XP_026246482.1
OG0006142	NP_998920.2	XP_026260494.1
OG0006143	XP_020948254.1	XP_026256403.1
OG0006144	XP_020924200.1, NP_999345.1	XP_026250788.1
OG0006145	XP_005667844.1, NP_001103417.1	XP_026244301.1
OG0006146	NP_001230558.1	XP_026264162.1
OG0006147	XP_003124027.1	XP_026257067.1
