Orthogroup	Sus_scrofa	Mesocricetus_auratus
OG0008396	XP_003483287.1	XP_005071298.1
OG0008397	XP_020925047.1	XP_005071217.1
OG0008399	NP_001231857.1, XP_020924081.1	XP_040594395.1
OG0008400	XP_005669862.1	XP_040594011.1
OG0008401	XP_020924978.1	XP_040593666.1
OG0008402	XP_020925468.1	XP_040594740.1
OG0008403	XP_020923905.1, NP_001193464.1	XP_040593463.1
OG0008404	XP_013837365.2, NP_001231861.1	XP_040593900.1
OG0008405	XP_020924933.1	XP_005066243.3
OG0008406	XP_003132372.3	XP_005071269.1
OG0008407	XP_020926489.1	XP_040593062.1
OG0008408	XP_003132357.4	XP_040595138.1
OG0008409	XP_003358539.3	XP_005071242.1
OG0008410	XP_013837305.2	XP_005071228.1
OG0008411	XP_020924828.1	XP_005076449.1
OG0008412	XP_020926426.1	XP_021086500.1
OG0008413	NP_001231327.1	XP_005077434.1
OG0008414	XP_020924720.1	XP_005077426.1
OG0008415	XP_020924668.1	XP_005077730.1
OG0008416	NP_001128438.1	XP_040603709.1
OG0008417	XP_020926372.1	XP_021087249.1
OG0008418	XP_020924610.1	XP_012980037.1
OG0008419	XP_020924549.1	XP_040603778.1
OG0008420	XP_001925271.3	XP_005085283.1
OG0008421	XP_003132302.3	XP_005074906.1
OG0008422	XP_003132297.1	XP_005074905.1
OG0008423	XP_020924545.1	XP_040603782.1
OG0008425	XP_020924490.1	XP_040595461.1
OG0008426	XP_001925178.2	XP_005074957.1
OG0008427	XP_005669645.1	XP_005074959.1
OG0008428	NP_001231470.1	XP_005074974.1
OG0008429	XP_005669562.1, NP_001230117.1	XP_005074989.1
OG0008430	XP_005669595.2	XP_005074994.1
OG0008431	XP_013837121.1	XP_005074993.2
OG0008432	XP_020923941.1, NP_001258643.1	XP_040596017.1, XP_040610173.1
OG0008433	NP_001230535.1	XP_005075004.2
OG0008434	XP_020924391.1	XP_040595951.1
OG0008435	NP_001070689.1	XP_040606984.1
OG0008436	XP_020924297.1	XP_005082344.1
OG0008437	NP_001231103.1	XP_005082352.1
OG0008438	XP_020939127.1	XP_040597985.1
OG0008439	NP_001139458.1, XP_013842921.1	XP_040598033.1
OG0008440	XP_020939235.1	XP_012969294.3, XP_040596917.1
OG0008441	XP_003123521.1, XP_020939244.1	XP_005087144.1
OG0008442	NP_001230846.1, XP_005661254.2	XP_005087140.1
OG0008443	XP_020939290.1	XP_040593684.1
OG0008444	XP_003123478.1	XP_005083492.1
OG0008445	XP_003123421.3	XP_012981770.1
OG0008446	XP_020939356.1	XP_005087614.1
OG0008447	NP_001039144.1, XP_005661293.1	XP_005087620.1
OG0008448	XP_003123408.2	XP_040592676.1
OG0008449	XP_003123394.3	XP_040592722.1
OG0008450	NP_001230379.1, XP_020935622.1	XP_005087363.1
OG0008451	NP_001231403.1	XP_005087380.1
OG0008452	XP_020936103.1, NP_001193283.1	XP_005078593.1
OG0008453	XP_003123257.3	XP_005078601.1
OG0008455	XP_003123269.2	XP_005078622.1
OG0008456	NP_001231250.1	XP_040585647.1, XP_005078626.1
OG0008457	XP_020937095.1, NP_001098758.1	XP_040585746.1
OG0008458	NP_001231300.1	XP_005078628.1
OG0008459	NP_001090935.1	XP_012980062.1
OG0008460	XP_020932835.1, NP_001137589.1	XP_005085335.1
OG0008461	XP_003123246.1	XP_005085344.1
OG0008462	XP_020939555.1	XP_012980100.2
OG0008463	NP_001033733.1	XP_005081374.1
OG0008464	NP_001233175.1, XP_020934768.1	XP_040593184.1
OG0008465	XP_003123159.3	XP_040595229.1
OG0008466	XP_020939647.1	XP_040595231.1
OG0008467	XP_020939654.1	XP_012976871.1
OG0008468	XP_005661361.1	XP_040593634.1
OG0008469	NP_001090932.1	XP_012982230.1
OG0008470	NP_001026948.1, XP_020937666.1	XP_005081487.1, XP_012976919.1
OG0008471	NP_001302611.1, XP_005661393.1	XP_040593986.1
OG0008472	XP_013850231.1	XP_040593413.1
OG0008473	XP_003123103.1	XP_012978487.1
OG0008474	NP_001012296.1, XP_020937622.1	XP_005083311.1, XP_012978480.1
OG0008475	XP_005654765.1	XP_012978481.1
OG0008476	XP_020939783.1	XP_005083307.1
OG0008477	XP_003123073.1	XP_012978504.1
OG0008478	XP_020939857.1	XP_021090508.1
OG0008479	XP_020939870.1	XP_005139425.2, XP_012978515.1
OG0008480	XP_020939873.1	XP_005083357.1
OG0008481	XP_020939876.1	XP_040594963.1
OG0008482	NP_001033725.1, XP_020937733.1	XP_005083400.1
OG0008483	XP_020939959.1	XP_005083404.1
OG0008484	XP_005661484.2, NP_001137195.1	XP_040594024.1
OG0008485	XP_020938932.1	XP_040591999.1
OG0008486	NP_001161123.1, XP_013834590.1	XP_005074032.3
OG0008487	XP_020957993.1	XP_021087005.1
OG0008488	XP_003129845.1	XP_005077388.1
OG0008489	XP_020957992.1	XP_040591146.1
OG0008490	XP_005667251.1	XP_005073986.1
OG0008491	XP_003129749.1	XP_040592693.1, XP_005073997.1
OG0008492	XP_003129750.1	XP_040584285.1
OG0008493	XP_020937433.1, NP_001231305.1	XP_005074001.1
OG0008494	NP_001231672.1	XP_040596183.1, XP_005074000.1
OG0008495	XP_003482610.2	XP_021085136.1
OG0008496	XP_020918146.1	XP_040613984.1
OG0008497	XP_020918147.1	XP_040614003.1
OG0008498	XP_003357238.3	XP_005074055.1
OG0008500	XP_020957942.1	XP_040613725.1
OG0008501	XP_005653714.3	XP_005074107.1
OG0008502	XP_020917992.1	XP_005087481.1
OG0008503	XP_020917970.1	XP_005075831.2
OG0008504	XP_020917931.1	XP_040612643.1
OG0008505	XP_020917927.1	XP_005075759.1
OG0008506	XP_003129438.1	XP_005075745.1
OG0008507	NP_001239354.1, XP_005661175.1	XP_005075708.1
OG0008508	XP_013849960.2	XP_040589302.1
OG0008509	XP_003122956.1	XP_005064860.1
OG0008510	NP_001153552.1, XP_020938111.1	XP_005074030.1
OG0008511	XP_020921450.1	XP_012975575.1
OG0008512	NP_001231421.1, XP_020920798.1	XP_005075340.1
OG0008513	NP_001177159.1	XP_040596431.1
OG0008514	XP_020920984.1	XP_040588602.1
OG0008515	XP_013835974.2	XP_040597014.1, XP_040596844.1, XP_012969541.2
OG0008516	XP_001929181.1	XP_005071018.1
OG0008517	XP_020921252.1	XP_040586062.1
OG0008518	XP_020921282.1	XP_021083330.1
OG0008519	XP_020921299.1	XP_012969514.1
OG0008520	XP_020921306.1	XP_012969532.1
OG0008521	XP_020921317.1	XP_040608973.1
OG0008522	XP_003357907.2	XP_012969002.1
OG0008523	XP_003131066.1	XP_040609235.1
OG0008524	XP_003131086.3	XP_040605633.1
OG0008525	XP_020921027.1	XP_005079496.2
OG0008526	XP_020921032.1	XP_005079478.1
OG0008527	XP_020921514.1	XP_040597940.1
OG0008528	NP_999616.1	XP_040595904.1
OG0008529	XP_003358662.2	XP_040610325.1
OG0008530	XP_020925348.1	XP_005077982.1
OG0008531	XP_020933912.1	XP_005072601.1
OG0008532	XP_020927215.1	XP_012972527.2
OG0008533	XP_020927322.1	XP_040595698.1
OG0008534	XP_020926068.1	XP_040595562.1
OG0008535	XP_003132181.1	XP_005082371.1
OG0008536	XP_013836982.2	XP_040595781.1
OG0008537	XP_020927082.1	XP_040603573.1, XP_040607165.1
OG0008538	XP_020926997.1	XP_005077721.1
OG0008539	XP_003132111.3	XP_005085285.1
OG0008540	XP_005669941.1, XP_020925190.1	XP_040595447.1
OG0008541	XP_005669939.1, NP_001026959.1	XP_005080789.2
OG0008542	XP_005669972.2	XP_040595511.1
OG0008543	XP_003358653.2	XP_040610567.1
OG0008544	XP_020925254.1	XP_040609641.1, XP_040610571.1
OG0008545	NP_001092058.1, XP_020923832.1	XP_040610578.1, XP_040596913.1
OG0008546	XP_020925283.1, XP_020925282.1	XP_005077970.1
OG0008547	XP_020925368.1	XP_040610263.1
OG0008548	XP_003358689.3	XP_005078002.1, XP_040596550.1
OG0008549	XP_003132130.2	XP_005082414.1
OG0008550	NP_001094500.1	XP_005086133.1, XP_040602468.1
OG0008551	XP_003483988.2	XP_012980687.2
OG0008552	XP_020933074.1	XP_005072626.1
OG0008553	XP_020933488.1	XP_040602339.1
OG0008554	XP_020933695.1	XP_040602330.1
OG0008555	XP_020933909.1	XP_040600881.1
OG0008556	XP_003134305.1	XP_005068752.1
OG0008558	NP_001278854.1	XP_012967724.1
OG0008559	NP_001165225.1, XP_020932916.1	XP_040602255.1, XP_005068702.1
OG0008560	XP_013840660.2	XP_012970676.1, XP_005072589.1, XP_012970675.1
OG0008561	XP_013840664.1	XP_040602412.1
OG0008562	XP_020932886.1, NP_001230184.1	XP_005084708.1
OG0008563	XP_020933765.1	XP_005084704.1
OG0008564	XP_020933351.1	XP_040588911.1
OG0008565	XP_020933022.1	XP_005084700.1
OG0008566	XP_013840744.1	XP_040589012.1
OG0008567	NP_001129982.1, XP_005672944.1	XP_005084676.1
OG0008568	NP_001302689.1	XP_005082718.1
OG0008569	XP_020933527.1	XP_040588947.1
OG0008570	NP_001121932.1	XP_040588723.1
OG0008571	XP_020933455.1	XP_040588705.1
OG0008572	XP_020933255.1	XP_040588809.1
OG0008573	XP_020932950.1, NP_999449.1	XP_012979898.1
OG0008574	XP_001928848.1	XP_040588650.1
OG0008575	XP_020933024.1	XP_012979883.1
OG0008576	XP_020933392.1	XP_040588720.1
OG0008577	NP_001107748.1	XP_012979885.1
OG0008578	NP_001186818.1	XP_040588729.1
OG0008579	NP_001107173.1	XP_005074518.1
OG0008580	XP_005673090.1, NP_001107171.1	XP_012972053.2
OG0008581	NP_001103902.1, XP_005673089.1	XP_005074522.1
OG0008582	XP_005673120.1, NP_001107170.1	XP_005074550.1
OG0008583	XP_005673121.1, NP_001103646.1	XP_005074558.1
OG0008584	XP_020933809.1	XP_040588909.1
OG0008585	XP_003360098.4	XP_012972063.3
OG0008586	XP_020933872.1	XP_005074570.1
OG0008587	XP_020933896.1	XP_040588851.1
OG0008588	XP_020933299.1	XP_040588669.1
OG0008589	XP_003129136.1	XP_040603341.1
OG0008590	NP_001231405.1, XP_005670508.1	XP_021085872.1
OG0008591	NP_999439.1	XP_005075289.2
OG0008592	XP_005668407.1, NP_001193276.1	XP_005077523.1
OG0008593	NP_001090973.1, XP_020920751.1	XP_012978287.1
OG0008594	XP_003130967.1	XP_005083257.2
OG0008595	XP_020921096.1	XP_040596528.1
OG0008596	XP_020921066.1	XP_040596152.1, XP_040596654.1
OG0008597	XP_003483651.1	XP_005075472.1
OG0008598	XP_020928513.1	XP_040598178.1
OG0008599	XP_020929838.1	XP_005075200.1
OG0008600	XP_013845749.1	XP_005075330.1
OG0008601	XP_020928379.1, XP_003359103.1, XP_013845755.1	XP_012972699.2
OG0008602	XP_005670510.1	XP_005075311.1
OG0008603	XP_001928638.2	XP_040596611.1
OG0008604	XP_001927221.3	XP_005075282.1
OG0008605	XP_003132863.3	XP_012972743.1
OG0008606	XP_020929395.1	XP_040596505.1
OG0008607	XP_020929774.1, XP_020929773.1	XP_040593213.1
OG0008608	XP_020928859.1	XP_005071073.1
OG0008612	NP_999451.1, XP_020927833.1	NP_001268493.1, XP_012972613.1
OG0008613	XP_020931114.1	XP_040608959.1
OG0008614	XP_020930625.1	XP_005082315.2
OG0008615	XP_020931009.1	XP_021089851.1
OG0008616	XP_020930617.1	XP_040608951.1
OG0008617	XP_003133833.1	XP_005082249.1
OG0008618	NP_001037994.1, XP_020930374.1	XP_012973922.2
OG0008619	XP_003133882.3	XP_040608706.1
OG0008620	NP_001230831.1, XP_005654258.1	XP_040608927.1
OG0008624	XP_005670570.2	XP_040587622.1
OG0008625	XP_003359136.2	XP_040587336.1
OG0008626	XP_020929651.1	XP_040587039.1
OG0008627	XP_013838254.1	XP_005080687.1
OG0008628	XP_020929741.1	XP_040587077.1
OG0008629	XP_020927667.1, NP_001177083.1	XP_005080689.1
OG0008630	NP_001230638.1	XP_040587501.1
OG0008631	XP_020929868.1	XP_040587542.1
OG0008632	XP_020928779.1	XP_012975224.1
OG0008633	XP_020928116.1	XP_005079043.1
OG0008634	NP_001177150.1	XP_005079035.2
OG0008635	XP_001925413.1	XP_005079025.1
OG0008636	XP_001928864.5	XP_005079019.2
OG0008637	XP_001929209.4	XP_005078999.1
OG0008638	XP_020929341.1	XP_021087989.1
OG0008639	XP_013845834.1	XP_040602697.1
OG0008640	XP_020928935.1	XP_040602713.1
OG0008641	XP_005670843.2	XP_005068993.1
OG0008642	XP_003133023.2	XP_005068966.1
OG0008643	XP_003359204.1	XP_040602802.1
OG0008644	XP_020927952.1	XP_005070823.2
OG0008645	XP_001929289.1	XP_040588374.1
OG0008646	XP_001929472.1	XP_005070800.1
OG0008647	XP_020929776.1	XP_040607120.1
OG0008648	NP_001177118.1	XP_005077586.1
OG0008649	XP_005654159.1	XP_005077557.1
OG0008650	XP_001929604.6	XP_005077617.1
OG0008651	XP_020929346.1, XP_020930092.1	XP_040607066.1, XP_040607067.1
OG0008652	XP_001927707.1	XP_005063747.1
OG0008653	NP_001230272.1, XP_020927540.1	XP_005063737.1
OG0008654	XP_020948644.1	XP_040594399.1
OG0008655	XP_013853200.1, NP_001231163.1	XP_005067174.1
OG0008656	XP_020948166.1	XP_040593478.1
OG0008657	XP_020948643.1	XP_012965967.2
OG0008658	XP_020948629.1	XP_040594970.1
OG0008659	NP_999134.1	XP_005084146.1
OG0008660	NP_001295752.1	XP_040595359.1
OG0008661	XP_020948060.1, XP_020937635.1	XP_005065993.1
OG0008662	XP_020948052.1	XP_021080378.1
OG0008663	NP_001289017.1	XP_005087194.1
OG0008664	NP_001231885.1, XP_020946696.1	XP_012970980.1
OG0008665	XP_013853262.1	XP_005072953.1
OG0008666	XP_003126501.2	XP_005073040.1
OG0008667	XP_020946833.1, NP_999515.1	NP_001268572.1
OG0008668	XP_003126448.2	XP_005073004.1
OG0008670	XP_020948207.1	XP_040586674.1, XP_005067194.2
OG0008671	XP_020948647.1	XP_005067203.1
OG0008672	XP_003126674.1, NP_001304010.1	XP_005067204.1
OG0008673	XP_003126680.3	XP_040609817.1
OG0008674	XP_013843707.2	XP_021081192.1
OG0008675	XP_020946872.1	XP_040609781.1
OG0008676	NP_001121939.1, XP_020946553.1	XP_005067285.1
OG0008677	XP_020946873.1	XP_040609745.1
OG0008678	XP_020937381.1	XP_012966711.1
OG0008679	XP_003355451.1	XP_005067365.1
OG0008680	XP_005652624.1	XP_005067368.1
OG0008681	XP_005652630.1	XP_040609647.1
OG0008682	XP_020947379.1	XP_005067390.1
OG0008683	XP_020947405.1	XP_005067414.1
OG0008684	XP_001925287.3	XP_012966828.2
OG0008685	XP_001927274.1	XP_040598042.1
OG0008686	XP_005671558.1, NP_001233599.1	XP_005085404.1
OG0008687	XP_020928683.1	XP_040603664.1
OG0008688	XP_020929362.1	XP_040603672.1, XP_040603673.1
OG0008689	XP_013838913.2	XP_012965863.1
OG0008690	XP_003133191.1	XP_005063721.1
OG0008691	XP_001926591.3	XP_040601016.1
OG0008692	XP_003359339.2	XP_040601001.1
OG0008693	XP_020929511.1	XP_021080422.1
OG0008694	XP_013839034.1, NP_001231432.1	XP_005063660.1
OG0008695	XP_003483583.1	XP_040600397.1, XP_040585014.1, XP_040603478.1
OG0008696	XP_020927968.1	XP_005063631.2
OG0008697	XP_001929564.2	XP_040599977.1
OG0008698	XP_003483596.1	XP_005063579.1
OG0008699	XP_003359391.1	XP_005063581.1
OG0008700	XP_020928397.1	XP_012971319.2
OG0008701	NP_001026955.1	XP_005075706.2, XP_040599350.1
OG0008702	XP_001929278.1	XP_005063551.1
OG0008703	XP_013839164.1	XP_012976311.1, NP_001268505.1
OG0008704	XP_020928477.1	XP_005063540.2
OG0008705	XP_020928874.1	XP_040598812.1
OG0008706	XP_020929066.1	XP_040588066.1, XP_040588071.1
OG0008707	XP_003483607.1	XP_040598079.1
OG0008708	XP_001928619.1	XP_005085412.1
OG0008709	XP_001927451.2	XP_021084217.1
OG0008710	XP_020929375.1	XP_040608878.1
OG0008711	XP_013839280.2	XP_005064347.1
OG0008712	NP_001230537.1	XP_005064342.1
OG0008713	XP_001929044.4	XP_040608606.1
OG0008714	XP_020928250.1	XP_005063417.1
OG0008715	XP_020929571.1	XP_012969674.1
OG0008716	XP_020929591.1	XP_005064310.1
OG0008717	NP_001001541.1	XP_005077710.1
OG0008718	XP_020929051.1	XP_040588152.1
OG0008719	XP_020945029.1	XP_040597456.1
OG0008720	XP_020945028.1	XP_005085985.1, XP_040606228.1
OG0008721	NP_001230457.1, XP_020944223.1	XP_005085984.1
OG0008722	XP_003125669.2	XP_005087638.1
OG0008723	NP_001005352.2, XP_020944405.1	XP_005066787.1
OG0008724	XP_020944948.1	XP_005066270.1
OG0008725	XP_020944165.1	XP_040597392.1
OG0008726	XP_020944097.1, NP_001098426.1	XP_040597342.1
OG0008727	XP_001926638.1	XP_012966385.1
OG0008728	XP_001928312.1	XP_005066842.1
OG0008729	XP_020944835.1	XP_040597324.1
OG0008730	XP_020944821.1	XP_005066858.1
OG0008731	NP_001177161.2	XP_005066872.1
OG0008732	XP_020944763.1	XP_005066249.1
OG0008733	XP_003125607.3	XP_005066264.1
OG0008734	NP_001230860.1, XP_005663015.1	XP_005066261.1
OG0008735	NP_001230620.1	XP_005072715.2
OG0008736	XP_001929310.3	XP_040586164.1
OG0008737	XP_020940664.1	XP_040592879.1, XP_040596188.1
OG0008738	XP_020955568.1	XP_040601944.1
OG0008739	XP_020953930.1	XP_040601948.1
OG0008740	XP_020953421.1	XP_021086608.1
OG0008741	XP_005659806.2	XP_005064798.1
OG0008742	XP_001929396.1	XP_005064780.1
OG0008743	XP_003121636.1	XP_040601992.1
OG0008744	XP_003121631.2	XP_021086453.1, XP_005064567.1
OG0008745	XP_013848603.1	XP_005064769.1
OG0008746	XP_020952865.1	XP_040602027.1
OG0008747	XP_013848580.2	XP_005064756.1
OG0008748	XP_020952823.1	XP_040602048.1
OG0008749	XP_020952638.1	XP_005068568.2
OG0008750	NP_001231199.1, XP_005659717.1	XP_040602085.1
OG0008751	XP_005654506.1	XP_012967782.1
OG0008752	XP_003121568.1	XP_040602146.1
OG0008753	XP_020929403.1	XP_040602149.1
OG0008754	XP_020927742.1	XP_005068620.1
OG0008755	XP_020951422.1	XP_021081964.2
OG0008756	XP_020951220.1	XP_012967839.1
OG0008757	NP_999459.1	XP_040595448.1
OG0008758	XP_001924765.1	XP_040595759.1
OG0008759	XP_013848429.2	XP_021085037.1
OG0008760	XP_020950682.1	XP_040595603.1
OG0008761	XP_013848424.1	XP_012971538.1
OG0008762	XP_020949597.1	XP_040595420.1
OG0008763	XP_013848339.1, NP_001231755.1	XP_005075592.3
OG0008764	XP_003121779.3	XP_005075602.1
OG0008765	XP_001929132.3, XP_005659906.1	XP_040595380.1
OG0008766	XP_003480494.2	XP_012972841.1
OG0008767	XP_020956238.1	XP_040595778.1
OG0008768	XP_020929583.1	XP_012972839.1
OG0008769	XP_020956536.1	XP_040592878.1
OG0008770	XP_013833566.1, NP_001230512.1, XP_020934565.1	XP_021082539.1
OG0008771	XP_005666231.1	XP_040585813.1
OG0008772	XP_020954741.1	XP_005069685.1
OG0008773	XP_020954715.1	XP_005069655.1
OG0008774	XP_020953940.1, NP_001231332.1	XP_040585883.1
OG0008775	XP_020937753.1, XP_003128814.2, XP_020955670.1	XP_005087552.1
OG0008776	XP_003121790.4	XP_040595490.1
OG0008777	XP_020924191.1, NP_001001259.1	XP_040606490.1
OG0008778	XP_020927027.1	XP_040606518.1
OG0008779	XP_003483391.1	XP_005068265.1
OG0008780	XP_020926573.1	XP_040606452.1
OG0008781	NP_998936.1	XP_040606432.1
OG0008782	NP_998937.1, XP_020924166.1	XP_040606428.1
OG0008783	NP_001038071.1	XP_040606398.1, XP_012978641.2
OG0008784	XP_005670385.1, XP_003358991.1, XP_005670387.1	XP_012971668.1
OG0008785	XP_020926626.1	XP_040606367.1
OG0008786	XP_020926645.1, XP_020926646.1	XP_005073848.1
OG0008787	NP_001231237.1	XP_005073844.1
OG0008788	XP_003359024.1	XP_005073835.1
OG0008789	XP_003359029.4	XP_005070733.2
OG0008790	XP_020926735.1	XP_040588187.1
OG0008791	XP_020927169.1	XP_005070759.1
OG0008792	XP_020927161.1	XP_040588094.1
OG0008793	XP_020927170.1	XP_012969450.1
OG0008794	XP_020927179.1	XP_040588492.1, XP_021083164.2
OG0008795	XP_020938161.1	XP_040588064.1
OG0008796	XP_005666957.1, XP_020957315.1	XP_005077195.1
OG0008797	XP_020957318.1	XP_040607840.1
OG0008798	XP_020957320.1	XP_040607752.1
OG0008799	XP_020957356.1	XP_012977356.1
OG0008800	XP_020956373.1	XP_021089639.1
OG0008801	XP_020956210.1	XP_012977351.1
OG0008802	XP_020957396.1	XP_005082016.1
OG0008803	XP_020956395.1	XP_005076115.1
OG0008804	XP_020956396.1	XP_021086280.1
OG0008805	XP_020956408.1	XP_040593148.1
OG0008806	XP_005667079.2, XP_020957451.1	XP_005076481.2
OG0008807	XP_020957454.1	XP_040603457.1
OG0008808	XP_020957519.1	XP_040603436.1
OG0008809	XP_003129419.3	XP_005068187.1
OG0008810	XP_013834247.2	XP_021081696.1
OG0008811	XP_003133635.2	XP_040609481.1
OG0008812	XP_020957115.1	XP_040603339.1
OG0008813	XP_020926395.1	XP_040606541.1
OG0008814	XP_020926345.1	XP_005076793.2
OG0008815	XP_020926321.1	XP_040606551.1
OG0008816	XP_003132758.5	XP_040606561.1
OG0008817	XP_020926973.1	XP_040606563.1
OG0008818	NP_001231271.1, XP_020924132.1	XP_040606305.1
OG0008819	XP_005654127.1	XP_005076787.1
OG0008820	XP_020926050.1	XP_040606677.1
OG0008821	XP_005670270.1	XP_040606724.1
OG0008822	XP_003132702.1	XP_040606756.1
OG0008823	XP_020925938.1	XP_040606760.1
OG0008824	XP_005654107.2	XP_040606775.1
OG0008825	NP_001230502.1	XP_040606786.1
OG0008826	NP_001156877.1	XP_040606783.1, XP_040606784.1
OG0008827	XP_020926913.1	XP_012969932.1
OG0008828	NP_001233598.1	XP_040606811.1
OG0008829	NP_001098763.1	XP_040606823.1, XP_040606822.1
OG0008830	XP_013846583.1	XP_005071740.1
OG0008831	XP_003358810.1	XP_040606869.1
OG0008832	XP_020925777.1	XP_040606880.1
OG0008833	XP_020925736.1	XP_040606900.1
OG0008834	XP_003132728.1	XP_005074815.1
OG0008835	XP_020932800.1	XP_040613613.1
OG0008836	XP_020932305.1	XP_040613614.1
OG0008837	XP_003134227.1	XP_040613623.1
OG0008838	NP_001265708.1, XP_020932224.1	XP_040600287.1, XP_005065525.1
OG0008839	XP_020932784.1	XP_005065509.2
OG0008840	XP_005672680.1	XP_021091169.1
OG0008841	XP_020932318.1	XP_040613668.1
OG0008842	XP_020932324.1	XP_005065487.1
OG0008843	XP_003132595.1	XP_012968505.1
OG0008844	XP_020925524.1	XP_005069762.1
OG0008845	NP_001230288.1	XP_005071689.1
OG0008846	XP_003483330.2	XP_012969872.1
OG0008847	XP_005670105.1, NP_001230270.1	XP_005071687.1
OG0008848	XP_020925612.1	XP_005071766.1
OG0008849	XP_020925638.1	XP_040606992.1
OG0008850	XP_020925646.1	XP_012970062.1
OG0008851	NP_001231568.1	XP_005071757.3
OG0008852	XP_005670123.1	XP_040606941.1
OG0008853	XP_005670134.1	XP_005071641.1
OG0008854	XP_020925388.1	XP_012980425.1, XP_012980424.1
OG0008855	XP_020925396.1	XP_005085747.1
OG0008856	XP_020925422.1	XP_021082591.1
OG0008857	XP_005670051.1	XP_040610497.1
OG0008858	XP_020932390.1	XP_012980540.2
OG0008860	XP_020955748.1	XP_040611707.1
OG0008861	XP_020955773.1	XP_040611730.1, XP_040611729.1
OG0008862	NP_001230414.1	XP_005066463.2
OG0008864	XP_020955787.1	XP_040611760.1
OG0008865	XP_003128203.1	XP_005066447.1
OG0008866	NP_001230616.1, XP_020953786.1	XP_021080640.1
OG0008867	XP_020955819.1	XP_005066426.1
OG0008868	XP_003482172.2	XP_040611793.1
OG0008869	XP_020955853.1	XP_005066408.1
OG0008870	XP_020954055.1	XP_021080696.1
OG0008871	XP_005665686.1	XP_040611690.1
OG0008872	XP_001925944.6	XP_040611668.1
OG0008873	XP_020954074.1, XP_020954075.1	XP_005066508.1
OG0008876	XP_020930345.1, NP_001077401.1	XP_005065162.1
OG0008877	XP_013839598.1	XP_005069041.1
OG0008878	XP_003483701.1	XP_012968036.1
OG0008879	XP_020930418.1	XP_021082225.1
OG0008880	NP_001171875.1	XP_040600776.1, NP_001268813.1
