Orthogroup	Sus_scrofa	Sarcophilus_harrisii
OG0007483	XP_020950992.1	XP_003765050.1
OG0007484	XP_013854429.1	XP_031818731.1
OG0007485	XP_020920565.1	XP_003771916.1
OG0007486	XP_020920576.1	XP_031795724.1, XP_031795723.1
OG0007487	NP_001152784.1	XP_012406701.1, XP_023360853.1
OG0007488	NP_001188414.1	XP_031795653.1
OG0007489	XP_003130776.2	XP_012406715.1
OG0007490	XP_020919872.1	XP_031796513.1
OG0007491	XP_003130865.2	XP_023360476.1
OG0007492	XP_020938010.1, XP_003130868.2	XP_003771459.1
OG0007493	XP_020920666.1, XP_020920665.1	XP_003771452.1, XP_031794366.1
OG0007494	XP_020920700.1	XP_012406296.1
OG0007495	XP_013835805.1, NP_001038033.2	XP_031795612.1
OG0007496	XP_020920719.1	XP_031795484.1
OG0007497	NP_001171393.1, XP_013850627.1	XP_003756652.1
OG0007498	XP_020940532.1	XP_031809243.1
OG0007499	XP_005661824.1	XP_031809306.1
OG0007500	XP_020940591.1	XP_003756735.1
OG0007501	XP_020940598.1	XP_031809315.1
OG0007502	XP_020940619.1	XP_003756747.1
OG0007503	XP_003134021.1	XP_031821095.1
OG0007504	XP_020932199.1, NP_001230738.1	XP_031821381.1
OG0007505	NP_001231350.1, XP_020932205.1	XP_031821445.1
OG0007506	NP_999522.1	XP_023351555.1
OG0007507	XP_020932387.1	XP_031822567.1
OG0007508	XP_020932373.1	XP_031822537.1
OG0007509	NP_999093.1	XP_031805816.1
OG0007510	XP_003355838.2	XP_031805814.1
OG0007511	XP_020948962.1, NP_001231617.1	XP_031805800.1
OG0007512	XP_020949610.1	XP_031805797.1
OG0007513	XP_020949570.1	XP_012396145.1
OG0007514	XP_020948868.1, NP_001265710.1	XP_012409281.1, XP_023349983.1
OG0007515	XP_020949559.1	XP_031810404.1
OG0007516	XP_020949546.1	XP_012409288.1
OG0007517	XP_005653311.1	XP_003757306.1
OG0007518	XP_020949878.1	XP_031810317.1
OG0007519	XP_020949880.1	XP_031810316.1
OG0007520	XP_020949887.1	XP_012409252.1
OG0007521	XP_005664517.2	XP_031810284.1
OG0007522	XP_003127811.1	XP_003765547.2
OG0007523	XP_020951474.1	XP_031818156.1
OG0007524	XP_005665243.2	XP_003765480.2
OG0007525	XP_020951465.1	XP_031818132.1
OG0007526	XP_013854551.2	XP_031817378.1
OG0007527	XP_020951434.1	XP_031818103.1
OG0007528	XP_005665215.2	XP_031818116.1
OG0007529	NP_001093401.1	XP_003765538.1
OG0007530	XP_020951383.1	XP_031818260.1
OG0007531	XP_020951339.1	XP_031818314.1
OG0007532	XP_020951324.1, XP_003356286.1, XP_020951325.1	XP_031818320.1
OG0007533	NP_001230757.1, XP_005656128.1	XP_031818363.1
OG0007534	XP_020951292.1	XP_031818367.1
OG0007535	NP_001231052.1	XP_031818378.1
OG0007536	XP_020951287.1	XP_031817387.1
OG0007537	XP_020949068.1, NP_001230571.1	XP_031818427.1
OG0007538	XP_020951185.1	XP_031818482.1
OG0007539	XP_003127734.3	XP_031817398.1
OG0007540	XP_020953338.1	XP_031818537.1
OG0007542	XP_003356224.2	XP_031818575.1
OG0007543	XP_020951135.1	XP_031818577.1
OG0007544	XP_020951130.1	XP_031818585.1
OG0007545	XP_005665101.1	XP_031818633.1
OG0007546	XP_020951032.1	XP_031818702.1
OG0007547	XP_020953252.1, XP_020953251.1	XP_031817412.1
OG0007548	XP_005665054.2	XP_031818713.1, XP_031818712.1
OG0007549	XP_020920371.1	XP_031795666.1
OG0007550	XP_013834055.2, NP_001231735.1	XP_003773346.1
OG0007551	XP_020928882.1, XP_003131105.1	XP_031812822.1
OG0007552	XP_003480929.2	XP_031824034.1
OG0007553	XP_020940260.1	XP_003759397.1
OG0007554	XP_003480930.1	XP_031824797.1, XP_031824174.1
OG0007555	NP_999203.1	XP_003759876.1
OG0007556	XP_003123844.2	XP_031823734.1
OG0007557	XP_003123807.1	XP_003759918.1
OG0007558	XP_020940149.1	XP_003759463.1
OG0007559	XP_020940139.1	XP_003759482.1
OG0007560	XP_020940124.1	XP_031822078.1
OG0007561	XP_020940114.1	XP_031822173.1, XP_031822165.1
OG0007562	NP_001116460.1	XP_031822230.1
OG0007563	XP_020954261.1	XP_031814953.1
OG0007564	XP_020954272.1	XP_031814959.1
OG0007565	XP_020954354.1	XP_012399192.1
OG0007566	XP_020954471.1	XP_031811331.1
OG0007567	XP_020954245.1	XP_031811344.1
OG0007568	XP_013852569.2	XP_031811450.1
OG0007569	XP_020954638.1	XP_031811474.1
OG0007570	XP_020954647.1	XP_003755564.1
OG0007571	XP_020954532.1	XP_023352321.1
OG0007572	XP_013844444.1	XP_003755552.1
OG0007573	NP_999094.1	XP_003755580.1
OG0007574	XP_020954494.1	XP_031812628.1
OG0007575	XP_020956094.1, NP_999014.1	XP_012408461.1
OG0007576	NP_001182272.1	XP_003773457.1
OG0007577	XP_013833955.2, NP_999129.1	XP_031799840.1
OG0007578	XP_020956569.1	XP_023361918.1
OG0007579	XP_003128852.1, XP_020956556.1	XP_003773496.1
OG0007580	XP_003128850.1	XP_031800097.1
OG0007581	XP_020955979.1, NP_001171978.1	XP_031798365.1
OG0007582	XP_020956677.1, XP_020956675.1, XP_020956676.1	XP_031797965.1
OG0007583	XP_003356947.1, XP_013834053.1	XP_031800038.1
OG0007584	XP_020956745.1	XP_031798642.1
OG0007585	XP_020956731.1	XP_031798917.1
OG0007586	NP_001182274.1, XP_020955952.1	XP_031799176.1
OG0007587	XP_020956717.1, XP_005666605.1	XP_003773403.1
OG0007588	XP_020956469.1	XP_031799132.1
OG0007589	XP_020954321.1	XP_031814961.1
OG0007590	XP_020956736.1	XP_003773389.1
OG0007591	NP_001230267.1, XP_005671110.1	XP_003755139.1
OG0007592	XP_020928131.1	XP_003767856.1
OG0007593	XP_020928810.1	XP_031822797.1
OG0007594	XP_020929649.1	XP_031822748.1
OG0007595	XP_001927809.4	XP_031822751.1, XP_031822752.1
OG0007596	NP_001123683.1	XP_031812818.1
OG0007597	XP_020928456.1	XP_003755121.1
OG0007598	NP_001231511.1	XP_003755107.1
OG0007599	XP_001927223.1, XP_020928720.1	XP_031812759.1
OG0007600	XP_020930039.1	XP_031805334.1
OG0007601	XP_020928530.1	XP_031812745.1
OG0007602	XP_013838752.1	XP_003755073.1
OG0007603	XP_005657447.1	XP_031812720.1
OG0007604	XP_003133106.1	XP_031812685.1
OG0007605	XP_001925861.1	XP_031812387.1
OG0007606	XP_003483546.1	XP_031812381.1, XP_031799376.1
OG0007607	XP_013838801.1	XP_031812348.1
OG0007608	NP_001230401.1, XP_005671113.2	XP_012409290.2, XP_031812280.1
OG0007609	XP_005671177.1	XP_031812277.1
OG0007610	XP_020929899.1	XP_012409387.1
OG0007611	XP_003133135.1	XP_012396136.1
OG0007612	XP_013838843.2	XP_031812592.1
OG0007613	XP_003359317.2	XP_031812119.1
OG0007614	XP_005654198.1	XP_031812160.1
OG0007615	XP_020940030.1	XP_031809618.1
OG0007616	XP_020940051.1	XP_003756947.2
OG0007617	NP_001231137.1	XP_003756921.1
OG0007618	XP_005661503.1, NP_001230835.1	XP_031809612.1
OG0007619	XP_020940074.1	XP_031809595.1
OG0007620	XP_003134091.2	XP_023362111.1
OG0007621	XP_003134092.3	XP_003756880.1
OG0007622	XP_013846102.1	XP_003756885.1
OG0007623	XP_020932748.1	XP_031809531.1
OG0007624	XP_013846105.2	XP_031809530.1
OG0007625	XP_003134148.1	XP_031809468.1
OG0007626	XP_003134153.1	XP_031809461.1
OG0007627	XP_003134154.4	XP_031809460.1
OG0007628	XP_020932490.1	XP_012407464.1
OG0007629	XP_020932368.1	XP_012407434.1
OG0007630	XP_020932667.1	XP_031809424.1
OG0007631	NP_001026964.1	XP_012407340.1
OG0007632	XP_003124133.2	XP_003756897.3
OG0007633	XP_003361833.2	XP_012396363.1
OG0007634	NP_001003662.1	XP_003759404.1
OG0007635	XP_003133963.1	XP_012396875.1
OG0007636	XP_020932300.1	XP_023351894.1
OG0007637	XP_020932430.1	XP_003759975.2
OG0007638	XP_020932285.1	XP_031819843.1
OG0007639	XP_020932785.1	XP_031802007.1
OG0007640	XP_003359775.2	XP_031801997.1, XP_031801998.1
OG0007641	XP_005667538.1	XP_031816798.1
OG0007642	XP_020923520.1, XP_020923519.1, XP_020923521.1	XP_012408620.2
OG0007643	NP_001233195.1, XP_020921774.1	XP_031821406.1
OG0007644	XP_003127545.1	XP_031818934.1
OG0007646	XP_020957792.1, NP_001230503.1	XP_031816723.1
OG0007647	XP_020922674.1	XP_003768300.1
OG0007648	XP_003130132.1	XP_031816744.1
OG0007649	XP_020957644.1, NP_001156358.1	XP_023355318.1
OG0007650	XP_003130113.2	XP_031816787.1, XP_031816786.1
OG0007651	XP_020918727.1	XP_012400586.2
OG0007652	XP_013834985.1	XP_031816809.1
OG0007653	XP_005667518.1	XP_003764394.1
OG0007654	XP_005667488.1	XP_031815988.1
OG0007655	XP_020918619.1	XP_031815986.1, XP_003764187.1
OG0007656	XP_005667454.2, NP_001231325.1	XP_023355184.1
OG0007657	XP_020918584.1	XP_031815938.1
OG0007658	XP_003357365.1	XP_031815936.1
OG0007659	NP_999159.1	XP_031817038.1
OG0007660	XP_003129869.2	XP_031816942.1
OG0007661	XP_005667339.1	XP_031817256.1
OG0007662	XP_020918365.1	XP_031816919.1
OG0007663	NP_001231657.1	XP_003770676.2
OG0007664	XP_013843397.1	XP_023358539.2
OG0007665	XP_020923479.1	XP_012404206.1
OG0007666	XP_020923486.1	XP_003768839.1
OG0007667	NP_001107757.1, XP_013836769.1	XP_003768785.1
OG0007668	XP_020923494.1	XP_031821307.1
OG0007669	NP_001230145.1	XP_031821375.1
OG0007670	XP_020923557.1	XP_031824284.1
OG0007671	XP_020923640.1	XP_003761372.1
OG0007672	XP_020923644.1	XP_031794430.1
OG0007673	NP_001131093.1, XP_020949260.1	XP_031824770.1
OG0007674	XP_020952152.1	XP_031824787.1
OG0007675	NP_001230284.1, XP_020949099.1	XP_031824789.1
OG0007676	XP_020949230.1, NP_001233247.1	XP_031824841.1
OG0007677	XP_020953281.1	XP_031824874.1
OG0007678	XP_020948793.1, NP_001090911.1	XP_031824890.1
OG0007679	XP_020953471.1	XP_031824906.1
OG0007680	XP_020952243.1	XP_031824404.1
OG0007681	XP_020952257.1	XP_031824929.1
OG0007682	XP_020953129.1	XP_031818880.1
OG0007683	XP_020953139.1	XP_031818875.1
OG0007684	XP_003481979.2, XP_013854378.2, XP_005665009.2, XP_005665008.2	XP_031818863.1
OG0007685	XP_013844177.1	XP_031818858.1
OG0007686	XP_013844202.2	XP_012401215.2
OG0007687	XP_020950936.1	XP_031818785.1
OG0007688	XP_020950943.1	XP_003765559.2
OG0007689	XP_020950952.1	XP_031818763.1
OG0007690	XP_020952657.1	XP_023350900.1
OG0007691	XP_003355762.1	XP_031805970.1
OG0007692	XP_020949306.1	XP_031806003.1
OG0007693	NP_001090954.1	XP_031807151.1
OG0007694	NP_001103415.1	XP_023350401.1
OG0007695	XP_020949420.1	XP_031807142.1
OG0007696	XP_003481836.1	XP_031805852.1
OG0007697	XP_003126932.3	XP_003759147.1
OG0007698	XP_020949508.1	XP_012395874.1
OG0007699	XP_020949487.1	XP_031805889.1
OG0007700	NP_001153064.1	XP_003758584.1, XP_031801977.1
OG0007701	XP_020949790.1	XP_031806083.1
OG0007702	XP_005655835.1	XP_031806088.1
OG0007703	XP_020949769.1	XP_031806114.1
OG0007704	NP_001231589.1, XP_020949027.1	XP_012395775.1
OG0007705	XP_020949751.1	XP_031806134.1
OG0007706	XP_020949668.1, XP_020949666.1	XP_012395745.1
OG0007707	XP_020949661.1	XP_031806189.1
OG0007708	XP_003131958.4	XP_003768854.1
OG0007709	XP_003132035.2	XP_031821364.1
OG0007710	XP_020953248.1	XP_031818871.1
OG0007711	NP_999308.1, XP_020949204.1	XP_023355835.1
OG0007712	XP_020941945.1	XP_023359563.1
OG0007713	XP_013850950.1	XP_012405379.2
OG0007715	XP_020942120.1	XP_031807085.1
OG0007716	XP_020941842.1	XP_023353344.2
OG0007717	NP_001191697.1, XP_005662182.1	XP_031800449.1
OG0007718	XP_020942582.1	XP_031801561.1
OG0007719	XP_001928259.4	XP_023357486.2
OG0007720	NP_001231322.1	XP_031823759.1
OG0007721	XP_020941998.1	XP_031823793.1
OG0007722	XP_013851005.1	XP_031823801.1
OG0007723	XP_005662039.1	XP_003770525.2, XP_012405619.1, XP_031823805.1
OG0007724	NP_999351.1	XP_031823823.1
OG0007725	NP_001231082.1	XP_012405400.1
OG0007726	XP_020941953.1	XP_031823853.1
OG0007727	XP_020941923.1	XP_031823890.1
OG0007728	XP_020941921.1	XP_003768860.1
OG0007729	XP_003124419.1	XP_003768863.1
OG0007730	XP_020941865.1, XP_020941866.1	XP_031813752.1
OG0007731	XP_020941752.1	XP_031797526.1
OG0007732	XP_013850810.2	XP_031797582.1
OG0007733	XP_020941701.1	XP_012398290.2
OG0007734	XP_020941674.1	XP_012398278.1
OG0007735	XP_020941644.1	XP_031797097.1
OG0007736	XP_005653069.1	XP_012398319.1
OG0007737	XP_020943680.1	XP_003762121.1
OG0007738	NP_001229949.1	XP_003762152.1
OG0007739	XP_020942096.1	XP_031818662.1
OG0007740	XP_020942099.1, XP_020937093.1	XP_031818602.1
OG0007741	XP_003124584.4	XP_012398795.2
OG0007742	XP_020942131.1	XP_031801190.1
OG0007743	XP_020941315.1, NP_001229951.1	XP_031798321.1
OG0007744	NP_001231211.1, XP_013851060.1	XP_003761500.1
OG0007745	XP_020942206.1	XP_031798615.1
OG0007746	XP_020941832.1	XP_003761725.1
OG0007747	XP_020942246.1	XP_031800268.1
OG0007748	NP_001230510.1	XP_031800263.1
OG0007749	NP_001231503.1, XP_005662208.1	XP_031800796.1
OG0007750	XP_003124671.1	XP_023353365.1
OG0007751	XP_020942320.1	XP_023353367.2
OG0007752	XP_020942350.1	XP_031801359.1
OG0007753	XP_020942361.1	XP_031801471.1
OG0007754	XP_013851158.2	XP_023353493.1
OG0007757	XP_020943769.1	XP_023353502.1, XP_012398621.1, XP_003761961.1, XP_031801490.1, XP_012398619.1
OG0007758	XP_005662273.1	XP_023353505.1
OG0007759	XP_013851195.1	XP_003761943.1
OG0007760	XP_020941279.1, NP_001155119.1	XP_031801497.1
OG0007762	NP_001231474.1, XP_020941296.1	XP_031801509.1
OG0007763	XP_005655242.1	XP_031818221.1
OG0007764	XP_020942483.1	XP_031801682.1
OG0007765	XP_013843208.1, NP_001041651.1	XP_012398708.1
OG0007766	NP_001041535.1	XP_031801649.1
OG0007767	XP_020942480.1	XP_031801647.1
OG0007768	XP_003354709.2	XP_031801633.1
OG0007769	XP_013843237.1	XP_031801620.1
OG0007770	XP_020942536.1	XP_012398675.1
OG0007771	XP_020942541.1	XP_031801584.1
OG0007772	XP_013843190.1	XP_031801540.1
OG0007773	XP_003355292.1	XP_031823139.1
OG0007774	XP_003125902.2	XP_012405042.1
OG0007775	XP_001929225.1	XP_012405061.1
OG0007776	XP_020945707.1	XP_031823106.1
OG0007777	XP_020945730.1	XP_031823072.1
OG0007779	NP_001177112.1, XP_020944234.1	XP_031823037.1
OG0007780	XP_001929407.6	XP_031823034.1
OG0007781	XP_020945786.1	XP_023359175.1
OG0007782	NP_001129683.1	XP_031823027.1
OG0007783	NP_001230399.1	XP_003769740.1
OG0007784	XP_013852805.2	XP_031823005.1
OG0007785	XP_013843625.1	XP_031822975.1
OG0007786	XP_003125950.3	XP_031822974.1
OG0007787	NP_001231062.1, XP_020944325.1	XP_031822970.1
OG0007788	XP_020946000.1	XP_031825254.1, XP_031825253.1
OG0007789	XP_020944210.1, NP_001230378.1	XP_023357472.2
OG0007790	NP_001155874.1, XP_005656174.1	XP_003767392.1
OG0007791	XP_013854793.2	XP_031824705.1
OG0007792	XP_020952129.1	XP_031824221.1
OG0007793	XP_003127975.1	XP_031824223.1
OG0007794	XP_003482121.1	XP_003767304.1
OG0007795	XP_020953475.1	XP_031825007.1
OG0007797	XP_003130468.6	XP_031793157.1
OG0007798	XP_020919523.1	XP_031793182.1, XP_003767727.1, XP_031793183.1
OG0007799	XP_003130402.1	NP_001295921.1
OG0007800	XP_020937510.1	XP_003767597.2
OG0007801	XP_020922738.1	XP_023358146.1
OG0007803	XP_020920156.1	XP_023357626.1
OG0007804	NP_001136318.1	XP_031793203.1
OG0007805	XP_020957639.1, NP_001153563.1	XP_031793223.1
OG0007806	XP_020919409.1	XP_031792836.1
OG0007807	XP_013845109.2	XP_012403165.1
OG0007808	XP_020919411.1	XP_031792840.1
OG0007809	XP_020919422.1	XP_003767548.1
OG0007810	XP_013835381.2	XP_012403173.1
OG0007811	XP_020958283.1	XP_031792886.1
OG0007812	XP_005653804.1	XP_003767563.1
OG0007813	XP_020923210.1	XP_031823633.1
OG0007814	XP_020919341.1	XP_031792793.1
OG0007815	XP_020919317.1	XP_031792784.1
OG0007816	XP_005656773.1	XP_003767495.1
OG0007817	XP_003357586.3	XP_031792761.1
OG0007818	NP_001106148.1, XP_020944106.1	XP_012403112.1
OG0007819	NP_001127817.1	XP_003767454.2
OG0007820	NP_001231391.1, XP_020944174.1	XP_023357521.1
OG0007821	XP_005663199.1	XP_031792687.1
OG0007822	NP_001231188.1, XP_020944225.1	XP_003767442.2
OG0007823	XP_020919700.1, NP_001230517.1	XP_012403387.1
OG0007824	XP_020919799.1	XP_023357803.1
OG0007825	XP_020920121.1	XP_031822834.1, XP_031822835.1
OG0007826	XP_020920131.1	XP_003767820.1
OG0007827	XP_020945313.1	XP_031822672.1
OG0007828	XP_001929560.2	XP_031822658.1
OG0007829	NP_001157981.1	XP_003768144.1
OG0007830	XP_020945339.1	XP_012397224.1, XP_031822615.1
OG0007831	XP_020945378.1	XP_031822566.1
OG0007832	XP_020945414.1	XP_003768107.1
OG0007833	NP_999150.1, XP_020944348.1	XP_031822533.1
OG0007834	XP_001929504.3	XP_031822530.1
OG0007835	XP_020944385.1, NP_999568.1	XP_012403604.1
OG0007836	XP_020945451.1	XP_003768077.1
OG0007837	NP_001116574.1, XP_005663402.1	XP_003768092.1
OG0007838	XP_020944133.1, NP_001121940.1	XP_031822477.1
OG0007839	XP_005663466.1	XP_003768064.1
OG0007840	XP_020948184.1	XP_031801859.1
OG0007841	XP_013854754.1	XP_031801919.1
OG0007842	XP_020951879.1	XP_031802324.1
OG0007843	XP_003127938.3	XP_031802333.1
OG0007844	NP_001231364.1	XP_031800960.1
OG0007845	XP_005653457.2	XP_031802411.1
OG0007846	XP_020951818.1	XP_031802417.1
OG0007847	XP_020951798.1, XP_013854703.2	XP_003762776.1
OG0007848	XP_003127892.2	XP_031802450.1
OG0007849	XP_020953371.1	XP_031809463.1
OG0007850	XP_020951722.1	XP_003760105.1
OG0007851	XP_003356390.1	XP_003760119.1
OG0007852	XP_020951679.1	XP_031802525.1
OG0007853	XP_020954565.1	XP_031802534.1
OG0007854	XP_020951678.1	XP_031802528.1
OG0007856	XP_001926508.1	XP_031808772.1, XP_003759104.1
OG0007857	XP_020955279.1	XP_031808143.1, XP_031805151.1
OG0007858	XP_003128741.3	XP_003756192.4
OG0007859	XP_005659007.1, NP_001153565.1	XP_003755879.1
OG0007860	XP_020953742.1, NP_001230544.2	XP_031810896.1
OG0007861	XP_020954897.1	XP_031810908.1
OG0007862	XP_003128580.2	XP_031810916.1, XP_023355272.1, XP_031810915.1
OG0007863	XP_005666308.1	XP_031810930.1, XP_031810929.1
OG0007864	XP_001928394.1	XP_023355183.1
OG0007865	NP_001072138.1	XP_023355300.1
OG0007866	XP_013833588.1	XP_031805149.1
OG0007867	XP_013833582.2	XP_031808113.1
OG0007868	NP_001231145.1	XP_031805161.1
OG0007869	NP_001177147.1, XP_005656355.1	XP_031808792.1
OG0007870	XP_013844496.1	XP_031808733.1
OG0007871	XP_020954790.1	XP_031808800.1
OG0007872	XP_003121825.1	XP_031808812.1
OG0007873	XP_020956870.1	XP_012395531.1
OG0007874	NP_001072145.1, XP_005659996.1	XP_012404669.1
OG0007875	XP_020957649.1	XP_031808693.1
OG0007876	XP_020958234.1	XP_031808497.1, XP_031808498.1
OG0007877	XP_003121874.1	XP_031808499.1
OG0007878	XP_020958370.1	XP_003759363.1
OG0007879	XP_020917881.1	XP_031808534.1
OG0007880	NP_001254778.1, XP_013848927.2	XP_012404020.2
OG0007881	XP_020955050.1	XP_003756410.1
OG0007882	XP_020955053.1	XP_003756418.1
OG0007883	NP_999602.1	XP_003756413.1
OG0007884	NP_001167636.1, XP_005666386.1	XP_003756428.1
OG0007885	XP_001927454.2	XP_003756430.1
OG0007886	XP_020955067.1	XP_012403616.1
OG0007887	XP_013844579.1	XP_031808467.1
OG0007888	XP_001926196.3	XP_031808426.1
OG0007889	XP_005666396.1	XP_031805157.1
OG0007890	XP_020955152.1	XP_031808416.1
OG0007891	NP_999562.1	XP_031808373.1
OG0007892	XP_020953720.1	XP_031808372.1
OG0007893	XP_020955738.1	XP_031808328.1
OG0007894	XP_020955243.1	XP_031808281.1
OG0007895	XP_020955262.1	XP_012402775.2
OG0007896	XP_020955311.1, XP_020955310.1	XP_003756206.1
OG0007897	XP_013833848.1, NP_998977.1	XP_003756208.3
OG0007898	NP_001230811.1	XP_003756625.1
OG0007899	XP_020955747.1	XP_023351235.1
OG0007900	NP_001284562.1	XP_031809148.1
OG0007901	XP_001925323.1	XP_031809143.1
OG0007902	XP_020955349.1	XP_031809132.1
OG0007903	XP_020955358.1	XP_031809114.1
OG0007904	XP_020937311.1	XP_031809075.1
OG0007905	XP_020937189.1	XP_031809015.1
OG0007906	XP_020937231.1	XP_031809011.1
OG0007907	XP_020937301.1	XP_031808765.1
OG0007908	NP_001163993.1	XP_031805562.1
OG0007909	XP_013835016.1	XP_003768350.1
OG0007910	NP_001274337.1, XP_005654024.2	XP_012403841.1
OG0007911	XP_020936779.1	XP_031807813.1
OG0007912	XP_003131426.1	XP_031822216.1
OG0007913	XP_020922802.1	XP_031821930.1
OG0007914	XP_001929470.1	XP_012409395.1
OG0007915	XP_020921688.1, NP_001107744.1	XP_031821517.1
OG0007916	XP_020922131.1	XP_003768660.1
OG0007917	XP_005668630.2	XP_031821481.1
OG0007918	XP_013836172.1	XP_031821470.1
OG0007919	NP_001093663.1	XP_031821448.1
OG0007920	XP_020922165.1	XP_031821441.1
OG0007921	XP_020922181.1	XP_031821436.1, XP_031821435.1
OG0007922	XP_020922212.1	XP_003768701.1
OG0007923	NP_001272394.1, XP_013834614.1	XP_031821706.1
OG0007924	XP_003131239.2	XP_031821692.1
OG0007925	XP_020922281.1	XP_031821679.1
OG0007926	XP_020922323.1, XP_020922324.1	XP_003768525.1, XP_031821629.1
OG0007927	NP_001231224.1	XP_003768527.1
OG0007928	NP_001231656.1, XP_005668673.1	XP_023358287.2
OG0007929	XP_020922329.1	XP_031821619.1
OG0007930	XP_020922367.1	XP_023358345.1
OG0007931	NP_001177223.1	XP_003768612.2
OG0007932	XP_020922426.1	XP_031821733.1
OG0007933	NP_001230841.1, XP_020921747.1	XP_031821745.1
OG0007934	XP_005668736.1, NP_001231887.1	XP_003768538.3
OG0007935	XP_003131342.1	XP_031821758.1
OG0007936	XP_003131364.1	XP_003768462.2
OG0007937	XP_003131373.1	XP_023358229.1, XP_023358230.1
OG0007938	XP_020922559.1	XP_031821902.1
OG0007939	XP_020922627.1	XP_031822199.1
OG0007940	NP_001037995.1, XP_013836386.1	XP_003768206.1
OG0007941	XP_003131508.1	XP_031822100.1, XP_031824675.1
OG0007942	XP_005653980.1	XP_023358118.1
OG0007943	XP_020922703.1	XP_031822042.1
OG0007944	XP_020922721.1	XP_031822025.1
OG0007945	XP_020922743.1	XP_023358174.2
OG0007946	XP_020922750.1	XP_003768380.1
OG0007947	XP_020922752.1	XP_031821967.1
OG0007948	XP_013836468.1	XP_003768217.2, XP_031822226.1, XP_031822227.1
OG0007949	XP_003483059.1	XP_003768194.1
OG0007950	NP_001152785.1, XP_005668934.1	XP_031822237.1
OG0007951	XP_013836505.1	XP_023357940.1
OG0007952	XP_005668980.2	XP_003768036.3
OG0007953	XP_005668991.1	XP_031822280.1
OG0007954	XP_020922913.1, XP_005669011.2	XP_003768015.1
OG0007955	XP_020922949.1	XP_031822358.1
OG0007956	XP_020922964.1	XP_031822389.1
OG0007957	NP_001230849.1	XP_003768046.1
OG0007958	NP_001231461.1	XP_023357964.1
OG0007959	NP_001231751.1, XP_020921761.1	XP_023357965.2
