Orthogroup	Ursus_americanus	Sarcophilus_harrisii
OG0005783	XP_045631717.1	XP_031797673.1
OG0005784	XP_045631762.1	XP_023362367.2
OG0005785	XP_045631862.1	XP_031799814.1
OG0005787	XP_045631442.1	XP_031800131.1
OG0005788	XP_045631549.1	XP_031798513.1
OG0005789	XP_045631572.1	XP_031799003.1
OG0005790	XP_045643065.1	XP_031797950.1
OG0005791	XP_045642437.1	XP_012408101.2
OG0005792	XP_045654876.1	XP_023361732.1
OG0005793	XP_045654900.1	XP_031798583.1
OG0005794	XP_045654598.1	XP_012407347.2
OG0005795	XP_045655016.1	XP_003772822.1
OG0005796	XP_045633687.1	XP_023354917.1, XP_031815725.1
OG0005797	XP_045633695.1	XP_031815728.1
OG0005798	XP_045660037.1	XP_012400122.1
OG0005799	XP_045638553.1, XP_045638562.1, XP_045638548.1, XP_045638539.1	XP_003763892.1
OG0005800	XP_045638222.1	XP_012400156.1
OG0005801	XP_045637892.1	XP_031816543.1
OG0005802	XP_045660253.1	XP_031803697.1
OG0005803	XP_045663119.1	XP_031814880.1, XP_012398971.1, XP_031814887.1, XP_003762301.1
OG0005804	XP_045668348.1, XP_045668349.1	XP_003762557.2
OG0005805	XP_045668385.1	XP_031812559.1
OG0005806	XP_045668336.1	XP_031811638.1
OG0005807	XP_045664197.1	XP_003762463.1
OG0005808	XP_045651704.1, XP_045664189.1	XP_031810891.1
OG0005809	XP_045664181.1, XP_045664179.1, XP_045664178.1	XP_031810725.1
OG0005810	XP_045664146.1	XP_003762473.1, XP_031810598.1
OG0005811	XP_045664092.1	XP_031810331.1
OG0005812	XP_045664060.1	XP_031809924.1
OG0005813	XP_045663484.1	XP_031809405.1
OG0005814	XP_045663360.1, XP_045663358.1, XP_045663361.1, XP_045663359.1	XP_012398992.2
OG0005815	XP_045663312.1	XP_031807900.1
OG0005816	XP_045663311.1	XP_031807892.1
OG0005817	XP_045663291.1	XP_012399216.1
OG0005818	XP_045663284.1	XP_031813731.1, XP_031813762.1, XP_031813748.1, XP_031813756.1, XP_031813742.1, XP_031813722.1
OG0005819	XP_045663214.1	XP_031814216.1
OG0005820	XP_045663502.1	XP_012398969.2
OG0005821	XP_045663116.1	XP_031814917.1
OG0005822	XP_045634684.1	XP_031815174.1
OG0005823	XP_045634437.1	XP_031816799.1
OG0005824	XP_045634551.1	XP_003760785.1
OG0005825	XP_045634585.1	XP_012399731.2, XP_031804068.1
OG0005826	XP_045634579.1	XP_031804078.1, XP_031804079.1
OG0005827	XP_045634564.1	XP_031803862.1
OG0005828	XP_045634718.1, XP_045634719.1, XP_045634717.1	XP_003761026.2
OG0005829	XP_045634534.1, XP_045634533.1	XP_031803780.1
OG0005830	XP_045667904.1, XP_045667905.1	XP_031803543.1
OG0005831	XP_045667952.1	XP_031803517.1
OG0005832	XP_045630467.1	XP_031803637.1
OG0005833	XP_045630550.1	XP_031803483.1
OG0005834	XP_045630456.1	XP_031803467.1
OG0005835	XP_045630458.1, XP_045630457.1	XP_031803475.1
OG0005836	XP_045630570.1	XP_003760506.2
OG0005837	XP_045630234.1	XP_031804207.1
OG0005838	XP_045630404.1	XP_023352671.1, XP_023352672.1
OG0005839	XP_045660331.1	XP_003760633.2
OG0005840	XP_045660340.1	XP_031803739.1
OG0005841	XP_045656086.1	XP_031803989.1
OG0005842	XP_045656186.1	XP_031803899.1
OG0005843	XP_045656183.1	XP_003760880.1
OG0005844	XP_045656207.1	XP_031803865.1, XP_031803866.1
OG0005845	XP_045635740.1	XP_031816320.1
OG0005846	XP_045664563.1	XP_023362064.2
OG0005847	XP_045646779.1	XP_031816905.1
OG0005848	XP_045646716.1	XP_031816855.1
OG0005849	XP_045646710.1	XP_031816822.1
OG0005850	XP_045672244.1	XP_031817205.1
OG0005851	XP_045672206.1	XP_031817252.1
OG0005852	XP_045672208.1	XP_023355477.2
OG0005853	XP_045638726.1, XP_045638727.1	XP_031817888.1
OG0005854	XP_045638757.1	XP_003764762.1
OG0005855	XP_045638870.1	XP_031817921.1, XP_031817922.1
OG0005856	XP_045638955.1	XP_031817923.1
OG0005857	XP_045638950.1	XP_031800584.1, XP_023353138.1, XP_031800507.1, XP_012398175.1, XP_031799022.1, XP_031806200.1, XP_023353777.2
OG0005858	XP_045659815.1	XP_031800015.1
OG0005859	XP_045627022.1	XP_003756072.1
OG0005861	XP_045652770.1	XP_012400737.1
OG0005862	XP_045652702.1	XP_003764635.1
OG0005863	XP_045652733.1	XP_012402492.1
OG0005864	XP_045652722.1	XP_031814268.1
OG0005865	XP_045667016.1	XP_031814321.1
OG0005866	XP_045666999.1	XP_031814355.1
OG0005867	XP_045666946.1	XP_031814443.1
OG0005868	XP_045668726.1	XP_012401696.2
OG0005869	XP_045628899.1	XP_031814593.1
OG0005870	XP_045628935.1	XP_003765759.1
OG0005871	XP_045628846.1	XP_003765757.1, XP_023356231.1, XP_023356230.1
OG0005872	XP_045667786.1	XP_031813427.1
OG0005873	XP_045654317.1	XP_031796317.1
OG0005875	XP_045654135.1	XP_031796330.1
OG0005876	XP_045654086.1	XP_031795909.1, XP_031795910.1
OG0005878	XP_045632084.1	XP_031815732.1
OG0005879	XP_045647593.1	XP_003772080.2
OG0005880	XP_045647649.1	XP_031796161.1
OG0005881	XP_045647790.1	XP_003763766.1
OG0005882	XP_045647798.1	XP_031817152.1
OG0005883	XP_045667088.1	XP_031813657.1
OG0005884	XP_045668645.1	XP_003766103.1
OG0005885	XP_045668040.1	XP_003766268.3
OG0005886	XP_045666839.1	XP_003758180.1
OG0005887	XP_045630438.1	XP_031796116.1
OG0005888	XP_045665834.1	XP_031806917.1
OG0005889	XP_045665146.1	XP_003758228.1
OG0005890	XP_045664807.1, XP_045664800.1, XP_045664802.1	XP_003758249.1
OG0005891	XP_045664288.1	XP_031805604.1, XP_031805605.1
OG0005892	XP_045664147.1	XP_031799881.1
OG0005893	XP_045663805.1	XP_031810468.1, XP_031810471.1, XP_031810470.1, XP_031810469.1
OG0005894	XP_045663687.1	XP_031810031.1
OG0005895	XP_045662542.1	XP_031809738.1
OG0005896	XP_045660542.1, XP_045660540.1, XP_045660541.1	XP_031809911.1
OG0005897	XP_045660609.1	XP_012408940.1
OG0005898	XP_045660616.1	XP_031809702.1
OG0005899	XP_045660667.1	XP_012395202.2
OG0005900	XP_045660750.1, XP_045660752.1, XP_045660751.1, XP_045660753.1	XP_012409292.1
OG0005901	XP_045627468.1	XP_031807489.1
OG0005902	XP_045664410.1	XP_031807502.1
OG0005903	XP_045664409.1	XP_023350285.1
OG0005905	XP_045670591.1	XP_003757688.1
OG0005906	XP_045651147.1	XP_012395103.1
OG0005907	XP_045664205.1	XP_012407847.1
OG0005908	XP_045652853.1	XP_031817829.1
OG0005909	XP_045652714.1	XP_023355371.1
OG0005910	XP_045653111.1	XP_012400627.1, XP_031816705.1
OG0005911	XP_045655347.1	XP_031806763.1, XP_031806762.1, XP_003759131.1
OG0005912	XP_045629923.1	XP_031806768.1
OG0005913	XP_045630015.1	XP_031806789.1
OG0005914	XP_045630007.1	XP_012395268.1
OG0005915	XP_045630033.1	XP_031806729.1
OG0005916	XP_045631282.1	XP_031813811.1
OG0005917	XP_045651876.1	XP_023356631.1
OG0005918	XP_045653084.1	XP_012400634.2
OG0005920	XP_045634432.1	XP_031804317.1
OG0005921	XP_045634007.1, XP_045633996.1, XP_045634016.1	XP_031804333.1
OG0005922	XP_045632835.1	XP_031804437.1
OG0005923	XP_045632228.1	XP_023352866.1
OG0005924	XP_045632206.1	XP_012397956.2
OG0005925	XP_045647436.1	XP_031804635.1
OG0005926	XP_045647449.1	XP_003761199.1
OG0005927	XP_045647458.1	XP_031804612.1
OG0005928	XP_045647477.1	XP_003761135.1
OG0005929	XP_045647204.1	XP_031804691.1
OG0005930	XP_045647501.1	XP_003761281.2
OG0005931	XP_045647283.1	XP_012398047.1, XP_023352989.1
OG0005932	XP_045647324.1	XP_031804741.1
OG0005933	XP_045647360.1	XP_031804805.1
OG0005934	XP_045647361.1	XP_031804806.1
OG0005936	XP_045658436.1	XP_031804971.1
OG0005938	XP_045671095.1	XP_031804918.1
OG0005939	XP_045658495.1	XP_031804933.1
OG0005940	XP_045637167.1	XP_012406228.1
OG0005941	XP_045637047.1	XP_023360300.2
OG0005942	XP_045637258.1	XP_031794114.1, XP_012406176.1
OG0005943	XP_045637024.1	XP_031794106.1
OG0005944	XP_045637281.1	XP_003771243.1
OG0005947	XP_045637273.1	XP_003771332.1
OG0005949	XP_045637368.1	XP_003771313.1
OG0005950	XP_045657148.1	XP_031793907.1
OG0005951	XP_045657117.1	XP_003770943.1
OG0005952	XP_045656891.1	XP_031795481.1
OG0005953	XP_045656888.1	XP_003772678.3
OG0005954	XP_045656722.1	XP_003772380.1
OG0005955	XP_045656721.1	XP_003770963.1
OG0005956	XP_045631334.1	XP_023360416.2, XP_012406286.2, XP_031795580.1
OG0005957	XP_045665829.1	XP_023350396.1
OG0005958	XP_045665952.1	XP_031811895.1
OG0005959	XP_045640959.1	XP_031812028.1, XP_031812029.1
OG0005960	XP_045640275.1	XP_031812105.1
OG0005961	XP_045671694.1	XP_031811857.1
OG0005962	XP_045665397.1	XP_031812926.1
OG0005963	XP_045659312.1	XP_031811739.1
OG0005964	XP_045645020.1	XP_031802244.1
OG0005965	XP_045666158.1, XP_045666160.1, XP_045666159.1	XP_012396729.1
OG0005966	XP_045666132.1	XP_012396707.1, XP_031802103.1
OG0005967	XP_045661909.1	XP_003760296.4
OG0005968	XP_045628357.1	XP_003775285.3
OG0005969	XP_045671749.1, XP_045671760.1	XP_031807891.1
OG0005970	XP_045672081.1	XP_031807928.1
OG0005971	XP_045626589.1	XP_031807951.1
OG0005972	XP_045627373.1	XP_031808017.1
OG0005973	XP_045628264.1	XP_031808074.1
OG0005974	XP_045668130.1	XP_031811073.1
OG0005975	XP_045646193.1	XP_003755767.1
OG0005976	XP_045642103.1	XP_031811141.1
OG0005977	XP_045666585.1	XP_031805207.1
OG0005978	XP_045651154.1	XP_031812462.1, XP_031812461.1
OG0005979	XP_045651061.1	XP_031812651.1
OG0005980	XP_045668098.1, XP_045647850.1	XP_031811109.1
OG0005981	XP_045641403.1	XP_031815028.1
OG0005982	XP_045641537.1	XP_003763460.1
OG0005983	XP_045669489.1	XP_003763396.1
OG0005984	XP_045669506.1	XP_031815051.1
OG0005985	XP_045630105.1	XP_031815086.1
OG0005986	XP_045655032.1	XP_003772826.2
OG0005987	XP_045655125.1	XP_012407451.2
OG0005988	XP_045655118.1	XP_031798844.1
OG0005989	XP_045655169.1	XP_031800052.1
OG0005990	XP_045648368.1	XP_023361526.1
OG0005992	XP_045646382.1	XP_031798948.1
OG0005993	XP_045649547.1	XP_031799704.1
OG0005994	XP_045644915.1	XP_003775182.1
OG0005995	XP_045641191.1	XP_031817139.1
OG0005996	XP_045641155.1	XP_031815519.1
OG0005997	XP_045641126.1	XP_031815530.1, XP_031815531.1
OG0005998	XP_045641093.1	XP_031815547.1
OG0005999	XP_045668547.1	XP_031815574.1
OG0006001	XP_045663980.1	XP_031801940.1
OG0006002	XP_045644651.1	XP_012401915.1
OG0006003	XP_045632558.1	XP_031813599.1
OG0006004	XP_045667220.1	XP_003766317.1
OG0006005	XP_045656549.1	XP_012397151.1, XP_031802803.1, XP_023352141.1, XP_031802802.1
OG0006006	XP_045667566.1	XP_003760261.2
OG0006007	XP_045667667.1	XP_031802693.1
OG0006008	XP_045667661.1	XP_031802656.1
OG0006009	XP_045667664.1, XP_045667665.1	XP_012397075.1
OG0006010	XP_045656439.1	XP_012397058.1, XP_012397059.1, XP_003760174.1
OG0006011	XP_045662222.1, XP_045662220.1, XP_045662223.1, XP_045662221.1	XP_003764075.1
OG0006012	XP_045637632.1	XP_012400198.1
OG0006013	XP_045636785.1	XP_012400213.1
OG0006014	XP_045636108.1	XP_003763997.1
OG0006015	XP_045662108.1	XP_003764039.1
OG0006016	XP_045662130.1	XP_031816275.1
OG0006017	XP_045631277.1	XP_031813829.1
OG0006018	XP_045662315.1	XP_031816155.1
OG0006019	XP_045662328.1	XP_003764115.1
OG0006020	XP_045662396.1	XP_031814226.1
OG0006021	XP_045662465.1	XP_003766059.1
OG0006022	XP_045662482.1	XP_031814168.1
OG0006023	XP_045662510.1	XP_031817031.1
OG0006024	XP_045662547.1	XP_031814064.1
OG0006025	XP_045662605.1	XP_031819468.1
OG0006026	XP_045662648.1	XP_031813940.1
OG0006027	XP_045633466.1	XP_003765986.1
OG0006028	XP_045633499.1	XP_031813908.1
OG0006029	XP_045633500.1	XP_012401826.1, XP_031813907.1
OG0006030	XP_045633565.1	XP_031813898.1
OG0006031	XP_045631286.1	XP_003766197.1
OG0006032	XP_045662627.1	XP_023356407.1
OG0006033	XP_045640788.1	XP_003767414.1
OG0006034	XP_045643507.1	XP_003767658.2
OG0006035	XP_045643459.1	XP_003767674.1
OG0006036	XP_045665536.1	XP_003767586.1
OG0006037	XP_045665673.1	XP_003767428.1
OG0006038	XP_045640342.1, XP_045640341.1	XP_003769683.1
OG0006039	XP_045640350.1	XP_031793267.1
OG0006040	XP_045639923.1	XP_003767903.1
OG0006041	XP_045653068.1	XP_031822927.1
OG0006042	XP_045651795.1	XP_003763496.1
OG0006043	XP_045669597.1	XP_003765663.1
OG0006044	XP_045646816.1	XP_003765610.1
OG0006045	XP_045661012.1	XP_031814831.1
OG0006046	XP_045661007.1	XP_003765606.1
OG0006047	XP_045661001.1	XP_012401523.1
OG0006049	XP_045660429.1	XP_031819506.1
OG0006050	XP_045656644.1	XP_031813103.1
OG0006051	XP_045644749.1, XP_045646850.1	XP_031801104.1
OG0006054	XP_045646349.1	XP_012409024.2
OG0006055	XP_045660887.1	XP_031800883.1
OG0006056	XP_045642638.1	XP_031800484.1
OG0006057	XP_045652204.1	XP_031800155.1
OG0006058	XP_045661093.1	XP_031801021.1
OG0006059	XP_045661103.1	XP_023363041.1
OG0006060	XP_045660924.1	XP_003774785.3
OG0006061	XP_045649794.1	XP_031800846.1, XP_031800847.1
OG0006063	XP_045655999.1	XP_003771411.1, XP_031795835.1, XP_012406293.1, XP_031795834.1
OG0006064	XP_045658364.1	XP_012408638.1
OG0006065	XP_045649669.1	XP_031800578.1
OG0006066	XP_045644904.1, XP_045644911.1	XP_031801125.1, XP_023360988.1
OG0006067	XP_045644430.1, XP_045644799.1	XP_031800378.1
OG0006069	XP_045650919.1, XP_045650917.1, XP_045650920.1	XP_023352951.1, XP_031803170.1, XP_031810194.1
OG0006070	XP_045640877.1, XP_045640867.1	XP_031810849.1
OG0006071	XP_045670703.1	XP_003770544.1
OG0006072	XP_045648899.1	XP_031796357.1
OG0006073	XP_045639956.1	XP_003761938.1
OG0006074	XP_045635065.1	XP_003758056.1
OG0006077	XP_045662389.1	XP_031813076.1, NP_001269084.1
OG0006079	XP_045628656.1	XP_031805975.1
OG0006089	XP_045631504.1, XP_045631503.1	XP_031798499.1, XP_031798498.1
OG0006090	XP_045627931.1	XP_003769311.2
OG0006091	XP_045667609.1	XP_003760194.1
OG0006092	XP_045654094.1	XP_003772000.1
OG0006093	XP_045641461.1	XP_023354655.1
OG0006094	XP_045644017.1, XP_045644018.1	XP_003758304.1
OG0006095	XP_045658615.1	XP_003755945.1
OG0006096	XP_045655111.1	XP_031799579.1
OG0006097	XP_045633703.1	XP_003768323.1
OG0006098	XP_045662080.1	XP_003766048.3
OG0006099	XP_045627760.1	XP_003758353.1
OG0006100	XP_045668479.1, XP_045671287.1	XP_031809419.1
OG0006101	XP_045643311.1	XP_003759961.3
OG0006102	XP_045637111.1	XP_031794058.1
OG0006103	XP_045649631.1	XP_031795272.1
OG0006104	XP_045644443.1	XP_023362655.1
OG0006105	XP_045672212.1	XP_031807938.1
OG0006106	XP_045664926.1	XP_003758156.1
OG0006107	XP_045657290.1	XP_003769867.1
OG0006108	XP_045658795.1	XP_031811781.1
OG0006109	XP_045661075.1	XP_003774908.1
OG0006110	XP_045663135.1	XP_031814796.1
OG0006111	XP_045657367.1	XP_003769133.1, XP_031820627.1, XP_031820628.1, XP_031820629.1
OG0006114	XP_045643092.1	XP_003759957.1
OG0006116	XP_045643771.1	XP_031793151.1, XP_003767712.1
OG0006117	XP_045639978.1	XP_031801695.1
OG0006118	XP_045641623.1	XP_012401493.1
OG0006119	XP_045647400.1	XP_031804815.1
OG0006120	XP_045666970.1	XP_012401741.1
OG0006121	XP_045666065.1, XP_045661240.1	XP_023359016.1
OG0006122	XP_045635385.1	XP_023360103.1
OG0006123	XP_045637718.1	XP_031822205.1
OG0006124	XP_045651655.1	XP_031821047.1
OG0006125	XP_045650978.1	XP_031809571.1
OG0006126	XP_045652622.1, XP_045652621.1	XP_031819678.1
OG0006127	XP_045630650.1	XP_003765130.2
OG0006128	XP_045646573.1	XP_012405162.1, XP_003769964.1
OG0006129	XP_045654256.1	XP_031795880.1
OG0006130	XP_045643373.1	XP_012398749.1
OG0006131	XP_045630282.1	XP_031804148.1, XP_031804146.1, XP_031804147.1
OG0006132	XP_045628918.1	XP_003765775.1
OG0006133	XP_045647561.1	XP_031804547.1
OG0006134	XP_045639509.1	XP_012409111.1
OG0006135	XP_045651499.1	XP_031820966.1
OG0006136	XP_045659056.1	XP_003769237.2
OG0006137	XP_045647497.1	XP_031804669.1
OG0006138	XP_045653482.1	XP_003764254.1
OG0006139	XP_045628630.1	XP_031805997.1
OG0006140	XP_045670983.1	XP_031806165.1
OG0006141	XP_045665516.1	XP_031792938.1
OG0006142	XP_045635237.1	XP_003758024.1
OG0006143	XP_045657153.1	XP_031793912.1
OG0006144	XP_045644699.1	XP_003766071.1
OG0006145	XP_045667249.1	XP_003767510.1
OG0006146	XP_045660741.1	XP_003757386.2
OG0006147	XP_045650518.1	XP_023360715.1, XP_023360710.1
OG0006148	XP_045628442.1	XP_012398372.1
OG0006149	XP_045643317.1	XP_012396866.1
OG0006150	XP_045664361.1	XP_031805609.1
OG0006151	XP_045666305.1	XP_023358606.1, XP_031808564.1, XP_023358600.1
OG0006152	XP_045644611.1, XP_045644610.1, XP_045644609.1	XP_031813530.1
OG0006153	XP_045636246.1	XP_003761436.1
OG0006155	XP_045653349.1	XP_031821269.1, XP_031821270.1
OG0006156	XP_045661025.1	XP_031814825.1
OG0006157	XP_045631168.1	XP_012402562.1
OG0006158	XP_045650670.1	XP_003756531.1
OG0006159	XP_045664564.1	XP_031797727.1
OG0006160	XP_045672325.1	XP_012407741.1
OG0006161	XP_045668257.1	XP_031813402.1
OG0006162	XP_045639544.1	XP_012409216.1
OG0006163	XP_045657112.1, XP_045657110.1, XP_045657109.1, XP_045657113.1, XP_045657111.1	XP_031793865.1
OG0006164	XP_045647036.1	XP_031810042.1
OG0006165	XP_045637246.1	XP_031794121.1
OG0006166	XP_045649202.1	XP_031807148.1
OG0006167	XP_045631096.1	XP_031819166.1, XP_031819165.1
OG0006168	XP_045653171.1	XP_003767775.1, XP_031822934.1
OG0006169	XP_045664709.1	XP_003773761.2
OG0006170	XP_045632799.1	XP_031818751.1
OG0006171	XP_045648926.1	XP_031796388.1
OG0006172	XP_045655581.1	XP_031825026.1, XP_031825025.1
OG0006173	XP_045656902.1, XP_045639953.1	XP_031793674.1
OG0006174	XP_045662641.1	XP_031813947.1, XP_031816997.1
OG0006175	XP_045633244.1	XP_031795327.1
OG0006176	XP_045668235.1	XP_012399139.1
OG0006177	XP_045642295.1, XP_045644507.1, XP_045644502.1, XP_045645124.1, XP_045645091.1	XP_003755835.1, XP_003755834.2
OG0006178	XP_045640200.1	XP_031822641.1
OG0006179	XP_045632271.1	XP_031817514.1
OG0006180	XP_045631479.1	XP_031797952.1
OG0006181	XP_045628315.1	XP_012402110.1, XP_003756112.1
OG0006182	XP_045633906.1	XP_031818704.1
OG0006183	XP_045634673.1	XP_003761043.1
OG0006184	XP_045664206.1	XP_003762446.3
OG0006185	XP_045642835.1	XP_031811134.1
OG0006186	XP_045670849.1	XP_031805954.1
OG0006187	XP_045633522.1	XP_031813833.1
OG0006188	XP_045668011.1	XP_031813416.1
OG0006189	XP_045645127.1, XP_045645092.1	XP_003755826.1, XP_003755827.2
OG0006190	XP_045632507.1, XP_045660883.1, XP_045660879.1, XP_045656709.1	XP_031795348.1, XP_003770965.1
OG0006191	XP_045651700.1	XP_003768953.1
OG0006192	XP_045640581.1	XP_031793288.1
OG0006193	XP_045640478.1	XP_012403569.1
OG0006195	XP_045665859.1	XP_003755002.2, XP_003759134.3
OG0006196	XP_045629308.1, XP_045629309.1	XP_031800968.1
OG0006197	XP_045651044.1	XP_012395734.1
OG0006198	XP_045642953.1	XP_003773938.2, XP_012408148.1
OG0006201	XP_045645138.1, XP_045642313.1	XP_031805355.1
OG0006203	XP_045646250.1	XP_031802583.1
OG0006204	XP_045646327.1	XP_003760134.1
OG0006205	XP_045646315.1	XP_031802041.1
OG0006206	XP_045646158.1	XP_003760021.1, XP_031801761.1
OG0006207	XP_045646336.1	XP_031801923.1
OG0006208	XP_045646076.1	XP_031801809.1
OG0006209	XP_045661481.1	XP_031820106.1, XP_031820105.1, XP_003769498.1
OG0006210	XP_045644665.1	XP_031813566.1
OG0006211	XP_045661304.1	XP_031793489.1
OG0006212	XP_045661307.1	XP_012404866.1, XP_031793483.1
OG0006213	XP_045661324.1	XP_031793455.1
OG0006214	XP_045661339.1	XP_012404863.2
OG0006216	XP_045661379.1	XP_031793419.1
OG0006217	XP_045661391.1	XP_031793418.1
OG0006218	XP_045661400.1	XP_031793400.1
OG0006219	XP_045661421.1	XP_031824245.1
OG0006220	XP_045632172.1, XP_045632173.1	XP_031793365.1
OG0006221	XP_045654503.1	XP_031820224.1
OG0006222	XP_045654537.1	XP_003769457.1
OG0006223	XP_045636797.1	XP_031793557.1
OG0006224	XP_045636916.1	XP_031793570.1, XP_031793584.1, XP_031793576.1
OG0006225	XP_045636862.1	XP_023353435.1
OG0006226	XP_045636980.1	XP_031795510.1
OG0006227	XP_045628311.1	XP_031817874.1
OG0006228	XP_045628554.1	XP_031812689.1
OG0006229	XP_045628457.1	XP_023354027.2
OG0006230	XP_045628540.1	XP_012399163.1
OG0006231	XP_045628523.1	XP_031814412.1
OG0006232	XP_045628534.1	XP_031807395.1
OG0006233	XP_045628538.1	XP_031807418.1
OG0006234	XP_045628535.1	XP_031815278.1
OG0006236	XP_045645405.1	XP_031817657.1
OG0006239	XP_045628165.1	XP_031817601.1
OG0006240	XP_045628247.1	XP_031817617.1
OG0006242	XP_045628155.1	XP_031817585.1
OG0006243	XP_045628157.1	XP_031819249.1
OG0006244	XP_045628243.1	XP_031819684.1
OG0006245	XP_045632250.1	XP_031819704.1
OG0006246	XP_045666814.1	XP_031819070.1
OG0006247	XP_045668081.1, XP_045668140.1	XP_031819081.1, XP_031819082.1
OG0006248	XP_045629453.1, XP_045629527.1	XP_031819130.1
OG0006249	XP_045642396.1	XP_031817542.1
OG0006250	XP_045641699.1	XP_031817473.1
OG0006251	XP_045641765.1	XP_031817474.1
OG0006253	XP_045652637.1	XP_031817454.1
OG0006254	XP_045652192.1	XP_023349913.1, XP_023349914.1, XP_003757237.1
OG0006255	XP_045652088.1	XP_031810251.1, XP_031810252.1, XP_031810253.1
OG0006256	XP_045643371.1	XP_031795742.1
OG0006258	XP_045661445.1, XP_045668800.1	XP_031795655.1
OG0006259	XP_045668765.1	XP_031795658.1
OG0006260	XP_045643883.1	XP_031795789.1
OG0006261	XP_045644004.1	XP_031794476.1
OG0006262	XP_045649887.1	XP_023360484.1
OG0006263	XP_045668912.1	XP_031794363.1
OG0006264	XP_045650451.1	XP_031809260.1
OG0006265	XP_045650467.1	XP_003756656.2
OG0006266	XP_045650444.1, XP_045650443.1	XP_012406299.2
OG0006267	XP_045650360.1	XP_031809323.1
OG0006268	XP_045650346.1	XP_031809328.1
OG0006269	XP_045650336.1, XP_045650337.1	XP_003756743.1
OG0006270	XP_045650974.1	XP_023351521.1
OG0006271	XP_045651012.1	XP_031821089.1
OG0006272	XP_045650206.1	XP_031821439.1
OG0006273	XP_045665764.1, XP_045665763.1, XP_045665765.1	XP_003759939.3, XP_023351865.1
OG0006274	XP_045665726.1	XP_031822497.1
OG0006275	XP_045665779.1	XP_003759514.1
OG0006276	XP_045665805.1, XP_045665804.1	XP_012396564.2
OG0006277	XP_045665788.1	XP_031822291.1
OG0006278	XP_045662826.1	XP_012396164.1
OG0006279	XP_045662819.1	XP_031810430.1
