Orthogroup	Urocitellus_parryii	Saimiri_boliviensis_boliviensis
OG0007660	XP_026254814.1	XP_010332909.1
OG0007661	XP_026248285.1	XP_010349952.2, XP_010332918.1
OG0007662	XP_026248236.1	XP_010332927.2
OG0007663	XP_026236522.1	XP_039332808.1
OG0007664	XP_026246358.1	XP_010338060.1
OG0007665	XP_026246462.1	XP_003929208.2
OG0007666	XP_026246262.1	XP_003929218.2
OG0007667	XP_026246428.1	XP_003929239.1
OG0007668	XP_026246277.1	XP_039331989.1
OG0007669	XP_026246391.1	XP_039331670.1
OG0007670	XP_026265204.1	XP_003929314.2
OG0007671	XP_026237507.1	XP_003929329.1
OG0007672	XP_026264461.1	XP_039331715.1
OG0007673	XP_026266046.1	XP_010346189.1
OG0007674	XP_026265510.1	XP_003921494.1
OG0007675	XP_026266066.1	XP_003921497.1
OG0007676	XP_026264530.1	XP_003921525.2
OG0007677	XP_026263020.1	XP_003921541.2
OG0007678	XP_026238251.1	XP_039330101.1
OG0007679	XP_026238069.1	XP_010349145.2
OG0007680	XP_026237664.1	XP_003921568.1
OG0007681	XP_026238221.1	XP_003921575.1
OG0007682	XP_026270655.1	XP_039330473.1
OG0007683	XP_026270675.1, XP_026270676.1	XP_010348646.1
OG0007684	XP_026236280.1	XP_039330047.1
OG0007685	XP_026236297.1	XP_010348622.2
OG0007686	XP_026241947.1	XP_003939661.1
OG0007687	XP_026253749.1	XP_010336842.2
OG0007688	XP_026253702.1	XP_003928094.2
OG0007689	XP_026253679.1	XP_039329967.1
OG0007690	XP_026257649.1	XP_039316204.1
OG0007691	XP_026257598.1	XP_039316237.1
OG0007692	XP_026257622.1	XP_039330294.1
OG0007693	XP_026267185.1	XP_003938106.1
OG0007694	XP_026267182.1	XP_003938104.2
OG0007695	XP_026248803.1	XP_010346957.2
OG0007696	XP_026255011.1	XP_010348934.1
OG0007697	XP_026255035.1	XP_003939990.1
OG0007698	XP_026255015.1	XP_003939998.1
OG0007699	XP_026255009.1	XP_003940004.1
OG0007700	XP_026260278.1	XP_003940021.1
OG0007701	XP_026260271.1	XP_010345126.1
OG0007703	XP_026269102.1	XP_010345098.2
OG0007704	XP_026269091.1, XP_026269090.1	XP_039333784.1
OG0007705	XP_026269019.1	XP_003936353.1, XP_010345088.1
OG0007706	XP_026248439.1	XP_003936319.2
OG0007707	XP_026248406.1	XP_003936309.1
OG0007709	XP_026246386.1	XP_039332026.1
OG0007710	XP_026248165.1, XP_026236294.1	XP_039329406.1
OG0007711	XP_026241772.1	XP_003939655.2
OG0007712	XP_026252726.1	XP_010342963.1
OG0007713	XP_026252656.1	XP_010342969.1, XP_010342970.1
OG0007714	XP_026252692.1	XP_003934201.1
OG0007715	XP_026247948.1	XP_003930251.2
OG0007716	XP_026265066.1	XP_003928804.1
OG0007717	XP_026238354.1	XP_039334393.1
OG0007718	XP_026241292.1	XP_039334268.1
OG0007719	XP_026261961.1	XP_010348844.2
OG0007720	XP_026256123.1	XP_003934147.2
OG0007721	XP_026252732.1	XP_039316574.1
OG0007722	XP_026252711.1	XP_003934156.1
OG0007723	XP_026252669.1	XP_003934317.2
OG0007724	XP_026252658.1	XP_010342932.1
OG0007725	XP_026252661.1	XP_003934176.1
OG0007726	XP_026252747.1	XP_039316658.1
OG0007727	XP_026252655.1	XP_039316435.1
OG0007728	XP_026252697.1	XP_010342982.1
OG0007729	XP_026269002.1	XP_003934218.1
OG0007730	XP_026268964.1	XP_010343037.1
OG0007731	XP_026259966.1	XP_039316482.1
OG0007732	XP_026259912.1	XP_003934286.2
OG0007733	XP_026262958.1	XP_039316627.1
OG0007734	XP_026271021.1	XP_003934833.1
OG0007735	XP_026261471.1	XP_039328814.1, XP_039326599.1
OG0007736	XP_026256117.1	XP_039333705.1
OG0007737	XP_026236721.1	XP_003930169.1
OG0007738	XP_026247933.1, XP_026247934.1	XP_010339118.1
OG0007739	XP_026247962.1	XP_039334121.1
OG0007740	XP_026247970.1	XP_003930271.2
OG0007741	XP_026247953.1	XP_010339102.1
OG0007742	XP_026247872.1	XP_003930238.2
OG0007743	XP_026258263.1	XP_039328106.1
OG0007744	XP_026258242.1	XP_039334409.1, XP_003930203.1
OG0007745	XP_026258251.1	XP_039334310.1
OG0007746	XP_026265062.1	XP_010330899.1
OG0007747	XP_026241432.1	XP_010337702.2
OG0007748	XP_026241329.1	XP_010337700.1
OG0007749	XP_026241145.1	XP_039334264.1
OG0007750	XP_026241348.1	XP_010337467.1
OG0007751	XP_026241123.1	XP_039334190.1
OG0007752	XP_026241100.1	XP_039334275.1
OG0007753	XP_026241185.1	XP_010337433.1
OG0007754	XP_026241425.1	XP_003928518.2
OG0007755	XP_026241035.1	XP_003928512.1
OG0007757	XP_026241037.1	XP_003928502.1, XP_010337410.1
OG0007758	XP_026241096.1	XP_003928496.1
OG0007759	XP_026241439.1	XP_039333996.1
OG0007760	XP_026241428.1	XP_003928493.2
OG0007762	XP_026241044.1	XP_039334074.1
OG0007763	XP_026241271.1	XP_003928448.1
OG0007764	XP_026241148.1	XP_039333831.1
OG0007765	XP_026241430.1	XP_003928435.1
OG0007766	XP_026241183.1	XP_003928432.1
OG0007767	XP_026241103.1	XP_039334155.1
OG0007768	XP_026241015.1	XP_039333859.1
OG0007769	XP_026241008.1	XP_039334216.1
OG0007770	XP_026241081.1	XP_039333990.1
OG0007771	XP_026241276.1	XP_039333863.1
OG0007772	XP_026241115.1	XP_010337237.1
OG0007773	XP_026249890.1	XP_010342325.1
OG0007774	XP_026258608.1	XP_003933490.1
OG0007775	XP_026258628.1	XP_003933489.1
OG0007776	XP_026258594.1	XP_010342405.2
OG0007777	XP_026258544.1	XP_039316768.1
OG0007778	XP_026258590.1, XP_026258591.1	XP_039316815.1, XP_039316814.1
OG0007779	XP_026267657.1	XP_039318774.1, XP_003933425.2
OG0007780	XP_026264948.1	XP_003933289.2
OG0007781	XP_026264954.1	XP_010342106.1
OG0007782	XP_026235471.1	XP_003933299.1
OG0007783	XP_026235207.1	XP_039316764.1
OG0007784	XP_026235206.1	XP_003933314.1
OG0007785	XP_026265401.1	XP_003933328.1
OG0007786	XP_026265399.1	XP_039316711.1
OG0007787	XP_026265402.1	XP_003933333.1
OG0007788	XP_026261930.1	XP_039329876.1
OG0007789	XP_026261923.1	XP_003921400.2
OG0007790	XP_026261960.1	XP_003921410.2, XP_010345247.2
OG0007791	XP_026265068.1	XP_003921438.1
OG0007792	XP_026265544.1	XP_003921460.2
OG0007793	XP_026265157.1	XP_039330249.1
OG0007794	XP_026265147.1	XP_039329554.1
OG0007795	XP_026237782.1	XP_003921621.1
OG0007796	XP_026256179.1, XP_026256181.1, XP_026256180.1, XP_026256183.1	XP_039316277.1
OG0007797	XP_026243292.1	XP_003930445.1
OG0007798	XP_026243155.1	XP_039319399.1
OG0007799	XP_026248636.1	XP_010334368.2
OG0007800	XP_026257268.1	XP_039315809.1
OG0007801	XP_026242656.1	XP_039332669.1
OG0007802	XP_026238320.1	XP_039315833.1
OG0007803	XP_026252982.1	XP_003938295.1
OG0007804	XP_026243246.1	XP_003930514.2
OG0007805	XP_026235710.1	XP_003930406.1
OG0007806	XP_026244208.1	XP_003925369.2
OG0007807	XP_026244296.1	XP_003925477.2
OG0007808	XP_026244293.1	XP_003925368.1
OG0007809	XP_026248644.1	XP_039316032.1
OG0007810	XP_026248650.1	XP_010334339.1
OG0007811	XP_026248624.1	XP_039315986.1
OG0007812	XP_026248664.1	XP_010334316.2
OG0007813	XP_026257094.1	XP_003929381.1
OG0007814	XP_026244246.1	XP_003925389.2
OG0007815	XP_026244276.1	XP_039315940.1
OG0007816	XP_026244297.1	XP_003925402.1, XP_010334414.1
OG0007817	XP_026244242.1	XP_010334419.2
OG0007818	XP_026261027.1	XP_003925442.1
OG0007819	XP_026261053.1	XP_039316201.1, XP_003928150.1
OG0007820	XP_026235950.1	XP_039315832.1
OG0007821	XP_026238434.1	XP_003928131.1
OG0007822	XP_026237597.1	XP_039315870.1
OG0007823	XP_026246547.1	XP_003935387.2
OG0007824	XP_026246521.1	XP_010344168.1
OG0007825	XP_026246564.1	XP_003935372.1
OG0007826	XP_026246561.1	XP_010344151.1
OG0007827	XP_026260690.1	XP_010346791.1
OG0007828	XP_026260808.1	XP_003937906.1
OG0007829	XP_026260858.1	XP_003937898.1
OG0007830	XP_026260692.1	XP_003937878.1
OG0007831	XP_026260846.1	XP_003937844.1
OG0007832	XP_026260857.1	XP_039315762.1
OG0007833	XP_026260678.1	XP_039315921.1
OG0007834	XP_026260850.1	XP_010346905.2
OG0007835	XP_026260832.1	XP_039316193.1
OG0007836	XP_026268722.1	XP_003928109.2, XP_010328076.2
OG0007837	XP_026268716.1	XP_039315796.1
OG0007838	XP_026268717.1	XP_010327925.1
OG0007839	XP_026268735.1	XP_003941926.1
OG0007840	XP_026254392.1	XP_003924744.1
OG0007841	XP_026255829.1	XP_003924774.1
OG0007842	XP_026255836.1	XP_039319816.1
OG0007843	XP_026256549.1	XP_003924798.2, XP_039319795.1
OG0007844	XP_026262527.1	XP_003939618.1
OG0007845	XP_026243851.1	XP_039319825.1, XP_003924838.1
OG0007846	XP_026243805.1	XP_003924840.1
OG0007847	XP_026250325.1	XP_003924854.2
OG0007848	XP_026250318.1	XP_003924857.1
OG0007849	XP_026264670.1	XP_039319574.1
OG0007850	XP_026267987.1	XP_010333875.2
OG0007851	XP_026257778.1	XP_003924916.2
OG0007852	XP_026257769.1	XP_010333895.1
OG0007853	XP_026257759.1	XP_010333898.1
OG0007854	XP_026257758.1	XP_010333900.2
OG0007856	XP_026269611.1	XP_010333257.1
OG0007857	XP_026250037.1	XP_039324986.1
OG0007858	XP_026250047.1	XP_010348856.1
OG0007859	XP_026261870.1	XP_010333361.1
OG0007860	XP_026261903.1	XP_039324583.1
OG0007861	XP_026261827.1	XP_003924362.1
OG0007862	XP_026261892.1	XP_003924358.1
OG0007863	XP_026261907.1	XP_039324561.1, XP_010333336.2
OG0007864	XP_026261786.1	XP_010333319.1
OG0007865	XP_026261832.1	XP_039324658.1
OG0007866	XP_026270158.1	XP_003924274.1
OG0007867	XP_026269457.1	XP_039325003.1, XP_003924269.1
OG0007868	XP_026270120.1	XP_039324794.1
OG0007869	XP_026269567.1	XP_039325082.1
OG0007870	XP_026262826.1	XP_003924248.1
OG0007871	XP_026264768.1	XP_010333233.1, XP_010333232.1
OG0007872	XP_026267112.1	XP_039325379.1
OG0007873	XP_026268446.1	XP_010339405.1
OG0007874	XP_026246845.1	XP_039324978.1
OG0007875	XP_026266824.1	XP_039325155.1, XP_039325154.1
OG0007876	XP_026239873.1	XP_039325225.1
OG0007877	XP_026239931.1	XP_010339356.2
OG0007878	XP_026265833.1	XP_010333426.1
OG0007879	XP_026265838.1	XP_039325099.1
OG0007880	XP_026240957.1	XP_003924454.1
OG0007881	XP_026240983.1	XP_003924499.1
OG0007882	XP_026240937.1	XP_010333491.1
OG0007883	XP_026240908.1	XP_039329251.1, XP_003924505.1
OG0007884	XP_026240992.1	XP_039325406.1
OG0007885	XP_026240900.1	XP_003924530.1
OG0007886	XP_026246869.1	XP_010333518.1
OG0007887	XP_026246875.1	XP_039325347.1
OG0007888	XP_026256501.1	XP_039324791.1
OG0007889	XP_026256479.1	XP_039324940.1
OG0007890	XP_026258431.1	XP_010333560.2
OG0007891	XP_026257207.1	XP_010333594.1
OG0007892	XP_026257921.1	XP_039325272.1
OG0007893	XP_026257537.1	XP_039325050.1
OG0007894	XP_026256404.1	XP_003924668.1
OG0007895	XP_026250021.1	XP_003939913.1
OG0007896	XP_026250004.1, XP_026250005.1	XP_003939874.1
OG0007897	XP_026250060.1	XP_003928867.1
OG0007898	XP_026267561.1	XP_039324637.1
OG0007899	XP_026255200.1	XP_010337772.1
OG0007900	XP_026255218.1	XP_039325353.1
OG0007901	XP_026255208.1, XP_026255209.1	XP_003928891.2
OG0007902	XP_026255215.1	XP_039325418.1
OG0007903	XP_026270895.1	XP_039318699.1
OG0007904	XP_026269569.1	XP_010342260.2, XP_003933420.3
OG0007905	XP_026261309.1	XP_010342221.1
OG0007906	XP_026261330.1	XP_039318811.1
OG0007907	XP_026261310.1	XP_010342379.2
OG0007908	XP_026267521.1	XP_039330605.1
OG0007909	XP_026242595.1	XP_039332182.1
OG0007910	XP_026242934.1	XP_039332605.1
OG0007911	XP_026251323.1	XP_039317320.1
OG0007912	XP_026268209.1	XP_003943707.1
OG0007913	XP_026242933.1	XP_003931309.1
OG0007914	XP_026251329.1	XP_003935967.1
OG0007915	XP_026266599.1	XP_039331768.1
OG0007916	XP_026266561.1	XP_003931877.2
OG0007917	XP_026266527.1	XP_010340615.2
OG0007918	XP_026266602.1	XP_039332943.1
OG0007919	XP_026264213.1	XP_003931716.1
OG0007920	XP_026264232.1	XP_039332847.1, XP_010334944.2
OG0007922	XP_026264210.1	XP_003931731.1
OG0007923	XP_026260648.1	XP_003931767.2
OG0007924	XP_026260645.1	XP_003931770.1
OG0007925	XP_026260583.1	XP_039332954.1
OG0007927	XP_026260669.1	XP_003931798.1
OG0007928	XP_026260573.1	XP_010340750.2
OG0007929	XP_026260622.1	XP_039332152.1
OG0007930	XP_026267510.1	XP_039320137.1, XP_039331812.1
OG0007931	XP_026262429.1	XP_039332820.1
OG0007932	XP_026258030.1	XP_039332275.1
OG0007933	XP_026258009.1, XP_026258074.1	XP_010328607.1
OG0007934	XP_026258027.1	XP_003942483.1
OG0007935	XP_026258029.1	XP_003942482.1
OG0007936	XP_026244584.1, XP_026264045.1	XP_039332304.1
OG0007937	XP_026264003.1	XP_039332923.1
OG0007938	XP_026268173.1	XP_003943686.1
OG0007939	XP_026242589.1	XP_039331925.1
OG0007940	XP_026242830.1	XP_010328890.1
OG0007941	XP_026242647.1	XP_039332436.1
OG0007942	XP_026242814.1, XP_026242813.1	XP_003942888.1
OG0007943	XP_026242832.1	XP_010329000.2, XP_010329001.2, XP_010328999.2
OG0007944	XP_026242529.1	XP_010340117.2
OG0007945	XP_026242522.1	XP_003931263.1
OG0007946	XP_026242571.1	XP_010340146.2
OG0007947	XP_026242730.1	XP_039331789.1
OG0007948	XP_026242859.1	XP_003931318.1
OG0007949	XP_026242850.1	XP_039331958.1, XP_003931320.1
OG0007950	XP_026242786.1	XP_039332263.1
OG0007951	XP_026242757.1	XP_010340205.1
OG0007952	XP_026242726.1, XP_026242725.1	XP_003931360.2
OG0007953	XP_026242507.1	XP_039332479.1
OG0007954	XP_026263584.1	XP_003931380.2
OG0007955	XP_026263103.1	XP_039332982.1
OG0007956	XP_026253785.1	XP_039331860.1
OG0007957	XP_026253833.1	XP_003929124.1
OG0007958	XP_026253839.1	XP_039332466.1
OG0007959	XP_026253795.1	XP_003929121.1
OG0007960	XP_026253851.1	XP_039332007.1
OG0007961	XP_026236046.1	XP_039332295.1, XP_010336420.2
OG0007962	XP_026244623.1	XP_003933069.1
OG0007963	XP_026244685.1	XP_039332310.1
OG0007964	XP_026244557.1	XP_003931516.1, XP_010340401.1
OG0007965	XP_026244710.1	XP_003931454.2
OG0007966	XP_026244641.1	XP_003931479.2
OG0007967	XP_026244706.1	XP_039332761.1
OG0007969	XP_026244766.1	XP_039331680.1
OG0007970	XP_026244601.1	XP_010338271.1
OG0007971	XP_026244709.1	XP_039332025.1
OG0007972	XP_026270957.1	XP_039317376.1
OG0007973	XP_026251294.1	XP_003941381.1
OG0007974	XP_026251243.1, XP_026251242.1	XP_003941388.1
OG0007975	XP_026251225.1	XP_039317310.1
OG0007976	XP_026251184.1	XP_039317296.1
OG0007977	XP_026251177.1	XP_003941468.2
OG0007978	XP_026251211.1	XP_039323963.1, XP_039317165.1, XP_039317456.1
OG0007979	XP_026251361.1	XP_003941437.1
OG0007980	XP_026251251.1	XP_039317463.1
OG0007981	XP_026251302.1	XP_003935955.1
OG0007982	XP_026251410.1, XP_026238631.1	XP_003935963.1
OG0007983	XP_026242023.1	XP_039330885.1
OG0007984	XP_026242172.1	XP_003940085.1
OG0007985	XP_026242185.1	XP_003940625.1
OG0007986	XP_026242078.1	XP_003940627.1
OG0007987	XP_026242336.1	XP_003940638.1
OG0007988	XP_026242283.1	XP_010349626.2
OG0007989	XP_026242188.1	XP_039331184.1
OG0007990	XP_026242330.1	XP_003940703.1
OG0007991	XP_026260574.1	XP_039332153.1
OG0007992	XP_026269841.1	XP_003941329.2
OG0007993	XP_026242441.1	XP_003927851.1
OG0007994	XP_026254078.1	XP_010348234.1
OG0007995	XP_026254203.1	XP_039328296.1
OG0007996	XP_026254128.1	XP_003939359.1
OG0007997	XP_026254140.1	XP_003939379.1
OG0007998	XP_026254081.1	XP_003926543.2
OG0007999	XP_026254084.1	XP_003926546.1
OG0008000	XP_026248756.1	XP_039327701.1
OG0008001	XP_026242426.1, XP_026248752.1	XP_003926578.1
OG0008002	XP_026242446.1	XP_003926582.1
OG0008003	XP_026242429.1	XP_010335581.2
OG0008004	XP_026242467.1	XP_003927859.2
OG0008005	XP_026265143.1	XP_003927866.1
OG0008006	XP_026237528.1	XP_003932847.1
OG0008007	XP_026237515.1	XP_003932846.1
OG0008008	XP_026269383.1	XP_003932831.2
OG0008009	XP_026269368.1	XP_039318929.1
OG0008010	XP_026269374.1	XP_003932820.1
OG0008011	XP_026250076.1	XP_039318915.1
OG0008012	XP_026250170.1	XP_039319094.1
OG0008013	XP_026250109.1	XP_010341591.2
OG0008014	XP_026238113.1	XP_003932861.1
OG0008015	XP_026261749.1	XP_003932874.1
OG0008016	XP_026261678.1	XP_039319180.1
OG0008017	XP_026261764.1	XP_010341733.1
OG0008018	XP_026261748.1	XP_010341735.2
OG0008019	XP_026267233.1, XP_026267234.1	XP_039319205.1, XP_039319204.1, XP_010341757.1
OG0008020	XP_026265944.1	XP_039318967.1
OG0008021	XP_026265935.1	XP_010341807.1
OG0008022	XP_026253598.1	XP_039328442.1
OG0008023	XP_026253132.1	XP_003929686.1
OG0008024	XP_026237311.1	XP_039315786.1, XP_039324285.1
OG0008025	XP_026235610.1	XP_010331924.1
OG0008026	XP_026264398.1	XP_003922837.1
OG0008027	XP_026264412.1	XP_003922842.2
OG0008028	XP_026235322.1	XP_039320361.1, XP_003941360.2
OG0008030	XP_026268355.1	XP_003941351.3
OG0008031	XP_026235059.1	XP_010350343.2
OG0008032	XP_026269844.1	XP_010350324.1
OG0008033	XP_026241508.1	XP_003926800.1
OG0008034	XP_026241474.1	XP_003926799.1
OG0008035	XP_026236787.1, XP_026241535.1	XP_039325420.1, XP_003926797.1
OG0008036	XP_026255676.1	XP_039317215.1
OG0008037	XP_026242962.1	XP_003922744.1
OG0008038	XP_026242952.1	XP_010331831.1
OG0008039	XP_026243036.1	XP_003922727.1
OG0008040	XP_026242997.1	XP_010331815.1
OG0008041	XP_026260897.1	XP_010331806.2
OG0008042	XP_026250104.1	XP_039319096.1
OG0008043	XP_026250106.1	XP_039319212.1
OG0008044	XP_026250108.1	XP_003932998.2
OG0008045	XP_026270069.1	XP_010330149.2
OG0008047	XP_026237413.1	XP_003944801.1
OG0008048	XP_026268082.1	XP_039316587.1
OG0008049	XP_026270071.1	XP_039316683.1
OG0008050	XP_026236127.1, XP_026271264.1	XP_003920730.1
OG0008051	XP_026257996.1	XP_003920726.2
OG0008052	XP_026257993.1	XP_039323721.1
OG0008053	XP_026235273.1	XP_003920716.1
OG0008054	XP_026251969.1	XP_039324942.1
OG0008055	XP_026269615.1	XP_010337504.1
OG0008056	XP_026238143.1	XP_010337431.2, XP_010337427.2
OG0008057	XP_026264293.1	XP_003920680.1
OG0008058	XP_026255942.1	XP_010347711.1, XP_003920677.2
OG0008059	XP_026255979.1	XP_010331592.1, XP_039327290.1
OG0008060	XP_026255978.1	XP_039327823.1
OG0008061	XP_026257025.1	XP_003934002.1
OG0008062	XP_026236131.1	XP_003934006.1
OG0008063	XP_026247267.1	XP_003928226.2
OG0008064	XP_026237576.1	XP_003928209.2
OG0008065	XP_026254380.1	XP_003928199.2
OG0008066	XP_026253376.1	XP_003928186.2
OG0008067	XP_026253350.1	XP_003928184.1
OG0008068	XP_026253368.1	XP_039330794.1, XP_039335388.1
OG0008070	XP_026243704.1, XP_026243705.1	XP_003939772.1
OG0008071	XP_026243671.1	XP_003939779.1
OG0008072	XP_026243636.1	XP_010348728.1, XP_003939783.1
OG0008073	XP_026243706.1	XP_003939791.1
OG0008074	XP_026243681.1	XP_003943877.1
OG0008075	XP_026254763.1	XP_039326370.1
OG0008076	XP_026235245.1	XP_039330653.1
OG0008077	XP_026235987.1	XP_010349099.2
OG0008078	XP_026235967.1	XP_003940123.1
OG0008080	XP_026235910.1	XP_010334464.2
OG0008081	XP_026270782.1	XP_010334302.1
OG0008082	XP_026270409.1, XP_026270400.1, XP_026270392.1, XP_026270407.1	XP_003925305.1
OG0008083	XP_026246912.1	XP_039330582.1
OG0008084	XP_026246953.1	XP_010334282.1
OG0008085	XP_026246917.1	XP_003925277.1
OG0008086	XP_026246933.1	XP_003925273.1
OG0008087	XP_026249128.1	XP_003925263.1
OG0008088	XP_026249125.1, XP_026249127.1	XP_010334243.1
OG0008089	XP_026249144.1	XP_039331028.1
OG0008090	XP_026264418.1	XP_003925224.2
OG0008091	XP_026246934.1	XP_039331162.1
OG0008092	XP_026236531.1	XP_039323375.1
OG0008093	XP_026256659.1	XP_003923161.1
OG0008094	XP_026259781.1	XP_003941970.1
OG0008095	XP_026270089.1	XP_003944695.1
OG0008096	XP_026270094.1	XP_039323620.1
OG0008097	XP_026270090.1	XP_010330934.1
OG0008098	XP_026271122.1	XP_003944420.1
OG0008099	XP_026271175.1	XP_039322321.1
OG0008100	XP_026271143.1	XP_039321469.1
OG0008101	XP_026271170.1	XP_039322331.1
OG0008102	XP_026271221.1, XP_026271220.1	XP_039323712.1
OG0008104	XP_026239403.1	XP_003923177.1
OG0008105	XP_026239392.1	XP_003923202.1
OG0008106	XP_026239374.1	XP_003923226.1
OG0008107	XP_026239328.1	XP_010332358.1
OG0008108	XP_026239466.1	XP_003923236.1
OG0008109	XP_026239280.1	XP_039323588.1
OG0008110	XP_026239452.1	XP_010332411.1
OG0008111	XP_026239312.1	XP_003923289.1
OG0008112	XP_026239468.1	XP_003923301.1
OG0008113	XP_026239471.1	XP_010332149.1
OG0008114	XP_026239158.1	XP_003923060.1
OG0008115	XP_026239344.1	XP_003923082.1
OG0008116	XP_026239411.1	XP_039323635.1
OG0008117	XP_026250282.1	XP_010332238.1
OG0008118	XP_026250255.1	XP_003923114.1
OG0008119	XP_026250227.1	XP_010332261.2
OG0008120	XP_026250226.1, XP_026250225.1, XP_026250224.1	XP_010332268.1
OG0008121	XP_026267040.1	XP_003926432.1
OG0008122	XP_026247132.1	XP_010335423.1
OG0008123	XP_026247135.1	XP_003926391.2
OG0008124	XP_026247116.1	XP_039323909.1
OG0008125	XP_026247110.1	XP_039323230.1
OG0008126	XP_026247141.1	XP_039323744.1
OG0008127	XP_026247128.1	XP_003926372.2
OG0008128	XP_026265314.1	XP_039323406.1
OG0008129	XP_026266238.1	XP_039322202.1
OG0008130	XP_026267117.1	XP_003923007.1
OG0008131	XP_026267018.1	XP_003922995.3
OG0008132	XP_026266758.1	XP_039323656.1
OG0008133	XP_026266508.1	XP_003922988.1
OG0008134	XP_026266871.1	XP_010332099.2
OG0008135	XP_026267004.1	XP_003922979.1, XP_039323328.1
OG0008136	XP_026266534.1	XP_010332087.1
OG0008137	XP_026248527.1	XP_003922974.1
OG0008138	XP_026258318.1	XP_039321694.1
OG0008139	XP_026245457.1	XP_003935970.1
OG0008140	XP_026245391.1	XP_039322142.1
OG0008141	XP_026245438.1	XP_039323725.1
OG0008142	XP_026245453.1	XP_003935987.1
OG0008143	XP_026245443.1	XP_003935988.2
OG0008144	XP_026245461.1	XP_039323626.1
OG0008145	XP_026245404.1	XP_003936017.1
OG0008146	XP_026245410.1	XP_039329108.1, XP_039323421.1
OG0008147	XP_026250869.1	XP_003936025.1
OG0008148	XP_026250859.1	XP_003936026.1
OG0008149	XP_026242464.1	XP_010342481.2
OG0008150	XP_026258808.1	XP_003942127.1
OG0008151	XP_026239768.1	XP_039320333.1, XP_039320336.1
OG0008152	XP_026238821.1	XP_039320353.1
OG0008153	XP_026239475.1	XP_010349716.1
OG0008154	XP_026240350.1	XP_003938652.1, XP_010347587.1
OG0008155	XP_026240347.1	XP_010347574.1
OG0008156	XP_026240330.1	XP_003938633.2
OG0008157	XP_026240344.1	XP_003938628.1
OG0008158	XP_026249676.1	XP_003933156.1
OG0008159	XP_026249648.1	XP_010341982.1
