Orthogroup	Saimiri_boliviensis_boliviensis	Canis_lupus_familiaris
OG0009343	XP_003933929.1	XP_038386276.1, XP_038415093.1
OG0009344	XP_010342748.1	XP_038386281.1
OG0009345	XP_003934028.1	XP_038386475.1
OG0009346	XP_010342816.1	XP_038386481.1
OG0009347	XP_003934038.1	XP_038386508.1
OG0009348	XP_003925893.2	XP_038386534.1
OG0009349	XP_039326802.1	XP_038386538.1
OG0009350	XP_039323613.1	XP_038386557.1
OG0009351	XP_010334889.1, XP_039330991.1	XP_038386615.1
OG0009352	XP_039325891.1	XP_038386622.1
OG0009353	XP_003925847.2	XP_038386639.1
OG0009354	XP_039325392.1	XP_038386655.1
OG0009355	XP_003925834.1	XP_038386682.1
OG0009356	XP_010334855.1	XP_038386689.1
OG0009357	XP_039326699.1, XP_039318216.1	XP_038386699.1
OG0009358	XP_003925816.2	XP_038386723.1
OG0009359	XP_003925811.2	XP_038386731.1
OG0009360	XP_010334833.1	XP_038386737.1
OG0009361	XP_003925805.1	XP_038386752.1
OG0009362	XP_003920894.1	XP_038386778.1
OG0009363	XP_039331751.1	XP_038386816.1
OG0009364	XP_039331731.1	XP_038386825.1
OG0009365	XP_003943555.1	XP_038386833.1
OG0009366	XP_003943532.1, XP_039330553.1	XP_038386896.1
OG0009367	XP_003943513.1	XP_038386931.1
OG0009368	XP_003943505.1	XP_038386939.1
OG0009369	XP_003937326.1	XP_038386948.1
OG0009370	XP_039335053.1	XP_038386949.1
OG0009371	XP_010346149.1	XP_038386969.1
OG0009372	XP_003937309.1, XP_039335141.1	XP_038387006.1
OG0009373	XP_010346127.2	XP_038387029.1
OG0009374	XP_003937592.2	XP_038387069.1
OG0009375	XP_039329709.1	XP_038387130.1
OG0009376	XP_003937614.1	XP_038387158.1, XP_038445459.1
OG0009377	XP_039329372.1, XP_010346435.2	XP_038387160.1
OG0009378	XP_039330206.1	XP_038387165.1
OG0009379	XP_039329689.1	XP_038387236.1, XP_038387235.1
OG0009380	XP_039330072.1	XP_038387239.1
OG0009381	XP_003937650.2	XP_038387268.1
OG0009382	XP_039330311.1	XP_038387293.1
OG0009383	XP_039329519.1	XP_038387306.1
OG0009384	XP_003944637.2	XP_038387311.1
OG0009385	XP_039330066.1	XP_038387312.1
OG0009386	XP_039326930.1, XP_039330065.1	XP_038387316.1
OG0009387	XP_039323217.1	XP_038387322.1
OG0009388	XP_003921329.1	XP_038387324.1
OG0009389	XP_010344304.1	XP_038387337.1
OG0009390	XP_010344247.1	XP_038387344.1
OG0009391	XP_003921317.1	XP_038387345.1
OG0009392	XP_010343686.1	XP_038387389.1
OG0009393	XP_010343688.1	XP_038387405.1
OG0009394	XP_003934866.1	XP_038387413.1
OG0009395	XP_010343705.2	XP_038387416.1
OG0009396	XP_003934874.1	XP_038387430.1
OG0009397	XP_003934887.2	XP_038388025.1, XP_038387461.1
OG0009398	XP_039330210.1	XP_038387474.1
OG0009399	XP_039329618.1	XP_038387490.1
OG0009400	XP_003934907.2	XP_038387531.1
OG0009401	XP_003934911.1, XP_039318280.1	XP_038394841.1, XP_038387532.1
OG0009402	XP_003934918.1	XP_038387551.1
OG0009403	XP_003934920.1	XP_038387555.1
OG0009404	XP_039330488.1	XP_038387556.1
OG0009405	XP_003934925.1	XP_038387558.1
OG0009406	XP_003934929.1	XP_038387563.1
OG0009407	XP_039330212.1	XP_038387600.1
OG0009408	XP_003934951.1	XP_038387606.1
OG0009409	XP_010350576.2, XP_039329846.1	XP_038387651.1
OG0009410	XP_039330014.1	XP_038387672.1
OG0009411	XP_003935063.1	XP_038387695.1
OG0009412	XP_010343821.2	XP_038387726.1
OG0009413	XP_039330202.1	XP_038387740.1
OG0009414	XP_039329973.1	XP_038387758.1
OG0009415	XP_039329935.1	XP_038387767.1
OG0009416	XP_039330012.1	XP_038387808.1
OG0009417	XP_003935024.2	XP_038387833.1
OG0009418	XP_003935025.1	XP_038387840.1
OG0009419	XP_003935027.1	XP_038387844.1, XP_038387845.1
OG0009420	XP_003935030.2	XP_038387846.1
OG0009421	XP_039330406.1	XP_038387848.1
OG0009422	XP_039329694.1	XP_038387894.1
OG0009423	XP_003936063.2	XP_038387905.1
OG0009424	XP_039330145.1	XP_038387916.1
OG0009425	XP_003936070.3	XP_038387940.1
OG0009426	XP_003936074.1	XP_038387947.1
OG0009427	XP_003936071.1	XP_038387954.1
OG0009428	XP_010344833.1	XP_038387959.1
OG0009429	XP_039334853.1	XP_038387980.1
OG0009430	XP_039334559.1	XP_038387986.1
OG0009431	XP_003920877.1	XP_038388013.1
OG0009432	XP_003934718.1, XP_010343583.1	XP_038388040.1
OG0009433	XP_039329191.1	XP_038425557.1, XP_038388049.1
OG0009434	XP_039323351.1	XP_038388071.1
OG0009435	XP_039325651.1	XP_038388177.1
OG0009436	XP_003920776.1	XP_038435777.1, XP_038388179.1
OG0009437	XP_010338667.1	XP_038388247.1
OG0009438	XP_003920816.1	XP_038388304.1
OG0009439	XP_003920818.1	XP_038388307.1
OG0009440	XP_003920819.2	XP_038388325.1
OG0009441	XP_003920833.2	XP_038388335.1
OG0009442	XP_039328090.1	XP_038388362.1, XP_038388363.1
OG0009443	XP_003920994.2	XP_038388365.1
OG0009444	XP_039323639.1	XP_038388415.1
OG0009445	XP_010339290.1	XP_038388416.1
OG0009446	XP_039333442.1	XP_038388440.1
OG0009447	XP_003920883.1	XP_038388447.1
OG0009448	XP_010339401.1	XP_038388467.1
OG0009449	XP_003940594.1	XP_038388556.1
OG0009450	XP_003940592.1	XP_038388564.1
OG0009451	XP_003940612.2	XP_038388565.1
OG0009452	XP_039333364.1, XP_039335993.1	XP_038388621.1
OG0009453	XP_003940578.1	XP_038388651.1
OG0009454	XP_003921641.2	XP_038388657.1
OG0009455	XP_039335927.1	XP_038388669.1
OG0009456	XP_010348259.2	XP_038388687.1
OG0009457	XP_039335847.1	XP_038388701.1
OG0009458	XP_039335900.1	XP_038388759.1
OG0009459	XP_003921672.1	XP_038388772.1
OG0009460	XP_003921651.2	XP_038388801.1
OG0009461	XP_039336014.1	XP_038388813.1
OG0009462	XP_003921705.1	XP_038388837.1
OG0009463	XP_039335957.1	XP_038388843.1
OG0009464	XP_039335871.1	XP_038388913.1
OG0009465	XP_003921828.3	XP_038388922.1
OG0009466	XP_039336040.1, XP_039336039.1	XP_038388933.1, XP_038388932.1
OG0009467	XP_003921733.1	XP_038388934.1
OG0009468	XP_039324016.1	XP_038388985.1
OG0009469	XP_039324080.1	XP_038389022.1
OG0009470	XP_003934693.1	XP_038389023.1
OG0009471	XP_003934691.3	XP_038389025.1
OG0009472	XP_039324209.1	XP_038389035.1
OG0009473	XP_039324133.1	XP_038389095.1
OG0009474	XP_039324388.1	XP_038389167.1
OG0009475	XP_039324109.1	XP_038389186.1
OG0009476	XP_039323988.1	XP_038389193.1
OG0009477	XP_039324068.1	XP_038389198.1
OG0009478	XP_039324065.1	XP_038389214.1
OG0009479	XP_039323950.1	XP_038389232.1
OG0009480	XP_039328068.1, XP_003927511.1	XP_038389234.1
OG0009481	XP_039324385.1	XP_038389251.1
OG0009482	XP_039324430.1	XP_038389302.1
OG0009483	XP_039324487.1	XP_038389312.1
OG0009484	XP_003941036.1	XP_038389359.1
OG0009485	XP_003927573.2	XP_038389388.1
OG0009486	XP_003927557.1, XP_010336483.1	XP_038389433.1
OG0009487	XP_003927539.2	XP_038389475.1
OG0009488	XP_039324525.1	XP_038389491.1
OG0009489	XP_003927532.1	XP_038389493.1
OG0009490	XP_039324501.1	XP_038389629.1
OG0009491	XP_039324457.1	XP_038389630.1
OG0009492	XP_039325234.1	XP_038436987.1, XP_038389636.1
OG0009493	XP_039328141.1	XP_038433135.1, XP_038389657.1
OG0009494	XP_039324851.1	XP_038389680.1
OG0009495	XP_010329910.1	XP_038389685.1
OG0009496	XP_003922468.2	XP_038389698.1
OG0009497	XP_003935405.2	XP_038389761.1
OG0009498	XP_003935407.1	XP_038389766.1
OG0009499	XP_039320266.1	XP_038389799.1
OG0009500	XP_039320218.1	XP_038389804.1
OG0009501	XP_010349836.2	XP_038389814.1
OG0009502	XP_003940831.1	XP_038389836.1
OG0009503	XP_003940825.2	XP_038389844.1
OG0009504	XP_003940828.2	XP_038389848.1
OG0009505	XP_039320255.1	XP_038389866.1, XP_038389865.1
OG0009506	XP_010337631.1	XP_038389957.1
OG0009507	XP_003928742.2	XP_038389961.1
OG0009508	XP_003928716.2	XP_038390075.1
OG0009509	XP_003928714.1	XP_038390084.1
OG0009510	XP_003928708.1	XP_038390090.1
OG0009511	XP_039334199.1	XP_038390178.1
OG0009512	XP_010337579.1	XP_038390202.1
OG0009513	XP_010337573.1	XP_038390214.1
OG0009514	XP_003939860.2	XP_038390254.1
OG0009515	XP_003939859.1	XP_038390261.1, XP_038426464.1
OG0009516	XP_039333876.1	XP_038390386.1
OG0009517	XP_003939811.1	XP_038390395.1
OG0009518	XP_010328699.2	XP_038390419.1
OG0009519	XP_003942611.2	XP_038390431.1
OG0009520	XP_003929994.2	XP_038390433.1
OG0009521	XP_003920740.1	XP_038390524.1
OG0009522	XP_039316530.1	XP_038390553.1
OG0009523	XP_003936146.2	XP_038390569.1
OG0009524	XP_003936160.2	XP_038390602.1
OG0009525	XP_010344922.1	XP_038390607.1
OG0009526	XP_003936168.1	XP_038390622.1
OG0009527	XP_003936175.1	XP_038390637.1
OG0009528	XP_039316568.1	XP_038390675.1
OG0009529	XP_039316663.1	XP_038390684.1
OG0009530	XP_039316431.1	XP_038390687.1
OG0009531	XP_039316650.1	XP_038390700.1
OG0009532	XP_003934786.1, XP_039317644.1	XP_038390760.1
OG0009533	XP_003934789.1	XP_038390763.1
OG0009534	XP_003934794.1	XP_038390768.1, XP_038390767.1
OG0009535	XP_003920695.1	XP_038390769.1, XP_038407938.1
OG0009536	XP_010343626.1	XP_038390770.1
OG0009537	XP_010343633.1	XP_038390801.1
OG0009538	XP_003934824.2	XP_038390853.1
OG0009539	XP_003934112.2	XP_038390861.1
OG0009540	XP_039333927.1	XP_038390864.1
OG0009541	XP_039327392.1	XP_038390871.1
OG0009542	XP_039324554.1	XP_038390906.1
OG0009543	XP_003934093.1	XP_038390912.1
OG0009544	XP_039323402.1	XP_038390913.1
OG0009545	XP_003934081.1	XP_038390918.1
OG0009546	XP_003934047.1	XP_038391009.1
OG0009547	XP_003925910.1	XP_038391029.1
OG0009548	XP_003925919.2	XP_038391050.1
OG0009549	XP_010334940.1	XP_038391118.1
OG0009550	XP_010334951.2	XP_038391166.1
OG0009551	XP_010334957.1	XP_038391193.1
OG0009552	XP_010334964.1	XP_038391207.1
OG0009553	XP_039325439.1	XP_038391212.1
OG0009554	XP_039320690.1	XP_038391228.1
OG0009555	XP_003925968.1	XP_038391235.1
OG0009556	XP_003925971.1	XP_038391240.1
OG0009557	XP_010334977.1	XP_038391251.1
OG0009558	XP_039316955.1	XP_038415109.1, XP_038391284.1
OG0009559	XP_003925982.1	XP_038391286.1
OG0009560	XP_003936260.1	XP_038391324.1
OG0009561	XP_039335447.1	XP_038391333.1
OG0009562	XP_039319120.1	XP_038391368.1
OG0009563	XP_003932535.1	XP_038391369.1
OG0009564	XP_039316626.1	XP_038391381.1
OG0009565	XP_003934098.1	XP_038391387.1
OG0009566	XP_003936265.1	XP_038391397.1
OG0009567	XP_003923585.1	XP_038391415.1
OG0009568	XP_003923629.1	XP_038391430.1, XP_038391429.1
OG0009569	XP_003923684.1	XP_038391438.1
OG0009570	XP_003929250.1	XP_038391450.1
OG0009571	XP_039330407.1	XP_038391471.1
OG0009572	XP_039327393.1	XP_038391489.1
OG0009573	XP_003923602.1	XP_038391493.1
OG0009574	XP_010329096.1	XP_038391529.1
OG0009575	XP_003923553.1	XP_038391558.1
OG0009576	XP_039326347.1	XP_038391559.1
OG0009577	XP_039333677.1, XP_039326465.1	XP_038391615.1
OG0009578	XP_003923609.1	XP_038391743.1
OG0009579	XP_039326612.1	XP_038391778.1
OG0009580	XP_003923632.1	XP_038391785.1
OG0009581	XP_010332728.1	XP_038391818.1
OG0009582	XP_010332730.2	XP_038391824.1
OG0009583	XP_010332732.1	XP_038391833.1
OG0009584	XP_039327316.1	XP_038391851.1
OG0009586	XP_003923673.1	XP_038391904.1
OG0009587	XP_039326242.1	XP_038391916.1
OG0009588	XP_003923686.2	XP_038391931.1
OG0009589	XP_039327457.1	XP_038391938.1
OG0009590	XP_039326516.1	XP_038391945.1
OG0009591	XP_010332810.1	XP_038391971.1
OG0009592	XP_039327073.1	XP_038391972.1
OG0009593	XP_010332821.1, XP_003923713.1	XP_038391981.1
OG0009594	XP_039326817.1	XP_038391984.1
OG0009595	XP_003923740.1	XP_038392057.1
OG0009596	XP_003923764.2	XP_038392107.1
OG0009597	XP_010346706.1	XP_038392126.1, XP_038399051.1
OG0009598	XP_003923770.1	XP_038392127.1
OG0009599	XP_010332885.1	XP_038392131.1
OG0009600	XP_039326880.1	XP_038392166.1
OG0009601	XP_003923949.3	XP_038392167.1
OG0009602	XP_003923787.1	XP_038392190.1
OG0009603	XP_010332899.1, XP_003923790.1	XP_038392200.1
OG0009604	XP_039327212.1	XP_038392211.1
OG0009605	XP_003923793.1	XP_038392214.1
OG0009606	XP_039327373.1	XP_038392217.1
OG0009607	XP_003923797.1	XP_038392226.1
OG0009608	XP_039327309.1	XP_038392248.1
OG0009609	XP_003923801.1	XP_038392251.1
OG0009610	XP_003923814.1	XP_038392279.1
OG0009611	XP_010342004.2	XP_038392311.1
OG0009612	XP_039332598.1	XP_038392315.1
OG0009613	XP_003933104.1	XP_038392324.1
OG0009614	XP_010340256.1, XP_039332723.1, XP_003929163.2	XP_038392357.1
OG0009615	XP_003931392.1	XP_038392359.1
OG0009616	NP_001266889.1, XP_010340097.1	XP_038392379.1
OG0009617	XP_010340282.2, XP_010340281.2	XP_038392442.1
OG0009618	XP_010340283.2	XP_038392461.1
OG0009619	XP_039332055.1	XP_038392491.1
OG0009620	XP_003931433.1	XP_038392500.1
OG0009621	XP_010340319.2	XP_038392507.1
OG0009622	XP_010338056.1	XP_038392538.1
OG0009623	XP_003929187.1	XP_038392556.1
OG0009624	XP_010338067.1	XP_038392565.1
OG0009625	XP_003929214.1	XP_038392602.1
OG0009626	XP_003929210.1	XP_038392608.1
OG0009627	XP_010338086.1	XP_038392612.1
OG0009628	XP_003929213.1	XP_038392631.1
OG0009629	XP_039331967.1	XP_038392635.1
OG0009630	XP_010338098.2	XP_038392637.1
OG0009631	XP_003929225.1	XP_038392642.1
OG0009632	XP_039331969.1	XP_038392648.1
OG0009633	XP_010338108.2	XP_038392696.1
OG0009634	XP_003929274.1	XP_038392770.1
OG0009635	XP_010338150.1	XP_038392783.1
OG0009636	XP_003929295.2	XP_038392811.1
OG0009637	XP_039331914.1	XP_038392814.1
OG0009638	XP_003929297.1	XP_038392818.1
OG0009639	XP_003929304.1	XP_038392849.1
OG0009640	XP_003929307.1	XP_038392872.1
OG0009641	XP_010338177.1	XP_038392880.1
OG0009642	XP_039331838.1	XP_038392943.1
OG0009643	XP_003929320.1	XP_038392944.1
OG0009644	XP_039332166.1	XP_038392956.1
OG0009645	XP_003929334.1	XP_038392986.1
OG0009646	XP_039331653.1	XP_038393013.1
OG0009647	XP_039332144.1	XP_038393024.1
OG0009648	XP_039326108.1, XP_003929358.1	XP_038393025.1
OG0009649	XP_039332325.1	XP_038393055.1
OG0009650	XP_039332632.1	XP_038393057.1
OG0009651	XP_003921491.1	XP_038393082.1
OG0009652	XP_003921550.1	XP_038393323.1
OG0009653	XP_010346826.1	XP_038393340.1
OG0009654	XP_039329573.1	XP_038393347.1
OG0009655	XP_010349151.2	XP_038393363.1
OG0009656	XP_039329979.1	XP_038393418.1
OG0009657	XP_039330529.1	XP_038393434.1
OG0009658	XP_039329784.1	XP_038393476.1
OG0009659	XP_039330109.1	XP_038393520.1
OG0009661	XP_039330068.1	XP_038393535.1
OG0009662	XP_039330115.1	XP_038393548.1
OG0009663	XP_003939704.1	XP_038393562.1
OG0009664	XP_010348702.2	XP_038393579.1
OG0009665	XP_039329972.1	XP_038393631.1
OG0009666	XP_039329411.1	XP_038393633.1
OG0009667	XP_039330128.1	XP_038393664.1
OG0009668	XP_039330127.1	XP_038393674.1
OG0009669	XP_039330126.1	XP_038393680.1
OG0009670	XP_003939665.2	XP_038393732.1
OG0009671	XP_039329888.1	XP_038393739.1
OG0009672	XP_003939728.2	XP_038393743.1
OG0009673	XP_039330274.1	XP_038393765.1
OG0009674	XP_039329944.1	XP_038393834.1
OG0009675	XP_039329812.1	XP_038393872.1
OG0009676	XP_010330855.2	XP_038393910.1
OG0009677	XP_039316208.1	XP_038393941.1
OG0009678	XP_039316293.1	XP_038393942.1
OG0009679	XP_010342809.1, XP_039330883.1	XP_038393970.1
OG0009680	XP_039319308.1	XP_038394001.1
OG0009681	XP_010331995.2	XP_038394018.1
OG0009682	XP_039317050.1	XP_038394023.1
OG0009683	XP_003922867.1	XP_038394054.1
OG0009684	XP_010331965.1	XP_038394070.1
OG0009685	XP_039319776.1	XP_038394092.1
OG0009686	XP_039334588.1	XP_038394100.1
OG0009687	XP_039319264.1, XP_010329903.1	XP_038394133.1
OG0009688	XP_003938114.2	XP_038394137.1
OG0009689	XP_039318438.1	XP_038394155.1
OG0009690	XP_010346963.1	XP_038394174.1
OG0009692	XP_003939953.1	XP_038394225.1
OG0009693	XP_003939979.1	XP_038394298.1
OG0009694	XP_039317136.1	XP_038394317.1
OG0009695	XP_039334153.1	XP_038394394.1
OG0009696	XP_039333597.1	XP_038394414.1
OG0009697	XP_039316586.1	XP_038394418.1
OG0009698	XP_003936383.1	XP_038394443.1
OG0009699	XP_010345110.2	XP_038394470.1
OG0009700	XP_039333864.1	XP_038394488.1
OG0009701	XP_003936350.1	XP_038394515.1
OG0009702	XP_010345091.1	XP_038394534.1
OG0009703	XP_010345075.2	XP_038394597.1
OG0009705	XP_003936317.2	XP_038394695.1
OG0009706	XP_039327441.1	XP_038394725.1
OG0009707	XP_010346913.2	XP_038394740.1
OG0009708	XP_039333765.1	XP_038394800.1
OG0009709	XP_010337401.2	XP_038394804.1
OG0009710	XP_010342324.2	XP_038394824.1
OG0009711	XP_003940785.1	XP_038394880.1, XP_038442543.1
OG0009712	XP_003944843.1	XP_038394907.1
OG0009713	XP_003934145.2	XP_038394933.1
OG0009714	XP_039316388.1	XP_038394981.1
OG0009715	XP_003934155.1	XP_038395021.1
OG0009716	XP_039316456.1	XP_038395044.1
OG0009717	XP_039316423.1	XP_038395050.1
OG0009718	XP_039316428.1	XP_038395088.1
OG0009719	XP_039316383.1	XP_038395110.1
OG0009720	XP_003934196.1	XP_038395127.1
OG0009721	XP_003934241.2	XP_038395226.1
OG0009722	XP_003934257.1	XP_038395233.1
OG0009723	XP_039316525.1	XP_038395376.1
OG0009724	XP_010343085.1	XP_038395380.1
OG0009725	XP_003934284.1	XP_038395382.1
OG0009726	XP_003934292.2	XP_038395414.1
OG0009727	XP_010343113.1	XP_038395420.1
OG0009728	XP_039316348.1	XP_038395494.1
OG0009729	XP_010343667.2	XP_038395508.1
OG0009730	XP_039316528.1	XP_038395513.1
OG0009731	XP_039326215.1	XP_038395575.1
OG0009732	XP_010329918.2	XP_038395598.1
OG0009733	XP_039327419.1	XP_038395642.1
OG0009734	XP_010329953.2	XP_038395650.1
OG0009735	XP_003930078.1	XP_038395653.1
OG0009736	XP_003930091.1	XP_038395673.1
OG0009737	XP_003930097.1	XP_038395681.1
OG0009738	XP_003930103.1	XP_038395708.1
OG0009739	XP_039333872.1	XP_038395726.1
OG0009740	XP_039333727.1	XP_038395740.1
OG0009741	XP_010338993.1	XP_038395768.1
OG0009742	XP_010338994.1	XP_038395774.1
OG0009743	XP_003930148.1	XP_038395779.1
OG0009744	XP_003930143.1	XP_038395785.1
OG0009745	XP_003930170.1	XP_038395832.1
OG0009746	XP_003928762.1	XP_038395855.1
OG0009747	XP_003930288.2	XP_038395881.1
OG0009748	XP_039333914.1	XP_038395882.1
OG0009749	XP_003930279.1	XP_038395891.1
OG0009750	XP_010339126.2	XP_038395896.1
OG0009751	XP_010339167.2	XP_038395930.1
OG0009752	XP_010339100.1	XP_038395933.1
OG0009753	XP_039333843.1	XP_038395942.1
OG0009754	XP_010339087.1	XP_038395963.1
OG0009755	XP_010339082.1	XP_038395973.1
OG0009756	XP_010339072.1	XP_038395999.1
OG0009757	XP_039333715.1	XP_038396068.1
OG0009758	XP_003930200.1	XP_038396121.1, XP_038396125.1
OG0009759	XP_003930182.1	XP_038396166.1
OG0009760	XP_003944673.1	XP_038396188.1
OG0009761	XP_003928795.1	XP_038396243.1
OG0009762	XP_039333910.1	XP_038396251.1
OG0009763	XP_003928791.2	XP_038396267.1, XP_038415108.1
OG0009764	XP_010337666.1	XP_038396323.1
OG0009765	XP_003938789.1, XP_003938787.1	XP_038396324.1
OG0009766	XP_039333973.1	XP_038396333.1
OG0009767	XP_003928556.2	XP_038396352.1
OG0009768	XP_003928548.3	XP_038396380.1
OG0009769	XP_039334189.1	XP_038396402.1
OG0009770	XP_039334198.1	XP_038396419.1
OG0009771	XP_010337460.2	XP_038396422.1
OG0009772	XP_039334300.1	XP_038396478.1
OG0009773	XP_003928524.1	XP_038396482.1
OG0009774	XP_039333776.1	XP_038396501.1
OG0009775	XP_003928507.2	XP_038396519.1
OG0009776	XP_003928490.2	XP_038396578.1
OG0009777	XP_039334062.1	XP_038396659.1
OG0009779	XP_003928425.2	XP_038396758.1
OG0009780	XP_003928420.1	XP_038396773.1
OG0009781	XP_010337284.1	XP_038396789.1
OG0009782	XP_039333992.1	XP_038396802.1
OG0009783	XP_003928407.1	XP_038396818.1
OG0009784	XP_039333865.1	XP_038396833.1
OG0009785	XP_039334106.1	XP_038396863.1
OG0009786	XP_010337252.2	XP_038396879.1
OG0009787	XP_039333656.1	XP_038396904.1
OG0009788	XP_039316919.1	XP_038396958.1, XP_038396957.1, XP_038396956.1
OG0009789	XP_039316813.1	XP_038396974.1
OG0009790	XP_003933451.1	XP_038397008.1
OG0009791	XP_039316803.1	XP_038397014.1
OG0009792	XP_039316770.1	XP_038397019.1
OG0009793	XP_003933447.1	XP_038397027.1
OG0009794	XP_010342287.1	XP_038433335.1, XP_038397028.1
OG0009795	XP_003933440.1	XP_038397036.1
OG0009796	XP_010342276.2	XP_038397050.1
OG0009797	XP_003933436.1	XP_038397063.1
OG0009798	XP_010342118.1	XP_038397154.1
OG0009799	XP_003933371.2	XP_038397164.1
OG0009800	XP_003933338.1	XP_038397228.1
OG0009801	XP_003933346.1	XP_038397264.1
OG0009802	XP_003933354.1	XP_038397290.1
OG0009803	XP_039316892.1	XP_038397325.1
OG0009804	XP_039316888.1	XP_038397355.1
OG0009806	XP_003921397.1	XP_038397403.1
OG0009807	XP_010345176.2	XP_038397426.1
OG0009808	XP_003921404.1	XP_038397430.1
OG0009809	XP_003921406.1	XP_038397440.1
OG0009810	XP_039329776.1, XP_039329775.1	XP_038397474.1
OG0009811	XP_010345296.1	XP_038397480.1
OG0009812	XP_003921423.1	XP_038397503.1
OG0009813	XP_003921437.1	XP_038397512.1
OG0009814	XP_010345642.1	XP_038397530.1
OG0009815	XP_003921445.1	XP_038397562.1
OG0009816	XP_003921452.1	XP_038397574.1
OG0009817	XP_010345932.2	XP_038397588.1
OG0009818	XP_003921467.1	XP_038397591.1
OG0009819	XP_039316195.1	XP_038397672.1
OG0009820	XP_039319766.1	XP_038397713.1
OG0009821	XP_010327936.2	XP_038397736.1
OG0009822	XP_039319777.1	XP_038397743.1
OG0009823	XP_039319800.1	XP_038397744.1
OG0009824	XP_003929747.1	XP_038436716.1, XP_038397748.1
OG0009825	XP_003938338.1	XP_038397784.1
OG0009826	XP_039321912.1	XP_038397810.1
OG0009827	XP_003938292.1	XP_038397876.1
OG0009828	XP_010347139.2	XP_038397880.1
OG0009829	XP_003930476.2	XP_038397925.1
OG0009830	XP_003930421.1	XP_038398006.1
OG0009831	XP_010339344.2	XP_038398017.1
OG0009832	XP_039319423.1	XP_038398038.1
OG0009833	XP_039315888.1, XP_010336685.1	XP_038398083.1
OG0009834	XP_003925367.1	XP_038398111.1
OG0009835	XP_003925366.1	XP_038398124.1
OG0009836	XP_003925363.3	XP_038398127.1
OG0009837	XP_003925345.1	XP_038398208.1
OG0009838	XP_039315950.1	XP_038398209.1
OG0009839	XP_003925337.1	XP_038398222.1
OG0009840	XP_039315745.1	XP_038398245.1
OG0009841	XP_039315746.1	XP_038398246.1
OG0009842	XP_010334380.1	XP_038398282.1
OG0009843	XP_039315896.1	XP_038398293.1
