Orthogroup	Saimiri_boliviensis_boliviensis	Echinops_telfairi
OG0009155	XP_003924773.1	XP_004703017.1
OG0009156	XP_039319536.1	XP_045152055.1
OG0009157	XP_003924835.1	XP_004703573.1
OG0009158	XP_003938309.1	XP_030743665.1
OG0009159	XP_010333439.1	XP_045143562.1
OG0009160	XP_039320378.1	XP_004697424.2
OG0009161	XP_003927628.1	XP_004696967.1
OG0009162	XP_010346365.1, NP_001280649.1	NP_001280669.1
OG0009163	XP_010332851.2	XP_045139517.1
OG0009164	XP_039324822.1	XP_045143613.1
OG0009165	XP_039327334.1	XP_004713789.1
OG0009166	XP_003923206.1	XP_045148224.1
OG0009167	XP_003939592.1	XP_004713225.1
OG0009168	XP_039324136.1, XP_039324135.1	XP_045140031.1
OG0009169	XP_010340068.1	XP_045144291.1
OG0009170	XP_003936069.1	XP_004705484.1
OG0009171	XP_003925023.1	XP_004704160.1
OG0009172	XP_039325827.1	XP_045150695.1, XP_045150699.1
OG0009173	XP_039336383.1	XP_004698469.2
OG0009174	XP_039324125.1	XP_045145468.1
OG0009175	XP_039324414.1	XP_030741285.1
OG0009176	XP_003936833.1	XP_045152983.1
OG0009177	XP_003922440.2	XP_004701130.1
OG0009178	XP_003927099.1	XP_004702442.1
OG0009179	XP_003931809.1	XP_045155543.1, XP_004709215.1
OG0009180	XP_039327728.1	XP_004711408.1
OG0009181	XP_003941938.1	XP_004714790.1
OG0009185	XP_003923611.2	XP_004716319.2
OG0009187	XP_010334457.1	XP_012862281.1
OG0009189	XP_010335846.1	XP_004702193.1
OG0009190	XP_010329727.2	XP_045150501.1
OG0009191	XP_003938677.1	XP_004702261.1
OG0009192	XP_010347606.1	XP_030742631.1
OG0009193	XP_003932426.3	XP_012859953.1
OG0009196	XP_010349238.1	XP_045148617.1
OG0009197	XP_003935719.1	XP_012862966.1
OG0009198	XP_010330444.2	XP_012862152.1
OG0009199	XP_003940375.1	XP_004710476.1
OG0009201	XP_010346336.2	XP_045149823.1
OG0009202	XP_039319712.1	XP_004715984.1
OG0009203	XP_039319702.1	XP_030743156.1
OG0009204	XP_010335022.2	XP_045152074.1
OG0009205	XP_039319783.1	XP_045152011.1
OG0009206	XP_003926052.1	XP_012860219.1
OG0009207	XP_003926092.1	XP_004703067.2
OG0009208	XP_003932517.1	XP_045150601.1
OG0009209	XP_003932532.3	XP_045150529.1
OG0009210	XP_003926922.3	XP_045150527.1
OG0009211	XP_039323749.1	XP_012859903.1
OG0009212	XP_039323877.1	XP_045150526.1
OG0009213	XP_039323751.1	XP_012859902.1
OG0009214	XP_003926893.1	XP_004702024.1
OG0009215	XP_003943612.1	XP_004702005.1
OG0009216	XP_003943608.2	XP_045150380.1
OG0009217	XP_039322973.1	XP_045150477.1
OG0009218	XP_039323610.1	XP_004701990.2
OG0009219	XP_039323522.1	XP_045150349.1
OG0009220	XP_003933825.1	XP_004701977.1
OG0009221	XP_003933832.2	XP_045150397.1
OG0009223	XP_039323172.1	XP_045150480.1
OG0009224	XP_039323688.1	XP_004702073.1
OG0009225	XP_039323692.1	XP_004702072.1
OG0009226	XP_039323409.1	XP_012859948.2
OG0009227	XP_003938676.1	XP_004702082.1
OG0009228	XP_003938663.1	XP_045150235.1
OG0009229	XP_003932423.1	XP_004702099.1
OG0009230	XP_039323732.1	XP_030742583.2
OG0009231	XP_010341265.1	XP_045150427.1
OG0009232	XP_003932435.1	XP_045150655.1
OG0009233	XP_003932444.1	XP_004702111.1
OG0009234	XP_003932445.1	XP_004702112.1
OG0009235	XP_003932450.1	XP_045150240.1
OG0009236	XP_003932473.1, XP_039323544.1, XP_010341296.1	XP_004702123.1
OG0009237	XP_039323826.1	XP_045150242.1
OG0009238	XP_039330959.1	XP_045145360.1
OG0009239	XP_039330929.1	XP_004714649.1
OG0009240	XP_010347066.2	XP_045145358.1
OG0009241	XP_039331206.1	XP_045154562.1
OG0009242	XP_039331201.1	XP_004717589.1
OG0009243	XP_010339555.2	XP_045144536.1
OG0009244	XP_003935679.2	XP_004713883.1
OG0009245	XP_039317290.1	XP_030741007.1
OG0009246	XP_039317384.1	XP_045145300.1
OG0009247	XP_039317473.1	XP_004714606.1
OG0009248	XP_003935704.1	XP_004714608.1
OG0009249	XP_003928230.1	XP_045145264.1
OG0009250	XP_003938244.2	XP_004713983.1
OG0009251	XP_003938241.1	XP_004713959.1
OG0009252	XP_039331117.1	XP_004697639.1
OG0009253	XP_003944723.1	XP_004715758.2
OG0009254	XP_010349428.1	XP_004710510.1
OG0009255	XP_039322297.1	XP_045148550.1
OG0009256	XP_039322194.1	XP_045148553.1
OG0009257	XP_039322372.1	XP_045148557.1
OG0009258	XP_039322293.1	XP_004710728.1
OG0009259	XP_003940417.1	XP_004710499.1
OG0009260	XP_003940517.1	XP_045148880.1
OG0009261	XP_003940389.1	XP_045148862.1
OG0009262	XP_039322544.1	XP_004710703.1
OG0009263	XP_003940362.2	XP_012862103.1
OG0009264	XP_039322816.1	XP_004710694.2
OG0009265	XP_003940360.1	XP_004710469.1
OG0009266	XP_039322637.1	XP_045148591.1
OG0009267	XP_039321361.1	XP_004710457.1
OG0009268	XP_010349282.1, XP_003940307.2	XP_045148602.1
OG0009269	XP_039322294.1	XP_012862073.1
OG0009270	XP_039323010.1	XP_004710444.1
OG0009272	XP_039323060.1	XP_045148613.1
OG0009273	XP_003940274.1	XP_030742202.1
OG0009274	XP_003944567.1	XP_012862188.2
OG0009275	XP_039322793.1	XP_045148621.1
OG0009276	XP_010330781.1	XP_045148971.1
OG0009277	XP_010330778.2	XP_004710589.1
OG0009278	XP_003943273.2	XP_004710583.1
OG0009279	XP_039322067.1	XP_004710579.1
OG0009280	XP_003943254.1	XP_004710418.1
OG0009281	XP_010329377.1	XP_045148629.1
OG0009282	XP_003943272.1	XP_004710411.1
OG0009283	XP_003943246.1	XP_004710410.1
OG0009284	XP_010329356.1	XP_004710571.2
OG0009285	XP_010329344.1	XP_012862039.1
OG0009286	XP_039322044.1	XP_012862038.1
OG0009287	XP_039322609.1	XP_004710565.1, XP_045148759.1
OG0009288	XP_003943287.2	XP_045148634.1
OG0009289	XP_003943222.2	XP_045148742.1
OG0009290	XP_039321824.1	XP_004710394.1
OG0009291	XP_003943180.2	XP_004710542.1
OG0009292	XP_039320749.1, XP_039322868.1	XP_004710543.1
OG0009293	XP_039321851.1	XP_004715897.1
OG0009294	XP_003937491.1	XP_045148643.1
OG0009295	XP_003937535.3	XP_004715901.1
OG0009296	XP_010346267.1	XP_045148652.1
OG0009297	XP_010346263.1, XP_003937434.1	XP_004715866.1
OG0009298	XP_039321722.1	XP_045148667.1
OG0009299	XP_039322386.1, XP_039321680.1	XP_045148854.1
OG0009300	XP_039321790.1	XP_045148649.1
OG0009301	XP_010346236.1, XP_039322184.1	XP_045148848.1
OG0009302	XP_039322351.1	XP_045148647.1
OG0009303	XP_010346222.1	XP_012863505.1
OG0009304	XP_003937403.2	XP_045148879.1
OG0009305	XP_010346347.2	XP_045148851.1
OG0009306	XP_039323794.1, XP_039321540.1	XP_004715881.1
OG0009307	XP_039322359.1	XP_045149818.1
OG0009308	XP_003937367.1	XP_004704968.1
OG0009309	XP_003937366.1	XP_004704967.2
OG0009310	XP_003939121.3	XP_030744927.1
OG0009311	XP_003934035.1	XP_004697124.1
OG0009312	XP_010334860.1	XP_045141167.1
OG0009313	XP_003925812.2	XP_004703603.1
OG0009314	XP_039330081.1	XP_004705095.2
OG0009315	XP_003944636.2	XP_004705382.1
OG0009316	XP_010344278.2	XP_004705123.1
OG0009317	XP_039330170.1	XP_004705411.1
OG0009318	XP_003935055.2	XP_012860741.1
OG0009319	XP_003937343.2	XP_004704945.1
OG0009320	XP_003937679.3	XP_004705106.1
OG0009321	XP_003921322.1	XP_004705122.1
OG0009322	XP_039329982.1	XP_004705443.1
OG0009323	XP_003935001.2, XP_010336505.1	XP_004705209.1
OG0009324	XP_039334682.1	XP_004702353.1
OG0009325	XP_039324555.1, XP_039334534.1	XP_045146093.1
OG0009326	XP_039334835.1	XP_045145814.1
OG0009327	XP_039334438.1	XP_030744223.1
OG0009328	XP_003930734.1	XP_004716164.1
OG0009329	XP_039334909.1	XP_045156161.1
OG0009330	XP_003938427.2, XP_010347355.2	XP_004702341.1
OG0009331	XP_003938448.1	XP_004706613.1, XP_004702324.1
OG0009332	XP_003930692.1	XP_012863571.1
OG0009333	XP_039334665.1	XP_045141565.1
OG0009334	XP_010339481.1	XP_045141576.1
OG0009335	XP_003930665.1	XP_004712689.3
OG0009336	XP_003939076.1	XP_004712684.1
OG0009337	XP_039334907.1	XP_004712683.1
OG0009338	XP_039333327.1	XP_045141533.1
OG0009339	XP_003939112.1	XP_012860004.3
OG0009340	XP_010348013.1	XP_045145783.1
OG0009341	XP_003933954.1	XP_004696718.1, XP_045140597.1
OG0009342	XP_039318599.1	XP_004696719.1
OG0009343	XP_003933929.1	XP_045140676.1
OG0009344	XP_010342748.1	XP_004696727.1
OG0009345	XP_003934028.1	XP_004696760.1
OG0009346	XP_010342816.1	XP_004696762.1
OG0009347	XP_003934038.1	XP_045140656.1
OG0009348	XP_003925893.2	XP_045141091.1
OG0009349	XP_039326802.1	XP_045141175.1
OG0009350	XP_039323613.1	XP_004703664.1
OG0009351	XP_010334889.1, XP_039330991.1	XP_004703762.1
OG0009353	XP_003925847.2	XP_004703633.1
OG0009354	XP_039325392.1	XP_045141339.1
OG0009355	XP_003925834.1	XP_004703620.2
OG0009356	XP_010334855.1	XP_004703616.1
OG0009357	XP_039326699.1, XP_039318216.1	XP_004703614.2
OG0009358	XP_003925816.2	XP_045141164.1
OG0009359	XP_003925811.2	XP_012860363.2
OG0009360	XP_010334833.1	XP_045141163.1
OG0009361	XP_003925805.1	XP_004703598.1
OG0009362	XP_003920894.1	XP_045141158.1
OG0009363	XP_039331751.1	XP_030742397.1
OG0009364	XP_039331731.1	XP_045149605.1
OG0009365	XP_003943555.1	XP_004704692.1
OG0009366	XP_003943532.1, XP_039330553.1	XP_004704705.1
OG0009367	XP_003943513.1	XP_004704713.1
OG0009368	XP_003943505.1	XP_004704717.1
OG0009369	XP_003937326.1	XP_004704722.1
OG0009370	XP_039335053.1	XP_004704723.1
OG0009371	XP_010346149.1	XP_004704726.1
OG0009372	XP_003937309.1, XP_039335141.1	XP_045149731.1
OG0009373	XP_010346127.2	XP_004704744.1
OG0009374	XP_003937592.2	XP_045155091.1, XP_004705044.1
OG0009375	XP_039329709.1	XP_045154830.1
OG0009376	XP_003937614.1	XP_004705062.1
OG0009377	XP_039329372.1	XP_004705065.1
OG0009378	XP_039330206.1	XP_004705070.2
OG0009379	XP_039329689.1	XP_004705080.1
OG0009380	XP_039330072.1	XP_004705083.2
OG0009381	XP_003937650.2	XP_004705097.1
OG0009382	XP_039330311.1	XP_030741001.1, XP_012860721.1
OG0009383	XP_039329519.1	XP_004705115.2
OG0009384	XP_003944637.2	XP_004699608.2
OG0009385	XP_039330066.1	XP_004705383.2
OG0009386	XP_039326930.1, XP_039330065.1	XP_004705116.1
OG0009387	XP_039330439.1, XP_039323217.1	XP_004705119.1
OG0009388	XP_003921329.1	XP_012860723.1
OG0009389	XP_010344304.1	XP_012860724.1
OG0009390	XP_010344247.1	XP_004705124.1
OG0009392	XP_010343686.1	XP_045154862.1
OG0009393	XP_010343688.1	XP_004705393.2
OG0009394	XP_003934866.1	XP_004705144.1
OG0009395	XP_010343705.2	XP_045154909.1
OG0009396	XP_003934874.1	XP_004705397.2
OG0009397	XP_003934887.2	XP_012860851.1
OG0009398	XP_039330210.1	XP_004705403.2
OG0009399	XP_039329618.1	XP_045154868.1
OG0009400	XP_003934907.2	XP_045154869.1
OG0009401	XP_003934911.1, XP_039318280.1	XP_004705158.1
OG0009402	XP_003934918.1	XP_004705165.1
OG0009404	XP_039330488.1	XP_012860736.1
OG0009405	XP_003934925.1	XP_045155104.1
OG0009406	XP_003934929.1	XP_045154792.1
OG0009407	XP_039330212.1	XP_004705181.2
OG0009408	XP_003934951.1	XP_004705426.1
OG0009409	XP_010350576.2, XP_039329846.1	XP_004705434.1
OG0009410	XP_039330014.1	XP_045155215.1
OG0009411	XP_003935063.1	XP_030743854.2
OG0009412	XP_010343821.2	XP_004705201.1
OG0009413	XP_039330202.1	XP_004705452.1
OG0009414	XP_039329973.1	XP_004705455.1
OG0009415	XP_039329935.1	XP_045154882.1
OG0009416	XP_039330012.1	XP_030743858.2
OG0009417	XP_003935024.2	XP_004705222.3
OG0009418	XP_003935025.1	XP_030743889.1
OG0009419	XP_003935027.1	XP_012860845.2
OG0009420	XP_003935030.2	XP_012860766.1
OG0009421	XP_039330406.1	XP_045154886.1
OG0009422	XP_039329694.1	XP_045154888.1
OG0009423	XP_003936063.2	XP_004705479.2
OG0009424	XP_039330145.1	XP_045154971.1
OG0009425	XP_003936070.3	XP_004705486.2
OG0009426	XP_003936074.1	XP_004705232.1
OG0009427	XP_003936071.1	XP_004705489.1
OG0009428	XP_010344833.1	XP_045155020.1
OG0009429	XP_039334853.1	XP_004702518.1
OG0009430	XP_039334559.1	XP_045156160.1
OG0009431	XP_003920877.1	XP_004703725.3
OG0009432	XP_003934718.1, XP_010343583.1	XP_045145418.1
OG0009433	XP_039329191.1	XP_045143077.1
OG0009434	XP_039323351.1	XP_045140995.1
OG0009435	XP_039325651.1	XP_030744785.1
OG0009436	XP_003920776.1	XP_004703529.1
OG0009437	XP_010338667.1	XP_004703699.2
OG0009438	XP_003920816.1	XP_004703547.1
OG0009439	XP_003920818.1	XP_004703557.2
OG0009440	XP_003920819.2	XP_012860349.1
OG0009441	XP_003920833.2	XP_012860350.1
OG0009442	XP_039328090.1	XP_045141139.1
OG0009444	XP_039323639.1	XP_004703721.2
OG0009445	XP_010339290.1	XP_045141039.1
OG0009446	XP_039333442.1	XP_004703585.1
OG0009447	XP_003920883.1	XP_045141277.1
OG0009448	XP_010339401.1	XP_045141154.1
OG0009449	XP_003940594.1	XP_045142284.1
OG0009450	XP_003940592.1	XP_045149325.1
OG0009451	XP_003940612.2	XP_030740341.2
OG0009452	XP_039333364.1, XP_039335993.1	XP_004709909.1
OG0009453	XP_003940578.1	XP_004709913.1
OG0009454	XP_003921641.2	XP_004709945.1
OG0009455	XP_039335927.1	XP_004709918.2
OG0009456	XP_010348259.2	XP_045152427.1
OG0009457	XP_039335848.1, XP_039335847.1	XP_004709950.4
OG0009458	XP_039335900.1	XP_045152411.1
OG0009459	XP_003921672.1	XP_004709936.1
OG0009460	XP_003921651.2	XP_045142276.1
OG0009461	XP_039336014.1	XP_004708150.1
OG0009462	XP_003921705.1	XP_004708267.1
OG0009463	XP_039335957.1	XP_045142234.1
OG0009464	XP_039335871.1	XP_045142210.1
OG0009465	XP_003921828.3	XP_004708134.1
OG0009466	XP_039336040.1, XP_039336039.1	XP_045141734.1, XP_045141735.1, XP_045141733.1
OG0009467	XP_003921733.1	XP_045141626.1
OG0009469	XP_039324080.1	XP_004715116.1
OG0009470	XP_003934693.1	XP_004715117.1
OG0009471	XP_003934691.3	XP_004715118.1
OG0009472	XP_039324209.1	XP_045145378.1
OG0009473	XP_039324133.1	XP_045145401.1, XP_045145467.1
OG0009474	XP_039324388.1	XP_045145404.1
OG0009475	XP_039324109.1	XP_045145405.1
OG0009476	XP_039323988.1	XP_004715165.1
OG0009477	XP_039324068.1	XP_045145407.1
OG0009478	XP_039324065.1	XP_045145410.1
OG0009479	XP_039323950.1	XP_045145377.1
OG0009480	XP_039328068.1, XP_003927511.1	XP_004707904.2
OG0009481	XP_039324385.1	XP_004707820.2
OG0009482	XP_039324430.1	XP_004707815.1
OG0009483	XP_039324487.1	XP_045145420.1
OG0009484	XP_003941036.1	XP_045140093.1
OG0009485	XP_003927573.2	XP_004703221.1
OG0009486	XP_003927557.1, XP_010336483.1	XP_004706406.3
OG0009487	XP_003927539.2	XP_045140013.1
OG0009488	XP_039324525.1	XP_004706423.1
OG0009489	XP_003927532.1	XP_004706363.1
OG0009490	XP_039324501.1	XP_045145416.1
OG0009491	XP_039324457.1	XP_004703208.1
OG0009492	XP_039325234.1	XP_012862523.1
OG0009493	XP_039328141.1	XP_004700062.1
OG0009494	XP_039324851.1	XP_045140643.1
OG0009495	XP_010329910.1	XP_004698147.2
OG0009496	XP_003922468.2	XP_012859668.3
OG0009497	XP_003935405.2	XP_004711717.1
OG0009498	XP_003935407.1	XP_004712234.1
OG0009499	XP_039320266.1	XP_004712269.1
OG0009500	XP_039320218.1	XP_045154151.1
OG0009501	XP_010349836.2	XP_030742050.2
OG0009502	XP_003940831.1	XP_004712230.1
OG0009503	XP_003940825.2	XP_004712263.1
OG0009504	XP_003940828.2	XP_004712262.1
OG0009505	XP_039320255.1	XP_004712227.1
OG0009506	XP_010337631.1	XP_045147424.1
OG0009507	XP_003928742.2	XP_004701167.1
OG0009508	XP_003928716.2	XP_004701192.1
OG0009509	XP_003928714.1	XP_004701193.1
OG0009510	XP_003928708.1	XP_004701194.3
OG0009511	XP_039334199.1	XP_045147623.1
OG0009512	XP_010337579.1	XP_045147627.1
OG0009513	XP_010337573.1	XP_045153025.1, XP_045147490.1
OG0009514	XP_003939860.2	XP_045147630.1
OG0009515	XP_003939859.1	XP_004701218.1, XP_045144198.1
OG0009516	XP_039333876.1	XP_045139471.1
OG0009519	XP_003942611.2	XP_004713041.1
OG0009520	XP_003929994.2	XP_004713042.1, XP_045148088.1
OG0009521	XP_003920740.1	XP_012861112.1
OG0009522	XP_039316530.1	XP_045140620.1
OG0009523	XP_003936146.2	XP_030744663.1
OG0009524	XP_003936160.2	XP_004697201.1
OG0009525	XP_010344922.1	XP_045140622.1
OG0009526	XP_003936168.1	XP_045140701.1
OG0009527	XP_003936175.1	XP_045140864.1, XP_004696861.1, XP_045140863.1
OG0009529	XP_039316663.1	XP_004697187.1
OG0009530	XP_039316431.1	XP_004697186.1
OG0009531	XP_039316650.1	XP_004697185.2
OG0009532	XP_003934786.1, XP_039317644.1	XP_004696829.1
OG0009533	XP_003934789.1	XP_004696826.1
OG0009534	XP_003934794.1	XP_004696824.1
OG0009535	XP_003920695.1	XP_004697030.1
OG0009536	XP_010343626.1	XP_004697176.1
OG0009537	XP_010343633.1	XP_004696820.1
OG0009538	XP_003934824.2	XP_045140742.1
OG0009539	XP_003934112.2	XP_004697163.1
OG0009540	XP_039333927.1	XP_045140499.1
OG0009541	XP_039327392.1	XP_030744504.1
OG0009542	XP_039324554.1	XP_004697152.2
OG0009543	XP_003934093.1	XP_004696790.1
OG0009544	XP_039323402.1	XP_045140645.1
OG0009545	XP_003934081.1	XP_045140646.1
OG0009546	XP_003934047.1	XP_045140732.1
OG0009547	XP_003925910.1	XP_004703675.1
OG0009548	XP_003925919.2	XP_004703779.2
OG0009549	XP_010334940.1	XP_030744846.1, XP_045147104.1
OG0009550	XP_010334951.2	XP_045141120.1
OG0009551	XP_010334957.1	XP_045141186.1
OG0009552	XP_010334964.1	XP_045141191.1
OG0009553	XP_039325439.1	XP_045141192.1
OG0009554	XP_039320690.1	XP_004698132.1
OG0009555	XP_003925968.1	XP_045141110.1
OG0009556	XP_003925971.1	XP_045140999.1
OG0009557	XP_010334977.1	XP_004698135.1
OG0009558	XP_039316955.1	XP_004698139.2
OG0009559	XP_003925982.1	XP_045141195.1
OG0009560	XP_003936260.1	XP_045141201.1
OG0009561	XP_039335447.1	XP_045141203.1
OG0009562	XP_039319120.1	XP_045140998.1
OG0009563	XP_003932535.1	XP_004718171.2
OG0009564	XP_039316626.1	XP_004718259.2
OG0009565	XP_003934098.1	XP_004696794.2
OG0009566	XP_003936265.1	XP_004698425.1
OG0009567	XP_003923585.1	XP_030744267.1
OG0009568	XP_003923629.1	XP_012863660.1
OG0009569	XP_003923684.1	XP_004712844.1
OG0009571	XP_039330407.1	XP_012859294.2
OG0009572	XP_039327393.1	XP_004714272.2
OG0009573	XP_003923602.1	XP_045139597.1
OG0009574	XP_010329096.1	XP_045151119.1
OG0009575	XP_003923553.1	XP_045151121.1
OG0009576	XP_039326347.1	XP_045151534.1
OG0009577	XP_039333677.1, XP_039326465.1	XP_004714249.1
OG0009578	XP_003923609.1	XP_004716309.1
OG0009579	XP_039326612.1	XP_004716334.3
OG0009580	XP_003923632.1	XP_004716328.1
OG0009581	XP_010332728.1	XP_045139551.1
OG0009582	XP_010332730.2	XP_045139499.1
OG0009583	XP_010332732.1	XP_004712820.1
OG0009584	XP_039327316.1	XP_012862730.1
OG0009585	XP_010332751.1	XP_004712828.1
OG0009586	XP_003923673.1	XP_004712896.2
OG0009587	XP_039326242.1	XP_045139504.1
OG0009588	XP_003923686.2	XP_012862738.1
OG0009589	XP_039327457.1	XP_004712907.1
OG0009590	XP_039326516.1	XP_045139521.1
OG0009591	XP_010332810.1	XP_045139507.1
OG0009592	XP_039327073.1	XP_030744241.1
OG0009593	XP_010332821.1, XP_003923713.1	XP_004712856.1
OG0009594	XP_039326817.1	XP_045139511.1
OG0009595	XP_003923740.1	XP_045139514.1
OG0009596	XP_003923764.2	XP_004709029.1, XP_045153723.1
OG0009597	XP_010346706.1	XP_004714725.1
OG0009598	XP_003923770.1	XP_045150267.1, XP_030743552.2
OG0009599	XP_010332885.1	XP_004709099.1
OG0009600	XP_039326880.1	XP_004709036.1
OG0009602	XP_003923787.1	XP_004709106.1
OG0009603	XP_010332899.1, XP_003923790.1	XP_045153698.1
OG0009604	XP_039327212.1	XP_045153694.1
OG0009605	XP_003923793.1	XP_045153672.1
OG0009606	XP_039327373.1	XP_045153671.1
OG0009607	XP_003923797.1	XP_004709046.1
OG0009608	XP_039327309.1	XP_030743547.1
OG0009609	XP_003923801.1	XP_045153714.1, XP_045142895.1
OG0009610	XP_003923814.1	XP_045153670.1, XP_004709059.1
OG0009611	XP_010342004.2	XP_045149268.1
OG0009612	XP_039332598.1	XP_004716214.1
OG0009613	XP_003933104.1	XP_004716251.1
OG0009614	XP_010340256.1, XP_039332723.1, XP_003929163.2	XP_004716210.1
OG0009615	XP_003931392.1	XP_045149286.1
OG0009616	NP_001266889.1, XP_010340097.1	XP_004716207.1
OG0009617	XP_010340282.2, XP_010340281.2	XP_045149445.1
OG0009618	XP_010340283.2	XP_004716198.2
OG0009619	XP_039332055.1	XP_004716231.1
OG0009620	XP_003931433.1	XP_004716185.1
OG0009621	XP_010340319.2	XP_004716179.1
OG0009622	XP_010338056.1	XP_004712931.1
OG0009623	XP_003929187.1	XP_004712936.1
OG0009624	XP_010338067.1	XP_012862775.2
OG0009625	XP_003929214.1	XP_004712954.1
OG0009626	XP_003929210.1	XP_004712947.1
OG0009627	XP_010338086.1	XP_004712952.1
OG0009628	XP_003929213.1	XP_004712948.1
OG0009629	XP_039331967.1	XP_004712965.1
OG0009630	XP_010338098.2	XP_004712967.1
OG0009632	XP_039331969.1	XP_045149373.1, XP_004712969.1
OG0009633	XP_010338108.2	XP_004712974.1
OG0009634	XP_003929274.1	XP_004712994.1
OG0009635	XP_010338150.1	XP_004712999.1
OG0009636	XP_003929295.2	XP_004709403.2
OG0009637	XP_039331914.1	XP_030742367.2
OG0009638	XP_003929297.1	XP_045149426.1
OG0009639	XP_003929304.1	XP_012863675.2
OG0009640	XP_003929307.1	XP_045149336.1
OG0009641	XP_010338177.1	XP_012863672.1
OG0009642	XP_039331838.1	XP_045150899.1, XP_045149309.1
OG0009643	XP_003929320.1	XP_004709247.1
OG0009644	XP_039332166.1	XP_045146213.1
OG0009645	XP_003929334.1	XP_045146216.1
OG0009646	XP_039331653.1	XP_004713017.1
OG0009647	XP_039332144.1	XP_030742377.1
OG0009648	XP_003929358.1	XP_004713086.1
OG0009649	XP_039332325.1	XP_004713006.1
OG0009650	XP_039332632.1	XP_045149240.1
OG0009651	XP_003921491.1	XP_045147844.1
OG0009652	XP_003921550.1	XP_045147739.1
OG0009653	XP_010346826.1	XP_004699449.1
OG0009654	XP_039329573.1	XP_004699450.1
OG0009655	XP_010349151.2	XP_004699701.1
OG0009656	XP_039329979.1	XP_004699467.2
OG0009657	XP_039330529.1	XP_045147744.1
OG0009658	XP_039329784.1	XP_030743825.1
OG0009659	XP_039330109.1	XP_045155171.1
OG0009660	XP_039329466.1	XP_045153400.1, XP_045155169.1
OG0009661	XP_039330068.1	XP_045155086.1
OG0009662	XP_039330115.1	XP_045155045.1
OG0009663	XP_003939704.1	XP_004705275.1
OG0009664	XP_010348702.2	XP_004705541.1
OG0009665	XP_039329972.1	XP_004705533.1
OG0009666	XP_039329411.1	XP_004705270.1
OG0009667	XP_039330128.1	XP_004705530.1
OG0009668	XP_039330127.1	XP_004705528.1
