Orthogroup	Saimiri_boliviensis_boliviensis	Sarcophilus_harrisii
OG0006723	XP_003921088.1	XP_012406448.1, XP_031794783.1
OG0006724	XP_003921084.1	XP_023360611.2
OG0006725	XP_010344616.1	XP_012399626.1
OG0006726	XP_039328913.1	XP_003771777.1
OG0006727	XP_003927923.1	XP_031795782.1
OG0006728	XP_010346387.1	XP_003765388.1
OG0006729	XP_010347309.2	XP_031824977.1, XP_031824978.1
OG0006730	XP_003921632.1	XP_031825015.1
OG0006732	XP_003936926.1	XP_003767223.1
OG0006733	XP_039330094.1	XP_003767231.1
OG0006734	XP_039330541.1	XP_031825106.1
OG0006735	XP_039318790.1	XP_012399781.1
OG0006736	XP_010333383.2, XP_003927291.1	XP_003755857.1
OG0006737	XP_003927873.1	XP_031796881.1
OG0006738	XP_039328215.1, XP_039328214.1, XP_039328213.1	XP_031795358.1
OG0006739	XP_003927910.1	XP_023360096.1
OG0006740	XP_003929625.1	XP_031793772.1
OG0006741	XP_039328287.1	XP_003771084.1
OG0006742	XP_003929673.1	XP_031795947.1
OG0006743	XP_010336935.1	XP_012407645.1
OG0006744	XP_003928004.1	XP_012407608.1, XP_003773174.1
OG0006745	XP_003927993.1	XP_003773159.2, XP_031800057.1
OG0006746	XP_039336229.1, XP_010330366.2	XP_031806765.1
OG0006747	XP_039318075.1	XP_003762596.2
OG0006748	XP_010338820.2	XP_031795105.1
OG0006749	XP_003929852.1	XP_031795117.1
OG0006751	XP_003929829.1	XP_003772620.1
OG0006752	XP_039328939.1	XP_023360676.1
OG0006753	XP_010338664.1	XP_031795000.1
OG0006754	XP_039328946.1	XP_031794976.1
OG0006755	XP_039328688.1	XP_003771687.2
OG0006756	XP_003935337.1	XP_031824308.1
OG0006757	XP_039328948.1	XP_031795192.1, XP_023354058.1, XP_031795191.1, XP_023360713.2
OG0006758	XP_010338752.1	XP_023360761.1
OG0006759	XP_039328629.1	XP_031795365.1
OG0006760	XP_039319311.1	XP_031806623.1
OG0006761	XP_039319319.1	XP_031806597.1
OG0006762	XP_010347039.1	XP_003758034.1
OG0006763	XP_010346985.2	XP_023361414.1
OG0006764	XP_039319258.1	XP_031797517.1
OG0006765	XP_010344395.2	XP_031798978.1
OG0006766	XP_039324341.1	XP_031799384.1
OG0006767	XP_003933884.1	XP_031799586.1
OG0006768	XP_003933889.1, XP_039335965.1	XP_023361563.1
OG0006769	XP_039324427.1	XP_003773103.1
OG0006770	XP_003933915.1	XP_003773100.2
OG0006771	XP_003927280.1	XP_003757934.1
OG0006772	XP_010336258.2	XP_031807066.1
OG0006773	XP_003927263.1	XP_031807152.1
OG0006774	XP_003935269.1	XP_031805466.1
OG0006775	XP_039318464.1	XP_031811954.1
OG0006776	XP_003935299.2, XP_003935297.1, XP_010344073.1	XP_031805420.1, XP_031805419.1
OG0006777	XP_003935313.1	XP_031807298.1
OG0006778	XP_010350628.1	XP_003767140.1
OG0006779	XP_039319993.1, XP_039319565.1	XP_003767144.1
OG0006780	XP_003944031.1	XP_012395301.2
OG0006781	XP_003926866.1	XP_031807125.1
OG0006782	XP_003926840.1	XP_031806233.1
OG0006783	XP_010335777.1	XP_012395700.1
OG0006784	XP_039332714.1	XP_023350580.1
OG0006785	XP_039316682.1, XP_003926788.1	XP_031806839.1
OG0006786	XP_039330652.1	XP_031806851.1
OG0006787	XP_039319375.1	XP_031806857.1
OG0006788	XP_003942540.2	XP_031817712.1
OG0006789	XP_039336021.1, XP_003942190.1	XP_031805643.1
OG0006790	XP_010331709.1	XP_031809879.1
OG0006791	XP_039335092.1	XP_031805052.1
OG0006792	XP_003922650.3	XP_031805498.1
OG0006793	XP_010331789.1	XP_031805588.1
OG0006794	XP_003933548.1	XP_031823203.1
OG0006795	XP_039316885.1	XP_031823221.1, XP_031823222.1
OG0006796	XP_010342371.1, XP_003933573.1	XP_031823231.1
OG0006797	XP_003933575.1	XP_003769890.1
OG0006798	XP_039316899.1	XP_031823247.1
OG0006799	XP_039316872.1, XP_039316873.1	XP_003769899.3
OG0006800	XP_039316871.1	XP_031823246.1
OG0006801	XP_039315855.1	XP_031823279.1
OG0006802	XP_010328035.1	XP_031823342.1
OG0006803	XP_010329450.1	XP_031798426.1
OG0006804	XP_003937802.1	XP_031797557.1
OG0006805	XP_010342533.1	XP_031794620.1
OG0006806	XP_039318010.1	XP_012399166.2
OG0006807	XP_010339642.1	XP_031807612.1
OG0006808	XP_003930797.1	XP_031807850.1
OG0006809	XP_039316526.1, XP_039328592.1, XP_039328732.1	XP_003771557.1
OG0006810	XP_010342580.2	XP_031794618.1
OG0006811	XP_039328514.1	XP_003771528.2
OG0006812	XP_010342828.2, XP_010328875.2	XP_003771526.1
OG0006813	XP_003943382.1	XP_023362390.2, XP_031797936.1
OG0006815	XP_003920041.2	XP_023362101.2
OG0006816	XP_003920206.1	XP_003774036.1
OG0006817	XP_039326249.1	XP_031798149.1, XP_023362202.1
OG0006818	XP_039326728.1	XP_031799796.1
OG0006819	XP_039327474.1	XP_031800094.1
OG0006820	XP_039330600.1, XP_010332397.2	XP_031799432.1
OG0006821	XP_010332378.1, XP_003920098.1	XP_031798461.1
OG0006822	XP_010332102.1	XP_023362118.1
OG0006823	XP_010332071.1	XP_031799863.1
OG0006824	XP_010329431.1	XP_031798407.1
OG0006825	XP_039327462.1	XP_031798487.1
OG0006826	XP_039326306.1, XP_003941243.1	XP_031799813.1
OG0006827	XP_010350261.1	XP_031799111.1
OG0006828	XP_039326779.1	XP_031797546.1, XP_031797545.1
OG0006829	XP_010346658.2	XP_031797554.1
OG0006830	XP_039326898.1	XP_031799278.1
OG0006831	XP_039327291.1	XP_023362406.1
OG0006832	XP_039326762.1	XP_031799192.1
OG0006833	XP_003937722.1	XP_031798721.1
OG0006834	XP_003937723.2	XP_031798728.1
OG0006835	XP_003937703.2	XP_031798505.1, XP_031798506.1
OG0006836	XP_010346525.1	XP_031797736.1
OG0006837	XP_010336941.1	XP_031799195.1
OG0006839	XP_003936296.1	XP_003772821.1
OG0006840	XP_039325964.1, XP_010344197.1	XP_003763897.1
OG0006841	XP_039325516.1	XP_031817217.1
OG0006842	XP_003922025.2, XP_039326459.1	XP_012400175.1
OG0006843	XP_039333394.1	XP_031809359.1
OG0006844	XP_039321379.1	XP_031803953.1
OG0006845	XP_039333544.1	XP_031815026.1, XP_031815019.1
OG0006846	XP_010330742.1, XP_039321365.1	XP_031804105.1
OG0006847	XP_003926211.1	XP_012399103.1
OG0006848	XP_010336055.1	XP_031811258.1
OG0006849	XP_003927096.1	XP_031811315.1, XP_031811327.1, XP_031811300.1, XP_031811313.1, XP_031811307.1, XP_031811322.1
OG0006850	XP_039334817.1	XP_003762501.3
OG0006851	XP_010336102.1, XP_003927128.1	XP_031810818.1
OG0006852	XP_039323876.1, XP_003927161.2	XP_031810294.1
OG0006853	XP_010336154.1	XP_031810221.1
OG0006854	XP_039333528.1	XP_031809935.1
OG0006855	XP_003940253.2	XP_031809568.1
OG0006856	XP_003936585.1	XP_031808156.1
OG0006857	XP_010345446.1	XP_031814911.1
OG0006858	XP_039333434.1	XP_003762299.1, XP_031814947.1, XP_031814944.1
OG0006859	XP_010345457.1	XP_031814976.1
OG0006860	XP_003936713.1	XP_003762296.1
OG0006861	XP_010345469.1	XP_031815263.1
OG0006862	XP_010335356.2	XP_031817054.1
OG0006864	XP_003942359.1	XP_031803773.1
OG0006865	XP_039322763.1	XP_031804056.1
OG0006866	XP_039321524.1	XP_031804058.1, XP_031804060.1, XP_031804059.1, XP_031804061.1
OG0006867	XP_010328446.2	XP_031804091.1
OG0006868	XP_003942323.2	XP_023354228.1, XP_003762809.1
OG0006869	XP_039323005.1	XP_031803853.1
OG0006870	XP_039321596.1	XP_031803815.1
OG0006871	XP_039321921.1	XP_003761041.1
OG0006872	XP_003941742.1, XP_039324369.1	XP_003760701.1
OG0006873	XP_003941760.1	XP_003760710.1
OG0006874	XP_010327765.1	XP_003760718.1
OG0006875	XP_039321664.1	XP_031803503.1, XP_031803501.1, XP_031803502.1
OG0006876	XP_039322501.1	XP_003760726.2
OG0006877	XP_003941790.1	XP_031803472.1
OG0006878	XP_003941821.1	XP_012397327.2
OG0006879	XP_039321993.1	XP_031803381.1
OG0006880	XP_003938980.1	XP_031803349.1
OG0006881	XP_003938932.1, XP_039330604.1	XP_031804201.1
OG0006882	XP_010347869.1	XP_012397757.1
OG0006883	XP_003938894.1	XP_012397494.1
OG0006884	XP_039321553.1, XP_039321552.1	XP_023352472.2
OG0006885	XP_003938859.1	XP_003760639.1
OG0006886	XP_039322128.1	XP_031803892.1
OG0006887	XP_039322502.1	XP_031803890.1
OG0006888	XP_039322820.1	XP_031804130.1
OG0006889	XP_003923868.2	XP_003766562.1
OG0006890	XP_003919985.1	XP_003773703.4
OG0006891	XP_003923890.1	XP_003764787.1
OG0006892	XP_003923411.2	XP_003764894.2, XP_031813140.1
OG0006893	XP_003919966.3	XP_031797980.1
OG0006894	XP_010350593.1	XP_003764363.1
OG0006895	XP_039323788.1, XP_003941542.1	XP_031816827.1
OG0006896	XP_003935124.1	XP_003764640.1
OG0006897	XP_039318228.1	XP_012400756.2
OG0006898	XP_010343920.1	XP_031817706.1
OG0006899	XP_039323144.1, XP_039318231.1	XP_003764738.1
OG0006900	XP_010343909.2	XP_003764736.4
OG0006901	XP_003943012.1	XP_031817201.1
OG0006902	XP_039325150.1, XP_039327090.1, XP_039331440.1	XP_031817214.1
OG0006903	XP_003923449.1	XP_031817895.1
OG0006904	XP_003919943.3	XP_031799330.1
OG0006905	XP_010333371.1	XP_031798941.1
OG0006906	XP_003920513.3	XP_031798835.1, XP_031800013.1, XP_031800014.1, XP_031798830.1, XP_003774056.1
OG0006907	XP_003941552.1	XP_031813097.1
OG0006908	XP_010337123.1	XP_003765808.1
OG0006909	XP_003942270.1	XP_012400738.1
OG0006910	XP_003931082.1	XP_031814335.1
OG0006911	XP_039332351.1, XP_003931068.1	XP_031814406.1
OG0006912	XP_003931061.1	XP_031814408.1, XP_012400237.1
OG0006913	XP_039329065.1	XP_031814449.1
OG0006914	XP_003928271.1	XP_031814485.1
OG0006915	XP_039323990.1, XP_039336097.1	XP_023361485.1
OG0006916	XP_003928300.2	XP_031814571.1
OG0006917	XP_003928306.1	XP_031814589.1
OG0006918	XP_039329279.1	XP_003765760.1
OG0006919	XP_010340053.1	XP_023356237.1
OG0006920	XP_003925109.1	XP_031813656.1
OG0006921	XP_003925072.1	XP_023357204.1, XP_023357203.1, XP_023357205.1, XP_023357206.1
OG0006922	XP_039333601.1	XP_031815968.1
OG0006923	XP_010339819.1	XP_031818209.1
OG0006924	XP_003930942.1	XP_031808360.1
OG0006925	XP_039317716.1	XP_031808311.1
OG0006926	XP_010339784.2	XP_031808232.1
OG0006927	XP_039317863.1	XP_012398942.1
OG0006928	XP_010333952.2	XP_031796178.1, XP_031796177.1
OG0006929	XP_039336170.1	XP_031796137.1
OG0006930	XP_003925126.2	XP_003772046.2
OG0006931	XP_003931001.1	XP_031815643.1
OG0006932	XP_010339905.1	XP_031815660.1
OG0006933	XP_039336115.1, XP_010334081.1	XP_003766108.1
OG0006934	XP_039323200.1, XP_003925053.1, XP_039336062.1, XP_039328798.1, XP_039323676.1	XP_031813418.1
OG0006935	XP_039335617.1	XP_003758989.1
OG0006936	XP_003936535.1	XP_003759242.2
OG0006937	XP_003933228.2	XP_003758217.1
OG0006938	XP_039335619.1	XP_031805070.1
OG0006939	XP_039335377.1	XP_003758725.2
OG0006940	XP_039335256.1	XP_031799405.1
OG0006941	XP_003941117.1	XP_031799880.1
OG0006942	XP_003941116.2	XP_031797139.1
OG0006943	XP_039335577.1	XP_031797624.1
OG0006944	XP_003941099.2	XP_003773512.1
OG0006945	XP_010350062.2	XP_031810024.1
OG0006946	XP_039335270.1	XP_031809985.1, XP_031809987.1
OG0006947	XP_003932126.1	XP_031809976.1
OG0006948	XP_039335180.1	XP_031809956.1
OG0006949	XP_039335589.1	XP_031805180.1
OG0006950	XP_003932089.1	XP_003756973.1
OG0006951	XP_039335632.1, XP_003932085.1	XP_031809754.1
OG0006952	XP_010340952.1, XP_003932071.1	XP_031809788.1
OG0006953	XP_039335219.1	XP_031809779.1
OG0006954	XP_039335499.1	XP_023362925.1
OG0006955	XP_039335501.1	XP_012408857.2
OG0006956	XP_010340932.1	XP_031809836.1
OG0006957	XP_010340931.1	XP_031809828.1
OG0006958	XP_039335728.1	XP_031809904.1
OG0006959	XP_003936422.1	XP_031809923.1
OG0006961	XP_039335413.1	XP_031809888.1
OG0006962	XP_039335708.1	XP_031809864.1
OG0006963	XP_039335517.1	XP_031809840.1
OG0006964	XP_003936451.1	XP_031807427.1
OG0006965	XP_003936453.1	XP_031807423.1
OG0006966	XP_010345194.1, XP_039323805.1	XP_012395231.1
OG0006967	XP_003936463.1	XP_031807415.1
OG0006968	XP_003936526.1	XP_031810458.1
OG0006969	XP_003936532.1	XP_031807431.1
OG0006970	XP_003932600.1	XP_031807443.1
OG0006971	XP_039335657.1	XP_003757749.1
OG0006972	XP_010341414.2	XP_031807472.1
OG0006973	XP_003932643.2	XP_012395157.1, XP_031807516.1
OG0006974	XP_039335545.1, XP_039331576.1, XP_039317715.1, XP_003938209.2	XP_023351404.1
OG0006975	XP_003932666.2, XP_039322587.1	XP_031807537.1
OG0006976	XP_039335335.1, XP_003933372.1	XP_031807548.1
OG0006977	XP_010341506.1	XP_012395158.1, XP_012409552.1
OG0006978	XP_003932743.3	XP_012395165.2
OG0006979	XP_003944223.2	XP_031806764.1
OG0006980	XP_010346076.1	XP_031807321.1
OG0006981	XP_039317063.1, XP_010346005.1	XP_003758093.1
OG0006982	XP_003934450.3	XP_003764588.1, XP_031799365.1
OG0006983	XP_010343277.1	XP_031817852.1
OG0006984	XP_010343279.1	XP_031817855.1
OG0006985	XP_003919789.1	XP_012400646.1
OG0006986	XP_039329238.1	XP_031816690.1, XP_031816689.1
OG0006987	XP_003928198.1	XP_003773124.1
OG0006988	XP_039335116.1	XP_023361630.1
OG0006989	XP_010330375.1	XP_003757972.1
OG0006990	XP_003937257.1	XP_031807334.1
OG0006991	XP_010346058.2	XP_023351062.2
OG0006992	XP_010346044.2	XP_023351067.1
OG0006993	XP_010346040.1	XP_031805526.1
OG0006994	XP_039317133.1, XP_003937212.1	XP_031806738.1
OG0006995	XP_003937195.1	XP_012395477.1
OG0006996	XP_003936775.1	XP_012405354.3
OG0006997	XP_003936808.1	XP_031824136.1
OG0006998	XP_039325980.1	XP_003766458.1
OG0006999	XP_039326036.1	XP_031813316.1
OG0007000	XP_010343316.2	XP_003764561.1
OG0007001	XP_003944942.1	XP_031804807.1
OG0007002	XP_003932210.1	XP_031804389.1
OG0007003	XP_003932214.1	XP_031804390.1
OG0007004	XP_010346861.2, XP_039333122.1, XP_039333426.1, XP_039328411.1	XP_031804424.1
OG0007005	XP_039327520.1	XP_031804456.1
OG0007006	XP_010341134.1	XP_031804520.1, XP_031804519.1, XP_031804521.1
OG0007007	XP_003932248.1	XP_023352942.1
OG0007008	XP_039327545.1	XP_031804574.1
OG0007009	XP_010341190.1	XP_031804650.1
OG0007010	XP_003932324.2	XP_031804580.1
OG0007011	XP_039318360.1	XP_031804973.1
OG0007012	XP_039318346.1	XP_031804920.1
OG0007013	XP_003925531.1, XP_039318483.1	XP_023352960.2, XP_031805041.1
OG0007014	XP_039318396.1	XP_031804909.1
OG0007015	XP_010328778.1	XP_031804887.1
OG0007016	XP_039318402.1	XP_031804891.1
OG0007017	XP_039318487.1, XP_003942697.1	XP_023354284.1
OG0007018	XP_010331615.2	XP_031805340.1
OG0007019	XP_003922492.1	XP_031805245.1
OG0007020	XP_003922480.1	XP_012396100.1
OG0007021	XP_003939279.1	XP_031793663.1
OG0007022	XP_010331258.2	XP_012406243.1
OG0007023	XP_010328337.2	XP_031795041.1, XP_012406244.1, XP_031795039.1
OG0007024	XP_003942232.2	XP_012406237.1
OG0007025	XP_039317645.1, XP_039335707.1, XP_003932647.2	XP_023360368.2
OG0007026	XP_003942211.2	XP_012406205.2
OG0007027	XP_039317651.1	XP_031794112.1
OG0007028	XP_003934546.2	XP_031794049.1
OG0007029	XP_003934597.1	XP_031794095.1
OG0007030	XP_039317681.1	XP_031794272.1
OG0007031	XP_003926610.2	XP_003771207.1
OG0007032	XP_003926643.1	XP_031794354.1
OG0007033	XP_003926700.2	XP_012406304.1
OG0007034	XP_003926714.1	XP_031796430.1
OG0007036	XP_039317679.1	XP_003771421.1
OG0007038	XP_039327580.1	XP_031793782.1
OG0007039	XP_010348105.1	XP_003770934.2
OG0007040	XP_003939219.1	XP_031793715.1
OG0007041	XP_003939290.1	XP_012407265.2
OG0007042	XP_010348222.1	XP_003772369.1
OG0007043	XP_039318471.1, XP_039317150.1	XP_003771401.1
OG0007044	XP_003934530.1	XP_031795479.1
OG0007045	XP_010338938.1	XP_031812236.1, XP_031812237.1
OG0007046	XP_003922409.1	XP_023350796.2
OG0007047	XP_010331542.1	XP_031812015.1
OG0007048	XP_003922385.2	XP_031812062.1
OG0007049	XP_010331676.1, XP_010331677.2	XP_031812086.1
OG0007050	XP_003922357.1	XP_003755262.1
OG0007051	XP_003922333.2	XP_031805213.1
OG0007052	XP_003922303.2, XP_010331437.2, XP_003922304.2	XP_012396937.1
OG0007054	XP_003922270.1	XP_003755447.2, XP_031811655.1
OG0007055	XP_003922246.1	XP_003755414.1, XP_012396610.1, XP_031811717.1
OG0007056	XP_003922235.1	XP_003755422.1, XP_023351549.1
OG0007057	XP_039320979.1	XP_012396264.2
OG0007058	XP_010330883.2	XP_031811786.1
OG0007059	XP_039321260.1, XP_039326282.1	XP_031811833.1
OG0007060	XP_039321046.1	XP_023354018.1
OG0007061	XP_003939459.1	XP_031824149.1
OG0007062	XP_039320819.1	XP_003759800.1
OG0007063	XP_003935573.1	XP_031802220.1
OG0007064	XP_003943593.2	XP_031802204.1
OG0007065	XP_003942946.1	XP_003759773.1
OG0007066	XP_003942671.1	XP_003775299.2
OG0007067	XP_010349186.1	XP_003759723.1
OG0007068	XP_003940569.1	XP_031802830.1
OG0007069	XP_039320572.1	XP_031802861.1
OG0007070	XP_039320316.1	XP_031802868.1
OG0007071	XP_010349734.1	XP_003759748.2
OG0007072	XP_003935801.1	XP_003756015.1
OG0007073	XP_039318850.1	XP_031807972.1, XP_031807973.1
OG0007074	XP_003928964.1	XP_031805146.1
OG0007075	XP_039325206.1	XP_031805147.1
OG0007076	XP_003928907.1	XP_003755978.1, XP_031811040.1
OG0007077	XP_010337789.1	XP_023355574.1
OG0007078	XP_039325749.1, XP_003935640.1	XP_012399389.1
OG0007079	XP_039318742.1	XP_003755775.1
OG0007080	XP_003935652.1	XP_031811115.1
OG0007081	XP_003929026.1	XP_003755771.2
OG0007082	XP_039325017.1	XP_003755758.1
OG0007083	XP_010337926.1	XP_003755655.3
OG0007084	XP_039324640.1	XP_031805315.1
OG0007085	XP_003940951.1	XP_031811270.1
OG0007086	XP_039325044.1	XP_031811251.1
OG0007087	XP_003940937.2	XP_023353831.1
OG0007088	XP_003929709.1	XP_003755208.1
OG0007089	XP_003944209.1	XP_003755019.1
OG0007090	XP_039324672.1	XP_031812480.1
OG0007091	XP_039324856.1	XP_031812448.1
OG0007092	XP_003943050.1	XP_003755042.1
OG0007093	XP_039324753.1	XP_031812656.1
OG0007094	XP_003934363.2	XP_031815018.1, XP_031815020.1, XP_031815016.1
OG0007095	XP_003928362.1	XP_031819483.1
OG0007096	XP_039336392.1	XP_003766803.1
OG0007098	XP_003927722.1	XP_003763447.1
OG0007099	XP_039336321.1	XP_031815200.1
OG0007100	XP_039336316.1	XP_031815192.1
OG0007101	XP_039336376.1	XP_003763466.2
OG0007102	XP_010336591.1	XP_023354627.1
OG0007103	XP_010336559.1	XP_031815060.1
OG0007104	XP_039336438.1	XP_031815076.1
OG0007105	XP_039336355.1	XP_012399839.1
OG0007106	XP_010336523.1	XP_012401737.1, XP_031815224.1
OG0007107	XP_039336465.1	XP_031824194.1
OG0007108	XP_039336366.1	XP_031824640.1
OG0007109	XP_010343191.1	XP_003763446.1
OG0007110	XP_003929507.2	XP_031797898.1
OG0007111	XP_010338378.1	XP_031797325.1
OG0007112	XP_003929597.2, XP_039329228.1, XP_039317250.1, XP_039324710.1	XP_003772952.3
OG0007113	XP_039324129.1	XP_012408450.1
OG0007114	XP_003929576.1	XP_031798959.1
OG0007116	XP_010333099.2	XP_003772981.1, XP_023361520.1
OG0007117	XP_003924040.1	XP_031797281.1
OG0007118	XP_039324425.1	XP_023361540.2
OG0007119	XP_003924021.1, XP_039331602.1	XP_003773014.2
OG0007120	XP_003923994.1	XP_031797767.1
OG0007121	XP_039324380.1, XP_039324378.1, XP_039324379.1, XP_039324376.1	XP_012407444.2
OG0007122	XP_003932032.1, XP_010340910.1	XP_031797375.1
OG0007124	XP_039336553.1	XP_031814715.1
OG0007125	XP_039336475.1	XP_031814749.1
OG0007126	XP_039333204.1	XP_031815405.1
OG0007127	XP_039323978.1, XP_039333588.1	XP_031815446.1
OG0007128	XP_039333067.1	XP_031815468.1, XP_003763581.1
OG0007129	XP_039333314.1	XP_031815501.1
OG0007130	XP_010344271.1	XP_003763649.1
OG0007131	XP_003935487.2	XP_003763644.2
OG0007132	XP_003935472.1	XP_003766393.1
OG0007133	XP_003935535.2	XP_012399983.1
OG0007134	XP_003941692.1	XP_003763673.1
OG0007135	XP_003941705.2	XP_031817149.1
OG0007138	XP_003927063.1	XP_031813286.1
OG0007139	XP_003932550.1	XP_031801978.1
OG0007140	XP_010335892.1	XP_031813565.1
OG0007141	XP_010335921.1	XP_031823874.1
OG0007142	XP_039334641.1	XP_031823970.1
OG0007143	XP_039334772.1	XP_031823928.1
OG0007144	XP_003927037.2	XP_003770222.1
OG0007145	XP_010334019.1, XP_003925033.1	XP_031813454.1
OG0007146	XP_039319398.1, XP_010333974.1	XP_003766207.2
OG0007147	XP_039336265.1	XP_031813523.1
OG0007148	XP_039318619.1	XP_003760275.2
OG0007149	XP_039318621.1	XP_003760264.1, XP_012397144.1, XP_012397143.1
OG0007150	XP_039318626.1, XP_039318627.1, XP_010336383.1	XP_031802766.1
OG0007151	XP_010336351.2, XP_010336352.2, XP_039331308.1	XP_023352108.1
OG0007153	XP_003944892.1	XP_023359650.1
OG0007154	XP_003931288.1, XP_039318656.1	XP_003760232.1
OG0007155	XP_010350376.1	XP_003764004.1
OG0007156	XP_003921992.2	XP_023355006.1
OG0007157	XP_003921986.1, XP_010328010.1	XP_012400205.2
OG0007158	XP_003921978.2	XP_012400206.1
OG0007159	XP_039326055.1	XP_012400222.1
OG0007160	XP_010344993.2, XP_003921900.2	XP_003764026.1
OG0007161	XP_039326040.1	XP_031816254.1, XP_031816250.1
OG0007162	XP_039325671.1	XP_031816214.1
OG0007163	XP_039325869.1	XP_023362694.2
OG0007164	XP_039325810.1	XP_031816163.1
OG0007165	XP_003940856.1	XP_003764103.1
OG0007166	XP_003925745.1	XP_031816123.1
OG0007167	XP_010334732.1	XP_031814183.1
OG0007168	XP_003925652.2	XP_031814050.1
OG0007169	XP_039326076.1	XP_023356582.1
OG0007170	XP_003938038.2	XP_003769684.2
OG0007171	XP_003938355.1	XP_031793031.1, XP_012403248.1
OG0007172	XP_039322435.1	XP_003767666.1
OG0007173	XP_010347292.1	XP_003767671.1
OG0007174	XP_010339323.1	XP_031793110.1
OG0007175	XP_039319363.1	XP_031793252.1
OG0007176	XP_003938021.2	XP_031793278.1
OG0007177	XP_003938023.1, XP_039319704.1	XP_031793287.1
OG0007178	XP_003930389.1	XP_031793245.1, XP_031793246.1, XP_031803230.1, XP_031803228.1, XP_031793244.1
OG0007181	XP_010339991.1, XP_003931099.1	XP_003774971.1
OG0007182	XP_039331437.1, XP_010334317.1, XP_010334323.1, XP_039331438.1	XP_031814913.1, XP_003765648.1
OG0007183	XP_039331439.1	XP_031814914.1
OG0007184	XP_003920351.2	XP_003765632.1
OG0007185	XP_003920550.3	XP_012401526.2
OG0007186	XP_003924140.1	XP_012399907.2
OG0007187	XP_039331457.1	XP_031815330.1
OG0007188	XP_010333121.1	XP_012399886.1, XP_003763513.1
OG0007189	XP_039331610.1	XP_031815275.1
OG0007190	XP_010348438.1, XP_010348439.1	XP_031815238.1
OG0007191	XP_010348460.2	XP_031814936.1
OG0007192	XP_003939589.1	XP_031800305.1
OG0007193	XP_003939606.1	XP_031800881.1
