Orthogroup	Saimiri_boliviensis_boliviensis	Mus_musculus
OG0005580	XP_039325235.1	XP_036013217.1, NP_001345212.1, NP_766169.1
OG0005581	XP_003924579.1	NP_001410050.1
OG0005582	XP_010333593.2	NP_780407.1, NP_001348168.1, NP_001348167.1, XP_006516344.1
OG0005583	XP_039324598.1	NP_001028647.1, XP_036013407.1
OG0005584	XP_039319358.1, XP_010333625.1, XP_039327689.1	NP_081234.2
OG0005585	XP_003924662.1	NP_861536.3, XP_006516387.1
OG0005586	XP_039325036.1	NP_001390503.1
OG0005587	XP_039325039.1	XP_017170657.1
OG0005588	XP_003933412.1	NP_796348.2, NP_001093263.1, NP_001093262.1
OG0005589	XP_039318718.1	NP_001139372.1, NP_964008.2
OG0005590	XP_010342186.1	NP_031789.1
OG0005591	XP_039329219.1	NP_766193.3
OG0005592	XP_010340552.1	NP_080069.2
OG0005593	XP_039332041.1	NP_080548.3
OG0005594	XP_039332580.1	NP_001404859.1
OG0005595	XP_039332581.1	XP_006532669.1, NP_033079.1
OG0005596	XP_039331686.1, XP_039331684.1, XP_039331685.1	NP_001028403.1, NP_001360863.1
OG0005597	XP_003931733.2	NP_001182017.1
OG0005598	XP_039332096.1	NP_001258827.1
OG0005599	XP_010340723.2	NP_001239461.1
OG0005600	XP_039331951.1	NP_032189.1
OG0005600	XP_039331952.1	NP_001300865.1
OG0005601	XP_010340737.1	NP_766636.2
OG0005602	XP_010340754.1	NP_001349818.1
OG0005603	XP_039331765.1	XP_006533128.1, NP_671752.2
OG0005604	XP_039332904.1	NP_898855.1
OG0005605	XP_010329770.1	NP_932063.2, XP_011247545.1
OG0005606	XP_003942867.1	NP_031745.2
OG0005607	XP_039332392.1	XP_006534518.1, NP_001007462.1, XP_006533913.1, NP_067322.1
OG0005608	XP_003931384.1	NP_062378.1
OG0005609	XP_003929156.1	NP_034954.2
OG0005610	XP_010330547.2, XP_003929145.1	NP_079653.1
OG0005611	XP_003929142.1	XP_036012792.1, NP_079914.1
OG0005612	XP_039332606.1	NP_001013404.1
OG0005613	XP_010337960.2	NP_001351691.1, NP_001351692.1, XP_030101312.1, NP_598786.1
OG0005614	XP_003933059.1	NP_899098.2, XP_011247506.1
OG0005615	XP_003931495.2	NP_001019376.1, XP_036012823.1
OG0005616	XP_003931501.2	NP_795939.3, XP_030101939.1
OG0005617	XP_039332393.1	NP_083824.1
OG0005618	XP_010341954.1	NP_112541.1, NP_001344820.1, NP_001344821.1, XP_011247627.1
OG0005619	XP_003933116.1	NP_079594.1
OG0005620	XP_039332664.1	XP_006533824.1, NP_001349770.1, NP_061371.2
OG0005621	XP_003941387.1	XP_011237505.1, NP_083237.1, NP_001386368.1
OG0005622	XP_039317324.1	NP_067494.1, XP_036013015.1
OG0005623	XP_039317216.1	NP_080488.1
OG0005624	XP_039317203.1	NP_775272.1, XP_036018387.1, NP_001405477.1, NP_001405479.1, NP_001405478.1
OG0005625	XP_039317267.1, XP_039317171.1	NP_033324.1
OG0005626	XP_003941434.1	XP_036018614.1, NP_084257.1
OG0005627	XP_010350544.2	XP_006497707.1, NP_056549.2
OG0005628	XP_003935958.1	XP_006498283.1
OG0005629	XP_039317466.1, XP_039317465.1	XP_011237401.1, NP_780720.1, NP_001386390.1
OG0005630	XP_039331079.1	XP_006497754.1, NP_001171119.1, NP_001171120.1, NP_001033789.1, NP_001342035.1, NP_001342034.1
OG0005631	XP_003940084.1	NP_001277432.1, NP_848809.2, XP_006497991.1
OG0005632	XP_039331062.1, XP_039331063.1	NP_036119.1
OG0005633	XP_003940626.1	NP_001277424.1, NP_663495.3, XP_006497987.1, NP_001277425.1
OG0005634	XP_039330931.1	NP_001407026.1, NP_001407024.1
OG0005635	XP_010349660.1	NP_796319.1, XP_006498038.1, NP_001349848.1, NP_001277554.1, NP_001349850.1
OG0005636	XP_003940696.1	NP_666233.2, NP_001349885.1, NP_001349887.1, XP_006498058.1
OG0005637	XP_010348314.2	NP_034402.1
OG0005638	XP_010348247.1	XP_030101251.1
OG0005639	XP_010348278.2, XP_010348279.2, XP_010348277.2	XP_006513643.1
OG0005640	XP_010335518.1	NP_001092259.1
OG0005641	XP_003926533.2	NP_473438.1, NP_001346209.1
OG0005642	XP_003926556.1	NP_001345899.1
OG0005643	XP_039327671.1, XP_039319768.1	NP_001345696.1, NP_031662.2
OG0005644	XP_039318959.1	NP_057923.2, XP_036015118.1
OG0005645	XP_039318921.1	NP_001345570.1
OG0005646	XP_010341686.1	NP_075964.1, XP_030104585.1
OG0005647	XP_003932852.1	NP_001258340.1, NP_001258342.1, NP_083004.1, NP_001258341.1, NP_001258343.1
OG0005648	XP_039329230.1	XP_036014162.1, XP_036014163.1, XP_036014164.1
OG0005648	XP_039318994.1, XP_039324625.1	NP_081013.1
OG0005649	XP_003932881.1	NP_001345551.1
OG0005650	XP_003932885.2	NP_001157792.1, XP_006520805.1
OG0005651	XP_010341732.1	NP_001276371.1, NP_034945.1
OG0005652	XP_003932956.1	NP_038673.2, NP_001317615.1
OG0005653	XP_039328271.1	NP_082985.2
OG0005654	XP_003922841.1	XP_006495688.1, NP_796058.1
OG0005655	XP_010335763.1	XP_006524064.1, NP_001157095.1, NP_001157096.1, NP_666096.3, NP_001157094.1
OG0005656	XP_003922687.2	XP_030111511.1, NP_083521.2
OG0005657	XP_039316684.1	NP_001334391.1
OG0005658	XP_039316457.1	NP_766145.1
OG0005659	XP_039327961.1	NP_001299834.1, XP_030106191.1
OG0005660	XP_039319829.1, XP_039325628.1	NP_001120810.1, NP_613066.2
OG0005661	XP_010330012.1	XP_006537872.1
OG0005662	XP_003943903.1	NP_001171051.1, NP_001257360.1, NP_001257361.1
OG0005663	XP_003940116.1	NP_068683.1
OG0005665	XP_003925225.1	NP_080973.1
OG0005666	XP_003939790.2, XP_039330698.1, XP_039329052.1	NP_033866.4
OG0005668	XP_003923080.2	NP_659105.2
OG0005669	XP_010332098.1	NP_032101.3
OG0005670	XP_003936010.1	NP_951013.1
OG0005671	XP_003944688.2	XP_006523598.1, NP_001185760.1
OG0005672	XP_003944380.1	NP_001411919.1, NP_035820.3
OG0005673	XP_003944366.2	NP_033910.2, XP_006523594.1
OG0005674	XP_010330540.1, XP_010330542.1, XP_003944365.1	NP_063926.1
OG0005675	XP_003923205.1	NP_766615.1
OG0005676	XP_010332401.1	XP_006525077.1, NP_076223.3
OG0005677	XP_003923275.1	NP_083067.1
OG0005678	XP_003923302.2	XP_006525162.1, NP_690036.4
OG0005679	XP_003923045.1	NP_031658.1, NP_001075104.1, NP_001075105.1, XP_011244564.1
OG0005680	XP_039323765.1	NP_001397116.1
OG0005681	XP_003923072.2	XP_006524986.1, NP_780377.1
OG0005682	XP_003923085.2	NP_001397083.1
OG0005684	XP_039323905.1, XP_039323906.1, XP_003940011.2	NP_796209.2
OG0005685	XP_003926410.1	NP_032948.1
OG0005686	XP_039323564.1	XP_006511233.1, NP_848853.2
OG0005687	XP_003923014.1	NP_001387706.1, NP_077157.2
OG0005688	XP_010332126.1	NP_955020.2, XP_030100298.1
OG0005689	XP_010344765.1, XP_010344763.1, XP_039323553.1	XP_006512633.1, NP_612188.1
OG0005690	XP_003943088.1, XP_039323855.1	NP_032313.2
OG0005691	XP_039320698.1	XP_006520118.1, NP_663444.2
OG0005692	XP_039320873.1	NP_001355594.1
OG0005693	XP_010347586.1	NP_073559.3, NP_001157938.1
OG0005695	XP_003933162.1	NP_766404.1
OG0005696	XP_003933158.1	NP_796199.1, XP_006521143.1
OG0005697	XP_003933730.1	XP_006521456.1, NP_808487.2
OG0005698	XP_003942128.1	NP_775541.1, XP_006520990.1
OG0005699	XP_039320344.1, XP_039320345.1	NP_001263251.1, NP_001395003.1
OG0005701	XP_003933695.2, XP_003933694.2	NP_598682.2
OG0005702	XP_003933683.1	NP_081226.1
OG0005703	XP_003933669.1	NP_001153049.1
OG0005704	XP_039328674.1	NP_031620.1
OG0005705	XP_010341824.2	NP_543123.2, XP_036008299.1
OG0005706	XP_010343957.2	XP_006505094.1, NP_001032954.1
OG0005707	XP_010343994.1	NP_001289282.1
OG0005708	XP_003935185.1	NP_001334142.1
OG0005709	XP_003935211.2	XP_036021932.1
OG0005710	XP_010342246.1	XP_006505098.1, NP_112475.1
OG0005711	XP_039330149.1, XP_039330150.1	XP_006503156.1, NP_758500.2
OG0005712	XP_010345689.1	NP_001020738.1, NP_570935.3, XP_017175446.1
OG0005713	XP_003924393.1	NP_065260.2
OG0005714	XP_003937087.1, XP_039329296.1	NP_080836.3
OG0005715	XP_003937562.1	NP_700451.2, XP_011238780.1
OG0005716	XP_039330246.1	NP_694817.2, XP_036020430.1
OG0005717	XP_003937292.2	NP_062690.2, NP_001157263.1
OG0005718	XP_003921611.1	NP_001334098.1
OG0005718	XP_010338454.2	NP_666262.2
OG0005719	XP_003921618.1	NP_038904.1
OG0005720	XP_003921637.3	NP_001158029.1
OG0005721	XP_010345723.2	XP_036020311.1, NP_573513.2, NP_001153053.1, NP_001303676.1
OG0005722	XP_003924421.1	NP_001122106.1, XP_006518907.1
OG0005724	XP_010333172.2, XP_039327784.1	NP_056596.1
OG0005725	XP_003927878.1	NP_001355665.1
OG0005726	XP_003927922.1	NP_031910.1, NP_001366385.1
OG0005727	XP_010338487.1	NP_598429.1, XP_006513434.1
OG0005728	XP_039327603.1	XP_030101220.1
OG0005729	XP_003929660.1	NP_080135.2, XP_030100660.1
OG0005730	XP_003929671.2	XP_030100815.1, NP_619614.1
OG0005731	XP_003928002.1	NP_001397372.1
OG0005732	XP_039335039.1	NP_848788.2, XP_030108393.1, NP_001240648.1
OG0005733	XP_003944649.2	NP_001106821.1, XP_006508880.1, NP_795925.1, NP_001273398.1
OG0005734	XP_003935090.1	NP_081532.1
OG0005735	XP_003929874.2	NP_001404551.1, NP_598435.1
OG0005736	XP_003929949.2	NP_001094977.1
OG0005737	XP_010341084.1	NP_001397613.1
OG0005738	XP_039317979.1	NP_001139780.1
OG0005739	XP_003929910.1	NP_001240821.1
OG0005740	XP_003929921.1	XP_006535849.1, NP_071863.1
OG0005741	XP_010328537.1	NP_032898.2, XP_036009719.1
OG0005742	XP_010346979.1	NP_001193778.1
OG0005743	XP_003935617.1	XP_017168016.1, NP_062708.1
OG0005744	XP_003933865.1	NP_038550.2, XP_017168059.1
OG0005745	XP_003933885.2, XP_010342682.1	NP_080554.1, XP_006509546.1
OG0005746	XP_010342706.1, XP_039324289.1, XP_003933897.1, XP_010342707.1	NP_032417.3, XP_011240477.1
OG0005747	XP_039331505.1	NP_001153215.1
OG0005748	XP_039331502.1	NP_742046.2
OG0005749	XP_039335273.1	NP_061283.2
OG0005750	XP_003927273.1	XP_006515238.1, NP_080623.2
OG0005751	XP_003927271.1	XP_006515114.1, NP_065639.2
OG0005752	XP_039317149.1	NP_001408377.1
OG0005753	XP_003941588.1	XP_006504224.1, NP_598517.1
OG0005754	XP_010350604.1, XP_039316438.1, XP_039316454.1, XP_010350605.1, XP_039316459.1	NP_084455.2
OG0005755	XP_003941319.2	XP_006495909.1, NP_700457.1
OG0005756	XP_003942556.1	NP_001139560.1, NP_062324.2, NP_001139559.1
OG0005757	XP_039317925.1, XP_003922626.1	NP_291084.1, XP_006506870.1
OG0005758	XP_003922644.1	XP_011239547.1, NP_032664.1
OG0005759	XP_003922686.1	NP_062415.1
OG0005760	XP_039316896.1	NP_919324.2, NP_001159424.1, XP_011238402.1, NP_001159425.1
OG0005761	XP_003933580.1	NP_780761.1
OG0005762	XP_003933578.1	NP_001397040.1
OG0005763	XP_039315763.1	NP_082207.2
OG0005764	XP_010328043.2	XP_036018952.1, NP_659148.2, NP_001288634.1
OG0005765	XP_039335949.1	XP_006524409.1, NP_001028539.1
OG0005766	XP_003941249.1	XP_036017598.1, NP_653115.1
OG0005767	XP_003937794.1	NP_705781.1, XP_011246921.1
OG0005768	XP_010342808.1	XP_006535868.1, NP_081260.1
OG0005769	XP_003921178.1, XP_039328965.1	NP_083253.1
OG0005770	XP_003921183.1	NP_035333.2, NP_001343520.1, NP_001343521.1, XP_036020804.1, NP_001343519.1
OG0005771	XP_010343200.2	XP_030109906.1, NP_083158.3
OG0005772	XP_039326396.1	NP_058570.1
OG0005773	XP_003920056.1, XP_039335052.1	NP_001292187.1
OG0005774	XP_003920212.1, XP_003920504.1	NP_001361597.1, NP_034951.2
OG0005775	XP_010332979.1	XP_036018484.1
OG0005776	XP_010332940.2	XP_011237707.1, NP_001408002.1, NP_892035.2, NP_001129553.1, NP_001408001.1, NP_001408000.1
OG0005777	XP_003920109.1	XP_006499230.1, NP_001171201.1, NP_001342208.1, NP_038867.2
OG0005778	XP_039326425.1, XP_003920085.1	NP_001403867.1, NP_031725.1
OG0005779	XP_039326552.1	XP_006499317.1, NP_001277702.1
OG0005780	XP_003943348.1	NP_001272419.1, XP_006508567.1, NP_001272418.1, NP_032698.1
OG0005781	XP_039326955.1	NP_077251.1
OG0005782	XP_039326759.1	XP_006508582.1, NP_001106844.3, NP_001074839.3
OG0005783	XP_010350210.1, XP_003941216.1	NP_001334465.2
OG0005784	XP_039327087.1	NP_001390539.1, NP_001390538.1, NP_062322.3, NP_001154900.2
OG0005785	XP_003941244.1	NP_001263213.1, NP_057875.1, NP_001396683.1, NP_001396682.1, XP_036017297.1
OG0005786	XP_010350252.1	NP_080165.1, NP_001072117.1
OG0005787	XP_003937707.1	NP_064308.2
OG0005788	XP_039326921.1	NP_036151.1
OG0005789	XP_010346511.1	XP_006526704.1
OG0005790	XP_003920249.2	XP_006527365.1, NP_598450.1, NP_001355113.1
OG0005792	XP_003928068.1	NP_081830.2
OG0005793	XP_003928084.1	NP_058554.1
OG0005794	XP_039334945.1	NP_062383.2
OG0005795	XP_010345015.1, XP_003936272.1	NP_765987.2, XP_006506591.1
OG0005796	XP_010340509.1	NP_001020552.1
OG0005797	XP_039335928.1	NP_036076.2, XP_036017049.1
OG0005798	XP_003931592.2	NP_034896.1
OG0005799	XP_010328698.1	NP_001385605.1
OG0005800	XP_003922038.2	NP_001342225.1
OG0005801	XP_003922030.1	NP_892039.1, XP_011237506.1
OG0005802	XP_039322034.1, XP_039331306.1	NP_001152995.1
OG0005803	XP_003936694.2	NP_082645.1
OG0005804	XP_003926198.1	XP_006506457.1, NP_061232.1
OG0005805	XP_003926229.1	NP_032018.2, XP_006505593.1, NP_001074906.1
OG0005806	XP_003926218.1	NP_766318.2, XP_030111207.1
OG0005807	XP_039334858.1	NP_848818.1
OG0005808	XP_039334521.1, XP_039326929.1	NP_001334285.1
OG0005809	XP_003927127.1	NP_665825.2, NP_001029201.1
OG0005811	XP_003927156.1	NP_536696.4
OG0005812	XP_039333618.1	XP_006505790.1, NP_032805.2
OG0005813	XP_039332998.1	NP_001413985.1
OG0005815	XP_003936610.1	XP_006518538.1
OG0005816	XP_039333357.1	NP_598522.4
OG0005817	XP_010345347.2	XP_006518648.1, NP_001411400.1
OG0005818	XP_039333494.1	NP_001295393.1
OG0005819	XP_039333170.1, XP_039333169.1	NP_067542.3, XP_006511842.1
OG0005820	XP_010345440.1	XP_006511717.1, NP_001400491.1, NP_033100.2
OG0005821	XP_003936700.1	NP_035764.2
OG0005822	XP_003936719.1	NP_001346357.1, XP_030100576.1, NP_084351.1
OG0005823	XP_010335329.2	NP_001406571.1
OG0005824	XP_003942358.1	XP_030099615.1, NP_001355320.1, NP_081757.1
OG0005825	XP_039321909.1	NP_001317616.1, NP_035949.2
OG0005826	XP_039322504.1	NP_001411735.1
OG0005827	XP_010328436.1	XP_011240619.1
OG0005828	XP_039322756.1	NP_001028335.1
OG0005829	XP_003944871.1	XP_030100875.1
OG0005830	XP_039322001.1	XP_011246631.1
OG0005831	XP_003941763.1, XP_039321478.1	NP_080064.3, XP_006531355.1
OG0005832	XP_010327759.1	NP_032561.2, XP_006530807.1
OG0005833	XP_003941780.1	NP_081463.1
OG0005834	XP_003941795.1	XP_036018667.1, NP_001001493.1
OG0005835	XP_003941796.1	NP_001182460.1
OG0005836	XP_003941845.2	XP_011240868.1, NP_001185723.2
OG0005837	XP_010347845.2	NP_001346052.1
OG0005838	XP_039321657.1	NP_001002842.2
OG0005839	XP_039322967.1	XP_006513357.1
OG0005840	XP_039322884.1	NP_081657.1
OG0005841	XP_039321606.1	NP_663396.1, XP_017169383.1
OG0005842	XP_039321439.1, XP_039321438.1	XP_017169541.1, NP_079589.2
OG0005843	XP_003944517.2, XP_039329162.1	NP_031751.1
OG0005844	XP_010330729.1	XP_036011628.1
OG0005845	XP_010350336.2	NP_766253.2
OG0005846	XP_003919973.2	NP_001108559.1
OG0005847	XP_039327325.1	XP_036010831.1, NP_001164258.1
OG0005848	XP_039318129.1	XP_017168908.1, NP_795950.3
OG0005849	XP_010350579.1	NP_082555.2, NP_001344328.1, NP_001344329.1
OG0005850	XP_039318204.1	NP_079684.2
OG0005851	XP_003923522.2	XP_011239939.1
OG0005852	XP_039327257.1	NP_001405392.1, NP_057929.1
OG0005853	XP_003923454.1	NP_033840.2, XP_011239959.1
OG0005854	XP_010332581.1	NP_001075148.1, XP_017167892.1, NP_001269017.1
OG0005855	XP_003923409.2, XP_010332531.2	NP_001371113.1
OG0005856	XP_003923390.2	NP_001229294.1, NP_001229292.1, NP_950174.1, XP_006508314.1, NP_001229293.1
OG0005858	XP_039327321.1, XP_003919866.1	XP_006508115.1, NP_001035790.1
OG0005859	XP_039318749.1	NP_598612.1, NP_001036117.1, XP_030102424.1
OG0005860	XP_010328743.1	NP_001277715.1, NP_766567.1
OG0005861	XP_003942269.1	NP_780325.1
OG0005862	XP_010343210.1	XP_006519609.1, NP_081857.1, NP_001391566.1
OG0005863	XP_010343222.1	NP_080490.3
OG0005864	XP_010343226.2	NP_780578.1
OG0005865	XP_010339984.2	NP_031852.1
OG0005867	XP_039329345.1	NP_663440.1, XP_017171477.1
OG0005868	XP_039329198.1	NP_082927.1, XP_006519573.1, NP_001347528.1, NP_001347527.1
OG0005869	XP_039329153.1	NP_056619.1
OG0005870	XP_039329070.1	XP_006508824.1
OG0005870	XP_010339861.2	NP_848823.2
OG0005872	XP_039336225.1	NP_038693.1
OG0005874	XP_039317722.1	NP_001034454.1, NP_032640.1
OG0005875	XP_039317944.1	XP_036010724.1, NP_848791.3
OG0005876	XP_003930920.1	NP_001271437.1, NP_001397165.1
OG0005877	XP_003930919.1	NP_001369764.1, XP_006512311.1, NP_001344275.2, NP_081191.1
OG0005878	XP_010339740.1	XP_006512442.1, NP_083371.2
OG0005879	XP_010344847.1	NP_001276691.1, NP_001276689.1, NP_001276690.1
OG0005880	XP_003924983.1	NP_001271275.1, XP_030101284.1
OG0005881	XP_003931007.2, XP_039333105.1	NP_035008.2
OG0005882	XP_003931013.2	XP_006511307.3, NP_001070892.1
OG0005883	XP_010334094.2	XP_011241021.1
OG0005884	XP_039336137.1	NP_775574.1
OG0005885	XP_039336222.1	NP_001258964.1
OG0005886	XP_039335573.1	NP_473409.1
OG0005887	XP_003936104.3	NP_001365395.1
OG0005888	XP_003933208.1	NP_080701.1
OG0005889	XP_010342054.1	XP_011238131.1, NP_001153112.1, NP_780434.1, NP_001153113.1
OG0005890	XP_010342075.1	XP_006499570.1, NP_932146.2
OG0005891	XP_003941123.2	XP_036015809.1, NP_035556.3
OG0005892	XP_010350105.1	XP_006499667.1, NP_001074631.1
OG0005893	XP_003941089.1	NP_899085.3
OG0005894	XP_003941084.1	NP_938085.1, NP_001278003.1
OG0005895	XP_003932095.1	NP_001291457.1, NP_057870.3
OG0005896	XP_010345150.1	XP_006499126.1
OG0005897	XP_010345181.1	NP_001278083.1, XP_006499721.1, NP_038759.1, NP_001278081.1
OG0005898	XP_010345184.1	NP_001359507.1
OG0005899	XP_003936460.1	XP_006500130.1, NP_080272.1, NP_001278084.1
OG0005900	XP_003936500.1	NP_001405664.1, NP_082237.1, XP_006500256.1, NP_001405663.1
OG0005901	XP_039320010.1, XP_003932618.1	XP_006499044.1, NP_035331.3
OG0005902	XP_039335571.1	NP_056546.2
OG0005903	XP_003932636.2	XP_006500549.1, NP_780512.2
OG0005904	XP_010341446.1	NP_067369.2
OG0005905	XP_010341462.1, XP_039321415.1	NP_079807.1
OG0005906	XP_039335519.1, XP_039335520.1, XP_010341482.1, XP_039335518.1	XP_017173482.1, NP_653083.2
OG0005907	XP_039335663.1	NP_001157001.1, XP_006498639.2, NP_291093.2
OG0005908	XP_003927233.1, XP_010336222.1	NP_062522.1, XP_006509236.1
OG0005909	XP_003919755.1	NP_083740.1
OG0005910	XP_003919794.1	NP_619593.2
OG0005911	XP_010330368.1, XP_003944226.1	NP_067455.5
OG0005912	XP_003937275.1	NP_001240641.1
OG0005913	XP_039317117.1, XP_039317116.1	NP_067433.1
OG0005914	XP_010346071.2	XP_017171415.1
OG0005915	XP_010346010.1, XP_003937207.1	XP_006519501.1, NP_001157554.1, NP_080221.3
OG0005916	XP_003925514.1	XP_006496548.1
OG0005917	XP_039326086.1	NP_001153412.1, NP_765999.3, XP_006529940.1
OG0005919	XP_010347527.1	NP_034157.1
OG0005920	XP_039331163.1, XP_039327568.1	XP_036021341.1
OG0005921	XP_003932189.1	XP_017176501.1, NP_063928.2
OG0005922	XP_003932295.1	XP_011246524.1
OG0005923	XP_003932272.1, XP_010341147.1	NP_001405187.1, NP_665852.1, XP_030110373.1, NP_001405185.1
OG0005924	XP_003932267.1	NP_663540.1, XP_006530361.1
OG0005925	XP_039327504.1, XP_010341198.1	NP_001411684.1
OG0005926	XP_003932325.2	NP_035807.2, NP_001035781.1, XP_006530347.1
OG0005927	XP_039328105.1	XP_011246495.1
OG0005928	XP_039328347.1, XP_039328346.1	XP_017176417.1, NP_796266.2
OG0005929	XP_039318270.1	NP_598794.2
OG0005930	XP_003924253.1, XP_003938514.1	NP_001349808.1, XP_036017630.1
OG0005931	XP_003938507.1	NP_083734.1, NP_001404894.1, XP_011242079.1
OG0005932	XP_003938483.2	XP_006514934.1, XP_006524320.1, NP_001347132.1, NP_808387.2
OG0005933	XP_039335803.1, XP_039318710.1	XP_017169738.1
OG0005933	XP_039329911.1	NP_031905.1
OG0005934	XP_039318406.1	XP_006514957.1
OG0005935	XP_010347540.1	XP_006514350.1, NP_001346201.1, NP_001346199.1, NP_001346200.1
OG0005937	XP_003945051.1	NP_058678.1, XP_017172433.1, NP_058679.1
OG0005938	XP_039318358.1, XP_039318357.1, XP_039318359.1	NP_001365953.1
OG0005939	XP_039318443.1, XP_039318444.1	NP_849253.2
OG0005940	XP_010328329.2, XP_039317497.1	NP_997093.2, XP_011239406.1
OG0005941	XP_039317529.1	XP_006506337.2, NP_001034758.1, NP_001289707.1, NP_848902.4, NP_001289708.1
OG0005942	XP_039317649.1, XP_039317650.1	NP_001342149.1
OG0005943	XP_010331188.1	XP_036021745.1, NP_660112.1
OG0005944	XP_010335716.1	NP_033909.1
OG0005945	XP_003935021.1, XP_039328199.1	NP_631964.1
OG0005946	XP_003926726.1	NP_058666.1
OG0005947	XP_003934536.1	NP_064369.1
OG0005948	XP_003934571.1	NP_001342615.1, NP_080054.1
OG0005949	XP_003934591.1	XP_006505565.1, NP_001275556.1, NP_001275557.1, NP_034258.1
OG0005950	XP_039317656.1	XP_036015418.1
OG0005951	XP_003927821.1	NP_033963.1
OG0005952	XP_010348181.1	XP_006520581.1
OG0005953	XP_003939286.1	NP_653130.2, NP_001343504.1, XP_006520357.1
OG0005954	XP_003939311.1	NP_109645.1, NP_001398913.1, XP_036015534.1
OG0005955	XP_003939333.1	NP_001316419.1, NP_031527.1, NP_001316418.1
OG0005956	XP_010328843.1	NP_083006.1
OG0005957	XP_003930042.1	NP_036090.2
OG0005958	XP_010331589.2	NP_001156943.1
OG0005959	XP_003922407.1	NP_766427.1, XP_017173689.1
OG0005960	XP_010331495.2	NP_082305.1
OG0005961	XP_003922177.3	XP_011240190.1, NP_080931.1
OG0005962	XP_039321291.1	NP_067277.2
OG0005963	XP_003922234.2	NP_001002238.1, NP_001002241.1, NP_113564.2, NP_001002240.1, XP_006527536.1
OG0005964	XP_003935552.2	XP_006538179.1, NP_064353.2
OG0005965	XP_039320408.1, XP_003942661.1	XP_006495610.1, NP_001011873.1
OG0005966	XP_003940744.1	NP_444421.3
OG0005967	XP_039320802.1	NP_001091701.1, NP_001277320.1, NP_001091700.1, NP_001028625.1, NP_001277316.1
OG0005968	XP_010344496.2, NP_001266921.1	NP_991352.2
OG0005969	XP_003935802.2	NP_034360.2
OG0005970	XP_003935774.1, XP_010344542.1	XP_006500238.1
OG0005971	XP_010344521.1	NP_001038988.1, XP_006499328.1
OG0005972	XP_003929010.1	NP_031627.2
OG0005973	XP_003928971.1	NP_001277920.1, NP_997615.1
OG0005974	XP_003941667.1	XP_006510998.1, NP_001074791.1
OG0005975	XP_039331490.1, XP_039325287.1	NP_033385.2, XP_006511082.1
OG0005976	XP_003929030.1	NP_001344840.1, NP_080613.1, NP_079966.2, XP_006511412.1
