Orthogroup	Loxodonta_africana	Mesocricetus_auratus
OG0010083	XP_023411905.1	XP_040605034.1
OG0010085	XP_023397660.1	XP_012978791.1
OG0010086	XP_010600284.1	XP_012978704.1
OG0010087	XP_003423615.1	XP_005083761.1
OG0010088	XP_010600862.1	XP_012978752.1
OG0010089	XP_003422843.1	XP_005083723.1
OG0010090	XP_023395181.1	XP_040601108.1
OG0010092	XP_003407452.1	XP_012980164.1
OG0010093	XP_003407513.1	XP_012980165.1
OG0010094	XP_003407533.1	XP_040601067.1
OG0010095	XP_003407456.3	XP_040601059.1
OG0010096	XP_010585856.1	XP_040592835.1
OG0010097	XP_010586284.1	XP_005085578.1
OG0010098	XP_003407612.1	XP_040600938.1
OG0010099	XP_023401068.1	XP_040600941.1
OG0010100	XP_010585863.1	XP_012980290.1
OG0010101	XP_003407646.1	XP_005085557.1
OG0010102	XP_023400634.1	XP_021091837.1
OG0010103	XP_010585905.1	XP_040597009.1
OG0010104	XP_023401073.1	XP_040591563.1
OG0010105	XP_003407769.1	XP_040591541.1
OG0010106	XP_003407775.1	XP_005082120.1
OG0010107	XP_023400679.1	XP_040591635.1
OG0010108	XP_003407792.1	XP_040591516.1
OG0010109	XP_010585935.2	XP_040591525.1
OG0010110	XP_003407797.1	XP_005082151.1
OG0010111	XP_023401079.1	XP_021089724.1
OG0010112	XP_010585965.1	XP_005082207.1
OG0010113	XP_023412607.1	XP_012968917.2
OG0010114	XP_023412501.1	XP_040605997.1
OG0010115	XP_003413658.2	XP_040585413.1
OG0010117	XP_003405631.2	XP_040610745.1
OG0010118	XP_003405639.1	XP_021089414.1
OG0010120	XP_010596153.1	XP_012975735.3
OG0010121	XP_003405168.1	XP_040610611.1
OG0010122	XP_003405176.1	XP_040611149.1
OG0010123	XP_010596284.1	XP_021088517.1
OG0010124	XP_003405177.1	XP_040610631.1
OG0010125	XP_023413404.1	XP_040610644.1
OG0010126	XP_023395348.1	XP_040610665.1
OG0010127	XP_023413854.1	XP_005079813.1
OG0010128	XP_003405208.1	XP_040610699.1
OG0010129	XP_003405209.1	XP_012975785.1
OG0010130	XP_010596698.2	XP_021088449.1
OG0010131	XP_003405625.1	XP_040610730.1
OG0010132	XP_023414202.1	XP_040610735.1
OG0010133	XP_023414218.1	XP_005079847.1
OG0010134	XP_023414220.1	XP_040610739.1
OG0010135	XP_023414227.1	XP_005081577.4
OG0010136	XP_003405233.1	XP_040610755.1
OG0010137	XP_010596989.1	XP_005081555.2
OG0010138	XP_010597166.1	XP_040610785.1
OG0010139	XP_023414716.1	XP_040610786.1
OG0010140	XP_023414818.1	XP_040610811.1
OG0010141	XP_023398075.1	XP_040609905.1
OG0010142	XP_023398080.1	XP_005067145.1
OG0010143	XP_023398440.1	XP_012966767.1
OG0010144	XP_023398398.1	XP_040609926.1
OG0010145	XP_003420942.1	XP_005067118.1
OG0010146	XP_003419842.1	XP_012966589.1
OG0010147	XP_010597583.1	XP_040609989.1
OG0010148	XP_023415633.1	XP_005067101.1, XP_040610009.1
OG0010149	XP_003419770.1	XP_012966780.1
OG0010150	XP_003419773.1	XP_040610176.1, XP_040610024.1
OG0010151	XP_003419785.1	XP_040608663.1
OG0010152	XP_010597606.1	XP_012966696.1
OG0010153	XP_003419792.1	XP_005067074.1
OG0010154	XP_010597610.1	XP_005067071.1
OG0010155	XP_003419795.1	XP_005067070.1
OG0010157	XP_003419867.2	XP_040593027.1, XP_040608686.1
OG0010158	XP_023415668.1	XP_005067063.1
OG0010159	XP_010597665.1	XP_040610032.1
OG0010160	XP_023415679.1	XP_040610055.1
OG0010161	XP_003419802.1	XP_005067052.1
OG0010162	XP_023415752.1	XP_021081043.1
OG0010163	XP_010597675.1	XP_040610067.1
OG0010164	XP_023415757.1	XP_040610068.1
OG0010165	XP_023415696.1	XP_040610097.1
OG0010166	XP_003419816.1	XP_040610086.1
OG0010167	XP_023415762.1	XP_005067030.1
OG0010168	XP_023415698.1	XP_012966821.2
OG0010169	XP_023415764.1	XP_040610113.1
OG0010170	XP_003419826.1	XP_040610115.1
OG0010171	XP_023415733.1	XP_040592191.1
OG0010172	XP_003419836.1	XP_005086067.3
OG0010173	XP_010598273.1	XP_005083859.1
OG0010174	XP_023394911.1	XP_040611127.1
OG0010175	XP_010599845.1	XP_005083843.1
OG0010176	XP_010598197.1	XP_005083839.1
OG0010177	XP_023408288.1	XP_021083303.1
OG0010178	XP_010591885.1	XP_005070922.1
OG0010179	XP_010591880.1	XP_040585175.1
OG0010180	XP_003413778.2	XP_005075419.1
OG0010181	XP_023408331.1	XP_040585374.1
OG0010182	XP_023396887.1	XP_021085969.1
OG0010183	XP_003422073.1	XP_040585518.1
OG0010184	XP_023396913.1	XP_040585231.1
OG0010185	XP_003416147.1	XP_040593628.1
OG0010186	XP_003416149.1	XP_005077313.1
OG0010187	XP_010594202.1	XP_005077315.1
OG0010188	XP_003417604.1	XP_005077328.1
OG0010189	XP_023412941.1	XP_040595303.1
OG0010190	XP_010595594.1	XP_040593748.1
OG0010191	XP_003417632.2	XP_005077337.1
OG0010192	XP_003417659.1	NP_001268494.1
OG0010193	XP_003417652.1	XP_040589147.1
OG0010194	XP_023412939.1	XP_040589092.1
OG0010195	XP_003417645.1	XP_005070408.1
OG0010196	XP_023412963.1	XP_005070421.1
OG0010197	XP_023412960.1	XP_005070484.1
OG0010198	XP_023412957.1, XP_023412958.1	XP_040589101.1
OG0010199	XP_023412956.1	XP_040589106.1
OG0010200	XP_003413678.1	XP_005070434.1
OG0010201	XP_023408489.1	XP_005071171.1
OG0010202	XP_023415650.1	XP_012966509.1
OG0010203	XP_023408188.1	XP_040586133.1
OG0010204	XP_023408497.1	XP_005139365.3
OG0010205	XP_003413717.1	XP_012969581.1
OG0010206	XP_003413718.1	XP_005071154.1
OG0010207	XP_003404531.1	XP_040597773.1
OG0010208	XP_010586350.1	XP_005074359.2
OG0010209	XP_010587881.1	XP_005076622.1
OG0010210	XP_010591332.2	XP_040604432.1
OG0010211	XP_010592523.1	XP_005077034.1
OG0010212	XP_023408164.1	XP_005071931.1
OG0010213	XP_023408673.1	XP_040604491.1
OG0010214	XP_023407749.1	XP_040604493.1
OG0010215	XP_010591217.2	XP_005078432.1
OG0010216	XP_003404537.1	XP_005069204.3
OG0010217	XP_003404536.1	XP_040597778.1
OG0010218	XP_010588827.2	XP_040597774.1
OG0010219	XP_010588750.1	XP_005069182.1
OG0010220	XP_003404526.1	XP_005069180.1
OG0010221	XP_023406936.1	XP_012966316.1
OG0010222	XP_003404524.1	XP_040597753.1
OG0010223	XP_023404515.1	XP_005069172.1
OG0010224	XP_003404520.2	XP_005069163.2
OG0010225	XP_023404454.1	XP_005069160.1
OG0010226	XP_010588527.2	XP_005069150.1
OG0010227	XP_010588521.1	XP_005069148.1
OG0010228	XP_003404503.1	XP_005067821.1
OG0010229	XP_010588384.1	XP_040604583.1
OG0010230	XP_010589040.1	XP_005078434.1
OG0010231	XP_010589070.1	XP_005078436.2
OG0010232	XP_023408339.1	XP_012974780.1
OG0010233	XP_023408349.1	XP_005078455.1
OG0010234	XP_003407399.1	XP_005063757.1
OG0010235	XP_003407823.1	XP_005082130.1
OG0010236	XP_003407728.1	XP_021085771.1
OG0010237	XP_023401036.1	XP_040613173.1
OG0010238	XP_023401034.1	XP_012977525.1
OG0010239	XP_023401021.1	XP_040613158.1
OG0010240	XP_003407391.1	XP_005082218.1
OG0010241	XP_003407711.1	XP_012971956.1
OG0010242	XP_003407386.1	XP_040613119.1
OG0010243	XP_023400997.1	XP_005074340.1
OG0010244	XP_003407385.1	XP_040613114.1
OG0010245	XP_003407373.2	XP_040613094.1
OG0010246	XP_010586184.1	NP_001297482.1, XP_040593514.1
OG0010247	XP_003407362.1	XP_005078913.1
OG0010248	XP_010586175.1	XP_040596023.1
OG0010249	XP_003407359.1	XP_005078909.1
OG0010250	XP_023401126.1	XP_040595661.1
OG0010251	XP_023400927.1	XP_021087875.1
OG0010252	XP_023400925.1	XP_005078852.2
OG0010253	XP_003407337.1	XP_005078842.1
OG0010254	XP_023400916.1	XP_040595274.1
OG0010255	XP_003407336.1	XP_005078841.1
OG0010256	XP_023400892.1	XP_005078809.1
OG0010257	XP_010586329.1	XP_040594609.1
OG0010258	XP_003407617.1	XP_005078788.1
OG0010259	XP_003407606.1	XP_005078926.1
OG0010260	XP_003407875.2	XP_005078765.1
OG0010261	XP_003407867.1	XP_005076547.1
OG0010262	XP_003407866.1	XP_040594168.1
OG0010263	XP_023400842.1	XP_005076549.1
OG0010264	XP_003407864.1	XP_005076551.1
OG0010265	XP_003407861.1	XP_040594103.1
OG0010266	XP_023400834.1	XP_040594078.1
OG0010267	XP_023401115.1	XP_021086579.2
OG0010268	XP_003407848.1	XP_005085121.1
OG0010269	XP_023400806.1	XP_040613339.1
OG0010270	XP_010586021.1	XP_005075173.1
OG0010271	XP_023400795.1	XP_040613290.1
OG0010272	XP_023400790.1	XP_005075171.1
OG0010273	XP_003407832.2	XP_005075166.1
OG0010274	XP_003407820.1	XP_012977485.1
OG0010275	XP_010586333.2	XP_040594852.1
OG0010276	XP_003407579.1	XP_040593845.1
OG0010277	XP_003422495.1	XP_021079495.2
OG0010278	XP_023401716.1, XP_023401721.1	XP_040585409.1
OG0010280	XP_023400943.1	XP_005072497.1
OG0010281	XP_003404068.1	XP_040584117.1
OG0010282	XP_023397418.1	XP_005087664.1
OG0010283	XP_023397122.1	XP_040588356.1, XP_040588355.1
OG0010284	XP_003422323.1	XP_040588354.1
OG0010286	XP_023397181.1	XP_021079136.1
OG0010287	XP_023397135.1	XP_005086893.1
OG0010288	XP_003421089.2	XP_005084913.1
OG0010289	XP_010598906.1	XP_040588369.1
OG0010290	XP_023395951.1	XP_005086950.1
OG0010291	XP_023395969.1	XP_005084916.1
OG0010292	XP_023395967.1	XP_021091465.1
OG0010293	XP_023395966.1	XP_012979821.1
OG0010294	XP_023395932.1	XP_012979783.1
OG0010295	XP_003421103.1	XP_040587954.1
OG0010296	XP_023402121.1	XP_012979812.2
OG0010297	XP_023402005.1	XP_005084986.1
OG0010298	XP_003404262.1	XP_005084988.2
OG0010299	XP_003404255.3	XP_040587973.1
OG0010300	XP_003403982.1	XP_005083626.1
OG0010301	XP_023401689.1	XP_005072456.1
OG0010302	XP_010585979.1	XP_040585229.1
OG0010303	XP_023400011.1	XP_040585240.1
OG0010304	XP_003403962.1	XP_005072435.1
OG0010305	XP_003404235.1	XP_005072433.1
OG0010306	XP_003403954.1	XP_005072420.1
OG0010307	XP_003403952.1	XP_005072416.1
OG0010308	XP_023401302.1	XP_005072516.1
OG0010309	XP_023401287.1	XP_005072402.1
OG0010310	XP_003403943.1	XP_040585414.1
OG0010311	XP_003404216.2	XP_005072388.1
OG0010312	XP_003404215.1	XP_040585254.1, XP_040585171.1
OG0010313	XP_003404212.1	XP_040585503.1
OG0010314	XP_023401113.1	XP_040585192.1
OG0010315	XP_023398912.1	XP_040585354.1
OG0010316	XP_023400976.1	XP_040585475.1
OG0010317	XP_003404497.1	XP_005072355.1
OG0010318	XP_003404199.1	XP_040585455.1
OG0010319	XP_003404197.2	XP_005072349.1
OG0010320	XP_003404487.1	XP_005072341.1
OG0010321	XP_003404471.1	XP_005073772.1
OG0010322	XP_003404467.1	XP_040595846.1
OG0010323	XP_010585238.1	XP_040585379.1
OG0010324	XP_003404158.1	XP_040596060.1, XP_040596007.1
OG0010325	XP_003404432.1	XP_005073751.1
OG0010326	XP_003404411.1	XP_005080881.1
OG0010327	XP_003404406.1	XP_040596344.1
OG0010328	XP_003404133.2	XP_005080889.2
OG0010329	XP_003404398.1	XP_040596398.1
OG0010330	XP_010601113.1	XP_040596444.1
OG0010332	XP_010600518.1	XP_040599788.1, XP_012965732.1
OG0010333	XP_023398815.1	XP_005073272.1
OG0010334	XP_010599219.1	XP_040614099.1
OG0010335	XP_003404110.1	XP_005073273.1
OG0010336	XP_010598533.1	XP_012971267.1
OG0010337	XP_003404343.1	XP_021084720.1
OG0010338	XP_023400147.1	XP_040584281.1
OG0010339	XP_003404338.1	XP_005073308.1
OG0010340	XP_003404337.1	XP_005073310.2
OG0010341	XP_010596568.1	XP_040614153.1
OG0010342	XP_023396833.1	XP_040614208.1
OG0010343	XP_023396829.1, XP_010599636.1	XP_012978221.1
OG0010344	XP_003415978.1	XP_005080828.1
OG0010345	XP_003415986.1	XP_040603223.1
OG0010346	XP_023408995.1	XP_040603288.1
OG0010347	XP_003414215.2	XP_012967442.2
OG0010348	XP_010586736.1	XP_040586350.1
OG0010349	XP_003408471.1	XP_005072694.3
OG0010350	XP_003408482.2	XP_005072680.1
OG0010351	XP_023401717.1	XP_040586553.1
OG0010352	XP_003408493.1	XP_040586258.1
OG0010353	XP_003408207.1	XP_040586288.1
OG0010354	XP_003408213.1	XP_040586500.1
OG0010355	XP_010586778.1	XP_040586357.1
OG0010356	XP_010586779.1	XP_012978023.1
OG0010357	XP_003408222.1	XP_005082793.1
OG0010358	XP_003408227.1	XP_040586374.1
OG0010359	XP_023401744.1	XP_040586244.1
OG0010360	XP_003408230.1	XP_040586237.1, XP_040586236.1
OG0010361	XP_010586798.1	XP_005078744.1
OG0010362	XP_010586804.1	XP_040586561.1
OG0010363	XP_010586810.1	XP_040586407.1
OG0010364	XP_023401801.1	XP_040586268.1
OG0010365	XP_010586818.1	XP_012980222.2, XP_012980223.2, XP_005085501.2
OG0010366	XP_003422444.2	XP_040592355.1
OG0010367	XP_003422462.1	XP_040592378.1
OG0010368	XP_003422437.1	XP_005086044.1
OG0010369	XP_023397373.1	XP_012980630.3
OG0010371	XP_003422435.2	XP_040592278.1
OG0010372	XP_023397388.1	XP_040592284.1
OG0010373	XP_023397390.1, XP_003422451.2	XP_005086090.1
OG0010374	XP_023397873.1	XP_005086054.1
OG0010375	XP_010600457.2	XP_021078631.1
OG0010376	XP_003422989.1	XP_005086062.1
OG0010377	XP_003411367.1	XP_005074414.1
OG0010378	XP_003415908.1	XP_005080852.1
OG0010379	XP_003415913.1	XP_040603107.1
OG0010380	XP_023410813.1	XP_005080845.1
OG0010381	XP_010593972.1	NP_001268603.1
OG0010382	XP_003415933.1	XP_040603158.1
OG0010383	XP_023410790.1	XP_040603196.1
OG0010384	XP_010594007.1	XP_040603220.1
OG0010385	XP_003415984.1	XP_040603222.1
OG0010386	XP_010594030.1	XP_040603227.1
OG0010387	XP_010592487.1	XP_012967480.1
OG0010388	XP_003414206.1	XP_040603309.1
OG0010389	XP_023409129.1	XP_040602536.1
OG0010390	XP_010586859.1	XP_040586245.1
OG0010391	XP_003407288.1	XP_005078111.1
OG0010392	XP_003421217.1	XP_005082245.1, XP_040613363.1
OG0010393	XP_023400403.1	XP_040594358.1
OG0010394	XP_023396137.1, XP_023396136.1	XP_005067936.3
OG0010395	XP_003421241.1	XP_012966998.1
OG0010396	XP_023396117.1	XP_005067759.1
OG0010397	XP_023400395.1	XP_040584679.1
OG0010398	XP_003407094.2	XP_005086524.1
OG0010399	XP_023400380.1	XP_040584517.1
OG0010400	XP_003407318.1	XP_040584590.1
OG0010401	XP_003407219.1	XP_005083647.1
OG0010402	XP_010585748.1	XP_040584490.1
OG0010403	XP_003407196.1	XP_005083656.4
OG0010404	XP_023400175.1	XP_012978111.1
OG0010405	XP_003407180.1	XP_005082967.1
OG0010406	XP_003407179.1	XP_005082968.1
OG0010407	XP_010585530.1	XP_005076275.1
OG0010408	XP_023400130.1	XP_040598241.1
OG0010409	XP_003407135.1	XP_005084524.1
OG0010410	XP_023400126.1	XP_005087168.1
OG0010411	XP_023400119.1	XP_005087173.1
OG0010412	XP_003406986.1	XP_005087172.1
OG0010413	XP_023400117.1	XP_012981472.1
OG0010414	XP_023400098.1	XP_005076874.1
OG0010415	XP_003407063.1	XP_005076856.1
OG0010416	XP_003406972.1	XP_005076857.1
OG0010417	XP_003407036.1	XP_040595089.1, XP_040595088.1
OG0010418	XP_003407028.1	XP_005087472.1
OG0010419	XP_010585483.1	XP_005087470.1, XP_040595319.1
OG0010420	XP_010585478.1	XP_012974827.1
OG0010421	XP_010585730.1	XP_040585708.1
OG0010422	XP_023400323.1	XP_040599140.1
OG0010423	XP_023400326.1	XP_012973299.1
OG0010424	XP_003407062.1	XP_005081007.2
OG0010426	XP_023400349.1	XP_040584385.1
OG0010427	XP_023400354.1	XP_005080987.1
OG0010428	XP_003407282.1	XP_040584539.1, XP_040591224.1
OG0010429	XP_003407289.1	XP_040584711.1
OG0010430	XP_003415587.1	XP_005083911.1
OG0010431	XP_023410368.1	XP_005083909.1
OG0010432	XP_003415378.1	XP_040612696.1
OG0010433	XP_003415575.1	XP_005083886.1
OG0010434	XP_003415570.1	XP_040612653.1
OG0010435	XP_010593538.2	XP_040612617.1
OG0010436	XP_023410329.1	XP_040612616.1
OG0010437	XP_023410326.1	XP_005084408.1
OG0010438	XP_023410316.1	XP_040612610.1
OG0010439	XP_003415550.1	XP_005084424.1
OG0010441	XP_003415545.1	XP_005084434.1, XP_012979329.1
OG0010442	XP_003415528.1	XP_040612533.1
OG0010443	XP_003416388.1	XP_005087852.1
OG0010444	XP_010589576.1, XP_010589575.1	XP_040612934.1
OG0010445	XP_023405358.1	XP_005072193.1
OG0010446	XP_003411227.1	XP_005072194.2
OG0010447	XP_003411143.1	XP_040612884.1
OG0010448	XP_003411242.1	XP_005072144.1
OG0010449	XP_003415624.1	XP_005072122.1
OG0010450	XP_003415625.1	XP_005072121.1
OG0010451	XP_003415409.2	XP_040612832.1
OG0010452	XP_010593617.1, XP_023410441.1	XP_012970414.1
OG0010453	XP_003415615.1	XP_005072115.1
OG0010454	XP_023410439.1	XP_005072112.3
OG0010455	XP_003415610.1	XP_040612821.1
OG0010456	XP_010593676.1	XP_005072103.1
OG0010457	XP_023410421.1	XP_040612806.1
OG0010458	XP_010593598.1	XP_005083960.1
OG0010459	XP_023410387.1	XP_040612743.1
OG0010460	XP_003415393.1	XP_040612738.1
OG0010461	XP_023410379.1	XP_005083926.1
OG0010462	XP_023396427.1	XP_040591715.1
OG0010463	XP_003421689.1	XP_005087090.1
OG0010464	XP_003421645.1	XP_005087071.1
OG0010465	XP_023395428.1	XP_040610870.1
OG0010466	XP_003405650.1	XP_005068007.1, XP_040598946.1
OG0010467	XP_023395449.1	XP_040610897.1
OG0010468	XP_003405299.1	XP_005068078.1
OG0010469	XP_003405314.1	XP_040610954.1
OG0010470	XP_003405315.1	XP_040610973.1
OG0010471	XP_003405666.1	XP_040610975.1, XP_021081624.1
OG0010472	XP_003405321.1	XP_005068054.1
OG0010473	XP_003405335.1	XP_040603814.1, XP_040611027.1
OG0010474	XP_023394562.1	XP_021081614.2
OG0010475	XP_003405341.1	XP_040611055.1
OG0010476	XP_010598001.1	XP_005068033.1
OG0010477	XP_003405345.1	XP_040610250.1
OG0010478	XP_003405681.1	XP_005068023.1
OG0010479	XP_003417549.1	XP_040590752.1
OG0010480	XP_003417571.1	XP_005077824.2
OG0010481	XP_003417590.1	XP_040590756.1
OG0010483	XP_003417566.1	XP_005080149.1
OG0010484	XP_023412883.1	XP_005080140.2
OG0010485	XP_010596469.1	XP_005076203.1
OG0010486	XP_010596453.1	XP_040608552.1
OG0010487	XP_010596468.1	XP_021085409.1, XP_021086341.2
OG0010488	XP_023414221.1	XP_040598155.1
OG0010489	XP_010593899.1	XP_040598166.1
OG0010490	XP_003415845.1	XP_005075230.1
OG0010491	XP_003405660.1	XP_040610927.1, XP_005068081.1
OG0010493	XP_023412915.1	XP_040590758.1
OG0010494	XP_023404531.1	XP_040598256.1
OG0010495	XP_003412609.2	XP_005066687.1
OG0010497	XP_023406719.1	XP_005066695.1
OG0010498	XP_023406715.1	XP_005087696.1
OG0010499	XP_023399960.1	XP_012978156.2
OG0010500	XP_023395291.1, XP_023395290.1	XP_005087229.1
OG0010501	XP_023395292.1	XP_040596358.1
OG0010502	XP_023397758.1	XP_040596397.1
OG0010503	XP_003420256.2	XP_021078461.1
OG0010504	XP_010598068.1	XP_005085818.1
OG0010505	XP_023394934.1	XP_040584432.1
OG0010506	XP_003420310.1	XP_040584722.1
OG0010507	XP_010598076.1	XP_040584717.1
OG0010508	XP_023394949.1	XP_005082465.3
OG0010509	XP_003420274.1	XP_021089954.1
OG0010510	XP_023408819.1	XP_005067945.1
OG0010511	XP_023414387.1	XP_040602618.1
OG0010512	XP_023414357.1	XP_040602677.1
OG0010513	XP_003409849.1	XP_005087305.1
OG0010514	XP_023403818.1	XP_005087287.1
OG0010515	XP_023403822.1	XP_040610245.1, XP_040593007.1
OG0010516	XP_010600408.1	XP_012979195.1
OG0010518	XP_023395582.1	XP_005084254.1
OG0010519	XP_003410739.1	XP_005084513.1
OG0010520	XP_023406815.1	XP_040598143.1
OG0010521	XP_010590848.1	XP_021080818.2
OG0010522	XP_010590850.2	XP_005066615.1
OG0010523	XP_023406855.1	XP_040587752.1
OG0010524	XP_023406859.1	XP_005066618.1
OG0010525	XP_023406857.1	XP_005066617.1
OG0010526	XP_003409811.1	XP_005066196.1
OG0010527	XP_023406704.1	XP_040587841.1
OG0010528	XP_003412568.1	XP_005066621.1
OG0010529	XP_003412584.1	XP_005066644.1
OG0010530	XP_003412586.1	XP_005066640.1
OG0010531	XP_023406884.1	XP_005066641.1
OG0010532	XP_003412589.1	XP_005066648.1
OG0010533	XP_023406902.1	XP_005066557.3
OG0010534	XP_003412602.1	XP_040587764.1
OG0010535	XP_003412604.2	XP_040587892.1
OG0010536	XP_023406929.1	XP_005066691.1
OG0010537	XP_023406932.1	XP_040587732.1
OG0010538	XP_010590802.1	XP_005066699.1
OG0010539	XP_003412481.2	XP_040587893.1
OG0010540	XP_023406961.1	XP_005066711.1
OG0010541	XP_023410771.1	XP_012966152.1
OG0010542	XP_003415880.1	XP_040587661.1
OG0010543	XP_003412038.1	XP_040611946.1
OG0010544	XP_023406713.1	XP_005087704.2
OG0010545	XP_023406144.1	XP_005082661.1
OG0010546	XP_023395293.1	XP_005083151.1
OG0010547	XP_003411859.1	XP_005079114.1
OG0010548	XP_023396878.1	XP_040602181.1
OG0010549	XP_003413613.1	XP_005071279.1
OG0010550	XP_010587946.1	XP_012976011.1
OG0010551	XP_010593295.1	XP_005139265.2
OG0010552	XP_023406153.1	XP_040586754.1
OG0010553	XP_003411922.1	XP_040586743.1
OG0010554	XP_010601067.2, XP_003411851.1	XP_005084994.1
OG0010555	XP_010590217.1	XP_040586726.1
OG0010556	XP_023406347.1	XP_040586852.1
OG0010557	XP_010590329.1	XP_012975308.1
OG0010558	XP_003411950.1	XP_005079116.1
OG0010559	XP_023406225.1	XP_005079139.1
OG0010560	XP_023406351.1	XP_005079141.1
OG0010561	XP_003411959.1	XP_040586678.1
OG0010562	XP_003411961.1	XP_005079147.1
OG0010563	XP_023406242.1	XP_040586820.1
OG0010564	XP_023406252.1	XP_005079153.1
OG0010565	XP_003411967.1	XP_005079161.1
OG0010566	XP_010590267.1	XP_012975327.1
OG0010567	XP_010590278.1	XP_040586750.1
OG0010568	XP_003411975.1	XP_005073578.1
OG0010569	XP_010590282.1	XP_005073577.1, XP_040586957.1
OG0010570	XP_003411886.1	XP_005073585.2
OG0010571	XP_003411985.1	XP_005073593.1
OG0010572	XP_003411894.2	XP_005073615.1
OG0010573	XP_003411991.1	XP_005073608.1
OG0010574	XP_010590310.1	XP_040586746.1
OG0010575	XP_003411997.1	XP_005073621.2
OG0010576	XP_003411902.2	XP_040586772.1
OG0010577	XP_003416107.1	XP_005073636.1
OG0010578	XP_010594147.1	XP_005073642.1
OG0010579	XP_003416113.1	XP_005073644.1
OG0010580	XP_023411032.1	XP_040586720.1
OG0010581	XP_023411041.1	XP_005073651.1
OG0010583	XP_010594169.1, XP_003416123.1	XP_040586901.1
OG0010584	XP_023411050.1	XP_012971449.1
OG0010585	XP_003416126.2	XP_012971428.1
OG0010586	XP_010599673.1	XP_005068645.1
OG0010587	XP_023412801.1	XP_040602204.1
OG0010588	XP_003417446.1	XP_005068664.1
OG0010589	XP_003420465.1	XP_005076136.1
OG0010590	XP_023395140.1	XP_040594229.1
OG0010591	XP_010598264.2	XP_040593543.1
OG0010593	XP_010598241.1	XP_040593743.1
OG0010594	XP_003420475.1	XP_012973203.1, XP_021086312.1
OG0010595	XP_023395151.1	XP_012973220.2
OG0010596	XP_023395150.1	XP_005076158.1
OG0010597	XP_023395142.1	XP_040595355.1
OG0010599	XP_023408564.1	XP_005078361.1
OG0010600	XP_023408560.1	XP_005078371.1
OG0010601	XP_010591957.2	XP_005071110.1
OG0010602	XP_010591958.1	XP_005078387.1, XP_040595473.1
