Orthogroup	Loxodonta_africana	Mus_musculus
OG0006120	XP_010587703.1	NP_001129533.1
OG0006121	XP_010586057.1	XP_006512769.1, NP_035812.3
OG0006122	XP_010597500.1	NP_038626.1, XP_006513377.1
OG0006123	XP_003414318.2, XP_010592788.1	XP_030101355.1, NP_033894.3
OG0006124	XP_003422265.1	NP_075668.1
OG0006125	XP_023406177.1	XP_006526342.1, NP_001074649.1
OG0006126	XP_023395641.1	NP_001389263.1
OG0006127	XP_023407810.1	NP_056548.2, NP_001264861.1
OG0006128	XP_003409534.1	NP_031828.2
OG0006129	XP_003415818.1	NP_033882.1
OG0006130	XP_023401175.1	NP_444307.1
OG0006131	XP_023396266.1	NP_899138.1
OG0006132	NP_001317410.1	NP_034302.2
OG0006133	XP_003419319.1	NP_083871.3, NP_061346.2
OG0006134	XP_003408948.1	NP_067483.1
OG0006135	XP_003421115.2	NP_001347459.1, NP_001411717.1, XP_017172749.1, NP_034516.3
OG0006136	XP_010587189.1	XP_030110320.1, NP_705829.1
OG0006137	XP_023415062.1	XP_006534823.2, NP_031799.1
OG0006138	XP_010596188.1	NP_038589.2, XP_011240700.1
OG0006139	XP_023413757.1	NP_057931.3, XP_017168383.1
OG0006140	XP_023412313.1	NP_001242971.1
OG0006141	XP_023404903.1	NP_666103.1, XP_006529428.1
OG0006142	XP_003412582.1	NP_035615.2
OG0006143	XP_023411275.1	XP_036015267.1
OG0006144	XP_003416283.1	XP_017175002.1, NP_796304.1
OG0006145	XP_023405004.1	NP_082609.2
OG0006146	XP_023406061.1	XP_030104427.1, NP_032932.2, NP_001033581.1
OG0006147	XP_003404577.2	NP_035527.3, XP_017173340.2
OG0006148	XP_010585841.1	NP_032070.1
OG0006149	XP_010586424.2	NP_033181.3, NP_001036078.1, NP_001036079.1
OG0006150	XP_010589851.1	NP_001193314.1
OG0006151	XP_010586989.1	NP_848859.1
OG0006152	XP_003416282.1	NP_033451.1
OG0006153	XP_003407384.1	NP_034640.1
OG0006154	XP_010589713.1	NP_001263374.1, NP_109607.1, XP_006503914.1
OG0006155	XP_023411921.1	NP_033230.2
OG0006156	XP_023410960.1	NP_001123985.1, NP_081562.2
OG0006158	XP_023403971.1	XP_030101430.1, NP_032136.2
OG0006159	XP_010590485.1	XP_006540885.4
OG0006161	XP_003416190.1	NP_032798.1, NP_001268945.1
OG0006162	XP_023402866.1	XP_017171408.1, NP_032899.1
OG0006163	XP_023411593.1	XP_006520366.3
OG0006164	XP_003407830.1	NP_001356142.1, NP_001356140.1
OG0006165	XP_003410703.3	NP_033441.3
OG0006166	XP_003407192.1	NP_001363947.1, NP_031614.2, NP_001342121.1, NP_001036190.1
OG0006167	XP_010584852.1	NP_001311327.1, NP_032966.1
OG0006168	XP_023405132.1	XP_017177186.1, NP_058624.3
OG0006169	XP_003412312.1	NP_997597.1
OG0006170	XP_003413522.1	NP_081539.1
OG0006171	XP_003407103.1	NP_032289.2
OG0006172	XP_003411241.1	NP_001003947.1
OG0006173	XP_010595396.1	NP_081320.2
OG0006174	XP_023397456.1	NP_076012.3
OG0006175	XP_003405058.1	XP_006526218.1, NP_079803.2
OG0006176	XP_023403834.1	NP_001404570.1
OG0006178	XP_003415205.3	NP_001396470.1, XP_036018756.1
OG0006179	XP_003406759.1	NP_033227.2
OG0006180	XP_003419491.1	NP_033229.3
OG0006181	XP_010597990.1	NP_033865.2
OG0006182	XP_023407818.1	NP_001361633.1
OG0006183	XP_003413088.1	NP_080731.1
OG0006184	XP_003409822.1	NP_031643.1
OG0006185	XP_010596311.1	NP_001398717.1, XP_006510880.1
OG0006186	XP_003417088.1	NP_033994.1
OG0006187	XP_010600017.1	NP_001344078.1, NP_033234.2, XP_006496513.1, NP_001344079.1
OG0006190	XP_003405121.1	NP_666987.1
OG0006191	XP_003422262.1	XP_006523794.1, NP_034865.1
OG0006192	XP_010593186.2	NP_082169.2, NP_001116152.1
OG0006193	XP_023409766.1	NP_080953.1
OG0006195	XP_003409133.2	NP_667123.1, XP_017177081.1
OG0006196	XP_003417043.1	NP_667215.2
OG0006196	XP_003417044.1, XP_003417045.2	NP_667214.1
OG0006197	XP_023409205.1	NP_667121.1, NP_667122.1, NP_667120.1
OG0006198	XP_003423164.2, XP_023397988.1	NP_666793.2, XP_017173947.1
OG0006199	XP_003423712.2	NP_001011802.1, NP_666659.1
OG0006201	XP_003423732.2, XP_003418747.2	NP_666390.1
OG0006203	XP_003406289.2	XP_006526515.1, XP_036016907.1
OG0006204	XP_003406305.1	NP_001303672.1, XP_006529663.1
OG0006205	XP_010584996.1	NP_082247.1, NP_001186142.1
OG0006206	XP_003406323.1	XP_006526084.1, NP_848908.1
OG0006207	XP_023399552.1	NP_031857.2, XP_006525651.1
OG0006208	XP_003406342.1	NP_032566.2
OG0006209	XP_003404052.1	NP_898939.2, NP_001395141.1
OG0006210	XP_003412919.1	NP_079592.2, XP_006535577.1
OG0006211	XP_023403467.1	NP_001164256.1, NP_758512.3, NP_001164257.1
OG0006212	XP_003404290.1	XP_011241402.1, NP_077223.2
OG0006213	XP_023402812.1	XP_036011805.1
OG0006214	XP_003404124.2	NP_080271.2, XP_036011852.1
OG0006215	XP_023406564.1	NP_780558.1
OG0006216	XP_023415109.1	NP_473381.1, XP_006523311.1
OG0006217	XP_010597173.1	NP_033368.1, NP_001160101.1, NP_001160099.1
OG0006218	XP_023415140.1	NP_001397206.1, NP_694791.2, NP_033364.2
OG0006219	XP_023415126.1	XP_017172949.1
OG0006220	XP_010597165.1	NP_001077407.1, NP_080887.1, NP_001351882.1
OG0006221	XP_003404303.1	NP_084526.1
OG0006222	XP_023394552.1	NP_032889.3
OG0006223	XP_003407687.2	NP_001013626.2
OG0006224	XP_003407745.1	NP_001276855.1, NP_001276853.1
OG0006225	XP_003407809.1	NP_081583.3, NP_001030294.1
OG0006226	XP_010585804.1	NP_062310.1
OG0006227	XP_003407402.1	NP_001074788.1, XP_036017456.1
OG0006228	XP_010598939.2	NP_001028440.2
OG0006229	XP_023396005.1	NP_001277240.1, XP_011242717.1, NP_001277242.1, NP_083637.2
OG0006230	XP_010598940.1	NP_038638.1
OG0006231	XP_003421137.1	NP_951011.1, NP_001263328.1
OG0006232	XP_010598948.1	NP_001347637.1, NP_036180.1
OG0006233	XP_023395996.1	NP_032786.1
OG0006234	XP_010598951.1	NP_079771.1, XP_036014000.1
OG0006235	XP_003406917.2	NP_081176.1
OG0006236	XP_023399877.1	XP_011248936.1, NP_997153.2
OG0006237	XP_023399343.1	XP_017177600.1
OG0006238	XP_010584812.1	NP_001366201.1, NP_001272427.1, NP_035695.1, NP_001272429.1, NP_001366202.1
OG0006239	XP_023399830.1	XP_036009293.1, NP_780339.2
OG0006240	XP_010585264.1	XP_036008580.1, NP_032198.2
OG0006241	XP_003406581.2	NP_666075.1, XP_036008765.1
OG0006242	XP_023399820.1	NP_796286.2
OG0006243	XP_003406544.1	NP_001186239.2, NP_034845.3, NP_001076657.2
OG0006244	XP_010584778.1	NP_001092747.1
OG0006245	XP_023399813.1	NP_001156422.1
OG0006246	XP_010585213.1	NP_001357729.1
OG0006247	XP_023398929.1	NP_057889.3, XP_006540254.1
OG0006248	XP_003406466.1	NP_694774.3
OG0006249	XP_023398874.1	NP_001032220.1, XP_006540337.1
OG0006250	XP_010598618.2	XP_006540161.3, NP_001345845.1, NP_796132.2
OG0006251	XP_010598614.1, XP_003420871.1	NP_058052.1
OG0006252	XP_023395597.1	XP_030098515.1
OG0006253	XP_010598607.1	NP_001333013.1, XP_011248741.1
OG0006254	XP_023411410.1	NP_848758.1
OG0006255	XP_003416430.2	NP_758502.1, XP_006540028.2
OG0006256	XP_003410605.1	NP_082593.2
OG0006257	XP_023404583.1	NP_001403180.1, NP_080368.1
OG0006258	XP_010588947.1	XP_006525866.1
OG0006259	XP_023404586.1	XP_011245327.1
OG0006260	XP_023404661.1	XP_036015249.1, NP_001277298.1, NP_001277297.1
OG0006261	XP_023404667.1	XP_036018338.1
OG0006262	XP_003410629.1	NP_598598.1
OG0006263	XP_003410641.1	NP_032885.1
OG0006264	XP_003404588.1	NP_001344441.1
OG0006265	XP_023405424.1, XP_023405428.1	NP_001157878.1, NP_079567.2
OG0006266	XP_003404597.1	XP_011245301.1, NP_542367.1
OG0006267	XP_010589729.1	NP_075372.1, NP_001342678.1
OG0006268	XP_023405940.1	XP_036017177.1
OG0006269	XP_003404625.1, XP_010589792.1	NP_075800.1
OG0006270	XP_010586448.1	NP_647460.2, XP_006517683.1
OG0006271	XP_010586449.1	NP_084174.2
OG0006272	XP_023401278.1	XP_011243001.1, NP_083723.1
OG0006273	XP_010586494.1	XP_017171119.2
OG0006274	XP_010586509.2	XP_011242954.1, NP_766179.2
OG0006275	XP_010586511.2	NP_001360894.1
OG0006276	XP_010586512.1	NP_001258317.1, NP_001258318.1, NP_075961.1
OG0006277	XP_003408005.1	NP_001093928.1, NP_001139517.1, XP_006517749.1
OG0006278	XP_010594448.2	NP_766624.3, XP_006531261.1
OG0006279	XP_023411329.1, XP_003416332.1	NP_001028705.2, XP_011246656.1
OG0006280	XP_010594381.1	NP_035917.2
OG0006281	XP_023411442.1	NP_001351341.1
OG0006283	XP_003415508.2	NP_001355187.1, NP_084024.1
OG0006284	XP_003415481.1	NP_031538.2, NP_001407693.1, NP_001407692.1, NP_001407694.1
OG0006285	XP_023408240.1	NP_032331.2, XP_030109089.1
OG0006286	XP_003413483.1	XP_062727615.1, NP_001277739.1
OG0006287	XP_003413179.1	XP_006538756.1, NP_780647.3
OG0006288	XP_010591365.1	NP_941012.1
OG0006289	XP_023408258.1	NP_001003893.1, XP_011248504.1
OG0006290	XP_003413521.1	NP_663531.1
OG0006291	XP_023404500.1	NP_083325.1
OG0006292	XP_010592106.1	NP_001278209.1
OG0006293	XP_003404787.1	NP_033923.2, XP_006525606.1
OG0006294	XP_010591874.1	XP_036016572.1, NP_056609.1
OG0006295	XP_003408032.3	NP_001391846.1
OG0006296	XP_010586540.1	XP_036013945.1, NP_687036.1, NP_001271118.1
OG0006297	XP_003420690.1	NP_034548.2, XP_006540700.1, NP_001347009.1
OG0006298	XP_010597028.1	XP_006513915.1
OG0006299	XP_010592155.1	NP_034643.2, XP_006540704.1
OG0006300	XP_023408783.1	XP_006540976.1
OG0006301	XP_003413933.1, XP_010591731.1	NP_113552.3
OG0006302	XP_003413931.1	NP_598713.2, XP_011249076.1
OG0006303	XP_023408780.1	NP_775621.2, XP_006540989.1
OG0006304	XP_023408777.1	XP_006540662.1, NP_766491.2
OG0006305	XP_023408609.1	NP_776288.2, XP_006541258.1
OG0006307	XP_010592102.1	NP_032829.1, XP_036008663.1
OG0006308	XP_010592094.1	NP_031588.2, XP_011249083.1
OG0006309	XP_023408604.1	NP_001153144.1, NP_780526.2, XP_006507223.1
OG0006310	XP_003413903.1	NP_031561.2, NP_033872.1, NP_031560.2, NP_031562.1
OG0006311	XP_023397693.1	NP_001074701.3, XP_011239044.1
OG0006312	XP_003422787.1	NP_001106833.1, XP_006503703.1, NP_598671.3
OG0006313	XP_003411308.1	NP_666271.1
OG0006314	XP_023405528.1	NP_001297475.1, NP_001297476.1, NP_001028630.3
OG0006315	XP_010589653.2	XP_006504097.1, NP_062668.1
OG0006316	XP_003411316.1	NP_083438.1
OG0006317	XP_023405555.1	NP_081235.2
OG0006318	XP_003411349.1, XP_010589715.1	NP_080943.3
OG0006319	XP_023405627.1	NP_001116230.1, XP_006504082.1
OG0006320	XP_023405489.1	NP_001349816.1, XP_006535394.1
OG0006321	XP_010589658.1	NP_031782.3
OG0006322	XP_023395416.1	NP_082902.1
OG0006323	XP_023408600.1	XP_006510822.1, NP_001313280.1, NP_001003911.2
OG0006324	XP_010593498.1	NP_076092.1, XP_036020322.1
OG0006325	XP_023409726.1	NP_062425.1, XP_036010083.1
OG0006326	XP_023405075.1	XP_006516724.1, NP_001074597.1
OG0006327	XP_003410946.1	XP_006530779.1, NP_032456.2
OG0006328	XP_023404917.1	NP_780770.2, XP_011246697.1
OG0006329	XP_003409329.1	NP_001074816.1
OG0006330	XP_023402774.1	NP_796346.2, XP_036011717.1
OG0006331	XP_003409350.1	NP_062426.2
OG0006332	XP_003409090.1	NP_996883.1, XP_006513896.1
OG0006333	XP_003409358.1	NP_001345416.1
OG0006334	XP_023402798.1	NP_705770.1
OG0006335	XP_003409096.1	XP_036011668.1, NP_001074596.1
OG0006336	XP_023402811.1	NP_001017433.1
OG0006338	XP_003409116.1	XP_006518985.1
OG0006339	XP_003418633.1	NP_598414.1, XP_006518513.1
OG0006340	XP_023414338.1	NP_035560.1
OG0006341	XP_003418648.1	NP_899101.1, XP_030103850.1
OG0006342	XP_003404736.1	XP_006517240.1, NP_035522.2
OG0006344	XP_003404731.1	XP_006517162.3, NP_032037.2
OG0006345	XP_003404724.1	NP_848720.1, XP_011240886.1, NP_001095067.1
OG0006346	XP_003404940.1	NP_080209.1
OG0006347	XP_003404714.1	NP_001020090.1
OG0006348	XP_010600333.2	NP_035181.1
OG0006349	XP_010590578.1	XP_036012851.1, NP_081255.2
OG0006350	XP_003404652.1	NP_080052.1
OG0006351	XP_003404651.1	NP_579941.2
OG0006352	XP_003404638.1	XP_006526169.1, NP_062381.1
OG0006353	XP_003404635.1	XP_036016816.1
OG0006354	XP_003407945.1	XP_030104374.1, NP_001159538.1
OG0006355	XP_023401403.1	XP_006520036.1, NP_035149.2
OG0006356	XP_003414003.1	NP_079900.1
OG0006357	XP_023401187.1	NP_083617.2
OG0006358	XP_023401183.1	NP_032398.3, XP_036015061.1
OG0006359	XP_023401180.1	NP_035362.2, NP_001398639.1, NP_001276376.1
OG0006360	XP_003407992.1	NP_001191063.1
OG0006361	XP_003407927.3	NP_033995.1, XP_006520163.1, NP_001303687.1
OG0006362	XP_010586382.1	NP_081671.1
OG0006363	XP_003407928.1	NP_780710.2, XP_036015283.1
OG0006364	XP_003408716.1	XP_006519686.1, NP_653118.3, NP_001346999.1
OG0006365	XP_023413962.1	NP_620401.1
OG0006366	XP_023412813.1	XP_006510272.1
OG0006367	XP_023412828.1	XP_006510171.1, NP_033204.2
OG0006368	XP_003417526.1	NP_082316.1
OG0006369	XP_003417529.1	NP_001396502.1, NP_031417.2
OG0006370	XP_023412863.1	NP_071312.1
OG0006371	XP_003418249.1	NP_001344288.1, NP_001074590.1, XP_006510663.1, NP_001344289.1
OG0006372	XP_003418245.1	NP_780690.2, XP_006510004.1
OG0006373	XP_023413957.1	XP_006510029.1, NP_031674.1
OG0006374	XP_023413917.1	NP_001074739.2
OG0006375	XP_010596250.1	NP_766358.1, XP_011240812.1
OG0006376	XP_010593760.2	NP_835219.1
OG0006377	XP_003415670.1	XP_006510392.1, NP_001028706.1
OG0006378	XP_010593743.1	NP_001156393.1
OG0006379	XP_010593734.1	NP_081821.1, XP_006509928.1
OG0006380	XP_010594958.1	XP_006534304.1
OG0006381	XP_023412124.1	NP_001139009.1, XP_006534029.1
OG0006382	XP_023411915.1	NP_079673.2
OG0006383	XP_023412138.1	XP_030101354.1, NP_031554.1
OG0006384	XP_023412157.1	NP_084340.2, XP_006534564.1, NP_001278054.1, NP_001278055.1, NP_001278056.1
OG0006385	XP_003416939.1	NP_722483.2, XP_017169946.1
OG0006386	XP_010594874.1	XP_006532965.1, NP_001351066.1, NP_942562.2
OG0006387	XP_003416967.2	XP_006534552.1, NP_780469.1
OG0006388	XP_010594912.1	XP_006534328.1, NP_082239.2
OG0006389	XP_003420634.1	NP_081936.1
OG0006390	XP_023395477.1	XP_006533571.1, NP_038909.3
OG0006391	XP_003420717.1	XP_006534182.1, NP_848733.2
OG0006392	XP_023395483.1	NP_663403.1
OG0006393	XP_023405274.1	XP_006503218.1, NP_001074733.1
OG0006395	XP_010589529.1	NP_084290.1, XP_030109780.1
OG0006396	XP_010589632.1	NP_001303596.1, NP_666260.1, NP_001277574.1
OG0006397	XP_003411121.2	XP_036020151.1, NP_063925.1
OG0006398	XP_003413280.1	NP_796179.1, NP_663532.2
OG0006399	XP_010591490.1	NP_082296.1
OG0006400	XP_003413268.1	XP_036020206.1, NP_079846.1
OG0006401	XP_010591467.1	NP_079858.2
OG0006402	XP_010591462.1	NP_067474.2
OG0006403	XP_010591454.1	NP_001092769.1, XP_006538887.1
OG0006404	XP_003413543.1	NP_033105.1
OG0006405	XP_010591450.1	NP_001139529.2
OG0006406	XP_023408272.1	XP_006539122.1
OG0006407	XP_003418107.1	XP_006531137.1, NP_038942.1
OG0006408	XP_010596110.2	NP_001349812.1, XP_006531621.1
OG0006409	XP_023413759.1, XP_023413904.1	NP_083962.4, XP_036010263.1
OG0006410	XP_003417127.1, XP_023412450.1	NP_938050.1, XP_006531147.1
OG0006411	XP_023412400.1	NP_001316894.1, NP_059066.1
OG0006412	XP_010595086.1	XP_006531276.1, NP_064322.1
OG0006413	XP_003417093.1, XP_010595073.1, XP_010595072.1	NP_035704.2, NP_001345911.1
OG0006414	XP_003417066.1	NP_001258735.1, NP_031453.1
OG0006415	XP_003417165.2	NP_766348.3, XP_030099358.1
OG0006416	XP_023412262.1	XP_006530692.1, NP_031689.1
OG0006417	XP_023412298.1	XP_006531296.1, NP_066356.3
OG0006418	XP_023412297.1	NP_001135394.1, XP_006531327.1, NP_001135397.1, NP_001135396.1
OG0006419	XP_003417119.1	NP_031693.2, XP_006530694.1, NP_001272842.1
OG0006420	XP_023405156.1	NP_001074741.1, XP_006503304.1
OG0006421	XP_003418131.2	XP_011246670.1, NP_001009950.1
OG0006423	XP_023411755.1	XP_006504404.1, NP_598529.1
OG0006424	XP_023411763.1, XP_003416684.3	XP_006504465.1
OG0006425	XP_010594618.2	NP_001350409.1
OG0006426	XP_023411764.1	XP_006504600.1, NP_291050.1
OG0006427	XP_010594638.2	XP_006504540.1
OG0006428	XP_023411641.1, XP_003416632.1	NP_061359.2
OG0006429	XP_023397516.1	NP_780730.2
OG0006430	XP_023397512.1	NP_084081.1, NP_076399.4
OG0006431	XP_023397513.1	NP_001005426.2, NP_001346952.1, XP_036021136.1
OG0006433	XP_003416579.1	NP_001278178.1, NP_848671.1, NP_001278177.1, NP_001361645.1
OG0006434	XP_023411729.1	NP_081686.1
OG0006435	XP_023411730.1	NP_034930.1
OG0006436	XP_023411714.1	NP_996993.1
OG0006437	XP_023411606.1	NP_001411658.1
OG0006438	XP_003418840.1	NP_034073.2
OG0006439	XP_003418918.1	XP_006508065.1, NP_001073401.1
OG0006440	XP_003418906.1	NP_001408710.1
OG0006441	XP_023414704.1	XP_006508092.1, NP_059489.2
OG0006442	XP_023414775.1	NP_033974.2, XP_036008507.1
OG0006443	XP_023414767.1	NP_036146.2, XP_011240119.1
OG0006444	XP_023414766.1	NP_647471.1, XP_017177756.1
OG0006445	XP_023414599.1	NP_001405510.1
OG0006446	XP_010599532.1	XP_006522081.1, NP_001074623.1
OG0006447	XP_003417766.1	XP_006521727.2, NP_666043.2
OG0006449	XP_023413048.1	NP_032196.2
OG0006450	XP_010595617.1	XP_006522201.1
OG0006451	XP_003417791.1	NP_001400201.1
OG0006452	XP_010595656.1	XP_006521814.1, NP_001020603.1
OG0006453	XP_023413191.1	XP_017172646.2
OG0006454	XP_023413056.1	NP_001155262.1
OG0006455	XP_003417802.1	NP_001008425.1, XP_030105746.1, NP_001344309.1
OG0006456	XP_023413241.1	XP_030103394.1, NP_001401309.1, NP_001357830.1
OG0006457	XP_023413251.1	NP_001344922.1
OG0006458	XP_010595705.1	XP_006524861.1, NP_079994.2
OG0006459	XP_023413301.1	XP_006525108.1, NP_083473.1
OG0006460	XP_023413079.1	XP_006524796.1
OG0006461	XP_010595748.1	NP_776102.1
OG0006462	XP_003417848.2, XP_023413358.1	NP_001381310.1
OG0006463	XP_003417758.2	NP_001127930.1, XP_006514596.1
OG0006464	XP_003409596.1	NP_032167.1, XP_006501071.1
OG0006466	XP_010596386.1	NP_740748.1, XP_011238620.1
OG0006467	XP_023405172.1	NP_776124.1, NP_001280489.1
OG0006468	XP_023405237.1	NP_035361.2
OG0006469	XP_023405241.1	NP_031408.1
OG0006470	XP_003411281.1	XP_036019026.1, NP_001034183.1, NP_796248.1
OG0006471	XP_010600119.1	NP_001038169.1, NP_035887.2, XP_011239244.1, NP_001038168.1, NP_001038170.1
OG0006472	XP_023404130.1	NP_067355.1, NP_001298020.1
OG0006473	XP_023399669.1	NP_032612.2
OG0006474	XP_023404034.1	XP_006529770.1
OG0006475	XP_023404024.1	NP_663392.2
OG0006476	XP_003410269.1	NP_035720.1
OG0006477	XP_010588489.1	NP_034844.1, NP_001020736.1, NP_001036042.1, XP_006529233.1
OG0006478	XP_003422483.1	NP_035022.2
OG0006479	XP_023394478.1	NP_001074832.2, XP_006497182.1
OG0006480	XP_003410890.1	NP_473443.2
OG0006481	XP_023404904.1	NP_001019891.2, XP_006529820.1
OG0006482	XP_003410928.1	XP_006496887.1, NP_001078845.1
OG0006483	XP_010589412.1	NP_001020123.1
OG0006484	XP_023405043.1, XP_023405044.1, XP_023405045.1, XP_010589307.1	NP_001153402.1
OG0006485	XP_023405046.1	XP_030099044.2
OG0006487	XP_003415277.1	NP_659126.1
OG0006488	XP_010593269.1	NP_849214.2
OG0006489	XP_003414942.1	NP_081706.1
OG0006490	XP_003415267.1	NP_035267.2
OG0006491	XP_010589359.2	XP_030099574.1
OG0006492	XP_003410970.1	XP_006496928.1, NP_001155137.1
OG0006493	XP_003410988.1	XP_011237158.1, NP_080447.1
OG0006494	XP_023409881.1	NP_001076787.1
OG0006495	XP_023409861.1	XP_006501617.1
OG0006496	XP_023409849.1	XP_006502072.1
OG0006497	XP_010593121.1, XP_003415183.1	NP_001390950.1
OG0006498	XP_023409706.1	XP_006501411.1, NP_061274.2
OG0006499	XP_023409805.1	NP_034237.3, NP_001155897.1
OG0006500	XP_003415156.1	NP_058600.1
OG0006501	XP_010593298.1	NP_001404888.1, NP_001404890.1, NP_001404889.1, NP_955454.1
OG0006502	XP_003415125.1	NP_001404899.1
OG0006503	XP_023399601.1	NP_038859.3, XP_036016925.1
OG0006504	XP_003406786.2	XP_006526274.1, NP_081055.1
OG0006505	XP_010585096.1	NP_001278738.1, NP_031908.3, XP_006525656.1
OG0006506	XP_023399712.1	XP_006525874.1, NP_659109.2, NP_001351926.1
OG0006507	XP_010585160.1	NP_077152.1
OG0006508	XP_003406437.1	XP_011245300.1, NP_081406.1
OG0006509	XP_023399914.1	NP_001344352.1
OG0006510	XP_003408812.1	NP_001162060.1, NP_001028948.1, NP_001162061.1
OG0006511	XP_023402400.1	XP_011242294.1, NP_034182.2
OG0006512	XP_003420996.2	NP_001347335.1
OG0006513	XP_023402388.1	NP_001181962.1, XP_030102346.1
OG0006514	XP_003408886.1	NP_766172.1
OG0006515	XP_003420984.1	XP_006519421.1, NP_075369.2
OG0006516	XP_023395893.1	NP_542767.1
OG0006517	XP_023395855.1	NP_001034287.1, XP_011243362.3
OG0006518	XP_023395879.1	NP_064386.2
OG0006519	XP_003421013.1	XP_030103746.1, NP_081095.2
OG0006520	XP_023395898.1	NP_034024.2
OG0006521	XP_003421018.2	NP_081419.1
OG0006522	XP_010586865.1	NP_001161435.1
OG0006523	XP_003408905.1	NP_036098.1
OG0006524	XP_003408553.1	NP_038930.1
OG0006525	XP_003408601.1	NP_081393.2
OG0006526	XP_010586927.1	NP_958927.2, XP_006516117.1
OG0006527	XP_003408527.2	NP_848743.1
OG0006528	XP_023401944.1	XP_030103769.1
OG0006529	XP_023401983.1	XP_017170704.1, NP_082963.1
OG0006530	XP_003408734.2	NP_001391676.1, NP_080603.2
OG0006531	XP_003408739.1	NP_032638.2
OG0006532	XP_023402392.1	NP_001005510.2
OG0006533	XP_010586988.2	XP_030102369.1, NP_620084.2
OG0006534	XP_003408756.2	XP_011242355.1, NP_001156575.1
OG0006535	XP_010586993.1	NP_032584.2
OG0006536	XP_003408771.2	XP_036013196.1, NP_851418.2
OG0006537	XP_003408779.1	XP_011242527.1, NP_598559.2
OG0006539	XP_010587010.1	NP_079737.1, NP_001296776.1
OG0006540	XP_023402118.1, XP_003408800.1	NP_076122.2
OG0006541	XP_003408809.1	XP_006515762.1, NP_766170.2
OG0006542	XP_003408817.1	XP_030102751.1, NP_001351118.1, NP_001351119.1, NP_835166.3
OG0006543	XP_003408833.2	NP_033394.2
OG0006545	XP_010587123.1	NP_001152974.1
OG0006546	XP_003408670.1	NP_001037845.1
OG0006547	XP_010587202.1	XP_011242535.1, NP_001361147.1
OG0006548	XP_023409363.1	NP_444323.1
OG0006549	XP_003407542.2	XP_036018534.1, NP_084050.1
OG0006550	XP_003414558.1	NP_035849.3, XP_030101791.1
OG0006551	XP_023409178.1	NP_076000.1
OG0006552	XP_003414763.1	NP_083669.1
OG0006553	XP_003417010.1	NP_001369175.1, NP_079931.1
OG0006554	XP_010595200.1	NP_001390635.1
OG0006555	XP_003417284.1	NP_848735.1
OG0006556	XP_010595392.1	XP_006532787.1
OG0006557	XP_003421331.1, XP_023396267.1	NP_034615.2, XP_006508761.1
OG0006558	XP_023409516.1	NP_033743.2, XP_006532077.1, NP_001404219.1
