Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0004701	NP_766374.1, XP_006512789.1	XP_005329859.2
OG0004702	NP_001002268.1, XP_006512741.1	XP_040139324.1
OG0004703	NP_080024.3	XP_005334909.2
OG0004704	XP_036012001.1	XP_040138001.1
OG0004705	NP_780583.1	XP_040144243.1, XP_005343157.1
OG0004706	NP_001116470.1	XP_040138006.1
OG0004707	NP_598884.2	XP_013212367.1
OG0004708	NP_598840.1	XP_040127701.1
OG0004709	NP_766096.1, XP_006512714.1	XP_005340911.2
OG0004711	NP_001346183.1	XP_040137989.1
OG0004712	NP_071712.3	XP_040139718.1
OG0004713	NP_062806.1, XP_006517364.1	XP_005340969.1
OG0004714	XP_006527219.1, NP_001107646.1	XP_040141617.1
OG0004715	NP_032872.1, XP_006526826.1	XP_040139734.1
OG0004716	NP_803425.1, NP_001390013.1	XP_005324130.1
OG0004717	NP_001347287.1	XP_040141636.1
OG0004718	NP_080638.1, XP_030106918.1	XP_005328014.1
OG0004719	NP_035648.2, XP_006516958.1, NP_001185906.1	XP_005340285.1
OG0004720	NP_079691.1	XP_005340280.1
OG0004721	NP_034231.1	XP_040131319.1
OG0004723	XP_036013996.1	XP_013212111.1
OG0004724	XP_006540443.1, NP_082592.2, NP_001139496.1	XP_005342275.1
OG0004726	NP_001345811.1, XP_006540084.1, NP_958743.1, NP_001345810.1, NP_001345812.1, NP_001345813.1	XP_040134723.1
OG0004727	NP_001361551.1	XP_013221263.1
OG0004728	NP_033107.1	XP_005341633.1
OG0004729	XP_036009430.1, NP_001390425.1, NP_001390424.1, NP_083686.1, NP_001390426.1	XP_021589863.1
OG0004730	NP_081331.2	XP_040135533.1
OG0004731	NP_659050.2, XP_006541251.1	XP_005336681.1
OG0004732	NP_001403954.1, XP_036008636.1, NP_001403955.1, NP_001264918.1, NP_001264917.1, NP_032653.2, NP_001289401.1	XP_005336638.1
OG0004733	NP_001103218.1, NP_058567.2	XP_005338258.2, XP_040137198.1
OG0004734	NP_001074763.1, XP_006540325.1	XP_005338209.1, XP_040134788.1
OG0004735	NP_796076.1	XP_005336520.1
OG0004736	NP_659171.1	XP_040135239.1
OG0004737	XP_036008456.1, NP_783572.2, NP_001107021.1, NP_001297607.1	XP_040135118.1
OG0004738	NP_932165.2	XP_005336492.1
OG0004739	NP_001158127.1, NP_001116075.1	XP_040135665.1
OG0004740	NP_001258299.1, XP_006539589.1, NP_001033046.1, NP_034222.1	XP_013218875.1
OG0004741	XP_006539510.1, NP_780528.2	XP_040135869.1
OG0004742	XP_036008988.1, NP_766486.1	XP_021585689.1
OG0004743	NP_001036782.1, NP_033975.3, XP_006539552.1	XP_040135375.1
OG0004744	NP_001263198.1	XP_021585712.1
OG0004746	NP_062720.1	XP_040135285.1
OG0004747	NP_031659.2	XP_005330701.1
OG0004748	NP_035015.2	XP_005322937.1, XP_005322938.1, XP_005327360.1
OG0004749	NP_033971.1	XP_005327358.1
OG0004750	XP_006539260.1, NP_001092766.1	XP_005318135.1
OG0004751	NP_032763.2	XP_005330881.1
OG0004752	NP_081773.1	XP_005330873.1
OG0004753	NP_808263.2	XP_040133423.1
OG0004754	XP_036018451.1, NP_081566.2, NP_001292188.1	XP_021577161.1, XP_040133688.1
OG0004755	NP_001277305.1, XP_011237275.1, NP_796317.2	XP_021578678.2
OG0004756	NP_083945.1, XP_006526406.1	XP_005327330.1
OG0004757	NP_001276520.1	XP_005327332.1
OG0004758	NP_758505.2, XP_036009568.1	XP_005319596.1
OG0004759	NP_001413632.1	XP_040135225.1
OG0004760	XP_006530704.1, NP_034104.1	XP_021577195.2
OG0004761	NP_001366517.1	XP_013219442.1
OG0004762	NP_705769.2, XP_006502990.1	XP_005317814.2
OG0004763	NP_598650.2, XP_006502693.1	XP_021590822.1
OG0004764	NP_001188296.1	XP_005318143.1
OG0004765	NP_001403455.1	XP_005317714.1
OG0004766	NP_001406216.1, NP_001406215.1, NP_001406211.1, NP_001406210.1, NP_084465.1, XP_006539348.1	XP_013220571.1
OG0004767	NP_001406888.1, NP_031600.2	XP_005317623.1
OG0004768	XP_006538826.1, NP_937891.1	XP_005317621.1, XP_040144014.1
OG0004769	NP_001106194.1, NP_001106193.1, NP_001277732.1, XP_006539264.1, NP_766003.3	XP_021589471.1
OG0004770	NP_808535.1, XP_006539018.1	XP_040145085.1
OG0004771	NP_001366581.1, XP_006538768.1, NP_766108.1, NP_001366576.1	XP_040143908.1
OG0004772	NP_076310.2, XP_036014111.1	XP_005329064.1
OG0004773	NP_473394.3, XP_017170852.1	XP_040129297.1, XP_013221940.3, XP_040143158.1, XP_040129079.1
OG0004774	NP_075732.1, XP_006517388.1, NP_001334517.1, NP_001334516.1	XP_005315728.1
OG0004775	XP_017167730.1	XP_040132337.1
OG0004776	NP_032620.2	XP_005320182.1
OG0004777	NP_666058.2, XP_006540801.1	XP_040132186.1
OG0004778	NP_848867.2	XP_040131755.1, XP_040131754.1, XP_021578579.1, XP_040131753.1
OG0004779	NP_001139331.1, NP_036023.3, XP_006504017.1, NP_001139330.1	XP_040148722.1
OG0004780	NP_081950.1, NP_001074570.1, XP_006504171.1	XP_040148785.1
OG0004781	NP_079668.2	XP_005320822.1
OG0004782	NP_666035.2, NP_001404878.1, NP_001404879.1	XP_005319961.1
OG0004783	NP_001389918.1, NP_001389917.1, NP_001389916.1, XP_036020787.1, NP_032930.1	XP_040148515.1
OG0004784	XP_006503876.1, NP_001278156.1	XP_005318987.1
OG0004785	XP_006503685.1, NP_598664.3	XP_005319105.1
OG0004786	NP_001157004.1	XP_005319112.1
OG0004787	NP_001342669.1	XP_005326377.1
OG0004788	XP_011245453.1, NP_034631.1, NP_001005858.2, XP_006527327.1	XP_005333805.1
OG0004789	NP_778152.1	XP_005320424.1
OG0004790	NP_001355343.1, NP_001025047.1	XP_005320441.1
OG0004791	NP_001344244.1, NP_598727.1	XP_013211803.1
OG0004792	NP_081701.2, XP_006514150.1	XP_005326028.1
OG0004793	XP_006514057.1, NP_080477.1	XP_005326024.1
OG0004794	NP_035309.3, XP_017169337.1	XP_005325992.1
OG0004795	NP_081751.1	XP_013214360.1, XP_013214361.1
OG0004796	NP_083117.2, XP_006517477.1	XP_005333213.2
OG0004797	NP_001349336.1, NP_291088.1, XP_030102940.1	XP_005333211.1
OG0004798	NP_001028536.2	XP_040128606.1
OG0004799	XP_011242830.1, NP_795961.3	XP_005333273.1
OG0004800	NP_598558.1	XP_005333193.1
OG0004801	XP_036012237.1, NP_038580.2	XP_005325469.1
OG0004802	NP_001036070.1	XP_005324216.1
OG0004803	NP_032339.2	XP_040128454.1
OG0004804	NP_780747.1	XP_040129422.1, XP_005319720.1
OG0004805	NP_001159880.1	XP_021582259.1
OG0004806	NP_001398765.1	XP_005330797.2
OG0004807	NP_001365531.1, NP_033373.2, XP_036010726.1	XP_021584209.2
OG0004808	NP_717095.2	XP_005323041.1, XP_040149905.1, XP_040149904.1, XP_005328426.1
OG0004809	NP_001408236.1	XP_005328397.1
OG0004810	NP_033980.1	XP_005328382.1
OG0004811	NP_035656.1	XP_005328356.1, XP_005328355.1
OG0004812	NP_573480.1	XP_005334273.1
OG0004813	NP_001388021.1, XP_006510562.1, NP_062366.2	XP_005334308.2
OG0004814	NP_081462.1	XP_013219258.1
OG0004815	NP_032972.3	XP_005337423.1
OG0004816	NP_001180548.1, NP_058583.1	XP_005332829.1
OG0004817	NP_001344835.1, NP_062700.2	XP_005332837.1
OG0004818	NP_063924.2	XP_005332855.1
OG0004819	NP_001017426.1, XP_030101676.1	XP_021587039.1
OG0004820	NP_079786.2, XP_006534003.1	XP_005332938.1
OG0004821	NP_032845.2, NP_001276942.1, NP_001276941.1, XP_006532541.1, NP_001276940.1	XP_005339506.1
OG0004822	NP_001357777.1	XP_021582537.1
OG0004823	NP_849534.2, XP_036019463.1	XP_005339308.1
OG0004824	XP_011248491.1, NP_001390721.1, NP_001390720.1, NP_001390722.1, NP_001390723.1, NP_032263.2	XP_040143770.1
OG0004825	NP_061343.2	XP_040134942.1, XP_021589018.1
OG0004826	NP_001297579.1, NP_001025165.1, NP_001025164.1, XP_006531532.1	XP_040134814.1
OG0004827	NP_932105.2, NP_001295378.1	XP_021589046.1
OG0004828	NP_001297564.1, XP_006531571.1	XP_013218361.2
OG0004829	NP_758489.1	XP_005318522.3
OG0004830	XP_030099697.1, NP_001128572.1	XP_040135716.1
OG0004831	NP_775608.1	XP_005318393.1
OG0004832	XP_006531389.1, NP_077179.1	XP_021576676.2
OG0004833	NP_034535.1	XP_005323729.1
OG0004834	NP_001346503.1	XP_040126530.1
OG0004835	XP_036020626.1	XP_040133733.1
OG0004836	XP_030110810.1	XP_040134514.1
OG0004837	NP_666114.1	XP_013215463.1
OG0004838	NP_001348212.1	XP_005328504.1
OG0004839	NP_001334460.1	XP_040134535.1
OG0004840	XP_006504817.1, NP_084025.2	XP_005339771.1
OG0004841	NP_579927.1, NP_001153380.1	XP_005339891.1
OG0004842	NP_666317.2, XP_036008915.1	XP_005328622.1
OG0004843	NP_081164.2	XP_005323919.1
OG0004844	XP_030098395.1, NP_001403019.1, NP_663564.2	XP_040132536.1, XP_040143174.1
OG0004845	XP_011240018.1, NP_033285.1, NP_001032899.1	XP_021581183.1
OG0004846	XP_006508160.1, NP_068687.1	XP_005323832.1
OG0004847	NP_766064.2	XP_021581104.2
OG0004848	NP_081722.1	XP_040133981.1
OG0004850	NP_112461.2, XP_036016078.1	XP_040134494.1
OG0004851	NP_001074686.1	XP_005337805.1
OG0004852	NP_001028668.2	XP_021590568.1, XP_005337814.1
OG0004853	NP_001400943.1, NP_061247.1	XP_040133843.1
OG0004855	NP_001344765.1, XP_006525014.1, NP_082264.2	XP_040132991.1
OG0004856	NP_080962.1	XP_005323704.1
OG0004857	NP_077189.2	XP_005323720.1
OG0004858	NP_001280623.1	XP_040143342.1, XP_005338186.1, XP_021590821.1
OG0004859	NP_081050.2	XP_040144768.1, XP_005338177.2
OG0004860	NP_001366558.1	XP_005339740.1, XP_040144971.1
OG0004861	NP_080804.1	XP_040131301.1
OG0004862	XP_006502252.1, NP_083214.2	XP_005330770.1, XP_040144800.1, XP_040144799.1, XP_040144801.1, XP_040144802.1
OG0004863	NP_796371.1	XP_005330441.1
OG0004864	XP_006529816.1, NP_058029.2, NP_001344444.1	XP_040134660.1
OG0004865	NP_001405234.1, XP_006529777.1, NP_001028581.1, NP_001405236.1, NP_001405237.1, NP_001405238.1	XP_005330398.1
OG0004866	NP_001106173.1, XP_006529445.1, NP_067442.1	XP_005330414.1, XP_040133837.1
OG0004867	XP_006497303.1, NP_032908.2	XP_040134470.1
OG0004868	NP_031524.2	XP_005329484.1
OG0004869	NP_001153322.1	XP_040133113.1
OG0004870	NP_061369.2, NP_001347842.1, NP_001347843.1	XP_005319873.2
OG0004871	NP_001028516.2, NP_001153521.1	XP_040133739.1
OG0004872	NP_001408415.1, NP_001408414.1, NP_001408413.1, NP_001408412.1, NP_035955.1	XP_040133338.1
OG0004873	NP_081145.1, NP_001280695.1, XP_030108644.1, NP_001280692.1, NP_001280696.1, NP_001280697.1	XP_005331368.1
OG0004874	NP_001034290.1	XP_005342285.1, XP_040147789.1
OG0004875	NP_001136169.1, XP_006526219.1, NP_001004361.2, NP_001136170.1	XP_013214177.2
OG0004876	XP_006525748.1, NP_034810.1	XP_040130280.1
OG0004877	XP_036016523.1	XP_040131019.1
OG0004878	NP_666193.2, XP_006524951.1, NP_001107603.1	XP_040126555.1
OG0004879	XP_006526272.1	XP_021588626.1
OG0004880	NP_080809.1, XP_036009550.1	XP_005326819.1
OG0004881	NP_001129546.1	XP_040131622.1, XP_040131624.1, XP_040131623.1, XP_040131621.1, XP_040131620.1, XP_005338859.1
OG0004882	NP_766529.3	XP_040128587.1
OG0004883	NP_080342.1	XP_005338812.1
OG0004884	NP_035320.1, NP_001268401.1	XP_005338789.1
OG0004885	NP_001398310.1	XP_005322706.1
OG0004886	NP_032267.1, NP_001153584.1	XP_005322780.2
OG0004887	NP_032988.3	XP_005338036.1
OG0004888	NP_001074664.1, XP_036013289.1	XP_005322802.1
OG0004889	NP_035314.3, NP_001409974.1, XP_036013150.1, NP_001409967.1	XP_005322800.1
OG0004890	NP_080390.1	XP_005322867.1
OG0004891	NP_001239554.1	XP_005321273.1
OG0004892	NP_796328.2	XP_040131420.1
OG0004893	NP_001390387.1, NP_001036164.1, NP_766088.2, XP_006515716.1	XP_040130249.1
OG0004894	NP_796013.1, XP_006516043.1	XP_005334699.1
OG0004895	XP_006516165.1, NP_064309.1	XP_021588428.1, XP_040131169.1
OG0004896	NP_598434.2, XP_017174461.1	XP_040141374.1
OG0004897	NP_032014.3, XP_030101416.1	XP_013217089.1
OG0004898	XP_036012906.1, NP_001028700.1	XP_021586942.1
OG0004899	XP_006534486.1	XP_021584100.2
OG0004900	NP_001359432.1, XP_036012837.1	XP_005328279.2
OG0004902	NP_001292911.1	XP_005321937.1
OG0004903	NP_001152857.1, NP_001152856.1, NP_001412394.1, NP_035680.3	XP_005321940.1
OG0004904	NP_032295.1	XP_005321776.1
OG0004905	NP_001257947.1, XP_006534523.1	XP_040124184.1, XP_040124820.1
OG0004906	NP_033187.1, XP_011247138.1	XP_005321729.1, XP_013212585.1
OG0004907	NP_001278200.1, NP_001278202.1, NP_001278199.1, NP_001278201.1, NP_077136.2	XP_013212588.2
OG0004908	NP_780772.1	XP_005321621.1
OG0004909	XP_006533052.1, NP_766150.1	XP_005321576.1
OG0004910	NP_001030931.1	XP_013212493.1
OG0004911	NP_001070964.1, NP_666135.1	XP_005327857.1
OG0004912	NP_071856.1, XP_006532708.1	XP_005327874.1
OG0004913	NP_001186212.1, NP_001186213.1, NP_775564.1, XP_006532882.1	XP_021583833.1
OG0004914	NP_001156783.1	XP_005327974.1
OG0004915	NP_001408099.1, XP_036016405.1, NP_001408098.1, NP_033468.2	XP_005321161.1
OG0004916	NP_035966.2	XP_005321240.1
OG0004917	NP_001106174.1, NP_033724.2, NP_001269975.1, NP_001269976.1, NP_001269974.1	XP_005321143.1
OG0004918	NP_001350008.1, NP_001277477.1, XP_006498189.1, NP_001028561.2	XP_005321141.1
OG0004919	NP_031520.1	XP_005321140.1
OG0004920	NP_001349662.1	XP_005321123.1
OG0004921	NP_001333735.1	XP_021579293.2
OG0004922	NP_997181.1, XP_006498538.1	XP_005321231.2, XP_021579263.1
OG0004923	NP_666230.2	XP_021579253.1
OG0004924	NP_001277492.1, NP_001277495.1, NP_001277496.1, NP_001277493.1, XP_006498202.1, NP_796358.2	XP_040142300.1
OG0004926	NP_084069.1, XP_036018584.1, NP_001277578.1	XP_005321015.1
OG0004927	NP_001366245.1, XP_011237345.1	XP_040142210.1
OG0004928	XP_017169887.1	XP_005332654.1
OG0004929	NP_473420.2, XP_006513928.1, NP_058667.1	XP_005328775.1
OG0004930	NP_035902.2	XP_005335672.1
OG0004931	NP_001034169.1, XP_006513962.1, NP_062685.2	XP_013218531.1
OG0004932	NP_031438.2	XP_005335709.1
OG0004933	XP_006513703.1, NP_001346680.1, NP_808375.1	XP_005335724.1
OG0004934	NP_001371164.1	XP_005331230.1, XP_013217023.2
OG0004936	NP_001334099.1	XP_040137758.1
OG0004937	NP_082339.1, XP_006521485.1	XP_005335075.1
OG0004938	NP_663448.2	XP_005322260.1
OG0004939	NP_001274109.1, NP_033846.2	XP_005322291.1
OG0004940	NP_001398847.1	XP_005322302.1
OG0004941	NP_034189.1	XP_021580046.1
OG0004942	NP_033463.1	XP_005322344.1
OG0004943	NP_001157084.1	XP_040137739.1
OG0004944	NP_083458.1	XP_005322362.1
OG0004945	NP_808440.2	XP_005322376.1
OG0004946	NP_857633.2	XP_005322378.1
OG0004947	NP_666120.1	XP_005322388.1
OG0004948	XP_006524837.1, NP_071308.2	XP_005339144.1
OG0004949	NP_001028461.2	XP_040126762.1
OG0004950	NP_032391.1, NP_001155314.1, NP_001155315.1, XP_006495790.1	XP_005338556.1
OG0004951	NP_001028307.2, XP_006496289.1	XP_005338537.1
OG0004952	NP_084409.3, XP_011245030.1	XP_040126943.1
OG0004953	XP_036012096.1	XP_005322081.1
OG0004954	NP_035153.1, XP_036012308.1	XP_005322113.1
OG0004955	NP_647458.1	XP_005322118.1
OG0004957	NP_780699.2, XP_006514759.1	XP_040126607.1, XP_005322058.1
OG0004958	XP_006525932.1	XP_005330954.2
OG0004959	NP_001361156.1	XP_005324195.1
OG0004960	NP_001152865.1, NP_032416.1, NP_001152868.1, XP_036012240.1	XP_021589266.1, XP_005335835.1
OG0004961	NP_291043.1	XP_005335812.1
OG0004962	XP_006517461.1, NP_082557.1	XP_021587279.1
OG0004963	NP_796351.2	XP_040141946.1
OG0004964	NP_082546.1	XP_005326359.1
OG0004965	XP_006537918.1	XP_005329758.1
OG0004966	NP_032162.2	XP_021576370.1, XP_005341078.1, XP_021576369.1
OG0004967	XP_011244891.1, NP_780346.3	XP_013221026.1, XP_005341108.1
OG0004968	NP_065650.1	XP_021577701.1
OG0004969	NP_001343229.1	XP_005318816.1
OG0004970	NP_001366007.1	XP_005318806.1
OG0004971	NP_032215.2, XP_011244598.1	XP_005318749.1
OG0004972	NP_079709.2	XP_005318734.1
OG0004973	NP_082628.3	XP_005324813.2
OG0004974	XP_011248362.1, NP_001007590.2	XP_040139011.1
OG0004975	NP_808442.2	XP_021581687.1
OG0004976	NP_955761.2, XP_006537793.1	XP_005338070.1
OG0004977	XP_006512689.1, NP_035506.2	XP_005335940.1
OG0004978	XP_017169252.1, NP_780616.4	XP_021585411.2
OG0004979	NP_001363896.1, NP_062714.1	XP_005330202.1
OG0004980	XP_011241461.1, NP_001030030.2	XP_005330205.1
OG0004981	XP_036011351.1	XP_013216163.1
OG0004982	XP_017169351.1, NP_033239.1	XP_013216161.1, XP_040139129.1, XP_040139128.1, XP_005330214.1
OG0004983	NP_001366382.1	XP_005330219.1, XP_040126381.1
OG0004984	XP_006512685.1, NP_035394.2	XP_040139150.1
OG0004985	NP_034055.1	XP_021576256.1
OG0004987	NP_776287.2	XP_005316244.1
OG0004988	NP_080918.2	XP_005316231.1
OG0004989	NP_001355357.1	XP_005316228.1
OG0004990	XP_017172023.1, NP_766102.1	XP_040149563.1
OG0004991	NP_080118.1	XP_005316090.1, XP_040149404.1
OG0004992	XP_006535304.1	XP_013217403.1
OG0004993	NP_032219.2	XP_040128981.1
OG0004994	NP_001334240.1	XP_040146803.1
OG0004995	NP_081675.2	XP_040147402.1, XP_005334745.1
OG0004996	NP_001395744.1	XP_013215593.1
OG0004997	XP_036008305.1, NP_444340.3	XP_005319161.1
OG0004998	NP_084192.2	XP_005319174.1
OG0005000	NP_954594.1, NP_001162094.1, NP_001350418.1	XP_013211445.1
OG0005001	NP_001028609.1	XP_005340474.3
OG0005002	NP_001407797.1	XP_005317842.1
OG0005003	NP_997441.2	XP_013221819.1
OG0005004	NP_001257364.1, NP_083562.1, NP_082782.1, NP_001257375.1, XP_036020377.1	XP_021575251.2
OG0005005	XP_006502772.1, NP_001407820.1	XP_005318156.1
OG0005006	NP_080946.3	XP_013220474.1
OG0005007	NP_776291.1, XP_036009604.1	XP_040134967.1
OG0005008	NP_076026.1	XP_005326133.1, XP_021582515.1, XP_040144602.1
OG0005009	NP_033124.1, NP_001345016.1, NP_001363970.1	XP_005318007.1
OG0005010	NP_001271121.1, XP_006502753.1, NP_001271120.1	XP_005317987.1, XP_040144448.1
OG0005011	NP_001156335.1, NP_083421.2	XP_005341465.1
OG0005012	NP_780698.2, XP_006513700.1, NP_001003717.1	XP_005330494.1
OG0005013	NP_001239259.1, NP_780537.1, NP_001345750.1, XP_006513046.1	XP_005324467.1
OG0005014	NP_001103483.1	XP_005324479.1
OG0005015	NP_001074699.1, XP_030108399.1, NP_001343386.1	XP_005330973.1
OG0005016	NP_666286.1, XP_036021992.1	XP_005326675.1
OG0005017	NP_848738.2	XP_040147808.1, XP_040147807.1, XP_040147806.1, XP_021577978.1, XP_013211416.1, XP_040147809.1
OG0005018	NP_001074851.1	XP_005326696.1
OG0005019	NP_001073373.2, NP_001073372.2, NP_001073370.2, NP_001073371.2, NP_001073374.1, NP_780308.2	XP_005326706.1
OG0005020	NP_001091741.1, NP_079602.4	XP_005326714.1
OG0005021	NP_083296.2, XP_006535875.1	XP_005326720.2
OG0005022	NP_001106797.2, NP_112472.3, XP_006509374.1	XP_040123932.1
OG0005023	NP_001348868.1	XP_005330852.1
OG0005024	NP_001001184.1, XP_036010045.1	XP_005329280.1
OG0005025	XP_011242029.1, NP_001077056.1	XP_021577901.1
OG0005026	NP_001188262.1	XP_040127223.1, XP_040127222.1, XP_013215039.1
OG0005027	NP_848134.1	XP_005327411.1
OG0005028	NP_082235.2	XP_040126840.1
OG0005029	NP_766162.2, XP_006515119.1	XP_040126841.1
OG0005030	XP_006515038.1, NP_766538.2, NP_001123884.1, NP_056578.2, NP_001342527.1	XP_040127231.1
OG0005031	NP_034980.2	XP_005319419.1
OG0005031	NP_032735.3	XP_021580339.1
OG0005032	NP_663416.1	XP_040127301.1
OG0005033	NP_075534.1, NP_001343877.1	XP_005322612.1, XP_040127403.1
OG0005034	NP_083956.1, XP_006519738.1	XP_040127419.1, XP_005322695.1
OG0005035	NP_035903.2	XP_013212799.1
OG0005036	NP_080572.1, NP_001034317.2, NP_001170975.1, NP_997163.2	XP_005322565.2
OG0005037	NP_001074540.1, NP_001171438.1, NP_001171439.1	XP_013212874.1
OG0005038	NP_001347369.1, XP_036016547.1, NP_001400696.1, NP_919245.1	XP_040127050.1, XP_013213705.1, XP_013213704.1
OG0005039	NP_780354.1	XP_005339634.1
OG0005040	XP_006499195.3, NP_001074558.2	XP_005339631.1
OG0005041	XP_006497895.1, NP_808279.1, NP_001342160.1, NP_001342161.1	XP_013220621.1
OG0005042	NP_680088.1	XP_021591028.1
OG0005043	NP_001128215.1, XP_006506148.1	XP_040127146.1
OG0005044	NP_034200.4	XP_040126959.1
OG0005045	NP_038792.2	XP_021584804.1
OG0005046	XP_006501175.1, NP_848892.1	XP_005334973.1
OG0005047	NP_892042.2, XP_006500903.1	XP_040143173.1, XP_040138199.1
OG0005048	XP_006501505.1, NP_035927.1	XP_005331205.1, XP_021586088.1
OG0005049	NP_001276461.1, NP_001360815.1, NP_001276466.1, NP_080765.1, NP_001276463.1	XP_040145052.1
OG0005050	NP_033045.2	XP_005327451.1
OG0005051	NP_001391419.1	XP_040147870.1
OG0005052	NP_001276709.1	XP_021578112.1
OG0005053	NP_083471.1, XP_036021466.1	XP_040147614.1, XP_021578122.1
OG0005054	NP_808269.1	XP_040147624.1, XP_040131527.1
OG0005055	NP_035478.2	XP_040146817.1
OG0005056	XP_006536238.2	XP_021576678.1
OG0005057	XP_006499544.1	XP_040140437.1
OG0005058	NP_001397062.1	XP_013217492.1
OG0005059	XP_006531785.1, NP_001001984.2	XP_005333415.1
OG0005060	NP_001412988.1, NP_700437.2	XP_005333418.1
OG0005061	NP_001355641.1, XP_030106653.1, NP_001355642.1, NP_075620.1, NP_001355644.1, NP_001355643.1	XP_005333423.1
OG0005062	NP_001360907.1	XP_040140018.1
OG0005063	NP_083045.4, NP_001158181.1, XP_006531913.1	XP_005333506.1
OG0005064	NP_598439.3	XP_021587468.1
OG0005065	NP_666204.2	XP_040142773.1
OG0005066	XP_017173702.1, NP_932782.2	XP_021586270.1, XP_040140175.1, XP_040140176.1, XP_005331573.1
OG0005067	NP_598910.2	XP_013217528.1, XP_005333464.1
OG0005068	NP_001284520.1	XP_021583569.1
OG0005069	NP_001123658.1, NP_001123656.1, NP_001123657.1, NP_758507.3, XP_006500847.1	XP_040139727.1, XP_005335555.1
OG0005070	NP_598419.1	XP_013221368.1
OG0005071	XP_017167940.1	XP_013212706.1
OG0005072	NP_082675.1	XP_005315909.1
OG0005073	NP_062630.2, XP_030107288.1	XP_040139593.1
OG0005074	NP_001396593.1	XP_005336190.1, XP_040146397.1
OG0005075	NP_034570.1, NP_001156638.1, NP_001156637.1, XP_006513311.1	XP_005332083.1, XP_021586560.1
OG0005076	NP_035692.2, XP_017168764.1	XP_005333126.2
OG0005077	XP_011240936.1, NP_001365177.1	XP_040146946.1
OG0005078	NP_084357.2, XP_036008293.1	XP_013217660.1
OG0005079	NP_001028416.2	XP_040146644.1
OG0005080	NP_001405136.1, NP_001405135.1, NP_001405138.1, NP_001405134.1, NP_891984.1, NP_001405137.1	XP_021587742.1
OG0005081	NP_001074626.1, XP_006506333.1	XP_005333930.1
OG0005083	NP_001335656.1	XP_021586488.1
OG0005084	XP_006518647.1, NP_001293007.1, NP_032432.2	XP_040145638.1
OG0005085	NP_001167518.1, XP_017168985.1	XP_040125688.1
OG0005086	NP_083445.1, XP_006511713.1, NP_035381.2	XP_021583166.1
