Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0008484	NP_808211.1	XP_031804114.1
OG0008485	NP_001264198.1, NP_001278992.1	XP_031799415.1
OG0008486	XP_011543569.1, NP_079374.2	XP_003766934.1
OG0008487	XP_011541325.1, NP_115803.1	XP_031816901.1
OG0008488	NP_057240.3	XP_031816896.1
OG0008489	NP_001354878.1, XP_016872667.1	XP_031816828.1
OG0008490	NP_001034707.1, XP_006718705.1	XP_023355441.2
OG0008491	NP_536739.1, NP_036428.1, XP_024304550.1	XP_003764669.1
OG0008492	NP_078954.4, XP_011543555.1	XP_003764668.1
OG0008493	NP_003242.1	XP_003764737.1
OG0008494	NP_001190189.1, NP_004540.1	XP_023355509.2
OG0008495	NP_056239.3, NP_001291319.1	XP_003764708.1
OG0008496	NP_001273506.1	XP_023355488.1
OG0008497	XP_047282758.1, NP_001275677.1	XP_031817278.1
OG0008498	NP_001258522.1, NP_057231.1, XP_047283072.1	XP_031817285.1
OG0008499	NP_055639.2, XP_011543711.1	XP_031817352.1
OG0008500	NP_001035207.1, NP_056057.2, NP_001128662.1, NP_001356418.1	XP_031817358.1
OG0008501	NP_065135.2	XP_031817891.1
OG0008502	NP_003728.1	XP_031817947.1
OG0008503	NP_789792.1, XP_011518346.1	XP_023357093.2, XP_031819391.1
OG0008504	NP_003745.1	XP_023362046.2
OG0008505	NP_813977.1, NP_003311.2, XP_005253166.1	XP_031798271.1
OG0008506	NP_055827.1	XP_023362019.1
OG0008507	NP_115604.1, XP_011518702.1	XP_031797899.1
OG0008508	NP_005307.1, XP_006718271.1, NP_001135779.1	XP_031798710.1
OG0008509	NP_848593.2, XP_006718218.1	XP_003773701.1
OG0008510	NP_115953.2	XP_003764696.1
OG0008511	NP_064506.3, XP_011519396.1	XP_031814422.1
OG0008512	NP_078846.2	XP_012400716.1
OG0008513	NP_002258.2, XP_016876050.1	XP_031817811.1
OG0008514	NP_001073141.1	XP_031800764.1, XP_012400732.1
OG0008515	NP_001157683.2	XP_031817777.1
OG0008516	NP_001863.3, XP_016875882.1	XP_003765933.2
OG0008517	NP_001369140.1	XP_031814229.1
OG0008518	NP_057332.1, XP_011533205.1	XP_031814286.1
OG0008519	NP_009118.1, XP_005266302.1	XP_031814308.1
OG0008520	XP_005266414.1, NP_001035519.1	XP_031814314.1
OG0008521	NP_001336584.1	XP_031814324.1
OG0008522	NP_001273675.2	XP_012401725.1
OG0008523	NP_001065243.1	XP_003765854.1
OG0008524	XP_011533527.1, NP_078822.3	XP_031814396.1
OG0008525	NP_004457.1, XP_016875924.1	XP_031819479.1
OG0008526	NP_703157.2	XP_003765830.1
OG0008527	NP_001380285.1	XP_003765815.1, XP_023356276.1
OG0008528	NP_004155.2	XP_031815680.1, XP_012400076.1, XP_031815681.1
OG0008529	NP_777367.1, NP_001182723.1	XP_031813631.1
OG0008530	NP_001238891.1	XP_031813406.1
OG0008531	XP_047296043.1, NP_001035937.1, NP_056415.1	XP_003758177.1
OG0008532	NP_001034859.2	XP_031795883.1
OG0008533	NP_031361.2, NP_031363.2, XP_011532619.1	XP_031821137.1
OG0008534	NP_060356.2	XP_031795917.1
OG0008535	NP_001357229.1, NP_057389.1	XP_003762283.1
OG0008536	NP_001123380.2	XP_031796123.1
OG0008537	NP_005117.3	XP_031796215.1
OG0008538	NP_005668.2	XP_031796125.1
OG0008539	NP_004835.2, XP_016863014.2, NP_001018009.2	XP_031796098.1
OG0008540	NP_004757.1	XP_012400077.1
OG0008541	NP_001124465.1, NP_001124464.1, NP_002890.2, NP_001352869.1	XP_031815682.1
OG0008542	NP_061874.3, XP_011511221.1, NP_001269786.1	XP_031813682.1
OG0008543	XP_011511393.1	XP_031813651.1
OG0008544	NP_004121.2	XP_031813653.1
OG0008545	NP_115759.2	XP_003766113.2
OG0008546	XP_006713727.1, NP_795713.2	XP_012401949.1
OG0008547	XP_011511436.1	XP_003766243.1
OG0008548	NP_001356712.1	XP_031813434.1
OG0008549	NP_001318114.1	XP_003772083.2
OG0008550	NP_079503.1	XP_023351258.1
OG0008551	XP_016883152.1, NP_777557.1	XP_031805380.1
OG0008552	NP_001265557.1	XP_031806918.1, XP_031806910.1, XP_012397947.1
OG0008553	NP_067043.2	XP_031806930.1
OG0008554	NP_001352542.1	XP_031806933.1, XP_023350647.2
OG0008555	XP_006723709.1, NP_079505.1	XP_023350644.1
OG0008556	XP_011527581.1, NP_001336874.1, NP_060797.2	XP_003758232.1
OG0008557	NP_056007.1, NP_877398.1	XP_031806978.1
OG0008558	NP_002583.1, NP_872590.1	XP_003757988.1
OG0008559	NP_068659.1	XP_031805608.1
OG0008561	NP_057069.1, XP_011527541.1	XP_031810015.1
OG0008563	NP_005084.1, NP_001034798.1, NP_001028171.1	XP_031809707.1
OG0008564	XP_047295917.1, NP_005216.1	XP_031809720.1
OG0008565	NP_899634.1, NP_009169.3	XP_003756998.1
OG0008566	XP_047296292.1, NP_065935.4	XP_031809761.1
OG0008567	NP_066923.3, NP_001185918.1	XP_031809786.1
OG0008568	NP_110517.2	XP_031809918.1
OG0008569	XP_016883588.1, NP_115597.3	XP_031809851.1
OG0008570	NP_001073941.1	XP_003757768.1
OG0008571	NP_001269811.1, NP_001192246.1	XP_003757772.1
OG0008572	XP_016883602.1, NP_001380459.1	XP_031807410.1, XP_031807408.1
OG0008573	XP_011527279.1, NP_002990.2	XP_012395261.1
OG0008574	NP_443183.1, XP_024307591.1	XP_031810431.1
OG0008575	XP_047296319.1, NP_071378.1	XP_031810439.1
OG0008576	NP_067071.1, XP_011527296.1	XP_031810451.1
OG0008577	NP_001167558.1, NP_006525.2, NP_001167559.1, NP_858045.1	XP_023350295.1
OG0008578	NP_001272808.1, NP_001272807.1, NP_005185.2	XP_012395159.2
OG0008579	NP_543011.2	XP_031807517.1
OG0008581	NP_057491.2, NP_001269965.1	XP_003757718.1
OG0008582	NP_945327.3, XP_047296144.1	XP_012395119.1
OG0008583	NP_542403.1	XP_031807560.1
OG0008584	NP_055073.2, XP_011526789.1	XP_031807571.1
OG0008585	XP_047296385.1, NP_003176.2	XP_031823724.1, XP_031807575.1
OG0008586	NP_009163.2, XP_005260323.1	XP_031807579.1, XP_003757673.1
OG0008587	NP_071365.4	XP_003757664.2
OG0008588	NP_003186.1, NP_942016.1, XP_005260286.1	XP_031807689.1
OG0008589	NP_060585.2	XP_003774571.1
OG0008590	NP_006219.1, XP_005273589.1	XP_012395521.1
OG0008591	NP_001076580.1, NP_000816.4	XP_003759120.2
OG0008592	NP_006466.2, XP_016875844.1	XP_003764577.1
OG0008593	NP_001273433.1	XP_031816599.1
OG0008594	XP_047286350.1, NP_009037.1	XP_003764539.1
OG0008595	NP_071904.4	XP_031816667.1
OG0008596	XP_011533454.1	XP_031816699.1
OG0008597	NP_001308047.1, NP_115733.2, NP_001308048.2	XP_031800258.1, XP_023354471.2
OG0008598	NP_065921.2	XP_031797789.1
OG0008599	XP_047272151.1, NP_006520.2, NP_001036008.1	XP_003773108.4
OG0008600	NP_001274679.1	XP_003757973.1
OG0008601	XP_011542126.1	XP_012395375.1
OG0008602	NP_758954.1	XP_031806793.1
OG0008603	XP_011542825.1, NP_001010906.1	XP_012395241.1
OG0008604	NP_073150.2	XP_031805506.1
OG0008605	NP_060104.2, XP_047277867.1	XP_031805508.1
OG0008606	NP_079216.4	XP_031805509.1
OG0008607	NP_002309.1	XP_031805525.1
OG0008608	NP_001153508.1	XP_031806751.1
OG0008609	NP_001350162.1, NP_659399.2, XP_016868592.1	XP_031806750.1
OG0008610	XP_005273732.1, NP_003858.1	XP_031805116.1
OG0008611	NP_055839.3, NP_001349731.1, NP_001093631.1	XP_003758100.1
OG0008612	NP_000228.1	XP_012395485.1
OG0008613	XP_016859543.1, NP_001073973.3	XP_031824074.1
OG0008614	NP_057594.5	XP_031813378.1
OG0008615	NP_940984.3	XP_031813376.1, XP_031813377.1
OG0008616	XP_011509246.1	XP_031824123.1
OG0008617	NP_001397916.1, NP_001308948.1	XP_031824137.1
OG0008618	NP_075573.3, NP_075571.2	XP_031823987.1
OG0008619	NP_000021.1	XP_012402115.1
OG0008620	NP_002703.1	XP_031813344.1
OG0008624	NP_056224.3	XP_031804230.1, XP_031804234.1
OG0008625	NP_001308374.1	XP_031804307.1
OG0008626	NP_001161328.1	XP_031804315.1
OG0008627	NP_958843.2, XP_006719706.1	XP_031804343.1
OG0008628	XP_006719769.1, NP_055523.1	XP_031804349.1
OG0008629	NP_060082.2	XP_031804354.1
OG0008630	NP_001350614.1, NP_776254.3	XP_031804401.1
OG0008631	XP_006719669.1, NP_079229.2	XP_031804469.1
OG0008632	NP_056150.1, XP_016874579.1	XP_031804515.1
OG0008633	NP_919262.2	XP_031804544.1
OG0008634	NP_004364.2	XP_031804585.1
OG0008635	NP_057002.2, NP_937845.1, XP_011536743.1	XP_031804561.1
OG0008636	NP_620584.2, XP_011536227.1	XP_031804594.1
OG0008637	XP_016875544.1, NP_116218.2	XP_031804646.1
OG0008638	XP_011528760.1	XP_031804670.1
OG0008639	NP_114434.3, XP_011528731.1	XP_031804664.1
OG0008640	NP_001397757.1, XP_011528170.1	XP_031804705.1
OG0008641	NP_003625.2	XP_031804746.1
OG0008642	NP_056530.2, XP_011528506.1	XP_031804762.1
OG0008643	NP_001229825.1	XP_031804813.1
OG0008644	NP_002064.1	XP_031804816.1
OG0008646	NP_001007469.1, NP_003064.2, NP_001349806.1	XP_031804961.1
OG0008647	NP_001171481.1, NP_001356220.1	XP_003763378.1
OG0008648	NP_005975.1, NP_001243463.1, NP_001274316.1	XP_031804827.1
OG0008649	NP_001317211.1, NP_001078834.1	XP_031804910.1
OG0008650	NP_477352.3	XP_031804896.1
OG0008651	XP_006724222.1	XP_031804974.1
OG0008652	XP_006718141.1, NP_004888.2	XP_031812835.1
OG0008653	NP_065850.1, XP_006717993.1	XP_031812847.1
OG0008654	XP_011544426.1, NP_114096.1, NP_001156551.1	XP_031795490.1
OG0008655	XP_024304998.1, NP_116223.3, NP_001013642.2	XP_003771423.1
OG0008656	NP_056056.2	XP_031795567.1
OG0008657	NP_055154.3	XP_031795489.1
OG0008658	XP_016874541.1, NP_829883.1, NP_001288177.1, NP_829884.1	XP_031795426.1
OG0008659	NP_001333020.1, NP_001056.1	XP_031794159.1
OG0008660	NP_001257916.1, NP_001401232.1	XP_003771291.2
OG0008661	NP_055173.1	XP_003772448.2
OG0008662	NP_060886.1, XP_011519062.1	XP_031794189.1
OG0008664	NP_065904.1	XP_031794085.1
OG0008666	NP_109592.1, NP_002839.1	XP_023360287.1
OG0008667	XP_016875665.1	XP_031794234.1
OG0008668	NP_006381.2	XP_031793972.1
OG0008669	NP_001394084.1, NP_004563.2, NP_001005242.2	XP_031794014.1
OG0008670	XP_016874923.1	XP_012405976.1
OG0008671	XP_005269287.3, NP_004710.2	XP_031796225.1
OG0008672	NP_061849.2	XP_031796193.1, XP_031796194.1
OG0008674	NP_001397905.1	XP_031793816.1
OG0008675	NP_115506.1, XP_006719688.1	XP_023360024.1
OG0008676	NP_001643.2	XP_031793789.1
OG0008677	NP_872365.2	XP_023360047.1, XP_031793751.1, XP_031793757.1
OG0008678	NP_001317351.1	XP_031793737.1, XP_031793736.1, XP_031793735.1
OG0008679	NP_056480.1	XP_031793666.1
OG0008680	NP_612482.2, NP_003100.1	XP_031793650.1
OG0008681	NP_001353484.1	XP_031793612.1
OG0008682	XP_011536903.1	XP_023361341.1
OG0008683	NP_005328.2	XP_023361157.1, XP_003772372.1, XP_023361156.1
OG0008684	XP_024304738.1, NP_002196.4	XP_003772382.2
OG0008685	NP_954582.1, NP_001106175.1	XP_003755384.1
OG0008686	NP_004239.2	XP_031811796.1
OG0008687	NP_001381460.1	XP_012395226.1
OG0008688	NP_000115.1	XP_031812132.1
OG0008689	NP_001269795.1, XP_011537794.1, NP_001388575.1, NP_001388574.1	XP_012397513.1
OG0008690	XP_011538573.1, NP_001244030.1, NP_115749.2, NP_001243478.1	XP_031811884.1
OG0008691	NP_079511.1, XP_011538515.1	XP_031811897.1
OG0008692	XP_011538628.1, NP_003963.1	XP_031811901.1
OG0008693	XP_005269750.1, NP_579899.1, NP_038479.1	XP_031811937.1
OG0008694	NP_689522.2, XP_011537550.1	XP_003755248.3
OG0008695	NP_002620.1, NP_001025062.1	XP_031812053.1
OG0008696	NP_116098.2, XP_047281837.1	XP_003755267.1
OG0008697	NP_776170.2	XP_031812546.1
OG0008698	XP_047280470.1, NP_036347.1, NP_001135906.1	XP_003755492.2
OG0008699	NP_008924.1	XP_012397259.1
OG0008700	XP_024303683.2	XP_031805217.1, XP_031811602.1
OG0008701	XP_016871749.1, NP_004302.1	XP_003755464.1
OG0008702	NP_060119.3	XP_031811629.1
OG0008703	NP_000485.3	XP_031805215.1
OG0008704	NP_079421.5	XP_031811653.1, XP_031811657.1
OG0008705	NP_001127835.2, XP_016871592.1	XP_031811694.1
OG0008706	XP_016871695.1, NP_940917.1	XP_003755398.2
OG0008707	XP_006717898.1, NP_001229628.1	XP_003755385.1
OG0008708	NP_005299.1	XP_031811804.1
OG0008709	NP_001005339.1, NP_002916.1	XP_031811805.1
OG0008710	XP_011537541.1, NP_001305118.1, NP_653188.2	XP_003755348.1
OG0008711	NP_937791.2, XP_005269585.1	XP_031811866.1
OG0008712	XP_016871998.1	XP_031812855.1
OG0008713	XP_006717970.1, NP_060050.2	XP_031812863.1, XP_003755054.1
OG0008714	NP_003465.3, XP_016872195.1	XP_031812876.1
OG0008715	NP_001077378.1	XP_031812934.1
OG0008716	XP_047280379.1, NP_001100.3	XP_031805265.1
OG0008717	NP_065574.4	XP_031812130.1
OG0008718	NP_149353.1, NP_001193318.1	XP_023352346.1
OG0008719	XP_016869592.1	XP_031802262.1
OG0008720	XP_047277179.1	XP_031802255.1
OG0008721	NP_054894.1	XP_003759823.1
OG0008722	NP_001129162.1	XP_012396766.1
OG0008723	NP_000771.2	XP_003759804.1
OG0008724	XP_011515842.1, NP_002594.1, NP_001229247.1	XP_031802201.1
OG0008725	NP_908973.1	XP_012396740.1
OG0008726	NP_056179.4, XP_047277618.1	XP_012396711.1
OG0008727	NP_113649.1	XP_003759745.2
OG0008728	NP_001264074.1, NP_076418.3, NP_001099009.1	XP_031802090.1
OG0008729	NP_001354712.1	XP_031802088.1
OG0008730	XP_016869409.1	XP_023351719.2
OG0008731	NP_001317504.1, NP_001350.1	XP_031802819.1
OG0008732	NP_001135773.1, NP_714915.3	XP_031802847.1
OG0008733	NP_060334.2	XP_031802859.1, XP_031802860.1
OG0008734	NP_477097.1, XP_016869447.1	XP_003760300.2
OG0008735	NP_057218.1	XP_031802876.1
OG0008736	XP_006720477.1, NP_787077.1	XP_003755043.1, XP_031812419.1
OG0008737	NP_055064.1, NP_057430.1	XP_031805227.1
OG0008738	NP_065104.1, XP_011520120.1	XP_031807888.1
OG0008739	NP_055506.1	XP_031807895.1
OG0008740	XP_016877803.1	XP_012401667.1
OG0008741	NP_277045.1	XP_012401646.1
OG0008742	NP_065908.1, XP_011520145.1	XP_023356317.1
OG0008743	XP_047288654.1, NP_060023.1	XP_031807971.1
OG0008744	NP_009211.1	XP_023356220.1
OG0008745	NP_006284.2, NP_001317193.1	XP_031808000.1
OG0008746	NP_001380857.1	XP_031808012.1
OG0008747	NP_056104.2, NP_001288067.1, XP_011519705.1	XP_031808011.1
OG0008748	XP_011520133.1, NP_065810.2	XP_031808024.1
OG0008749	NP_055259.2, XP_047288346.1, NP_001273343.1	XP_012402076.2
OG0008750	NP_001269239.1	XP_031808066.1
OG0008751	NP_057216.3, NP_001288139.2, XP_005254479.2	XP_031810996.1
OG0008752	XP_005254432.1, NP_976224.3	XP_003755972.1
OG0008753	XP_005254270.1	XP_031811031.1
OG0008754	NP_001137359.1	XP_012400783.2
OG0008755	XP_011520348.1, NP_079113.2	XP_012400948.1
OG0008756	NP_116191.2, XP_005254779.1	XP_031811053.1
OG0008757	NP_055362.1	XP_003755985.1
OG0008758	XP_011519464.1, NP_001366272.1, NP_006569.1, NP_057278.2	XP_031811072.1
OG0008759	XP_016877550.1, NP_877435.3	XP_031811090.1, XP_031811091.1
OG0008760	NP_001074003.1	XP_031811092.1
OG0008761	XP_011520537.1, NP_004846.4	XP_031811101.1
OG0008762	NP_003913.3, XP_047289166.1	XP_023353554.1
OG0008763	NP_640335.2, XP_005254215.2	XP_031811237.1
OG0008764	NP_066013.1, XP_047288863.1	XP_012398759.1
OG0008765	NP_001307804.1	XP_012398804.2
OG0008766	NP_005576.3, XP_011519863.1	XP_003755724.3
OG0008767	XP_011520022.1, NP_001098024.1, NP_060175.3	XP_003755735.1
OG0008768	NP_001381461.1, XP_047289036.1	XP_031811146.1
OG0008769	XP_011519915.1, NP_008832.2	XP_031812170.1
OG0008770	NP_001012660.1	XP_031812188.1
OG0008771	XP_011519799.1, NP_001073931.1	XP_031812217.1
OG0008772	XP_011519930.1, NP_001406460.1	XP_031812510.1
OG0008773	NP_001294868.1	XP_031812477.1
OG0008774	NP_001121188.1, NP_000117.1	XP_031812657.1
OG0008776	NP_001265491.1, NP_997221.2	XP_012398974.2
OG0008777	NP_002763.3, XP_011527957.1	XP_012399796.1
OG0008778	NP_598334.2, XP_011532278.1, NP_002932.1	XP_031814695.1
OG0008779	NP_079220.2, NP_001191104.1, NP_001191105.1, NP_001191103.1	XP_031815124.1
OG0008780	NP_996781.1, NP_001366157.1, NP_001272323.1, NP_848932.1	XP_012399857.1
OG0008781	NP_000619.3, NP_001401434.1	XP_012402229.1
OG0008782	NP_001371427.1, NP_001371433.1	XP_012402231.2
OG0008783	NP_001688.1	XP_003763469.1
OG0008784	NP_059134.1	XP_003763464.2
OG0008785	NP_005060.1, XP_011527996.1, NP_033664.2	XP_003763442.1
OG0008786	NP_001243224.1	XP_012399794.1
OG0008787	NP_004618.2	XP_031815061.1
OG0008788	XP_011527824.1	XP_003763393.2
OG0008789	NP_001001503.1, XP_011527888.1, NP_066553.3	XP_012399838.1, XP_003763453.3
OG0008790	NP_003674.1, XP_016883974.1	XP_031815073.1
OG0008791	NP_002617.3, XP_006724074.1, NP_001002021.2	XP_003770581.2
OG0008792	NP_001307279.2	XP_031824200.1
OG0008793	NP_001258371.1, XP_047296936.1	XP_012405664.1
OG0008794	NP_659428.2, NP_001258966.1	XP_031824647.1
OG0008795	NP_006022.3	XP_031824152.1
OG0008797	NP_072091.1	XP_031797675.1
OG0008798	NP_060862.3	XP_031799865.1
OG0008799	NP_001182067.1	XP_031798996.1
OG0008800	NP_001804.2, XP_011529846.1	XP_031799696.1
OG0008801	NP_057326.2, XP_011530326.1	XP_031798951.1
OG0008802	NP_005714.2, XP_005262737.1	XP_023361529.1
OG0008803	XP_011530195.2, NP_001501.2	XP_031797225.1
OG0008805	NP_055421.1	XP_031798610.1
OG0008806	NP_932069.1	XP_031797461.1
OG0008807	NP_055806.2, XP_005262915.1	XP_031798756.1
OG0008808	NP_919258.2, XP_005262807.1	XP_031799249.1
OG0008809	NP_001273709.1, NP_001139266.1	XP_012407506.1
OG0008810	NP_001381883.1	XP_031798742.1
OG0008811	NP_061041.2	XP_031814195.1
OG0008812	NP_006230.2, XP_011530341.1	XP_031797905.1
OG0008813	NP_000304.2, NP_001301006.1	XP_031814726.1
OG0008814	NP_005281.1	XP_003766411.1
OG0008815	XP_011510721.1, NP_563615.3	XP_031815412.1
OG0008816	NP_001374779.1	XP_031815420.1
OG0008817	NP_115735.2	XP_031815423.1
OG0008818	NP_064587.1	XP_031815430.1
OG0008819	NP_001078920.1	XP_012399942.1
OG0008820	NP_665696.1, NP_001127909.1, NP_001127910.1, NP_001127911.1	XP_031815502.1
OG0008821	XP_011511241.1, NP_001309223.1	XP_003763641.2
OG0008822	NP_203528.3	XP_023354818.1
OG0008823	NP_955452.3	XP_031815583.1
OG0008824	XP_011511040.1, NP_001186728.1	XP_031817145.1
OG0008825	NP_055182.3	XP_031815591.1
OG0008826	XP_005247494.1, NP_002255.3	XP_031815592.1
OG0008832	XP_011511152.1, NP_201573.1, NP_005920.2	XP_031813184.1
OG0008833	XP_016861535.1, NP_036419.3	XP_031819453.1
OG0008834	NP_955806.1, NP_955805.1, XP_047303451.1	XP_003763634.2
OG0008835	NP_009049.2, XP_016865290.1	XP_023351687.2
OG0008836	NP_001360.1, XP_005248319.2	XP_031802142.1
OG0008837	XP_005248400.1, NP_001157912.1	XP_003759672.1
OG0008838	NP_036205.1	XP_031801981.1, XP_031794470.1
OG0008839	XP_011512301.1, NP_056140.1	XP_031801969.1
OG0008840	NP_115868.1, XP_011512381.1	XP_023351664.1
OG0008841	XP_011512434.2, NP_079106.3	XP_031801963.1
OG0008842	NP_060610.2, XP_011512365.1	XP_031801937.1
OG0008843	NP_817125.1, NP_065142.2	XP_003766088.1
OG0008844	XP_047303740.1, NP_055431.1	XP_031813589.1
OG0008845	NP_653236.3	XP_031823960.1
OG0008846	NP_000451.1, NP_001276932.1	XP_031823947.1
OG0008847	NP_001265627.1	XP_031823958.1
OG0008848	XP_016862877.1, NP_003732.2	XP_031823945.1
OG0008849	NP_001957.2	XP_031823937.1
OG0008850	XP_006713592.1, NP_640341.1	XP_003770332.1
OG0008851	XP_005247472.1, NP_000403.1	XP_031813392.1
OG0008852	NP_001161403.1	XP_031813282.1
OG0008853	XP_011511072.1, NP_940907.2	XP_031813259.1
OG0008854	NP_001002800.1	XP_031813453.1
OG0008855	NP_640338.2	XP_031813462.1, XP_031813461.1
OG0008856	NP_001166250.1	XP_031813495.1
OG0008857	NP_872416.1, NP_001291295.1	XP_031816978.1
OG0008858	NP_620687.2, XP_047272830.1	XP_031801968.1
OG0008860	NP_064570.1, XP_011513059.1, NP_001273484.1	XP_012397131.1
OG0008861	NP_000895.2	XP_023352138.1, XP_031802798.1
OG0008862	NP_004323.2, XP_047275222.1	XP_012397142.1
OG0008863	NP_775834.2, XP_016865969.1	XP_031802783.1
OG0008864	NP_001355055.1, NP_004815.3, NP_001355054.1	XP_031802774.1
OG0008865	NP_006629.2, XP_011512555.1, NP_001273062.1, NP_001273061.1	XP_031802772.1
OG0008866	XP_011513235.2	XP_031802748.1
OG0008867	NP_001139021.1, NP_110437.2	XP_012397117.3
OG0008868	NP_001035890.1, NP_001027451.1, NP_001358995.1	XP_023352112.1
OG0008869	NP_001229557.1, NP_061861.1	XP_003760211.1
OG0008870	NP_001940.1	XP_031802648.1
OG0008871	NP_542454.3	XP_031802645.1, XP_031802644.1
OG0008872	XP_016866242.1, NP_001494.2	XP_031802639.1
OG0008875	NP_079507.1, NP_001307484.1, NP_001307485.1, XP_016866813.1, NP_001307486.1, NP_001307487.1	XP_031824318.1, XP_031824317.1
OG0008876	NP_001138472.2, NP_002201.2	XP_031816209.1
OG0008877	NP_001104501.1, NP_660302.2	XP_023354988.1
OG0008878	XP_016860875.1, NP_004279.3	XP_003763924.1
OG0008879	XP_047302063.1	XP_012400196.1
OG0008880	NP_002340.2, NP_001185688.1	XP_023355005.1
OG0008881	XP_047301324.1, NP_058520.1, NP_002888.1	XP_031816447.1
OG0008882	NP_001352465.1	XP_031816394.1
OG0008883	NP_001276959.1	XP_031816339.1
OG0008884	NP_079276.2	XP_031816326.1
OG0008885	NP_001308086.1, NP_001308083.1	XP_003764011.1
OG0008886	XP_047299826.1, NP_954697.1	XP_023355053.1
OG0008887	NP_062458.1	XP_003764044.2
OG0008888	XP_016858797.1, NP_001274513.1, NP_612142.2	XP_012400320.1
OG0008889	XP_047300223.1, NP_001092804.2	XP_031814045.1, XP_031814042.1
OG0008890	XP_006712498.1, NP_055720.3	XP_031816156.1
OG0008891	NP_612404.1	XP_031816094.1
OG0008892	XP_016858941.1	XP_012400369.1
OG0008893	NP_001308552.1	XP_031814211.1
OG0008894	NP_001120655.1	XP_031814210.1, XP_031814208.1, XP_031814209.1
OG0008895	XP_005246964.1, NP_116759.2	XP_012401780.1, XP_003775343.2
OG0008896	NP_001195.2, XP_011509989.1	XP_023356458.1
OG0008897	NP_066944.1, NP_001032752.1, NP_001950.1	XP_031814097.1
OG0008898	NP_001356583.1	XP_023356442.1
OG0008899	NP_077269.3, NP_001308038.1	XP_031813883.1
OG0008900	XP_006712348.1	XP_031813879.1
OG0008901	NP_001186693.1, NP_002837.1	XP_031813857.1
OG0008902	NP_443134.3, XP_011508828.1	XP_031813839.1
OG0008903	NP_542402.4	XP_023356581.1, XP_031813823.1
OG0008904	XP_006711644.2, NP_001171795.2	XP_012403063.2
OG0008905	NP_001306587.1, NP_060293.2, NP_001306588.1	XP_031822698.1
OG0008906	NP_001364263.1	XP_023357683.1, XP_023357684.1
OG0008907	XP_011507618.2, NP_001365258.1	XP_003767682.4
OG0008908	NP_689704.4	XP_031793106.1
OG0008909	NP_000698.1	XP_003767690.2
OG0008910	NP_001129071.1, NP_003229.1	XP_003767761.1
OG0008911	XP_047277753.1, NP_057136.2	XP_003767763.2
OG0008912	NP_057455.1	XP_031792663.1
OG0008913	XP_011507700.1, NP_001334629.1	XP_023357516.1
OG0008914	NP_001013647.2	XP_003769704.1
OG0008916	XP_011508077.1, NP_064510.1	XP_012403452.1
OG0008917	XP_005245362.1, NP_060710.3	XP_031824541.1
