Orthogroup	Echinops_telfairi	Myotis_lucifugus
OG0006062	XP_045144312.1	XP_006109979.1
OG0006063	XP_004713433.1, XP_045143151.1	XP_006082118.1
OG0006064	XP_045141381.1	XP_023608791.1
OG0006065	XP_045141459.1, XP_045145341.1, XP_045147071.1	XP_014310334.1
OG0006066	XP_004717593.1	XP_006096235.1
OG0006067	XP_030741594.1	XP_006082862.1
OG0006068	XP_004718228.1	XP_023606234.1
OG0006069	XP_045140355.1, XP_045140354.1, XP_004696915.2, XP_045140356.1	XP_006101963.1
OG0006070	XP_004698938.1	XP_006087491.1
OG0006071	XP_045150457.1, XP_004702032.1	XP_014307352.1
OG0006072	XP_004702913.1	XP_006088806.1
OG0006073	XP_004705886.1	XP_023611037.1, XP_023611038.1
OG0006074	XP_004707613.1	XP_006097126.1
OG0006075	XP_004709314.1	XP_006108226.1
OG0006077	XP_012859799.2	XP_014316355.1, NP_001273947.1
OG0006078	XP_045147981.1	XP_006093988.1
OG0006089	XP_030743439.1	XP_006106599.2
OG0006090	XP_004696323.1	XP_023615114.1
OG0006091	XP_045151713.1	XP_006101473.1
OG0006092	XP_004704108.1	XP_023608675.1
OG0006093	XP_045140516.1, XP_045150933.1	XP_006107701.1
OG0006094	XP_004710254.1	XP_014302418.1
OG0006095	XP_030740803.1	XP_006102292.2
OG0006096	XP_045140251.1	XP_014302574.1
OG0006097	XP_004707161.1	XP_006108626.1
OG0006098	XP_004701608.1	XP_006082485.1
OG0006099	XP_045141615.1	XP_023603031.1, XP_014303162.1, XP_023603026.1
OG0006100	XP_045150686.1, XP_045150931.1, XP_045140757.1	XP_014311657.1
OG0006101	XP_045141182.1	XP_023602916.1
OG0006102	XP_045149190.1	XP_023605599.1
OG0006103	XP_004702367.1	XP_006101089.1
OG0006104	XP_004717657.1	XP_023608782.1
OG0006105	XP_004712756.1	XP_023613229.1
OG0006106	XP_004704425.1	XP_006109464.2, XP_006100917.1
OG0006107	XP_004714911.1	XP_006092536.1
OG0006108	XP_004700971.1	XP_006088220.1
OG0006109	XP_004713421.1	XP_006082094.1
OG0006110	XP_004715234.1	XP_023605020.1
OG0006111	XP_045150836.1	XP_023618077.1
OG0006113	XP_004712486.2	XP_006098794.1
OG0006114	XP_045141181.1	XP_014316902.1
OG0006116	XP_004700194.1	XP_023610578.1
OG0006117	XP_045142043.1	XP_023620247.1
OG0006118	XP_004706487.1	XP_006090606.1
OG0006119	XP_004716760.1, XP_004716425.1	XP_006103854.1
OG0006120	XP_004704320.1	XP_023607487.1
OG0006121	XP_045150513.1	XP_023605940.1
OG0006122	XP_045147750.1	XP_023605545.1
OG0006123	XP_030743971.1	XP_014314296.1
OG0006125	XP_045140679.1	XP_006097510.1
OG0006126	XP_030742114.1	XP_023603991.1
OG0006127	XP_012860829.1	XP_023601704.1
OG0006128	XP_045151602.1, XP_004716655.1	XP_014316767.1
OG0006129	XP_045153612.1	XP_006087626.1
OG0006130	XP_004698142.1	XP_006090156.1
OG0006131	XP_012863953.1	XP_006101942.1
OG0006132	XP_012860541.2, XP_004704472.3	XP_006086946.1
OG0006133	XP_004709615.1	XP_006096626.1
OG0006134	XP_004701227.1, XP_045147519.1	XP_006090312.1
OG0006135	XP_004711882.1	XP_014304488.2
OG0006136	XP_045150842.1	XP_023616417.1
OG0006137	XP_030741831.1	XP_023617838.1
OG0006138	XP_004712871.1	XP_006093569.1, XP_006108855.1
OG0006139	XP_004704557.1	XP_014318620.1
OG0006140	XP_045149732.1	XP_006099452.1
OG0006142	XP_004696263.1	XP_023607651.1, XP_023607653.1, XP_006086301.1, XP_023607652.1, XP_023607654.1
OG0006143	XP_045143169.1	XP_023612056.1
OG0006144	XP_004704136.1	XP_014311428.2
OG0006145	XP_004706767.1	XP_006089017.1
OG0006146	XP_004698081.1	XP_006091431.1
OG0006147	XP_045140460.1	XP_023607858.1
OG0006148	XP_004718079.2, XP_012860394.1	XP_006101126.1
OG0006149	XP_004716992.3	XP_023602917.1
OG0006150	XP_045151217.1, XP_045151216.1	XP_006096482.1
OG0006151	XP_004698707.1	XP_023599684.1
OG0006152	XP_045153487.1	XP_006088898.1
OG0006153	XP_004706675.1	XP_014319257.1
OG0006154	XP_004703408.1	XP_023609423.1
OG0006155	XP_030742345.2	XP_006105542.1
OG0006156	XP_004710002.2	XP_023609437.1
OG0006158	XP_004696665.1, XP_012862801.1	XP_014321046.1
OG0006159	XP_045146918.1	XP_023614668.1
OG0006161	XP_045153689.1, XP_004709083.1	XP_006090397.1, XP_023610942.1
OG0006162	XP_045147335.1	XP_014312598.1
OG0006163	XP_004711477.1	XP_014313687.1
OG0006164	XP_045152574.1	XP_023618809.1
OG0006165	XP_004708189.1	XP_023605756.1, XP_014309162.1
OG0006168	XP_004699989.1	XP_023600720.1
OG0006169	XP_004708376.1	XP_006092079.1
OG0006170	XP_045154135.1, XP_004705495.1	XP_023601806.1
OG0006171	XP_004702907.1	XP_014311409.1
OG0006172	XP_004699506.1	XP_006087341.1
OG0006173	XP_004711393.1	XP_006095791.1
OG0006174	XP_004701649.1	XP_006082553.1
OG0006175	XP_045140947.1	XP_006081210.1
OG0006176	XP_045145804.1	XP_014312304.1, XP_006091383.1
OG0006178	XP_004714770.2	XP_023617296.1
OG0006179	XP_045148940.1	XP_014305746.2
OG0006181	XP_045142447.1	XP_006093189.1
OG0006182	XP_045154953.1, XP_045154954.1	XP_023620398.1
OG0006183	XP_004715517.1	XP_006099713.1
OG0006184	XP_004702323.1	XP_006083969.1
OG0006185	XP_045142466.1	XP_023607359.1
OG0006187	XP_045150729.1	XP_006082629.1
OG0006188	XP_004717485.1	XP_006090388.1
OG0006189	XP_030740762.1	XP_014310251.1
OG0006190	XP_004716962.2	XP_006101358.1
OG0006191	XP_004711750.1	XP_023601598.1
OG0006192	XP_004716579.1	XP_014301166.1, XP_023600373.1
OG0006193	XP_045154280.1	XP_006095194.1
OG0006194	XP_030743381.1	XP_006092098.1
OG0006199	XP_004712792.1	XP_023608616.1
OG0006200	XP_004716986.1	XP_006101373.1
OG0006202	XP_004708648.1	XP_014301473.1
OG0006203	XP_045152039.1	XP_006090860.2
OG0006204	XP_045152008.1	XP_023608431.1
OG0006205	XP_004703084.1	XP_006087232.1
OG0006206	XP_045152174.1	XP_006087251.1, XP_014305955.2
OG0006208	XP_004703051.1	XP_023606582.1
OG0006209	XP_004702218.1	XP_014307394.1
OG0006210	XP_004708661.1	XP_006084955.1
OG0006211	XP_030742732.2, XP_045150580.1	XP_023600646.1
OG0006213	XP_045150652.1	XP_023603655.1, XP_023599416.1, XP_006109130.3
OG0006214	XP_004701999.2	XP_006093928.1, XP_023613983.1
OG0006216	XP_004701989.1	XP_023613947.1, XP_023613946.1, XP_006093945.1
OG0006217	XP_004701987.1	XP_006107040.1, XP_006093946.1
OG0006218	XP_004701979.1	XP_006103820.1
OG0006219	XP_030742736.2	XP_023620559.1
OG0006221	XP_004702085.1	XP_006089266.1
OG0006222	XP_045150455.1, XP_045141969.1	XP_023609957.1
OG0006223	XP_045145361.1	XP_023620802.1
OG0006224	XP_045145364.1	XP_023620666.1
OG0006225	XP_045154550.1	XP_023599315.1
OG0006226	XP_004713894.1	XP_023608157.1, XP_006086881.1
OG0006227	XP_045145113.1	XP_006094193.1
OG0006228	XP_045140840.1	XP_023601520.1
OG0006229	XP_045150311.1	XP_023603062.1
OG0006230	XP_004713954.1	XP_023603281.1, XP_014316922.1
OG0006231	XP_004717792.1	XP_023599395.1
OG0006232	XP_004717796.1	XP_006102263.1
OG0006233	XP_045154582.1, XP_004717793.1	XP_006102264.1
OG0006234	XP_012864086.1	XP_023599390.1
OG0006236	XP_004715757.1	XP_023605158.1, XP_006109568.3
OG0006238	XP_004710488.1	XP_023604018.1
OG0006239	XP_045148571.1	XP_006109539.1
OG0006240	XP_004710692.1	XP_023605015.1
OG0006241	XP_004710693.2	XP_023604988.1, XP_023604972.1
OG0006242	XP_004710686.1	XP_014305995.2
OG0006243	XP_045148584.1	XP_006108892.1
OG0006244	XP_004710462.1	XP_006106967.1
OG0006245	XP_045148598.1	XP_006105349.1
OG0006246	XP_012862069.2	XP_006108713.3
OG0006247	XP_004710621.1	XP_023602725.1
OG0006248	XP_004710595.1	XP_023599358.1
OG0006249	XP_004710594.1	XP_006102228.2
OG0006250	XP_045148785.1	XP_023616296.1
OG0006251	XP_004715893.1	XP_006096738.1
OG0006253	XP_004715845.1	XP_023618132.1
OG0006254	XP_004704966.1	XP_006096048.1
OG0006255	XP_004704766.2	XP_023601630.1
OG0006256	XP_045156163.1	XP_006109918.1
OG0006258	XP_045153760.1	XP_023607948.1
OG0006259	XP_045145812.1, XP_012861610.2	XP_023602146.1
OG0006260	XP_045141566.1	XP_023618302.1
OG0006263	XP_004712681.2	XP_023609363.1
OG0006264	XP_045140518.1	XP_023607932.1
OG0006265	XP_004697084.2	XP_006086551.2
OG0006266	XP_004696731.1	XP_023607831.1
OG0006267	XP_045140660.1	XP_014309403.1
OG0006268	XP_012861069.1	XP_006086475.1
OG0006269	XP_004697118.1	XP_006086468.1
OG0006270	XP_004703768.2	XP_023602368.1
OG0006272	XP_004703622.1	XP_023607129.1
OG0006273	XP_045141165.1	XP_023606839.1
OG0006274	XP_045141162.1	XP_014307293.1
OG0006275	XP_045141245.1	XP_006081400.1
OG0006276	XP_004703595.1	XP_014307239.1
OG0006277	XP_045141287.1	XP_023606492.1
OG0006278	XP_004704929.1	XP_006105252.1
OG0006279	XP_004704702.1	XP_006105251.1
OG0006280	XP_004704941.2	XP_006106795.2
OG0006281	XP_004704750.1	XP_006105494.1, XP_014306073.2, XP_006109014.3
OG0006282	XP_030743844.2	XP_023614315.1
OG0006283	XP_004705071.1	XP_006094307.1
OG0006284	XP_004705114.1	XP_006097325.1, XP_006087000.2
OG0006285	XP_045154873.1	XP_023614090.1
OG0006286	XP_045154224.1, XP_045144718.1	XP_006081281.1, XP_006094048.1
OG0006287	XP_004705202.1	XP_014306227.1
OG0006288	XP_004705208.1	XP_014304969.2
OG0006289	XP_045154701.1	XP_023600733.1
OG0006290	XP_004705236.1, XP_045154704.1	XP_006103774.1
OG0006291	XP_004702505.1	XP_006101482.1
OG0006292	XP_004708266.3	XP_006104794.1, XP_006108107.1
OG0006293	XP_004706693.3	XP_023605945.1
OG0006294	XP_004706700.1	XP_006081235.1
OG0006295	XP_004703710.1	XP_023605969.1
OG0006296	XP_004703574.1	XP_006081341.1
OG0006297	XP_004700089.1	XP_006108208.3
OG0006298	XP_012859543.2	XP_014302836.1
OG0006299	XP_045152404.1	XP_014304152.1
OG0006300	XP_004708158.2	XP_023603224.1
OG0006301	XP_004708157.1	XP_023603223.1, XP_006106745.1
OG0006302	XP_030740317.1	XP_006109369.1
OG0006303	XP_004708273.2	XP_023603226.1
OG0006304	XP_004708152.2	XP_023604450.1, XP_023604787.1
OG0006305	XP_045142235.1	XP_006108888.1, XP_014303331.1
OG0006307	XP_045142244.1	XP_006103461.1, XP_023605104.1, XP_023602690.1
OG0006308	XP_004708141.2	XP_023603623.1
OG0006309	XP_045142305.1	XP_014305818.2, XP_014305965.1
OG0006310	XP_004699782.1	XP_006107861.1, XP_014305304.1
OG0006311	XP_045145391.1	XP_006105417.1
OG0006312	XP_004715142.1	XP_006105413.1
OG0006313	XP_004715128.1	XP_006104142.1
OG0006315	XP_045145406.1	XP_023604716.1
OG0006316	XP_004715191.1	XP_023604303.1
OG0006317	XP_004715136.1	XP_006106128.1
OG0006318	XP_004703225.1	XP_023609421.1
OG0006319	XP_045140044.1	XP_014318919.1
OG0006320	XP_045145442.1	XP_023603840.1
OG0006322	XP_045141624.1	XP_006109416.2, XP_014303523.1
OG0006324	XP_012860710.2	XP_006094326.1
OG0006325	XP_012862573.1	XP_006108868.3, XP_023601664.1
OG0006326	XP_004709880.1, XP_045150187.1	XP_006103296.2
OG0006327	XP_004717358.1	XP_006104573.1
OG0006328	XP_045153930.1	XP_023602827.1, XP_014306712.2, XP_023601523.1
OG0006329	XP_004701166.1	XP_006089765.1
OG0006330	XP_045147614.1	XP_023603590.1, XP_006089811.3
OG0006331	XP_004701442.1	XP_006105393.1
OG0006332	XP_045147617.1	XP_014320893.1
OG0006333	XP_004701201.1	XP_006100020.1
OG0006334	XP_045147559.1, XP_004701202.1	XP_006100016.1
OG0006335	XP_045147621.1	XP_023619352.1
OG0006336	XP_045147622.1	XP_023619351.1
OG0006337	XP_045147132.1	XP_006090315.1
OG0006338	XP_045147105.1	XP_006090299.1
OG0006339	XP_004713034.1, XP_045149457.1	XP_006101044.1, XP_006109326.2
OG0006340	XP_004709256.1	XP_006100182.1
OG0006341	XP_004709255.1, XP_030742371.1	XP_006100175.1
OG0006342	XP_004696878.1	XP_014310117.1
OG0006343	XP_045140747.1	XP_014310074.1
OG0006344	XP_045140521.1	XP_023609540.1
OG0006345	XP_004696864.1	XP_006097745.1
OG0006346	XP_004697197.1	XP_006081651.1
OG0006347	XP_012860415.2	XP_014318867.1
OG0006348	XP_004698171.1	XP_023607520.1
OG0006349	XP_004696821.1	XP_023609839.1
OG0006350	XP_004697148.1	XP_023611112.1, XP_023609894.1
OG0006351	XP_012861629.1	XP_014311687.1
OG0006352	XP_004697137.1	XP_006097491.1
OG0006353	XP_045150502.1, XP_004696766.1	XP_006097503.1
OG0006354	XP_012863847.2	XP_023610821.1
OG0006355	XP_045141324.1	XP_023610787.1
OG0006356	XP_012863301.2	XP_006098338.3, XP_006084306.1
OG0006357	XP_030744802.2	XP_006090171.1
OG0006358	XP_045141081.1	XP_006090170.1
OG0006359	XP_004698420.1	XP_006090162.3
OG0006360	XP_004698140.1	XP_014312508.1
OG0006361	XP_004698437.1	XP_023608482.1
OG0006362	XP_045141090.1	XP_006081553.1
OG0006363	XP_045141198.1	XP_006106852.2
OG0006364	XP_004698666.1	XP_006099839.1
OG0006365	XP_045139503.1	XP_023601387.1
OG0006366	XP_004714262.1	XP_014305348.1, XP_014319362.1
OG0006367	XP_004714225.2	XP_023604403.1
OG0006368	XP_004714246.3	XP_006110179.2
OG0006369	XP_004714243.1	XP_014322648.1
OG0006371	XP_004716329.1	XP_023602021.1
OG0006372	XP_004716324.2	XP_023600484.1
OG0006373	XP_045139548.1	XP_023601393.1
OG0006374	XP_004712908.2	XP_023600065.1
OG0006375	XP_004712925.2	XP_023613693.1
OG0006377	XP_045153690.1	XP_023603244.1
OG0006378	XP_045153675.1	XP_006099373.1, XP_006099374.1, XP_023618748.1, XP_014320330.1
OG0006379	XP_012861688.1	XP_014319896.1
OG0006380	XP_004716246.1	XP_006100734.1
OG0006383	XP_004713046.1	XP_006105157.1, XP_006109510.1
OG0006385	XP_004713055.2	XP_014303126.1
OG0006387	XP_004712995.1	XP_023604307.1, XP_014306446.2, XP_023599720.1
OG0006388	XP_004713000.1	XP_023601107.1
OG0006389	XP_004716362.1	XP_006097431.1
OG0006390	XP_045146217.1	XP_023620620.1
OG0006391	XP_030742353.1	XP_006107240.1
OG0006392	XP_045149221.1, XP_045149220.1, XP_045149222.1, XP_004709243.1	XP_006106989.2
OG0006393	XP_045148133.1	XP_006089832.1
OG0006395	XP_004699442.1	XP_023615728.1
OG0006396	XP_045147920.1	XP_006096162.1
OG0006397	XP_045147687.1	XP_023608595.1
OG0006400	XP_004709832.1, XP_045144792.1	XP_006108374.1
OG0006402	XP_004718003.2, XP_045155017.1	XP_023604735.1
OG0006405	XP_045155150.1	XP_006107272.1
OG0006406	XP_045155149.1	XP_006106525.3
OG0006407	XP_004704559.1	XP_023616884.1
OG0006408	XP_045149537.1	XP_014318607.1
OG0006410	XP_004704602.1	XP_006091286.1
OG0006411	XP_045149672.1	XP_006091234.1
OG0006412	XP_045149772.1	XP_023611861.1
OG0006413	XP_004704644.1	XP_006091212.1
OG0006414	XP_004704669.1	XP_023618906.1
OG0006415	XP_004704676.1	XP_014320410.1
OG0006416	XP_012860630.2	XP_006099442.2
OG0006417	XP_045149627.1	XP_006099433.1
OG0006419	XP_004704684.1	XP_023616090.1
OG0006420	XP_004699459.1	XP_023608596.1
OG0006421	XP_045149532.1	XP_006087093.1
OG0006422	XP_004705905.1	XP_006090444.1
OG0006423	XP_004705629.1	XP_023609207.1
OG0006424	XP_004705634.1	XP_006088285.1
OG0006425	XP_045140466.1	XP_023609221.1, XP_023609222.1, XP_023609180.1
OG0006426	XP_012861001.1	XP_006088287.1
OG0006427	XP_004705682.1	XP_023609186.1
OG0006428	XP_045140607.1	XP_006088320.1
OG0006429	XP_045141176.1	XP_006081088.1
OG0006430	XP_004705649.1	XP_023609876.1
OG0006431	XP_045146706.1, XP_045141805.1	XP_023609932.1, XP_023613669.1
OG0006433	XP_004705620.1	XP_023618379.1
OG0006434	XP_004705975.1	XP_023617206.1
OG0006435	XP_012860867.1	XP_023617182.1
OG0006436	XP_004705606.1	XP_006097772.1
OG0006440	XP_004705712.1	XP_023600572.1
OG0006441	XP_004706084.1	XP_014301396.1
OG0006442	XP_030744800.1	XP_023602212.1
OG0006443	XP_004706115.1	XP_023607245.1
OG0006444	XP_004706121.1	XP_006108655.1, XP_023602148.1
OG0006445	XP_045140961.1	XP_014302995.1
OG0006446	XP_045141947.1	XP_023620881.1
OG0006447	XP_004705915.1	XP_006096414.1
OG0006449	XP_004705909.2	XP_006096390.1
OG0006450	XP_004705908.2	XP_014306604.1, XP_023611075.1
OG0006451	XP_012860965.2	XP_014312782.1
OG0006452	XP_045141977.1	XP_023611025.1
OG0006453	XP_030744859.1, XP_045141289.1	XP_014312796.1, XP_006108742.2
OG0006454	XP_045141974.1	XP_023611041.1
OG0006455	XP_004705878.1	XP_023611068.1
OG0006456	XP_004705877.1	XP_006090526.1
OG0006457	XP_045141899.1	XP_023611087.1
OG0006458	XP_045156068.1	XP_023620218.1
OG0006459	XP_004706203.2	XP_006100949.1
OG0006460	XP_045141958.1	XP_006104994.1
OG0006461	XP_045141953.1, XP_012864227.1	XP_014301540.1, XP_014301541.1
OG0006462	XP_004706166.1	XP_023600679.1
OG0006463	XP_004706159.1	XP_023603704.1
OG0006466	XP_045147841.1	XP_014301989.1, XP_006106017.1
OG0006467	XP_045147922.1, XP_004699646.1, XP_045147921.1	XP_006093961.1
OG0006468	XP_045148093.1	XP_014309070.2
OG0006469	XP_004699382.2	XP_006086157.1
OG0006470	XP_004699388.1	XP_006098948.1
OG0006472	XP_004700180.1	XP_006094955.1, XP_014306210.1, XP_014316385.1, XP_006108821.1
OG0006473	XP_045151967.1	XP_023612170.1
OG0006474	XP_030743644.1	XP_023604476.1
OG0006475	XP_004699859.1	XP_014306738.1
OG0006476	XP_004699858.1	XP_006109309.1
OG0006477	XP_004699837.1	XP_014305697.1
OG0006478	XP_004699924.1	XP_023610550.1, XP_023610551.1, XP_006089972.1
OG0006479	XP_045154131.1	XP_006089936.1
OG0006480	XP_004706728.1	XP_006089922.1
OG0006481	XP_004706727.1	XP_006089925.1, XP_023605093.1
OG0006482	XP_004706871.1	XP_006089002.1
OG0006483	XP_004706779.1	XP_023609715.1
OG0006484	XP_045154043.1	XP_006088983.1
OG0006485	XP_030743626.2	XP_023609692.1
OG0006486	XP_045153776.1	XP_023609694.1
OG0006487	XP_004706787.1	XP_006088964.1
OG0006488	XP_004706889.2	XP_023617336.1
OG0006489	XP_004706806.1	XP_006099657.1
OG0006490	XP_004706809.1	XP_023605076.1, XP_023619029.1
OG0006492	XP_030743684.2	XP_006106628.2
OG0006493	XP_045154065.1	XP_014306357.1, XP_014304816.2, XP_023601970.1
OG0006494	XP_004714778.1	XP_006097835.1
OG0006495	XP_045154445.1	XP_023617359.1
OG0006496	XP_004714755.1	XP_023617307.1
OG0006497	XP_045154359.1	XP_023617362.1
OG0006498	XP_004714737.1	XP_006097885.1
OG0006499	XP_004714711.1	XP_006097918.1
OG0006500	XP_004714708.1	XP_006095142.1
OG0006503	XP_030743154.2	XP_006085202.1
OG0006504	XP_045151971.1	XP_014308056.2
OG0006505	XP_004702982.1	XP_006091745.1
OG0006506	XP_004702959.1	XP_023616937.1
OG0006507	XP_004703931.1	XP_006082878.1
OG0006508	XP_004702927.1	XP_006089365.1
OG0006509	XP_045152029.1	XP_023606595.1, XP_014307991.1
OG0006511	XP_004699170.1	XP_006106890.1
OG0006512	XP_004698534.2	XP_023619471.1
OG0006513	XP_045143572.1	XP_006100312.1
OG0006514	XP_004698824.1	XP_023619855.1
OG0006515	XP_004698524.1	XP_023619432.1
OG0006516	XP_030740753.1	XP_014320984.1
OG0006517	XP_045143655.1	XP_014320950.1
OG0006518	XP_045143980.1	XP_023599448.1
OG0006519	XP_045143592.1	XP_006102351.1
OG0006520	XP_004698557.1, XP_045143988.1, XP_045143987.1	XP_006102291.2
OG0006521	XP_045143823.1	XP_006102348.1
OG0006522	XP_045143889.1	XP_014308834.1
OG0006523	XP_004698589.1	XP_006085896.1
OG0006524	XP_004698618.1	XP_023611360.1
OG0006525	XP_004698629.1	XP_006087873.1
OG0006526	XP_045143943.1	XP_006100301.1
OG0006527	XP_004698636.1	XP_006100298.1
OG0006528	XP_045147652.1	XP_006097018.1
OG0006529	XP_045143564.1	XP_023618994.1
OG0006530	XP_004698682.1	XP_006096110.1
OG0006531	XP_004698690.1	XP_006096098.1
OG0006532	XP_045143561.1	XP_006109509.1, XP_023599688.1
OG0006533	XP_045143557.1	XP_006102630.1
OG0006534	XP_045144183.1	XP_014323393.1
OG0006535	XP_045144047.1	XP_006091035.1
OG0006536	XP_004698721.1	XP_023611618.1
OG0006537	XP_004698728.1	XP_006108317.1
OG0006539	XP_045143811.1	XP_023611652.1
OG0006540	XP_045143916.1	XP_023617095.1
OG0006541	XP_004698764.1	XP_014318860.1
OG0006542	XP_004699091.1	XP_006098502.1
OG0006543	XP_004698780.1, XP_045143747.1	XP_006098479.1
OG0006545	XP_045143700.1, XP_004699145.1	XP_023619845.1
OG0006546	XP_045144012.1	XP_023600206.1
OG0006547	XP_045143556.1	XP_023611657.1
OG0006549	XP_045152558.1	XP_014313398.2
OG0006550	XP_012861270.1	XP_006092321.2
OG0006551	XP_004707203.1	XP_006095018.1
OG0006552	XP_004707196.1	XP_006095026.1, XP_006100894.1
OG0006553	XP_004706950.1	XP_006095617.1
OG0006555	XP_045155445.1	XP_006107071.1, XP_006108498.2
OG0006557	XP_004717388.1	XP_006101940.1
OG0006558	XP_045155401.1	XP_023602701.1
OG0006559	XP_004707267.1	XP_006092345.1
OG0006560	XP_004707262.1	XP_023612616.1
OG0006561	XP_045155799.1	XP_014321722.1, XP_023620115.1
OG0006562	XP_004707181.2	XP_014321683.1
OG0006563	XP_004707163.1	XP_006100827.1
OG0006564	XP_004707486.1	XP_006098964.3
OG0006565	XP_004707479.2	XP_023618366.1
OG0006566	XP_045155914.1	XP_023599978.1
OG0006567	XP_045155282.1	XP_023615349.1
OG0006568	XP_004707438.1	XP_006095675.1
OG0006569	XP_045155512.1	XP_014317159.1
OG0006570	XP_004707079.1	XP_006095680.1
OG0006571	XP_004707435.1	XP_023615376.1
OG0006571	XP_004707076.1	XP_014317169.1
OG0006573	XP_030743957.1	XP_023612510.1
OG0006574	XP_012861205.1	XP_006101985.1
OG0006575	XP_004707021.1	XP_014322812.1, XP_023599155.1
OG0006576	XP_004707008.1	XP_023619279.1
OG0006577	XP_004706987.1	XP_006095583.1
OG0006578	XP_045155514.1	XP_023615265.1
OG0006579	XP_030744104.1	XP_014320220.1
OG0006580	XP_004714522.1	XP_014306421.2
OG0006585	XP_004713380.1	XP_006104460.2
OG0006586	XP_045144457.1	XP_023604520.1
OG0006587	XP_004713295.1	XP_023603182.1
OG0006589	XP_045144444.1	XP_023599281.1, XP_023599280.1
OG0006590	XP_004700593.1	XP_014315420.1
OG0006591	XP_045145020.1, XP_004708426.1	XP_006093740.1
OG0006592	XP_045144992.1	XP_023613803.1
OG0006593	XP_004700594.1	XP_006093668.1, XP_006093667.1
OG0006594	XP_045147648.1	XP_006093751.1
OG0006595	XP_045148924.1	XP_014315387.1
OG0006596	XP_045147489.1	XP_006093601.1
OG0006597	XP_045148171.1	XP_006093598.1
OG0006598	XP_004700862.1	XP_006096913.1
OG0006599	XP_004700510.1	XP_023615230.1
OG0006600	XP_004718231.2	XP_014316967.1
OG0006601	XP_045147848.1	XP_014302333.1, XP_023602974.1
OG0006602	XP_045148051.1, XP_004700665.1	XP_023602973.1
OG0006603	XP_045149092.1, XP_045149089.1, XP_045149101.1	XP_023603745.1
OG0006607	XP_004700704.1	XP_014306245.2, XP_006109467.2
