Orthogroup	Echinops_telfairi	Microcebus_murinus
OG0007078	XP_045150288.1, XP_004709493.1	XP_012638554.1
OG0007079	XP_030740371.1	XP_012638546.1
OG0007080	XP_004709500.1	XP_012638520.1
OG0007081	XP_004709508.1	XP_012638490.1
OG0007082	XP_004709518.1	XP_012638436.1
OG0007083	XP_030740375.1	XP_012638452.2
OG0007085	XP_004716345.1	XP_020141618.1
OG0007086	XP_004718119.1, XP_045147070.1	XP_012614028.1
OG0007087	XP_012862549.3	XP_012614143.1
OG0007088	XP_045141684.1	XP_012623694.1
OG0007089	XP_004712090.2	XP_012603699.1
OG0007090	XP_004712091.1	XP_012603681.1
OG0007091	XP_004712101.1	XP_012590906.1
OG0007092	XP_045141736.1, XP_004712032.1, XP_045141737.1	XP_020141680.1
OG0007093	XP_045141610.1	XP_012594824.1
OG0007094	XP_045140776.1	XP_012641438.1
OG0007095	XP_045142183.1	XP_012596362.1
OG0007096	XP_045140448.1	XP_012641453.1
OG0007097	XP_004711366.1	XP_012641457.1
OG0007098	XP_004711342.1	XP_012636391.1
OG0007099	XP_045140384.1	XP_012602483.1
OG0007100	XP_004697012.1	XP_012602467.1
OG0007101	XP_004697006.1	XP_020140292.1
OG0007102	XP_045140688.1	XP_012638370.1
OG0007103	XP_045140545.1	XP_012637237.2
OG0007104	XP_012860795.1	XP_012634540.1
OG0007105	XP_045139569.1, XP_004696959.1	XP_012634535.1
OG0007106	XP_030744696.1	XP_012634529.2
OG0007107	XP_045140400.1	XP_012635489.1
OG0007108	XP_012861085.3	XP_020140303.1
OG0007109	XP_004713140.1	XP_012619891.1
OG0007110	XP_004703518.2	XP_012621648.1, XP_012621649.1
OG0007111	XP_045140253.1	XP_012621653.1
OG0007113	XP_004703353.2	XP_012634485.1
OG0007114	XP_004703334.1	XP_012593875.1
OG0007115	XP_045140267.1	XP_012629475.1, XP_012629474.1
OG0007116	XP_004703486.1, XP_045140089.1	XP_020140172.1
OG0007117	XP_004703309.1	XP_020140152.1
OG0007118	XP_004703300.1	XP_020140170.1
OG0007119	XP_030743694.1, XP_004703298.1	XP_012622197.1
OG0007120	XP_004703279.2	XP_020140121.1, XP_020140139.1
OG0007121	XP_045140285.1	XP_012600603.1
OG0007122	XP_045140290.1	XP_012600030.1
OG0007123	XP_030740679.1	XP_020142531.1
OG0007124	XP_004706494.1	XP_012606441.1
OG0007125	XP_045142199.1	XP_020143573.1, XP_020140306.1
OG0007126	XP_004716809.1	XP_012598538.1
OG0007127	XP_045142081.1	XP_012635140.1
OG0007128	XP_004706434.1	XP_012635124.1
OG0007129	XP_045142131.1	XP_020143204.1
OG0007130	XP_004706467.1, XP_045142129.1	XP_012643015.1
OG0007131	XP_004706468.1	XP_012643016.1
OG0007132	XP_004706472.1, XP_045142141.1	XP_012636045.1
OG0007133	XP_004706554.2, XP_045145517.1	XP_012636038.1
OG0007134	XP_004712281.1	XP_012635971.1
OG0007135	XP_045143450.1	XP_012635935.1
OG0007136	XP_045143539.1	XP_020145580.1
OG0007137	XP_045143432.1	XP_012635840.1
OG0007138	XP_004713458.1	XP_020142320.1
OG0007139	XP_045141226.1	XP_012646578.1
OG0007140	XP_004708657.1	XP_012592463.1, XP_012592464.1
OG0007141	XP_045152331.1	XP_012592394.1
OG0007142	XP_030743213.2	XP_012592351.1
OG0007143	XP_004713480.1, XP_045139673.1	XP_012605271.1
OG0007144	XP_004713474.1	XP_020136525.1
OG0007145	XP_004704168.1	XP_012638211.1
OG0007146	XP_004704140.1	XP_012591848.1
OG0007147	XP_045153372.1	XP_012591850.1
OG0007148	XP_004712216.1	XP_012623951.1
OG0007150	XP_045147712.1, XP_012862431.1	XP_012593164.1
OG0007151	XP_045153768.1	XP_012608931.1
OG0007153	XP_004717354.1	XP_012591765.1
OG0007155	XP_004703796.1	XP_012637396.1
OG0007156	XP_045154042.1	XP_012600729.1
OG0007157	XP_045148542.1	XP_012591161.1
OG0007158	XP_045154002.1	XP_012615843.1
OG0007159	XP_004703829.1	XP_020143596.1, XP_012616625.1
OG0007160	XP_045147505.1, XP_004703945.1, XP_045145644.1	XP_012608846.1
OG0007161	XP_045150514.1	XP_012641308.1
OG0007162	XP_004701530.2	XP_012641238.1
OG0007163	XP_045152454.1	XP_012634937.1
OG0007164	XP_045152482.1	XP_012632360.1
OG0007165	XP_045152500.1, XP_045152506.1	XP_012632396.1
OG0007167	XP_012859774.1, XP_045151370.1	XP_012594454.1
OG0007168	XP_004701627.1	XP_012607570.1
OG0007169	XP_004701697.1	XP_012597392.1
OG0007170	XP_004716598.2	XP_012624041.1
OG0007171	XP_045154117.1	XP_012614218.1
OG0007172	XP_004700172.1	XP_012615356.1
OG0007173	XP_045154124.1	XP_012615662.1
OG0007174	XP_030743648.1	XP_012615756.1
OG0007175	XP_004699965.1	XP_020140013.1
OG0007176	XP_004716586.2	XP_012624015.1
OG0007177	XP_004716582.1	XP_012624025.1
OG0007178	XP_004699961.1	XP_012646910.1
OG0007179	XP_004713223.1	XP_012593544.1, XP_012593545.1, XP_012593543.1, XP_012593546.1
OG0007181	XP_004710143.1	XP_012646468.1
OG0007184	XP_045146693.1	XP_012640286.1
OG0007185	XP_045146694.1	XP_012640239.1
OG0007186	XP_004710048.2	XP_012640057.1
OG0007187	XP_045146659.1	XP_012640041.1
OG0007188	XP_004714623.1	XP_012592135.1
OG0007189	XP_045145346.1	XP_012637275.1
OG0007190	XP_045144249.1	XP_020140631.1
OG0007191	XP_004713250.2	XP_012605173.1
OG0007192	XP_004713227.1	XP_012593509.1
OG0007193	XP_004713211.1	XP_012593561.1
OG0007194	XP_045144255.1	XP_012607620.1
OG0007196	XP_004713256.1	XP_012603279.1
OG0007198	XP_004716756.1	XP_012591688.1
OG0007199	XP_045152942.1	XP_020140452.1
OG0007200	XP_004711243.1	XP_012622849.1
OG0007201	XP_045146530.1	XP_012622863.2
OG0007202	XP_004711261.4	XP_012622871.1
OG0007205	XP_004710084.1	XP_012606578.1
OG0007206	XP_045154505.1	XP_012605301.1, XP_012605293.1, XP_012605285.1
OG0007207	XP_045141426.1	XP_012612722.1
OG0007208	XP_012864027.3, XP_004709060.2	XP_012612712.1
OG0007209	XP_045141472.1, XP_045141473.1, XP_004717655.1	XP_012612675.1
OG0007210	XP_045141395.1	XP_012612670.1
OG0007211	XP_045141416.1	XP_012612740.1
OG0007212	XP_004700152.1	XP_012614188.1
OG0007213	XP_004702221.1	XP_012592006.1
OG0007214	XP_004705670.1	XP_012614672.1
OG0007215	XP_045140324.1, XP_004707897.2	XP_012593009.1
OG0007216	XP_004717536.1	XP_012641954.1
OG0007217	XP_004717923.2, XP_004717885.1	XP_012609902.1
OG0007219	XP_030740759.2	XP_012608136.2
OG0007221	XP_045143959.1	XP_012601943.1
OG0007223	XP_045147136.1	XP_012631994.1
OG0007225	XP_045153133.1	XP_020142397.1
OG0007232	XP_004704880.1	XP_012597802.1
OG0007234	XP_004703082.1	XP_012629923.1
OG0007235	XP_004712642.1	XP_012624232.1
OG0007236	XP_045146386.1	XP_012599449.1
OG0007237	XP_004706153.1	XP_020137222.1
OG0007238	XP_045152616.1	XP_012594359.1
OG0007239	XP_045151422.1	XP_012598469.1
OG0007240	XP_045145115.1	XP_012625419.1
OG0007241	XP_045151957.1, XP_045151956.1	XP_020143254.1
OG0007242	XP_045150945.1	XP_012638278.1
OG0007243	XP_030743020.1	XP_020140628.1, XP_012622941.1
OG0007244	XP_004703845.2	XP_012615838.1
OG0007245	XP_004698127.1	XP_012633241.1
OG0007246	XP_004707851.1	XP_012644537.1
OG0007247	XP_004700179.2	XP_012615959.1
OG0007248	XP_004716575.1	XP_012604678.1
OG0007249	XP_045152078.1	XP_012601559.1
OG0007250	XP_004712873.1	XP_012608764.1
OG0007251	XP_004711547.1	XP_012620372.1
OG0007252	XP_030741171.2	XP_012639977.1, XP_012639978.1
OG0007253	XP_004708350.2	XP_012610862.1
OG0007254	XP_004705989.2	XP_012619547.1
OG0007255	XP_045147205.1	XP_012618351.1
OG0007256	XP_004717381.1	XP_012646212.1
OG0007257	XP_004696099.1	XP_012636518.1
OG0007258	XP_004702717.1	XP_012612517.1
OG0007259	XP_045150271.1	XP_012647051.1
OG0007260	XP_004699007.1	XP_012605307.1
OG0007261	XP_045151358.1	XP_012635714.1
OG0007262	XP_004716645.1, XP_004699001.1	XP_012622493.1
OG0007263	XP_004714743.1	XP_012623247.1
OG0007264	XP_045143310.1	XP_012609055.1
OG0007265	XP_004699115.1	XP_012613733.1
OG0007266	XP_045153601.1	XP_012638208.1
OG0007267	XP_004699284.1	XP_012603889.1, XP_012603888.1
OG0007268	XP_012860926.1	XP_020137122.1
OG0007269	XP_045150499.1	XP_020142774.1, XP_012594587.1
OG0007271	XP_004715420.1	XP_012620236.1
OG0007272	XP_045147972.1	XP_020138776.1
OG0007273	XP_030740514.2	XP_012638673.1
OG0007274	XP_004696563.1	XP_012618415.1
OG0007275	XP_004700319.1	XP_012597380.1
OG0007277	XP_004714983.1	XP_012615284.1
OG0007278	XP_004714118.1	XP_020145984.1
OG0007279	XP_045149945.1	XP_012607614.1
OG0007280	XP_045144872.1	XP_012616557.1
OG0007281	XP_012861385.1	XP_012616552.2
OG0007282	XP_004710787.1, XP_004711787.2, XP_004711786.2	XP_012630095.1
OG0007283	XP_004699161.1	XP_012646498.1
OG0007284	XP_004711892.1	XP_012602386.1
OG0007285	XP_004701728.1	XP_012604841.1
OG0007286	XP_045147667.1	XP_012622607.1
OG0007287	XP_012863576.2	XP_012604124.1
OG0007288	XP_004708760.1	XP_012639213.1
OG0007289	XP_045156001.1	XP_020139571.1
OG0007290	XP_004715087.1	XP_012612461.1
OG0007291	XP_004707274.2	XP_012642167.1
OG0007292	XP_004697442.1	XP_012640892.1
OG0007293	XP_045146877.1	XP_012644562.1
OG0007294	XP_004707698.1	XP_012608410.1
OG0007295	XP_004716428.1	XP_012604721.1
OG0007296	XP_004715673.2	XP_012595399.1
OG0007297	XP_004698967.2	XP_012611515.1
OG0007298	XP_030744039.1	XP_012596246.1, XP_012596247.1
OG0007299	XP_004713476.1	XP_012645115.1
OG0007300	XP_004696375.1, XP_045146080.1	XP_012605742.1
OG0007301	XP_004714617.1	XP_012592118.1
OG0007302	XP_045150325.1	XP_012634739.2, XP_020143644.1
OG0007303	XP_004700634.2	XP_012608573.1
OG0007304	XP_045151728.1	XP_012639256.1
OG0007305	XP_004700776.1	XP_012642489.1
OG0007306	XP_004712338.2	XP_012635745.1
OG0007307	XP_004717224.2	XP_012624956.1
OG0007308	XP_004698804.2	XP_020141290.1
OG0007309	XP_045141219.1	XP_012629574.1
OG0007310	XP_004718130.3	XP_012627190.1
OG0007311	XP_045142994.1	XP_012643912.1, XP_012643913.1
OG0007313	XP_004699703.3	XP_012605110.1
OG0007314	XP_004705681.1	XP_012614517.1
OG0007315	XP_045141858.1	XP_012614550.1
OG0007316	XP_045148149.1	XP_012603295.1
OG0007317	XP_004700779.2	XP_012642547.1
OG0007318	XP_030740525.1	XP_020138059.1
OG0007319	XP_012862645.2	XP_012625464.1
OG0007320	XP_004707674.1	XP_012630805.1
OG0007321	XP_004717619.1	XP_012612642.1
OG0007322	XP_004715862.1	XP_012630436.1, NP_001296876.1
OG0007323	XP_004717195.1	XP_012625931.1
OG0007324	XP_004699469.1	XP_012631733.1
OG0007325	XP_004716103.2	XP_012628518.1
OG0007326	XP_004701203.1	XP_012618063.1
OG0007327	XP_045144211.1	XP_012609532.1
OG0007328	XP_004711003.1	XP_012624379.1
OG0007329	XP_004696546.3	XP_012639598.1
OG0007330	XP_004700712.1, XP_012859619.1, XP_004705349.1	XP_012597271.1
OG0007331	XP_004699902.1	XP_012615854.1
OG0007332	XP_045143996.1	XP_012621951.1
OG0007333	XP_012859368.2, XP_012861918.1	XP_012610874.1
OG0007334	XP_004711006.1	XP_012592162.1
OG0007335	XP_004705299.1	XP_012596866.1
OG0007336	XP_012863690.2, XP_045145557.1	XP_012632184.1
OG0007337	XP_004700301.1	XP_012635463.1, XP_012597279.2
OG0007338	XP_045150257.1	XP_012647072.1
OG0007339	XP_045142187.1, XP_012863235.1	XP_012634134.2
OG0007340	XP_045154880.1	XP_012618554.1
OG0007341	XP_004705005.1	XP_012635354.1
OG0007342	XP_004703772.2	XP_012631164.1
OG0007343	XP_045139489.1	XP_012629100.1
OG0007344	XP_004706807.1	XP_020141117.1
OG0007345	XP_030742306.1	XP_020142235.1, XP_020142438.1
OG0007346	XP_004717971.3	XP_020141355.1, XP_012616612.1
OG0007347	XP_004697440.1	XP_012640903.1
OG0007348	XP_004707177.2	XP_012621357.1
OG0007349	XP_045151902.1	XP_012605876.1
OG0007350	XP_045153849.1, XP_004700025.1	XP_012606778.1
OG0007351	XP_004700355.1, XP_004700356.2	XP_012642630.1
OG0007352	XP_004717396.1	XP_012646283.1
OG0007353	XP_012859425.1	XP_012594947.1
OG0007354	XP_004700766.2	XP_012642592.1
OG0007355	XP_004705844.1	XP_012599032.1
OG0007356	XP_004701985.2	XP_012615088.1
OG0007357	XP_004710612.2	XP_012616803.1
OG0007358	XP_045148630.1	XP_020138884.1
OG0007359	XP_045145873.1	XP_012608482.1
OG0007360	XP_012861784.1	XP_020141736.1
OG0007361	XP_004704597.1	XP_012627969.1
OG0007362	XP_012859286.2	XP_012622585.1
OG0007363	XP_045153896.1	XP_012639353.1
OG0007364	XP_045151976.1	XP_012645753.1
OG0007365	XP_030742393.1	XP_012621764.1
OG0007366	XP_004718097.3	XP_012604636.1
OG0007367	XP_045148972.1	XP_012616866.1, XP_012616865.1
OG0007368	XP_004707167.1	XP_012621376.1
OG0007370	XP_004716568.1	XP_012604609.1
OG0007371	XP_045152116.1	XP_012592566.1
OG0007373	XP_004697611.1	XP_020144380.1
OG0007374	XP_004716543.1	XP_012639676.2
OG0007375	XP_004707197.1	XP_012621273.1
OG0007376	XP_004707201.1	XP_012621264.1
OG0007378	XP_004717585.1	XP_012642086.1
OG0007379	XP_004712670.1, XP_004716539.1	XP_012627703.1
OG0007380	XP_004715031.2	XP_012605317.1
OG0007381	XP_004717095.1	XP_012642073.1
OG0007383	XP_004717551.1	XP_020142426.1
OG0007384	XP_004715070.1, XP_004714979.2	XP_012615280.1
OG0007386	XP_012859949.1	XP_012594588.1
OG0007387	XP_045145370.1	XP_012642683.1
OG0007388	XP_030740866.1	XP_012601849.1
OG0007389	XP_004710658.3	XP_020139190.1
OG0007390	XP_045152016.1	XP_012600889.1
OG0007391	XP_004714605.1	XP_012593971.1
OG0007392	XP_004699882.1	XP_012614345.1
OG0007394	XP_004715772.2	XP_012605738.1
OG0007395	XP_004710719.1	XP_020139049.1, XP_020139050.1, XP_012609940.1, XP_012609939.1, XP_012609938.1
OG0007396	XP_004715987.1	XP_012644391.1
OG0007397	XP_004715989.1	XP_012609944.1
OG0007398	XP_004703103.1	XP_012636669.1
OG0007399	XP_004703196.1	XP_012636672.1
OG0007400	XP_004703089.1	XP_012629912.1, XP_012629911.1
OG0007401	XP_004703066.2	XP_012600931.2
OG0007402	XP_045152089.1	XP_012600965.1
OG0007403	XP_004710998.1	XP_012592081.1
OG0007404	XP_004702045.1	XP_012637128.1
OG0007405	XP_030742711.2	XP_012637075.1
OG0007406	XP_030742686.2	XP_012600917.1
OG0007407	XP_045150522.1	XP_012603521.1, XP_012603520.1
OG0007408	XP_030742707.1	XP_020142844.1
OG0007409	XP_004702007.1	XP_012615149.1
OG0007410	XP_030742697.1	XP_012615123.1
OG0007411	XP_004701978.1	XP_012595451.1, XP_020142889.1
OG0007412	XP_030742721.1	XP_012615115.1
OG0007413	XP_045150473.1	XP_012615075.1
OG0007414	XP_045150351.1	XP_012615094.2
OG0007415	XP_004701973.1	XP_012601061.1
OG0007416	XP_004701964.1	XP_020142971.1
OG0007417	XP_004702138.1	XP_020142973.1
OG0007418	XP_004702265.1	XP_012594574.1, XP_012594575.1, XP_012594578.1, XP_012594577.1
OG0007419	XP_004702093.1	XP_012632998.1
OG0007420	XP_004702098.1	XP_012632980.1
OG0007421	XP_045150592.1	XP_012592023.1
OG0007422	XP_004714666.1	XP_012642702.1
OG0007423	XP_045145353.1	XP_012642676.1, XP_012592145.1
OG0007424	XP_004713967.2	XP_012591730.1
OG0007425	XP_045144522.1	XP_012615258.1
OG0007426	XP_045139498.1	XP_012615262.1
OG0007427	XP_004713872.1	XP_020144914.1, XP_012626356.2
OG0007428	XP_004714508.1	XP_012592769.2
OG0007429	XP_004714512.1	XP_012593090.1
OG0007430	XP_045154581.1	XP_012602583.1
OG0007432	XP_004713979.1	XP_012638430.1
OG0007433	XP_045148261.1	XP_012607870.2
OG0007434	XP_004716298.1	XP_012600058.1
OG0007435	XP_045148292.1	XP_012613516.1
OG0007436	XP_004715708.1	XP_012605685.1
OG0007437	XP_045148321.1	XP_012630991.1
OG0007438	XP_030742107.1	XP_012626279.1
OG0007439	XP_045148322.1	XP_012630990.2
OG0007440	XP_045148319.1	XP_012631002.1
OG0007441	XP_004715732.1	XP_012626298.1
OG0007442	XP_045148486.1, XP_045148482.1	XP_012613283.1
OG0007443	XP_004706413.2	XP_020138959.1
OG0007445	XP_045148560.1	XP_020139191.1
OG0007446	XP_045148891.1, XP_045148893.1, XP_045148892.1	XP_012609777.1
OG0007447	XP_045148569.1	XP_012609737.1
OG0007448	XP_045148570.1	XP_012609912.1
OG0007449	XP_045148438.1	XP_012609851.1
OG0007450	XP_045148683.1, XP_004710706.1	XP_012609702.1
OG0007451	XP_045148576.1	XP_012609698.1
OG0007453	XP_045148758.1	XP_012609899.1, XP_012609898.1
OG0007454	XP_045148920.1	XP_012616986.1
OG0007455	XP_030742196.1	XP_012616963.1
OG0007456	XP_045148600.1	XP_020138920.1, XP_012616933.1, XP_020138919.1
OG0007457	XP_045148612.1	XP_012616892.1
OG0007458	XP_045148627.1	XP_012613981.1
OG0007459	XP_004710421.1	XP_012613968.1
OG0007460	XP_012862180.2	XP_012629998.1
OG0007461	XP_045148637.1	XP_012630007.1
OG0007462	XP_004710556.2	XP_012630009.1
OG0007463	XP_004710552.2	XP_012630055.1
OG0007464	XP_045148949.1	XP_020139033.1
OG0007465	XP_004710371.1	XP_012630096.1
OG0007466	XP_004715890.1	XP_012630115.1
OG0007467	XP_004715829.1	XP_012630175.1
OG0007468	XP_030742223.1	XP_012630184.1
OG0007469	XP_004715832.1	XP_012630203.1
OG0007470	XP_004715905.1	XP_012630223.1, XP_012630221.1
OG0007471	XP_004715870.1	XP_012630417.1, XP_012630418.1
OG0007472	XP_045148775.1	XP_020138874.1
OG0007473	XP_045148970.1	XP_012630486.1
OG0007474	XP_045148888.1	XP_012630493.1
OG0007475	XP_004715839.1	XP_012630519.1
OG0007476	XP_045149365.1, XP_004715883.1	XP_012630577.1
OG0007477	XP_045149806.1	XP_012630609.1
OG0007478	XP_045152003.1	XP_020137826.1
OG0007479	XP_045141522.1	XP_012596662.1
OG0007480	XP_045141262.1	XP_012639525.1, XP_012612332.1
OG0007482	XP_045149828.1	XP_012611366.1
OG0007483	XP_004705230.2	XP_012640801.1
OG0007484	XP_045155136.1	XP_012646859.1
OG0007485	XP_004716169.2	XP_012632799.1
OG0007487	XP_004710867.1	XP_012622765.1
OG0007488	XP_045145822.1, XP_004702508.2	XP_012644232.1
OG0007489	XP_004716077.1	XP_020139736.1
OG0007490	XP_045141561.1	XP_020139783.1
OG0007491	XP_045141530.1	XP_020139646.1
OG0007492	XP_045141520.1, XP_045150161.1	XP_020139656.1
OG0007493	XP_004712682.1	XP_012596689.1
OG0007494	XP_045141523.1	XP_012596678.1
OG0007495	XP_045151838.1	XP_012596674.1
OG0007496	XP_030741460.1	XP_012600606.1
OG0007497	XP_045140575.1	XP_012604486.1
OG0007498	XP_045140595.1	XP_012604386.1
OG0007499	XP_045140745.1	XP_012604454.1, XP_012616393.1
OG0007500	XP_004697113.1	XP_012604537.1
OG0007501	XP_004696742.1	XP_012604523.1
OG0007502	XP_004696752.1	XP_020137979.1
OG0007503	XP_004703766.1	XP_012631103.1
OG0007504	XP_045141069.1	XP_012639521.1
OG0007505	XP_004703628.1	XP_012639531.1
OG0007506	XP_004703751.4	XP_012639567.1
OG0007507	XP_004703605.1	XP_012638720.1
OG0007508	XP_004703599.1	XP_020145810.1
OG0007509	XP_030744688.1	XP_012599398.1, XP_012642419.1
OG0007510	XP_012860646.1	XP_012599390.1
OG0007511	XP_004704925.1	XP_012599435.1
OG0007512	XP_004704924.1	XP_012599433.1
OG0007513	XP_045149837.1	XP_020138171.1
OG0007514	XP_045149830.1	XP_012611245.2
OG0007515	XP_004704709.1	XP_012611224.1
OG0007516	XP_012860650.1	XP_012611410.1
OG0007517	XP_004704721.1	XP_012611404.1
OG0007518	XP_004704952.1	XP_012644418.1
OG0007519	XP_004704740.1	XP_012644420.1
OG0007520	XP_004704957.1	XP_012644440.1
OG0007521	XP_030742435.2	XP_012629302.1
OG0007522	XP_004705049.1	XP_012620808.1, XP_012620809.1
OG0007523	XP_045154745.1	XP_012620827.1
OG0007524	XP_004705059.1	XP_012620847.1
OG0007525	XP_004705074.2	XP_012620879.1
OG0007526	XP_030743806.1	XP_012620892.1
OG0007527	XP_045154917.1	XP_012620908.1
OG0007528	XP_004705081.1	XP_012620920.1
OG0007529	XP_004705084.1, XP_045154232.1	XP_020145655.1
OG0007530	XP_045154758.1	XP_012606226.1
OG0007531	XP_045154850.1	XP_012606005.1
OG0007532	XP_004705113.1	XP_012606302.1
OG0007534	XP_004705132.2	XP_020136264.1
OG0007535	XP_004705138.1, XP_045154773.1	XP_012606040.1
OG0007536	XP_004705142.1	XP_020136299.1
OG0007537	XP_012860728.1	XP_012606294.1
OG0007538	XP_045154750.1	XP_012606251.1
OG0007539	XP_004705424.2	XP_012624130.1
OG0007540	XP_045154875.1	XP_012624165.1
OG0007541	XP_012860745.1	XP_012643119.2
OG0007542	XP_004705192.1	XP_012643123.1
OG0007543	XP_045154877.1	XP_020136767.1
OG0007544	XP_012860758.2	XP_012643132.1
OG0007545	XP_045155063.1	XP_012618542.2, XP_020146029.1
OG0007546	XP_045155132.1	XP_020137273.1
OG0007547	XP_045155133.1	XP_012640767.2
OG0007548	XP_004705485.2	XP_012640785.1
OG0007549	XP_045145776.1	XP_020139685.1
OG0007550	XP_004703211.1	XP_012609455.1
OG0007551	XP_004701155.1	XP_012618290.1
OG0007552	XP_030744826.2	XP_012629111.1
OG0007554	XP_045141127.1	XP_012629001.1
OG0007555	XP_004703532.1	XP_012629295.1
OG0007556	XP_004703534.1	XP_012629311.2
OG0007557	XP_004700211.1, XP_045141260.1	XP_012639835.1
OG0007558	XP_004703569.1	XP_020145712.1
OG0007559	XP_004703579.2	XP_020145706.1
OG0007560	XP_045141149.1	XP_012593784.1
OG0007561	XP_004703586.1	XP_012593806.1
OG0007562	XP_004703589.1	XP_012639207.1
OG0007563	XP_045141716.1	XP_012615408.1
OG0007564	XP_045141625.1	XP_012615459.1
OG0007565	XP_012861486.2	XP_012620080.1
OG0007566	XP_045141721.1	XP_012620062.2
OG0007567	XP_004717515.1	XP_012620034.1
OG0007568	XP_012861933.2	XP_012618782.2, XP_012618781.2, XP_012618783.2
OG0007569	XP_045142281.1	XP_012618760.1
OG0007570	XP_030740334.2	XP_012618745.1
OG0007571	XP_045142230.1	XP_012607181.1
OG0007572	XP_004699781.1	XP_020144668.1
OG0007573	XP_045141628.1	XP_012593809.2
OG0007574	XP_045141691.1	XP_020141696.1
OG0007576	XP_045145432.1	XP_020137487.1
OG0007577	XP_030741287.1	XP_012592808.1
OG0007578	XP_004715130.1	XP_012592883.1
OG0007579	XP_045145408.1	XP_012638798.1
OG0007580	XP_045145409.1	XP_012638815.1
OG0007582	XP_045140341.1	XP_012593045.1
OG0007583	XP_004703219.1	XP_012609449.1
OG0007584	XP_045140155.1	XP_012626441.1
OG0007585	XP_045140014.1	XP_012592916.1
OG0007586	XP_045140339.1	XP_012592947.1
OG0007587	XP_004707906.2	XP_012592962.1
OG0007588	XP_030741284.1	XP_012638884.1
OG0007590	XP_045140301.1	XP_012592913.1
OG0007591	XP_004701213.1	XP_012617991.1
OG0007592	XP_004711830.1	XP_012593740.1
OG0007593	XP_045154147.1	XP_012593731.1
OG0007594	XP_004712258.1	XP_012593644.1
OG0007595	XP_004712260.1	XP_012593637.2
OG0007596	XP_004701428.1	XP_012618285.2
OG0007597	XP_012859740.1	XP_012618282.1
OG0007598	XP_004701432.1	XP_012618208.1
OG0007599	XP_045147539.1	XP_012618198.1, XP_012618199.1
