Orthogroup	Echinops_telfairi	Sus_scrofa
OG0009896	XP_004703787.1	XP_020931811.1
OG0009897	XP_012859198.1	XP_001928507.2
OG0009898	XP_004699192.2	XP_020937163.1
OG0009899	XP_012859142.2	XP_020955282.1
OG0009900	XP_045143968.1	NP_001157477.2
OG0009901	XP_004698520.1	XP_020954927.1
OG0009902	XP_004698519.1	NP_999109.1
OG0009903	XP_004698949.1	XP_013833683.1
OG0009904	XP_045143999.1	XP_003482302.1
OG0009905	XP_045143871.1	XP_020953857.1, NP_001231717.1
OG0009906	XP_045143593.1	XP_020954881.1
OG0009908	XP_004698973.1	XP_001927960.1
OG0009909	XP_012859085.1	XP_003128592.1
OG0009910	XP_045143591.1	XP_005666290.3
OG0009911	XP_004698568.1	XP_001926799.2, XP_013833608.1
OG0009912	XP_045143585.1	XP_020955553.1
OG0009913	XP_045144166.1	XP_013833583.2
OG0009914	XP_045143955.1	XP_020954828.1
OG0009915	XP_004698599.1	XP_005666257.1
OG0009916	XP_045143841.1, XP_045143842.1, XP_045143840.1	XP_020954800.1
OG0009917	XP_004698600.2	XP_001929311.1
OG0009918	XP_045143759.1	XP_013848820.1
OG0009919	XP_004698613.1	XP_003480506.1
OG0009920	XP_004698626.1	XP_003480516.1
OG0009921	XP_004698622.1	XP_020956997.1
OG0009922	XP_004699019.2	XP_020957178.1
OG0009923	XP_045143816.1	XP_001926853.1
OG0009924	XP_004698638.1	XP_001927755.3
OG0009925	XP_004698646.2	XP_001928782.2
OG0009926	XP_004699031.2	XP_020957869.1
OG0009928	XP_030740732.1	XP_013848899.2
OG0009929	XP_004699040.3	XP_003121871.1
OG0009930	XP_004698665.2	XP_020958205.1
OG0009931	XP_004698683.2	NP_001231089.1
OG0009932	XP_004698685.1	XP_013848915.1
OG0009933	XP_045143559.1	NP_001001533.1, XP_020936953.1
OG0009934	XP_012859113.1	XP_003128688.3
OG0009935	XP_030740724.1	NP_001230231.1
OG0009936	XP_004698726.1	XP_013844578.1, XP_020955056.1
OG0009937	XP_045144127.1	XP_020955078.1
OG0009938	XP_045143812.1	XP_001928903.1, XP_005666398.1
OG0009939	XP_045144119.1	XP_020955150.1
OG0009941	XP_004699087.1	XP_001929231.2
OG0009942	XP_012859125.1	XP_005656461.1
OG0009943	XP_004699089.1	XP_003482336.1
OG0009944	XP_012859202.1	XP_001924746.3
OG0009945	XP_045144016.1	XP_001925799.1
OG0009946	XP_004698776.1	XP_001926746.1
OG0009947	XP_045143862.1	NP_001230333.1
OG0009948	XP_012859197.1	XP_020955199.1
OG0009949	XP_004698790.2	XP_001926197.6
OG0009950	XP_012859192.1	XP_005656487.1, NP_001230567.1
OG0009951	XP_045144184.1	XP_020955214.1
OG0009952	XP_004698794.1	XP_020955215.1
OG0009953	XP_045143897.1	XP_020955617.1
OG0009954	XP_045144083.1	XP_003482348.1
OG0009955	XP_030740897.1	NP_001171379.1, XP_013833801.1
OG0009956	XP_045143550.1	XP_020955251.1
OG0009957	XP_004698827.1	XP_001926874.2
OG0009958	XP_004698829.1	XP_013844673.1, XP_013844674.1
OG0009959	XP_045144028.1	XP_020955291.1
OG0009960	XP_045143866.1	NP_001177206.1, XP_020953821.1
OG0009961	XP_004698865.1	XP_020955334.1
OG0009962	XP_030740914.1	XP_020937243.1
OG0009963	XP_004698843.2	XP_020937279.1
OG0009964	XP_004698880.2	XP_005653597.1
OG0009965	XP_045143963.1	XP_020937175.1
OG0009966	XP_004699196.2	XP_020937204.1
OG0009967	XP_045143856.1	XP_020937273.1
OG0009968	XP_030740876.2	XP_013833883.1
OG0009969	XP_004701647.1	XP_020930805.1
OG0009970	XP_045155739.1	XP_020922804.1
OG0009971	XP_045155238.1	XP_003131622.1
OG0009972	XP_004700314.1	XP_003126064.4
OG0009973	XP_045145290.1	XP_013849409.1
OG0009974	XP_004709267.1	XP_020922013.1, XP_020922014.1
OG0009976	XP_004709339.1	XP_020922264.1
OG0009977	XP_045155748.1	XP_003131266.1
OG0009978	XP_004707215.1	NP_001004036.1
OG0009979	XP_004707178.2	NP_001116636.1
OG0009981	XP_004709259.1	XP_005668624.3
OG0009982	XP_045155507.1	NP_001231034.1
OG0009983	XP_045145362.1, XP_045155866.1	XP_020922035.1
OG0009984	XP_004709289.1	XP_020922134.1
OG0009985	XP_004709294.2	NP_001231037.1
OG0009986	XP_004709305.1	XP_020922159.1
OG0009987	XP_004709167.1	XP_003131192.2
OG0009988	XP_004709327.1	XP_003357999.1
OG0009989	XP_004709344.2	XP_003131250.1
OG0009990	XP_004709345.1	XP_020922268.1
OG0009991	XP_045155733.1	XP_020922282.1
OG0009992	XP_045155433.1	XP_020922306.1
OG0009993	XP_004709205.1	XP_003131259.1
OG0009994	XP_030744090.2	XP_003482997.1
OG0009995	XP_045155429.1	XP_013836221.2
OG0009996	XP_004709211.1	XP_003131267.1
OG0009997	XP_004709375.1	XP_003358037.1
OG0009998	XP_004709374.1	XP_020922340.1
OG0009999	XP_045155308.1	XP_003131293.1
OG0010000	XP_045155585.1	XP_020922360.1
OG0010001	XP_004707339.2	XP_020921699.1, NP_001137194.1
OG0010002	XP_045155606.1	NP_999072.1, XP_013836290.2
OG0010003	XP_045155783.1	XP_013836304.2
OG0010004	XP_045155764.1	XP_003131341.3
OG0010005	XP_004707590.1	XP_003131344.1
OG0010006	XP_045155513.1	NP_001077410.2
OG0010007	XP_045155255.1	XP_020923779.1
OG0010008	XP_012861272.1	XP_020923800.1
OG0010009	XP_004707318.1	XP_003131349.1
OG0010010	XP_045155412.1	XP_020922452.1
OG0010011	XP_045155400.1	XP_020921963.1
OG0010012	XP_045155223.1	XP_020922520.1
OG0010013	XP_004707565.1	XP_020922524.1
OG0010014	XP_004707272.1	XP_020922530.1
OG0010015	XP_045155740.1	XP_020922552.1
OG0010016	XP_004707560.1	XP_003131402.1
OG0010017	XP_030743972.1	XP_020922566.1
OG0010018	XP_004707260.2	XP_003131408.3
OG0010019	XP_004707259.1	XP_003131424.2
OG0010020	XP_045155392.1	XP_020922625.1
OG0010021	XP_004707248.1	NP_999513.1
OG0010022	XP_045155389.1	XP_003358083.2
OG0010023	XP_045155388.1	XP_020922638.1
OG0010024	XP_045155387.1	XP_003358084.2
OG0010025	XP_012861255.1	XP_003131445.2
OG0010027	XP_004707232.1, XP_045155611.1	NP_001233168.1, XP_005668865.1
OG0010028	XP_012861296.1	XP_013836413.1
OG0010029	XP_004707531.1	XP_020922653.1
OG0010030	XP_045155379.1	NP_001230736.1
OG0010031	XP_030743970.1	XP_003131464.1
OG0010032	XP_045155485.1	XP_003483032.1
OG0010033	XP_004707508.1	XP_003131518.1
OG0010034	XP_004707190.1	XP_020922683.1
OG0010035	XP_012861239.1	XP_020922684.1
OG0010036	XP_045155266.1	XP_005653994.1
OG0010037	XP_004707164.1	XP_020922716.1
OG0010038	XP_045155319.1	XP_020922727.1
OG0010039	XP_045155263.1	XP_020922729.1
OG0010040	XP_045155262.1	XP_020922736.1
OG0010041	XP_004707155.2	XP_003131575.2
OG0010042	XP_045155784.1	XP_020922740.1
OG0010044	XP_030743948.2	XP_005654004.2, XP_003131580.2
OG0010046	XP_004707143.1	XP_003131597.1
OG0010047	XP_045155243.1	XP_003358131.1
OG0010048	XP_004707132.1	XP_020922782.1, XP_003358134.2
OG0010049	XP_045145306.1	XP_020922799.1
OG0010050	XP_004707118.1	XP_020922807.1
OG0010051	XP_004707095.1, XP_045155698.1	XP_003131644.2
OG0010052	XP_004707452.1	XP_020922902.1
OG0010053	XP_045155235.1	XP_003131673.5
OG0010054	XP_045155658.1	XP_005657025.1
OG0010055	XP_045155580.1	XP_020922918.1
OG0010056	XP_045155728.1	XP_003131691.2
OG0010057	XP_045155780.1	XP_020922959.1
OG0010058	XP_004707053.2	XP_020922960.1
OG0010059	XP_004707426.1	XP_020922963.1
OG0010060	XP_004707042.1	XP_003131754.1
OG0010061	XP_004707419.1	XP_013845400.1
OG0010062	XP_004707418.1	XP_020923034.1
OG0010063	XP_012861207.1	XP_020923060.1
OG0010064	XP_045155944.1	XP_020923072.1
OG0010065	XP_012861203.3	XP_020923104.1
OG0010066	XP_004707397.1	NP_001231258.1, XP_020921794.1
OG0010067	XP_004707395.2	XP_003131795.1
OG0010068	XP_004706997.1	XP_005669131.1
OG0010069	XP_045155913.1	XP_020923119.1
OG0010071	XP_004706982.1	NP_001152783.1
OG0010072	XP_004706981.1	XP_003131813.3
OG0010073	XP_004706980.1	XP_003358231.1
OG0010074	XP_004706975.1	XP_020923140.1
OG0010075	XP_004707382.1	XP_020923162.1
OG0010076	XP_045155844.1	XP_013835654.1
OG0010077	XP_004707361.1	XP_003358240.3, XP_020923229.1, XP_020923230.1
OG0010078	XP_004706937.2	XP_020923231.1
OG0010079	XP_012861191.2	XP_003131870.1
OG0010080	XP_012861314.1	XP_005669168.1
OG0010081	XP_045155505.1	XP_020923245.1
OG0010082	XP_045149273.1	XP_005669175.1
OG0010083	XP_045149272.1	XP_020923342.1
OG0010084	XP_004716256.1	XP_003131914.3
OG0010085	XP_004714518.2	XP_020936756.1
OG0010086	XP_045145227.1, XP_004714477.1, XP_045145228.1	XP_003122389.1
OG0010087	XP_004714484.1	XP_020936828.1
OG0010088	XP_045145139.1	XP_020936786.1
OG0010089	XP_045145285.1	XP_020936862.1
OG0010090	XP_004714591.1	XP_020926787.1
OG0010091	XP_004714581.1	XP_020927110.1
OG0010092	XP_004713286.1	XP_003353742.2
OG0010093	XP_030741004.1	XP_013849403.1
OG0010094	XP_004713376.1	XP_020926494.1
OG0010095	XP_012862857.3	XP_003122310.3
OG0010096	XP_004713305.1	XP_020926047.1
OG0010097	XP_045144455.1	XP_003122287.1, XP_020925983.1
OG0010098	XP_030740987.1	XP_003122285.2
OG0010099	XP_012862831.2	XP_013849388.2
OG0010100	XP_012862854.2	XP_020925829.1
OG0010101	XP_045144452.1	XP_003122268.1
OG0010102	XP_045144493.1	XP_020925385.1
OG0010103	XP_045144521.1	NP_001230988.1
OG0010104	XP_004713356.1	XP_020925004.1
OG0010105	XP_045144445.1	XP_020924874.1
OG0010106	XP_045144442.1	NP_001245353.1
OG0010107	XP_045144532.1	XP_020924624.1
OG0010108	XP_012863723.2	XP_020945785.1, NP_001245289.1
OG0010109	XP_004716517.1	NP_001090968.1, XP_020954365.1
OG0010110	XP_045146134.1	XP_003122203.3
OG0010111	XP_030741490.1	XP_020930302.1
OG0010112	XP_004712654.1	XP_020924062.1
OG0010113	XP_004709311.1	XP_020922169.1
OG0010114	XP_045155434.1	XP_020923730.1
OG0010115	XP_004704493.2	XP_003481184.2
OG0010116	XP_045150120.1	XP_020943054.1
OG0010117	XP_045144850.1	XP_020947619.1
OG0010118	XP_045144816.1	XP_003481706.1
OG0010120	XP_045145376.1	XP_020947437.1
OG0010121	XP_045148297.1, XP_004700624.1	XP_013843758.1
OG0010122	XP_045144987.1	XP_020948515.1
OG0010124	XP_045145982.1	XP_003126315.2
OG0010125	XP_045148513.1	XP_001927787.6
OG0010126	XP_045146226.1	XP_020947485.1
OG0010127	XP_004700574.1	XP_020947538.1
OG0010128	XP_004700871.1	XP_020947530.1
OG0010129	XP_045146052.1	XP_020947548.1
OG0010130	XP_012859577.1	XP_003360786.3
OG0010131	XP_004700540.1	XP_001927015.3
OG0010132	XP_004700863.1	XP_013853146.2
OG0010134	XP_045144871.1	XP_020947607.1
OG0010135	XP_004700858.1	XP_020947614.1
OG0010136	XP_004700527.1	XP_003126410.2
OG0010137	XP_045144834.1	XP_020947628.1
OG0010138	XP_004700842.1	XP_020947660.1
OG0010139	XP_004700504.1	XP_003126424.3
OG0010140	XP_045144729.1	XP_020947681.1
OG0010141	XP_045146551.1	XP_020946926.1
OG0010142	XP_045146568.1	XP_013849424.1, NP_001193299.1
OG0010143	XP_012859477.1	XP_020946969.1
OG0010144	XP_004700273.1	XP_020946861.1, NP_001020395.1
OG0010145	XP_004700276.1	XP_013843636.1
OG0010146	XP_045149052.1	NP_001231550.1, XP_020946728.1
OG0010147	XP_004700287.2	XP_003126025.3
OG0010148	XP_045149364.1	XP_020947069.1
OG0010149	XP_045147430.1	XP_003481574.1
OG0010150	XP_045147023.1	XP_020947089.1
OG0010151	XP_045145649.1	XP_020947100.1
OG0010152	XP_004718156.1	NP_999119.1
OG0010153	XP_004700334.1	XP_020947119.1
OG0010154	XP_004700740.1	XP_005653167.1
OG0010155	XP_045141850.1, XP_045148164.1	XP_001929248.2
OG0010156	XP_045140931.1	XP_020947122.1
OG0010157	XP_004700329.1	XP_020947124.1
OG0010158	XP_004700323.1	NP_001124205.1
OG0010159	XP_045146914.1	XP_005663834.1
OG0010160	XP_045146894.1	NP_001230996.1
OG0010161	XP_045146890.1	NP_001230995.1, XP_020946758.1
OG0010162	XP_045148626.1	XP_003126060.3
OG0010163	XP_045146855.1	XP_005655548.2
OG0010164	XP_045146817.1	XP_020948762.1
OG0010165	XP_004700718.1	XP_020947154.1
OG0010166	XP_004700721.1	XP_003126103.5
OG0010167	XP_004700715.2	XP_003126081.1
OG0010168	XP_045146760.1	XP_020947163.1
OG0010169	XP_045146271.1	XP_020947168.1
OG0010170	XP_004700357.1	XP_020947176.1
OG0010171	XP_045147682.1	XP_020946655.1, NP_001231766.1
OG0010173	XP_045146469.1	XP_005655574.2, NP_001165222.1
OG0010174	XP_004700787.2	XP_020947227.1
OG0010175	XP_004700789.1	XP_003126141.3
OG0010176	XP_030741174.1	NP_001129433.1, XP_013853444.1
OG0010177	XP_045139753.1	XP_020942761.1
OG0010178	XP_004704489.2	XP_003124901.3
OG0010179	XP_004704384.1	NP_001231702.1, NP_001231703.1
OG0010180	XP_012860551.1	XP_003481188.1
OG0010181	XP_030744317.2	XP_020943842.1
OG0010182	XP_045147666.1, XP_004704416.1	XP_003124963.1
OG0010183	XP_045139770.1	XP_020942930.1
OG0010184	XP_045139771.1	XP_020944057.1
OG0010185	XP_012859372.1	XP_020943232.1
OG0010186	XP_045141613.1	NP_001231678.1, XP_020941320.1
OG0010187	XP_045141614.1	XP_003125231.4
OG0010188	XP_004699814.1	XP_005662631.1
OG0010189	XP_004700100.1	XP_003481269.2
OG0010190	XP_045141619.1	XP_005674663.2
OG0010191	XP_004699804.2	XP_003125203.2
OG0010192	XP_004699802.1	XP_020941540.1, NP_999551.2
OG0010193	XP_045150140.1	XP_003125195.1
OG0010194	XP_045150033.1	XP_020943196.1
OG0010195	XP_045150110.1	NP_001231704.1
OG0010196	XP_004710260.1	NP_001284563.1, XP_020941352.1
OG0010197	XP_045150045.1	XP_003125156.1
OG0010198	XP_004710258.1	XP_003481253.1
OG0010199	XP_004710257.1	XP_020943148.1
OG0010200	XP_045150147.1	NP_001230496.1
OG0010201	XP_045150129.1	XP_020943071.1
OG0010202	XP_030741634.1	XP_020947106.1
OG0010203	XP_012863816.1	XP_020939480.1
OG0010204	XP_004718194.1	XP_020943064.1
OG0010205	XP_004710292.1	NP_001123429.1
OG0010206	XP_004710203.1	XP_020943052.1
OG0010207	XP_004706627.2	XP_013850502.2
OG0010208	XP_030741264.1	XP_020931095.1
OG0010209	XP_004699230.1, XP_045148013.1	NP_001090923.1
OG0010210	XP_045140617.1	NP_999497.1
OG0010211	XP_045155369.1	XP_020923110.1
OG0010212	XP_045140739.1, XP_004696896.1	XP_013850310.1
OG0010213	XP_045140618.1	XP_020940022.1
OG0010214	XP_004697214.1, XP_045140872.1	XP_005655024.1
OG0010215	XP_045140786.1	NP_001161894.1
OG0010216	XP_004706634.1	XP_003123896.3
OG0010217	XP_045140993.1	XP_020940304.1
OG0010218	XP_012861111.2	XP_003123900.2
OG0010219	XP_004696631.1	XP_013843042.2
OG0010220	XP_045140988.1	XP_020935494.1, NP_001231495.1
OG0010221	XP_004696230.1	XP_013840437.2
OG0010222	XP_004697023.2	NP_001098524.1, NP_001098523.1
OG0010223	XP_012859913.1	XP_020940342.1
OG0010224	XP_045141012.1	XP_005661658.2
OG0010225	XP_004697028.2	XP_020935534.1, NP_001231262.1
OG0010226	XP_004697035.2	XP_003123947.1
OG0010227	XP_004696646.1	XP_020940379.1
OG0010228	XP_030744728.1	XP_020941073.1
OG0010229	XP_045141089.1	XP_013850564.1
OG0010230	XP_045141068.1	XP_005655064.1, NP_001233197.1
OG0010231	XP_045140973.1	NP_001230547.1
OG0010232	XP_030744825.1	XP_013850582.2
OG0010233	XP_004696684.2	XP_005661736.1
OG0010234	XP_045145267.1	XP_020919597.1
OG0010235	XP_004712616.1	XP_020923822.1
OG0010236	XP_012861106.1	XP_001926661.2
OG0010237	XP_045145050.1	XP_020929955.1
OG0010238	XP_045145124.1	XP_020919362.1
OG0010239	XP_045145154.1	XP_020919159.1
OG0010240	XP_045145047.1, XP_045147942.1	XP_005660149.1
OG0010241	XP_045145241.1	XP_001928784.1
OG0010242	XP_045145116.1	NP_001231524.1, XP_020933882.1
OG0010243	XP_045145307.1	XP_013848976.1
OG0010244	XP_004706615.1	XP_020918754.1
OG0010245	XP_004712412.1	XP_001928336.1
OG0010247	XP_045145311.1, XP_012860212.1	NP_001231673.1
OG0010248	XP_004712478.1	XP_003130726.1
OG0010249	XP_004712480.1	XP_020920346.1
OG0010250	XP_045145313.1	XP_020940768.1
OG0010251	XP_045145315.1	NP_001090962.1, XP_020952118.1
OG0010252	XP_045145316.1	XP_005660279.1
OG0010253	XP_004712466.1	NP_001231251.1, XP_005660258.1
OG0010254	XP_045145034.1	XP_020921562.1
OG0010255	XP_045147029.1, XP_004712467.1	NP_001231254.1, XP_005660263.1
OG0010256	XP_004711061.1	XP_020921806.1
OG0010257	XP_030743261.1	XP_020922178.1
OG0010258	XP_045152464.1	XP_020922235.1
OG0010259	XP_004711123.1	XP_003122091.1
OG0010260	XP_004711031.1	XP_020922555.1
OG0010261	XP_004711020.1	NP_001177093.1
OG0010262	XP_004711019.1	XP_013849192.2
OG0010263	XP_004711018.1	XP_001927901.1
OG0010264	XP_004711015.1	XP_001924388.2
OG0010265	XP_045153673.1, XP_004711105.1	XP_001924231.1
OG0010266	XP_045152469.1	XP_005660377.1
OG0010267	XP_030743239.2	XP_020949279.1, NP_001245311.2
OG0010268	XP_004711000.1	XP_003122129.3
OG0010269	XP_045152526.1	XP_020923286.1
OG0010270	XP_012862691.1	XP_003122132.1
OG0010271	XP_045152476.1	XP_003480628.4
OG0010272	XP_045152477.1	NP_001157478.1, XP_020938995.1
OG0010273	XP_045152567.1	NP_001231484.1
OG0010274	XP_045152486.1	XP_020923849.1, XP_020937574.1
OG0010275	XP_004711051.2	XP_001924387.1
OG0010276	XP_004711009.1	XP_020930095.1
OG0010277	XP_004711740.1	XP_013833058.2, NP_001116643.1
OG0010278	XP_004710902.2	NP_001243706.1
OG0010279	XP_045150707.1	XP_001927069.1
OG0010280	XP_012862226.1	XP_001928451.2
OG0010281	XP_045150243.1	XP_020943612.1
OG0010282	XP_004711734.1	NP_001121955.1, XP_005665805.1
OG0010283	XP_004711759.1	NP_001035730.1, XP_020954005.1
OG0010284	XP_004711762.1	NP_001138849.1
OG0010285	XP_004711763.1	NP_001182255.1
OG0010286	XP_004711857.1	NP_001182256.1
OG0010287	XP_004711774.1	XP_020953515.1, NP_001095294.1
OG0010288	XP_045148745.1	XP_005665939.1
OG0010289	XP_004711796.2	XP_005665914.1, NP_001177175.1
OG0010290	XP_045148222.1	NP_001124202.1, XP_005665911.1
OG0010291	XP_045148753.1	XP_020954253.1
OG0010292	XP_004717303.2	XP_005665949.1
OG0010293	XP_045148749.1	XP_020954265.1
OG0010294	XP_045148305.1	XP_020953873.1, NP_001233193.1
OG0010295	XP_004717281.1	XP_001929274.1
OG0010296	XP_045150720.1	XP_013833298.2
OG0010297	XP_045150719.1	XP_005665992.2
OG0010298	XP_004717976.1	XP_001927679.1
OG0010299	XP_045150713.1	XP_020954316.1
OG0010300	XP_004710896.1	XP_001928289.1
OG0010301	XP_045150709.1	XP_020954328.1
OG0010302	XP_004710911.1	NP_001124203.1
OG0010303	XP_045150777.1, XP_045150706.1	XP_020954351.1
OG0010304	XP_045150774.1	XP_005666050.1
OG0010305	XP_012862428.2	XP_020954357.1
OG0010306	XP_004710828.1	XP_005666040.1, NP_001103896.1
OG0010307	XP_012862228.2	NP_001106922.1, XP_020953530.1
OG0010308	XP_004710837.1	NP_001171996.1, XP_020953634.1
OG0010309	XP_004710838.1	XP_005666077.1
OG0010310	XP_004710848.1	XP_001929549.1
OG0010311	XP_045150828.1	XP_001929550.3, XP_013833424.1
OG0010312	XP_004710849.1	XP_020954443.1
OG0010313	XP_045150696.1	XP_020955697.1
OG0010314	XP_045150816.1	XP_001929612.1
OG0010315	XP_045150848.1	XP_020954455.1
OG0010316	XP_004710940.2	XP_001928203.2
OG0010317	XP_030742768.2, XP_045154606.1	XP_003128478.3
OG0010318	XP_045150692.1	XP_013851620.1
OG0010319	XP_004696625.1	XP_020954469.1
OG0010320	XP_045150689.1	XP_020954475.1
OG0010321	XP_004696612.1	XP_001927723.2
OG0010322	XP_004696401.1	XP_003356653.2
OG0010323	XP_045150780.1	XP_020954224.1
OG0010324	XP_012859170.1	XP_013840602.1
OG0010325	XP_045150259.1	XP_003353348.1
OG0010326	XP_004696322.1	XP_003121328.1
OG0010327	XP_004696317.1	XP_020945502.1
OG0010328	XP_004696575.1	NP_001177176.1
OG0010329	XP_045150436.1	NP_001070687.1
OG0010330	XP_045150251.1	XP_020945634.1
OG0010331	XP_004710975.1	NP_001107752.1, XP_020937806.1
OG0010332	XP_045150618.1	XP_013848172.1
OG0010333	XP_004696294.1	XP_020946372.1
OG0010334	XP_004702225.2	XP_001925514.4
OG0010335	XP_012859971.1	XP_001927511.1
OG0010336	XP_045150441.1	XP_001924661.2
OG0010337	XP_004702063.1	XP_005652522.1, XP_003121400.3
OG0010338	XP_045150605.1	XP_003121397.1
OG0010339	XP_045150546.1	XP_020946871.1
OG0010340	XP_045150531.1	XP_001924822.2
OG0010341	XP_030742587.1	XP_013848215.2
OG0010342	XP_004701961.1	XP_020941295.1
OG0010343	XP_004701959.1	NP_001231282.1
OG0010345	XP_030744420.1	XP_013834211.1
OG0010347	XP_004703236.1	NP_999406.1
OG0010348	XP_045142157.1	XP_005662992.2
OG0010349	XP_004697507.1	NP_001127816.1
OG0010350	XP_012862127.2	XP_020944686.1
OG0010351	XP_004697480.1	XP_020944652.1
OG0010352	XP_004703868.1, XP_004718252.1	XP_003481399.2
OG0010353	XP_012862065.2	NP_001155111.1, XP_005662933.1
OG0010354	XP_012862055.1	XP_020946218.1
OG0010355	XP_045143003.1	XP_013851966.1
OG0010356	XP_004697720.1	XP_020944618.1
OG0010357	XP_004718216.4	XP_013851958.1
OG0010358	XP_004697457.1	XP_020944612.1
OG0010359	XP_012862017.2	XP_020944610.1
OG0010360	XP_012862013.1	XP_020944590.1
OG0010361	XP_004697448.1	XP_020944562.1
OG0010362	XP_045156012.1	XP_020944536.1
OG0010363	XP_012862851.2	XP_005662899.2
OG0010364	XP_030740326.2	XP_020944530.1
OG0010365	XP_004697438.2	XP_020944521.1
OG0010366	XP_045142765.1	XP_020946018.1
OG0010367	XP_004697674.1	XP_020946105.1
OG0010368	XP_004697414.1	XP_003125499.1
OG0010369	XP_045142689.1	XP_020946206.1
OG0010370	XP_045142695.1	XP_013843475.2
OG0010371	XP_004697412.1	XP_003125491.1
OG0010372	XP_004697658.2	XP_013843461.1
OG0010373	XP_045142258.1	XP_003125495.2
OG0010374	XP_004697408.1	XP_020946067.1
OG0010375	XP_045142638.1	XP_020946122.1
OG0010376	XP_004697649.1	XP_020946176.1
OG0010377	XP_030744411.1	NP_001131104.1
OG0010378	XP_045139990.1	XP_020956828.1
OG0010379	XP_004706331.1	XP_013834107.1
OG0010380	XP_045140125.1	XP_020956848.1
OG0010381	XP_004706380.3	NP_001107759.1
OG0010382	XP_045140018.1	XP_020956977.1
OG0010383	XP_004706404.1	XP_020956196.1
OG0010384	XP_045140126.1	XP_003482452.2
OG0010385	XP_004706350.2	XP_003129092.3
OG0010386	XP_030744418.1	XP_020957052.1
OG0010387	XP_045140118.1	XP_003357019.1
OG0010388	XP_045140213.1	XP_020957082.1
OG0010389	XP_045140048.1	XP_003357020.1
OG0010390	XP_004697703.1	XP_020946276.1
OG0010391	XP_004707831.1	XP_020934501.1
OG0010392	XP_012860017.1	XP_003359754.1
OG0010393	XP_004702917.1	XP_020934165.1, NP_999200.1
OG0010395	XP_045140763.1	XP_020939040.1
OG0010396	XP_004697329.1	XP_013850033.1, NP_001231819.1
OG0010397	XP_012861416.2	XP_020934483.1
