Orthogroup	Echinops_telfairi	Ictidomys_tridecemlineatus
OG0009669	XP_045154929.1	XP_013220200.1
OG0009670	XP_045155148.1	XP_005334839.1
OG0009671	XP_004705516.1	XP_040145072.1
OG0009672	XP_004705253.1	XP_005334792.1
OG0009673	XP_045155147.1	XP_021588475.2, XP_005320415.1
OG0009674	XP_012860832.2	XP_005334808.2
OG0009675	XP_045154677.1	XP_021588526.1
OG0009676	XP_045149655.1	XP_040135092.1, XP_040126503.1, XP_013221911.1
OG0009677	XP_004704790.1	XP_040135810.1
OG0009678	XP_045149810.1	XP_005335472.1
OG0009679	XP_004704793.1	XP_040135928.1
OG0009680	XP_004704802.2	XP_040134946.1
OG0009681	XP_045149670.1	XP_040135223.1
OG0009682	XP_004704572.1	XP_005335539.3
OG0009683	XP_045149535.1	XP_005335543.2
OG0009684	XP_004704818.1	XP_040134950.1
OG0009685	XP_045149501.1	XP_040135935.1
OG0009686	XP_004704583.1	XP_040134952.1
OG0009687	XP_030742440.2	XP_040136100.1
OG0009688	XP_012860604.1	XP_005318519.1
OG0009689	XP_045149644.1	XP_005318571.2
OG0009690	XP_045149796.1, XP_004705109.1	XP_013221247.1
OG0009691	XP_012860609.2	XP_040135194.1
OG0009692	XP_004704596.1	XP_005318493.1
OG0009693	XP_004704858.1	XP_013221709.3
OG0009694	XP_045149859.1	XP_040134955.1
OG0009695	XP_045149599.1	XP_040134999.1
OG0009696	XP_004704642.1	XP_005318422.1
OG0009697	XP_045149853.1	XP_040134956.1
OG0009698	XP_045149579.1	XP_005318406.1
OG0009699	XP_045149525.1	XP_005318397.1
OG0009700	XP_004704660.1	XP_005318388.1
OG0009701	XP_045149710.1	XP_005318379.1
OG0009702	XP_004704889.1	XP_005318385.1
OG0009703	XP_045149692.1	XP_005318367.1
OG0009704	XP_045149622.1	XP_005318363.1
OG0009705	XP_045149842.1	XP_005318322.1
OG0009706	XP_004709035.1	XP_005334311.1
OG0009707	XP_045147685.1	XP_005326166.1
OG0009708	XP_012860971.2	XP_040133706.1
OG0009709	XP_030740273.1	XP_040133892.1, XP_005337816.1
OG0009710	XP_045148131.1	XP_040143340.1, XP_040143338.1
OG0009711	XP_045144285.1	XP_040142048.1
OG0009712	XP_004705627.1	XP_040134141.1
OG0009713	XP_045140457.1	XP_005328601.1
OG0009714	XP_045140692.1	XP_021584279.1
OG0009715	XP_045140663.1	XP_040133624.1
OG0009716	XP_045140659.1	XP_040133533.1
OG0009717	XP_004706047.1	XP_005328576.1
OG0009718	XP_045141841.1	XP_040134518.1
OG0009720	XP_004705672.1	XP_005328550.1
OG0009721	XP_045140297.1	XP_005328633.2
OG0009722	XP_045141430.1, XP_045149695.1	XP_040133267.1
OG0009723	XP_045140435.1	XP_021575371.1
OG0009724	XP_045141874.1	XP_040134055.1
OG0009725	XP_045140416.1, XP_030744098.1	XP_013220374.2
OG0009726	XP_004705965.1	XP_013220391.1
OG0009727	XP_030740268.2	XP_005340087.1
OG0009728	XP_045140318.1	XP_040134539.1
OG0009729	XP_045140938.1	XP_005340106.1
OG0009730	XP_045140313.1	XP_040133967.1
OG0009731	XP_004705941.1	XP_005340887.1
OG0009732	XP_004705938.1	XP_021575497.1
OG0009733	XP_045140257.1	XP_005339884.1
OG0009734	XP_004705927.1	XP_005339880.1
OG0009735	XP_004706062.1	XP_005328619.1
OG0009736	XP_045141867.1	XP_005323940.1
OG0009737	XP_045140751.1	XP_040134567.1
OG0009738	XP_004705704.1	XP_013213319.2
OG0009739	XP_045140778.1	XP_005324003.1
OG0009740	XP_004705719.2	XP_013213434.1
OG0009741	XP_030740271.1	XP_005323903.1
OG0009742	XP_004705724.1	XP_005323900.1
OG0009743	XP_004705731.1	XP_021581223.1
OG0009744	XP_004705737.2	XP_005323994.2
OG0009745	XP_004705743.1	XP_005323878.1
OG0009746	XP_045141621.1	XP_040134509.1
OG0009747	XP_004705752.1	XP_005323854.1
OG0009748	XP_004705755.1	XP_005323843.1
OG0009749	XP_045141830.1	XP_040134508.1
OG0009750	XP_045140860.1	XP_021581150.1
OG0009751	XP_004706111.1	XP_005338926.2, XP_040133231.1
OG0009752	XP_012860916.1	XP_040132975.1
OG0009753	XP_045141893.1	XP_021581132.2
OG0009754	XP_045140895.1	XP_005323806.1
OG0009755	XP_004706119.1	XP_040133840.1, XP_005323802.1
OG0009756	XP_045141612.1, XP_004705789.1	XP_005323792.1
OG0009757	XP_030740234.2	XP_040133422.1
OG0009759	XP_045149215.1, XP_004705804.1	XP_005323765.1
OG0009760	XP_045141933.1	XP_005323757.2
OG0009761	XP_004705920.1	XP_005323739.1
OG0009762	XP_004706315.2	XP_021581206.1
OG0009763	XP_030744863.1	XP_040133389.1
OG0009764	XP_045139852.1	XP_005327233.1
OG0009765	XP_004705910.1	XP_040133266.1
OG0009766	XP_045141988.1	XP_021583352.2
OG0009767	XP_045141986.1	XP_021583321.2
OG0009768	XP_004706293.1	XP_005327209.1
OG0009769	XP_045141982.1	XP_021583305.1
OG0009770	XP_045140634.1	XP_005327202.1
OG0009771	XP_012860968.1	XP_040134274.1
OG0009772	XP_045139933.1	XP_040133801.1
OG0009773	XP_004705892.1	XP_005337789.1
OG0009774	XP_004705888.1	XP_005337799.1
OG0009775	XP_012860995.1	XP_005337809.1
OG0009776	XP_004705870.1	XP_005337825.1
OG0009777	XP_045141965.1	XP_021590608.2
OG0009778	XP_045139888.1	XP_013219520.1
OG0009779	XP_045141961.1	XP_021590653.1
OG0009780	XP_004706191.1	XP_021590662.1
OG0009781	XP_045141955.1	XP_040134576.1
OG0009782	XP_004706178.2	XP_005323691.1
OG0009783	XP_004705841.1	XP_005323693.1
OG0009784	XP_004705835.1	XP_021581052.1
OG0009785	XP_004706168.1	XP_040134423.1
OG0009786	XP_004706165.1	XP_040134111.1
OG0009787	XP_045141948.1	XP_040132959.1
OG0009789	XP_012859232.2	XP_005338168.1
OG0009790	XP_004699272.1	XP_005338139.1
OG0009791	XP_045147756.1	XP_013219589.2
OG0009793	XP_004699273.1	XP_005338135.1
OG0009794	XP_030742016.1	XP_005338127.1
OG0009795	XP_012859237.1	XP_040143378.1
OG0009796	XP_045147952.1	XP_040143386.1
OG0009797	XP_045147664.1	XP_021590826.2
OG0009798	XP_045147964.1	XP_005339741.1
OG0009799	XP_004699295.1	XP_040144961.1
OG0009800	XP_004699308.1, XP_045153291.1	XP_005327769.1
OG0009801	XP_004699315.1	XP_005327775.1
OG0009802	XP_045147976.1	XP_005327786.1
OG0009803	XP_045147855.1	XP_040145132.1
OG0009804	XP_045147754.1	XP_005327799.1
OG0009805	XP_045147980.1	XP_021591499.1
OG0009806	XP_045148055.1	XP_005341357.1
OG0009807	XP_045147897.1	XP_005334122.1
OG0009808	XP_004699343.1	XP_005316068.1, XP_005334124.1
OG0009809	XP_004699344.1	XP_005334125.1
OG0009810	XP_045148054.1	XP_021587925.2
OG0009811	XP_012859277.2	XP_005334130.1
OG0009812	XP_045147986.1	XP_040144865.1
OG0009813	XP_004699361.2, XP_045145491.1	XP_005330763.1
OG0009814	XP_045148122.1	XP_005330756.2
OG0009815	XP_004699375.1	XP_005330746.1
OG0009816	XP_045148111.1	XP_021585795.2
OG0009817	XP_004699667.1	XP_005332398.1
OG0009818	XP_030742005.1, XP_004718254.2	XP_005332396.1
OG0009819	XP_045153918.1	XP_021578269.1
OG0009820	XP_045151982.1	XP_013221598.1
OG0009821	XP_004714683.2	XP_013216643.1
OG0009822	XP_004702958.2	XP_013215664.2
OG0009823	XP_045152148.1	XP_013219139.1
OG0009824	XP_045141723.1	XP_013215315.1
OG0009825	XP_004699869.2	XP_005330390.1
OG0009826	XP_045154172.1	XP_005330399.1
OG0009827	XP_004699841.2	XP_005330440.1
OG0009828	XP_045154026.1	XP_040134477.1
OG0009829	XP_045154073.1	XP_040133851.1
OG0009830	XP_004699931.1, XP_012860267.2	XP_005329489.1
OG0009831	XP_004700201.1	XP_005329482.1
OG0009832	XP_004699937.1	XP_005329474.1
OG0009833	XP_045153915.1	XP_013211647.1
OG0009834	XP_004706752.1	XP_005319796.1
OG0009835	XP_004706751.1	XP_005319791.1
OG0009836	XP_045153920.1	XP_040133294.1
OG0009837	XP_004706843.1	XP_021578376.1
OG0009838	XP_004706842.2	XP_005319757.1
OG0009839	XP_045153925.1	XP_005319750.1
OG0009840	XP_004706724.1	XP_013211621.2
OG0009841	XP_045154086.1	XP_040132914.1
OG0009842	XP_004706864.1	XP_040134252.1
OG0009843	XP_045153913.1	XP_005319810.1
OG0009844	XP_004706874.1	XP_021578309.1
OG0009845	XP_045153775.1	XP_005319843.1
OG0009847	XP_030743624.1	XP_021578355.1
OG0009848	XP_004706900.2	XP_005319897.1
OG0009849	XP_030743622.2	XP_005319898.1
OG0009850	XP_004706909.1	XP_021578381.1
OG0009851	XP_004706814.1	XP_040133841.1
OG0009852	XP_030742030.1	XP_040134460.1
OG0009853	XP_004700008.1	XP_040134463.1
OG0009854	XP_004700019.1	XP_005326618.1
OG0009855	XP_004700021.1	XP_021582851.2
OG0009856	XP_004700006.1	XP_005326598.1
OG0009857	XP_004700000.1, XP_012859209.1	XP_021582841.1
OG0009858	XP_004699995.1	XP_013214677.1
OG0009859	XP_045154457.1	XP_005331466.1
OG0009860	XP_004714821.2	XP_005331450.1
OG0009861	XP_004714767.2	XP_021586216.1
OG0009862	XP_004714753.1	XP_005331436.1
OG0009863	XP_004714744.1	XP_005331427.1
OG0009864	XP_004714739.1	XP_040143625.1
OG0009865	XP_045154407.1	XP_013216658.1
OG0009866	XP_004714729.1	XP_005331406.1
OG0009867	XP_004714807.1	XP_005331506.1
OG0009868	XP_045154284.1	XP_005331367.1
OG0009870	XP_045154281.1	XP_040145058.1
OG0009871	XP_004714687.1	XP_005331330.1
OG0009872	XP_004714680.1	XP_021586154.2
OG0009873	XP_045152043.1	XP_013214186.1
OG0009874	XP_004703155.1	XP_021582195.1
OG0009875	XP_004703024.2	XP_021582228.1
OG0009876	XP_045152065.1	XP_040129330.1
OG0009877	XP_030743117.2	XP_005325608.1
OG0009878	XP_012860244.1, XP_045152173.1	XP_005325629.1
OG0009879	XP_045152059.1	XP_021590331.1
OG0009880	XP_004702988.1	XP_005337515.1
OG0009881	XP_004702987.1	XP_005337518.1
OG0009882	XP_004702978.1	XP_021584605.1
OG0009883	XP_004702973.1	XP_013215677.1
OG0009884	XP_004702971.1	XP_021580345.1, XP_040126361.1
OG0009885	XP_030743201.1, XP_045152153.1	XP_040130569.1
OG0009886	XP_012860160.1	XP_040126457.1
OG0009887	XP_004703106.2	XP_013219078.1
OG0009888	XP_045154278.1	XP_040131230.1
OG0009889	XP_012860423.1	XP_040126533.1
OG0009890	XP_045145004.1	XP_040126608.1
OG0009891	XP_045151983.1	XP_040126199.1
OG0009892	XP_004703159.2	XP_005323130.1
OG0009893	XP_004703034.1	XP_005323134.1
OG0009894	XP_004703158.1	XP_040129212.1
OG0009896	XP_004703787.1	XP_005324664.1
OG0009897	XP_012859198.1	XP_040130255.1
OG0009898	XP_004699192.2	XP_013218004.2
OG0009899	XP_012859142.2	XP_005339225.3
OG0009900	XP_045143968.1	XP_005339202.1
OG0009901	XP_004698520.1	XP_005338854.1
OG0009902	XP_004698519.1	XP_005338855.1
OG0009903	XP_004698949.1	XP_013219956.1
OG0009904	XP_045143999.1	XP_005338821.2
OG0009905	XP_045143871.1	XP_005338811.2
OG0009906	XP_045143593.1	XP_040131608.1
OG0009907	XP_004698547.1, XP_045143813.1, XP_045143814.1	XP_005338788.1
OG0009908	XP_004698973.1	XP_005338777.1
OG0009909	XP_012859085.1	XP_005338778.1
OG0009910	XP_045143591.1	XP_013219929.1
OG0009911	XP_004698568.1	XP_005338857.1
OG0009912	XP_045143585.1	XP_021580360.1
OG0009913	XP_045144166.1	XP_005322721.1
OG0009914	XP_045143955.1	XP_005322737.1
OG0009915	XP_004698599.1	XP_040132442.1
OG0009916	XP_045143841.1, XP_045143842.1, XP_045143840.1	XP_040131296.1
OG0009917	XP_004698600.2	XP_005322758.1
OG0009918	XP_045143759.1	XP_040131235.1
OG0009919	XP_004698613.1	XP_040130788.1
OG0009920	XP_004698626.1	XP_021586356.1
OG0009921	XP_004698622.1	XP_040131125.1
OG0009922	XP_004699019.2	XP_005342913.3
OG0009923	XP_045143816.1	XP_013212985.1
OG0009924	XP_004698638.1	XP_040131088.1
OG0009925	XP_004698646.2	NP_001269189.1
OG0009926	XP_004699031.2	XP_005338016.1
OG0009927	XP_045143964.1	XP_040145016.1
OG0009928	XP_030740732.1	XP_021580404.2
OG0009929	XP_004699040.3	XP_005322789.1
OG0009930	XP_004698665.2	XP_005322794.1
OG0009931	XP_004698683.2	XP_005322814.1
OG0009932	XP_004698685.1	XP_040131627.1
OG0009933	XP_045143559.1	XP_013212949.2
OG0009934	XP_012859113.1	XP_005322851.3
OG0009935	XP_030740724.1	XP_005322859.1
OG0009936	XP_004698726.1	XP_013212974.1
OG0009937	XP_045144127.1	XP_040132028.1
OG0009938	XP_045143812.1	XP_005321256.1
OG0009939	XP_045144119.1	XP_040130452.1
OG0009941	XP_004699087.1	XP_013212255.2
OG0009942	XP_012859125.1	XP_021579449.1
OG0009943	XP_004699089.1	XP_005321292.1
OG0009944	XP_012859202.1	XP_005321296.2
OG0009945	XP_045144016.1	XP_005321389.1
OG0009946	XP_004698776.1	XP_005321304.1
OG0009947	XP_045143862.1	XP_021579480.1
OG0009948	XP_012859197.1	XP_005321391.3
OG0009949	XP_004698790.2	XP_040130714.1
OG0009950	XP_012859192.1	XP_040130717.1
OG0009951	XP_045144184.1	XP_040132279.1
OG0009952	XP_004698794.1	XP_040130409.1
OG0009953	XP_045143897.1	XP_021579527.1
OG0009954	XP_045144083.1	XP_021579396.2
OG0009955	XP_030740897.1	XP_005321358.1
OG0009956	XP_045143550.1	XP_021579499.1
OG0009957	XP_004698827.1	XP_005339207.1
OG0009958	XP_004698829.1	XP_021591514.1
OG0009959	XP_045144028.1	XP_040130529.1
OG0009960	XP_045143866.1	XP_021587747.1
OG0009961	XP_004698865.1	XP_005333984.1
OG0009962	XP_030740914.1	XP_021576358.2
OG0009963	XP_004698843.2	XP_005341066.1
OG0009964	XP_004698880.2	XP_021588437.1
OG0009965	XP_045143963.1	XP_040129824.1
OG0009966	XP_004699196.2	XP_005334749.1
OG0009967	XP_045143856.1	XP_040131431.1
OG0009968	XP_030740876.2	XP_005341059.1
OG0009969	XP_004701647.1	XP_021586407.1
OG0009970	XP_045155739.1	XP_005321734.1
OG0009971	XP_045155238.1	XP_040124856.1
OG0009972	XP_004700314.1	XP_005322306.1
OG0009973	XP_045145290.1	XP_013219038.1
OG0009974	XP_004709267.1	XP_040124243.1
OG0009976	XP_004709339.1	XP_005332643.1
OG0009977	XP_045155748.1	XP_021586874.1
OG0009978	XP_004707215.1	XP_005321909.1
OG0009979	XP_004707178.2	XP_005321840.1
OG0009981	XP_004709259.1	XP_005342035.2, XP_040124223.1
OG0009982	XP_045155507.1	XP_005342030.3
OG0009983	XP_045145362.1, XP_045155866.1	XP_013217130.1
OG0009984	XP_004709289.1	XP_021586956.1, XP_040124281.1
OG0009985	XP_004709294.2	XP_005332703.1
OG0009986	XP_004709305.1	XP_040124300.1
OG0009987	XP_004709167.1	XP_005332686.1
OG0009988	XP_004709327.1	XP_005332663.1
OG0009989	XP_004709344.2	XP_040124574.1
OG0009990	XP_004709345.1	XP_040124368.1
OG0009991	XP_045155733.1	XP_013217111.1
OG0009992	XP_045155433.1	XP_040124396.1
OG0009993	XP_004709205.1	XP_005332606.1
OG0009994	XP_030744090.2	XP_005332595.1
OG0009995	XP_045155429.1	XP_005332594.1
OG0009996	XP_004709211.1	XP_005332753.1
OG0009997	XP_004709375.1	XP_040124430.1
OG0009998	XP_004709374.1	XP_005336032.2
OG0009999	XP_045155308.1	XP_005336041.1
OG0010000	XP_045155585.1	XP_040124450.1
OG0010001	XP_004707339.2	XP_005328282.1
OG0010002	XP_045155606.1	XP_013215372.1
OG0010003	XP_045155783.1	XP_021584083.1
OG0010004	XP_045155764.1	XP_005328250.1
OG0010005	XP_004707590.1	XP_021584074.1
OG0010007	XP_045155255.1	XP_021584063.1
OG0010008	XP_012861272.1	XP_005328235.3
OG0010009	XP_004707318.1	XP_005328230.1
OG0010011	XP_045155400.1	XP_021584012.2
OG0010012	XP_045155223.1	XP_021584006.1
OG0010013	XP_004707565.1	XP_021584018.2
OG0010014	XP_004707272.1	XP_040124651.1
OG0010015	XP_045155740.1	XP_040124652.1
OG0010016	XP_004707560.1	XP_005328159.1
OG0010017	XP_030743972.1	XP_005328150.1
OG0010018	XP_004707260.2	XP_005328147.1
OG0010019	XP_004707259.1	XP_005328312.1
OG0010020	XP_045155392.1	XP_021579935.1
OG0010022	XP_045155389.1	XP_040124683.1
OG0010023	XP_045155388.1	XP_021579817.1
OG0010024	XP_045155387.1	XP_005321945.1
OG0010025	XP_012861255.1	XP_005321938.1
OG0010026	XP_004707539.1	XP_005321936.1
OG0010027	XP_004707232.1, XP_045155611.1	XP_021579918.1
OG0010028	XP_012861296.1	XP_005321925.1
OG0010029	XP_004707531.1	XP_005321914.1
OG0010030	XP_045155379.1	XP_005321912.1
OG0010031	XP_030743970.1	XP_005321911.1
OG0010032	XP_045155485.1	XP_040124724.1
OG0010033	XP_004707508.1	XP_005321880.1
OG0010034	XP_004707190.1	XP_005321869.1
OG0010035	XP_012861239.1	XP_021579871.1
OG0010036	XP_045155266.1	XP_021579854.1
OG0010037	XP_004707164.1	XP_040126444.1
OG0010038	XP_045155319.1	XP_005321809.1
OG0010039	XP_045155263.1	XP_040124779.1
OG0010040	XP_045155262.1	XP_021579693.2
OG0010041	XP_004707155.2	XP_005321804.2
OG0010042	XP_045155784.1	XP_005321800.1
OG0010044	XP_030743948.2	XP_005322010.1
OG0010046	XP_004707143.1	XP_005321774.1
OG0010047	XP_045155243.1	XP_005321764.1
OG0010048	XP_004707132.1	XP_005321757.1
OG0010049	XP_045145306.1	XP_005321747.1
OG0010050	XP_004707118.1	XP_005321731.1
OG0010051	XP_004707095.1, XP_045155698.1	XP_005321665.1
OG0010052	XP_004707452.1	XP_005321661.1
OG0010053	XP_045155235.1	XP_005321653.1
OG0010054	XP_045155658.1	XP_013212587.3
OG0010055	XP_045155580.1	XP_040124959.1, XP_040124958.1
OG0010056	XP_045155728.1	XP_005321645.1
OG0010057	XP_045155780.1	XP_013212502.1
OG0010058	XP_004707053.2	XP_040126455.1
OG0010059	XP_004707426.1	XP_005321595.1
OG0010060	XP_004707042.1	XP_040125042.1
OG0010061	XP_004707419.1	XP_021579681.2
OG0010062	XP_004707418.1	XP_021579706.1
OG0010063	XP_012861207.1	XP_005321547.2
OG0010064	XP_045155944.1	XP_040125065.1
OG0010065	XP_012861203.3	XP_005327835.1
OG0010066	XP_004707397.1	XP_005327851.1
OG0010067	XP_004707395.2	XP_013215223.2
OG0010068	XP_004706997.1	XP_005327855.1
OG0010069	XP_045155913.1	XP_040126461.1
OG0010071	XP_004706982.1	XP_021583758.1
OG0010072	XP_004706981.1	XP_005327882.1
OG0010073	XP_004706980.1	XP_005327884.1
OG0010074	XP_004706975.1	XP_040125122.1
OG0010075	XP_004707382.1	XP_040125140.1
OG0010076	XP_045155844.1	XP_040125202.1
OG0010077	XP_004707361.1	XP_005327955.1
OG0010078	XP_004706937.2	XP_005327962.1
OG0010079	XP_012861191.2	XP_040126466.1
OG0010080	XP_012861314.1	XP_005327964.1
OG0010081	XP_045155505.1	XP_040125219.1
OG0010082	XP_045149273.1	XP_005337357.1
OG0010083	XP_045149272.1	XP_021590240.1
OG0010084	XP_004716256.1	XP_040126478.1
OG0010085	XP_004714518.2	XP_021589974.1
OG0010086	XP_045145227.1, XP_004714477.1, XP_045145228.1	XP_005336934.1
OG0010087	XP_004714484.1	XP_005336946.1
OG0010088	XP_045145139.1	XP_005336988.1
OG0010089	XP_045145285.1	XP_021589955.2
OG0010090	XP_004714591.1	XP_005337023.1
OG0010091	XP_004714581.1	XP_005337007.1
OG0010092	XP_004713286.1	XP_040139773.1
OG0010093	XP_030741004.1	XP_013212120.1
OG0010094	XP_004713376.1	XP_021579348.1
OG0010095	XP_012862857.3	XP_040139772.1
OG0010096	XP_004713305.1	XP_005321149.1
OG0010097	XP_045144455.1	XP_005321239.1
OG0010098	XP_030740987.1	XP_005321237.1
OG0010099	XP_012862831.2	XP_040139770.1
OG0010100	XP_012862854.2	XP_040142428.1
OG0010101	XP_045144452.1	XP_005321130.1
OG0010102	XP_045144493.1	XP_040142383.1
OG0010103	XP_045144521.1	XP_005321066.1
OG0010104	XP_004713356.1	XP_005321048.1
OG0010105	XP_045144445.1	XP_021579234.1
OG0010106	XP_045144442.1	XP_040142268.1
OG0010107	XP_045144532.1	XP_040139764.1
OG0010108	XP_012863723.2	XP_021579206.1
OG0010109	XP_004716517.1	XP_040142236.1
OG0010110	XP_045146134.1	XP_005321000.1
OG0010111	XP_030741490.1	XP_040142217.1
OG0010112	XP_004712654.1	XP_040142190.1
OG0010113	XP_004709311.1	XP_040124309.1, XP_021586864.2
OG0010114	XP_045155434.1	XP_040124577.1
OG0010115	XP_004704493.2	XP_005340083.1
OG0010116	XP_045150120.1	XP_005322184.1
OG0010117	XP_045144850.1	XP_005328765.1
OG0010118	XP_045144816.1	XP_040136261.1
OG0010120	XP_045145376.1	XP_021589146.1
OG0010121	XP_045148297.1, XP_004700624.1	XP_005335677.1
OG0010122	XP_045144987.1	XP_040136403.1
OG0010124	XP_045145982.1	XP_005335688.1
OG0010125	XP_045148513.1	XP_021589178.1
OG0010126	XP_045146226.1	XP_005335719.1
OG0010127	XP_004700574.1	XP_040136365.1
OG0010128	XP_004700871.1	XP_021589207.1
OG0010129	XP_045146052.1	XP_005335749.1
OG0010130	XP_012859577.1	XP_005335761.2
OG0010131	XP_004700540.1	XP_005328744.1
OG0010132	XP_004700863.1	XP_005328748.1
OG0010133	XP_004700537.1	XP_005328752.1
OG0010134	XP_045144871.1	XP_040136309.1
OG0010135	XP_004700858.1	XP_040136303.1
OG0010136	XP_004700527.1	XP_013215576.1
OG0010137	XP_045144834.1	XP_040136272.1
OG0010138	XP_004700842.1	XP_005330472.1
OG0010139	XP_004700504.1	XP_021585585.2
OG0010140	XP_045144729.1	XP_005330488.3, XP_040136237.1
OG0010141	XP_045146551.1	XP_040137712.1
OG0010142	XP_045146568.1	XP_021588711.1
OG0010143	XP_012859477.1	XP_005335058.1
OG0010144	XP_004700273.1	XP_013218181.1
OG0010145	XP_004700276.1	XP_005335076.1
OG0010147	XP_004700287.2	XP_005338642.2
OG0010148	XP_045149364.1	XP_040132958.1
OG0010149	XP_045147430.1	XP_005338636.1
OG0010150	XP_045147023.1	XP_005338633.3
OG0010151	XP_045145649.1	XP_040137729.1
OG0010152	XP_004718156.1	XP_005322263.1
OG0010153	XP_004700334.1	XP_013212726.1
OG0010154	XP_004700740.1	XP_005322270.1
OG0010155	XP_045141850.1, XP_045148164.1	XP_005322274.1
OG0010156	XP_004700330.1	XP_040126431.1
OG0010156	XP_045140931.1	XP_021580075.2
OG0010157	XP_004700329.1	XP_005322278.2
OG0010158	XP_004700323.1	XP_005322284.1
OG0010159	XP_045146914.1	XP_040146840.1, XP_040133661.1
OG0010160	XP_045146894.1	XP_021580084.1
OG0010161	XP_045146890.1	XP_040133773.1
OG0010162	XP_045148626.1	XP_005322297.1
OG0010163	XP_045146855.1	XP_013212777.2
OG0010164	XP_045146817.1	XP_040133879.1
OG0010165	XP_004700718.1	XP_040134102.1
OG0010166	XP_004700721.1	XP_040137734.1
OG0010167	XP_004700715.2	XP_005322322.1
OG0010168	XP_045146760.1	XP_005322328.1
OG0010169	XP_045146271.1	XP_005322493.1
OG0010170	XP_004700357.1	XP_005322333.1
OG0010171	XP_045147682.1	XP_040134495.1
OG0010172	XP_004700372.1	XP_005322361.1
OG0010173	XP_045146469.1	XP_021580136.1
OG0010174	XP_004700787.2	XP_040134824.1
OG0010175	XP_004700789.1	XP_005322507.1
OG0010176	XP_030741174.1	XP_005322390.1
OG0010177	XP_045139753.1	XP_021576288.2
OG0010178	XP_004704489.2	XP_040126820.1
OG0010179	XP_004704384.1	XP_005339141.1
OG0010180	XP_012860551.1	XP_013219803.1
OG0010181	XP_030744317.2	XP_021589690.1
OG0010182	XP_045147666.1, XP_004704416.1	XP_005339651.1
OG0010183	XP_045139770.1	XP_005339649.3
OG0010184	XP_045139771.1	XP_040126684.1
OG0010185	XP_012859372.1	XP_005324578.1
OG0010186	XP_045141613.1	XP_040126977.1
