Orthogroup	Echinops_telfairi	Mus_musculus
OG0008289	XP_004707808.1	NP_082104.2
OG0008290	XP_012863162.2	XP_011240607.1, NP_766601.2
OG0008291	XP_004709889.1	XP_006515268.1, NP_852060.2
OG0008292	XP_045150189.1	NP_001363935.1
OG0008293	XP_004709871.1	NP_444386.2, NP_001351288.1
OG0008294	XP_004696072.2	NP_001076810.1, XP_006515230.1, NP_080313.2
OG0008295	XP_045140594.1, XP_004696077.1	XP_036014168.1, NP_035869.1
OG0008296	XP_004696440.3	XP_006515210.1, NP_150373.2
OG0008297	XP_045142853.1	NP_035649.1, XP_006515108.1
OG0008298	XP_045142837.1	NP_032471.2
OG0008299	XP_045142523.1	XP_006535799.1, NP_001014416.2
OG0008300	XP_045142522.1	NP_001028632.1, XP_017176442.1
OG0008301	XP_045150111.1	NP_001297453.1
OG0008302	XP_004710285.1	NP_444315.1, XP_006504158.1
OG0008303	XP_004711152.1	XP_036020682.1, NP_032063.2
OG0008304	XP_012862289.2, XP_045142983.1	NP_001074876.1, XP_006504110.1
OG0008305	XP_004711156.1	NP_083530.1
OG0008306	XP_045142953.1	NP_031465.2
OG0008307	XP_045146689.1	XP_006525172.1, NP_598532.1
OG0008308	XP_045142989.1	NP_001401336.1
OG0008309	XP_045142967.1	NP_080792.2
OG0008310	XP_030744359.1	NP_084239.1
OG0008311	XP_030740583.1	NP_077199.2, XP_006500220.1
OG0008312	XP_045143031.1	NP_848491.2, XP_011238152.1
OG0008313	XP_045143032.1	NP_081468.1
OG0008314	XP_004707996.1	NP_001405875.1
OG0008315	XP_004708060.1	NP_033101.2
OG0008316	XP_004707997.1	NP_034251.2, XP_011239504.1
OG0008317	XP_045139784.1	XP_006506637.1, NP_081551.2
OG0008318	XP_004708010.1	NP_079706.1
OG0008319	XP_004708016.1	NP_001318100.1
OG0008320	XP_004713929.1	NP_080435.3
OG0008321	XP_004704433.1	NP_080766.1
OG0008322	XP_004704430.1	NP_038848.1, XP_017176890.1
OG0008323	XP_045142596.1	NP_038614.2
OG0008324	XP_045142513.1, XP_045142833.1	NP_149070.2, XP_006505431.1
OG0008325	XP_030740471.1	NP_001003955.1
OG0008326	XP_004696143.1	XP_006506879.1, NP_848754.1
OG0008327	XP_045142697.1	NP_035597.2
OG0008328	XP_004699569.1	NP_444400.2
OG0008329	XP_045147934.1	XP_006501463.2, NP_001028475.2
OG0008330	XP_004717322.1	NP_062774.2
OG0008332	XP_030744286.2	NP_001156642.1
OG0008333	XP_045144090.1, XP_004717333.1	NP_080151.2
OG0008334	XP_045151645.1	NP_852074.2
OG0008335	XP_004716632.2	NP_075809.1
OG0008336	XP_004716663.1	NP_775482.1, XP_036018950.1
OG0008337	XP_004716706.1	XP_006501255.1, NP_001258953.1
OG0008338	XP_004716664.2	NP_599014.2
OG0008339	XP_004716670.1	NP_694761.1
OG0008340	XP_004716681.2	NP_062287.1, NP_033176.2
OG0008341	XP_012863749.2	NP_035411.2
OG0008343	XP_004699573.1	NP_001020238.1, XP_036019020.1
OG0008344	XP_045146387.1	NP_080162.3, XP_006536289.1
OG0008345	XP_012861455.2	NP_001277448.1, XP_006514658.1, NP_001277449.1, NP_808244.1
OG0008346	XP_004702837.1	NP_067499.2
OG0008347	XP_004702667.2	NP_082707.1
OG0008348	XP_004702844.1	NP_001186561.1, NP_796050.2, XP_011248071.1
OG0008349	XP_030741092.2	XP_036021353.1, NP_766580.3
OG0008350	XP_004717246.1	NP_038810.2, XP_006536259.1
OG0008351	XP_004708369.1	NP_062631.1
OG0008352	XP_004708347.1	NP_780303.1
OG0008353	XP_045146959.1	XP_006498758.1, NP_031940.1
OG0008354	XP_004708464.1, XP_045146979.1	NP_081268.1
OG0008355	XP_045147050.1	XP_006499054.1, NP_033008.4
OG0008357	XP_004708493.1	NP_082395.2
OG0008358	XP_004717256.1	NP_001347452.1, NP_001347453.1, XP_011248151.1, NP_073145.1
OG0008359	XP_045153073.1	NP_031829.2
OG0008360	XP_045153078.1	XP_036017390.1, NP_033238.2
OG0008361	XP_045142166.1, XP_004713641.1	XP_006531850.1, NP_080649.1
OG0008362	XP_004713761.1	NP_081752.2, NP_001161988.1, NP_001161989.1
OG0008363	XP_004713759.2	XP_006531851.1, NP_001028300.1
OG0008364	XP_045153092.1	XP_030106598.1, NP_031880.2
OG0008365	XP_012862908.1	XP_006531771.1, NP_647462.1
OG0008366	XP_004713734.1	XP_006531731.1, NP_032546.2
OG0008367	XP_045153113.1	NP_001028514.1, XP_036017481.1
OG0008368	XP_004713567.1	NP_001159842.1, NP_080582.3
OG0008369	XP_045153120.1	NP_035827.1, NP_001172093.1
OG0008370	XP_004713708.1	NP_032915.2, NP_080022.2
OG0008371	XP_004713701.1	NP_001365848.1
OG0008372	XP_045153128.1	NP_001158106.1
OG0008373	XP_004713548.1	XP_006526617.1, NP_598900.1
OG0008374	XP_045153177.1	NP_001129536.1
OG0008375	XP_030743373.1	NP_775091.2, NP_061271.1, NP_775090.1
OG0008376	XP_012863262.1	NP_033982.3, XP_006526685.1
OG0008377	XP_004716540.1	NP_062372.2, NP_001342553.1
OG0008378	XP_045146357.1	NP_001355882.2, XP_036009078.1
OG0008379	XP_004704006.2	NP_942602.2, XP_006496125.1
OG0008380	XP_004703898.1, XP_012862826.1	XP_030108858.1
OG0008381	XP_045143357.1	NP_001074594.1, XP_036016415.1
OG0008382	XP_004711939.1	XP_017175371.1, NP_001108546.1
OG0008383	XP_045143363.1	NP_001012322.2, XP_006529747.1
OG0008384	XP_004703937.1	NP_034041.2
OG0008385	XP_045154839.1	NP_766073.2, XP_011246266.1
OG0008386	XP_045154832.1	XP_006497733.1, NP_536710.1
OG0008387	XP_004703896.1	NP_722542.2
OG0008388	XP_004703890.1	NP_766251.3
OG0008389	XP_004703874.1	NP_075365.3
OG0008390	XP_004716289.1, XP_004717687.1	XP_006500131.1, NP_080362.1
OG0008391	XP_004697627.1	NP_001091697.1
OG0008392	XP_045154969.1	NP_892036.1
OG0008393	XP_004714396.1	NP_079814.1
OG0008394	XP_004714461.2	XP_036011921.1, NP_082277.2
OG0008395	XP_045146086.1	XP_011239640.1, NP_776136.2
OG0008396	XP_030741434.2	NP_032590.2
OG0008397	XP_045146070.1	NP_061285.2, XP_006506463.1
OG0008398	XP_004702424.1	NP_033553.2
OG0008399	XP_004702428.1	NP_080585.1
OG0008400	XP_045145785.1	NP_001334271.1
OG0008401	XP_004702301.1	XP_006505388.1, NP_001107025.1, NP_751893.3
OG0008402	XP_045145904.1	NP_849273.1, XP_006505728.1
OG0008403	XP_030741381.2	NP_080828.1
OG0008405	XP_004715973.2	XP_017176895.1, NP_032396.1
OG0008406	XP_004702619.1	XP_006506731.1, NP_853621.2
OG0008407	XP_045145905.1	XP_017177127.1
OG0008408	XP_004702476.2	NP_035637.2, NP_001313487.1
OG0008409	XP_004702475.1	NP_001008785.2
OG0008410	XP_045145747.1	NP_780523.3, XP_036021606.1
OG0008411	XP_004702467.1	NP_001156504.1, NP_082328.3
OG0008412	XP_045146062.1	XP_006518019.1, NP_033007.2
OG0008413	XP_030741469.2	XP_030103844.1, NP_077183.1
OG0008414	XP_004702591.2	NP_001074896.1, XP_006518113.1, NP_598841.1
OG0008415	XP_045146063.1	NP_666081.1, NP_001127937.1
OG0008416	XP_045145807.1	XP_006519671.1, NP_660256.1
OG0008417	XP_030741405.2	XP_006518993.1
OG0008418	XP_004715333.2	NP_083115.3, XP_030103852.1
OG0008419	XP_004715325.1	XP_036014414.1, NP_619613.2
OG0008420	XP_045141425.1, XP_004715257.1	NP_081364.1, XP_036014231.1
OG0008422	XP_004715321.2	XP_030100575.1
OG0008423	XP_045153350.1	NP_001028840.1, XP_006518489.1
OG0008424	XP_045153319.1	NP_065584.2, NP_001278764.1
OG0008425	XP_045153349.1	XP_011241171.1
OG0008426	XP_004715293.1	NP_001391952.1, XP_017168718.1
OG0008427	XP_045153649.1	NP_001346454.1
OG0008428	XP_004715223.1	NP_001397558.1, NP_808578.1, NP_001344611.1
OG0008429	XP_004715284.3	XP_006511759.1
OG0008430	XP_004715282.1	NP_001128670.1
OG0008431	XP_030743530.1, XP_045153550.1	NP_444446.2, XP_006511691.1
OG0008432	XP_045153354.1	XP_006511895.1
OG0008433	XP_004704025.1	NP_075736.1
OG0008434	XP_012860453.1	NP_038912.3, NP_001159745.1
OG0008435	XP_004713478.1	NP_033212.1
OG0008436	XP_045153633.1	NP_038888.2
OG0008437	XP_004708600.1	NP_079695.2
OG0008438	XP_045154910.1	NP_109605.2, XP_006509667.1, NP_001116301.1
OG0008439	XP_045155186.1	XP_006509620.1, NP_032379.2
OG0008441	XP_004715512.1	XP_006509824.1, NP_082776.2
OG0008442	XP_004715514.1	XP_006509601.1, NP_031482.1
OG0008443	XP_045145629.1	XP_017172782.1, NP_032742.1
OG0008444	XP_004715599.1	XP_006513223.1, NP_033939.1
OG0008445	XP_004715628.1	NP_038669.1, XP_006530834.1
OG0008446	XP_012863400.2	NP_851382.2, XP_030099484.1
OG0008447	XP_004715545.1	NP_775276.1
OG0008448	XP_045145609.1	NP_001013402.2, XP_011246679.1
OG0008449	XP_004715550.1	NP_080699.3
OG0008450	XP_045145662.1	NP_001158031.1
OG0008451	XP_004715568.1	NP_035693.3, NP_001304314.1
OG0008452	XP_045146259.1	NP_034830.2, NP_001239588.1
OG0008453	XP_004716853.1	XP_036011059.1, NP_068688.2
OG0008454	XP_004716852.1	NP_001311439.1, NP_034874.2
OG0008455	XP_004716902.1	NP_001344828.1
OG0008456	XP_004716905.1	XP_006510468.1, NP_783618.1
OG0008457	XP_045146228.1	NP_058615.1
OG0008458	XP_004716868.1	NP_001028940.1, XP_006499551.1, NP_075860.1
OG0008459	XP_045146293.1	NP_001182173.1
OG0008460	XP_045146243.1	NP_083741.1
OG0008461	XP_045146240.1	XP_006508746.1, NP_598729.1
OG0008462	XP_045146241.1	XP_036009587.1, NP_001182187.1
OG0008463	XP_004717424.1	NP_065606.2
OG0008464	XP_004714296.2	NP_001365996.1
OG0008465	XP_004714297.1	NP_001406388.1
OG0008466	XP_045155997.1	NP_780542.1
OG0008467	XP_004714301.1	NP_082063.1
OG0008468	XP_030744167.1	XP_006523491.1, NP_780559.2
OG0008469	XP_004714405.1	NP_694792.1
OG0008470	XP_045155994.1	NP_080112.1
OG0008471	XP_030744162.1	XP_006524662.1, NP_056581.1
OG0008472	XP_045155986.1	NP_001269025.1
OG0008473	XP_004714327.1	NP_061228.1, XP_006513968.1
OG0008474	XP_004714332.1	NP_062731.1
OG0008475	XP_004714442.2	NP_082933.2, XP_006514282.1
OG0008476	XP_004714444.1	NP_081032.2, NP_032714.1, XP_006513398.1
OG0008477	XP_030744191.1	NP_780404.2, XP_006514272.1
OG0008478	XP_045155977.1	XP_030100710.1, NP_031486.1
OG0008479	XP_004717084.1	NP_001094076.1
OG0008480	XP_045155972.1	XP_011241832.1, NP_080128.2
OG0008481	XP_045155973.1	NP_080370.2, XP_006514047.1
OG0008482	XP_045155965.1	NP_075617.3
OG0008483	XP_030744192.2	NP_001394721.1, XP_030100878.1
OG0008484	XP_045156083.1, XP_004717072.1	NP_056632.2
OG0008485	XP_045147076.1	NP_038652.2, XP_017177514.1
OG0008486	XP_004708892.1	NP_803231.1, XP_011240039.1
OG0008487	XP_045153666.1, XP_045153680.1	NP_001013835.2
OG0008489	XP_030742301.1	NP_001400400.1, XP_011240845.1
OG0008490	XP_004708926.2	NP_660133.2, XP_006507669.1
OG0008491	XP_004708911.1	NP_034378.2
OG0008492	XP_030742307.1	XP_017177741.1, NP_705819.3
OG0008494	XP_004708908.1	NP_077182.1
OG0008495	XP_012861672.2	NP_001278249.1, NP_598470.3
OG0008496	XP_045149042.1	NP_001017985.2, XP_006507971.1
OG0008497	XP_004708979.1	XP_006508007.1, NP_796135.3
OG0008498	XP_004708878.1	NP_082568.1
OG0008499	XP_004708862.1	NP_950177.2
OG0008500	XP_030742273.1	NP_001394732.1
OG0008501	XP_045149031.1	NP_001074893.1, XP_006508071.1
OG0008502	XP_045146467.1	NP_001156415.1, XP_006507718.1
OG0008503	XP_045146870.1	XP_011240240.1, NP_001002894.2
OG0008504	XP_004716455.1	NP_079620.2
OG0008505	XP_045146868.1	NP_068685.1
OG0008506	XP_004711602.1	XP_030098359.1, NP_705745.3
OG0008507	XP_004711616.1	NP_001272760.1
OG0008508	XP_004711641.1	NP_001347004.1
OG0008509	XP_004708457.2	NP_001003915.1
OG0008510	XP_045149023.1	NP_080660.1
OG0008511	XP_045144988.1	XP_006519439.1, NP_001074721.2
OG0008512	XP_045139728.1	NP_080277.1
OG0008514	XP_004714112.1	XP_006519178.2, NP_997519.2
OG0008516	XP_045145010.1	NP_062749.2
OG0008517	XP_045145006.1	XP_036014719.1
OG0008518	XP_045143131.1	NP_001333713.1
OG0008519	XP_045143115.1	NP_061235.2
OG0008520	XP_045143068.1	XP_006518968.1, NP_001013775.2
OG0008521	XP_045143099.1, XP_045143098.1	NP_083596.2, XP_036014644.1
OG0008522	XP_004711313.1	NP_780474.1, XP_006519751.1
OG0008523	XP_045143059.1	XP_030103954.1
OG0008524	XP_045139696.1	NP_080323.3, XP_036014750.1
OG0008525	XP_004709837.1	NP_780709.1, XP_036014229.1
OG0008527	XP_045139730.1	NP_083832.2, XP_036014733.1
OG0008528	XP_004712140.1	NP_033060.3
OG0008529	XP_004708595.1	NP_700433.1
OG0008530	XP_012861704.2	XP_036019101.1, NP_001074764.1
OG0008531	XP_045147099.1	NP_077785.2
OG0008532	XP_004704109.1	NP_001186931.1
OG0008533	XP_045153607.1	XP_006512215.1
OG0008534	XP_030742799.2	XP_006512086.1, NP_808257.2
OG0008535	XP_004708609.1	NP_081070.1
OG0008536	XP_045150930.1	NP_001395604.1, XP_006512195.1
OG0008537	XP_004704084.1	NP_001412823.1
OG0008538	XP_045153628.1	XP_006519256.1, NP_034067.2
OG0008539	XP_012860521.2	NP_036024.2
OG0008540	XP_004712173.1	NP_056642.1
OG0008542	XP_045143411.1	NP_036046.2
OG0008543	XP_045150953.1	XP_006535492.1, NP_001342026.1, NP_033236.2
OG0008544	XP_012861093.1, XP_030742814.2	NP_001342190.1
OG0008545	XP_045150944.1	NP_001396807.1
OG0008546	XP_012861569.1	NP_083084.2
OG0008547	XP_004704181.1	XP_006502205.1, NP_665819.2
OG0008548	XP_004704177.2	NP_034931.2, NP_001034632.1
OG0008549	XP_045153521.1, XP_030741597.1	XP_011241298.1, NP_080718.1
OG0008550	XP_004698280.1	XP_017174674.1, NP_079907.2
OG0008551	XP_004697983.1	NP_955007.2, XP_017173296.1
OG0008552	XP_004697861.1	NP_080096.1
OG0008553	XP_004697868.1	NP_081200.2
OG0008554	XP_045151189.1	NP_077243.2, XP_006500503.1
OG0008555	XP_045151106.1	XP_017173260.2, NP_001028468.1
OG0008556	XP_004697882.1	NP_780676.1, NP_001343436.1
OG0008557	XP_030742898.1	NP_001139302.1
OG0008558	XP_004697906.1, XP_045149192.1, XP_045140229.1	NP_035175.1
OG0008559	XP_004698228.1	NP_001104545.1, NP_075606.1
OG0008560	XP_012864195.1	NP_001153835.1, XP_036013317.1
OG0008561	XP_004698255.2	XP_006520386.1, NP_033771.1
OG0008562	XP_030742938.1	NP_001278008.1, NP_082804.1, XP_006500322.1
OG0008563	XP_004697987.1	NP_766448.1
OG0008564	XP_045151457.1	NP_001278034.1, NP_031917.1
OG0008565	XP_004697988.1, XP_045151295.1	NP_067509.1
OG0008566	XP_045151209.1	NP_001078847.1, XP_017174700.1
OG0008567	XP_004698011.1	NP_035041.2
OG0008568	XP_004698036.2	XP_006500085.1, NP_079956.3
OG0008569	XP_045151342.1	XP_017174747.1, NP_775544.2
OG0008570	XP_004698055.1	NP_775573.1
OG0008572	XP_045151519.1	NP_001239492.1, NP_038620.2
OG0008573	XP_045151427.1	XP_036016111.1, NP_035651.1
OG0008574	XP_045151425.1	NP_598524.1
OG0008575	XP_045151509.1	NP_950192.2, XP_030107665.1
OG0008576	XP_030742915.1	NP_778153.2, XP_036013049.1
OG0008577	XP_045151084.1	NP_032705.2
OG0008578	XP_004698377.2	NP_001274668.1, NP_001274667.1, NP_034013.1
OG0008579	XP_004698123.1	XP_006500122.1, NP_080188.3
OG0008580	XP_012863109.1	NP_001034649.1, XP_006500059.1
OG0008581	XP_004698125.1	NP_079818.1
OG0008582	XP_004716153.1	XP_006500009.1
OG0008583	XP_004716147.1	NP_001171262.1
OG0008584	XP_045152898.1	XP_017174509.1, NP_796165.2
OG0008585	XP_004716142.1	XP_006500651.2, NP_001074561.1
OG0008586	XP_045152869.1	NP_001396380.1
OG0008588	XP_004716111.2	NP_001343272.1, NP_001343271.1, NP_033352.1
OG0008589	XP_045140288.1	NP_766301.1
OG0008590	XP_004707682.2	NP_001192004.1
OG0008591	XP_004707668.1	NP_001403443.1, NP_032171.1
OG0008592	XP_045143036.1	NP_001355607.1
OG0008593	XP_004715456.1	XP_006504979.1
OG0008594	XP_012861679.1	NP_036038.1, NP_001346128.1, XP_006504895.1
OG0008595	XP_012863228.2	NP_065252.1
OG0008596	XP_045149942.1	NP_001028215.1, XP_006519171.1
OG0008597	XP_004703928.1	NP_081435.1
OG0008598	XP_045141342.1	XP_036010097.1, NP_067481.2
OG0008599	XP_004696507.2	NP_536686.3
OG0008600	XP_004707701.1	NP_001347140.1, XP_017171333.1, NP_034321.2
OG0008601	XP_045142683.1	NP_031575.2
OG0008602	XP_012861357.2	NP_056610.1
OG0008603	XP_045142771.1	XP_006518365.2, NP_001182603.2
OG0008604	XP_012861367.1	NP_034225.1, NP_001347131.1, NP_001263316.1
OG0008605	XP_012861350.1	NP_598834.2, NP_001104498.1
OG0008606	XP_045142498.1	NP_808448.2, XP_011243472.1
OG0008607	XP_004707755.1	XP_006519807.1, NP_201582.2
OG0008608	XP_004707658.1	NP_705734.4, XP_036014493.1
OG0008609	XP_004718226.1	NP_082802.1, NP_082836.2
OG0008610	XP_004707638.1	NP_032030.1
OG0008611	XP_045142600.1	XP_006519422.1
OG0008612	XP_045142678.1	NP_032535.2
OG0008613	XP_045152203.1	XP_006529765.1, NP_001028580.1
OG0008614	XP_004701926.2	NP_057926.2, XP_006529807.1
OG0008615	XP_045150382.1	NP_081827.1
OG0008616	XP_045150396.1	XP_036009757.1, NP_082994.1
OG0008618	XP_045150797.1	NP_035926.2
OG0008619	XP_045150467.1	NP_057911.2, NP_001263639.1
OG0008620	XP_004701754.1	XP_011246359.1, NP_075689.1
OG0008624	XP_045152821.1	NP_083613.2
OG0008625	XP_030743326.1	NP_001390186.1, NP_001390182.1
OG0008626	XP_004709667.1	NP_001346908.1, XP_006530381.1, NP_001346907.1, NP_001074672.1
OG0008627	XP_045152751.1	NP_001128239.1, XP_006530318.1
OG0008628	XP_004709778.1	XP_030110190.1, NP_001035886.1
OG0008629	XP_045152656.1	NP_081770.3, XP_006530520.1
OG0008630	XP_030743330.2, XP_045152786.1	NP_083388.1
OG0008631	XP_045152626.1	NP_766310.2, XP_011246500.1
OG0008632	XP_045152639.1	NP_001334374.1
OG0008633	XP_045152641.1	NP_081162.1, NP_001390326.1
OG0008634	XP_004701128.2	NP_031774.2
OG0008635	XP_004709749.1	NP_080674.1
OG0008636	XP_045152647.1	XP_017176612.1
OG0008637	XP_004709598.1	NP_001004180.1, XP_006530464.1
OG0008638	XP_045145472.1	XP_006535325.1, NP_083177.2
OG0008639	XP_030741332.1	XP_006514975.1, NP_115772.2
OG0008640	XP_045145476.1	NP_001357929.1, XP_036012218.1
OG0008641	XP_004715408.2	XP_006514638.1, NP_032724.1
OG0008642	XP_045145493.1	XP_006514752.1, NP_766379.2
OG0008643	XP_004716793.1	NP_001391244.1
OG0008644	XP_004716391.1	NP_001345777.1, NP_034441.1, XP_006513298.1
OG0008645	XP_045145504.1	NP_598756.1
OG0008646	XP_012863700.1	NP_035548.1
OG0008647	XP_045153884.1, XP_012859705.1	NP_001345135.1
OG0008648	XP_012863679.3	NP_694790.1
OG0008649	XP_045145587.1	NP_083630.1, NP_001345932.1
OG0008650	XP_045145510.1	NP_001360884.1
OG0008651	XP_045145508.1	NP_001360877.1
OG0008652	XP_045147607.1	NP_034929.1
OG0008653	XP_004701141.1	NP_001347645.1
OG0008654	XP_004718238.2	NP_291045.1
OG0008655	XP_004700076.1	NP_001028613.1
OG0008656	XP_045151835.1	XP_036021853.1, NP_001257404.1
OG0008657	XP_045151833.1	XP_006505681.1, NP_032385.1
OG0008658	XP_045151823.1	NP_444434.2
OG0008659	XP_012861475.3	NP_035739.2
OG0008660	XP_045151953.1	NP_034866.1, XP_036021790.1
OG0008661	XP_004708299.1	NP_064332.1, XP_017177177.1
OG0008662	XP_012861484.1	NP_068699.1
OG0008663	XP_004717669.1	XP_011239768.1, NP_001191152.1, NP_081985.1
OG0008664	XP_045149196.1	NP_001349039.1, NP_001349040.1
OG0008665	XP_004713820.1	XP_006506617.1, NP_081259.1
OG0008666	XP_045144338.1	NP_035346.3
OG0008667	XP_004713835.1	NP_473407.2, XP_006506962.1
OG0008668	XP_004700059.1	NP_001074582.1
OG0008669	XP_004700259.2	NP_080439.1
OG0008670	XP_045143200.1	NP_001403151.1
OG0008671	XP_045143178.1	NP_001389839.1
OG0008672	XP_004711492.1, XP_045143189.1	NP_780330.2
OG0008673	XP_004711482.1	NP_776130.1
OG0008674	XP_045143245.1	NP_084435.1, XP_036015531.1, NP_001155978.1
OG0008675	XP_045143162.1	XP_006521235.1, NP_001074723.1
OG0008676	XP_012862373.3	NP_780296.1, XP_006520413.1
OG0008677	XP_012862370.1	NP_898932.2, NP_001405710.1
OG0008678	XP_045143160.1	XP_006520671.1
OG0008679	XP_045143280.1	NP_700465.2
OG0008680	XP_004716916.1	NP_038700.2, XP_017172012.1
OG0008681	XP_004716930.1	NP_001296995.1
OG0008682	XP_045152287.1	XP_036015443.1, NP_080468.1
OG0008683	XP_004716976.1	NP_705725.1, XP_006520318.2
OG0008684	XP_004716955.2	NP_034707.5
OG0008685	XP_030741870.1	NP_033527.1, XP_006526979.1
OG0008686	XP_004700963.1	XP_006527120.1, NP_963909.2
OG0008687	XP_004716310.1	XP_006519340.1, NP_001139494.1
OG0008688	XP_045139589.1	NP_001074690.1, XP_006519183.1
OG0008689	XP_045139617.1	NP_001388597.1
OG0008690	XP_004701136.1	NP_001355619.1
OG0008691	XP_045147377.1	XP_006527471.1, NP_001157107.1
OG0008692	XP_045147171.1	NP_001074175.1, XP_036017266.1
OG0008693	XP_045147522.1	XP_006527057.1
OG0008694	XP_004701093.3	XP_006527535.1, NP_113553.1
OG0008696	XP_004701379.1	XP_036017606.1, NP_083287.2
OG0008697	XP_004701052.1	NP_082883.1, XP_011245671.1, XP_036010734.1
OG0008698	XP_004701035.1	NP_001390278.1
OG0008699	XP_004701037.1	NP_032749.1
OG0008700	XP_004701022.1, XP_045155135.1	NP_001333730.1
OG0008701	XP_030741848.2	NP_062692.1
OG0008702	XP_045147361.1	XP_006527553.1
OG0008703	XP_012859624.1	NP_001277754.1
OG0008704	XP_004701347.1	NP_081835.2, XP_011245405.1
OG0008705	XP_004701341.2	XP_011245673.1, NP_001164318.1
OG0008706	XP_004700973.1	XP_006527485.1
OG0008707	XP_004701321.2	NP_848804.2, XP_006527117.1
OG0008708	XP_004700958.1	NP_061357.3, XP_006526760.1
OG0008709	XP_004700957.1	NP_001405809.1
OG0008710	XP_045147333.1	NP_001074507.2
OG0008711	XP_045147326.1	XP_006508096.1, NP_061355.3
OG0008712	XP_004701302.1	NP_083885.1, XP_006508360.1
OG0008713	XP_004700937.1	NP_001349127.1
OG0008714	XP_012860181.1	NP_031426.2
OG0008715	XP_004701278.2	XP_006536266.1, NP_803420.2
OG0008716	XP_045147566.1	NP_031429.1, XP_017177421.1
OG0008717	XP_004716315.1	NP_034021.1
OG0008718	XP_004701362.1	NP_001390029.1
OG0008719	XP_004697609.1	XP_011236640.1, NP_033956.2
OG0008720	XP_004697615.1	NP_032892.1
OG0008721	XP_004697616.1, XP_045139742.1	NP_001171129.1
OG0008722	XP_004697834.1	NP_001335138.1, NP_001002927.1
OG0008723	XP_004697626.1	NP_031850.2
OG0008724	XP_045146926.1	NP_001116231.1
OG0008725	XP_004697597.1	NP_001074750.1, XP_006535552.1
OG0008726	XP_004697797.1	NP_058619.1
OG0008727	XP_004697567.1	NP_001408078.1, NP_113579.2, NP_001343480.1, XP_006495657.1
OG0008729	XP_004697557.1	XP_006530118.2, NP_573481.1
OG0008730	XP_045142694.1, XP_004697545.1	NP_001157051.1
OG0008731	XP_045144429.1	XP_036020258.1, NP_080448.1
OG0008732	XP_004697773.3	NP_808529.3, XP_006538070.3
OG0008733	XP_045143264.1	NP_835213.3, NP_001153067.1
OG0008734	XP_004697768.1	NP_001032211.1
OG0008735	XP_004697764.1	NP_061225.2, NP_788262.1
OG0008736	XP_004712109.1	NP_001361610.1
OG0008737	XP_045141597.1	XP_006511212.1, NP_038736.1
OG0008738	XP_030740766.1	NP_083120.2
OG0008739	XP_045143607.1	NP_033832.2, NP_001403810.1, NP_001403811.1, NP_001277717.1
OG0008740	XP_004712807.2	NP_808236.2, XP_017171846.1, NP_001277719.1
