Orthogroup	Sarcophilus_harrisii	Microcebus_murinus
OG0007531	XP_031818314.1	XP_012606005.1
OG0007532	XP_031818320.1	XP_012606302.1
OG0007533	XP_031818363.1	XP_012606209.1
OG0007534	XP_031818367.1	XP_020136264.1
OG0007535	XP_031818378.1	XP_012606040.1
OG0007536	XP_031817387.1	XP_020136299.1
OG0007537	XP_031818427.1	XP_012606294.1
OG0007538	XP_031818482.1	XP_012606251.1
OG0007539	XP_031817398.1	XP_012624130.1
OG0007540	XP_031818537.1	XP_012624165.1
OG0007541	XP_031818564.1	XP_012643119.2
OG0007542	XP_031818575.1	XP_012643123.1
OG0007543	XP_031818577.1	XP_020136767.1
OG0007544	XP_031818585.1	XP_012643132.1
OG0007545	XP_031818633.1	XP_012618542.2, XP_020146029.1
OG0007546	XP_031818702.1	XP_020137273.1
OG0007547	XP_031817412.1	XP_012640797.1, XP_012640767.2, XP_020141094.1
OG0007548	XP_031818713.1, XP_031818712.1	XP_012640785.1
OG0007549	XP_031795666.1	XP_020139685.1
OG0007550	XP_003773346.1	XP_012609455.1
OG0007551	XP_031812822.1	XP_012618290.1
OG0007552	XP_031824034.1	XP_012629111.1
OG0007553	XP_003759397.1	XP_012645695.1
OG0007554	XP_031824797.1, XP_031824174.1	XP_012629001.1
OG0007555	XP_003759876.1	XP_012629295.1
OG0007556	XP_031823734.1	XP_012629311.2
OG0007557	XP_003759918.1	XP_012639835.1
OG0007558	XP_003759463.1	XP_020145712.1
OG0007559	XP_003759482.1	XP_020145706.1
OG0007560	XP_031822078.1	XP_012593784.1
OG0007561	XP_031822173.1, XP_031822165.1	XP_012593806.1
OG0007562	XP_031822230.1	XP_012639207.1
OG0007563	XP_031814955.1, XP_031814953.1	XP_012615408.1
OG0007564	XP_031814959.1	XP_012615459.1
OG0007565	XP_012399192.1	XP_012620080.1
OG0007566	XP_031811331.1	XP_012620062.2
OG0007567	XP_031811344.1	XP_012620034.1
OG0007568	XP_031811450.1	XP_012618782.2, XP_012618781.2, XP_012618783.2
OG0007569	XP_031811474.1	XP_012618760.1
OG0007570	XP_003755564.1	XP_012618745.1
OG0007571	XP_023352321.1	XP_012607181.1
OG0007572	XP_003755552.1	XP_020144668.1
OG0007573	XP_003755580.1	XP_012593809.2
OG0007574	XP_031812628.1	XP_020141696.1
OG0007575	XP_012408461.1	XP_020137642.1
OG0007576	XP_003773457.1	XP_020137487.1
OG0007577	XP_031799840.1	XP_012592808.1
OG0007578	XP_023361918.1	XP_012592883.1
OG0007579	XP_003773496.1	XP_012638798.1
OG0007580	XP_031800097.1	XP_012638815.1
OG0007581	XP_031798365.1	XP_012593026.1
OG0007582	XP_031797965.1	XP_012593045.1
OG0007583	XP_031800038.1	XP_012609449.1
OG0007584	XP_031798642.1	XP_012626441.1
OG0007585	XP_031798917.1	XP_012592916.1
OG0007586	XP_031799176.1	XP_012592947.1
OG0007587	XP_003773403.1	XP_012592962.1
OG0007588	XP_031799132.1	XP_012638884.1
OG0007589	XP_031814961.1	XP_012615605.1, XP_012615606.1
OG0007590	XP_003773389.1	XP_012592913.1
OG0007591	XP_003755139.1	XP_012617991.1
OG0007592	XP_003767856.1	XP_012593740.1
OG0007593	XP_031822797.1	XP_012593731.1
OG0007594	XP_031822748.1	XP_012593644.1
OG0007595	XP_031822751.1, XP_031822752.1	XP_012593637.2
OG0007596	XP_031812818.1	XP_012618285.2
OG0007597	XP_003755121.1	XP_012618282.1
OG0007598	XP_003755107.1	XP_012618208.1
OG0007599	XP_031812759.1	XP_012618198.1, XP_012618199.1
OG0007600	XP_031805334.1	XP_012618169.1
OG0007601	XP_031812745.1	XP_012618151.1
OG0007602	XP_003755073.1	XP_012618150.1
OG0007603	XP_031812720.1	XP_012618359.1
OG0007604	XP_031812685.1	XP_012597733.1, XP_012618067.2
OG0007605	XP_031812387.1	XP_012617994.1
OG0007606	XP_031812381.1, XP_031799376.1	XP_012617978.1
OG0007607	XP_031812348.1	XP_012615629.1
OG0007608	XP_012409290.2, XP_031812280.1	XP_012615746.1
OG0007609	XP_031812277.1	XP_012611027.1
OG0007610	XP_012409387.1	XP_012617904.1
OG0007611	XP_012396136.1	XP_012617944.1
OG0007612	XP_031812592.1	XP_012643455.1
OG0007613	XP_031812119.1	XP_012643498.1
OG0007614	XP_031812160.1	XP_012606974.1, XP_012643451.1
OG0007615	XP_031809618.1	XP_012642818.1
OG0007616	XP_003756947.2	XP_020140428.1
OG0007617	XP_003756921.1	XP_012642782.1
OG0007618	XP_031809612.1	XP_012642780.1
OG0007619	XP_031809595.1	XP_012642747.1
OG0007620	XP_023362111.1	XP_012620967.1
OG0007621	XP_003756880.1	XP_012620958.1
OG0007622	XP_003756885.1	XP_020139230.1
OG0007623	XP_031809531.1	XP_012620951.2
OG0007624	XP_031809530.1	XP_012620949.1
OG0007625	XP_031809468.1	XP_012620421.1, XP_012620420.1
OG0007626	XP_031809461.1	XP_012637016.1
OG0007627	XP_031809460.1	XP_012637027.1
OG0007628	XP_012407464.1	XP_012637046.1
OG0007629	XP_012407434.1	XP_012610934.1
OG0007630	XP_031809424.1	XP_012608206.1
OG0007631	XP_012407340.1	XP_012596333.1
OG0007632	XP_003756897.3	XP_012597069.2
OG0007633	XP_012396363.1	XP_012597007.1
OG0007634	XP_003759404.1	XP_012612205.1
OG0007635	XP_012396875.1	XP_012633228.1
OG0007636	XP_023351894.1	XP_020145657.1
OG0007637	XP_003759975.2	XP_012591918.1
OG0007638	XP_031819843.1	XP_012613577.1
OG0007639	XP_031802007.1	XP_012593908.1
OG0007640	XP_031801997.1, XP_031801998.1	XP_012645715.1
OG0007641	XP_031816798.1	XP_020142355.1
OG0007642	XP_012408620.2	XP_012631035.1
OG0007643	XP_031821406.1	XP_012603454.1
OG0007644	XP_031818934.1	XP_020137022.1, XP_012631838.1
OG0007645	XP_031816716.1	XP_012595069.1
OG0007646	XP_031816723.1	XP_012595060.1
OG0007647	XP_003768300.1	XP_012621278.1
OG0007648	XP_031816744.1	XP_012626387.1
OG0007649	XP_023355318.1	XP_012627748.1
OG0007650	XP_031816787.1, XP_031816786.1	XP_012627784.1
OG0007651	XP_012400586.2	XP_012607956.1
OG0007652	XP_031816809.1	XP_012607978.1
OG0007653	XP_003764394.1	XP_012607969.1
OG0007654	XP_031815988.1	XP_012628988.1
OG0007655	XP_031815986.1, XP_003764187.1	XP_012628994.2
OG0007656	XP_023355184.1	XP_012629028.1
OG0007657	XP_031815938.1	XP_020142298.1
OG0007658	XP_031815936.1	XP_012629063.1
OG0007659	XP_031817038.1	XP_012605036.1
OG0007660	XP_031816942.1	XP_012604199.1
OG0007661	XP_031817256.1	XP_012625972.2, XP_012625971.1
OG0007662	XP_031816919.1	XP_012625980.1
OG0007663	XP_003770676.2	XP_012634880.1
OG0007664	XP_023358539.2	XP_012632388.1
OG0007665	XP_012404206.1	XP_012633328.1, XP_012632252.1
OG0007666	XP_003768839.1	XP_012631967.1, XP_012631973.1
OG0007667	XP_003768785.1	XP_012631531.1
OG0007668	XP_031821307.1	XP_020136600.1
OG0007669	XP_031821375.1	XP_012632796.1
OG0007670	XP_031824284.1	XP_012603333.1
OG0007671	XP_003761372.1	XP_012603450.1
OG0007672	XP_031794430.1	XP_020136417.1
OG0007673	XP_031824770.1	XP_012622685.1, XP_012622686.1
OG0007674	XP_031824787.1	XP_012622682.1
OG0007675	XP_031824789.1	XP_012622640.1
OG0007676	XP_031824841.1	XP_020141163.1
OG0007677	XP_031824874.1	XP_012640604.1
OG0007678	XP_031824890.1	XP_012640551.1
OG0007679	XP_031824906.1	XP_020144779.1
OG0007680	XP_031824404.1	XP_012605111.1
OG0007681	XP_031824929.1	XP_012605135.1, XP_012605136.1
OG0007682	XP_031818880.1	XP_020136909.1
OG0007683	XP_031818875.1	XP_012631901.1
OG0007684	XP_031818863.1	XP_012631947.2
OG0007685	XP_031818858.1	XP_012631258.1
OG0007686	XP_012401215.2	XP_012646977.1
OG0007687	XP_031818785.1	XP_012646936.1
OG0007688	XP_003765559.2	XP_012646923.1
OG0007689	XP_031818763.1	XP_020137390.1
OG0007690	XP_023350900.1	XP_020138375.1
OG0007691	XP_031805970.1	XP_012592688.1
OG0007692	XP_031806003.1	XP_012592580.2, XP_020138356.1
OG0007693	XP_031807151.1	XP_020138297.1, XP_020140846.1
OG0007694	XP_023350401.1	XP_012598753.1
OG0007695	XP_031807142.1	XP_012634480.1
OG0007696	XP_031805852.1	XP_012627934.1
OG0007697	XP_003759147.1	XP_012598127.1
OG0007698	XP_012395874.1	XP_012597868.1
OG0007699	XP_031805889.1	XP_020138056.1
OG0007700	XP_003758584.1, XP_031801977.1	XP_012597829.1
OG0007701	XP_031806083.1	XP_012597784.1
OG0007702	XP_031806088.1	XP_012597792.1
OG0007703	XP_031806114.1	XP_012598004.1
OG0007704	XP_012395775.1	XP_012597976.1
OG0007705	XP_031806134.1	XP_012598013.1
OG0007706	XP_012395745.1	XP_012597766.1
OG0007707	XP_031806189.1	XP_020138161.1
OG0007708	XP_003768854.1	XP_020136620.1, XP_020136811.1
OG0007709	XP_031821364.1	XP_012616666.1
OG0007710	XP_031818871.1	XP_020141071.1
OG0007711	XP_023355835.1	XP_020137499.1
OG0007712	XP_023359563.1	XP_012614527.1
OG0007713	XP_012405379.2	XP_012614537.1
OG0007714	XP_003768884.1	XP_012614677.2, XP_012614951.1, XP_012614681.2, XP_012614671.1, XP_020140843.1, XP_012600789.2
OG0007715	XP_031807085.1	XP_012635552.1, XP_012635624.1
OG0007716	XP_023353344.2	XP_012591547.1
OG0007717	XP_031800449.1	XP_012640263.1
OG0007718	XP_031801561.1	XP_012593254.1
OG0007719	XP_023357486.2	XP_012603061.1
OG0007720	XP_031823759.1	XP_012619527.1, XP_012619528.1
OG0007721	XP_031823793.1	XP_012597677.1
OG0007722	XP_031823801.1	XP_012597719.1
OG0007723	XP_003770525.2, XP_012405619.1, XP_031823805.1	XP_012597683.1
OG0007724	XP_031823823.1	XP_012597692.1
OG0007725	XP_012405400.1	XP_012614520.1
OG0007726	XP_031823853.1	XP_020137170.1
OG0007727	XP_031823890.1	XP_012614919.1
OG0007728	XP_003768860.1	XP_012614678.1, XP_012614679.1
OG0007729	XP_003768863.1	XP_012614574.1
OG0007730	XP_031813752.1	XP_012614450.2
OG0007731	XP_031797526.1	XP_020137235.1
OG0007732	XP_031797582.1	XP_012614669.1
OG0007733	XP_012398290.2	XP_012614408.1
OG0007734	XP_012398278.1	XP_012614839.1
OG0007735	XP_031797097.1	XP_012614418.1
OG0007736	XP_012398319.1	XP_020136932.1
OG0007737	XP_003762121.1	XP_012619769.1
OG0007738	XP_003762152.1	XP_012614396.1
OG0007739	XP_031818662.1	XP_012614476.2
OG0007740	XP_031818602.1	XP_020137221.1
OG0007741	XP_012398795.2	XP_012635582.1
OG0007742	XP_031801190.1	XP_012635655.1
OG0007743	XP_031798321.1	XP_020137262.1, XP_012645641.1
OG0007744	XP_003761500.1	XP_012645655.1
OG0007745	XP_031798615.1	XP_012591492.1
OG0007746	XP_003761725.1	XP_012645672.1
OG0007747	XP_031800268.1	XP_012616224.1
OG0007748	XP_031800263.1	XP_020136901.1
OG0007749	XP_031800796.1	XP_012599217.1
OG0007750	XP_023353365.1	XP_012599220.1
OG0007751	XP_023353367.2	XP_012599144.1
OG0007752	XP_031801359.1	XP_020137229.1
OG0007753	XP_031801471.1	XP_012599086.1
OG0007754	XP_023353493.1	XP_012599312.1
OG0007756	XP_012398634.1	XP_012599158.1
OG0007757	XP_023353502.1, XP_012398621.1, XP_003761961.1, XP_031801490.1, XP_012398619.1	XP_012599323.1
OG0007758	XP_023353505.1	XP_012599327.1
OG0007759	XP_003761943.1	XP_012599271.1
OG0007760	XP_031801497.1	XP_012599031.1
OG0007762	XP_031801509.1	XP_020137303.1
OG0007763	XP_031818221.1	XP_012599316.1
OG0007764	XP_031801682.1	XP_012598994.1
OG0007765	XP_012398708.1	XP_012598952.1
OG0007766	XP_031801649.1	XP_012635461.1, XP_012599025.1
OG0007767	XP_031801647.1	XP_012598927.1
OG0007768	XP_031801633.1	XP_012598944.1
OG0007769	XP_031801620.1	XP_020137018.1
OG0007770	XP_012398675.1	XP_020136961.1
OG0007771	XP_031801584.1	XP_012593292.1
OG0007772	XP_031801540.1	XP_020136973.1
OG0007773	XP_031823139.1	XP_012607083.2
OG0007774	XP_012405042.1	XP_012607135.1
OG0007775	XP_012405061.1	XP_012607108.1
OG0007776	XP_031823106.1	XP_020139281.1
OG0007777	XP_031823072.1	XP_012607015.2
OG0007779	XP_031823037.1	XP_012607157.1
OG0007780	XP_031823034.1	XP_020138985.1
OG0007781	XP_023359175.1	XP_012603885.2
OG0007782	XP_031823027.1	XP_012603867.1
OG0007783	XP_003769740.1	XP_012604097.1
OG0007784	XP_031823005.1	XP_012604055.1
OG0007785	XP_031822975.1	XP_012646441.1
OG0007786	XP_031822974.1	XP_012646439.1
OG0007787	XP_031822970.1	XP_012646427.1
OG0007788	XP_031825254.1, XP_031825253.1	XP_012603026.1
OG0007789	XP_023357472.2	XP_012603025.1
OG0007790	XP_003767392.1	XP_012603045.1
OG0007791	XP_031824705.1	XP_012642907.1
OG0007792	XP_031824221.1	XP_012615826.1
OG0007793	XP_031824223.1	XP_012643415.1
OG0007794	XP_003767304.1	XP_012622700.1
OG0007795	XP_031825007.1	XP_012631627.1
OG0007797	XP_031793157.1	XP_012637175.1
OG0007798	XP_031793182.1, XP_003767727.1, XP_031793183.1	XP_012637064.1
OG0007799	NP_001295921.1	XP_012592074.2, XP_012590875.1
OG0007800	XP_003767597.2	XP_012599835.1
OG0007801	XP_023358146.1	XP_012621415.1
OG0007803	XP_023357626.1	XP_020139905.1
OG0007804	XP_031793203.1	XP_012637095.2
OG0007805	XP_031793223.1	XP_020140008.1
OG0007806	XP_031792836.1	XP_012628015.1
OG0007807	XP_012403165.1	XP_020139930.1
OG0007808	XP_031792840.1	XP_020140050.1
OG0007809	XP_003767548.1	XP_012591115.1
OG0007810	XP_012403173.1	XP_012591550.1
OG0007811	XP_031792886.1	XP_020139938.1
OG0007812	XP_003767563.1	XP_012591929.1
OG0007813	XP_031823633.1	XP_012596089.1
OG0007814	XP_031792793.1	XP_012620484.1
OG0007815	XP_031792784.1	XP_012620515.1
OG0007816	XP_003767495.1	XP_012620549.1
OG0007817	XP_031792761.1	XP_012620574.1
OG0007818	XP_012403112.1	XP_012639362.1
OG0007819	XP_003767454.2	XP_012639343.1
OG0007820	XP_023357521.1	XP_012639322.1
OG0007821	XP_031792687.1	XP_012600773.1
OG0007822	XP_003767442.2	XP_012600756.1
OG0007823	XP_012403387.1	XP_012632677.1, XP_012606725.1
OG0007824	XP_023357803.1	XP_012606603.1
OG0007825	XP_031822834.1, XP_031822835.1	XP_012606757.1
OG0007826	XP_003767820.1	XP_012606762.1
OG0007827	XP_031822672.1	XP_012623129.1
OG0007828	XP_031822658.1	XP_012623143.1
OG0007829	XP_003768144.1	XP_012623162.1
OG0007830	XP_012397224.1, XP_031822615.1	XP_012623197.1
OG0007831	XP_031822566.1	XP_012623282.1
OG0007832	XP_003768107.1	XP_020140888.1
OG0007833	XP_031822533.1	XP_012623381.1
OG0007834	XP_031822530.1	XP_012623397.1
OG0007835	XP_012403604.1	XP_020140553.1
OG0007836	XP_003768077.1	XP_012646670.1
OG0007837	XP_003768092.1	XP_012646735.1
OG0007838	XP_031822477.1	XP_012646708.1
OG0007839	XP_003768064.1	XP_012646696.1
OG0007840	XP_031801859.1	XP_012645766.1
OG0007841	XP_031801919.1	XP_012597570.1
OG0007842	XP_031802324.1	XP_012638035.1
OG0007843	XP_031802333.1	XP_012638028.1
OG0007844	XP_031800960.1	XP_012593615.1
OG0007845	XP_031802411.1	XP_012601617.1
OG0007846	XP_031802417.1	XP_012601540.1
OG0007847	XP_003762776.1	XP_012601712.1
OG0007848	XP_031802450.1	XP_012601547.1
OG0007849	XP_031809463.1	XP_012601374.1
OG0007850	XP_003760105.1	XP_012601449.1
OG0007851	XP_003760119.1	XP_012601514.1
OG0007852	XP_031802525.1	XP_012601680.1
OG0007853	XP_031802534.1	XP_020138018.1
OG0007854	XP_031802528.1	XP_020138017.1
OG0007856	XP_031808772.1, XP_003759104.1	XP_012614004.1
OG0007857	XP_031808143.1, XP_031805151.1	XP_012629380.2
OG0007858	XP_003756192.4	XP_012594020.1
OG0007859	XP_003755879.1	XP_020141467.1
OG0007860	XP_031810896.1	XP_012608232.1
OG0007861	XP_031810908.1	XP_012608076.1
OG0007862	XP_031810916.1, XP_023355272.1, XP_031810915.1	XP_012608082.1
OG0007863	XP_031810930.1, XP_031810929.1	XP_012608205.1
OG0007864	XP_023355183.1	XP_012611435.1
OG0007865	XP_023355300.1	XP_020141443.1
OG0007866	XP_031805149.1	XP_012628892.1
OG0007867	XP_031808113.1	XP_012628885.2
OG0007868	XP_031805161.1	XP_012591947.1
OG0007869	XP_031808792.1	XP_020141359.1
OG0007870	XP_031808733.1	XP_012591990.1
OG0007871	XP_031808800.1	XP_012622498.1
OG0007872	XP_031808812.1	XP_012622514.1
OG0007873	XP_012395531.1	XP_012638257.1
OG0007874	XP_012404669.1	XP_012613494.1, XP_012613493.1, XP_012613492.1
OG0007876	XP_031808497.1, XP_031808498.1	XP_012641070.1
OG0007877	XP_031808499.1	XP_012641072.1
OG0007878	XP_003759363.1	XP_012641122.1
OG0007879	XP_031808534.1	XP_012641127.1
OG0007880	XP_012404020.2	XP_012633094.1
OG0007881	XP_003756410.1	XP_012636550.1
OG0007882	XP_003756418.1	XP_012636576.1
OG0007883	XP_003756413.1	XP_012636581.1
OG0007884	XP_003756428.1	XP_012636619.1
OG0007885	XP_003756430.1	XP_012636626.1
OG0007886	XP_012403616.1	XP_012636633.1
OG0007887	XP_031808467.1	XP_012636640.1
OG0007888	XP_031808426.1	XP_012596545.1
OG0007889	XP_031805157.1	XP_012596638.1
OG0007890	XP_031808416.1	XP_012596790.1
OG0007891	XP_031808373.1	XP_012597567.1
OG0007892	XP_031808372.1	XP_012597602.1
OG0007893	XP_031808328.1	XP_012598158.1
OG0007894	XP_031808281.1	XP_012613776.1
OG0007895	XP_012402775.2	XP_012629408.1
OG0007896	XP_003756206.1	XP_012594062.1
OG0007897	XP_003756208.3	XP_012594084.1
OG0007898	XP_003756625.1	XP_012610831.1
OG0007899	XP_023351235.1	XP_012646494.1
OG0007900	XP_031809148.1	XP_012607182.1
OG0007901	XP_031809143.1	XP_012607176.1
OG0007902	XP_031809132.1	XP_012602527.1
OG0007903	XP_031809114.1	XP_012602558.1
OG0007904	XP_031809075.1	XP_012601809.1
OG0007905	XP_031809015.1	XP_012601834.1
OG0007906	XP_031809011.1	XP_012601921.1
OG0007907	XP_031808765.1	XP_012601958.1
OG0007908	XP_031805562.1	XP_012611774.1
OG0007909	XP_003768350.1	XP_012621333.1
OG0007910	XP_012403841.1	XP_012645142.1
OG0007911	XP_031807813.1	XP_012639851.2
OG0007912	XP_031822216.1	XP_012642104.1
OG0007913	XP_031821930.1	XP_012645135.1
OG0007914	XP_012409395.1	XP_012599583.1
OG0007915	XP_031821517.1	XP_012644867.1
OG0007916	XP_003768660.1	XP_012644902.1
OG0007917	XP_031821481.1	XP_012644915.1
OG0007918	XP_031821470.1	XP_020136535.1
OG0007919	XP_003762789.2	XP_020141886.1
OG0007920	XP_031821441.1	XP_012611642.1
OG0007921	XP_031821436.1, XP_031821435.1	XP_020136798.1
OG0007922	XP_003768701.1	XP_012611693.1
OG0007923	XP_031821706.1	XP_012634307.1
OG0007924	XP_031821692.1	XP_012634295.1
OG0007925	XP_031821679.1	XP_012634287.1
OG0007926	XP_003768525.1, XP_031821629.1	XP_020136473.1
OG0007927	XP_003768527.1	XP_012634210.1
OG0007928	XP_023358287.2	XP_012634202.1
OG0007929	XP_031821619.1	XP_012634201.1
OG0007930	XP_023358345.1	XP_012611620.1
OG0007931	XP_003768612.2	XP_012602888.1
OG0007932	XP_031821733.1	XP_012602910.1
OG0007933	XP_031821745.1	XP_012602965.1
OG0007934	XP_003768538.3	XP_012602920.1
OG0007935	XP_031821758.1	XP_012602922.1
OG0007936	XP_003768462.2	XP_012642306.1
OG0007937	XP_023358229.1, XP_023358230.1	XP_012642250.1
OG0007938	XP_031821902.1	XP_012642146.1
OG0007939	XP_031822199.1	XP_012598620.1
OG0007940	XP_003768206.1	XP_012598711.1
OG0007941	XP_031822100.1, XP_031824675.1	XP_012621270.1
OG0007942	XP_023358118.1	XP_012621341.2
OG0007943	XP_031822042.1	XP_020136559.1, XP_012621358.1
OG0007944	XP_031822025.1	XP_012621397.1
OG0007945	XP_023358174.2	XP_012621437.1
OG0007946	XP_003768380.1	XP_012621461.1
OG0007947	XP_031821967.1	XP_012621466.1
OG0007948	XP_003768217.2, XP_031822226.1, XP_031822227.1	XP_012645208.1
OG0007949	XP_003768194.1	XP_012645213.1
OG0007950	XP_031822237.1	XP_012645236.1
OG0007951	XP_023357940.1	XP_020143077.1, XP_012645132.1
OG0007952	XP_003768036.3	XP_012645250.1
OG0007953	XP_031822280.1	XP_012645264.1
OG0007954	XP_003768015.1	XP_012640061.1
OG0007955	XP_031822358.1	XP_012623166.1
OG0007956	XP_031822389.1	XP_012632516.1
OG0007957	XP_003768046.1	XP_012632895.1
OG0007958	XP_023357964.1	XP_012635204.1
OG0007959	XP_023357965.2	XP_012635094.1
OG0007960	XP_031822406.1	XP_012636123.1
OG0007961	XP_003770028.1	XP_012640310.1
OG0007962	XP_031823467.1	XP_012591563.1, XP_020136775.1
OG0007963	XP_031823491.1	XP_012593538.1
OG0007965	XP_031823529.1	XP_020136539.1
OG0007966	XP_031823554.1	XP_012596058.1
OG0007967	XP_031823574.1	XP_012596171.1
OG0007968	XP_031823622.1	XP_012596019.1
OG0007969	XP_031823639.1	XP_020136431.1
OG0007970	XP_003770178.2	XP_012596217.1
OG0007971	XP_031823665.1	XP_012596256.1
OG0007972	XP_031807747.1	XP_012639893.1
OG0007973	XP_031807760.1	XP_012639928.1
OG0007974	XP_003757585.1, XP_031807768.1	XP_012639945.1, XP_020145165.1
OG0007975	XP_031807812.1, XP_023350149.1	XP_012639959.1
OG0007976	XP_031807819.1	XP_012639853.2
OG0007977	XP_012409472.1	XP_012637495.1
OG0007978	XP_003757513.2	XP_012637458.1
OG0007979	XP_003757499.1	XP_012637446.1
OG0007980	XP_003757507.1	XP_012637562.1
OG0007981	XP_003757487.1	XP_012599577.1
OG0007982	XP_031810742.1	XP_012599580.1
OG0007983	XP_003757378.1	XP_012627627.1
OG0007984	XP_003757375.1	XP_012627612.1
OG0007985	XP_031810601.1	XP_012627559.1
OG0007986	XP_003759285.1	XP_012627550.1, XP_012627551.1
OG0007987	XP_031810561.1	XP_012627496.1
OG0007988	XP_031810548.1	XP_012627470.1
OG0007989	XP_023350034.2	XP_012627453.1
OG0007990	XP_012409153.1	XP_012627265.1
OG0007991	XP_003768530.1	XP_012634204.1
OG0007992	XP_003757824.3	XP_012642402.1
OG0007993	XP_031796023.1	XP_012594308.1
OG0007994	XP_031797085.1	XP_012608337.1
OG0007995	XP_003772208.1	XP_012608476.1
OG0007996	XP_031797063.1, XP_031796036.1	XP_012608775.1
OG0007997	XP_003770941.1	XP_012609503.1, XP_012624634.2
OG0007998	XP_031796922.1	XP_012632571.1
OG0007999	XP_012407002.1	XP_012632582.1
OG0008000	XP_031796767.1	XP_012637841.1
OG0008001	XP_031796743.1	XP_012594121.1, XP_012637803.1
OG0008002	XP_031796724.1	XP_012637862.1
OG0008003	XP_003770957.3	XP_012637864.1
OG0008004	XP_031794680.1	XP_012594289.1
OG0008005	XP_031818502.1	XP_012606466.1
OG0008006	XP_003772634.1, XP_031794500.1	XP_012644946.1
OG0008007	XP_031794436.1	XP_012644939.1
OG0008008	XP_023361307.1	XP_012644980.1
OG0008009	XP_031794526.1	XP_020143306.1
OG0008010	XP_031795133.1	XP_012645021.1
OG0008011	XP_031796213.1	XP_012612830.1
OG0008012	XP_031794433.1	XP_020143412.1
OG0008013	XP_031794506.1	XP_012613150.1
OG0008014	XP_031796909.1	XP_012597286.1
OG0008015	XP_031795440.1	XP_020143386.1
OG0008016	XP_023361113.1	XP_012597343.1
OG0008017	XP_031794047.1	XP_012597323.1
OG0008018	XP_031795927.1	XP_012597132.1
OG0008019	XP_031796882.1	XP_012597196.1
OG0008020	XP_031796818.1	XP_020143360.1
OG0008021	XP_003771168.1	XP_012642554.1, XP_012642555.1
OG0008022	XP_031796902.1	XP_012628199.1
