Orthogroup	Sarcophilus_harrisii	Mesocricetus_auratus
OG0009716	XP_031823808.1	XP_005080411.1
OG0009717	XP_031824610.1	XP_005080419.1
OG0009718	XP_031823865.1	XP_012976235.2
OG0009719	XP_003770251.1	XP_005080442.1
OG0009720	XP_031823897.1	XP_040587267.1
OG0009721	XP_031821128.1	XP_040587509.1
OG0009722	XP_031821144.1	XP_005080490.1
OG0009723	XP_031797509.1	XP_005079981.1
OG0009724	XP_031797463.1	XP_040607251.1
OG0009725	XP_003761539.2	XP_005079983.1
OG0009726	XP_003761528.1	XP_005080082.2
OG0009727	XP_012398574.2	XP_005080009.1
OG0009728	XP_031796646.1	XP_012975902.1
OG0009729	XP_003761605.1	XP_005080024.1
OG0009730	XP_031796898.1	XP_040607208.1
OG0009731	XP_031797106.1	XP_005080036.1
OG0009732	XP_031797190.1	XP_040607190.1
OG0009733	XP_031797415.1	XP_005080057.1
OG0009734	XP_003761541.2	XP_005080061.1
OG0009735	XP_031793326.1	XP_005064374.1
OG0009737	XP_031795712.1	XP_005064393.1
OG0009738	XP_003761642.1	XP_005064401.1
OG0009739	XP_031795980.1	XP_005063441.2
OG0009740	XP_031796033.1	XP_012972277.1
OG0009741	XP_031819600.1	XP_021079995.1
OG0009742	XP_031819532.1	XP_005063445.2
OG0009743	XP_003762106.1	XP_005064438.1
OG0009744	XP_031819448.1	XP_005064437.1
OG0009745	XP_031819177.1	XP_005064466.2
OG0009746	XP_031819065.1	XP_040610376.1
OG0009747	XP_031818905.1	XP_040610163.1, XP_012972401.1
OG0009748	XP_031818835.1	XP_040610535.1
OG0009749	XP_031818896.1	XP_040610542.1
OG0009750	XP_031818767.1	XP_040610583.1
OG0009751	XP_003762162.3	XP_005063453.4
OG0009752	XP_031801443.1	XP_040610781.1
OG0009753	XP_031801454.1	XP_040610909.1
OG0009754	XP_003761793.2	XP_040611120.1
OG0009755	XP_003761801.1	XP_005064518.1
OG0009756	XP_031797838.1	XP_040611220.1
OG0009757	XP_031798146.1	XP_040611383.1
OG0009758	XP_031798366.1, XP_023353161.1	XP_040589131.1
OG0009759	XP_003761474.1	XP_005075678.1
OG0009760	XP_012399632.1	XP_012974061.1
OG0009761	XP_003761738.2	XP_005087864.1
OG0009762	XP_031800223.1	XP_040597005.1
OG0009763	XP_031800159.1	XP_040604018.1
OG0009764	XP_031800524.1	XP_040604036.1
OG0009765	XP_003761755.1, XP_031800542.1	XP_005084615.1
OG0009766	XP_031800604.1	XP_005084612.1
OG0009767	XP_003761768.1	XP_040596975.1, XP_040604047.1
OG0009768	XP_031800809.1	XP_005081815.1
OG0009769	XP_023353366.2	XP_040604056.1
OG0009770	XP_031800962.1	XP_005081747.1
OG0009771	XP_031800975.1	XP_005081745.1
OG0009772	XP_031801461.1	XP_005081724.1
OG0009773	XP_031801462.1	XP_005081723.1
OG0009774	XP_012398592.1	XP_040604098.1
OG0009775	XP_003761941.2	XP_005081715.1
OG0009776	XP_031801507.1	XP_005081700.1
OG0009777	XP_031801708.1	XP_005081672.1
OG0009778	XP_031801710.1	XP_012977149.1
OG0009779	XP_012398709.1	XP_005081638.1
OG0009780	XP_003762041.1	XP_005081636.1
OG0009781	XP_031801606.1	XP_040604267.1
OG0009782	XP_031801599.1, XP_003762033.1	XP_040604276.1
OG0009783	XP_031801588.1	XP_040604283.1
OG0009784	XP_031801583.1	XP_005081621.1, XP_040609338.1
OG0009785	XP_031801566.1	XP_012977180.1
OG0009786	XP_012398661.2	XP_005081609.1
OG0009787	XP_031801530.1	XP_040604338.1
OG0009788	XP_031823118.1, XP_031823117.1	XP_005076652.2
OG0009789	XP_031823102.1	XP_040608004.1
OG0009790	XP_003769768.1	XP_005076701.1
OG0009791	XP_031823068.1	XP_005076704.2
OG0009792	XP_003769779.1	XP_040607982.1
OG0009793	XP_003769766.1	XP_040607985.1
OG0009794	XP_003769765.1	XP_005076706.1
OG0009795	XP_031823058.1	XP_040607969.1
OG0009796	XP_023359198.1	XP_005076742.2
OG0009797	XP_031824564.1	XP_005076710.1
OG0009798	XP_031823006.1	XP_005077167.1
OG0009799	XP_031822989.1	XP_040607906.1
OG0009800	XP_003769711.1	XP_040607869.1
OG0009801	XP_031822948.1	XP_012974090.1
OG0009802	XP_023357387.1	XP_005077447.1
OG0009803	XP_031824425.1	XP_021087057.1
OG0009804	XP_031825203.1, XP_031825204.1	XP_021087052.2
OG0009805	XP_031825244.1	XP_040607598.1
OG0009806	XP_031825250.1, XP_003767384.3	XP_005081968.1
OG0009807	XP_031825255.1	XP_040607578.1
OG0009808	XP_031825257.1	XP_005081963.1
OG0009809	XP_003767391.3	XP_040607573.1
OG0009810	XP_023357484.1	XP_040607562.1
OG0009811	XP_003767394.2	XP_040607565.1
OG0009812	XP_003767399.1	XP_040607549.1, XP_040607550.1
OG0009813	XP_003770372.1	XP_005083670.2
OG0009814	XP_031824697.1	XP_012978684.2
OG0009815	XP_031823212.1	XP_005083688.1
OG0009817	XP_031824736.1	XP_005083531.1
OG0009818	XP_023357417.2	XP_021090596.1
OG0009819	XP_031792844.1	XP_040594328.1
OG0009820	XP_031801837.1	XP_012973474.1
OG0009821	XP_031822461.1	XP_040608255.1
OG0009822	XP_031802403.1	XP_040613757.1
OG0009823	XP_031802446.1	XP_005082623.1
OG0009824	XP_031811192.1	XP_012972911.1
OG0009825	XP_031793011.1	XP_021084799.1
OG0009826	XP_031824434.1	XP_021084808.1
OG0009827	XP_003767603.2	XP_005073495.1
OG0009828	XP_023357610.1	XP_021084831.1
OG0009829	XP_031793125.1	XP_040594209.1
OG0009830	XP_012403332.1	XP_005082929.1
OG0009831	XP_012403329.1	XP_012978071.1
OG0009832	XP_023357731.1	XP_021090255.1
OG0009833	XP_031792830.1	XP_040594451.1
OG0009834	XP_031792839.1	XP_040593742.1
OG0009835	XP_031792845.1	XP_040593186.1
OG0009836	XP_003767533.2	XP_040593063.1
OG0009837	XP_003767556.1	XP_040593535.1, XP_012969819.1
OG0009838	XP_003767545.1	XP_040593534.1
OG0009839	XP_012403190.1	XP_005071330.1
OG0009840	XP_031792902.1	XP_005073531.1
OG0009841	XP_031792905.1	XP_040594563.1
OG0009842	XP_023359687.1	XP_040595050.1
OG0009843	XP_003770448.1	XP_005071366.1
OG0009844	XP_003767504.1	XP_005071389.1
OG0009845	XP_023357554.2	XP_040595121.1
OG0009846	XP_031792721.1	XP_040593124.1
OG0009847	XP_012403115.2	XP_021083589.1
OG0009848	XP_031792706.1	XP_005071533.3, XP_040594875.1
OG0009849	XP_031792705.1	XP_040593738.1
OG0009850	XP_031792681.1	XP_040595013.1
OG0009851	XP_003767429.1	XP_005071461.1
OG0009852	XP_031822819.1	XP_012974610.3
OG0009853	XP_012403390.2	XP_012974586.1
OG0009854	XP_023357796.1	XP_040594331.1
OG0009855	XP_031822855.1	XP_021087529.2
OG0009856	XP_031822881.1	XP_040594400.1
OG0009857	XP_003767793.1	XP_005078180.1
OG0009858	XP_003767788.1	XP_040593549.1
OG0009859	XP_003768189.1	XP_005080155.1
OG0009860	XP_012403635.3	XP_021088733.1
OG0009861	XP_031822633.1	XP_012976064.1
OG0009862	XP_003768137.3	XP_040608410.1
OG0009863	XP_031822608.1	XP_005080189.1
OG0009864	XP_003768130.1	XP_005080196.1
OG0009865	XP_031822572.1	XP_040608352.1
OG0009866	XP_012403612.2	XP_005080200.1
OG0009867	XP_003768108.1	XP_005080353.1
OG0009868	XP_023358025.1	XP_040608321.1
OG0009869	XP_023357984.2	XP_005080252.1
OG0009870	XP_031822482.1	XP_040608280.1
OG0009871	XP_031822473.1	XP_040608263.1
OG0009872	XP_031822454.1	XP_021088692.1
OG0009873	XP_031801840.1	XP_040597502.1
OG0009874	XP_031801849.1	XP_040597499.1
OG0009875	XP_012396600.1	XP_005076524.1
OG0009876	XP_003759564.1	XP_005076525.1
OG0009877	XP_003759563.1	XP_005076527.1
OG0009878	XP_012396631.2	XP_021090443.2
OG0009879	XP_031802340.1	XP_040613811.1
OG0009880	XP_003759857.1	XP_040613808.1
OG0009881	XP_031802342.1	XP_005065406.1
OG0009882	XP_031802356.1	XP_040613800.1
OG0009883	XP_031802357.1	XP_005065419.1
OG0009884	XP_003760040.1	XP_040613791.1
OG0009885	XP_023351983.1	XP_005083089.1
OG0009886	XP_012396990.1	XP_040608825.1
OG0009887	XP_031802651.1	XP_005082612.2
OG0009888	XP_031802508.1	XP_040597652.1
OG0009889	XP_012397016.1	XP_040597606.1
OG0009890	XP_003760118.1	XP_005074695.1
OG0009891	XP_031801820.1	XP_021086549.1
OG0009892	XP_012396614.1	XP_012973459.1
OG0009893	XP_003759581.1	XP_005076509.1
OG0009894	XP_003759580.1	XP_012973509.1
OG0009896	XP_012400276.1	XP_005065212.1
OG0009897	XP_023360474.1	XP_012967710.1
OG0009898	XP_012405475.1	XP_005068357.1
OG0009899	XP_023357032.1	XP_021081853.1
OG0009900	XP_012402623.1	XP_005068443.1
OG0009901	XP_012400397.1	XP_040596674.1
OG0009902	XP_031810881.1	XP_012980316.1, NP_001268553.1
OG0009903	XP_003755910.1	XP_040596422.1
OG0009904	XP_012400178.2	XP_040596543.1
OG0009905	XP_023355149.1	XP_040596446.1
OG0009906	XP_031810937.1	XP_005085644.1
OG0009907	XP_012400625.1	XP_040596652.1
OG0009908	XP_023355336.2	XP_005085666.2
OG0009909	XP_012400616.1	XP_012980364.1
OG0009910	XP_003755952.1	XP_040596542.1
OG0009912	XP_031808116.1	XP_040599044.1
OG0009913	XP_031808115.1	XP_040599039.1
OG0009914	XP_031808795.1	XP_021088872.1
OG0009915	XP_003756484.1	XP_021088865.1
OG0009917	XP_003756460.3	XP_040598981.1
OG0009918	XP_031808813.1	XP_040598974.1
OG0009919	XP_031808480.1	XP_040598955.1, XP_040598954.1
OG0009920	XP_031808679.1	XP_040598942.1
OG0009921	XP_023351445.1	XP_005072859.1
OG0009922	XP_031808827.1	XP_021084483.1
OG0009923	XP_031794086.1	XP_005072852.1
OG0009924	XP_003756463.1	XP_005072846.1
OG0009925	XP_031808697.1	XP_005085849.1
OG0009926	XP_012404578.1	XP_040591702.1, XP_012966582.2
OG0009927	XP_003756449.2	XP_005085861.1
OG0009928	XP_031808491.1	XP_021078439.1
OG0009929	XP_031808492.1	XP_005085794.1
OG0009930	XP_031808494.1	XP_005085800.1
OG0009931	XP_012396463.1	XP_040598880.1
OG0009932	XP_012396460.1	XP_040599307.1
OG0009933	XP_003756390.1	XP_040598849.1
OG0009934	XP_031808584.1	XP_005072810.1, XP_040584094.1
OG0009935	XP_031808600.1	XP_040598786.1
OG0009936	XP_031808648.1	XP_005072791.1
OG0009937	XP_031808453.1	XP_040598742.1
OG0009938	XP_012403755.1	XP_005072866.1
OG0009939	XP_023358051.1	XP_005072755.1
OG0009940	XP_031808396.1	XP_012980935.1
OG0009941	XP_031808389.1	XP_005086441.1
OG0009942	XP_012403220.1	XP_005086434.1
OG0009943	XP_031808384.1	XP_005086436.1
OG0009944	XP_031799563.1, XP_023357846.2	XP_040598683.1
OG0009945	XP_003756271.1	XP_005086432.2
OG0009946	XP_003756268.1	NP_001268617.1
OG0009947	XP_012403429.1	XP_040598644.1
OG0009948	XP_031808321.1	XP_040598639.1
OG0009949	XP_031808307.1	XP_005084056.1
OG0009950	XP_012403202.1	XP_040598628.1
OG0009951	XP_003763215.1, XP_031808298.1	XP_005084052.1
OG0009952	XP_012403048.1	XP_040598615.1
OG0009953	XP_031805204.1	XP_040599252.1
OG0009954	XP_012402864.1	XP_005068482.1
OG0009955	XP_031808260.1	XP_005068480.1
OG0009956	XP_031808239.1	XP_005068474.1
OG0009957	XP_031808172.1	XP_005068437.1
OG0009958	XP_031808174.1	XP_005068434.1
OG0009959	XP_031808178.1	XP_040598521.1
OG0009960	XP_031809158.1	XP_040598465.1
OG0009961	XP_031809156.1	XP_040598467.1
OG0009962	XP_031809087.1	XP_040598408.1
OG0009963	XP_031809065.1	XP_040598369.1
OG0009964	XP_003756555.1	XP_005068372.1
OG0009965	XP_031808991.1	XP_005068358.1
OG0009966	XP_003756492.2	XP_040598289.1
OG0009967	XP_031808852.1	XP_040598287.1
OG0009968	XP_031809077.1	XP_021081795.2, XP_040597892.1
OG0009969	XP_031813958.1	XP_005070586.1
OG0009970	XP_031821925.1	XP_012973116.1
OG0009971	XP_031824527.1	XP_005075900.1
OG0009972	XP_031796879.1	XP_005067044.1
OG0009973	XP_012409450.1	XP_005085472.1
OG0009974	XP_003761620.1	XP_005069838.1
OG0009975	XP_003768675.1	XP_040606106.1
OG0009976	XP_003768558.1	XP_005070259.2
OG0009977	XP_012403940.1	XP_021082637.1
OG0009978	XP_003768272.1	XP_005087430.1
OG0009979	XP_003768357.1	XP_005075992.1
OG0009980	XP_031822040.1	XP_005075986.1
OG0009981	XP_003768919.1	XP_005069828.1
OG0009982	XP_031824281.1	XP_040606163.1
OG0009983	XP_012404061.1	XP_005069853.1
OG0009984	XP_012404049.1	XP_005069875.1
OG0009985	XP_012404063.3	XP_005069882.2
OG0009986	XP_031821449.1	XP_040606077.1
OG0009987	XP_012404097.1	XP_005069895.1
OG0009988	XP_003768733.1	XP_005069928.1
OG0009989	XP_031821696.1	XP_005070264.2
OG0009990	XP_003768564.2	XP_040605998.1
OG0009991	XP_003768569.1	XP_040605993.1
OG0009992	XP_003768516.1	XP_005069972.1
OG0009993	XP_003768523.2	XP_005069985.1
OG0009994	XP_031821627.1	XP_005069990.1
OG0009995	XP_031821626.1	XP_005069992.1
OG0009996	XP_003768529.1	XP_040605971.1
OG0009997	XP_023358340.1	XP_005070016.1
OG0009998	XP_003768595.1	XP_005070015.1
OG0009999	XP_003768590.3	XP_005070024.2
OG0010000	XP_031821581.1	XP_040605949.1
OG0010003	XP_003768541.2	XP_012968940.1
OG0010004	XP_031821752.1	XP_040605860.1
OG0010005	XP_031821756.1	XP_021082809.2
OG0010006	XP_012403926.2	XP_040603830.1, NP_001268510.1
OG0010007	XP_031821760.1	XP_040605845.1
OG0010008	XP_031821771.1	XP_012968838.1
OG0010009	XP_012405758.1	XP_005070294.1
OG0010011	XP_031821862.1	XP_005070171.1
OG0010012	XP_012403873.1	XP_005070169.1
OG0010013	XP_031821874.1	XP_040605759.1
OG0010014	XP_003768428.1	XP_005070156.1
OG0010015	XP_023358212.2	XP_005070307.1
OG0010016	XP_003768444.1, XP_023358198.1	XP_005070143.1
OG0010017	XP_023358064.1	XP_040605779.1
OG0010018	XP_003768196.2	XP_040605784.1
OG0010019	XP_003768198.1	XP_005070128.1
OG0010020	XP_031822197.1	XP_012968910.1
OG0010021	XP_031822188.1	XP_040605681.1
OG0010022	XP_012403714.2	XP_005070201.1
OG0010023	XP_003768236.4	XP_005070206.1
OG0010024	XP_031822178.1	XP_005070208.1
OG0010025	XP_031822177.1	XP_012968832.1
OG0010026	XP_031822163.1	XP_005070217.1
OG0010027	XP_023358099.1	XP_012981653.2
OG0010028	XP_031822153.1	XP_005087449.1
OG0010029	XP_003768260.2	XP_040605628.1
OG0010030	XP_031822127.1	XP_040605627.1
OG0010031	XP_031822128.1, XP_031822129.1	XP_005087434.1
OG0010032	XP_003768262.1	XP_040605622.1
OG0010033	XP_012403794.1	XP_021086254.1, XP_005076024.1
OG0010034	XP_031822080.1	XP_040605584.1
OG0010035	XP_031822071.1, XP_031822072.1	XP_040605581.1
OG0010036	XP_031822038.1	XP_021086230.1
OG0010037	XP_031822030.1	XP_040605554.1
OG0010038	XP_031822014.1	XP_040605542.1
OG0010039	XP_031822005.1	XP_021086218.1
OG0010040	XP_031821997.1	XP_040605535.1
OG0010041	XP_031821991.1	XP_040605528.1
OG0010042	XP_031821985.1	XP_040605518.1
OG0010043	XP_003768395.2	XP_040605516.1
OG0010044	XP_031821984.1	XP_005076080.1
OG0010045	XP_003768403.1	XP_005075943.1
OG0010046	XP_003768384.1	XP_005075934.1
OG0010047	XP_003768390.1	XP_012973077.2
OG0010048	XP_023359863.1	XP_005075926.1
OG0010049	XP_031821933.1	XP_005075919.1
OG0010050	XP_003768421.1	XP_005075913.1
OG0010051	XP_031822290.1	XP_005075882.1
OG0010052	XP_031822294.1	XP_040605404.1
OG0010053	XP_003770648.2	XP_040605394.1
OG0010054	XP_003770650.1	XP_040605393.1
OG0010055	XP_031822324.1	XP_012973149.1
OG0010056	XP_003767989.1	XP_005075852.1
OG0010057	XP_031822378.1	XP_005076958.1
OG0010058	XP_031822380.1	XP_040605338.1
OG0010059	XP_003770568.1	XP_040603951.1
OG0010060	XP_003768042.1	XP_040603832.1, NP_001268538.1
OG0010061	XP_003768044.1	XP_040605299.1
OG0010062	XP_031823429.1	XP_005076989.1
OG0010063	XP_031823439.1	XP_040605268.1
OG0010064	XP_003770045.2	XP_021086769.1
OG0010065	XP_031823466.1	XP_005077032.1
OG0010066	XP_031823493.1	XP_005077041.1
OG0010067	XP_031824591.1	XP_040589541.1
OG0010068	XP_031823496.1	XP_005077044.1
OG0010069	XP_031823499.1	XP_040605185.1
OG0010070	XP_031823542.1	XP_005077071.3
OG0010071	XP_031823545.1	XP_021086816.2
OG0010072	XP_031823548.1	XP_040605168.1
OG0010073	XP_023359423.1	XP_005077080.1
OG0010074	XP_031824594.1	XP_005077087.1
OG0010075	XP_023359420.2	XP_040605156.1
OG0010076	XP_003770159.1	XP_005067445.1
OG0010077	XP_031823644.1	XP_040605089.1
OG0010078	XP_031823651.1	XP_040605083.1
OG0010079	XP_031823656.1	XP_012967262.1, XP_005067455.1
OG0010080	XP_031823657.1	XP_005067457.1
OG0010081	XP_023359491.1	XP_040605069.1
OG0010082	XP_031813227.1, XP_031813226.1	XP_005067486.1
OG0010083	XP_031813170.1	XP_040605034.1
OG0010084	XP_031813216.1	XP_040605036.1
OG0010085	XP_003757596.1	XP_012978791.1
OG0010086	XP_031807787.1	XP_012978704.1
OG0010087	XP_031807759.1	XP_005083761.1
OG0010088	XP_012409480.1	XP_012978752.1
OG0010089	XP_031810819.1	XP_005083723.1
OG0010090	XP_003760712.1, XP_031810776.1	XP_040601108.1
OG0010091	XP_031810784.1	XP_040601084.1
OG0010092	XP_003757493.1	XP_012980164.1
OG0010093	XP_012409433.1	XP_012980165.1
OG0010094	XP_031810757.1	XP_040601067.1
OG0010095	XP_012409394.1	XP_040601059.1
OG0010096	XP_003757475.1	XP_040592835.1
OG0010097	XP_031810709.1	XP_005085578.1
OG0010098	XP_031810705.1	XP_040600938.1
OG0010099	XP_031810694.1	XP_040600941.1
OG0010100	XP_012409424.1	XP_012980290.1
OG0010101	XP_003772215.1, XP_003757448.1	XP_005085557.1
OG0010102	XP_031810616.1	XP_021091837.1
OG0010103	XP_012409382.1	XP_040597009.1
OG0010104	XP_031810544.1	XP_040591563.1
OG0010105	XP_003757203.3	XP_040591541.1
OG0010106	XP_003757196.1	XP_005082120.1
OG0010107	XP_031810168.1	XP_040591635.1
OG0010108	XP_031810149.1	XP_040591516.1
OG0010109	XP_031810147.1	XP_040591525.1
OG0010110	XP_031805185.1	XP_005082151.1
OG0010111	XP_031810138.1	XP_021089724.1
OG0010112	XP_023363162.1	XP_005082207.1
OG0010113	XP_023358449.2	XP_012968917.2
OG0010114	XP_031824500.1	XP_040605997.1
OG0010115	XP_003765725.1	XP_040585413.1
OG0010116	XP_031805545.1, XP_023351393.1, XP_023351357.1, XP_012396311.1	XP_012969577.1
OG0010117	XP_031796702.1	XP_040610745.1
OG0010118	XP_031796537.1	XP_021089414.1
OG0010119	XP_003772559.2	XP_040610820.1
OG0010120	XP_012406933.1	XP_012975735.3
OG0010121	XP_031797062.1	XP_040610611.1
OG0010122	XP_031797042.1	XP_040611149.1
OG0010123	XP_031797039.1	XP_021088517.1
OG0010124	XP_031797041.1	XP_040610631.1
OG0010125	XP_023361314.1	XP_040610644.1
OG0010126	XP_031796982.1	XP_040610665.1
OG0010127	XP_031796953.1	XP_005079813.1
OG0010128	XP_012406986.1	XP_040610699.1
OG0010129	XP_023361129.1	XP_012975785.1
OG0010130	XP_012406989.2	XP_021088449.1
OG0010131	XP_031796788.1	XP_040610730.1
OG0010132	XP_031796775.1	XP_040610735.1
OG0010133	XP_031796756.1	XP_005079847.1
OG0010134	XP_031796751.1	XP_040610739.1
OG0010135	XP_031796032.1	XP_005081577.4
OG0010136	XP_031811351.1, XP_031796693.1	XP_040610755.1
OG0010137	XP_003770904.2	XP_005081555.2
OG0010138	XP_023360074.2	XP_040610785.1
OG0010139	XP_031794835.1, XP_003772511.2	XP_040610786.1
OG0010140	XP_031796019.1	XP_040610811.1
OG0010141	XP_031794493.1	XP_040609905.1
OG0010142	XP_031797086.1	XP_005067145.1
OG0010143	XP_031797079.1	XP_012966767.1
OG0010144	XP_031794532.1	XP_040609926.1
OG0010145	XP_031794403.1	XP_005067118.1
OG0010146	XP_031796888.1	XP_012966589.1
OG0010147	XP_003770866.1	XP_040609989.1
OG0010149	XP_031793878.1	XP_012966780.1
OG0010150	XP_031796316.1	XP_040610176.1, XP_040610024.1
OG0010151	XP_031796546.1	XP_040608663.1
OG0010152	XP_031796511.1	XP_012966696.1
OG0010153	XP_031796682.1	XP_005067074.1
OG0010154	XP_031794148.1	XP_005067071.1
OG0010155	XP_031794154.1	XP_005067070.1
OG0010156	XP_003772281.1	XP_005067069.1
OG0010157	XP_031794710.1	XP_040593027.1, XP_040608686.1
OG0010158	XP_031793749.1	XP_005067063.1
OG0010159	XP_031793698.1	XP_040610032.1
OG0010160	XP_031795388.1	XP_040610055.1
OG0010161	XP_031795389.1	XP_005067052.1
OG0010162	XP_031795570.1	XP_021081043.1
OG0010163	XP_031796690.1	XP_040610067.1
OG0010164	XP_023360128.1	XP_040610068.1
OG0010165	XP_031796497.1	XP_040610097.1
OG0010166	XP_031796855.1	XP_040610086.1
OG0010167	XP_031794024.1	XP_005067030.1
OG0010168	XP_031796739.1	XP_012966821.2
OG0010169	XP_031796797.1	XP_040610113.1
OG0010170	XP_031793843.1, XP_031793842.1	XP_040610115.1
OG0010171	XP_031794811.1	XP_040592191.1
OG0010172	XP_031793958.1	XP_005086067.3
OG0010173	XP_031796860.1	XP_005083859.1
OG0010174	XP_031795992.1	XP_040611127.1
OG0010175	XP_031795376.1	XP_005083843.1
OG0010176	XP_003771144.1	XP_005083839.1
OG0010177	XP_031814629.1	XP_021083303.1
OG0010178	XP_031814635.1	XP_005070922.1
OG0010179	XP_031814646.1	XP_040585175.1
OG0010180	XP_023356214.1, XP_023356215.1	XP_005075419.1
OG0010181	XP_031819488.1	XP_040585374.1
OG0010182	XP_003757792.1	XP_021085969.1
OG0010183	XP_023350323.2	XP_040585518.1
OG0010184	XP_031807343.1	XP_040585231.1
OG0010185	XP_003758355.1	XP_040593628.1
OG0010186	XP_023350760.2, XP_003758354.2	XP_005077313.1
OG0010187	XP_031806276.1	XP_005077315.1
OG0010188	XP_012395695.1	XP_005077328.1
OG0010189	XP_003759204.1	XP_040595303.1
OG0010190	XP_031806305.1	XP_040593748.1
OG0010191	XP_031806313.1	XP_005077337.1
OG0010192	XP_003758338.1	NP_001268494.1
OG0010193	XP_031806326.1	XP_040589147.1
OG0010194	XP_031806339.1	XP_040589092.1
OG0010195	XP_023350717.1	XP_005070408.1
OG0010196	XP_031806370.1	XP_005070421.1
OG0010197	XP_031806372.1	XP_005070484.1
OG0010198	XP_012395650.1	XP_040589101.1
OG0010199	XP_031806387.1	XP_040589106.1
OG0010200	XP_003758292.1	XP_005070434.1
OG0010201	XP_003758923.1	XP_005071171.1
OG0010202	XP_031795973.1	XP_012966509.1
OG0010203	XP_031803407.1	XP_040586133.1
OG0010204	XP_012395407.1	XP_005139365.3
OG0010205	XP_003773526.1	XP_012969581.1
OG0010206	XP_031805592.1	XP_005071154.1
OG0010207	XP_012399474.1	XP_040597773.1
OG0010208	XP_003763210.1	XP_005074359.2
OG0010209	XP_031823167.1	XP_005076622.1
OG0010210	XP_003768880.1	XP_040604432.1
OG0010211	XP_031823472.1	XP_005077034.1
OG0010212	XP_031809668.1	XP_005071931.1
OG0010213	XP_031809647.1	XP_040604491.1
OG0010214	XP_003756931.2	XP_040604493.1
OG0010215	XP_031809633.1	XP_005078432.1
OG0010216	XP_003759545.1	XP_005069204.3
OG0010217	XP_003759546.1	XP_040597778.1
OG0010218	XP_031794569.1	XP_040597774.1
OG0010219	XP_031794793.1	XP_005069182.1
OG0010220	XP_003761311.1	XP_005069180.1
OG0010221	XP_031799733.1	XP_012966316.1
OG0010222	XP_031794871.1	XP_040597753.1
OG0010223	XP_031794967.1	XP_005069172.1
OG0010224	XP_031824454.1	XP_005069163.2
