Orthogroup	Sarcophilus_harrisii	Mus_musculus
OG0007197	XP_012408626.2	NP_950183.1, XP_006528061.1
OG0007198	XP_031800947.1	NP_076097.1, NP_001345436.1, NP_001292870.1, XP_036017993.1
OG0007199	XP_031800428.1	XP_017174001.1
OG0007200	XP_031800411.1, XP_031800409.1, XP_031800410.1	NP_899142.2
OG0007201	XP_031800859.1	NP_001398797.1
OG0007202	XP_003775073.1	NP_038491.2
OG0007205	XP_031800989.1	XP_006528609.1, NP_001074968.1
OG0007207	XP_003775130.1	NP_036037.1
OG0007208	XP_031793529.1, XP_031793527.1, XP_031793528.1	NP_932106.1
OG0007209	XP_031800363.1	NP_075621.3
OG0007210	XP_031800706.1, XP_031801139.1	NP_032250.2, XP_006527898.1
OG0007211	XP_031800459.1	XP_017174027.1, NP_001119960.1
OG0007212	XP_012403242.1	XP_006529942.1, NP_001271454.1
OG0007213	XP_003769497.1	NP_444435.1
OG0007214	XP_031821226.1, XP_031821225.1, XP_031821224.1	NP_068365.1
OG0007215	XP_031797465.1, XP_031797464.1	NP_033893.2
OG0007216	XP_003766826.1, XP_003764804.2, XP_031813118.1	NP_667302.2
OG0007218	XP_031817141.1, XP_031817142.1, XP_031817140.1	XP_006522890.1, XP_011244156.1, NP_001005854.2
OG0007220	XP_031819192.1	NP_001397451.1, NP_001397447.1, NP_001397452.1, NP_001001792.1, NP_001397446.1, NP_001397450.1, NP_001347867.1, NP_032642.2, NP_001397448.1, XP_030111182.1
OG0007223	XP_003763134.1	NP_201581.2, XP_006522858.1
OG0007225	XP_023362249.1	NP_001273032.1
OG0007229	XP_012396390.3, XP_031812584.1	XP_017171396.1, NP_065622.1
OG0007232	XP_031806078.1	XP_036009728.1, NP_598553.1
OG0007233	XP_003757698.2, XP_031807558.1	NP_031929.1
OG0007234	XP_031802037.1	NP_033871.2
OG0007235	XP_003757124.1	XP_036019857.1, NP_067272.1
OG0007236	XP_031799458.1	NP_033403.1
OG0007237	XP_031800039.1	NP_032602.1
OG0007238	XP_012401890.1	XP_006496201.1, NP_059508.2
OG0007239	XP_031810450.1	XP_006499217.1, NP_035741.2
OG0007240	XP_031793137.1	XP_030109534.1, NP_057887.2
OG0007241	XP_003771270.2	NP_038558.1
OG0007242	XP_003766143.1	XP_036019285.1, NP_083982.1
OG0007243	XP_003770006.2	XP_036018808.1, NP_032588.1
OG0007244	XP_003763945.1	NP_032126.1
OG0007245	XP_003759973.1	NP_032991.1
OG0007246	XP_031794866.1, XP_003771632.1	NP_032519.1
OG0007247	XP_003767694.2	NP_034678.1, XP_036017987.1
OG0007249	XP_031802388.1	XP_017173338.1, NP_032746.2
OG0007250	XP_003764265.2	NP_034207.2
OG0007251	XP_003772755.1	NP_034809.1, XP_006520580.1
OG0007252	XP_023350145.1	NP_001407673.1, NP_032989.2, NP_001407675.1, NP_001407674.1
OG0007253	XP_031798823.1	NP_001070982.1
OG0007254	XP_031823752.1	NP_034498.1, NP_001343954.1
OG0007255	XP_031812845.1	XP_006526832.1, NP_032986.1
OG0007256	XP_031804203.1	NP_001344097.1
OG0007257	XP_031805478.1	NP_653134.2, NP_001409773.1
OG0007258	XP_003763123.1	XP_006505049.1, NP_034444.1
OG0007259	XP_003770202.1	XP_030108187.1, NP_033144.1
OG0007260	XP_031814300.1, XP_031808815.1	NP_032917.2
OG0007261	XP_012396255.1	NP_080599.1
OG0007262	XP_012404822.1	NP_001390509.1
OG0007263	XP_012403627.1, XP_003768132.1, XP_003768134.1	NP_001343245.1
OG0007264	XP_031802749.1	NP_001347771.1
OG0007265	XP_003756246.1	NP_035778.3
OG0007266	XP_031813449.1	NP_001152896.2, NP_001397347.1
OG0007267	XP_012404991.1	NP_035823.3
OG0007268	XP_003763079.1	NP_035905.1, XP_006507653.1
OG0007269	XP_012405579.1	NP_075618.1, NP_001135399.1
OG0007270	XP_031809743.1	NP_001396988.1, NP_001106669.1
OG0007271	XP_031813113.1	NP_038584.2
OG0007272	XP_031822969.1	XP_017174928.1, NP_031404.1
OG0007273	XP_031807001.1	XP_011240358.1
OG0007274	XP_023350481.1	NP_038490.2, XP_030099106.1
OG0007275	XP_031797100.1	NP_035187.2, NP_001398548.1
OG0007276	XP_031808962.1	NP_032381.1
OG0007277	XP_003774041.1	XP_006526751.1, NP_032144.2
OG0007278	XP_031817781.1, XP_012400748.1	NP_766400.1
OG0007279	XP_031816586.1	NP_001074470.1, XP_036020650.1, NP_033895.2
OG0007280	XP_031794728.1	NP_066388.1
OG0007281	XP_012406444.2	NP_058596.1
OG0007283	XP_031809162.1, XP_012405969.1	NP_031565.1
OG0007284	XP_012404431.1	NP_031549.2
OG0007285	XP_003770309.1	XP_006529209.1, NP_032337.2
OG0007286	XP_031824815.1	NP_666258.2, XP_036019643.1
OG0007287	XP_031795766.1	NP_038963.3
OG0007288	XP_031799130.1, XP_003773201.1	NP_034462.1
OG0007289	XP_031803659.1, XP_031803578.1	NP_001342651.1, XP_036016190.1
OG0007290	XP_003774068.1	NP_031667.1
OG0007291	XP_012403878.1, XP_003768447.1	NP_035533.1
OG0007292	XP_031803088.1	NP_033401.2, XP_006520808.2
OG0007293	XP_031799434.1	NP_032679.3, XP_011237643.1
OG0007294	XP_003757974.2	NP_001297539.1
OG0007295	XP_031805033.1	NP_001139298.1, XP_011241891.1, NP_700455.3
OG0007296	XP_031801136.1	NP_001388855.1, XP_017173882.1
OG0007297	XP_031810936.1	NP_001033027.2
OG0007298	XP_003770166.2	NP_035470.3
OG0007299	XP_003770220.1	NP_034097.1, XP_006521818.1
OG0007300	XP_031820523.1	NP_001344324.1
OG0007301	XP_003763519.1	NP_031833.3, XP_006527628.1
OG0007302	XP_023359576.2	XP_030101296.1, NP_001229937.1
OG0007303	XP_031797073.1	NP_068682.2, XP_036011605.1
OG0007305	XP_031794004.1, XP_031794003.1	NP_071855.2
OG0007306	XP_031819452.1	NP_080076.1
OG0007307	XP_031798430.1	XP_006536234.2, NP_742114.3
OG0007308	XP_012402992.2	NP_034180.2
OG0007309	XP_031801962.1, XP_023351663.1	NP_034150.1, XP_006517146.1
OG0007310	XP_012409127.2	NP_038543.1
OG0007311	XP_031806217.1	NP_034124.1
OG0007312	XP_031798544.1	NP_001028338.1, NP_001032356.1
OG0007313	XP_031824923.1, XP_031824922.1	NP_666261.1
OG0007314	XP_031823834.1	NP_032924.1
OG0007315	XP_031797423.1, XP_031813024.1	NP_001350200.1, XP_011239273.1
OG0007316	XP_031792620.1	NP_001074767.1, XP_036019331.1
OG0007317	XP_003771151.2	NP_034572.1
OG0007318	XP_031806590.1	NP_001257925.1, XP_006509049.1
OG0007319	XP_023353408.1	NP_001013395.2, XP_030109277.1
OG0007320	XP_023351058.1	NP_001258689.1
OG0007321	XP_003774769.1	NP_032132.1
OG0007322	XP_031819667.1	NP_035792.1
OG0007323	XP_003757712.1	NP_035174.1
OG0007324	XP_031824956.1	XP_006503151.1, NP_666367.3
OG0007325	XP_023350225.1	XP_006500616.1, NP_001365706.1
OG0007326	XP_023356195.1	NP_035203.3, XP_006513433.1
OG0007327	XP_031815232.1	XP_006527657.1
OG0007328	XP_031798813.1	NP_077217.2
OG0007329	XP_003772851.1	NP_001398667.1, NP_001119786.1
OG0007330	XP_003772660.1	NP_032521.1
OG0007331	XP_003767676.1	XP_006529228.1
OG0007332	XP_031808004.1	NP_663353.3
OG0007333	XP_031806320.1	XP_011244930.1, NP_076119.2
OG0007334	XP_031798724.1	XP_006538338.1, NP_001028337.2
OG0007335	XP_031804011.1	NP_001038949.1, NP_001296984.1
OG0007336	XP_031804962.1	NP_001293113.1, NP_032632.1
OG0007337	XP_031796831.1	NP_660121.2
OG0007338	XP_031823989.1	XP_036021474.1
OG0007339	XP_031816664.1	NP_001135913.1, NP_033145.2
OG0007340	XP_031818618.1	NP_075863.2, NP_001342444.1
OG0007341	XP_031818052.1, XP_003765429.1	NP_062634.2
OG0007342	XP_003762801.1	NP_081403.1
OG0007343	XP_023355209.1	NP_439888.1, NP_001391593.1, NP_031529.2
OG0007344	XP_003767448.1	NP_766617.2
OG0007345	XP_031817768.1	NP_058050.3
OG0007346	XP_003762434.1	NP_848478.2
OG0007347	XP_012397285.1	NP_032707.2
OG0007348	XP_031822049.1	XP_006533612.1, NP_001028709.2
OG0007349	XP_031800302.1	NP_001159922.1, NP_001277634.1
OG0007350	XP_003767807.1	NP_001122077.1
OG0007351	XP_023360230.1, XP_012406110.1	NP_079898.2
OG0007352	XP_003760925.2	XP_017172900.1, NP_766207.2
OG0007353	XP_031793930.1	NP_663548.2
OG0007354	XP_031793796.1	XP_006520540.1, NP_032394.1
OG0007355	XP_031801607.1	NP_001177937.1, NP_035555.1
OG0007356	XP_003769620.1, XP_031793411.1	NP_033536.2, NP_001098087.1
OG0007357	XP_031819100.1	NP_001028591.2, XP_011248909.1
OG0007358	XP_031819112.1	XP_030098003.1, NP_001389776.1
OG0007359	XP_031808016.1	XP_006518986.1, NP_033550.2
OG0007360	XP_031811012.1	XP_006498810.1, NP_032019.2
OG0007361	XP_003758606.1	NP_035931.1
OG0007362	XP_031824829.1	NP_666257.2
OG0007363	XP_023357532.1, XP_031792713.1	NP_035477.1
OG0007364	XP_031801873.1	XP_030106284.1, NP_852079.2
OG0007365	XP_012407664.1	XP_006500839.1, NP_036120.1
OG0007366	XP_031822704.1, XP_012403464.1	NP_083888.3
OG0007367	XP_031819064.1	NP_031736.1
OG0007368	XP_003768321.1	NP_033104.2
OG0007369	XP_031797860.1	NP_001181869.1
OG0007370	XP_031822735.1	NP_067620.3, XP_006497015.1
OG0007371	XP_031802346.1	NP_001278733.1, NP_038532.3
OG0007372	XP_023359854.2	NP_032944.1
OG0007373	XP_003759830.1	NP_001305664.1, NP_001191300.1
OG0007374	XP_012408494.1	NP_033803.1
OG0007375	XP_003768298.1	NP_598491.1
OG0007376	XP_031822106.1	NP_001034755.1
OG0007378	XP_003764792.1	NP_667304.1, XP_006507940.1
OG0007379	XP_003757163.1	NP_001005569.1
OG0007380	XP_003774014.1	NP_001011832.1
OG0007383	XP_012400874.1	NP_667293.2
OG0007384	XP_003774647.1	XP_006527166.1, NP_666889.2
OG0007385	XP_012408106.1	NP_666858.2, NP_666856.2, NP_666860.2
OG0007386	XP_003769433.1	NP_848790.2
OG0007387	XP_003761364.1	NP_001001321.2, XP_006517435.1
OG0007388	XP_003756550.2	NP_038957.2
OG0007390	XP_003760014.1	XP_006525950.1, NP_778177.1
OG0007391	XP_031799800.1	NP_796334.2, XP_006527129.1
OG0007392	XP_031793044.1	NP_033253.1
OG0007394	XP_031817663.1	XP_006540398.1, NP_081017.1
OG0007396	XP_031802626.1, XP_031824684.1, XP_031805349.1	XP_036017231.1, NP_444347.3
OG0007397	XP_031802572.1, XP_031802571.1	XP_011245381.1, NP_001028513.2
OG0007398	XP_012397036.1	NP_080073.1
OG0007399	XP_003760144.1	NP_080245.1, XP_011245396.1
OG0007400	XP_012396687.1	XP_006529660.1
OG0007401	XP_023351940.2	XP_030106301.1, NP_919244.2
OG0007402	XP_031801788.1	NP_058072.2
OG0007403	XP_031820111.1, XP_031820110.1	NP_067484.2
OG0007404	XP_003769511.1	NP_035675.1
OG0007405	XP_012404805.1	XP_036011763.1, NP_849265.2
OG0007406	XP_031820066.1	NP_034641.1
OG0007407	XP_003769552.2	NP_619534.2
OG0007408	XP_031824258.1	NP_780364.3, XP_030101115.1
OG0007409	XP_003769579.1	NP_663752.2
OG0007410	XP_023359085.1	NP_001390679.1, XP_006523413.1
OG0007411	XP_031793398.1	NP_038714.2
OG0007412	XP_031793395.1	XP_006523388.1, NP_001030038.1
OG0007413	XP_031793390.1	NP_033228.2
OG0007414	XP_031793381.1	NP_036078.2
OG0007415	XP_012404910.1	XP_006523416.1, NP_081308.1
OG0007416	XP_031793359.1	NP_001183975.1
OG0007417	XP_031793357.1, XP_012404916.1	NP_001091737.1, NP_001401283.1, XP_011244473.1
OG0007418	XP_031820217.1	NP_082106.3
OG0007419	XP_031820197.1	XP_006512627.1, NP_032323.3
OG0007420	XP_003769458.1	NP_067247.1
OG0007421	XP_031820144.1	NP_032507.2, XP_011241436.1
OG0007422	XP_031793553.1	NP_064370.2
OG0007423	XP_003761347.1	NP_001360893.1
OG0007424	XP_031801343.1	XP_017175593.1, NP_001272458.1, NP_035729.3
OG0007425	XP_031795427.1	NP_700466.1, XP_006527014.1
OG0007426	XP_012398327.1	NP_059071.1
OG0007427	XP_003761690.1	NP_079699.1, XP_036019387.1
OG0007428	XP_012398378.1	NP_001392062.1
OG0007429	XP_031818055.1	NP_001391053.1
OG0007430	XP_031807365.1	NP_001012324.1, XP_036013975.1
OG0007432	XP_031793501.1	XP_011242852.1, NP_001077370.1, NP_598441.3
OG0007434	XP_031812125.1	NP_058593.2
OG0007435	XP_031820007.1	NP_001404155.1, NP_033121.2, XP_036008703.1
OG0007436	XP_031819392.1	NP_001399283.1
OG0007437	XP_031817655.1	NP_001406157.1
OG0007438	XP_031817633.1	NP_084210.2, XP_006540495.1
OG0007439	XP_012402271.1	XP_036008457.1, NP_780581.1
OG0007441	XP_031817631.1	XP_006540263.1, NP_573446.1
OG0007443	XP_023357015.1	NP_081373.1, NP_001402812.1, XP_017167777.1
OG0007445	XP_031817698.1	NP_001258467.1
OG0007446	XP_031819255.1	NP_001164495.1, NP_034345.2
OG0007447	XP_031819277.1, XP_031817622.1	NP_666066.1, XP_036009317.1
OG0007448	XP_031817603.1	XP_006541031.1, NP_958762.2
OG0007449	XP_031819295.1	NP_033250.3, XP_011249133.1
OG0007450	XP_031817606.1	NP_032680.1
OG0007451	XP_031817607.1	XP_006541221.1, NP_683729.2, NP_001368778.1
OG0007452	XP_003766531.2	NP_032077.2
OG0007453	XP_031819306.1	XP_006541295.1, NP_766006.2
OG0007454	XP_031817512.1	XP_011248862.1
OG0007455	XP_031819689.1	NP_001414239.1
OG0007456	XP_031819732.1	NP_001028486.1
OG0007457	XP_031819072.1	XP_030098779.1, NP_001318110.1, NP_080236.2
OG0007458	XP_031817531.1	XP_006539633.2
OG0007459	XP_031794161.1	NP_001399347.1, NP_001399346.1, NP_001399344.1, NP_034285.3
OG0007460	XP_031817494.1	NP_598531.2, XP_006540484.1
OG0007461	XP_031817491.1	XP_006539730.2, NP_619617.2
OG0007462	XP_031817489.1	NP_115999.2, XP_006540500.1
OG0007463	XP_031819024.1	NP_001277457.1, XP_017177776.1
OG0007464	XP_031817461.1	XP_006539499.1, NP_620091.2, NP_001277471.1, NP_001077381.1
OG0007465	XP_031818980.1	NP_062331.2, XP_036009151.1
OG0007466	XP_031818989.1	XP_006540438.1, NP_076126.2
OG0007467	XP_031819010.1	NP_082935.1
OG0007468	XP_031817478.1	NP_874353.2
OG0007469	XP_031819015.1	NP_084163.2
OG0007471	XP_031818964.1	NP_081535.1
OG0007472	XP_031817445.1	NP_001347836.1, NP_001347835.1, NP_001408441.1, NP_742154.1
OG0007473	XP_031819630.1	NP_082275.1
OG0007474	XP_012401131.2	NP_757342.2, XP_030098510.1
OG0007475	XP_031819635.1	NP_653139.2, XP_036008989.1
OG0007476	XP_003757218.1	NP_032181.2
OG0007477	XP_031810240.1	NP_082396.1, XP_036009347.1
OG0007478	XP_031802035.1	XP_006529444.1, NP_033425.3
OG0007479	XP_031795853.1	NP_032384.1, XP_006497422.1
OG0007480	XP_031817117.1	NP_080351.2
OG0007481	XP_031809573.1	NP_033284.1
OG0007482	XP_031810385.1	NP_071873.2
OG0007483	XP_003765050.1	XP_006539233.1, NP_081702.2
OG0007484	XP_031818731.1	NP_033298.1
OG0007485	XP_003771916.1	NP_001004761.1
OG0007486	XP_031795724.1, XP_031795723.1	NP_081991.1
OG0007487	XP_012406701.1, XP_023360853.1	NP_001001334.2
OG0007488	XP_031795653.1	XP_030106445.1, NP_080781.1
OG0007489	XP_012406715.1	NP_001396581.1, NP_001396590.1
OG0007490	XP_031796513.1	XP_006497499.1
OG0007491	XP_023360476.1	NP_852064.2, XP_006497631.1, NP_001074017.1
OG0007492	XP_003771459.1	NP_766059.1
OG0007493	XP_003771452.1, XP_031794366.1	NP_001185737.1
OG0007494	XP_012406296.1	NP_598824.3
OG0007495	XP_031795612.1	XP_006516548.1, NP_061347.2
OG0007496	XP_031795484.1	NP_001347035.1, NP_660113.1
OG0007497	XP_003756652.1	NP_083761.1
OG0007498	XP_031809243.1	NP_082983.3, XP_036017188.1
OG0007499	XP_031809306.1	NP_001405635.1
OG0007500	XP_003756735.1	XP_006525549.1
OG0007501	XP_031809315.1	NP_001390724.1, XP_006526383.1
OG0007502	XP_003756747.1	NP_001139771.1
OG0007503	XP_031821095.1	NP_036075.2, XP_036013944.1
OG0007504	XP_031821381.1	XP_006517785.1, NP_084155.2
OG0007505	XP_031821445.1	XP_036013937.1, NP_766395.2
OG0007506	XP_023351555.1	NP_001347448.1, NP_032559.2
OG0007507	XP_031822567.1	XP_006517665.1, NP_776118.2
OG0007508	XP_031822537.1	NP_848831.2
OG0007509	XP_031805816.1	NP_034455.1
OG0007510	XP_031805814.1	XP_030099571.1
OG0007511	XP_031805800.1	XP_006531063.1, NP_766502.1
OG0007512	XP_031805797.1	NP_001297468.1, XP_006531428.1
OG0007513	XP_012396145.1	XP_017168373.1, NP_001139444.1
OG0007514	XP_012409281.1, XP_023349983.1	XP_006531225.1, NP_001028379.2
OG0007515	XP_031810404.1	NP_071726.1
OG0007516	XP_012409288.1	NP_080392.1, XP_030099595.1
OG0007517	XP_003757306.1	NP_766602.1, NP_001344303.1
OG0007518	XP_031810317.1	NP_766345.3
OG0007519	XP_031810316.1	NP_083350.2, XP_011246722.1
OG0007521	XP_031810284.1	XP_030099678.1, NP_001344217.1
OG0007522	XP_003765547.2	NP_001357685.1
OG0007523	XP_031818156.1	NP_001272795.1, NP_001272796.1, NP_001272794.1, NP_001028361.1
OG0007524	XP_003765480.2	XP_017175850.1, NP_080246.1
OG0007525	XP_031818132.1	NP_032494.3, XP_006502877.1
OG0007526	XP_031817378.1	NP_001277644.1, XP_011238809.1
OG0007527	XP_031818103.1	XP_006502703.1, NP_001391281.1
OG0007528	XP_031818116.1	NP_001161805.1, NP_075965.2
OG0007529	XP_003765538.1	NP_034304.1
OG0007530	XP_031818260.1	XP_011248512.1, NP_001076588.1
OG0007531	XP_031818314.1	NP_064669.2, XP_006539141.1, NP_001116464.1
OG0007532	XP_031818320.1	NP_659156.1
OG0007533	XP_031818363.1	NP_001074625.1, XP_006539218.1
OG0007534	XP_031818367.1	NP_001017968.2, XP_006539081.1
OG0007535	XP_031818378.1	NP_001349889.1
OG0007536	XP_031817387.1	XP_006538811.1, NP_001156442.1
OG0007537	XP_031818427.1	NP_076154.3
OG0007538	XP_031818482.1	NP_001008233.1
OG0007539	XP_031817398.1	XP_036019550.1, NP_031965.2
OG0007540	XP_031818537.1	NP_001356106.1, NP_001356108.1, NP_955011.1, NP_001356107.1
OG0007541	XP_031818564.1	NP_034753.1
OG0007542	XP_031818575.1	XP_036020280.1, NP_080965.2
OG0007543	XP_031818577.1	NP_083677.1, XP_006539304.1
OG0007544	XP_031818585.1	NP_001364018.1
OG0007545	XP_031818633.1	XP_006538757.1
OG0007546	XP_031818702.1	NP_033427.1, XP_036019859.1
OG0007548	XP_031818713.1, XP_031818712.1	NP_036059.1
OG0007549	XP_031795666.1	NP_001344421.1, XP_030106482.1
OG0007550	XP_003773346.1	NP_001074573.1, NP_001390610.1, NP_001390611.1
OG0007551	XP_031812822.1	NP_598768.1
OG0007552	XP_031824034.1	NP_001359188.1, NP_001359185.1
OG0007553	XP_003759397.1	NP_997537.1, NP_001400163.1
OG0007554	XP_031824797.1, XP_031824174.1	NP_766246.1
OG0007555	XP_003759876.1	NP_001413214.1, XP_006517217.1, NP_001413216.1, NP_038656.1
OG0007556	XP_031823734.1	NP_620403.2
OG0007557	XP_003759918.1	NP_079611.2
OG0007558	XP_003759463.1	NP_035712.1
OG0007559	XP_003759482.1	NP_083048.1
OG0007560	XP_031822078.1	NP_001360932.1
OG0007561	XP_031822173.1, XP_031822165.1	XP_036014095.1, NP_083486.1
OG0007562	XP_031822230.1	NP_001347095.1
OG0007563	XP_031814955.1	NP_032100.2, XP_017177467.1
OG0007564	XP_031814959.1	NP_001033790.1, NP_032097.1
OG0007565	XP_012399192.1	NP_031416.3
OG0007566	XP_031811331.1	XP_006541260.1, NP_898910.2
OG0007567	XP_031811344.1	NP_666303.3, XP_006540901.1
OG0007568	XP_031811450.1	NP_001033016.1
OG0007569	XP_031811474.1	NP_001408902.1
OG0007570	XP_003755564.1	NP_001361553.1
OG0007571	XP_023352321.1	NP_001177303.1, XP_036009037.1
OG0007572	XP_003755552.1	XP_006511020.1, NP_705729.1
OG0007573	XP_003755580.1	NP_001299578.1, NP_031827.2
OG0007574	XP_031812628.1	XP_030100613.1, NP_444408.1
OG0007575	XP_012408461.1	NP_001407765.1, NP_032576.2
OG0007576	XP_003773457.1	XP_006504249.1, NP_084403.2, NP_001036080.1
OG0007577	XP_031799840.1	XP_006503807.1, NP_034544.1
OG0007578	XP_023361918.1	NP_001074571.2
OG0007579	XP_003773496.1	XP_011239017.1
OG0007580	XP_031800097.1	NP_001343914.1, NP_001343912.1, NP_080974.2
OG0007581	XP_031798365.1	NP_001355734.1
OG0007582	XP_031797965.1	XP_006504037.1, NP_038776.3
OG0007583	XP_031800038.1	XP_006503925.1, NP_033492.1
OG0007584	XP_031798642.1	XP_011239014.1, NP_848494.2
OG0007585	XP_031798917.1	NP_080227.2
OG0007586	XP_031799176.1	XP_006503881.1
OG0007587	XP_003773403.1	NP_062311.1
OG0007588	XP_031799132.1	NP_001297618.1
OG0007589	XP_031814961.1	XP_006540643.1, NP_033858.2
OG0007590	XP_003773389.1	NP_084461.1
OG0007591	XP_003755139.1	NP_076019.2, XP_006514124.1
OG0007592	XP_003767856.1	XP_006516868.1, NP_114388.2
OG0007593	XP_031822797.1	NP_034878.2, XP_006516624.1
OG0007594	XP_031822748.1	NP_031454.4, NP_001403241.1
OG0007595	XP_031822751.1, XP_031822752.1	NP_644678.2
OG0007596	XP_031812818.1	XP_017169407.1, NP_033386.1
OG0007597	XP_003755121.1	NP_113574.1
OG0007598	XP_003755107.1	XP_006513831.1, NP_808462.2
OG0007599	XP_031812759.1	NP_848794.1
OG0007600	XP_031805334.1	NP_001157848.1
OG0007601	XP_031812745.1	NP_084390.1
OG0007602	XP_003755073.1	NP_892037.2
OG0007603	XP_031812720.1	NP_001106826.1, NP_598433.1
OG0007604	XP_031812685.1	NP_034254.1
OG0007605	XP_031812387.1	NP_001028431.2, XP_006513531.1
OG0007606	XP_031812381.1, XP_031799376.1	NP_598842.1
OG0007607	XP_031812348.1	XP_006518876.1
OG0007608	XP_012409290.2, XP_031812280.1	NP_001361004.1
OG0007609	XP_031812277.1	NP_080559.1
OG0007610	XP_012409387.1	XP_017171686.1
OG0007611	XP_012396136.1	NP_079587.1
OG0007612	XP_031812592.1	NP_032192.2, XP_006518628.1
OG0007613	XP_031812119.1	NP_852682.1, XP_017171545.1, NP_795905.2
OG0007614	XP_031812160.1	XP_017171498.1, NP_766396.2
OG0007615	XP_031809618.1	NP_598820.2, XP_030103292.1
OG0007616	XP_003756947.2	NP_038767.1, XP_017171013.1
OG0007617	XP_003756921.1	NP_079872.4
OG0007618	XP_031809612.1	XP_006517228.1, NP_033026.1
OG0007619	XP_031809595.1	XP_006517100.2, NP_694771.1
OG0007620	XP_023362111.1	NP_080528.2
OG0007621	XP_003756880.1	NP_742161.4
OG0007622	XP_003756885.1	XP_036016643.1, NP_080446.1
OG0007623	XP_031809531.1	XP_006514775.1, NP_796338.2
OG0007624	XP_031809530.1	NP_776145.2
OG0007625	XP_031809468.1	XP_006534585.1, NP_077795.2
OG0007626	XP_031809461.1	NP_775560.1
OG0007627	XP_031809460.1	NP_033746.1, NP_001278819.1
OG0007628	XP_012407464.1	XP_006533542.1, NP_848874.3
OG0007629	XP_012407434.1	XP_030102322.1, NP_001365168.1
OG0007630	XP_031809424.1	NP_001106796.1, NP_001239332.1
OG0007631	XP_012407340.1	NP_033268.1, NP_001277746.1
OG0007632	XP_003756897.3	NP_001405355.1, NP_001405368.1
OG0007633	XP_012396363.1	XP_017173429.1, NP_001001803.2
OG0007634	XP_003759404.1	XP_030103010.1, NP_001288302.1
OG0007635	XP_012396875.1	NP_666042.2
OG0007636	XP_023351894.1	NP_001276425.1, NP_001276427.1
OG0007637	XP_003759975.2	NP_034405.1, NP_001288286.1
OG0007638	XP_031819843.1	XP_017172275.1
OG0007639	XP_031802007.1	NP_001123621.1, NP_081075.3, XP_006520084.1
OG0007640	XP_031801997.1, XP_031801998.1	NP_065065.3
OG0007641	XP_031816798.1	NP_001397136.1
OG0007642	XP_012408620.2	NP_082281.2
OG0007643	XP_031821406.1	XP_006534624.1, NP_783612.2
OG0007644	XP_031818934.1	XP_006538787.3, NP_035789.1
OG0007645	XP_031816716.1	XP_006510360.1, NP_001297697.1
OG0007646	XP_031816723.1	XP_030100369.1, NP_080138.2
