Orthogroup	Sarcophilus_harrisii	Urocitellus_parryii
OG0009779	XP_012398709.1	XP_026241441.1
OG0009780	XP_003762041.1	XP_026241013.1
OG0009781	XP_031801606.1	XP_026241420.1
OG0009782	XP_031801599.1, XP_003762033.1	XP_026241217.1
OG0009783	XP_031801588.1	XP_026241141.1
OG0009784	XP_031801583.1	XP_026241068.1
OG0009785	XP_031801566.1	XP_026241135.1
OG0009786	XP_012398661.2	XP_026241399.1
OG0009787	XP_031801530.1	XP_026241131.1
OG0009788	XP_031823118.1, XP_031823117.1	XP_026258629.1
OG0009789	XP_031823102.1	XP_026258615.1
OG0009790	XP_003769768.1	XP_026258637.1
OG0009791	XP_031823068.1	XP_026258576.1
OG0009792	XP_003769779.1	XP_026258610.1
OG0009793	XP_003769766.1	XP_026258551.1
OG0009794	XP_003769765.1	XP_026258569.1
OG0009795	XP_031823058.1	XP_026258602.1
OG0009796	XP_023359198.1	XP_026258568.1
OG0009797	XP_031824564.1	XP_026258633.1
OG0009798	XP_031823006.1	XP_026235196.1
OG0009799	XP_031822989.1	XP_026257189.1
OG0009800	XP_003769711.1	XP_026258873.1
OG0009801	XP_031822948.1	XP_026258885.1
OG0009802	XP_023357387.1	XP_026258870.1
OG0009803	XP_031824425.1	XP_026258889.1
OG0009804	XP_031825203.1, XP_031825204.1	XP_026265756.1
OG0009805	XP_031825244.1	XP_026259101.1
OG0009806	XP_031825250.1, XP_003767384.3	XP_026261954.1
OG0009807	XP_031825255.1	XP_026261941.1
OG0009808	XP_031825257.1	XP_026252495.1, XP_026261939.1
OG0009809	XP_003767391.3	XP_026261942.1
OG0009810	XP_023357484.1	XP_026261952.1
OG0009811	XP_003767394.2	XP_026261953.1
OG0009812	XP_003767399.1	XP_026266942.1
OG0009813	XP_003770372.1	XP_026265784.1
OG0009814	XP_031824697.1	XP_026265026.1
OG0009815	XP_031823212.1	XP_026265497.1
OG0009817	XP_031824736.1	XP_026264911.1
OG0009818	XP_023357417.2	XP_026264923.1
OG0009819	XP_031792844.1	XP_026248674.1
OG0009820	XP_031801837.1	XP_026237087.1
OG0009821	XP_031822461.1	XP_026268734.1
OG0009822	XP_031802403.1	XP_026243864.1
OG0009823	XP_031802446.1	XP_026250309.1
OG0009824	XP_031811192.1	XP_026264604.1
OG0009825	XP_031793011.1	XP_026252940.1
OG0009826	XP_031824434.1	XP_026252957.1
OG0009827	XP_003767603.2	XP_026257280.1
OG0009828	XP_023357610.1	XP_026257269.1
OG0009829	XP_031793125.1	XP_026243325.1
OG0009830	XP_012403332.1	XP_026243264.1
OG0009831	XP_012403329.1	XP_026243286.1
OG0009832	XP_023357731.1	XP_026243238.1
OG0009833	XP_031792830.1	XP_026244245.1
OG0009834	XP_031792839.1	XP_026244268.1
OG0009835	XP_031792845.1	XP_026248671.1
OG0009836	XP_003767533.2	XP_026248617.1
OG0009837	XP_003767556.1	XP_026248634.1
OG0009838	XP_003767545.1	XP_026248641.1
OG0009839	XP_012403190.1	XP_026248623.1
OG0009840	XP_031792902.1	XP_026248607.1
OG0009841	XP_031792905.1	XP_026248646.1
OG0009842	XP_023359687.1	XP_026244260.1
OG0009843	XP_003770448.1	XP_026244305.1
OG0009844	XP_003767504.1	XP_026244279.1
OG0009845	XP_023357554.2	XP_026244272.1
OG0009846	XP_031792721.1	XP_026261035.1
OG0009847	XP_012403115.2	XP_026261001.1
OG0009848	XP_031792706.1	XP_026261029.1
OG0009849	XP_031792705.1	XP_026261046.1
OG0009850	XP_031792681.1	XP_026237596.1
OG0009851	XP_003767429.1	XP_026237601.1
OG0009852	XP_031822819.1	XP_026246556.1
OG0009853	XP_012403390.2	XP_026246534.1
OG0009854	XP_023357796.1	XP_026246525.1
OG0009855	XP_031822855.1	XP_026261532.1
OG0009856	XP_031822881.1	XP_026261539.1
OG0009857	XP_003767793.1	XP_026261540.1
OG0009858	XP_003767788.1	XP_026262936.1
OG0009859	XP_003768189.1	XP_026260807.1
OG0009860	XP_012403635.3	XP_026260765.1
OG0009861	XP_031822633.1	XP_026260694.1
OG0009862	XP_003768137.3	XP_026260843.1
OG0009863	XP_031822608.1	XP_026260823.1
OG0009864	XP_003768130.1	XP_026260767.1
OG0009865	XP_031822572.1	XP_026260717.1
OG0009866	XP_012403612.2	XP_026260747.1
OG0009867	XP_003768108.1	XP_026260681.1
OG0009868	XP_023358025.1	XP_026260771.1
OG0009869	XP_023357984.2	XP_026260795.1
OG0009870	XP_031822482.1	XP_026268780.1
OG0009871	XP_031822473.1	XP_026268743.1
OG0009872	XP_031822454.1	XP_026268720.1
OG0009873	XP_031801840.1	XP_026270300.1
OG0009874	XP_031801849.1	XP_026270292.1
OG0009875	XP_012396600.1	XP_026270291.1
OG0009876	XP_003759564.1	XP_026270286.1
OG0009877	XP_003759563.1	XP_026270290.1
OG0009878	XP_012396631.2	XP_026255828.1
OG0009879	XP_031802340.1	XP_026256526.1
OG0009880	XP_003759857.1	XP_026256534.1
OG0009881	XP_031802342.1	XP_026256539.1
OG0009882	XP_031802356.1	XP_026243876.1
OG0009883	XP_031802357.1	XP_026243844.1
OG0009884	XP_003760040.1	XP_026243862.1
OG0009885	XP_023351983.1	XP_026243804.1
OG0009886	XP_012396990.1	XP_026264666.1
OG0009887	XP_031802651.1	XP_026267991.1
OG0009888	XP_031802508.1	XP_026268220.1
OG0009889	XP_012397016.1	XP_026271281.1
OG0009890	XP_003760118.1	XP_026257776.1
OG0009891	XP_031801820.1	XP_026249586.1
OG0009892	XP_012396614.1	XP_026249561.1
OG0009893	XP_003759581.1	XP_026249577.1
OG0009894	XP_003759580.1	XP_026249572.1, XP_026249573.1
OG0009896	XP_012400276.1	XP_026245350.1
OG0009898	XP_012405475.1	XP_026261334.1
OG0009899	XP_023357032.1	XP_026250014.1
OG0009900	XP_012402623.1	XP_026250064.1
OG0009901	XP_012400397.1	XP_026261912.1
OG0009902	XP_031810881.1	XP_026261901.1
OG0009903	XP_003755910.1	XP_026261810.1
OG0009904	XP_012400178.2	XP_026261875.1
OG0009905	XP_023355149.1	XP_026261871.1
OG0009906	XP_031810937.1	XP_026261780.1
OG0009907	XP_012400625.1	XP_026261831.1
OG0009908	XP_023355336.2	XP_026261766.1
OG0009909	XP_012400616.1	XP_026261897.1
OG0009910	XP_003755952.1	XP_026261914.1
OG0009912	XP_031808116.1	XP_026269860.1
OG0009913	XP_031808115.1	XP_026269621.1
OG0009914	XP_031808795.1	XP_026269540.1
OG0009915	XP_003756484.1	XP_026270087.1
OG0009917	XP_003756460.3	XP_026264770.1
OG0009918	XP_031808813.1	XP_026267114.1
OG0009919	XP_031808480.1	XP_026268443.1
OG0009920	XP_031808679.1	XP_026246831.1
OG0009921	XP_023351445.1	XP_026246859.1
OG0009922	XP_031808827.1	XP_026246840.1
OG0009923	XP_031794086.1	XP_026246813.1
OG0009924	XP_003756463.1	XP_026246819.1
OG0009925	XP_031808697.1	XP_026266812.1
OG0009926	XP_012404578.1	XP_026239874.1
OG0009927	XP_003756449.2	XP_026239905.1
OG0009928	XP_031808491.1	XP_026239930.1
OG0009929	XP_031808492.1	XP_026239917.1
OG0009930	XP_031808494.1	XP_026239902.1
OG0009931	XP_012396463.1	XP_026265831.1
OG0009932	XP_012396460.1	XP_026240996.1
OG0009933	XP_003756390.1	XP_026240946.1
OG0009934	XP_031808584.1	XP_026240919.1
OG0009935	XP_031808600.1	XP_026240904.1
OG0009936	XP_031808648.1	XP_026240942.1
OG0009937	XP_031808453.1	XP_026258120.1
OG0009938	XP_012403755.1	XP_026256513.1
OG0009939	XP_023358051.1	XP_026256707.1
OG0009940	XP_031808396.1	XP_026258423.1
OG0009941	XP_031808389.1	XP_026256610.1
OG0009942	XP_012403220.1	XP_026258412.1
OG0009943	XP_031808384.1	XP_026257612.1
OG0009944	XP_031799563.1, XP_023357846.2	XP_026256661.1
OG0009945	XP_003756271.1	XP_026257890.1
OG0009946	XP_003756268.1	XP_026257060.1
OG0009947	XP_012403429.1	XP_026258062.1
OG0009948	XP_031808321.1	XP_026257525.1
OG0009949	XP_031808307.1	XP_026256520.1
OG0009950	XP_012403202.1	XP_026256533.1
OG0009951	XP_003763215.1, XP_031808298.1	XP_026257352.1
OG0009952	XP_012403048.1	XP_026257146.1
OG0009953	XP_031805204.1	XP_026256866.1
OG0009954	XP_012402864.1	XP_026257504.1
OG0009955	XP_031808260.1	XP_026257267.1
OG0009956	XP_031808239.1	XP_026256746.1
OG0009957	XP_031808172.1	XP_026250006.1
OG0009958	XP_031808174.1	XP_026250055.1
OG0009959	XP_031808178.1	XP_026250038.1
OG0009960	XP_031809158.1	XP_026255202.1
OG0009961	XP_031809156.1	XP_026255210.1
OG0009962	XP_031809087.1	XP_026269559.1
OG0009963	XP_031809065.1	XP_026261355.1
OG0009964	XP_003756555.1	XP_026261331.1
OG0009965	XP_031808991.1	XP_026261291.1
OG0009966	XP_003756492.2	XP_026261274.1
OG0009967	XP_031808852.1	XP_026261313.1
OG0009968	XP_031809077.1	XP_026269571.1
OG0009969	XP_031813958.1	XP_026258147.1
OG0009970	XP_031821925.1	XP_026242678.1
OG0009971	XP_031824527.1	XP_026242825.1
OG0009972	XP_031796879.1	XP_026267254.1
OG0009973	XP_012409450.1	XP_026251347.1
OG0009974	XP_003761620.1	XP_026237117.1
OG0009975	XP_003768675.1	XP_026266545.1
OG0009976	XP_003768558.1	XP_026260656.1
OG0009977	XP_012403940.1	XP_026260675.1
OG0009978	XP_003768272.1	XP_026242480.1
OG0009979	XP_003768357.1	XP_026242637.1
OG0009980	XP_031822040.1	XP_026242891.1, XP_026242897.1
OG0009981	XP_003768919.1	XP_026237673.1
OG0009982	XP_031824281.1	XP_026237786.1
OG0009983	XP_012404061.1	XP_026266564.1
OG0009984	XP_012404049.1	XP_026266525.1
OG0009985	XP_012404063.3	XP_026266543.1
OG0009986	XP_031821449.1	XP_026264226.1
OG0009987	XP_012404097.1	XP_026264179.1
OG0009988	XP_003768733.1	XP_026260633.1
OG0009989	XP_031821696.1	XP_026260624.1
OG0009990	XP_003768564.2	XP_026260621.1
OG0009991	XP_003768569.1	XP_026260534.1
OG0009992	XP_003768516.1	XP_026260599.1
OG0009993	XP_003768523.2	XP_026260546.1
OG0009994	XP_031821627.1	XP_026260644.1
OG0009995	XP_031821626.1	XP_026260641.1
OG0009996	XP_003768529.1	XP_026260660.1
OG0009997	XP_023358340.1	XP_026267490.1
OG0009998	XP_003768595.1	XP_026267491.1
OG0009999	XP_003768590.3	XP_026267502.1
OG0010000	XP_031821581.1	XP_026257132.1, XP_026267485.1
OG0010003	XP_003768541.2	XP_026258063.1, XP_026258064.1
OG0010004	XP_031821752.1	XP_026258047.1
OG0010005	XP_031821756.1	XP_026258068.1
OG0010006	XP_012403926.2	XP_026258022.1
OG0010007	XP_031821760.1	XP_026258028.1
OG0010008	XP_031821771.1	XP_026258081.1
OG0010009	XP_012405758.1	XP_026238333.1
OG0010011	XP_031821862.1	XP_026264055.1
OG0010012	XP_012403873.1	XP_026268140.1
OG0010013	XP_031821874.1	XP_026268211.1
OG0010014	XP_003768428.1	XP_026268148.1
OG0010015	XP_023358212.2	XP_026268215.1
OG0010016	XP_003768444.1, XP_023358198.1	XP_026268189.1
OG0010017	XP_023358064.1	XP_026268206.1
OG0010018	XP_003768196.2	XP_026268169.1
OG0010019	XP_003768198.1	XP_026268186.1
OG0010020	XP_031822197.1	XP_026242801.1
OG0010021	XP_031822188.1	XP_026242528.1
OG0010022	XP_012403714.2	XP_026242621.1
OG0010023	XP_003768236.4	XP_026242869.1
OG0010024	XP_031822178.1	XP_026242764.1
OG0010025	XP_031822177.1	XP_026242782.1
OG0010026	XP_031822163.1	XP_026242864.1
OG0010027	XP_023358099.1	XP_026242883.1
OG0010028	XP_031822153.1	XP_026242815.1
OG0010029	XP_003768260.2	XP_026242788.1
OG0010030	XP_031822127.1	XP_026242821.1
OG0010031	XP_031822128.1, XP_031822129.1	XP_026242828.1
OG0010032	XP_003768262.1	XP_026242657.1
OG0010033	XP_012403794.1	XP_026242911.1
OG0010034	XP_031822080.1	XP_026242729.1
OG0010035	XP_031822071.1, XP_031822072.1	XP_026242491.1
OG0010036	XP_031822038.1	XP_026242930.1
OG0010037	XP_031822030.1	XP_026242793.1
OG0010038	XP_031822014.1	XP_026242913.1
OG0010039	XP_031822005.1	XP_026242747.1
OG0010040	XP_031821997.1	XP_026242905.1
OG0010041	XP_031821991.1	XP_026242626.1
OG0010042	XP_031821985.1	XP_026242827.1
OG0010043	XP_003768395.2	XP_026242672.1
OG0010044	XP_031821984.1	XP_026242904.1
OG0010045	XP_003768403.1	XP_026242750.1
OG0010046	XP_003768384.1	XP_026242755.1
OG0010047	XP_003768390.1	XP_026242506.1
OG0010048	XP_023359863.1	XP_026242631.1
OG0010049	XP_031821933.1	XP_026242783.1
OG0010050	XP_003768421.1	XP_026242792.1
OG0010051	XP_031822290.1	XP_026242515.1
OG0010052	XP_031822294.1	XP_026263575.1
OG0010053	XP_003770648.2	XP_026263142.1
OG0010054	XP_003770650.1	XP_026263150.1
OG0010055	XP_031822324.1	XP_026263148.1
OG0010056	XP_003767989.1	XP_026263107.1
OG0010057	XP_031822378.1	XP_026253816.1
OG0010058	XP_031822380.1	XP_026253832.1
OG0010059	XP_003770568.1	XP_026253858.1
OG0010060	XP_003768042.1	XP_026253845.1
OG0010061	XP_003768044.1	XP_026253799.1
OG0010062	XP_031823429.1	XP_026253812.1
OG0010063	XP_031823439.1	XP_026236042.1
OG0010064	XP_003770045.2	XP_026267675.1
OG0010065	XP_031823466.1	XP_026244660.1
OG0010066	XP_031823493.1	XP_026244746.1
OG0010067	XP_031824591.1	XP_026244716.1
OG0010068	XP_031823496.1	XP_026244717.1
OG0010069	XP_031823499.1	XP_026244743.1
OG0010070	XP_031823542.1	XP_026244686.1
OG0010071	XP_031823545.1	XP_026244687.1
OG0010072	XP_031823548.1	XP_026244637.1
OG0010073	XP_023359423.1	XP_026244574.1
OG0010074	XP_031824594.1	XP_026244729.1
OG0010075	XP_023359420.2	XP_026244738.1
OG0010076	XP_003770159.1	XP_026244554.1
OG0010077	XP_031823644.1	XP_026244614.1
OG0010078	XP_031823651.1	XP_026244586.1
OG0010079	XP_031823656.1	XP_026244657.1
OG0010080	XP_031823657.1	XP_026244786.1
OG0010081	XP_023359491.1	XP_026244551.1
OG0010082	XP_031813227.1, XP_031813226.1	XP_026249691.1
OG0010083	XP_031813170.1	XP_026249719.1
OG0010084	XP_031813216.1	XP_026249711.1
OG0010085	XP_003757596.1	XP_026270958.1
OG0010086	XP_031807787.1	XP_026251261.1
OG0010087	XP_031807759.1	XP_026251191.1
OG0010088	XP_012409480.1	XP_026251173.1
OG0010089	XP_031810819.1	XP_026251226.1
OG0010090	XP_003760712.1, XP_031810776.1	XP_026251203.1
OG0010091	XP_031810784.1	XP_026251183.1
OG0010092	XP_003757493.1	XP_026251409.1
OG0010093	XP_012409433.1	XP_026251334.1
OG0010094	XP_031810757.1	XP_026251278.1
OG0010095	XP_012409394.1	XP_026251324.1
OG0010096	XP_003757475.1	XP_026242281.1
OG0010097	XP_031810709.1	XP_026242247.1
OG0010098	XP_031810705.1	XP_026242350.1
OG0010099	XP_031810694.1	XP_026242101.1
OG0010100	XP_012409424.1	XP_026242142.1
OG0010101	XP_003772215.1, XP_003757448.1	XP_026242196.1
OG0010102	XP_031810616.1	XP_026242116.1
OG0010103	XP_012409382.1	XP_026242263.1
OG0010104	XP_031810544.1	XP_026242331.1
OG0010105	XP_003757203.3	XP_026242170.1
OG0010106	XP_003757196.1	XP_026242307.1
OG0010107	XP_031810168.1	XP_026242234.1
OG0010108	XP_031810149.1	XP_026242303.1
OG0010109	XP_031810147.1	XP_026242238.1
OG0010110	XP_031805185.1	XP_026242353.1
OG0010111	XP_031810138.1	XP_026242004.1
OG0010112	XP_023363162.1	XP_026266149.1
OG0010113	XP_023358449.2	XP_026264218.1
OG0010114	XP_031824500.1	XP_026260559.1
OG0010115	XP_003765725.1	XP_026267133.1
OG0010116	XP_031805545.1, XP_023351393.1, XP_023351357.1, XP_012396311.1	XP_026260927.1
OG0010117	XP_031796702.1	XP_026242449.1
OG0010118	XP_031796537.1	XP_026242437.1
OG0010119	XP_003772559.2	XP_026265133.1
OG0010120	XP_012406933.1	XP_026254197.1
OG0010121	XP_031797062.1	XP_026254207.1
OG0010122	XP_031797042.1	XP_026254278.1
OG0010123	XP_031797039.1	XP_026254127.1
OG0010124	XP_031797041.1	XP_026254176.1
OG0010125	XP_023361314.1	XP_026254230.1
OG0010126	XP_031796982.1	XP_026254238.1
OG0010127	XP_031796953.1	XP_026254048.1
OG0010128	XP_012406986.1	XP_026254264.1
OG0010129	XP_023361129.1	XP_026254180.1
OG0010130	XP_012406989.2	XP_026254221.1
OG0010131	XP_031796788.1	XP_026248748.1
OG0010132	XP_031796775.1	XP_026248754.1
OG0010133	XP_031796756.1	XP_026248753.1
OG0010134	XP_031796751.1	XP_026248758.1
OG0010135	XP_031796032.1	XP_026242392.1
OG0010136	XP_031811351.1, XP_031796693.1	XP_026242425.1
OG0010137	XP_003770904.2	XP_026242420.1
OG0010138	XP_023360074.2	XP_026242409.1
OG0010139	XP_031794835.1, XP_003772511.2	XP_026242380.1
OG0010140	XP_031796019.1	XP_026265146.1
OG0010141	XP_031794493.1	XP_026237522.1
OG0010142	XP_031797086.1	XP_026269302.1
OG0010143	XP_031797079.1	XP_026269376.1
OG0010144	XP_031794532.1	XP_026269313.1
OG0010145	XP_031794403.1	XP_026250158.1
OG0010146	XP_031796888.1	XP_026250138.1
OG0010147	XP_003770866.1	XP_026250139.1
OG0010149	XP_031793878.1	XP_026250124.1
OG0010150	XP_031796316.1	XP_026250073.1
OG0010151	XP_031796546.1	XP_026261697.1
OG0010152	XP_031796511.1	XP_026261680.1
OG0010153	XP_031796682.1	XP_026261672.1
OG0010154	XP_031794148.1	XP_026261723.1
OG0010155	XP_031794154.1	XP_026261690.1
OG0010156	XP_003772281.1	XP_026261751.1
OG0010157	XP_031794710.1	XP_026261699.1
OG0010158	XP_031793749.1	XP_026261704.1
OG0010159	XP_031793698.1	XP_026261753.1
OG0010160	XP_031795388.1	XP_026267285.1
OG0010161	XP_031795389.1	XP_026267286.1
OG0010162	XP_031795570.1	XP_026267251.1
OG0010163	XP_031796690.1	XP_026267258.1
OG0010164	XP_023360128.1	XP_026267281.1
OG0010165	XP_031796497.1	XP_026267232.1
OG0010166	XP_031796855.1	XP_026267289.1
OG0010167	XP_031794024.1	XP_026267257.1
OG0010168	XP_031796739.1	XP_026265969.1
OG0010169	XP_031796797.1	XP_026265952.1
OG0010170	XP_031793843.1, XP_031793842.1	XP_026265962.1
OG0010171	XP_031794811.1	XP_026265976.1
OG0010172	XP_031793958.1	XP_026265782.1
OG0010173	XP_031796860.1	XP_026253650.1
OG0010174	XP_031795992.1	XP_026254356.1
OG0010175	XP_031795376.1	XP_026252517.1
OG0010176	XP_003771144.1	XP_026252852.1
OG0010177	XP_031814629.1	XP_026235611.1
OG0010178	XP_031814635.1	XP_026236016.1
OG0010179	XP_031814646.1	XP_026236027.1
OG0010180	XP_023356214.1, XP_023356215.1	XP_026264403.1
OG0010181	XP_031819488.1	XP_026268370.1
OG0010182	XP_003757792.1	XP_026269867.1
OG0010183	XP_023350323.2	XP_026269839.1
OG0010184	XP_031807343.1	XP_026269861.1
OG0010185	XP_003758355.1	XP_026241537.1
OG0010186	XP_023350760.2, XP_003758354.2	XP_026241528.1
OG0010187	XP_031806276.1	XP_026241486.1
OG0010188	XP_012395695.1	XP_026241549.1
OG0010189	XP_003759204.1	XP_026241553.1
OG0010190	XP_031806305.1	XP_026241548.1
OG0010191	XP_031806313.1	XP_026241544.1
OG0010192	XP_003758338.1	XP_026241525.1
OG0010193	XP_031806326.1	XP_026255670.1
OG0010194	XP_031806339.1	XP_026255712.1
OG0010195	XP_023350717.1	XP_026255707.1
OG0010196	XP_031806370.1	XP_026268416.1
OG0010197	XP_031806372.1	XP_026243011.1
OG0010198	XP_012395650.1	XP_026242958.1
OG0010199	XP_031806387.1	XP_026243002.1
OG0010200	XP_003758292.1	XP_026243035.1
OG0010201	XP_003758923.1	XP_026242965.1
OG0010202	XP_031795973.1	XP_026261738.1
OG0010203	XP_031803407.1	XP_026255383.1
OG0010204	XP_012395407.1	XP_026260923.1
OG0010205	XP_003773526.1	XP_026260948.1
OG0010206	XP_031805592.1	XP_026260929.1
OG0010207	XP_012399474.1	XP_026257992.1
OG0010208	XP_003763210.1	XP_026254284.1
OG0010210	XP_003768880.1	XP_026236460.1
OG0010211	XP_031823472.1	XP_026244588.1
OG0010212	XP_031809668.1	XP_026268087.1
OG0010213	XP_031809647.1	XP_026268893.1
OG0010214	XP_003756931.2	XP_026268865.1
OG0010215	XP_031809633.1	XP_026254016.1
OG0010216	XP_003759545.1	XP_026238075.1
OG0010217	XP_003759546.1	XP_026238076.1
OG0010218	XP_031794569.1	XP_026271259.1
OG0010219	XP_031794793.1	XP_026251986.1, XP_026251987.1
OG0010220	XP_003761311.1	XP_026251980.1
OG0010221	XP_031799733.1	XP_026245237.1
OG0010222	XP_031794871.1	XP_026251968.1
OG0010223	XP_031794967.1	XP_026251990.1
OG0010224	XP_031824454.1	XP_026265308.1
OG0010225	XP_031824441.1	XP_026235940.1
OG0010226	XP_023354310.2	XP_026270829.1
OG0010228	XP_031808948.1	XP_026255924.1
OG0010229	XP_012396228.2	XP_026255933.1
OG0010230	XP_031808888.1	XP_026253948.1
OG0010231	XP_023359371.1	XP_026253975.1
OG0010232	XP_031808882.1, XP_031808879.1	XP_026253963.1
OG0010233	XP_031808870.1	XP_026266472.1
OG0010234	XP_031817806.1	XP_026247257.1
OG0010235	XP_003757127.1	XP_026264416.1
OG0010236	XP_012398812.1	XP_026247275.1
OG0010237	XP_031803622.1	XP_026247259.1
OG0010238	XP_031817503.1	XP_026254382.1
OG0010239	XP_031817437.1	XP_026254373.1
OG0010240	XP_031817410.1	XP_026254384.1
OG0010241	XP_023353732.2	XP_026253351.1
OG0010242	XP_031824989.1	XP_026253363.1
OG0010243	XP_012398152.1	XP_026253369.1
OG0010244	XP_031824897.1	XP_026253360.1
OG0010245	XP_012399493.1	XP_026243642.1
OG0010247	XP_003761338.1	XP_026243725.1
OG0010248	XP_003763022.1	XP_026243680.1
OG0010249	XP_031793741.1	XP_026243692.1
OG0010251	XP_012398472.1	XP_026235270.1
OG0010252	XP_031801227.1	XP_026235112.1
OG0010253	XP_003761803.2	XP_026270597.1
OG0010254	XP_031801195.1	XP_026236085.1
OG0010256	XP_031792934.1	XP_026271168.1
OG0010257	XP_031801421.1	XP_026271266.1
OG0010258	XP_012398552.2	XP_026235029.1
OG0010259	XP_031817132.1	XP_026270772.1
OG0010260	XP_031817165.1	XP_026235490.1
OG0010261	XP_031817243.1	XP_026235835.1
OG0010262	XP_031817218.1	XP_026246893.1
OG0010263	XP_031817212.1	XP_026246915.1
OG0010264	XP_031801410.1, XP_003761882.1	XP_026246961.1
OG0010265	XP_031801412.1	XP_026246914.1
OG0010266	XP_031801414.1	XP_026246940.1
OG0010267	XP_031801416.1	XP_026246964.1
OG0010268	XP_031798894.1	XP_026246951.1
OG0010269	XP_031810528.1	XP_026249077.1
OG0010270	XP_003757354.2	XP_026249095.1
OG0010271	XP_031810499.1	XP_026249087.1
OG0010272	XP_012409309.2	XP_026249102.1
OG0010273	XP_023363141.1	XP_026249146.1
OG0010274	XP_031810076.1	XP_026266161.1
OG0010275	XP_031792689.1	XP_026236011.1
OG0010276	XP_031801246.1	XP_026246944.1
OG0010277	XP_031821055.1	XP_026270073.1
OG0010278	XP_003769092.1	XP_026239496.1
OG0010279	XP_012404499.1	XP_026239497.1
OG0010280	XP_012404555.2	XP_026250263.1
OG0010281	XP_012404792.1, XP_031820114.1	XP_026236972.1
OG0010282	XP_012404319.1	XP_026270088.1
OG0010283	XP_023358672.2	XP_026271205.1
OG0010284	XP_031821034.1	XP_026271133.1
OG0010285	XP_003770555.1	XP_026271178.1
OG0010286	XP_003768978.1	XP_026271152.1
OG0010287	XP_023358643.1	XP_026271120.1
OG0010288	XP_003768999.1	XP_026239386.1
OG0010289	XP_031820960.1	XP_026239195.1
OG0010290	XP_023358676.2	XP_026239357.1
OG0010291	XP_031820948.1	XP_026239429.1
OG0010292	XP_031820914.1	XP_026239437.1
OG0010293	XP_031820906.1	XP_026239389.1
OG0010294	XP_031820878.1	XP_026239171.1
OG0010295	XP_003769038.2	XP_026239435.1
OG0010296	XP_031824669.1	XP_026239304.1
