Orthogroup	Sarcophilus_harrisii	Ictidomys_tridecemlineatus
OG0007057	XP_012396264.2	XP_040128424.1, XP_005320757.1
OG0007058	XP_031811786.1	XP_005320762.1
OG0007059	XP_031811833.1	XP_005320791.1
OG0007060	XP_023354018.1	XP_013211978.2
OG0007061	XP_031824149.1	XP_005340229.1, XP_013220600.1
OG0007062	XP_003759800.1	XP_005323035.1
OG0007063	XP_031802220.1	XP_005323031.1
OG0007064	XP_031802204.1	XP_005323018.1
OG0007065	XP_003759773.1	XP_005322997.1
OG0007066	XP_003775299.2	XP_021576406.1, XP_021589322.1
OG0007067	XP_003759723.1	XP_005336057.1
OG0007068	XP_031802830.1	XP_013215549.1
OG0007069	XP_031802861.1	XP_005328720.1
OG0007070	XP_031802868.1	XP_005328725.1
OG0007071	XP_003759748.2	XP_005335899.1
OG0007072	XP_003756015.1	XP_040131409.1, XP_005337192.1
OG0007073	XP_031807972.1, XP_031807973.1	XP_013214046.1
OG0007074	XP_031805146.1	XP_021582180.1
OG0007075	XP_031805147.1	XP_040131092.1
OG0007076	XP_003755978.1, XP_031811040.1	XP_005316618.1
OG0007077	XP_023355574.1	XP_005316622.1
OG0007078	XP_012399389.1	XP_005316647.1, XP_040133678.1, XP_040139714.1
OG0007079	XP_003755775.1	XP_005316651.1
OG0007080	XP_031811115.1	XP_005316660.1
OG0007081	XP_003755771.2	XP_005316675.1
OG0007082	XP_003755758.1	XP_013215335.1
OG0007083	XP_003755655.3	XP_013215342.1
OG0007084	XP_031805315.1	XP_013215598.2
OG0007085	XP_031811270.1	XP_005316733.1
OG0007086	XP_031811251.1	XP_005316744.1
OG0007087	XP_023353831.1	XP_005316757.1
OG0007088	XP_003755208.1	XP_005316823.1
OG0007089	XP_003755019.1	XP_005317011.1
OG0007090	XP_031812480.1	XP_005316847.1
OG0007091	XP_031812448.1	XP_005316869.1
OG0007092	XP_003755042.1	XP_005316881.1
OG0007093	XP_031812656.1	XP_040130579.1
OG0007094	XP_031815018.1, XP_031815020.1, XP_031815016.1	XP_040142877.1
OG0007095	XP_031819483.1	XP_040142874.1
OG0007096	XP_003766803.1	XP_005324368.1
OG0007098	XP_003763447.1	XP_005323599.1
OG0007099	XP_031815200.1	XP_005323572.1
OG0007100	XP_031815192.1	XP_021580986.1
OG0007101	XP_003763466.2	XP_005323562.1
OG0007102	XP_023354627.1	XP_021580979.1, XP_040142957.1
OG0007103	XP_031815060.1	XP_040142975.1
OG0007104	XP_031815076.1	XP_005323504.1
OG0007105	XP_012399839.1	XP_021580941.1
OG0007106	XP_012401737.1, XP_031815224.1	XP_005323498.1, XP_040130743.1
OG0007107	XP_031824194.1	XP_013220602.1
OG0007108	XP_031824640.1	XP_005340237.1
OG0007109	XP_003763446.1	XP_040143138.1
OG0007110	XP_031797898.1	XP_040149056.1
OG0007111	XP_031797325.1	XP_040148932.1
OG0007112	XP_003772952.3	XP_013216125.1
OG0007113	XP_012408450.1	XP_040148945.1
OG0007114	XP_031798959.1	XP_005325818.1
OG0007116	XP_003772981.1, XP_023361520.1	XP_005337586.1
OG0007117	XP_031797281.1	XP_021576845.1
OG0007118	XP_023361540.2	XP_005339360.1
OG0007119	XP_003773014.2	XP_040148143.1
OG0007120	XP_031797767.1	XP_005339757.1
OG0007121	XP_012407444.2	XP_040148211.1
OG0007122	XP_031797375.1	XP_013217383.1
OG0007124	XP_031814715.1	XP_005334220.1
OG0007125	XP_031814749.1	XP_021589887.1
OG0007126	XP_031815405.1	XP_005335125.1
OG0007127	XP_031815446.1	XP_040126527.1
OG0007128	XP_031815468.1, XP_003763581.1	XP_040126383.1
OG0007129	XP_031815501.1	XP_021576329.1
OG0007130	XP_003763649.1	XP_040126285.1, XP_005327662.1
OG0007131	XP_003763644.2	XP_040126280.1
OG0007132	XP_003766393.1	XP_005327673.1
OG0007133	XP_012399983.1	XP_040126512.1
OG0007134	XP_003763673.1	XP_005327712.1
OG0007135	XP_031817149.1	XP_005327726.1
OG0007138	XP_031813286.1	XP_005331126.2
OG0007139	XP_031801978.1	XP_021589074.1
OG0007140	XP_031813565.1	XP_005330335.1
OG0007141	XP_031823874.1	XP_021586030.1
OG0007142	XP_031823970.1	XP_021586019.1
OG0007143	XP_031823928.1	XP_005331077.1
OG0007144	XP_003770222.1	XP_040126516.1, XP_005331061.1
OG0007145	XP_031813454.1	XP_005338345.1
OG0007146	XP_003766207.2	XP_005332536.1
OG0007147	XP_031813523.1	XP_040126499.1
OG0007148	XP_003760275.2	XP_021588817.1
OG0007149	XP_003760264.1, XP_012397144.1, XP_012397143.1	XP_005327558.1
OG0007150	XP_031802766.1	XP_005327549.1
OG0007151	XP_023352108.1	XP_021583524.1
OG0007153	XP_023359650.1	XP_005338875.3
OG0007154	XP_003760232.1	XP_013215100.1
OG0007155	XP_003764004.1	XP_005324651.1
OG0007156	XP_023355006.1	XP_005315821.1
OG0007157	XP_012400205.2	XP_021585543.1
OG0007158	XP_012400206.1	XP_013211225.1
OG0007159	XP_012400222.1	XP_005315764.1
OG0007160	XP_003764026.1	XP_005324667.1
OG0007161	XP_031816254.1, XP_031816250.1	XP_040150475.1
OG0007162	XP_031816214.1	XP_021581653.1
OG0007163	XP_023362694.2	XP_005324464.1
OG0007164	XP_031816163.1	XP_005324461.2
OG0007165	XP_003764103.1	XP_005324415.1
OG0007166	XP_012397802.1	XP_013213654.1
OG0007167	XP_031814183.1	XP_005338964.1
OG0007168	XP_031814050.1	XP_005335178.1
OG0007169	XP_023356582.1	XP_005330592.1
OG0007170	XP_003769684.2	XP_005341912.1
OG0007171	XP_031793031.1, XP_012403248.1	XP_005330376.1
OG0007172	XP_003767666.1	XP_013215862.1, XP_040133585.1
OG0007173	XP_003767671.1	XP_005329550.1
OG0007174	XP_031793110.1	XP_005329542.1
OG0007175	XP_031793252.1	XP_005335918.1
OG0007176	XP_031793278.1	XP_040143224.1
OG0007177	XP_031793287.1	XP_005341887.1
OG0007181	XP_003774971.1	XP_005319457.1
OG0007182	XP_031814913.1, XP_003765648.1	XP_005335617.1
OG0007183	XP_031814914.1	XP_040142856.1
OG0007184	XP_003765632.1	XP_040143600.1
OG0007185	XP_012401526.2	XP_040145021.1
OG0007186	XP_012399907.2	XP_005334863.1
OG0007187	XP_031815330.1	XP_013218092.1
OG0007188	XP_012399886.1, XP_003763513.1	XP_005324022.1
OG0007189	XP_031815275.1	XP_040130372.1
OG0007190	XP_031815238.1	XP_021581252.1
OG0007191	XP_031814936.1	XP_040133118.1
OG0007192	XP_031800305.1	XP_013219886.1
OG0007193	XP_031800881.1	XP_040136505.1, XP_040136491.1, XP_040136496.1
OG0007194	XP_031800670.1	XP_040136711.1
OG0007196	XP_031800154.1	XP_040137210.1, XP_005339839.1, XP_040137218.1
OG0007197	XP_012408626.2	XP_021575714.2
OG0007198	XP_031800947.1	XP_005340041.1
OG0007199	XP_031800428.1	XP_021575585.1
OG0007200	XP_031800411.1, XP_031800409.1, XP_031800410.1	XP_005340736.1
OG0007201	XP_031800859.1	XP_040139471.1
OG0007202	XP_003775073.1	XP_005340747.1
OG0007205	XP_031800989.1	XP_021580891.1
OG0007207	XP_003775130.1	XP_005340646.1
OG0007208	XP_031793529.1, XP_031793527.1, XP_031793528.1	XP_021576132.1
OG0007209	XP_031800363.1	XP_040143019.1
OG0007210	XP_031800706.1, XP_031801139.1	XP_005340681.1
OG0007211	XP_031800459.1	XP_005340719.2
OG0007212	XP_012403242.1	XP_005330453.1
OG0007213	XP_003769497.1	XP_005329876.1
OG0007214	XP_031821226.1, XP_031821225.1, XP_031821224.1	XP_005328548.1
OG0007215	XP_031797465.1, XP_031797464.1	XP_013211289.1
OG0007216	XP_003766826.1, XP_003764804.2, XP_031813118.1	XP_005323170.1
OG0007223	XP_003763134.1	XP_040146987.1
OG0007229	XP_012396390.3, XP_031812584.1	XP_021591421.1
OG0007232	XP_031806078.1	XP_005318404.1
OG0007233	XP_003757698.2, XP_031807558.1	XP_021583271.1
OG0007234	XP_031802037.1	XP_005323067.1
OG0007235	XP_003757124.1	XP_005320949.1
OG0007236	XP_031799458.1	XP_005340453.2
OG0007237	XP_031800039.1	XP_040134501.1
OG0007238	XP_012401890.1	XP_005335180.1
OG0007239	XP_031810450.1	XP_013214043.1
OG0007240	XP_031793137.1	XP_005326326.1
OG0007241	XP_003771270.2	XP_005338380.1
OG0007242	XP_003766143.1	XP_005325777.1
OG0007243	XP_003770006.2	XP_005331226.1
OG0007244	XP_003763945.1	XP_005315798.1
OG0007245	XP_003759973.1	XP_005325675.1
OG0007246	XP_031794866.1, XP_003771632.1	XP_005319472.1
OG0007247	XP_003767694.2	XP_005329537.1
OG0007249	XP_031802388.1	XP_040130290.1
OG0007250	XP_003764265.2	XP_005334265.1
OG0007251	XP_003772755.1	XP_005324938.1
OG0007252	XP_023350145.1	XP_005336972.1
OG0007253	XP_031798823.1	XP_005327460.1
OG0007254	XP_031823752.1	XP_013215542.1
OG0007255	XP_031812845.1	XP_005339247.1
OG0007256	XP_031804203.1	XP_005332171.1
OG0007257	XP_031805478.1	XP_005327432.1
OG0007259	XP_003770202.1	XP_005326470.2
OG0007260	XP_031814300.1, XP_031808815.1	XP_005343007.1, XP_040137378.1
OG0007261	XP_012396255.1	XP_005325323.1
OG0007262	XP_012404822.1	XP_040129951.1
OG0007263	XP_012403627.1, XP_003768132.1, XP_003768134.1	XP_005331426.1
OG0007264	XP_031802749.1	XP_040126427.1, XP_005327544.2
OG0007265	XP_003756246.1	XP_005321346.1
OG0007266	XP_031813449.1	XP_040126492.1
OG0007267	XP_012404991.1	XP_005339745.1
OG0007268	XP_003763079.1	XP_040134504.1
OG0007269	XP_012405579.1	XP_005336149.1
OG0007270	XP_031809743.1	XP_040147246.1
OG0007271	XP_031813113.1	XP_005337737.1
OG0007272	XP_031822969.1	XP_040145135.1
OG0007273	XP_031807001.1	XP_005334413.1
OG0007274	XP_023350481.1	XP_005338438.1
OG0007275	XP_031797100.1	XP_040137731.1
OG0007276	XP_031808962.1	XP_005335871.2
OG0007277	XP_003774041.1	XP_005331600.1
OG0007278	XP_031817781.1, XP_012400748.1	XP_005330248.1
OG0007279	XP_031816586.1	XP_040137553.1
OG0007280	XP_031794728.1	XP_005332328.1
OG0007281	XP_012406444.2	XP_005332339.1
OG0007282	XP_003770700.1	XP_005338993.1
OG0007283	XP_031809162.1, XP_012405969.1	XP_013217680.2
OG0007284	XP_012404431.1	XP_040138419.1
OG0007285	XP_003770309.1	XP_005326498.1
OG0007286	XP_031824815.1	XP_040144723.1
OG0007287	XP_031795766.1	XP_013214293.1
OG0007288	XP_031799130.1, XP_003773201.1	XP_005327595.1
OG0007289	XP_031803659.1, XP_031803578.1	XP_040146953.1
OG0007290	XP_003774068.1	XP_005331700.1
OG0007291	XP_012403878.1, XP_003768447.1	XP_040124649.1
OG0007292	XP_031803088.1	XP_040149350.1
OG0007293	XP_031799434.1	XP_021585283.1, XP_013216103.1
OG0007294	XP_003757974.2	XP_040125375.1
OG0007295	XP_031805033.1	XP_005334503.1
OG0007296	XP_031801136.1	XP_005325189.1
OG0007297	XP_031810936.1	XP_005338804.1
OG0007298	XP_003770166.2	XP_005327963.1
OG0007299	XP_003770220.1	XP_013216517.2
OG0007300	XP_031820523.1	XP_005334488.1
OG0007301	XP_003763519.1	XP_005324012.1
OG0007302	XP_023359576.2	XP_013214606.1
OG0007303	XP_031797073.1	XP_005335661.1
OG0007305	XP_031794004.1, XP_031794003.1	XP_040134480.1
OG0007306	XP_031819452.1	XP_040147992.1, XP_021576302.1
OG0007307	XP_031798430.1	XP_013221287.1
OG0007308	XP_012402992.2	XP_005321344.2
OG0007309	XP_031801962.1, XP_023351663.1	XP_021576178.1
OG0007310	XP_012409127.2	XP_005320974.1
OG0007311	XP_031806217.1	XP_005336595.1, XP_040127061.1
OG0007312	XP_031798544.1	XP_021586303.1, XP_040140249.1
OG0007313	XP_031824923.1, XP_031824922.1	XP_040145113.1
OG0007314	XP_031823834.1	XP_013215521.1
OG0007315	XP_031797423.1, XP_031813024.1	XP_040133072.1
OG0007316	XP_031792620.1	XP_021587939.1
OG0007317	XP_003771151.2	XP_005322364.1
OG0007318	XP_031806590.1	XP_005338460.1
OG0007319	XP_023353408.1	XP_040141949.1
OG0007320	XP_023351058.1	XP_005339939.1
OG0007321	XP_003774769.1	NP_001269192.1
OG0007322	XP_031819667.1	XP_005330624.1
OG0007323	XP_003757712.1	XP_005327134.1, XP_040131397.1, XP_013214970.1
OG0007324	XP_031824956.1	XP_005326107.1
OG0007325	XP_023350225.1	XP_021581995.1
OG0007326	XP_023356195.1	XP_005326001.1, XP_040129533.1
OG0007327	XP_031815232.1	XP_005324044.1
OG0007328	XP_031798813.1	XP_005329761.1
OG0007329	XP_003772851.1	XP_005340425.2
OG0007330	XP_003772660.1	XP_005322326.1
OG0007331	XP_003767676.1	XP_005329539.1
OG0007332	XP_031808004.1	XP_040131584.1
OG0007333	XP_031806320.1	XP_005324530.1
OG0007334	XP_031798724.1	XP_005329768.1
OG0007335	XP_031804011.1	XP_040146169.1
OG0007336	XP_031804962.1	XP_005334530.1
OG0007337	XP_031796831.1	XP_040137735.1
OG0007338	XP_031823989.1	XP_005326482.1
OG0007339	XP_031816664.1	XP_005338670.1
OG0007340	XP_031818618.1	XP_005317568.1
OG0007341	XP_031818052.1, XP_003765429.1	XP_040144335.1
OG0007342	XP_003762801.1	XP_040128802.1
OG0007343	XP_023355209.1	XP_005328371.1
OG0007344	XP_003767448.1	XP_040147308.1, XP_040134298.1
OG0007345	XP_031817768.1	XP_040141013.1, XP_040141014.1
OG0007346	XP_003762434.1	XP_005331018.1
OG0007347	XP_012397285.1	XP_005316194.1, XP_005316193.1
OG0007348	XP_031822049.1	XP_021579864.1
OG0007349	XP_031800302.1	XP_013211475.1
OG0007350	XP_003767807.1	XP_040132707.1
OG0007351	XP_023360230.1, XP_012406110.1	XP_040134253.1
OG0007352	XP_003760925.2	XP_005332215.1
OG0007353	XP_031793930.1	XP_013211520.1
OG0007354	XP_031793796.1	XP_013212710.1
OG0007355	XP_031801607.1	XP_005323687.1
OG0007356	XP_003769620.1, XP_031793411.1	XP_005321468.1
OG0007357	XP_031819100.1	XP_005338322.2
OG0007358	XP_031819112.1	XP_040134913.1
OG0007359	XP_031808016.1	XP_013217536.1
OG0007360	XP_031811012.1	XP_040131322.1
OG0007361	XP_003758606.1	XP_005318492.1
OG0007362	XP_031824829.1	XP_040144720.1
OG0007363	XP_023357532.1, XP_031792713.1	XP_021578349.1
OG0007364	XP_031801873.1	XP_040126224.1
OG0007365	XP_012407664.1	XP_005327636.1
OG0007366	XP_031822704.1, XP_012403464.1	XP_005339471.1
OG0007367	XP_031819064.1	XP_005338275.1
OG0007368	XP_003768321.1	XP_005321826.1
OG0007369	XP_031797861.1, XP_031797860.1	XP_040124026.1
OG0007370	XP_031822735.1	XP_040143207.1
OG0007371	XP_031802346.1	XP_005337522.1
OG0007372	XP_023359854.2	XP_005328153.1
OG0007373	XP_003759830.1	XP_005322960.1
OG0007374	XP_012408494.1	XP_013218895.2
OG0007375	XP_003768298.1	XP_005321885.1
OG0007378	XP_003764792.1	XP_005323175.1
OG0007379	XP_003757163.1	XP_005320989.1
OG0007380	XP_003774014.1	XP_013216710.1, XP_005331730.2
OG0007383	XP_012400874.1	XP_005342157.1
OG0007384	XP_003774647.1	XP_005331609.1
OG0007385	XP_012408106.1	XP_013221572.1
OG0007386	XP_003769433.1	XP_005336148.3
OG0007387	XP_003761364.1	XP_013212066.1
OG0007388	XP_003756550.2	XP_021588431.1
OG0007390	XP_003760014.1	XP_021580633.1
OG0007391	XP_031799800.1	XP_005324141.1
OG0007392	XP_031793044.1	XP_005330370.1, XP_005338592.1
OG0007394	XP_031817663.1	XP_040135480.1, XP_005342260.1
OG0007396	XP_031802626.1, XP_031824684.1, XP_031805349.1	XP_040127575.1
OG0007397	XP_031802572.1, XP_031802571.1	XP_005334437.1
OG0007398	XP_012397036.1	XP_005334439.1
OG0007399	XP_003760144.1	XP_005334441.1
OG0007400	XP_012396687.1	XP_013213026.2
OG0007401	XP_023351940.2	XP_005323151.2
OG0007402	XP_031801788.1	XP_005323098.1
OG0007403	XP_031820111.1, XP_031820110.1	XP_005329818.1
OG0007404	XP_003769511.1	XP_005329832.1
OG0007405	XP_012404805.1	XP_005329834.1
OG0007406	XP_031820066.1	XP_005329860.1
OG0007407	XP_003769552.2	XP_005329871.1
OG0007408	XP_031824258.1	XP_021579568.1
OG0007409	XP_003769579.1	XP_005321419.1
OG0007410	XP_023359085.1	XP_021579623.2
OG0007411	XP_031793398.1	XP_005321475.1, XP_040141106.1
OG0007412	XP_031793395.1	XP_040139447.1
OG0007413	XP_031793390.1	XP_005321481.1
OG0007414	XP_031793381.1	XP_040139456.1
OG0007415	XP_012404910.1	XP_005321487.1
OG0007416	XP_031793359.1	XP_040138007.1
OG0007417	XP_031793357.1, XP_012404916.1	XP_040138008.1
OG0007418	XP_031820217.1	XP_021589473.1
OG0007419	XP_031820197.1	XP_021576053.2
OG0007420	XP_003769458.1	XP_005340579.1
OG0007421	XP_031820144.1	XP_005335421.1
OG0007422	XP_031793553.1	XP_021579365.2
OG0007423	XP_003761347.1	XP_013219287.1
OG0007424	XP_031801343.1	XP_021588806.1
OG0007425	XP_031795427.1	XP_040139730.1
OG0007426	XP_012398327.1	XP_005324168.1
OG0007427	XP_003761690.1	XP_005324160.1
OG0007428	XP_012398378.1	XP_005324134.1
OG0007429	XP_031818055.1	XP_040141644.1
OG0007430	XP_031807365.1	XP_013212171.1
OG0007432	XP_031793501.1	XP_040127060.1
OG0007434	XP_031812125.1	XP_005339113.1
OG0007435	XP_031820007.1	XP_040146789.1
OG0007436	XP_031819392.1	XP_005342270.1
OG0007437	XP_031817655.1	XP_040135760.1
OG0007438	XP_031817633.1	XP_005342325.1
OG0007439	XP_012402271.1	XP_005341618.1
OG0007441	XP_031817631.1	XP_005342319.1
OG0007443	XP_023357015.1	XP_040135305.1
OG0007445	XP_031817698.1	XP_040134931.1
OG0007446	XP_031819255.1	XP_040134930.1
OG0007447	XP_031819277.1, XP_031817622.1	XP_005336729.1
OG0007448	XP_031817603.1	XP_040135499.1
OG0007449	XP_031819295.1	XP_013218933.1
OG0007450	XP_031817606.1	XP_013218930.1
OG0007451	XP_031817607.1	XP_040134927.1
OG0007452	XP_003766531.2	XP_005336793.2
OG0007453	XP_031819306.1	XP_005336699.1
OG0007454	XP_031817512.1	XP_040135198.1
OG0007455	XP_031819689.1	XP_040134920.1
OG0007456	XP_031819732.1	XP_040134918.1
OG0007457	XP_031819072.1	XP_040136066.1
OG0007458	XP_031817531.1	XP_040134706.1, NP_001269179.1
OG0007459	XP_031794161.1	XP_005338217.1
OG0007460	XP_031817494.1	XP_013218887.2
OG0007461	XP_031817491.1	XP_005336496.1
OG0007462	XP_031817489.1	XP_021589672.1
OG0007463	XP_031819024.1	XP_040135813.1
OG0007464	XP_031817461.1	XP_040135216.1
OG0007465	XP_031818980.1	XP_005336467.1
OG0007466	XP_031818989.1	XP_040135805.1
OG0007467	XP_031819010.1	XP_005340558.1
OG0007468	XP_031817478.1	XP_040135236.1
OG0007469	XP_031819015.1	XP_005340550.1
OG0007471	XP_031818964.1	XP_005342004.1, XP_005342003.1
OG0007472	XP_031817445.1	XP_005330627.1
OG0007473	XP_031819630.1	XP_021585753.1, XP_005330651.1
OG0007474	XP_012401131.2	XP_021585704.1
OG0007475	XP_031819635.1	XP_005330668.1
OG0007476	XP_003757218.1	XP_005330677.1
OG0007477	XP_031810240.1	XP_040135789.1
OG0007478	XP_031802035.1	XP_040126144.1
OG0007479	XP_031795853.1	XP_040133012.1
OG0007480	XP_031817117.1	XP_040129301.1
OG0007481	XP_031809573.1	XP_005324255.1
OG0007482	XP_031810385.1	XP_040135574.1
OG0007483	XP_003765050.1	XP_005317515.2
OG0007484	XP_031818731.1	XP_005317504.1
OG0007485	XP_003771916.1	XP_005320302.1, XP_040134549.1
OG0007486	XP_031795724.1, XP_031795723.1	XP_005325871.1
OG0007487	XP_012406701.1, XP_023360853.1	XP_040133426.1
OG0007488	XP_031795653.1	XP_005334344.1
OG0007489	XP_012406715.1	XP_040132943.1
OG0007490	XP_031796513.1	XP_040133277.1
OG0007491	XP_023360476.1	XP_021578694.1
OG0007492	XP_003771459.1	XP_021578715.2
OG0007493	XP_003771452.1, XP_031794366.1	XP_005320352.1
OG0007494	XP_012406296.1	XP_021578730.2
OG0007495	XP_031795612.1	XP_005320382.1
OG0007496	XP_031795484.1	XP_005320388.1
OG0007497	XP_003756652.1	XP_005327327.1
OG0007498	XP_031809243.1	XP_021583388.1
OG0007499	XP_031809306.1	XP_005324299.1
OG0007500	XP_003756735.1	XP_005324296.1
OG0007501	XP_031809315.1	XP_040128223.1
OG0007502	XP_003756747.1	XP_013213627.1
OG0007503	XP_031821095.1	XP_021578133.2
OG0007504	XP_031821381.1	XP_005319631.1
OG0007505	XP_031821445.1	XP_005319621.1
OG0007506	XP_023351555.1	XP_005319602.1
OG0007507	XP_031822567.1	XP_005329021.2
OG0007508	XP_031822537.1	XP_040129300.1
OG0007509	XP_031805816.1	XP_013214748.1
OG0007510	XP_031805814.1	XP_040136072.1
OG0007511	XP_031805800.1	XP_005318298.1
OG0007512	XP_031805797.1	XP_040135299.1
OG0007513	XP_012396145.1	XP_040135714.1
OG0007514	XP_012409281.1, XP_023349983.1	XP_013221874.1
OG0007515	XP_031810404.1	XP_005318267.4
OG0007516	XP_012409288.1	XP_005318254.1
OG0007517	XP_003757306.1	XP_021577010.1
OG0007518	XP_031810317.1	XP_005318220.2
OG0007519	XP_031810316.1	XP_005318218.1
OG0007520	XP_012409252.1	XP_040134965.1
OG0007521	XP_031810284.1	XP_005318200.1
OG0007522	XP_003765547.2	XP_005317834.1
OG0007523	XP_031818156.1	XP_021590878.1
OG0007524	XP_003765480.2	XP_005317815.1
OG0007525	XP_031818132.1	XP_040144230.1
OG0007526	XP_031817378.1	XP_021590711.1
OG0007527	XP_031818103.1	XP_040144206.1
OG0007528	XP_031818116.1	XP_005317785.1
OG0007529	XP_003765538.1	NP_001269194.1, XP_040143161.1
OG0007530	XP_031818260.1	XP_040144182.1
OG0007531	XP_031818314.1	XP_005317754.1
OG0007532	XP_031818320.1	XP_021590376.1
OG0007534	XP_031818367.1	XP_005317705.1
OG0007535	XP_031818378.1	XP_021590193.1
OG0007536	XP_031817387.1	XP_013218035.2
OG0007538	XP_031818482.1	XP_040144030.1
OG0007539	XP_031817398.1	XP_040144017.1
OG0007540	XP_031818537.1	XP_021576171.1
OG0007541	XP_031818564.1	XP_040143967.1
OG0007542	XP_031818575.1	XP_005317600.1
OG0007543	XP_031818577.1	XP_040143955.1
OG0007544	XP_031818585.1	XP_021589578.1
OG0007545	XP_031818633.1	XP_005317557.1
OG0007546	XP_031818702.1	XP_040145076.1
OG0007547	XP_031817412.1	XP_040145075.1
OG0007548	XP_031818713.1, XP_031818712.1	XP_040143860.1
OG0007549	XP_031795666.1	XP_021588112.1
OG0007550	XP_003773346.1	XP_005319992.1
OG0007551	XP_031812822.1	XP_005334388.1
OG0007552	XP_031824034.1	XP_040127766.1, XP_040127765.1, XP_005326194.1
OG0007553	XP_003759397.1	XP_021583358.1
OG0007554	XP_031824797.1, XP_031824174.1	XP_005326188.1
OG0007555	XP_003759876.1	XP_005326203.1
OG0007556	XP_031823734.1	XP_005326204.1
OG0007557	XP_003759918.1	XP_005330088.1, XP_005315715.1
OG0007558	XP_003759463.1	XP_005329067.1
OG0007559	XP_003759482.1	XP_005329049.3
OG0007560	XP_031822078.1	XP_005329033.1
OG0007561	XP_031822173.1, XP_031822165.1	XP_005328998.1
OG0007562	XP_031822230.1	XP_005329003.1
OG0007563	XP_031814955.1	XP_021584637.2
OG0007564	XP_031814959.1	XP_005316951.2
OG0007565	XP_012399192.1	XP_021577232.2
OG0007566	XP_031811331.1	XP_040132366.1
OG0007567	XP_031811344.1	XP_005320139.1
OG0007568	XP_031811450.1	XP_040130308.1
OG0007569	XP_031811474.1	XP_005320205.1
OG0007570	XP_003755564.1	XP_005320210.1
OG0007571	XP_023352321.1	XP_005320256.1
OG0007572	XP_003755552.1	XP_005316932.1
OG0007573	XP_003755580.1	XP_005316924.1
OG0007574	XP_031812628.1	XP_040130609.1
OG0007575	XP_012408461.1	XP_013211292.1
OG0007576	XP_003773457.1	XP_040148075.1
OG0007577	XP_031799840.1	XP_040148677.1
OG0007578	XP_023361918.1	XP_040148744.1
