Orthogroup	Sarcophilus_harrisii	Canis_lupus_familiaris
OG0009179	XP_023358263.1	NP_001301066.1
OG0009180	XP_012407092.1	NP_001332969.1
OG0009181	XP_003768084.1	NP_001349529.1
OG0009182	XP_012403246.1	NP_001362312.1
OG0009184	XP_003769112.1	NP_001375681.1
OG0009185	XP_012400563.2, XP_012400562.1	NP_001375713.1
OG0009186	XP_003770778.2	NP_001375887.1
OG0009187	XP_031793173.1, XP_012398127.2	NP_001376059.1
OG0009188	XP_003774033.1, XP_003774847.1, XP_003773913.1	NP_001376134.1
OG0009189	XP_003769565.1	XP_038381407.1
OG0009190	XP_023359034.2	XP_038381410.1
OG0009191	XP_003769442.2	XP_038381419.1
OG0009193	XP_031820192.1	XP_038381424.1
OG0009196	XP_031817522.1	XP_038381478.1
OG0009197	XP_031801191.1	XP_038381544.1
OG0009198	XP_012402394.2	XP_038381565.1, XP_038381566.1
OG0009199	XP_031819304.1	XP_038381575.1, XP_038381574.1
OG0009201	XP_031810268.1	XP_038381608.1
OG0009202	XP_031802608.1	XP_038381628.1
OG0009203	XP_012397042.2	XP_038381644.1
OG0009204	XP_023352048.2	XP_038381693.1
OG0009205	XP_023352043.1	XP_038381739.1
OG0009206	XP_012399569.1	XP_038381755.1
OG0009207	XP_003760018.1	XP_038381853.1
OG0009208	XP_012404810.1	XP_038382038.1
OG0009209	XP_031824449.1	XP_038382043.1
OG0009210	XP_003769542.1	XP_038382065.1
OG0009211	XP_023358997.1	XP_038382076.1
OG0009212	XP_031820054.1	XP_038382079.1
OG0009213	XP_031820052.1	XP_038382113.1
OG0009214	XP_031793532.1	XP_038382182.1
OG0009215	XP_012404864.1	XP_038382246.1
OG0009216	XP_023359038.1	XP_038382253.1
OG0009217	XP_031793438.1	XP_038382340.1
OG0009218	XP_031793435.1	XP_038382352.1
OG0009219	XP_031793434.1	XP_038382357.1
OG0009220	XP_031793401.1	XP_038382417.1
OG0009221	XP_031824247.1	XP_038382439.1
OG0009222	XP_031824445.1	XP_038382473.1
OG0009223	XP_031793329.1	XP_038382480.1
OG0009224	XP_003769428.1	XP_038382551.1, XP_038402868.1
OG0009225	XP_023358951.1	XP_038382552.1
OG0009226	XP_031820226.1	XP_038382567.1
OG0009227	XP_031820225.1	XP_038382569.1
OG0009228	XP_031820209.1	XP_038382589.1
OG0009229	XP_003769459.1	XP_038382625.1, XP_038382626.1
OG0009230	XP_031824271.1	XP_038382628.1
OG0009231	XP_012404778.1	XP_038382647.1
OG0009232	XP_031820177.1	XP_038382651.1
OG0009233	XP_031820170.1	XP_038382659.1
OG0009234	XP_003769464.1	XP_038382661.1
OG0009235	XP_031820157.1	XP_038382677.1
OG0009236	XP_031820143.1	XP_038382696.1
OG0009237	XP_031820115.1	XP_038382719.1
OG0009238	XP_023353072.1	XP_038382748.1
OG0009239	XP_031793555.1	XP_038382769.1
OG0009240	XP_003761358.3	XP_038382784.1
OG0009241	XP_023353442.1	XP_038382897.1
OG0009242	XP_031801342.1	XP_038382918.1
OG0009243	XP_031801385.1	XP_038382970.1
OG0009244	XP_031799478.1	XP_038383034.1
OG0009245	XP_003761698.1	XP_038383041.1
OG0009246	XP_031799717.1	XP_038383075.1
OG0009247	XP_003761708.1	XP_038383091.1
OG0009248	XP_003761712.2	XP_038383100.1
OG0009249	XP_023354361.1	XP_038383192.1
OG0009250	XP_012396466.2	XP_038383223.1
OG0009251	XP_031799634.1	XP_038383229.1
OG0009252	XP_031795124.1	XP_038383253.1
OG0009253	XP_031813169.1	XP_038383815.1
OG0009254	XP_023355847.1	XP_038383982.1, XP_038383976.1
OG0009255	XP_031817695.1	XP_038383993.1
OG0009256	XP_031817694.1	XP_038384017.1
OG0009257	XP_031817691.1	XP_038384025.1
OG0009258	XP_031819265.1	XP_038384121.1
OG0009260	XP_031819301.1	XP_038384187.1
OG0009261	XP_031819300.1	XP_038384221.1
OG0009263	XP_031819309.1	XP_038384289.1
OG0009265	XP_031819311.1	XP_038384298.1
OG0009266	XP_031817505.1	XP_038384350.1
OG0009267	XP_031819746.1	XP_038384405.1
OG0009268	XP_031819687.1	XP_038384459.1
OG0009269	XP_031819769.1	XP_038384483.1
OG0009270	XP_031819742.1	XP_038384486.1
OG0009271	XP_031813158.1	XP_038384529.1
OG0009272	XP_031819080.1, XP_031819093.1	XP_038384530.1
OG0009273	XP_012402395.2	XP_038384559.1, XP_038384561.1, XP_038384560.1, XP_038384562.1
OG0009274	XP_031817543.1	XP_038384617.1
OG0009275	XP_031819129.1	XP_038384635.1
OG0009276	XP_031819125.1	XP_038384636.1
OG0009277	XP_031819124.1, XP_031819122.1	XP_038384637.1
OG0009278	XP_031819107.1	XP_038384648.1
OG0009279	XP_031819108.1	XP_038384654.1
OG0009280	XP_012402660.2	XP_038384682.1
OG0009281	XP_031817537.1	XP_038384689.1
OG0009284	XP_031819770.1	XP_038384733.1
OG0009285	XP_031819697.1	XP_038384739.1
OG0009286	XP_031819741.1	XP_038384750.1
OG0009287	XP_031817498.1	XP_038384754.1
OG0009288	XP_023357025.2	XP_038384759.1
OG0009289	XP_031819040.1	XP_038384761.1
OG0009290	XP_031817493.1	XP_038384773.1
OG0009291	XP_031817471.1	XP_038384862.1
OG0009292	XP_003767044.1	XP_038384863.1
OG0009293	XP_031819012.1	XP_038384910.1
OG0009294	XP_031819011.1	XP_038384920.1
OG0009295	XP_031819014.1	XP_038384930.1
OG0009296	XP_031818956.1	XP_038385145.1
OG0009297	XP_031819631.1	XP_038385169.1
OG0009298	XP_031817446.1	XP_038385179.1
OG0009299	XP_031819625.1	XP_038385182.1
OG0009300	XP_031817449.1	XP_038385207.1
OG0009302	XP_031819655.1	XP_038385243.1
OG0009303	XP_003765186.2	XP_038385264.1
OG0009304	XP_031819632.1	XP_038385275.1
OG0009305	XP_031810220.1	XP_038385323.1
OG0009306	XP_012409219.1	XP_038385339.1
OG0009307	XP_003757235.2	XP_038385377.1
OG0009308	XP_031810239.1	XP_038385381.1
OG0009309	XP_012409215.1	XP_038385387.1
OG0009310	XP_031795840.1	XP_038385500.1
OG0009311	XP_003756904.3	XP_038385507.1, XP_038445640.1
OG0009312	XP_031821643.1	XP_038385511.1
OG0009313	XP_003759504.1	XP_038385513.1
OG0009314	XP_031818259.1	XP_038385517.1
OG0009315	XP_031818331.1	XP_038385518.1
OG0009316	XP_031818356.1	XP_038385520.1
OG0009317	XP_031818454.1	XP_038385522.1
OG0009318	XP_031818498.1	XP_038385523.1
OG0009319	XP_031810380.1, XP_012409266.3	XP_038385562.1
OG0009320	XP_003765079.1	XP_038385568.1
OG0009321	XP_031818344.1	XP_038385569.1
OG0009322	XP_012400949.1	XP_038385576.1
OG0009324	XP_012406666.1	XP_038385590.1
OG0009325	XP_031795544.1	XP_038385606.1
OG0009326	XP_031795581.1	XP_038385637.1
OG0009327	XP_031795680.1	XP_038385658.1
OG0009328	XP_031795679.1	XP_038385661.1
OG0009329	XP_012406702.1	XP_038385729.1
OG0009330	XP_031795602.1	XP_038385801.1
OG0009331	XP_003771898.1	XP_038385886.1
OG0009332	XP_031795763.1	XP_038385916.1
OG0009333	XP_031795786.1	XP_038385945.1
OG0009334	XP_031794460.1	XP_038409276.1, XP_038386018.1
OG0009335	XP_031794442.1	XP_038386057.1
OG0009336	XP_003771455.1	XP_038386084.1
OG0009337	XP_031794370.1	XP_038386090.1
OG0009338	XP_003771458.2	XP_038386110.1
OG0009339	XP_012406648.1	XP_038386143.1
OG0009340	XP_012406639.1	XP_038386160.1
OG0009341	XP_003756676.1	XP_038386247.1
OG0009342	XP_023360646.1, XP_031809249.1	XP_038386253.1
OG0009343	XP_031809267.1	XP_038386276.1, XP_038415093.1
OG0009344	XP_031809262.1	XP_038386281.1
OG0009345	XP_003756753.1	XP_038386475.1
OG0009346	XP_031809541.1	XP_038386481.1
OG0009347	XP_003759005.2	XP_038386508.1
OG0009348	XP_031821015.1	XP_038386534.1
OG0009349	XP_031820987.1	XP_038386538.1
OG0009350	XP_031821114.1	XP_038386557.1
OG0009351	XP_031821243.1	XP_038386615.1
OG0009352	XP_031821263.1	XP_038386622.1
OG0009353	XP_012396515.2	XP_038386639.1
OG0009354	XP_031821428.1	XP_038386655.1
OG0009355	XP_031821620.1	XP_038386682.1
OG0009356	XP_031821723.1	XP_038386689.1
OG0009357	XP_031821744.1	XP_038386699.1
OG0009358	XP_023351585.2	XP_038386723.1
OG0009359	XP_031822592.1	XP_038386731.1
OG0009360	XP_003763091.2	XP_038386737.1
OG0009361	XP_003759506.1	XP_038386752.1
OG0009362	XP_023351595.1	XP_038386778.1
OG0009363	XP_031805805.1	XP_038386816.1
OG0009364	XP_031805802.1	XP_038386825.1
OG0009365	XP_031805801.1	XP_038386833.1
OG0009366	XP_031810417.1	XP_038386896.1
OG0009367	XP_031810399.1	XP_038386931.1
OG0009368	XP_003757314.1	XP_038386939.1
OG0009369	XP_003757305.1	XP_038386948.1
OG0009370	XP_031810382.1, XP_031810383.1	XP_038386949.1
OG0009371	XP_023349969.1	XP_038386969.1
OG0009372	XP_031810329.1	XP_038387006.1
OG0009373	XP_031810303.1	XP_038387029.1
OG0009374	XP_031818222.1	XP_038387069.1
OG0009375	XP_012401420.1	XP_038387130.1
OG0009376	XP_031818149.1	XP_038387158.1, XP_038445459.1
OG0009377	XP_031818145.1	XP_038387160.1
OG0009378	XP_003765492.4	XP_038387165.1
OG0009380	XP_031818237.1	XP_038387239.1
OG0009381	XP_003765544.2	XP_038387268.1
OG0009382	XP_003765076.2	XP_038387293.1
OG0009383	XP_031818326.1	XP_038387306.1
OG0009384	XP_031818330.1	XP_038387311.1
OG0009385	XP_003765061.2	XP_038387312.1
OG0009386	XP_003765037.1	XP_038387316.1
OG0009387	XP_031818339.1	XP_038387322.1
OG0009388	XP_031818333.1	XP_038387324.1
OG0009389	XP_031818345.1	XP_038387337.1
OG0009390	XP_031818352.1	XP_038387344.1
OG0009391	XP_031818357.1	XP_038387345.1
OG0009392	XP_023355609.1, XP_023355608.1	XP_038387389.1
OG0009393	XP_031818387.1	XP_038387405.1
OG0009394	XP_012400990.1	XP_038387413.1
OG0009395	XP_031817388.1	XP_038387416.1
OG0009396	XP_012400999.2	XP_038387430.1
OG0009397	XP_012400996.1	XP_038388025.1, XP_038387461.1
OG0009398	XP_031818423.1	XP_038387474.1
OG0009399	XP_031818432.1	XP_038387490.1
OG0009400	XP_031818455.1	XP_038387531.1
OG0009401	XP_031818456.1	XP_038394841.1, XP_038387532.1
OG0009402	XP_031818470.1	XP_038387551.1
OG0009403	XP_031818473.1	XP_038387555.1
OG0009404	XP_031818475.1	XP_038387556.1
OG0009405	XP_031818481.1	XP_038387558.1
OG0009406	XP_031818484.1	XP_038387563.1
OG0009407	XP_031818503.1	XP_038387600.1
OG0009408	XP_031818507.1	XP_038387606.1
OG0009409	XP_031818551.1	XP_038387651.1
OG0009410	XP_031818562.1, XP_031818563.1, XP_031818561.1	XP_038387672.1
OG0009411	XP_003764970.1	XP_038387695.1
OG0009412	XP_031817404.1	XP_038387726.1
OG0009413	XP_031818605.1	XP_038387740.1
OG0009414	XP_012402451.1	XP_038387758.1
OG0009415	XP_031817407.1	XP_038387767.1
OG0009416	XP_031817409.1	XP_038387808.1
OG0009417	XP_023355706.2	XP_038387833.1
OG0009418	XP_031818672.1	XP_038387840.1
OG0009419	XP_003765128.1	XP_038387844.1, XP_038387845.1
OG0009420	XP_023355705.1	XP_038387846.1
OG0009421	XP_031818679.1	XP_038387848.1
OG0009422	XP_031818695.1	XP_038387894.1
OG0009423	XP_012401105.1	XP_038387905.1
OG0009424	XP_031818709.1	XP_038387916.1
OG0009425	XP_031817411.1	XP_038387940.1
OG0009426	XP_031818715.1	XP_038387947.1
OG0009427	XP_031818720.1	XP_038387954.1
OG0009428	XP_031818727.1	XP_038387959.1
OG0009429	XP_031795511.1	XP_038387980.1
OG0009430	XP_031795726.1	XP_038387986.1
OG0009431	XP_003759488.1	XP_038388013.1
OG0009432	XP_012407793.1	XP_038388040.1
OG0009433	XP_012401760.2	XP_038425557.1, XP_038388049.1
OG0009434	XP_031795243.1	XP_038388071.1
OG0009435	XP_031824050.1	XP_038388177.1
OG0009436	XP_003759534.1	XP_038435777.1, XP_038388179.1
OG0009437	XP_031823489.1	XP_038388247.1
OG0009438	XP_031823282.1	XP_038388304.1
OG0009439	XP_003759903.1	XP_038388307.1
OG0009440	XP_031823150.1	XP_038388325.1
OG0009441	XP_031823062.1	XP_038388335.1
OG0009442	XP_003759935.2	XP_038388362.1, XP_038388363.1
OG0009443	XP_012396853.2	XP_038388365.1
OG0009444	XP_003759472.1	XP_038388415.1
OG0009445	XP_031822092.1	XP_038388416.1
OG0009446	XP_031822133.1	XP_038388440.1
OG0009447	XP_003759532.1	XP_038388447.1
OG0009448	XP_031822223.1	XP_038388467.1
OG0009449	XP_003755640.1	XP_038388556.1
OG0009450	XP_003755637.1	XP_038388564.1
OG0009451	XP_003755645.2	XP_038388565.1
OG0009452	XP_023353132.1	XP_038388621.1
OG0009453	XP_031811386.1	XP_038388651.1
OG0009454	XP_003755613.1	XP_038388657.1
OG0009455	XP_012398004.2	XP_038388669.1
OG0009456	XP_031811410.1	XP_038388687.1
OG0009458	XP_031811449.1, XP_031811447.1, XP_031811448.1	XP_038388759.1
OG0009459	XP_012397752.1	XP_038388772.1
OG0009460	XP_003755568.1	XP_038388801.1
OG0009461	XP_023352609.1	XP_038388813.1
OG0009462	XP_031811555.1	XP_038388837.1
OG0009463	XP_031811550.1	XP_038388843.1
OG0009464	XP_031811511.1	XP_038388913.1
OG0009465	XP_031811509.1	XP_038388922.1
OG0009466	XP_031811506.1	XP_038388933.1, XP_038388932.1
OG0009467	XP_003755551.1	XP_038388934.1
OG0009468	XP_031799279.1	XP_038388985.1
OG0009469	XP_031799978.1	XP_038389022.1
OG0009470	XP_012407803.1	XP_038389023.1
OG0009471	XP_003773456.1	XP_038389025.1
OG0009472	XP_031798598.1	XP_038389035.1
OG0009473	XP_031798870.1	XP_038389095.1
OG0009474	XP_031798182.1	XP_038389167.1
OG0009475	XP_031802791.1, XP_031798484.1	XP_038389186.1
OG0009476	XP_003773487.2	XP_038389193.1
OG0009477	XP_031799228.1	XP_038389198.1
OG0009478	XP_031799811.1	XP_038389214.1
OG0009479	XP_012407862.1	XP_038389232.1
OG0009480	XP_031798822.1	XP_038389234.1
OG0009481	XP_031798600.1	XP_038389251.1
OG0009482	XP_031799173.1	XP_038389302.1
OG0009483	XP_003773429.1	XP_038389312.1
OG0009484	XP_031799159.1	XP_038389359.1
OG0009485	XP_003773359.1	XP_038389388.1
OG0009486	XP_031800074.1	XP_038389433.1
OG0009487	XP_031799801.1	XP_038389475.1
OG0009488	XP_023361833.1	XP_038389491.1
OG0009489	XP_031798063.1	XP_038389493.1
OG0009490	XP_031799059.1	XP_038389629.1
OG0009491	XP_003773354.1	XP_038389630.1
OG0009492	XP_031812664.1	XP_038436987.1, XP_038389636.1
OG0009493	XP_012407058.1	XP_038433135.1, XP_038389657.1
OG0009494	XP_003756798.1	XP_038389680.1
OG0009495	XP_031802004.1	XP_038389685.1
OG0009497	XP_031822806.1	XP_038389761.1
OG0009498	XP_031822805.1	XP_038389766.1
OG0009499	XP_031822781.1	XP_038389799.1
OG0009500	XP_023357830.2	XP_038389804.1
OG0009501	XP_012403421.2	XP_038389814.1
OG0009502	XP_031822764.1	XP_038389836.1
OG0009503	XP_012403439.1	XP_038389844.1
OG0009504	XP_031822744.1	XP_038389848.1
OG0009505	XP_012403435.3	XP_038389866.1, XP_038389865.1
OG0009506	XP_003755106.2	XP_038389957.1
OG0009507	XP_031812761.1	XP_038389961.1
OG0009508	XP_031812725.1	XP_038390075.1
OG0009509	XP_031812724.1	XP_038390084.1
OG0009510	XP_031812717.1	XP_038390090.1
OG0009511	XP_031812415.1	XP_038390178.1
OG0009512	XP_031812403.1	XP_038390202.1
OG0009513	XP_031812389.1	XP_038390214.1
OG0009514	XP_012396086.1	XP_038390254.1
OG0009515	XP_003758825.1	XP_038390261.1, XP_038426464.1
OG0009516	XP_031812254.1	XP_038390386.1
OG0009517	XP_031812253.1	XP_038390395.1
OG0009518	XP_031805325.1, XP_031805323.1	XP_038390419.1
OG0009519	XP_012409502.1	XP_038390431.1
OG0009520	XP_031812585.1	XP_038390433.1
OG0009521	XP_031799577.1	XP_038390524.1
OG0009522	XP_031809621.1	XP_038390553.1
OG0009523	XP_012408189.1	XP_038390569.1
OG0009524	XP_031809594.1	XP_038390602.1
OG0009525	XP_012408427.1	XP_038390607.1
OG0009526	XP_031809587.1	XP_038390622.1
OG0009527	XP_003756906.3	XP_038390637.1
OG0009528	XP_031809533.1	XP_038390675.1
OG0009529	XP_003759043.1	XP_038390684.1
OG0009530	XP_031809527.1	XP_038390687.1
OG0009531	XP_031809512.1	XP_038390700.1
OG0009532	XP_003756844.1	XP_038390760.1
OG0009533	XP_003756841.1	XP_038390763.1
OG0009534	XP_003758857.1	XP_038390768.1, XP_038390767.1
OG0009535	XP_003759551.1	XP_038390769.1, XP_038407938.1
OG0009536	XP_003756838.1	XP_038390770.1
OG0009537	XP_003756829.1	XP_038390801.1
OG0009538	XP_003756821.1	XP_038390853.1
OG0009539	XP_031809449.1	XP_038390861.1
OG0009540	XP_031809442.1	XP_038390864.1
OG0009541	XP_031809437.1	XP_038390871.1
OG0009543	XP_003756785.1, XP_031823688.1	XP_038390912.1
OG0009544	XP_012407322.1	XP_038390913.1
OG0009545	XP_031809406.1	XP_038390918.1
OG0009546	XP_031809554.1	XP_038391009.1
OG0009547	XP_003759408.2	XP_038391029.1
OG0009548	XP_031820769.1	XP_038391050.1
OG0009549	XP_031820503.1	XP_038391118.1
OG0009550	XP_003759964.1	XP_038391166.1
OG0009551	XP_003759980.1, XP_031820274.1	XP_038391193.1
OG0009552	XP_031820107.1	XP_038391207.1
OG0009553	XP_031820080.1	XP_038391212.1
OG0009554	XP_031820063.1	XP_038391228.1
OG0009555	XP_031820039.1	XP_038391235.1
OG0009556	XP_031820034.1	XP_038391240.1
OG0009557	XP_003759992.1	XP_038391251.1
OG0009558	XP_003759995.1	XP_038415109.1, XP_038391284.1
OG0009559	XP_012396908.1	XP_038391286.1
OG0009560	XP_012396925.1	XP_038391324.1
OG0009561	XP_031801746.1	XP_038391333.1
OG0009562	XP_003759683.1	XP_038391368.1
OG0009563	XP_012396666.2	XP_038391369.1
OG0009564	XP_031809592.1	XP_038391381.1
OG0009565	XP_023361486.1	XP_038391387.1
OG0009566	XP_003760004.1	XP_038391397.1
OG0009567	XP_031813089.1, XP_003764436.2	XP_038391415.1
OG0009568	XP_023355156.1	XP_038391430.1, XP_038391429.1
OG0009569	XP_012400409.1	XP_038391438.1
OG0009570	XP_031824495.1	XP_038391450.1
OG0009571	XP_003770389.2	XP_038391471.1
OG0009572	XP_003775334.2	XP_038391489.1
OG0009573	XP_031816811.1	XP_038391493.1
OG0009574	XP_031816734.1	XP_038391529.1
OG0009575	XP_012400610.1	XP_038391558.1
OG0009576	XP_031816748.1	XP_038391559.1
OG0009577	XP_003766401.1	XP_038391615.1
OG0009578	XP_031816816.1	XP_038391743.1
OG0009579	XP_031816045.1	XP_038391778.1
OG0009580	XP_031816036.1	XP_038391785.1
OG0009581	XP_003764173.1	XP_038391818.1
OG0009582	XP_031816013.1	XP_038391824.1
OG0009583	XP_031816008.1	XP_038391833.1
OG0009584	XP_031815987.1	XP_038391851.1
OG0009585	XP_031815977.1	XP_038391876.1
OG0009586	XP_031815955.1	XP_038391904.1
OG0009587	XP_031815935.1	XP_038391916.1
OG0009588	XP_003764226.1	XP_038391931.1
OG0009589	XP_031815919.1	XP_038391938.1
OG0009590	XP_023355193.1	XP_038391945.1
OG0009591	XP_031817177.1	XP_038391971.1
OG0009592	XP_031817166.1	XP_038391972.1
OG0009593	XP_003764238.1	XP_038391981.1
OG0009594	XP_031817161.1	XP_038391984.1
OG0009595	XP_012400461.1	XP_038392057.1
OG0009596	XP_003764289.1	XP_038392107.1
OG0009597	XP_003768121.1	XP_038392126.1, XP_038399051.1
OG0009598	XP_003764274.2	XP_038392127.1
OG0009599	XP_023355232.1	XP_038392131.1
OG0009600	XP_031816981.1	XP_038392166.1
OG0009601	XP_003766896.1	XP_038392167.1
OG0009602	XP_003764306.2	XP_038392190.1
OG0009603	XP_003764300.1	XP_038392200.1
OG0009604	XP_003764302.2	XP_038392211.1
OG0009605	XP_012400504.1	XP_038392214.1
OG0009606	XP_003764309.1	XP_038392217.1
OG0009607	XP_012400499.2	XP_038392226.1
OG0009608	XP_031816950.1	XP_038392248.1
OG0009609	XP_003764313.2	XP_038392251.1
OG0009610	XP_012400513.1	XP_038392279.1
OG0009611	XP_031813180.1	XP_038392311.1
OG0009612	XP_031813232.1	XP_038392315.1
OG0009613	XP_031813237.1	XP_038392324.1
OG0009614	XP_003766711.1	XP_038392357.1
OG0009615	XP_031813207.1	XP_038392359.1
OG0009616	XP_031813152.1	XP_038392379.1
OG0009618	XP_003768850.1	XP_038392461.1
OG0009619	XP_012404230.1	XP_038392491.1
OG0009620	XP_023358547.1, XP_003768855.2	XP_038392500.1
OG0009621	XP_031821245.1	XP_038392507.1
OG0009622	XP_003770766.1	XP_038392538.1
OG0009623	XP_003768836.2	XP_038392556.1
OG0009624	XP_023358543.1	XP_038392565.1
OG0009625	XP_003768816.2	XP_038392602.1
OG0009627	XP_031821294.1	XP_038392612.1
OG0009628	XP_003768824.1	XP_038392631.1
OG0009629	XP_003768788.3	XP_038392635.1
OG0009630	XP_012404174.2	XP_038392637.1
OG0009631	XP_012404149.1	XP_038392642.1
OG0009632	XP_003768786.1	XP_038392648.1
OG0009633	XP_003768783.3	XP_038392696.1
OG0009634	XP_023358517.1	XP_038392770.1
OG0009635	XP_003768763.1	XP_038392783.1
OG0009636	XP_012405741.1	XP_038392811.1
OG0009637	XP_003770688.2	XP_038392814.1
OG0009638	XP_003768734.1	XP_038392818.1
OG0009639	XP_031821378.1	XP_038392849.1
OG0009640	XP_012405519.1	XP_038392872.1
OG0009641	XP_031824337.1, XP_031824336.1, XP_003770529.1	XP_038392880.1
OG0009642	XP_031823725.1	XP_038392943.1
OG0009643	XP_031823718.1	XP_038392944.1
OG0009644	XP_031823684.1	XP_038392956.1
OG0009645	XP_003761378.2	XP_038392986.1
OG0009646	XP_031794481.1	XP_038393013.1
OG0009647	XP_031794393.1	XP_038393024.1
OG0009648	XP_003761325.1	XP_038393025.1
OG0009649	XP_003761566.1	XP_038393055.1
OG0009650	XP_031794135.1	XP_038393057.1
OG0009651	XP_031824767.1	XP_038393082.1
OG0009652	XP_031824884.1	XP_038393323.1
OG0009654	XP_031824901.1	XP_038393347.1
OG0009655	XP_031824915.1	XP_038393363.1
OG0009656	XP_031824407.1, XP_031824943.1	XP_038393418.1
OG0009657	XP_031824958.1	XP_038393434.1
OG0009658	XP_031817439.1	XP_038393476.1
OG0009659	XP_031817436.1	XP_038393520.1
OG0009660	XP_031818906.1	XP_038393534.1
OG0009661	XP_031818916.1	XP_038393535.1
OG0009662	XP_031817432.1	XP_038393548.1
OG0009663	XP_031818888.1	XP_038393562.1
OG0009664	XP_031817430.1	XP_038393579.1
OG0009665	XP_031818850.1	XP_038393631.1
OG0009666	XP_031818849.1, XP_031818848.1	XP_038393633.1
OG0009667	XP_031818834.1	XP_038393664.1
OG0009668	XP_031818830.1	XP_038393674.1
OG0009669	XP_031818823.1	XP_038393680.1
OG0009670	XP_031818815.1	XP_038393732.1
OG0009671	XP_031817422.1	XP_038393739.1
OG0009672	XP_031818804.1, XP_031818803.1, XP_031818805.1	XP_038393743.1
OG0009673	XP_031819584.1	XP_038393765.1
OG0009674	XP_031817419.1	XP_038393834.1
OG0009675	XP_031818753.1	XP_038393872.1
OG0009676	XP_003758571.2	XP_038393910.1
OG0009677	XP_012395837.2	XP_038393941.1
OG0009678	XP_031805978.1	XP_038393942.1
OG0009679	XP_031805986.1	XP_038393970.1
OG0009681	XP_031806025.1	XP_038394018.1
OG0009682	XP_031806028.1	XP_038394023.1
OG0009683	XP_031813028.1	XP_038394054.1
OG0009684	XP_031806054.1	XP_038394070.1
OG0009685	XP_031805094.1	XP_038394092.1
OG0009686	XP_031807149.1	XP_038394100.1
OG0009687	XP_003757897.2	XP_038394133.1
OG0009688	XP_003757903.1	XP_038394137.1
OG0009689	XP_031806208.1	XP_038394155.1
OG0009690	XP_012396128.2	XP_038394174.1
OG0009691	XP_012396353.2	XP_038394224.1
OG0009692	XP_003758604.1	XP_038394225.1
OG0009693	XP_031805822.1	XP_038394298.1
