Orthogroup	Sarcophilus_harrisii	Loxodonta_africana
OG0009406	XP_031818484.1	XP_010593376.1
OG0009407	XP_031818503.1	XP_023410047.1
OG0009408	XP_031818507.1	XP_023407705.1
OG0009409	XP_031818551.1	XP_023407738.1
OG0009410	XP_031818562.1, XP_031818563.1, XP_031818561.1	XP_003413472.1
OG0009411	XP_003764970.1	XP_010591346.1
OG0009412	XP_031817404.1	XP_023408241.1
OG0009413	XP_031818605.1	XP_003413485.1
OG0009414	XP_012402451.1	XP_023407791.1
OG0009415	XP_031817407.1	XP_023408246.1
OG0009416	XP_031817409.1	XP_003413496.1
OG0009417	XP_023355706.2	XP_003413196.1
OG0009418	XP_031818672.1	XP_003413502.1
OG0009419	XP_003765128.1	XP_023407809.1
OG0009420	XP_023355705.1	XP_023407681.1, XP_023408251.1
OG0009421	XP_031818679.1	XP_023407813.1
OG0009422	XP_031818695.1	XP_010591410.1
OG0009424	XP_031818709.1	XP_003413509.1
OG0009425	XP_031817411.1	XP_023407822.1
OG0009426	XP_031818715.1	XP_023407830.1, XP_023407829.1, XP_003413512.1, XP_010591422.1
OG0009427	XP_031818720.1	XP_003413513.1
OG0009428	XP_031818727.1	XP_023407833.1
OG0009429	XP_031795511.1	XP_003420771.1
OG0009430	XP_031795726.1	XP_023404502.1
OG0009431	XP_003759488.1	XP_003408013.1
OG0009432	XP_012407793.1	XP_003411406.1
OG0009433	XP_012401760.2	XP_023407024.1
OG0009434	XP_031795243.1	XP_003404790.1
OG0009435	XP_031824050.1	XP_003404778.1
OG0009436	XP_003759534.1	XP_003405042.1
OG0009437	XP_031823489.1	XP_010587798.1
OG0009438	XP_031823282.1	XP_003405025.1
OG0009439	XP_003759903.1	XP_010586562.1
OG0009440	XP_031823150.1	XP_003408177.1
OG0009441	XP_031823062.1	XP_003408171.1
OG0009444	XP_003759472.1	XP_010586535.1
OG0009445	XP_031822092.1	XP_010586534.1
OG0009446	XP_031822133.1	XP_023401336.1
OG0009447	XP_003759532.1	XP_023401324.1
OG0009448	XP_031822223.1	XP_023401422.1
OG0009449	XP_003755640.1	XP_003420656.1
OG0009450	XP_003755637.1	XP_023408624.1
OG0009451	XP_003755645.2	XP_003413959.1
OG0009452	XP_023353132.1	XP_003413955.1
OG0009453	XP_031811386.1	XP_003413953.1
OG0009454	XP_003755613.1	XP_023408820.1
OG0009455	XP_012398004.2	XP_010592151.2
OG0009456	XP_031811410.1	XP_023408816.1
OG0009458	XP_031811449.1, XP_031811447.1, XP_031811448.1	XP_010592133.1
OG0009459	XP_012397752.1	XP_003413938.1
OG0009460	XP_003755568.1	XP_003413930.1
OG0009461	XP_023352609.1	XP_003413923.1
OG0009462	XP_031811555.1	XP_003413816.1
OG0009463	XP_031811550.1	XP_003413814.1
OG0009464	XP_031811511.1	XP_023408752.1, XP_023408747.1
OG0009465	XP_031811509.1	XP_003413909.1
OG0009466	XP_031811506.1	XP_023408619.1
OG0009467	XP_003755551.1	XP_003413797.3
OG0009469	XP_031799978.1	XP_010600312.2
OG0009470	XP_012407803.1	XP_010600317.1
OG0009471	XP_003773456.1	XP_023405435.1
OG0009472	XP_031798598.1	XP_023405439.1
OG0009473	XP_031798870.1	XP_023405443.1
OG0009474	XP_031798182.1	XP_010589649.1
OG0009475	XP_031802791.1, XP_031798484.1	XP_023405467.1
OG0009476	XP_003773487.2	XP_023405469.1, XP_010589651.1
OG0009477	XP_031799228.1	XP_023405471.1
OG0009478	XP_031799811.1	XP_023405479.1
OG0009479	XP_012407862.1	XP_023405483.1
OG0009480	XP_031798822.1	XP_003411330.1
OG0009481	XP_031798600.1	XP_010589670.1
OG0009482	XP_031799173.1	XP_003411322.1
OG0009483	XP_003773429.1	XP_003411409.1
OG0009484	XP_031799159.1	XP_003411356.1
OG0009485	XP_003773359.1	XP_003411445.1
OG0009486	XP_031800074.1	XP_003411437.1
OG0009487	XP_031799801.1	XP_010589706.1
OG0009488	XP_023361833.1	XP_003411340.2
OG0009489	XP_031798063.1	XP_003411339.1
OG0009490	XP_031799059.1	XP_010589662.1
OG0009491	XP_003773354.1	XP_023405606.1
OG0009492	XP_031812664.1	XP_003413881.1
OG0009493	XP_012407058.1	XP_023410986.1
OG0009494	XP_003756798.1	XP_003404669.1
OG0009495	XP_031802004.1	XP_003407934.1
OG0009497	XP_031822806.1	XP_023405071.1
OG0009498	XP_031822805.1	XP_003410954.1
OG0009499	XP_031822781.1	XP_003410948.1
OG0009500	XP_023357830.2	XP_023404919.1
OG0009501	XP_012403421.2	XP_010589317.1
OG0009502	XP_031822764.1	XP_023404915.1
OG0009503	XP_012403439.1	XP_023404914.1
OG0009504	XP_031822744.1	XP_010589313.2
OG0009505	XP_012403435.3	XP_003410939.1
OG0009506	XP_003755106.2	XP_023402748.1
OG0009507	XP_031812761.1	XP_003409331.1
OG0009508	XP_031812725.1	XP_003409347.1
OG0009509	XP_031812724.1	XP_003409351.1
OG0009510	XP_031812717.1	XP_003409353.2
OG0009511	XP_031812415.1	XP_023402953.1
OG0009512	XP_031812403.1	XP_003408934.1
OG0009513	XP_031812389.1	XP_003408937.1
OG0009514	XP_012396086.1	XP_003409108.1
OG0009515	XP_003758825.1	XP_010587528.1
OG0009516	XP_031812254.1	XP_023402959.1
OG0009517	XP_031812253.1	XP_023402960.1
OG0009518	XP_031805325.1	XP_010596547.1
OG0009519	XP_012409502.1	XP_003418606.2
OG0009520	XP_031812585.1	XP_010596549.1
OG0009521	XP_031799577.1	XP_003404792.3
OG0009522	XP_031809621.1	XP_023408654.1
OG0009523	XP_012408189.1	XP_023408643.1
OG0009524	XP_031809594.1	XP_003404944.1
OG0009525	XP_012408427.1	XP_010591052.1
OG0009526	XP_031809587.1	XP_003404727.1
OG0009527	XP_003756906.3	XP_003404721.1
OG0009528	XP_031809533.1	XP_023407219.1
OG0009529	XP_003759043.1	XP_003404933.1
OG0009530	XP_031809527.1	XP_003404705.1
OG0009531	XP_031809512.1	XP_023407174.1
OG0009532	XP_003756844.1	XP_003404923.1
OG0009533	XP_003756841.1	XP_003404688.1
OG0009534	XP_003758857.1	XP_003404686.1
OG0009535	XP_003759551.1	XP_003404515.1
OG0009536	XP_003756838.1	XP_003404685.1
OG0009537	XP_003756829.1	XP_010590570.1
OG0009538	XP_003756821.1	XP_023406775.1
OG0009539	XP_031809449.1	XP_010590445.1
OG0009540	XP_031809442.1	XP_010590427.1
OG0009541	XP_031809437.1	XP_010590387.1
OG0009543	XP_003756785.1, XP_031823688.1	XP_010590279.1
OG0009544	XP_012407322.1	XP_023408494.1
OG0009545	XP_031809406.1	XP_023408486.1
OG0009546	XP_031809554.1	XP_010590001.1
OG0009547	XP_003759408.2	XP_003408081.1
OG0009548	XP_031820769.1	XP_010586441.1
OG0009549	XP_031820503.1	XP_023401406.1
OG0009550	XP_003759964.1	XP_003408056.1
OG0009551	XP_003759980.1, XP_031820274.1	XP_023401404.1
OG0009552	XP_031820107.1	XP_010586403.1
OG0009553	XP_031820080.1	XP_023401402.1
OG0009554	XP_031820063.1	XP_003408044.1
OG0009555	XP_031820039.1	XP_023401194.1
OG0009556	XP_031820034.1	XP_010586399.1
OG0009557	XP_003759992.1	XP_003408035.1
OG0009558	XP_003759995.1	XP_023401181.1
OG0009559	XP_012396908.1	XP_003408009.1
OG0009560	XP_012396925.1	XP_010586387.1
OG0009561	XP_031801746.1	XP_023401400.1
OG0009562	XP_003759683.1	XP_003407922.2
OG0009563	XP_012396666.2	XP_010586379.2
OG0009564	XP_031809592.1	XP_023398514.1
OG0009565	XP_023361486.1	XP_023406626.1
OG0009566	XP_003760004.1	XP_010586389.1
OG0009567	XP_031813089.1, XP_003764436.2	XP_023412779.1
OG0009568	XP_023355156.1	XP_023413988.1
OG0009569	XP_012400409.1	XP_003418367.1
OG0009570	XP_031824495.1	XP_023411932.1
OG0009571	XP_003770389.2	XP_023405328.1
OG0009572	XP_003775334.2	XP_010595468.1
OG0009573	XP_031816811.1	XP_023412781.1
OG0009574	XP_031816734.1	XP_010595417.1
OG0009575	XP_012400610.1	XP_003417458.2
OG0009576	XP_031816748.1	XP_010595426.1
OG0009577	XP_003766401.1	XP_003417465.1
OG0009578	XP_031816816.1	XP_003417482.1
OG0009579	XP_031816045.1	XP_010596239.1
OG0009580	XP_031816036.1	XP_023413981.1
OG0009581	XP_003764173.1	XP_010596234.1
OG0009582	XP_031816013.1	XP_003418312.1
OG0009583	XP_031816008.1	XP_003418244.1
OG0009584	XP_031815987.1	XP_003418237.1
OG0009585	XP_031815977.1	XP_023413978.1
OG0009586	XP_031815955.1	XP_003418300.1
OG0009587	XP_031815935.1	XP_010596216.1
OG0009588	XP_003764226.1	XP_003418365.1
OG0009589	XP_031815919.1	XP_023413918.1
OG0009590	XP_023355193.1	XP_023413938.1
OG0009591	XP_031817177.1	XP_023413933.1
OG0009592	XP_031817166.1	XP_010596198.1
OG0009593	XP_003764238.1	XP_003418286.1
OG0009594	XP_031817161.1	XP_010596197.1
OG0009595	XP_012400461.1	XP_003418364.1
OG0009596	XP_003764289.1	XP_023410554.1, XP_023410555.1, XP_003415673.1
OG0009597	XP_003768121.1	XP_003415176.1
OG0009598	XP_003764274.2	XP_023410552.1
OG0009599	XP_023355232.1	XP_003415735.1
OG0009600	XP_031816981.1	XP_010593746.1
OG0009601	XP_003766896.1	XP_010593747.1
OG0009602	XP_003764306.2	XP_023410539.1
OG0009603	XP_003764300.1	XP_003415665.1
OG0009604	XP_003764302.2	XP_010593740.1
OG0009605	XP_012400504.1	XP_010593738.1
OG0009606	XP_003764309.1	XP_023410520.1
OG0009607	XP_012400499.2	XP_003415661.2
OG0009608	XP_031816950.1	XP_003415660.2
OG0009609	XP_003764313.2	XP_003415659.1
OG0009610	XP_012400513.1	XP_003415654.1
OG0009611	XP_031813180.1	XP_023412077.1
OG0009612	XP_031813232.1	XP_023411907.1
OG0009613	XP_031813237.1	XP_023411906.1
OG0009614	XP_003766711.1	XP_003416904.1
OG0009615	XP_031813207.1	XP_023412097.1
OG0009616	XP_031813152.1	XP_003416764.1
OG0009618	XP_003768850.1	XP_023411911.1
OG0009619	XP_012404230.1	XP_023412123.1
OG0009620	XP_023358547.1, XP_003768855.2	XP_023411913.1
OG0009621	XP_031821245.1	XP_003416923.1
OG0009622	XP_003770766.1	XP_003416790.1
OG0009623	XP_003768836.2	XP_003416931.1
OG0009624	XP_023358543.1	XP_003416929.1
OG0009625	XP_003768816.2	XP_003416946.1
OG0009627	XP_031821294.1	XP_023411923.1
OG0009628	XP_003768824.1	XP_003416941.1
OG0009629	XP_003768788.3	XP_003416806.2
OG0009630	XP_012404174.2	XP_010594880.1
OG0009631	XP_012404149.1	XP_010594885.1
OG0009632	XP_003768786.1	XP_023412187.1
OG0009633	XP_003768783.3	XP_010594890.1
OG0009634	XP_023358517.1	XP_003416966.2
OG0009635	XP_003768763.1	XP_023412218.1
OG0009636	XP_012405741.1	XP_003416980.1
OG0009637	XP_003770688.2	XP_023412233.1
OG0009638	XP_003768734.1	XP_003416839.1
OG0009639	XP_031821378.1	XP_003416846.2
OG0009640	XP_012405519.1	XP_023395362.1
OG0009641	XP_031824337.1, XP_031824336.1, XP_003770529.1	XP_003420643.1
OG0009642	XP_031823725.1	XP_010598447.1
OG0009643	XP_031823718.1	XP_003420651.1
OG0009644	XP_031823684.1	XP_010598548.1
OG0009645	XP_003761378.2	XP_010598544.1
OG0009646	XP_031794481.1	XP_023395516.1
OG0009647	XP_031794393.1	XP_003420708.1
OG0009648	XP_003761325.1	XP_023395500.1
OG0009649	XP_003761566.1	XP_003420702.1
OG0009650	XP_031794135.1	XP_010598552.1
OG0009651	XP_031824767.1	XP_023405251.1
OG0009652	XP_031824884.1	XP_003411101.1
OG0009654	XP_031824901.1	XP_003411103.1
OG0009655	XP_031824915.1	XP_003411211.1
OG0009656	XP_031824407.1, XP_031824943.1	XP_003411120.1
OG0009657	XP_031824958.1	XP_023405355.1
OG0009658	XP_031817439.1	XP_023407944.1
OG0009659	XP_031817436.1	XP_023407613.1
OG0009660	XP_031818906.1	XP_010591485.1
OG0009661	XP_031818916.1	XP_023407925.1
OG0009662	XP_031817432.1	XP_010591481.1
OG0009663	XP_031818888.1	XP_010591730.1
OG0009664	XP_031817430.1	XP_023408278.1
OG0009665	XP_031818850.1	XP_003413554.1
OG0009666	XP_031818849.1, XP_031818848.1	XP_010591468.1
OG0009667	XP_031818834.1	XP_003413550.1
OG0009668	XP_031818830.1	XP_023408273.1
OG0009669	XP_031818823.1	XP_003413246.2
OG0009670	XP_031818815.1	XP_023407888.1
OG0009671	XP_031817422.1	XP_003413240.1
OG0009672	XP_031818804.1, XP_031818803.1, XP_031818805.1	XP_023408271.1
OG0009673	XP_031819584.1	XP_010591443.1
OG0009674	XP_031817419.1	XP_023408265.1
OG0009675	XP_031818753.1	XP_010591432.1
OG0009676	XP_003758571.2	XP_023413751.1
OG0009677	XP_012395837.2	XP_023413812.1
OG0009678	XP_031805978.1	XP_023413753.1
OG0009679	XP_031805986.1	XP_023413825.1
OG0009681	XP_031806025.1	XP_003418188.1
OG0009682	XP_031806028.1	XP_023413856.1
OG0009683	XP_031813028.1	XP_003418126.1
OG0009684	XP_031806054.1	XP_023413885.1
OG0009685	XP_031805094.1	XP_023413892.1
OG0009686	XP_031807149.1	XP_003418133.1
OG0009687	XP_003757897.2	XP_023413903.1
OG0009689	XP_031806208.1	XP_010596145.2
OG0009690	XP_012396128.2	XP_003418141.1
OG0009691	XP_012396353.2	XP_023412277.1
OG0009692	XP_003758604.1	XP_003417135.1
OG0009693	XP_031805822.1	XP_023412434.1
OG0009694	XP_031805819.1	XP_023412275.1
OG0009695	XP_031805933.1	XP_023412393.1
OG0009696	XP_031805947.1	XP_003417094.1
OG0009697	XP_003758577.1	XP_023412373.1
OG0009698	XP_003758498.1	XP_003417186.1
OG0009699	XP_003758484.1	XP_023412347.1
OG0009700	XP_031806113.1	XP_003417072.1
OG0009701	XP_031806138.1	XP_010595034.2
OG0009702	XP_031806122.1	XP_003417176.1
OG0009703	XP_031806149.1	XP_003417225.1
OG0009704	XP_031806158.1	XP_003417164.1
OG0009705	XP_003758436.1	XP_023412302.1
OG0009706	XP_031816990.1	XP_023410477.1
OG0009707	XP_031824912.1	XP_003411107.2
OG0009708	XP_012398400.1	XP_010595778.1
OG0009709	XP_023353483.2	XP_003417801.2
OG0009710	XP_012405051.1	XP_010587869.1
OG0009711	XP_012408758.2	XP_003420556.1
OG0009712	XP_003769922.1	XP_023411747.1
OG0009713	XP_012405278.1	XP_010594614.1
OG0009714	XP_012405639.1	XP_023411612.1
OG0009715	XP_003770521.1	XP_003416695.1
OG0009716	XP_031823808.1	XP_010594637.1
OG0009718	XP_031823865.1	XP_023411640.1
OG0009719	XP_003770251.1	XP_003416611.1
OG0009720	XP_031823897.1	XP_003416565.1
OG0009721	XP_031821128.1	XP_023397500.1
OG0009722	XP_031821144.1	XP_010600107.1
OG0009723	XP_031797509.1	XP_010594675.1
OG0009724	XP_031797463.1	XP_023411609.1
OG0009725	XP_003761539.2	XP_003416573.2
OG0009726	XP_003761528.1	XP_003416658.1
OG0009727	XP_012398574.2	XP_023411720.1
OG0009728	XP_031796646.1	XP_010594664.1
OG0009729	XP_003761605.1	XP_023411705.1
OG0009730	XP_031796898.1	XP_023411704.1
OG0009731	XP_031797106.1	XP_003416635.1
OG0009732	XP_031797190.1	XP_003416707.1
OG0009733	XP_031797415.1	XP_003416624.1
OG0009734	XP_003761541.2	XP_023411601.1
OG0009735	XP_031793326.1	XP_003418921.1
OG0009737	XP_031795712.1	XP_023414784.1
OG0009738	XP_003761642.1	XP_023414735.1
OG0009739	XP_031795980.1	XP_023414779.1
OG0009740	XP_031796033.1	XP_023414703.1
OG0009741	XP_031819600.1	XP_003418820.1
OG0009742	XP_031819532.1	XP_023414686.1
OG0009743	XP_003762106.1	XP_003418894.1
OG0009744	XP_031819448.1	XP_003418895.1
OG0009745	XP_031819177.1	XP_003418888.1
OG0009746	XP_031819065.1	XP_003418968.1
OG0009747	XP_031818905.1	XP_003418882.1
OG0009748	XP_031818835.1	XP_023414656.1
OG0009749	XP_031818896.1	XP_003418879.2
OG0009750	XP_031818767.1	XP_003418878.1
OG0009752	XP_031801443.1	XP_023414635.1
OG0009753	XP_031801454.1	XP_023414612.1
OG0009754	XP_003761793.2	XP_003418865.1
OG0009755	XP_003761801.1	XP_003418947.2
OG0009756	XP_031797838.1	XP_010596744.1
OG0009757	XP_031798146.1	XP_023414762.1
OG0009758	XP_031798366.1, XP_023353161.1	XP_010596850.1
OG0009759	XP_003761474.1	XP_003418923.1
OG0009760	XP_012399632.1	XP_003421929.1
OG0009761	XP_003761738.2	XP_003417763.1
OG0009762	XP_031800223.1	XP_023413108.1
OG0009763	XP_031800159.1	XP_010595603.2
OG0009764	XP_031800524.1	XP_023413149.1
OG0009765	XP_003761755.1, XP_031800542.1	XP_003417770.1
OG0009766	XP_031800604.1	XP_003417773.1
OG0009767	XP_003761768.1	XP_010595619.1
OG0009768	XP_031800809.1	XP_003417683.1
OG0009769	XP_023353366.2	XP_010595628.1
OG0009770	XP_031800962.1	XP_023413164.1
OG0009771	XP_031800975.1	XP_023413166.1
OG0009772	XP_031801461.1	XP_023413053.1
OG0009773	XP_031801462.1	XP_010595653.1
OG0009774	XP_012398592.1	XP_023413054.1
OG0009775	XP_003761941.2	XP_003417798.1
OG0009776	XP_031801507.1	XP_003417706.1
OG0009777	XP_031801708.1	XP_023413290.1
OG0009778	XP_031801710.1	XP_023413288.1
OG0009779	XP_012398709.1	XP_023413075.1
OG0009780	XP_003762041.1	XP_003417739.1
OG0009781	XP_031801606.1	XP_023413327.1
OG0009782	XP_031801599.1, XP_003762033.1	XP_003417835.1
OG0009783	XP_031801588.1	XP_023413330.1
OG0009784	XP_031801583.1	XP_003417839.1
OG0009785	XP_031801566.1	XP_023413087.1
OG0009786	XP_012398661.2	XP_023413091.1
OG0009787	XP_031801530.1	XP_023413363.1
OG0009788	XP_031823118.1, XP_031823117.1	XP_003409616.1
OG0009789	XP_031823102.1	XP_010587859.2
OG0009790	XP_003769768.1	XP_010587839.1
OG0009791	XP_031823068.1	XP_023403205.1
OG0009792	XP_003769779.1	XP_023403204.1
OG0009793	XP_003769766.1	XP_003409592.1
OG0009794	XP_003769765.1	XP_023403288.1
OG0009795	XP_031823058.1	XP_023403203.1
OG0009796	XP_023359198.1	XP_003409585.1
OG0009797	XP_031824564.1	XP_023403199.1
OG0009798	XP_031823006.1	XP_003409417.1
OG0009799	XP_031822989.1	XP_010596384.1
OG0009800	XP_003769711.1	XP_010596396.1
OG0009801	XP_031822948.1	XP_023414170.1
OG0009802	XP_023357387.1	XP_010596410.1
OG0009803	XP_031824425.1	XP_010596427.1
OG0009804	XP_031825203.1, XP_031825204.1	XP_023414198.1
OG0009805	XP_031825244.1	XP_003411251.1
OG0009806	XP_031825250.1, XP_003767384.3	XP_003411159.1
OG0009807	XP_031825255.1	XP_003411256.1
OG0009808	XP_031825257.1	XP_010589453.1
OG0009809	XP_003767391.3	XP_003411258.2
OG0009810	XP_023357484.1	XP_010589459.1
OG0009811	XP_003767394.2	XP_010589458.2
OG0009812	XP_003767399.1	XP_010589463.1
OG0009813	XP_003770372.1	XP_003411170.1
OG0009814	XP_031824697.1	XP_010589474.1
OG0009815	XP_031823212.1	XP_003411272.1
OG0009817	XP_031824736.1	XP_010589495.1
OG0009818	XP_023357417.2	XP_023405243.1
OG0009819	XP_031792844.1	XP_023404908.1
OG0009820	XP_031801837.1	XP_010585041.1
OG0009821	XP_031822461.1	XP_003415134.1
OG0009822	XP_031802403.1	XP_003406818.1
OG0009823	XP_031802446.1	XP_003406422.1
OG0009824	XP_031811192.1	XP_023414133.1
OG0009825	XP_031793011.1	XP_010588518.1
OG0009826	XP_031824434.1	XP_023404029.1
OG0009827	XP_003767603.2	XP_010588493.1
OG0009828	XP_023357610.1	XP_023404008.1
OG0009829	XP_031793125.1	XP_003410326.2
OG0009830	XP_012403332.1	XP_010600051.1
OG0009831	XP_012403329.1	XP_003422480.1
OG0009832	XP_023357731.1	XP_023394441.1
OG0009833	XP_031792830.1	XP_010589281.1
OG0009834	XP_031792839.1	XP_003411021.1
OG0009835	XP_031792845.1	XP_023404986.1
OG0009836	XP_003767533.2	XP_023404907.1
OG0009837	XP_003767556.1	XP_023404962.1
OG0009838	XP_003767545.1	XP_010589251.2
OG0009839	XP_012403190.1	XP_010589246.1
OG0009840	XP_031792902.1	XP_003410889.2
OG0009841	XP_031792905.1	XP_010589243.2
OG0009842	XP_023359687.1	XP_023404909.1
OG0009843	XP_003770448.1	XP_003411024.2
OG0009844	XP_003767504.1	XP_003410929.1
OG0009845	XP_023357554.2	XP_023404910.1
OG0009846	XP_031792721.1	XP_010593270.1
OG0009847	XP_012403115.2	XP_023410039.1
OG0009848	XP_031792706.1	XP_003414937.1
OG0009849	XP_031792705.1	XP_010593286.1
OG0009850	XP_031792681.1	XP_003415264.1
OG0009851	XP_003767429.1	XP_003415263.1
OG0009852	XP_031822819.1	XP_023405085.1
OG0009853	XP_012403390.2	XP_003411059.1
OG0009854	XP_023357796.1	XP_023405100.1
OG0009855	XP_031822855.1	XP_003410973.2
OG0009856	XP_031822881.1	XP_010589366.1
OG0009857	XP_003767793.1	XP_003410983.1
OG0009858	XP_003767788.1	XP_003410987.1
OG0009859	XP_003768189.1	XP_023409866.1
OG0009860	XP_012403635.3	XP_003415202.1
OG0009861	XP_031822633.1	XP_010593138.1, XP_023409854.1
OG0009862	XP_003768137.3	XP_003415195.1
OG0009863	XP_031822608.1	XP_003415188.1
OG0009864	XP_003768130.1	XP_023409830.1
OG0009865	XP_031822572.1	XP_023409704.1
OG0009866	XP_012403612.2	XP_023409813.1
OG0009868	XP_023358025.1	XP_023409790.1
OG0009869	XP_023357984.2	XP_003415150.1
OG0009870	XP_031822482.1	XP_003414964.1
OG0009871	XP_031822473.1	XP_003415138.1
OG0009872	XP_031822454.1	XP_003415132.1
OG0009873	XP_031801840.1	XP_023399592.1
OG0009874	XP_031801849.1	XP_023399593.1
OG0009875	XP_012396600.1	XP_023399596.1
OG0009876	XP_003759564.1	XP_003406361.1
OG0009877	XP_003759563.1	XP_003406776.1, XP_003406363.1
OG0009878	XP_012396631.2	XP_003406375.1
OG0009879	XP_031802340.1	XP_010585090.1
OG0009880	XP_003759857.1	XP_003406388.1
OG0009881	XP_031802342.1	XP_003406797.1
OG0009882	XP_031802356.1	XP_003406395.1
OG0009883	XP_031802357.1	XP_010585104.1
OG0009884	XP_003760040.1	XP_023399687.1
OG0009885	XP_023351983.1	XP_003406413.1
OG0009886	XP_012396990.1	XP_023399926.1
OG0009887	XP_031802651.1	XP_023399927.1
OG0009888	XP_031802508.1	XP_010585433.1
OG0009889	XP_012397016.1	XP_023399767.1
OG0009890	XP_003760118.1	XP_003406438.1
OG0009891	XP_031801820.1	XP_010585037.1
OG0009892	XP_012396614.1	XP_010585040.1
OG0009894	XP_003759580.1	XP_010585407.1
OG0009895	XP_012402701.3	XP_023396094.1
OG0009896	XP_012400276.1	XP_003406265.1
OG0009897	XP_023360474.1	XP_003408896.2
OG0009898	XP_012405475.1	XP_023402379.1
OG0009899	XP_023357032.1	XP_003408874.1
OG0009900	XP_012402623.1	XP_010587118.1
OG0009901	XP_012400397.1	XP_003420977.2
OG0009902	XP_031810881.1	XP_003420976.1
OG0009903	XP_003755910.1	XP_003420979.1
OG0009904	XP_012400178.2	XP_023395892.1
OG0009905	XP_023355149.1	XP_023395854.1
OG0009906	XP_031810937.1	XP_023395895.1
OG0009907	XP_012400625.1	XP_010598834.1
OG0009908	XP_023355336.2	XP_003421012.2
OG0009909	XP_012400616.1	XP_023395880.1
OG0009910	XP_003755952.1	XP_003421016.1
OG0009912	XP_031808116.1	XP_010586875.1
OG0009913	XP_031808115.1	XP_003408498.1
OG0009914	XP_031808795.1	XP_023401879.1
OG0009917	XP_003756460.3	XP_003408499.1
OG0009918	XP_031808813.1	XP_010586905.1
OG0009919	XP_031808480.1	XP_023401897.1
OG0009920	XP_031808679.1	XP_003408592.2
OG0009921	XP_023351445.1	XP_003408524.1
OG0009922	XP_031808827.1	XP_010586921.1
OG0009923	XP_031794086.1	XP_003408618.1
OG0009924	XP_003756463.1	XP_010587194.2
OG0009925	XP_031808697.1	XP_003408668.1
OG0009926	XP_012404578.1	XP_003408691.1
OG0009927	XP_003756449.2	XP_003408696.1
OG0009928	XP_031808491.1	XP_003408536.1
OG0009929	XP_031808492.1	XP_003408713.2
OG0009930	XP_031808494.1	XP_010586959.1
